node,x,y
643,0.00103518763,-0.0293003414
644,-0.0217848793,-0.0386200622
645,0.464751393,-0.0357740559
646,0.435004681,-0.0202694256
647,0.392972916,-0.0188362915
648,0.397675008,-0.0188138932
649,0.0718197823,-0.0189694986
650,0.0668291599,-0.0191442147
651,0.339030087,-0.0190238003
652,0.344002694,-0.0191111285
653,0.279637903,-0.018574357
654,0.284588486,-0.0186187457
655,0.121271096,-0.0184382368
656,0.116319351,-0.0184737071
657,0.165814325,-0.0184167624
658,0.160869956,-0.018416103
659,0.210365102,-0.0184602793
660,0.215331197,-0.0184864625
661,0.274687797,-0.0185495205
662,0.131148279,-0.0184094235
663,0.145996511,-0.0183781423
664,0.2598176,-0.0184739493
665,0.141044378,-0.0183862131
666,0.13609542,-0.0184058677
667,0.269739002,-0.0185239948
668,0.150953963,-0.0183989704
669,0.378604829,-0.0193359088
670,0.126208797,-0.0184305571
671,0.264777154,-0.0185072348
672,0.195463747,-0.0184034929
673,0.254861683,-0.0184786916
674,0.1905092,-0.0184145402
675,0.200431347,-0.0184254982
676,0.2499125,-0.0184916127
677,0.205397069,-0.0184516534
678,0.00781174423,-0.02431654
679,0.0915955231,-0.0186351519
680,0.0965297595,-0.0185987186
681,0.155913964,-0.0184185058
682,0.021608226,-0.0187284928
683,0.0260160957,-0.0184565578
684,0.220291317,-0.0185077563
685,0.175693363,-0.0184262339
686,0.170753643,-0.018434288
687,0.235109523,-0.0185181089
688,0.225237399,-0.018522637
689,0.230172843,-0.0185324419
690,0.0767672658,-0.0188707598
691,0.111366846,-0.0185094364
692,0.383445531,-0.0191737749
693,0.363813072,-0.0194134414
694,0.358863145,-0.0193578918
695,0.353926271,-0.0192833282
696,0.388217956,-0.0189845059
697,0.329123676,-0.0189137012
698,0.334072798,-0.018975243
699,0.348975182,-0.0192085728
700,0.0464185253,-0.020116102
701,0.0516692512,-0.0198217072
702,0.0409411602,-0.0204354487
703,0.319223732,-0.0188324992
704,0.324180514,-0.0188839771
705,0.0866524428,-0.018711159
706,0.0817024633,-0.0187981781
707,0.244970858,-0.0185080711
708,0.240036011,-0.0185230784
709,0.421768546,-0.0205641594
710,0.412046045,-0.0203589424
711,0.407136649,-0.0196289159
712,0.416982114,-0.0208124667
713,0.30434984,-0.0187253952
714,0.299404532,-0.018715784
715,0.185563356,-0.0184270702
716,0.180625945,-0.0184371322
717,0.309307396,-0.0187642127
718,0.314265937,-0.0188143402
719,0.10147085,-0.0185716785
720,0.106415391,-0.0185500924
721,0.289531767,-0.0186613686
722,0.294468492,-0.0186998248
723,0.0304472204,-0.0193129387
724,0.0354304127,-0.0203732606
725,0.373705715,-0.0194517653
726,0.368766278,-0.019476356
727,0.0618225224,-0.0193444248
728,0.0567784198,-0.0195812378
729,0.426313579,-0.0198966917
730,0.402394503,-0.0190254934
731,0.450833052,-0.0241498202
732,-0.00972338766,-0.0388746895
733,0.00831547566,-0.0290554762
734,0.457147092,-0.0301537067
735,0.465797186,-0.0573718175
736,0.397904515,-0.0232009646
737,0.393497765,-0.0234056916
738,0.0724720284,-0.0238893311
739,0.402213514,-0.0233054236
740,0.344604403,-0.0240400098
741,0.339625031,-0.0239402726
742,0.0774062127,-0.0237510353
743,0.285173327,-0.0234358925
744,0.384232014,-0.0242099985
745,0.388919264,-0.0238189232
746,0.0674785152,-0.0241120793
747,0.406485885,-0.0244741011
748,0.280226648,-0.0233886261
749,0.121904537,-0.0231885519
750,0.349583983,-0.0241803657
751,0.126832426,-0.0231654942
752,0.0922263265,-0.0234457646
753,0.087290369,-0.0235346481
754,0.116952978,-0.0232255813
755,0.161484793,-0.0231478121
756,0.290111274,-0.0234898832
757,0.220894307,-0.0232567657
758,0.166422069,-0.0231660157
759,0.324812293,-0.0237974003
760,0.215935573,-0.0232275371
761,0.225837037,-0.0232861545
762,0.15652442,-0.0231354609
763,0.0574241094,-0.0246326327
764,0.17135857,-0.0231794082
765,0.319849253,-0.0237514134
766,0.210970119,-0.0231981464
767,0.201029167,-0.0231483374
768,0.205994502,-0.0231761411
769,0.141666234,-0.0230995901
770,0.270331204,-0.0232903957
771,0.275275111,-0.0233427137
772,0.265367597,-0.0232579783
773,0.146613434,-0.0231022257
774,0.151562676,-0.0231199339
775,0.136716306,-0.0231197737
776,0.131764308,-0.0231437497
777,0.176294535,-0.0231819618
778,0.23077473,-0.0232998468
779,0.235705927,-0.0232981537
780,0.0971501395,-0.0233959295
781,0.364384234,-0.0245606489
782,0.334671587,-0.0238795914
783,0.260411829,-0.0232397374
784,0.255458772,-0.0232435372
785,0.196064323,-0.0231445972
786,0.329745412,-0.023851661
787,0.0522998832,-0.0249586683
788,0.0823347196,-0.0236479286
789,0.04699843,-0.0253435038
790,0.250508636,-0.0232602973
791,0.191110224,-0.0231570341
792,0.422607034,-0.0268577915
793,0.417081118,-0.0274085179
794,0.411414593,-0.0261350609
795,0.181224242,-0.0231810678
796,0.309895962,-0.0236307867
797,0.112001292,-0.0232637692
798,0.240628108,-0.0232929904
799,0.314867139,-0.0237035565
800,0.24556002,-0.0232818481
801,0.186157733,-0.0231749918
802,0.0257642213,-0.0220338814
803,0.295050532,-0.0235353373
804,0.102092639,-0.0233519338
805,0.304937899,-0.0235961396
806,0.369363636,-0.0246589333
807,0.1070446,-0.0233111475
808,0.0288042799,-0.0242376756
809,0.299989134,-0.0235748589
810,0.0624592155,-0.0243789628
811,0.354533017,-0.0243298952
812,0.359449804,-0.0244711284
813,0.379367054,-0.0245215222
814,0.374378622,-0.0246776361
815,0.430530041,-0.0231443848
816,0.041273348,-0.0259144362
817,0.0344205946,-0.0269025732
818,0.44627893,-0.0309048984
819,0.0156292785,-0.0278987829
820,0.437982738,-0.0278961193
821,0.00283470307,-0.0392724276
822,0.457250446,-0.0459566563
