source_table,event_index,visualization_label,physical_element,source_storage_ip,previous_global_frame,current_global_frame,previous_kstep,previous_kinc,current_kstep,current_kinc,previous_phase_after_u1,current_phase_after_u1,phase_drop,prior_category,diagnostic_category
sdv15_unresolved_event_mapping,99,84677,16973,1,196,197,     2,   138,     2,   139,1.0023438412716916,1.002711701338615,-0.0003678600669234644,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,100,84148,16444,3,192,193,     2,   132,     2,   133,0.9252438228595269,0.9467306362696489,-0.02148681341012204,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,101,84133,16429,4,182,183,     2,   117,     2,   119,0.9958372129679998,0.9974297946882751,-0.0015925817202753212,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,102,84678,16974,1,186,187,     2,   123,     2,   125,0.9987069657221869,0.9990427960944007,-0.00033583037221385226,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,103,84148,16444,3,193,194,     2,   133,     2,   135,0.9467306362696489,0.9779217175765228,-0.03119108130687387,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,105,84704,17000,1,196,197,     2,   138,     2,   139,0.745226989628407,0.7794757220687906,-0.03424873244038351,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,106,84707,17003,2,198,199,     2,   140,     2,   142,0.6650275800754752,0.7349481658388037,-0.06992058576332849,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,107,84708,17004,1,198,199,     2,   140,     2,   142,0.6478673643435563,0.7172889415401271,-0.06942157719657083,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,109,84144,16440,4,191,192,     2,   130,     2,   132,0.9869444982895318,0.9956295665446558,-0.008685068255124051,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,110,84135,16431,4,186,187,     2,   123,     2,   125,0.9978495256286959,0.9982110642221054,-0.0003615385934094828,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,111,84152,16448,4,195,196,     2,   136,     2,   138,0.9164452495512597,0.9593637098177764,-0.04291846026651669,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,112,84138,16434,3,188,189,     2,   126,     2,   128,0.9973752403192837,0.9981841614207771,-0.0008089211014934428,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,113,84142,16438,4,188,189,     2,   126,     2,   128,0.9746926429809262,0.9910757182851176,-0.016383075304191475,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,114,84710,17006,2,199,200,     2,   142,     2,   144,0.612740116534558,0.681343020339678,-0.06860290380512002,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,115,84707,17003,1,198,199,     2,   140,     2,   142,0.6888318249053941,0.7591636433877174,-0.07033181848232328,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,116,84710,17006,1,199,200,     2,   142,     2,   144,0.6354515347609372,0.7051426141332844,-0.0696910793723472,insufficient_output_evidence,sdv15_completed_increment_monotone
