step,frame,u2_mm,rf2_kN
Step-2,76,0.006300000008195639,0.7610437870025635
Step-2,77,0.006310000084340572,0.7609661817550659
Step-2,78,0.0063299997709691525,0.7608217597007751
Step-2,79,0.00634999992325902,0.7606428861618042
Step-2,80,0.0063599999994039536,0.7605558037757874
Step-2,81,0.006380000151693821,0.7603182792663574
Step-2,82,0.006399999838322401,0.7600345611572266
Step-2,83,0.0064199999906122684,0.7597002387046814
Step-2,84,0.006430000066757202,0.7594967484474182
Step-2,85,0.0064500002190470695,0.7590793371200562
Step-2,86,0.00646999990567565,0.7586056590080261
Step-2,87,0.006479999981820583,0.7583643198013306
Step-2,88,0.006500000134110451,0.7578072547912598
Step-2,89,0.006519999820739031,0.757194995880127
Step-2,90,0.0065299998968839645,0.756852388381958
Step-2,91,0.006550000049173832,0.7561590671539307
Step-2,92,0.006570000201463699,0.7554110288619995
Step-2,93,0.0065899998880922794,0.7546069025993347
Step-2,94,0.006599999964237213,0.7541989684104919
Step-2,95,0.0066200001165270805,0.7533049583435059
Step-2,96,0.006639999803155661,0.7523488402366638
Step-2,97,0.006649999879300594,0.751831591129303
Step-2,98,0.006670000031590462,0.7507832646369934
Step-2,99,0.006690000183880329,0.749673068523407
Step-2,100,0.0066999997943639755,0.7491104602813721
