step,frame,time,penalty_active_count,minimum_gap,maximum_penalty_energy_density,penalty_energy,penalty_residual_magnitude,penalty_tangent_magnitude,elastic_energy,local_crack_energy,gradient_crack_energy,history_driven_term,total_diagnostic_energy,incremental_diagnostic_imbalance
MONOTONIC,21,0.41999998688697815,0,0.021518338471651077,0.0,0.0,0.0,0.0,1.5498172141087713e-05,1.3914788118563594e-05,2.470664996167216e-07,1.2640016611840109e-05,2.966002675926803e-05,-3.01170838194417e-07
MONOTONIC,22,0.4399999976158142,0,0.020067084580659866,0.0,0.0,0.0,0.0,1.5290798207570337e-05,1.5212955314200379e-05,2.7605963256291934e-07,1.2538592866621916e-05,3.077981315433363e-05,-3.1330655510402347e-07
MONOTONIC,23,0.46000000834465027,0,0.01894504576921463,0.0,0.0,0.0,0.0,1.5036466364108493e-05,1.649919939227403e-05,3.062640469522649e-07,1.2378060142509639e-05,3.1841929803334785e-05,-2.867275363835993e-07
MONOTONIC,24,0.47999998927116394,0,0.017534514889121056,0.0,0.0,0.0,0.0,1.4726019557565451e-05,1.7748793947976086e-05,3.3812109494419923e-07,1.2184482476732227e-05,3.281293460048574e-05,-2.9639512751261e-07
MONOTONIC,25,0.5,0,0.01646420918405056,0.0,0.0,0.0,0.0,1.4390021364670249e-05,1.8974001496098935e-05,3.7139343503724834e-07,1.1948514239338696e-05,3.3735416295806436e-05,-2.6675969513822534e-07
MONOTONIC,26,0.5199999809265137,0,0.015122395940124989,0.0,0.0,0.0,0.0,1.4016254301532168e-05,2.015262588392944e-05,4.069041156583353e-07,1.1693903147534e-05,3.457578430111994e-05,-2.7438476717159255e-07
MONOTONIC,27,0.5400000214576721,0,0.014113115146756172,0.0,0.0,0.0,0.0,1.3632033744943328e-05,2.1298825240228324e-05,4.442523863502857e-07,1.1410070564306808e-05,3.537511137152194e-05,-2.447149836843249e-07
MONOTONIC,28,0.5600000023841858,0,0.01283993199467659,0.0,0.0,0.0,0.0,1.3223749658209275e-05,2.239305066177621e-05,4.848800474320568e-07,1.111747721588472e-05,3.610168036741754e-05,-2.506727869226418e-07
MONOTONIC,29,0.5799999833106995,0,0.011885781772434711,0.0,0.0,0.0,0.0,1.2814603744482156e-05,2.3449934541713457e-05,5.280475851975551e-07,1.0805543632159243e-05,3.6792585871393164e-05,-2.2332904783309e-07
MONOTONIC,30,0.6000000238418579,0,0.010660244151949883,0.0,0.0,0.0,0.0,1.239110139140394e-05,2.4452342581935217e-05,5.762226647732406e-07,1.049075610935688e-05,3.74196666381124e-05,-2.2792365824743783e-07
MONOTONIC,31,0.6200000047683716,0,0.009755288250744343,0.0,0.0,0.0,0.0,1.1971699444984559e-05,2.541468455456197e-05,6.278869709859692e-07,1.0163805825868617e-05,3.8014270970532497e-05,-2.0470106366932296e-07
MONOTONIC,32,0.6399999856948853,0,0.008701243437826633,0.0,0.0,0.0,0.0,1.1544162331847476e-05,2.6326489285565916e-05,6.859905122496457e-07,9.836330380494469e-06,3.8556642129663035e-05,-2.0466105205900568e-07
MONOTONIC,33,0.6600000262260437,0,0.007926514372229576,0.0,0.0,0.0,0.0,1.1117576592369003e-05,2.7200916036963457e-05,7.474647774628804e-07,9.502052357856879e-06,3.906595740679534e-05,-1.8842934857810583e-07
MONOTONIC,34,0.6800000071525574,0,0.007135143503546715,0.0,0.0,0.0,0.0,1.0683240815706087e-05,2.8038572380319226e-05,8.155483004884447e-07,9.165778431633956e-06,3.953736149651376e-05,-1.7979900303410434e-07
MONOTONIC,35,0.699999988079071,0,0.0065530408173799515,0.0,0.0,0.0,0.0,1.0235877890227128e-05,2.8841296653263268e-05,8.860279647251447e-07,8.827730043412885e-06,3.996320250821554e-05,-1.809194750014288e-07
MONOTONIC,36,0.7200000286102295,0,0.00594301288947463,0.0,0.0,0.0,0.0,9.781940357061104e-06,2.9621081799268724e-05,9.631341627709844e-07,8.484042851341653e-06,4.036615631910081e-05,-1.612203196612108e-07
MONOTONIC,37,0.7400000095367432,0,0.0054373592138290405,0.0,0.0,0.0,0.0,9.300692574106511e-06,3.0364953377284117e-05,1.0414711358862405e-06,8.144612197065726e-06,4.0707117087276874e-05,-1.8212978955507242e-07
MONOTONIC,38,0.7599999904632568,0,0.004973515868186951,0.0,0.0,0.0,0.0,8.817902788723588e-06,3.108959426172077e-05,1.1242496593240502e-06,7.801326147455255e-06,4.103174670976841e-05,-1.58790454176168e-07
MONOTONIC,39,0.7799999713897705,0,0.0045469687320292,0.0,0.0,0.0,0.0,8.30906606788631e-06,3.1777827208861716e-05,1.2069844120560446e-06,7.465659641457023e-06,4.129387768880407e-05,-1.8297200953359792e-07
MONOTONIC,40,0.800000011920929,0,0.004127130843698978,0.0,0.0,0.0,0.0,7.804518201373867e-06,3.244550295639784e-05,1.2911626087316104e-06,7.131223203759873e-06,4.1541183766503324e-05,-1.6086137593321917e-07
MONOTONIC,41,0.8199999928474426,0,0.0038183925207704306,0.0,0.0,0.0,0.0,7.2842003686673715e-06,3.307853559963404e-05,1.3722548478199315e-06,6.808577397168844e-06,4.173499081612134e-05,-1.7896927454992897e-07
MONOTONIC,42,0.8399999737739563,0,0.0034030317328870296,0.0,0.0,0.0,0.0,6.776534570417424e-06,3.368086921982468e-05,1.4513336118397995e-06,6.495931965764613e-06,4.19087374020819e-05,-1.6526285114413277e-07
MONOTONIC,43,0.8600000143051147,0,0.003079707035794854,0.0,0.0,0.0,0.0,6.275990061476478e-06,3.4239545883610845e-05,1.5254958002515195e-06,6.201949395472184e-06,4.204103174533884e-05,-1.7500493125336726e-07
MONOTONIC,44,0.8799999952316284,0,0.0025747239124029875,0.0,0.0,0.0,0.0,5.80755540086102e-06,3.47607707604766e-05,1.5952737811858239e-06,5.92446819136967e-06,4.2163599942523445e-05,-1.553749168858748e-07
MONOTONIC,45,0.8999999761581421,0,0.002269992372021079,0.0,0.0,0.0,0.0,5.363665357344871e-06,3.524315189570188e-05,1.6586978651503158e-06,5.666668913181638e-06,4.226551511819707e-05,-1.492672467722327e-07
MONOTONIC,46,0.9200000166893005,0,0.0012621389469131827,0.0,0.0,0.0,0.0,4.954890631097444e-06,3.569030626676977e-05,1.7165758319606543e-06,5.426810109202051e-06,4.236177272982787e-05,-1.3064993090034492e-07
MONOTONIC,47,0.9399999976158142,0,0.0007972156745381653,0.0,0.0,0.0,0.0,4.574859850549728e-06,3.609984680078923e-05,1.768497106058931e-06,5.206698366237106e-06,4.24432037573979e-05,-1.236214010797473e-07
MONOTONIC,48,0.9599999785423279,0,0.0005904411082156003,0.0,0.0,0.0,0.0,4.2311044938287516e-06,3.6482935445383203e-05,1.8162940634283592e-06,5.000375664167224e-06,4.253033400264031e-05,-9.835518261893717e-08
MONOTONIC,49,0.9800000190734863,0,0.0005550804198719561,0.0,0.0,0.0,0.0,3.909108569632736e-06,3.6835997807793315e-05,1.859659094770905e-06,4.809849549747015e-06,4.2604765472196955e-05,-9.349424131470472e-08
MONOTONIC,50,1.0,0,0.0005173287354409695,0.0,0.0,0.0,0.0,3.6158324466669e-06,3.716334039345385e-05,1.899798420345178e-06,4.632439694069036e-06,4.267897126046593e-05,-7.788856383390716e-08
UNLOAD_RELOAD,0,0.0,0,0.0005173287354409695,0.0,0.0,0.0,0.0,3.6158324466669e-06,3.716334039345385e-05,1.899798420345178e-06,4.632439694069036e-06,4.267897126046593e-05,0.0
UNLOAD_RELOAD,1,0.019999999552965164,0,0.0004854231665376574,0.0,0.0,0.0,0.0,3.0452715901049037e-06,3.746380293741822e-05,1.9364048712304787e-06,4.469076346049406e-06,4.24454793987536e-05,-5.36377663270824e-08
UNLOAD_RELOAD,2,0.03999999910593033,0,8.355700265383348e-05,0.0,0.0,0.0,0.0,2.5668790988049758e-06,3.756794007495046e-05,1.9475226468784974e-06,4.414049946808519e-06,4.208234182063394e-05,-2.0739874751023033e-07
UNLOAD_RELOAD,3,0.05999999865889549,0,2.9702030587941408e-05,0.0,0.0,0.0,0.0,2.323764641920434e-06,3.766012454871088e-05,1.956882558806683e-06,4.365726891319356e-06,4.194077174943799e-05,-1.908276261577209e-09
UNLOAD_RELOAD,4,0.07000000029802322,1,-2.7423523452085874e-09,6.768446480370782e-13,4.230279050231739e-18,3.0851464543957266e-09,1.125,2.172618429898421e-06,3.76697530737147e-05,1.957323895112495e-06,4.3612230611870464e-06,4.179969539872984e-05,-7.544821318757506e-08
UNLOAD_RELOAD,5,0.08500000089406967,1,-8.55486348427803e-09,6.586712512218762e-12,4.116695320136726e-17,9.624222002457829e-09,1.125,2.0700952917934503e-06,3.7698529311455794e-05,1.959684177199961e-06,4.346657898349804e-06,4.172830878049037e-05,2.3232652214614765e-08
UNLOAD_RELOAD,6,0.10499999672174454,7,-4.5579779950344346e-09,1.8697647596876976e-12,2.131662882124831e-17,1.1053033619035092e-08,7.875,1.9246527492498455e-06,3.7698529311455794e-05,1.9596841764723643e-06,4.3466578747029405e-06,4.1582866237199324e-05,-2.3505019593313083e-08
UNLOAD_RELOAD,7,0.125,36,-8.512227367418745e-09,6.5212214968302096e-12,4.5035648790845604e-17,2.449199484111375e-08,40.5,1.8071449543782593e-06,3.7698529311455794e-05,1.95968431289657e-06,4.346657641690399e-06,4.146535857877566e-05,3.4691960946759554e-13
UNLOAD_RELOAD,8,0.14499999582767487,42,-8.470666834625717e-09,6.457698091544284e-12,4.120231590755068e-17,1.1967242427490808e-08,47.25,1.6933379839514374e-06,3.7698529451154174e-05,1.9596844536863503e-06,4.346657392125053e-06,4.135155188883316e-05,-6.140879092123713e-14
UNLOAD_RELOAD,9,0.16500000655651093,34,-8.435483422886136e-09,6.404163657713902e-12,9.222332632237842e-17,2.878216100534736e-08,38.25,1.5832321068643297e-06,3.7698529544286436e-05,1.95968454645481e-06,4.346657211408456e-06,4.12414461976978e-05,2.163373985703855e-13
UNLOAD_RELOAD,10,0.1850000023841858,56,-8.397949002869609e-09,6.347298554809644e-12,3.978817202721762e-17,1.079781376331912e-08,63.0,1.4768272905286043e-06,3.769852968398482e-05,1.959684658140759e-06,4.3466569854899725e-06,4.113504163269398e-05,-1.8254691649347704e-14
UNLOAD_RELOAD,11,0.20499999821186066,44,-8.360431458243056e-09,6.2907131760658874e-12,3.9333868826886707e-17,9.732368630599453e-09,49.5,1.3741235238711628e-06,3.769852973055095e-05,1.9596847665525277e-06,4.346656766847445e-06,4.103233802101398e-05,-1.0331295416604949e-13
UNLOAD_RELOAD,12,0.22499999403953552,36,-8.325134359665753e-09,6.237707399214809e-12,4.045237288928906e-17,1.4422866121788227e-08,40.5,1.275120804012886e-06,3.769852987024934e-05,1.959684956455021e-06,4.346656398411142e-06,4.09333356307577e-05,3.691737874059707e-13
UNLOAD_RELOAD,13,0.24500000476837158,31,-8.289676500794485e-09,6.184686009852447e-12,3.889003832584962e-17,1.1036308594292164e-08,34.875,1.1798190586603139e-06,3.769853010307998e-05,1.959685068504768e-06,4.346656087636802e-06,4.083803423028395e-05,3.0583425603223496e-14
UNLOAD_RELOAD,14,0.26499998569488525,32,-8.253627115095696e-09,6.1310132318248556e-12,4.7270745543438337e-17,1.853322497409327e-08,36.0,1.0882183990844394e-06,3.769853019621224e-05,1.95968517109577e-06,4.34665580805813e-06,4.0746433766439724e-05,5.881657194704154e-14
UNLOAD_RELOAD,15,0.2849999964237213,27,-8.218027147677276e-09,6.078237305834344e-12,3.806793180742955e-17,1.0045484202847456e-08,30.375,1.0003188296764166e-06,3.769853054545821e-05,1.9596852755057626e-06,4.34665551474609e-06,4.0658534650678455e-05,3.640775899618927e-13
UNLOAD_RELOAD,16,0.3050000071525574,29,-8.18259238144492e-09,6.0259340919910365e-12,3.785049415001749e-17,1.118454702300209e-08,32.625,9.161202917226774e-07,3.769853063859047e-05,1.9596853664552325e-06,4.346655237804952e-06,4.0574336296806234e-05,-3.643335362134986e-14
UNLOAD_RELOAD,17,0.32499998807907104,18,-8.147456043161583e-09,5.974293542515552e-12,3.747384451774721e-17,1.015264214692113e-08,20.25,8.356228229160933e-07,3.769853089470417e-05,1.9596854406700007e-06,4.346654917389968e-06,4.049383915832774e-05,2.6186467409631056e-13
UNLOAD_RELOAD,18,0.3449999988079071,14,-8.112607474686229e-09,5.923295708087917e-12,3.710749666162015e-17,9.732461961098337e-09,15.75,7.58826382633515e-07,3.7698531174100944e-05,1.9596854821429585e-06,4.346654624805522e-06,4.0417043038914524e-05,2.400725289137401e-13
UNLOAD_RELOAD,19,0.36500000953674316,12,-8.078044899662018e-09,5.872933216133358e-12,4.6544603153966206e-17,1.725561265355502e-08,13.5,6.857310003780981e-07,3.769853143021465e-05,1.9596855425334066e-06,4.346654279288485e-06,4.03439479731727e-05,2.5521480138653366e-13
UNLOAD_RELOAD,20,0.38499999046325684,7,-8.043719468275867e-09,5.823128437776326e-12,3.65103015866298e-17,9.699881634306353e-09,7.875,6.163366536185319e-07,3.769853182602675e-05,1.9596855952840995e-06,4.346653969423642e-06,4.0274554074965895e-05,2.8454842648795164e-13
UNLOAD_RELOAD,21,0.4050000011920929,7,-8.00961963420832e-09,5.773860556335109e-12,3.621834282764289e-17,9.704929554432697e-09,7.875,5.506433532644905e-07,3.769853203557432e-05,1.959685692781932e-06,4.3466537435051584e-06,4.020886108165696e-05,2.5390000296448764e-13
UNLOAD_RELOAD,22,0.42500001192092896,7,-7.975792470915621e-09,5.725194623940055e-12,3.5931028379060197e-17,9.709919782263654e-09,7.875,4.886511009161154e-07,3.7698532128706574e-05,1.959685769907082e-06,4.346653465290729e-06,4.01468689995657e-05,1.3019016339163927e-13
UNLOAD_RELOAD,23,0.4449999928474426,7,-7.94223709021935e-09,5.677121099612048e-12,3.564827343689264e-17,9.714852089004469e-09,7.875,4.303598942051679e-07,3.769853229168803e-05,1.95968585430819e-06,4.346653209904617e-06,4.008857804023704e-05,2.190438789010339e-13
UNLOAD_RELOAD,24,0.4650000035762787,7,-7.90894905122741e-09,5.629633044457183e-12,3.537001065877173e-17,9.719728068335875e-09,7.875,3.7576972160522355e-07,3.7698532431386425e-05,1.959685947804246e-06,4.346652955518949e-06,4.003398810083127e-05,2.0520339442421653e-13
UNLOAD_RELOAD,25,0.48500001430511475,7,-7.875927465761379e-09,5.582721351177211e-12,3.509615903359631e-17,9.724546775058409e-09,7.875,3.2488058920989715e-07,3.769853254780173e-05,1.9596860354795353e-06,4.346652690674094e-06,3.998309917252626e-05,1.0906949849580697e-13
UNLOAD_RELOAD,26,0.5049999952316284,5,-7.843220295455922e-09,5.536449770859875e-12,3.5076324323009244e-17,1.0477735521874367e-08,5.625,3.18779643595235e-07,3.7698532780632374e-05,1.959686094414793e-06,4.346652334425017e-06,3.9976998518677476e-05,3.0036916557523233e-13
UNLOAD_RELOAD,27,0.5249999761581421,4,-7.810744939718006e-09,5.4906964391809865e-12,3.456198513893862e-17,9.73352795341498e-09,4.5,4.5178515842465564e-07,3.769853294361383e-05,1.9596861748141245e-06,4.346652052299762e-06,4.0110004276887174e-05,1.941467819843723e-13
UNLOAD_RELOAD,28,0.5450000166893005,4,-7.778512056688669e-09,5.445472198162271e-12,3.430096556483184e-17,9.738167186412739e-09,4.5,6.079220313850445e-07,3.769853308331222e-05,1.959686273039552e-06,4.346651794003265e-06,4.026614138777112e-05,1.6388198984711513e-13
UNLOAD_RELOAD,29,0.5649999976158142,4,-7.746536745401045e-09,5.4007948287193575e-12,3.404408200698749e-17,9.742751649355343e-09,4.5,7.871902660738782e-07,3.769853336270899e-05,1.9596863367041805e-06,4.346651554442361e-06,4.044540996552109e-05,2.542663887598884e-13
UNLOAD_RELOAD,30,0.5849999785423279,4,-7.714817229498294e-09,5.3566560909157346e-12,3.379126195716224e-17,9.747282908278975e-09,4.5,9.895898673676127e-07,3.7698533455841245e-05,1.959686425107066e-06,4.346651327614382e-06,4.064780974834972e-05,8.350006748319636e-14
UNLOAD_RELOAD,31,0.6050000190734863,4,-7.683350844445158e-09,5.31304861217663e-12,3.354243738038144e-17,9.75175997552924e-09,4.5,1.2151208061482063e-06,3.769853373523802e-05,1.9596865004132274e-06,4.346651074774855e-06,4.0873341041833e-05,2.2367575321221786e-13
UNLOAD_RELOAD,32,0.625,4,-7.652135813884797e-09,5.269966320969877e-12,3.329755060021541e-17,9.756185487219682e-09,4.5,1.4637830863705404e-06,3.76985338749364e-05,1.959686592090293e-06,4.346650803563535e-06,4.112200355343053e-05,2.2250903647814263e-13
UNLOAD_RELOAD,33,0.6449999809265137,4,-7.621169473281952e-09,5.227400543678096e-12,3.305652678849975e-17,9.760558343430149e-09,4.5,1.7355767211427067e-06,3.7698534084483986e-05,1.959686680493178e-06,4.34665054854122e-06,4.139379748615293e-05,-2.415157239780627e-14
UNLOAD_RELOAD,34,0.6650000214576721,4,-7.590450934458204e-09,5.185345208769121e-12,3.281930812781185e-17,9.764878859641614e-09,4.5,2.0305016450663517e-06,3.769853429403156e-05,1.959686759801116e-06,4.346650317802413e-06,4.1688722698931845e-05,2.2966983268543975e-13
UNLOAD_RELOAD,35,0.6850000023841858,4,-7.559978421056712e-09,5.1437942447107865e-12,3.258583740992697e-17,9.769148948635119e-09,4.5,2.34855790691313e-06,3.7698534340597686e-05,1.959686842747033e-06,4.346650096977099e-06,4.2006779090290434e-05,-3.0029613778265185e-13
UNLOAD_RELOAD,36,0.7049999833106995,0,0.00023139547556638718,0.0,0.0,0.0,0.0,2.689745502294728e-06,3.784603939857335e-05,1.9785643071372763e-06,4.265184814721579e-06,4.2514349208005354e-05,1.6638245913892167e-07
UNLOAD_RELOAD,37,0.7250000238418579,0,0.00031403472530655563,0.0,0.0,0.0,0.0,2.8625073175305716e-06,3.804522776044904e-05,2.005346085570636e-06,4.1535186017426905e-06,4.2913081163550247e-05,4.6200680714734456e-08
UNLOAD_RELOAD,38,0.7450000047683716,0,0.0005806779954582453,0.0,0.0,0.0,0.0,2.9441322133379803e-06,3.8380452361889174e-05,2.050694165518507e-06,3.9641695133695985e-06,4.337527874074566e-05,1.1536913872422784e-07
UNLOAD_RELOAD,39,0.7649999856948853,0,0.0004527373821474612,0.0,0.0,0.0,0.0,2.802417915538058e-06,3.871780382469298e-05,2.0953379984348426e-06,3.7737538104124705e-06,4.361555973866588e-05,-8.395067915798761e-08
UNLOAD_RELOAD,40,0.7850000262260437,0,0.00031512571149505675,0.0,0.0,0.0,0.0,2.608192495637241e-06,3.909125281497838e-05,2.1433140005683526e-06,3.5632587667805637e-06,4.3842759311183975e-05,-6.184793518999702e-08
UNLOAD_RELOAD,41,0.8050000071525574,0,0.00020888965809717774,0.0,0.0,0.0,0.0,2.316305447173761e-06,3.942307985853404e-05,2.186902997527795e-06,3.374376289832525e-06,4.39262883032356e-05,-1.6634713197433393e-07
UNLOAD_RELOAD,42,0.824999988079071,0,0.00013570069859270006,0.0,0.0,0.0,0.0,2.0404483154571547e-06,3.97379880771041e-05,2.2282270152572888e-06,3.194349914362959e-06,4.400666340781854e-05,-1.3003157682833788e-07
UNLOAD_RELOAD,43,0.8450000286102295,0,8.871875616023317e-05,0.0,0.0,0.0,0.0,1.7544683028035023e-06,4.0004691365174954e-05,2.2642835340775495e-06,3.040288197132846e-06,4.4023443202056e-05,-1.5809351709730578e-07
UNLOAD_RELOAD,44,0.8650000095367432,0,5.768402843386866e-05,0.0,0.0,0.0,0.0,1.5099249469130888e-06,4.024209303315729e-05,2.2968256704189115e-06,2.9022747665741544e-06,4.404884365048929e-05,-1.183951601757007e-07
UNLOAD_RELOAD,45,0.8849999904632568,0,3.800243939622305e-05,0.0,0.0,0.0,0.0,1.2865012653684008e-06,4.043909781612456e-05,2.325131640373002e-06,2.786182317412233e-06,4.4050730721865964e-05,-1.1610760935364177e-07
UNLOAD_RELOAD,46,0.9049999713897705,0,2.46212184720207e-05,0.0,0.0,0.0,0.0,1.1038357207777233e-06,4.0610473603010175e-05,2.3504478612267124e-06,2.68428662550465e-06,4.406475718501461e-05,-8.274123555866041e-08
UNLOAD_RELOAD,47,0.925000011920929,0,1.5333345800172538e-05,0.0,0.0,0.0,0.0,9.462448581166073e-07,4.07540432875976e-05,2.3725514483203373e-06,2.597887237672269e-06,4.407283959403454e-05,-7.168133013315392e-08
UNLOAD_RELOAD,48,0.9449999928474426,0,8.558884474041406e-06,0.0,0.0,0.0,0.0,8.18965736897681e-07,4.0877216192893674e-05,2.3920844745134677e-06,2.523070779026247e-06,4.408826640430483e-05,-5.067444315686874e-08
UNLOAD_RELOAD,49,0.9649999737739563,0,3.7490171962417662e-06,0.0,0.0,0.0,0.0,7.133938215179823e-07,4.0980031457729634e-05,2.408822369034169e-06,2.460100222420391e-06,4.4102247648281784e-05,-4.132545669668962e-08
UNLOAD_RELOAD,50,0.9850000143051147,0,1.2905245760919115e-09,0.0,0.0,0.0,0.0,6.298183426433292e-07,4.106747419573367e-05,2.4232166355432122e-06,2.4063095837997925e-06,4.412050917392021e-05,-2.852352384751037e-08
UNLOAD_RELOAD,51,1.0,1,-2.1099186842121753e-09,4.006581036993667e-13,2.504113148121042e-18,2.373658571741544e-09,1.125,5.529244238850151e-07,4.114121708553284e-05,2.435437007534347e-06,2.3608053827967384e-06,4.412957851695471e-05,-2.090299730178667e-08
