node,x,y,active_lower_bound,d_lower_bound,d_F0,d_F1,d_F2,d_F3,F3_minus_F1,F3_minus_lower_bound
1468,-0.3875,-0.275,False,5.656917720051744e-05,6.455574589413902e-05,6.455574589413904e-05,6.631800521751517e-05,6.633636910335903e-05,1.7806232092199882e-06,9.767191902841582e-06
1469,-0.375,-0.275,False,4.946375903467089e-05,5.357973167029107e-05,5.357973167029108e-05,5.479206605822299e-05,5.4807251009469726e-05,1.2275193391786431e-06,5.343491974798837e-06
1470,-0.3625,-0.275,False,4.291947964011936e-05,4.6567328854872766e-05,4.6567328854872766e-05,4.7237106167733325e-05,4.7247635687314714e-05,6.803068324419482e-07,4.328156047195351e-06
1471,-0.35,-0.275,False,3.535514783207888e-05,4.107435401053975e-05,4.107435401053976e-05,4.1826145689094736e-05,4.183926019748645e-05,7.6490618694669e-07,6.484112365407575e-06
1472,-0.3375,-0.275,False,3.6135776684129194e-05,3.9417682341008815e-05,3.941768234100881e-05,3.984594608947518e-05,3.985323437332031e-05,4.355520323115033e-07,3.7174576891911174e-06
1475,-0.3,-0.275,False,5.636582448979776e-05,5.671668128778102e-05,5.671668128778102e-05,5.7681294913558105e-05,5.7681375459240405e-05,9.64694171459382e-07,1.3155509694426468e-06
1476,-0.2875,-0.275,False,7.413464085261477e-05,7.56987956089088e-05,7.56987956089088e-05,7.726300617208014e-05,7.726308449590964e-05,1.5642888870008424e-06,3.128443643294872e-06
1477,-0.275,-0.275,False,9.567292353613079e-05,0.00010314147999610492,0.00010314147999610492,0.00010578776505721415,0.00010578778389015775,2.6463038940528272e-06,1.0114860354026959e-05
1479,-0.25,-0.275,False,0.00018620438638104666,0.0001922760384054141,0.0001922760384054141,0.00019499857793299057,0.00019499857870933153,2.7225403039174434e-06,8.794192328284874e-06
1481,-0.22499999999999998,-0.275,False,0.0003382860626521241,0.00034629277514353714,0.00034629277514353703,0.0003517583443312586,0.0003517583443555366,5.4655692119995455e-06,1.3472281703412491e-05
1482,-0.21250000000000002,-0.275,False,0.0004061148246254291,0.00044711395942479516,0.00044711395942479516,0.0004570635576793606,0.00045706355769690055,9.949598272105396e-06,5.094873307147146e-05
1483,-0.2,-0.275,False,0.0004487263072044917,0.0005790594262035193,0.0005790594262035193,0.0005973578103022182,0.0005973578103185506,1.8298384115031266e-05,0.0001486315031140589
1485,-0.175,-0.275,False,0.000897328931126059,0.0009339846233220841,0.0009339846233220842,0.0009436440574199436,0.0009436440574225911,9.659434100506921e-06,4.631512629653205e-05
1486,-0.16249999999999998,-0.275,False,0.0010863117194268457,0.0011271723970675595,0.0011271723970675595,0.0011420768743860314,0.0011420768743867563,1.49044773191968e-05,5.576515495991051e-05
1488,-0.1375,-0.275,False,0.0015324319283528363,0.0016502278785630157,0.0016502278785630155,0.0016943445847495834,0.0016943445847496224,4.411670618660688e-05,0.00016191265639678605
1489,-0.125,-0.275,False,0.001969682400363648,0.001984722199516901,0.001984722199516901,0.002028289593093856,0.002028289593093886,4.356739357698524e-05,5.8607192730238036e-05
1490,-0.11249999999999999,-0.275,False,0.0023308445562010716,0.0023872138622160364,0.0023872138622160364,0.0024215811134200844,0.0024215811134200935,3.436725120405711e-05,9.073655721902191e-05
1491,-0.09999999999999998,-0.275,False,0.002620959424372394,0.0027800038971619225,0.0027800038971619225,0.0028152717965502175,0.002815271796550229,3.52678993883063e-05,0.00019431237217783486
1492,-0.08750000000000002,-0.275,False,0.003164878666932172,0.0032256873086006976,0.0032256873086006976,0.0032587026135252727,0.003258702613525289,3.301530492459161e-05,9.382394659311708e-05
1493,-0.07500000000000001,-0.275,False,0.003472225246618696,0.0037075670138925487,0.0037075670138925487,0.0037526500953436745,0.0037526500953437058,4.508308145115703e-05,0.0002804248487250096
1495,-0.04999999999999999,-0.275,False,0.004586481751907512,0.004810059721836991,0.004810059721836991,0.004872186748005908,0.004872186748006354,6.212702616936218e-05,0.00028570499609884177
1496,-0.03749999999999998,-0.275,False,0.0053502658686690515,0.005381008310268299,0.005381008310268301,0.00544011084870108,0.005440110848702278,5.9102538433977204e-05,8.984498003322683e-05
1497,-0.025000000000000022,-0.275,False,0.005743382647904393,0.005950134199519112,0.005950134199519112,0.006023509504716036,0.006023509504717866,7.337530519875395e-05,0.00028012685681347294
1498,-0.012500000000000011,-0.275,False,0.006361082539509919,0.006536231091683442,0.0065362310916834455,0.006610626040183907,0.006610626040191709,7.439494850826345e-05,0.00024954350068178994
1499,0.0,-0.275,False,0.007003665254802619,0.007161748648772859,0.007161748648772857,0.007213231434618349,0.0072132314346266225,5.148278585376514e-05,0.00020956617982400335
1500,0.012499999999999956,-0.275,False,0.00760243396841229,0.00776105067623805,0.00776105067623805,0.00780686508349395,0.007806865083515282,4.581440727723183e-05,0.00020443111510299195
1501,0.025000000000000022,-0.275,False,0.008222423554533682,0.008321632651631758,0.008321632651631758,0.008366715836216855,0.008366715836237052,4.5083184605294174e-05,0.0001442922817033697
1502,0.03749999999999998,-0.275,False,0.008649438848496178,0.008816713711506632,0.008816713711506632,0.008884499210040277,0.008884499210087129,6.77854985804971e-05,0.00023506036159095037
1504,0.0625,-0.275,False,0.009577049790999628,0.009772866363166849,0.009772866363166849,0.009854667360583987,0.009854667361276867,8.180099811001817e-05,0.00027761757027723946
1505,0.07499999999999996,-0.275,False,0.010183895599941354,0.010219641572781164,0.010219641572781163,0.010280499870390584,0.010280499874678103,6.085830189694018e-05,9.660427473674911e-05
1506,0.08750000000000002,-0.275,False,0.010509711561257,0.01059524639498009,0.01059524639498009,0.010655321272701922,0.010655321278633546,6.00748836534562e-05,0.000145609717376545
1507,0.09999999999999998,-0.275,False,0.010755311063372186,0.010902716523418792,0.010902716523418792,0.010979316495389158,0.010979316518224203,7.659999480541003e-05,0.0002240054548520165
1508,0.11250000000000004,-0.275,False,0.011123120000631485,0.01120554120964361,0.011205541209643607,0.011258948527698116,0.01125894854767347,5.340733802986289e-05,0.00013582854704198566
1510,0.13749999999999996,-0.275,False,0.01158897686208243,0.011655860416862642,0.011655860416862647,0.011712278369168135,0.011712278655069751,5.6418238207104135e-05,0.0001233017929873209
1511,0.15000000000000002,-0.275,False,0.011816282364962053,0.011850479766540897,0.011850479766540897,0.011896445320684776,0.011896445907964402,4.596614142350457e-05,8.01635430023491e-05
1512,0.16249999999999998,-0.275,False,0.011931961167481861,0.011980181134687148,0.011980181134687152,0.012028684934047925,0.01202868565515409,4.8504520466938206e-05,9.672448767222841e-05
1513,0.17500000000000004,-0.275,False,0.012046804763664343,0.01208576859216582,0.01208576859216582,0.01212641846006637,0.012126420761038044,4.065216887222389e-05,7.961599737370088e-05
