node,x,y,active_lower_bound,d_F1,d_lower_bound,bound_error,residual_Kd_minus_f,multiplier_if_active
3805,-0.025000000000000022,0.07499999999999996,False,0.013317825134717683,0.012882759822209858,0.0004350653125078253,5.293955920339377e-22,
3806,-0.012500000000000011,0.07499999999999996,False,0.0166719644602259,0.016472263126879785,0.00019970133334611465,1.1117307432712692e-21,
3807,0.0,0.07499999999999996,False,0.019553106918397352,0.01908723127190263,0.00046587564649472335,-5.293955920339377e-22,
3808,0.012499999999999956,0.07499999999999996,False,0.02145113230459661,0.020905284384713074,0.000545847919883536,2.117582368135751e-22,
3809,0.025000000000000022,0.07499999999999996,False,0.022028043331107125,0.02135445500272834,0.0006735883283787852,1.5881867761018131e-21,
3810,0.03749999999999998,0.07499999999999996,False,0.0216517114607639,0.021604203800887494,4.7507659876405706e-05,8.470329472543003e-22,
3811,0.050000000000000044,0.07499999999999996,False,0.020617958557916476,0.020163549437955668,0.000454409119960808,7.411538288475128e-22,
3812,0.0625,0.07499999999999996,True,0.019280526734601323,0.019280526734601323,0.0,3.913357906911018e-09,3.913357906911018e-09
3813,0.07499999999999996,0.07499999999999996,False,0.017864560104839767,0.017672206270057892,0.00019235383478187484,-4.235164736271502e-22,
3814,0.08750000000000002,0.07499999999999996,True,0.01663926929838863,0.01663926929838863,0.0,1.1063701747369912e-08,1.1063701747369912e-08
3815,0.09999999999999998,0.07499999999999996,False,0.015416106319023471,0.015315672613306172,0.0001004337057172993,2.6469779601696886e-22,
3816,0.11250000000000004,0.07499999999999996,True,0.014476494029034184,0.014476494029034188,-3.469446951953614e-18,6.382585663514248e-09,6.382585663514248e-09
3817,0.125,0.07499999999999996,True,0.013631836020463072,0.01363183602046307,1.734723475976807e-18,3.064903509622005e-09,3.064903509622005e-09
3818,0.13749999999999996,0.07499999999999996,True,0.012927001796261252,0.012927001796261252,0.0,1.0744819151855868e-09,1.0744819151855868e-09
3819,0.15000000000000002,0.07499999999999996,False,0.01237730677949117,0.012373466347469258,3.840432021912782e-06,-1.0587911840678754e-21,
3820,0.16249999999999998,0.07499999999999996,True,0.011939758485070201,0.0119397584850702,1.734723475976807e-18,9.916040709687144e-10,9.916040709687144e-10
3821,0.17500000000000004,0.07499999999999996,True,0.01160138689994376,0.01160138689994376,0.0,4.817278460169004e-09,4.817278460169004e-09
3822,0.1875,0.07499999999999996,False,0.011274386324757198,0.011247221990769793,2.71643339874051e-05,2.6469779601696886e-22,
3823,0.19999999999999996,0.07499999999999996,False,0.011037096494740281,0.011036288935469964,8.075592703177953e-07,1.0587911840678754e-22,
3824,0.21250000000000002,0.07499999999999996,False,0.01085168041239359,0.010796073390089825,5.560702230376566e-05,-1.0587911840678754e-22,
3825,0.22499999999999998,0.07499999999999996,False,0.01070043315499352,0.010666724861089645,3.3708293903875544e-05,1.0587911840678754e-22,
3826,0.23750000000000004,0.07499999999999996,False,0.010574059458167757,0.010526455020582868,4.76044375848899e-05,-3.1763735522036263e-22,
3827,0.25,0.07499999999999996,False,0.010474615336764142,0.010444760706480594,2.9854630283548608e-05,5.293955920339377e-23,
3828,0.26249999999999996,0.07499999999999996,False,0.01039284444858492,0.010385776102196848,7.068346388071703e-06,-5.823351512373315e-22,
3829,0.275,0.07499999999999996,False,0.010330149874331632,0.0103221634473036,7.986427028032483e-06,-5.293955920339377e-22,
3830,0.2875,0.07499999999999996,False,0.010275095788634727,0.010256458874289415,1.8636914345311964e-05,-2.117582368135751e-22,
3831,0.30000000000000004,0.07499999999999996,False,0.010226608862797054,0.010217465981662063,9.142881134991537e-06,-5.293955920339377e-23,
3832,0.3125,0.07499999999999996,False,0.010184902499606723,0.010183066920071645,1.835579535078291e-06,-1.5881867761018131e-22,
3833,0.32499999999999996,0.07499999999999996,False,0.01014386212507977,0.01013760729351967,6.254831560099233e-06,3.705769144237564e-22,
3834,0.3375,0.07499999999999996,False,0.010107414735477117,0.010077925351596389,2.948938388072815e-05,3.1763735522036263e-22,
3835,0.35,0.07499999999999996,True,0.010076529782029844,0.010076529782029841,3.469446951953614e-18,1.4676715581339323e-09,1.4676715581339323e-09
3836,0.36250000000000004,0.07499999999999996,False,0.010014495358189634,0.009988747196083163,2.5748162106471392e-05,-2.6469779601696886e-22,
3837,0.375,0.07499999999999996,False,0.009954221636572272,0.0099199184174272,3.43032191450713e-05,-2.117582368135751e-22,
3838,0.38749999999999996,0.07499999999999996,False,0.009886383311762292,0.009876742231573914,9.641080188377976e-06,5.293955920339377e-23,
3839,0.4,0.07499999999999996,True,0.009824911324856592,0.009824911324856595,-3.469446951953614e-18,2.6629092460309e-09,2.6629092460309e-09
3840,0.4125,0.07499999999999996,False,0.009710291976594315,0.009709832985567497,4.5899102681795645e-07,1.5881867761018131e-22,
3841,0.42500000000000004,0.07499999999999996,False,0.00958850369542288,0.009539467421072718,4.9036274350162945e-05,2.117582368135751e-22,
3842,0.4375,0.07499999999999996,True,0.009460987534664768,0.009460987534664768,0.0,2.0536759334063647e-09,2.0536759334063647e-09
3843,0.44999999999999996,0.07499999999999996,False,0.009283943096714552,0.009273239949553706,1.0703147160846804e-05,1.5881867761018131e-22,
3844,0.4625,0.07499999999999996,False,0.009114608222842907,0.009084834248877793,2.977397396511372e-05,5.823351512373315e-22,
3845,0.475,0.07499999999999996,False,0.008955285444952957,0.00895069384577887,4.591599174087052e-06,2.117582368135751e-22,
3846,0.48750000000000004,0.07499999999999996,False,0.008809000798222999,0.008752383847770686,5.661695045231299e-05,-2.6469779601696886e-22,
3847,0.5,0.07499999999999996,False,0.008754958036135034,0.008740422901797459,1.4535134337575334e-05,0.0,
3848,-0.5,0.08750000000000002,True,2.1151605434713012e-05,2.115160543471301e-05,3.3881317890172014e-21,9.397015478259013e-11,9.397015478259013e-11
3849,-0.4875,0.08750000000000002,True,2.2449699119780156e-05,2.2449699119780156e-05,0.0,2.6444655868780243e-10,2.6444655868780243e-10
3850,-0.475,0.08750000000000002,False,2.3568760873045266e-05,2.2433735955184703e-05,1.1350249178605624e-06,-5.169878828456423e-25,
3851,-0.4625,0.08750000000000002,True,3.6604575077166616e-05,3.660457507716661e-05,6.776263578034403e-21,8.703781565179465e-10,8.703781565179465e-10
3852,-0.45,0.08750000000000002,True,3.849982096600625e-05,3.849982096600626e-05,-1.3552527156068805e-20,2.0664319064437304e-10,2.0664319064437304e-10
3853,-0.4375,0.08750000000000002,False,4.2859770930879265e-05,3.8459388375428706e-05,4.4003825554505595e-06,1.0339757656912846e-24,
3854,-0.425,0.08750000000000002,True,5.689948661109847e-05,5.6899486611098474e-05,-6.776263578034403e-21,6.346316416683621e-10,6.346316416683621e-10
3855,-0.4125,0.08750000000000002,True,6.249014947053047e-05,6.249014947053047e-05,0.0,1.5919751124857423e-10,1.5919751124857423e-10
3856,-0.4,0.08750000000000002,False,6.808764897516304e-05,6.235810238564742e-05,5.729546589515618e-06,2.0679515313825692e-24,
3857,-0.3875,0.08750000000000002,True,7.985016083774162e-05,7.985016083774162e-05,0.0,3.1586128251231637e-10,3.1586128251231637e-10
3858,-0.375,0.08750000000000002,False,8.665210240974743e-05,8.654881802112451e-05,1.0328438862291654e-07,-2.0679515313825692e-24,
3859,-0.3625,0.08750000000000002,False,9.273160616834445e-05,8.618561323543643e-05,6.545992932908013e-06,-1.6543612251060553e-24,
3860,-0.35,0.08750000000000002,False,0.00010005890612638772,9.574036899491393e-05,4.318537131473788e-06,-3.308722450212111e-24,
3861,-0.3375,0.08750000000000002,False,0.00010690372900969432,0.00010476128601641786,2.142442993276455e-06,4.1359030627651384e-24,
3862,-0.325,0.08750000000000002,False,0.00011083633763119758,0.0001051985824220923,5.637755209105281e-06,-5.790264287871194e-24,
3863,-0.3125,0.08750000000000002,False,0.00011384471669229785,0.00010550381228352328,8.340904408774574e-06,2.0679515313825692e-24,
3864,-0.3,0.08750000000000002,True,0.00011712039019101447,0.00011712039019101444,2.710505431213761e-20,2.502569681576606e-10,2.502569681576606e-10
3865,-0.2875,0.08750000000000002,False,0.0001138561960012368,0.00010775993388799552,6.096262113241272e-06,-1.6543612251060553e-24,
3866,-0.275,0.08750000000000002,False,0.00011019700747149127,9.94714718347617e-05,1.0725535636729567e-05,-1.5424778921459598e-17,
3867,-0.2625,0.08750000000000002,False,0.00010578594284269674,9.56387506613568e-05,1.0147192181339943e-05,-5.756608335338912e-17,
3868,-0.25,0.08750000000000002,False,0.00010157550860739276,9.817300616130841e-05,3.4025024460843507e-06,-5.37667398159468e-24,
3869,-0.2375,0.08750000000000002,False,9.734418646381284e-05,9.56041658520134e-05,1.740020611799438e-06,3.7223127564886245e-24,
3870,-0.22499999999999998,0.08750000000000002,True,0.0001008779262072637,0.00010087792620726368,1.3552527156068805e-20,1.2566912442345715e-09,1.2566912442345715e-09
3871,-0.21250000000000002,0.08750000000000002,True,8.861713140786412e-05,8.861713140786412e-05,0.0,2.7947335757192995e-10,2.7947335757192995e-10
3872,-0.2,0.08750000000000002,False,8.805448437840501e-05,8.304362904957444e-05,5.01085532883057e-06,-3.5155176033503676e-24,
3873,-0.1875,0.08750000000000002,True,0.00010743050370668424,0.00010743050370668423,1.3552527156068805e-20,1.244128809467885e-09,1.244128809467885e-09
3874,-0.175,0.08750000000000002,False,0.00012599732140539474,0.00010740673614731048,1.859058525808426e-05,2.274746684520826e-24,
3875,-0.16249999999999998,0.08750000000000002,True,0.00020911011138583695,0.00020911011138583695,0.0,3.74613397563546e-09,3.74613397563546e-09
3876,-0.15000000000000002,0.08750000000000002,False,0.0002652652964926727,0.0002502898410496801,1.497545544299259e-05,-7.444625512977249e-24,
3877,-0.1375,0.08750000000000002,False,0.0004208277616565082,0.00024286417440255248,0.0001779635872539557,-3.308722450212111e-24,
3878,-0.125,0.08750000000000002,True,0.0007104356259500334,0.0007104356259500333,1.0842021724855044e-19,3.768664968285303e-09,3.768664968285303e-09
3879,-0.11249999999999999,0.08750000000000002,False,0.0010801148411128938,0.000684233935721678,0.0003958809053912158,-2.3161057151484775e-23,
3880,-0.09999999999999998,0.08750000000000002,True,0.001980522004003261,0.0019805220040032606,4.336808689942018e-19,3.659224255464714e-08,3.659224255464714e-08
3881,-0.08750000000000002,0.08750000000000002,False,0.0025287601296957556,0.0019780730230213525,0.000550687106674403,-1.3234889800848443e-22,
3882,-0.07500000000000001,0.08750000000000002,False,0.0037477552788715224,0.0036776694953684942,7.00857835030282e-05,1.7205356741102976e-22,
3883,-0.0625,0.08750000000000002,False,0.0052670887095474135,0.004648503435562124,0.0006185852739852898,-1.0587911840678754e-22,
3884,-0.04999999999999999,0.08750000000000002,False,0.007218106889349428,0.006167772176697623,0.0010503347126518047,6.352747104407253e-22,
3885,-0.03749999999999998,0.08750000000000002,True,0.009727687390112705,0.009727687390112708,-3.469446951953614e-18,2.0939336933239356e-08,2.0939336933239356e-08
3886,-0.025000000000000022,0.08750000000000002,False,0.012157240845522378,0.011950060451278055,0.00020718039424432247,-3.1763735522036263e-22,
3887,-0.012500000000000011,0.08750000000000002,False,0.014791418128652194,0.013888226241900994,0.0009031918867511996,-7.940933880509066e-22,
3888,0.0,0.08750000000000002,True,0.017288372198179927,0.017288372198179927,0.0,1.2107901164010066e-08,1.2107901164010066e-08
3889,0.012499999999999956,0.08750000000000002,False,0.018759886342105427,0.018263480743565843,0.0004964055985395843,0.0,
