element,umat_element,integration_point,x,y,SDV15_d,SDV16_H,S,E,LE
49,7909,1,0.025404698215425014,-0.27218493819236755,0.007933787070214748,0.000703943835105747,,,
49,7909,2,0.025404698215425014,-0.27218493819236755,0.008611730299890041,0.0007587313302792609,,,
49,7909,3,0.025404698215425014,-0.27218493819236755,0.007866880856454372,0.000740017625503242,,,
49,7909,4,0.025404698215425014,-0.27218493819236755,0.008546143770217896,0.0007994719780981541,,,
50,7910,1,0.041855613235384226,-0.3228221833705902,0.008264939300715923,0.0007671944331377745,,,
50,7910,2,0.041855613235384226,-0.3228221833705902,0.008559692651033401,0.0007662510615773499,,,
50,7910,3,0.041855613235384226,-0.3228221833705902,0.007689746096730232,0.0007094227476045489,,,
50,7910,4,0.041855613235384226,-0.3228221833705902,0.007880122400820255,0.0007139155641198158,,,
51,7911,1,0.0375322918407619,-0.35138653963804245,0.007506358902901411,0.0006692159804515541,,,
51,7911,2,0.0375322918407619,-0.35138653963804245,0.007195712998509407,0.0006780329276807606,,,
51,7911,3,0.0375322918407619,-0.35138653963804245,0.008045758120715618,0.0007096290937624872,,,
51,7911,4,0.0375322918407619,-0.35138653963804245,0.007741697132587433,0.000716105685569346,,,
52,7912,1,0.05205539986491203,-0.416015587747097,0.007250483613461256,0.0006748888990841806,,,
52,7912,2,0.05205539986491203,-0.416015587747097,0.007893532514572144,0.0007235665107145905,,,
52,7912,3,0.05205539986491203,-0.416015587747097,0.007468370720744133,0.0006669029826298356,,,
52,7912,4,0.05205539986491203,-0.416015587747097,0.008074557408690453,0.0007182142580859363,,,
53,7913,1,0.25086741149425507,-0.006850849720649421,0.009743974544107914,0.000879015598911792,,,
53,7913,2,0.25086741149425507,-0.006850849720649421,0.009748071432113647,0.000878268969245255,,,
53,7913,3,0.25086741149425507,-0.006850849720649421,0.009749130345880985,0.0008787257829681039,,,
53,7913,4,0.25086741149425507,-0.006850849720649421,0.009753298945724964,0.0008779798517934978,,,
54,7914,1,0.18098168447613716,-0.002273612772114575,0.01012226939201355,0.0009028834174387157,,,
54,7914,2,0.18098168447613716,-0.002273612772114575,0.010122407227754593,0.000903228297829628,,,
54,7914,3,0.18098168447613716,-0.002273612772114575,0.010158490389585495,0.0009033444221131504,,,
54,7914,4,0.18098168447613716,-0.002273612772114575,0.010158793069422245,0.0009036896517500281,,,
55,7915,1,0.1596456989645958,-0.054561289958655834,0.011361676268279552,0.0010263992007821798,,,
55,7915,2,0.1596456989645958,-0.054561289958655834,0.011420825496315956,0.0010299361310899258,,,
55,7915,3,0.1596456989645958,-0.054561289958655834,0.011473700404167175,0.0010239151306450367,,,
55,7915,4,0.1596456989645958,-0.054561289958655834,0.011524432338774204,0.0010271099163219333,,,
56,7916,1,0.23180627822875977,-0.1056525744497776,0.011103484779596329,0.001013629836961627,,,
56,7916,2,0.23180627822875977,-0.1056525744497776,0.01119309850037098,0.0010221187258139253,,,
56,7916,3,0.23180627822875977,-0.1056525744497776,0.011201604269444942,0.0010131805902346969,,,
56,7916,4,0.23180627822875977,-0.1056525744497776,0.011300798505544662,0.0010208688909187913,,,
57,7917,1,0.2708095908164978,-0.1851440966129303,0.01175255049020052,0.0010767698986455798,,,
57,7917,2,0.2708095908164978,-0.1851440966129303,0.01182713732123375,0.0010856769513338804,,,
57,7917,3,0.2708095908164978,-0.1851440966129303,0.011858337558805943,0.0010745124891400337,,,
57,7917,4,0.2708095908164978,-0.1851440966129303,0.01192967128008604,0.0010829867096617818,,,
58,7918,1,0.35734178870916367,-0.21324561536312103,0.01152133196592331,0.0010454029543325305,,,
58,7918,2,0.35734178870916367,-0.21324561536312103,0.011422671377658844,0.0010444317013025284,,,
58,7918,3,0.35734178870916367,-0.21324561536312103,0.011585904285311699,0.001051955041475594,,,
58,7918,4,0.35734178870916367,-0.21324561536312103,0.011495055630803108,0.0010511708678677678,,,
59,7919,1,0.33301587402820587,-0.1952599473297596,0.011578838340938091,0.001049415091983974,,,
59,7919,2,0.33301587402820587,-0.1952599473297596,0.011486670933663845,0.0010425561340525746,,,
59,7919,3,0.33301587402820587,-0.1952599473297596,0.011460977606475353,0.0010500116040930152,,,
59,7919,4,0.33301587402820587,-0.1952599473297596,0.011382272467017174,0.0010426108492538333,,,
