step,frame,step_time,target_abs_u2,rp_u2,rp_rf2,element,integration_point,sdv14,sdv15,sdv16
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7861,1,0.003706969553604722,0.0037441086024045944,0.0003310290339868516
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7861,2,0.0037148045375943184,0.0037520229816436768,0.0003296174400020391
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7861,3,0.003694838145747781,0.003731854259967804,0.0003282951656728983
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7861,4,0.003702224465087056,0.003739315550774336,0.0003271165187470615
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7862,1,0.0038518626242876053,0.0038904703687876463,0.00035046739503741264
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7862,2,0.0038495738990604877,0.0038881583604961634,0.0003506426000967622
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7862,3,0.0038729198276996613,0.003911741077899933,0.00035271281376481056
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7862,4,0.0038704490289092064,0.003909245133399963,0.0003529213718138635
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7863,1,0.004363797139376402,0.00440763495862484,0.0003918855218216777
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7863,2,0.004357992671430111,0.004401772748678923,0.00039543709135614336
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7863,3,0.004251977428793907,0.00429467111825943,0.0003892739478033036
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7863,4,0.0042081731371581554,0.004250421654433012,0.0003938840818591416
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7864,1,0.004756341688334942,0.0048042056150734425,0.0004425259248819202
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7864,2,0.0048051392659544945,0.004853505641222,0.0004422158235684037
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7864,3,0.004904785193502903,0.004954172298312187,0.0004425696097314358
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7864,4,0.004923032596707344,0.00497260969132185,0.0004422919300850481
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7865,1,0.005010292865335941,0.005060757976025343,0.00046789986663497984
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7865,2,0.005014159716665745,0.005064667668193579,0.00046278027002699673
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7865,3,0.00518936337903142,0.005241666454821825,0.00046814876259304583
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7865,4,0.00518022570759058,0.005232440307736397,0.0004635042860172689
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7866,1,0.005531540606170893,0.005587370600551367,0.0005111490609124303
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7866,2,0.005487537942826748,0.0055429209023714066,0.0005028704763390124
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7866,3,0.005643234122544527,0.005700212903320789,0.0005117851542308927
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7866,4,0.005569771863520145,0.0056260013952851295,0.0005042139673605561
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7867,1,0.005851644556969404,0.005910754203796387,0.0005482754786498845
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7867,2,0.005776595789939165,0.005834941752254963,0.0005335962632670999
Step-1,20,0.20000000298023224,0.002,0.0020000000949949026,0.2668120265007019,7867,3,0.005970767233520746,0.00603110296651721,0.0005485318251885474
