step,frame,step_time,target_abs_u2,rp_u2,rp_rf2,element,integration_point,sdv14,sdv15,sdv16
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7861,1,0.030721472576260567,0.03072984516620636,0.002782339695841074
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7861,2,0.030796555802226067,0.030804958194494247,0.0027685416862368584
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7861,3,0.030605491250753403,0.030613815411925316,0.002755620749667287
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7861,4,0.030676307156682014,0.030684657394886017,0.0027441075071692467
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7862,1,0.03211516514420509,0.032124124467372894,0.0029750545509159565
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7862,2,0.03209308907389641,0.03210204094648361,0.0029768228996545076
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7862,3,0.03231927379965782,0.03232831880450249,0.0029977026861160994
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7862,4,0.032295387238264084,0.03230442479252815,0.002999808406457305
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7863,1,0.03733845427632332,0.03734966367483139,0.0034182011149823666
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7863,2,0.037282589823007584,0.037293754518032074,0.0034499100875109434
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7863,3,0.036180924624204636,0.03619161993265152,0.003394689178094268
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7863,4,0.035743456333875656,0.03575395047664642,0.0034358880948275328
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7864,1,0.04144326224923134,0.04145621880888939,0.003979675006121397
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7864,2,0.0419817753136158,0.04199499264359474,0.003986231982707977
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7864,3,0.04300403222441673,0.04301765561103821,0.00397893600165844
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7864,4,0.04322833940386772,0.043242089450359344,0.003984871786087751
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7865,1,0.04407138377428055,0.04408544674515724,0.004260958172380924
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7865,2,0.04413837194442749,0.04415246844291687,0.00421495595946908
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7865,3,0.04595671221613884,0.04597157984972,0.004263225477188826
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7865,4,0.045898713171482086,0.04591355845332146,0.004221547394990921
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7866,1,0.04965860769152641,0.04967502877116203,0.004767719190567732
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7866,2,0.04921887814998627,0.04923509433865547,0.004680372308939695
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7866,3,0.05084877461194992,0.05086568742990494,0.004774485249072313
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7866,4,0.050089556723833084,0.05010610818862915,0.004694648552685976
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7867,1,0.05300182104110718,0.05301966890692711,0.005184220150113106
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7867,2,0.05224788933992386,0.05226540192961693,0.0050277248956263065
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7867,3,0.05427584797143936,0.054294224828481674,0.005186923313885927
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7867,4,0.053322914987802505,0.05334086716175079,0.005035070702433586
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7868,1,0.054778799414634705,0.05479734018445015,0.0052008978091180325
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7868,2,0.05602293089032173,0.05604202300310135,0.005394577514380217
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7868,3,0.05400107055902481,0.054019298404455185,0.005193217657506466
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7868,4,0.05508534982800484,0.05510406196117401,0.005391817074269056
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7869,1,0.057426389306783676,0.05744605138897896,0.005602124147117138
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7869,2,0.05590411275625229,0.05592310056090355,0.005356666166335344
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7869,3,0.057621829211711884,0.057641565799713135,0.005604088306427002
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7869,4,0.05604520067572594,0.056064244359731674,0.00536336237564683
Step-2,10,0.10000000149011612,0.006,0.006000000052154064,0.7214058637619019,7870,1,0.03451445326209068,0.03452446311712265,0.0032224415335804224
