target_abs_u2,abs_u2_error,step,frame,step_time,rp_u2,rp_rf2,max_sdv14,max_sdv15,max_sdv16
0.002,9.499490256914543e-11,Step-1,20,0.2000000029802322,0.0020000000949949,0.2668120265007019,0.0356079675257205,0.0359779223799705,0.0207978542894125
0.005,1.1175870905794083e-10,Step-1,50,0.5,0.0049999998882412,0.626645028591156,0.2740519940853119,0.2755390405654907,0.2128281891345977
0.006,5.215406405356671e-11,Step-2,10,0.1000000014901161,0.006000000052154,0.7214058637619019,0.5362173914909363,0.5367833375930786,0.6453215479850769
0.007,2.1606683716507422e-10,Step-2,20,0.2000000029802322,0.0070000002160668,0.0013952305307611,1.0104920864105225,1.0104930400848389,337.7801818847656
