u_mm,simulation_rf_kN,reference_rf_kN,signed_error_kN,relative_error,step,frame,status
0.00359999993816,0.474551081657,0.431155779612,0.0433953020455,0.100648777304,Step-1,72,compared
0.00365000008605,0.480869174004,0.438050131646,0.0428190423578,0.0977491827179,Step-1,73,compared
0.00370000000112,0.487175613642,0.444684291634,0.0424913220074,0.0955539082599,Step-1,74,compared
0.00374999991618,0.493470221758,0.451299769664,0.0421704520942,0.0934422194046,Step-1,75,compared
0.00380000006407,0.499752789736,0.456660956676,0.0430918330597,0.0943628581112,Step-1,76,compared
0.00384999997914,0.506023108959,0.46450797515,0.0415151338089,0.089374426339,Step-1,77,compared
0.0038999998942,0.51228094101,0.471784927648,0.0404960133611,0.0858357505462,Step-1,78,compared
0.00394999980927,0.518526136875,0.479062300142,0.039463836733,0.0823772539005,Step-1,79,compared
0.00400000018999,0.524758458138,0.484759056973,0.0399994011641,0.0825139841921,Step-1,80,compared
0.00405000010505,0.530977666378,0.490996646346,0.0399810200323,0.0814282955491,Step-1,81,compared
0.00410000002012,0.537183523178,0.497234235718,0.03994928746,0.080342994489,Step-1,82,compared
0.00414999993518,0.543375790119,0.50543921552,0.0379365745989,0.0750566506001,Step-1,83,compared
0.00419999985024,0.549554288387,0.512156574281,0.0373977141066,0.0730200801564,Step-1,84,compared
0.00425000023097,0.555718719959,0.518873995601,0.0368447243578,0.0710090015498,Step-1,85,compared
0.00430000014603,0.561868846416,0.524386222312,0.0374826241048,0.0714790406574,Step-1,86,compared
0.00435000006109,0.568004369736,0.530854733017,0.037149636719,0.0699807958909,Step-1,87,compared
0.00439999997616,0.574124991894,0.537526016954,0.03659897494,0.0680878204694,Step-1,88,compared
0.00444999989122,0.580230474472,0.545064393529,0.0351660809429,0.0645172962321,Step-1,89,compared
0.00449999980628,0.586320519447,0.549677812766,0.036642706681,0.0666621534105,Step-1,90,compared
0.00455000018701,0.592394769192,0.556227857098,0.0361669120937,0.0650217561602,Step-1,91,compared
0.00460000010207,0.598452925682,0.56445055865,0.0340023670323,0.0602397615012,Step-1,92,compared
0.00465000001714,0.60449463129,0.571519300825,0.0329753304649,0.0576976672832,Step-1,93,compared
0.0046999999322,0.61051940918,0.577923165435,0.0325962437449,0.0564023830406,Step-1,94,compared
0.00474999984726,0.616526961327,0.584319586596,0.0322073747306,0.055119450844,Step-1,95,compared
0.00480000022799,0.622516870499,0.590206298113,0.0323105723858,0.0547445401534,Step-1,96,compared
0.00485000014305,0.628488600254,0.596610158288,0.0318784419661,0.0534326167989,Step-1,97,compared
0.00490000005811,0.634441614151,0.603014018463,0.031427595688,0.0521175208631,Step-1,98,compared
0.00494999997318,0.640375494957,0.60992178312,0.0304537118374,0.0499305200769,Step-1,99,compared
0.00499999988824,0.646289527416,0.615656248961,0.0306332784551,0.0497571144723,Step-1,100,compared
0.00499999988824,0.646289527416,0.615656248961,0.0306332784551,0.0497571144723,Step-2,0,compared
0.00502000004053,0.648649454117,0.618107443822,0.0305420102952,0.0494121379713,Step-2,1,compared
0.00504000019282,0.651006042957,0.620558638682,0.0304474042752,0.0490645079728,Step-2,2,compared
0.00505999987945,0.653359234333,0.623009776472,0.0303494578613,0.0487142561923,Step-2,3,compared
0.00506999995559,0.654534578323,0.624268946679,0.0302656316444,0.0484817189857,Step-2,4,compared
0.00509000010788,0.6568826437,0.626856618514,0.030026025186,0.0478993509826,Step-2,5,compared
0.00510999979451,0.659227192402,0.629304180075,0.0299230123269,0.047549362096,Step-2,6,compared
0.00511999987066,0.660398125648,0.630274557013,0.0301235686355,0.0477943593,Step-2,7,compared
0.00514000002295,0.662737369537,0.63256792403,0.0301694455069,0.0476936062687,Step-2,8,compared
0.00516000017524,0.665072917938,0.635478732138,0.0295941857997,0.0465699075407,Step-2,9,compared
0.00516999978572,0.666239261627,0.636934068421,0.0293051932067,0.0460097750453,Step-2,10,compared
0.00518999993801,0.668569207191,0.639844876529,0.0287243306629,0.0448926477598,Step-2,11,compared
0.0052100000903,0.670895338058,0.642755684637,0.0281396534218,0.0437797036953,Step-2,12,compared
0.00522999977693,0.673217594624,0.645324009256,0.0278935853679,0.0432241555682,Step-2,13,compared
0.00523999985307,0.674377202988,0.646294386194,0.028082816794,0.0434520512539,Step-2,14,compared
0.00526000000536,0.676693439484,0.648138103063,0.0285553364209,0.0440574875724,Step-2,15,compared
0.00528000015765,0.679005503654,0.649884781551,0.0291207221033,0.044809053743,Step-2,16,compared
0.00528999976814,0.680159986019,0.650758080128,0.0294019058915,0.0451810077959,Step-2,17,compared
0.00530999992043,0.682465791702,0.653285329145,0.0291804625577,0.0446672552648,Step-2,18,compared
0.00533000007272,0.684767186642,0.656079766882,0.0286874197593,0.0437255059634,Step-2,19,compared
0.00534000014886,0.685916244984,0.657476985751,0.0284392592324,0.0432551402539,Step-2,20,compared
0.00535999983549,0.688210904598,0.660271358427,0.0279395461717,0.0423152478373,Step-2,21,compared
0.00537999998778,0.690500915051,0.663065796164,0.0274351188862,0.04137616364,Step-2,22,compared
0.00540000014007,0.692786097527,0.665860233902,0.0269258636244,0.0404377108791,Step-2,23,compared
0.00541000021622,0.693926870823,0.66726994069,0.0266569301331,0.0399492446872,Step-2,24,compared
0.00542999990284,0.696204602718,0.670181009268,0.0260235934508,0.0388306936349,Step-2,25,compared
0.00545000005513,0.69847714901,0.67221007,0.0262670790097,0.0390756999664,Step-2,26,compared
0.00546000013128,0.6996114254,0.67221007,0.0274013553998,0.0407630837779,Step-2,27,compared
0.00547999981791,0.701875805855,0.672862131833,0.0290136740223,0.0431197902953,Step-2,28,compared
0.0054999999702,0.704134523869,0.675773262647,0.028361261222,0.0419686051367,Step-2,29,compared
0.00551000004634,0.705261647701,0.677228828054,0.0280328196476,0.0413934234433,Step-2,30,compared
0.00553000019863,0.707511425018,0.680139958868,0.0273714661506,0.0402438730349,Step-2,31,compared
0.00554999988526,0.709754824638,0.683051021902,0.0267038027361,0.0390948873216,Step-2,32,compared
0.00557000003755,0.711991608143,0.685962152716,0.0260294554266,0.0379459060875,Step-2,33,compared
0.0055800001137,0.713107407093,0.687417718123,0.0256896889697,0.037371293018,Step-2,34,compared
0.00559999980032,0.715333580971,0.690328781158,0.0250047998129,0.0362215809269,Step-2,35,compared
0.00561999995261,0.717552125454,0.692356225573,0.0251958998805,0.0363915264279,Step-2,36,compared
0.00563000002876,0.718658328056,0.693331767277,0.0253265607791,0.0365287759402,Step-2,37,compared
0.00565000018105,0.720864534378,0.695369558847,0.025494975531,0.03666392238,Step-2,38,compared
0.00566999986768,0.723061800003,0.697407302971,0.0256544970318,0.0367855296646,Step-2,39,compared
0.00567999994382,0.724156916142,0.698426198756,0.0257307173853,0.0368409968457,Step-2,40,compared
0.00570000009611,0.726339459419,0.700463990326,0.0258754690932,0.0369404701035,Step-2,41,compared
0.00571999978274,0.728511095047,0.702523001368,0.0259880936794,0.0369925164426,Step-2,42,compared
0.00573999993503,0.730670809746,0.705018256351,0.0256525533947,0.0363856583338,Step-2,43,compared
0.00575000001118,0.731745660305,0.706265883843,0.0254797764622,0.0360767482121,Step-2,44,compared
0.00577000016347,0.733885169029,0.707597855725,0.0262873133043,0.0371500748506,Step-2,45,compared
0.00578999985009,0.736009180546,0.708891342847,0.0271178376991,0.0382538706006,Step-2,46,compared
0.00579999992624,0.737065017223,0.709721582265,0.0273434349579,0.0385269881051,Step-2,47,compared
0.00582000007853,0.739162147045,0.711434012156,0.027728134889,0.0389749919392,Step-2,48,compared
0.00584000023082,0.741238176823,0.713146442047,0.0280917347759,0.0393912569981,Step-2,49,compared
0.0058499998413,0.742266893387,0.714002617122,0.0282642762651,0.0395856760008,Step-2,50,compared
0.00586999999359,0.744304597378,0.715101514399,0.0292030829792,0.0408376746395,Step-2,51,compared
0.00589000014588,0.746311128139,0.710942756093,0.0353683720468,0.0497485511226,Step-2,52,compared
0.00590999983251,0.748280405998,0.706675358262,0.0416050477359,0.05887434343,Step-2,53,compared
0.00591999990866,0.749249815941,0.704492615125,0.0447572008159,0.0635311142445,Step-2,54,compared
0.00594000006095,0.751147806644,0.699159631691,0.0519881749536,0.0743580901945,Step-2,55,compared
0.00596000021324,0.752983629704,0.690426239249,0.0625573904549,0.09060691338,Step-2,56,compared
0.00596999982372,0.753870069981,0.686059746366,0.0678103236145,0.0988402598661,Step-2,57,compared
0.00598999997601,0.755577802658,0.677326353924,0.0782514487342,0.115529904131,Step-2,58,compared
0.0060100001283,0.757168352604,0.668262531137,0.0889058214672,0.133040260863,Step-2,59,compared
0.00602000020444,0.757917582989,0.662440265813,0.0954773171757,0.144129700598,Step-2,60,compared
0.00603999989107,0.759261846542,0.650291109053,0.108970737489,0.167572239528,Step-2,61,compared
0.00606000004336,0.760371565819,0.636708337976,0.123663227843,0.194222724075,Step-2,62,compared
0.00608000019565,0.76117926836,0.623125566899,0.138053701461,0.221550372501,Step-2,63,compared
0.00608999980614,0.76143425703,0.616399850342,0.145034406688,0.235292735077,Step-2,64,compared
0.00610999995843,0.761702001095,0.604027541611,0.157674459484,0.261038526594,Step-2,65,compared
0.00613000011072,0.761678993702,0.591655232879,0.170023760823,0.287369656134,Step-2,66,compared
0.00614000018686,0.761636853218,0.585469078514,0.176167774704,0.300900220302,Step-2,67,compared
0.00615999987349,0.761512339115,0.573097057845,0.18841528127,0.3287667921,Step-2,68,compared
0.00618000002578,0.761430382729,0.55682625512,0.204604127608,0.367446983196,Step-2,69,compared
0.00619000010192,0.76138240099,0.548579573076,0.212802827913,0.387916062423,Step-2,70,compared
0.00620999978855,0.761335134506,0.532086593002,0.229248541504,0.430848182456,Step-2,71,compared
0.00622999994084,0.761289715767,0.514012290102,0.247277425665,0.481072982936,Step-2,72,compared
0.00625000009313,0.761236429214,0.495381052892,0.265855376323,0.536668438913,Step-2,73,compared
0.00626000016928,0.761222302914,0.486065434287,0.275156868627,0.566090178847,Step-2,74,compared
0.00627999985591,0.761144578457,0.472879959839,0.288264618618,0.609593645533,Step-2,75,compared
0.0063000000082,0.761043787003,0.457940768769,0.303103018233,0.661882581557,Step-2,76,compared
0.00631000008434,0.760966181755,0.446296243296,0.314669938459,0.705069655383,Step-2,77,compared
0.00632999977097,0.760821759701,0.423007734585,0.337814025116,0.798600114127,Step-2,78,compared
0.00634999992326,0.760642886162,0.399366403598,0.361276482563,0.904624122882,Step-2,79,compared
0.0063599999994,0.760555803776,0.387307911146,0.373247892629,0.96369808591,Step-2,80,compared
0.00638000015169,0.760318279266,0.363190926242,0.397127353024,1.09343963279,Step-2,81,compared
0.00639999983832,0.760034561157,0.339074502851,0.420960058306,1.24149723664,Step-2,82,compared
0.00641999999061,0.759700238705,0.31708385328,0.442616385425,1.39589695548,Step-2,83,compared
0.00643000006676,0.759496748447,0.306409705114,0.453087043333,1.4786967768,Step-2,84,compared
0.00645000021905,0.75907933712,0.285061408782,0.474017928338,1.66286250518,Step-2,85,compared
0.00646999990568,0.758605659008,0.26080878366,0.497796875348,1.908666067,Step-2,86,compared
0.00647999998182,0.758364319801,0.247550229502,0.510814090299,2.06347653697,Step-2,87,compared
0.00650000013411,0.757807254791,0.22106867613,0.536738578661,2.42792686896,Step-2,88,compared
0.00651999982074,0.75719499588,0.195663027038,0.561531968842,2.86989308783,Step-2,89,compared
0.00652999989688,0.756852388382,0.182959906727,0.573892481655,3.1367117087,Step-2,90,compared
0.00655000004917,0.756159067154,0.156913059332,0.599246007822,3.81896835338,Step-2,91,compared
0.00657000020146,0.755411028862,0.119068351358,0.636342677504,5.34434776534,Step-2,92,compared
0.00658999988809,0.754606902599,0.0812245245184,0.673382378081,8.29038251777,Step-2,93,compared
0.00659999996424,0.75419896841,0.0623021705314,0.691896797879,11.1055006909,Step-2,94,compared
0.00662000011653,0.753304958344,,,,Step-2,95,outside_reference_range
0.00663999980316,0.752348840237,,,,Step-2,96,outside_reference_range
0.0066499998793,0.751831591129,,,,Step-2,97,outside_reference_range
0.00667000003159,0.750783264637,,,,Step-2,98,outside_reference_range
0.00669000018388,0.749673068523,,,,Step-2,99,outside_reference_range
0.00669999979436,0.749110460281,,,,Step-2,100,outside_reference_range
