target_abs_u2,abs_u2_error,step,frame,step_time,rp_u2,rp_rf2,max_sdv14,max_sdv15,max_sdv16
0.002,9.499490256914545e-11,Step-1,20,0.20000000298023224,0.0020000000949949026,0.2668120265007019,0.035607967525720596,0.03597792237997055,0.0207978542894125
0.005,1.1175870905794083e-10,Step-1,50,0.5,0.004999999888241291,0.626645028591156,0.2740519940853119,0.2755390405654907,0.21282818913459778
0.006,5.2154064053566707e-11,Step-2,10,0.10000000149011612,0.006000000052154064,0.7214058637619019,0.5362173914909363,0.5367833375930786,0.6453215479850769
0.007,2.1606683716507424e-10,Step-2,20,0.20000000298023224,0.007000000216066837,0.0013952305307611823,1.0104920864105225,1.0104930400848389,337.7801818847656
