step,frame,time,top_u1,top_rf1,external_work
UNLOAD_RELOAD,1,0.019999999552965164,0.0029200001154094934,0.0020858024636254413,5.134294587203909e-05
UNLOAD_RELOAD,2,0.03999999910593033,0.002839999971911311,0.0018076613177981926,5.118720704142966e-05
UNLOAD_RELOAD,3,0.05999999865889549,0.0027600000612437725,0.001683887454419164,5.104754524649529e-05
UNLOAD_RELOAD,4,0.07999999821186066,0.00267999991774559,0.0015740207290946273,5.091722868540278e-05
UNLOAD_RELOAD,5,0.10000000149011612,0.0026000000070780516,0.0015213544720609207,5.0793413815615305e-05
UNLOAD_RELOAD,6,0.11999999731779099,0.002520000096410513,0.0014727694488101406,5.067364899251669e-05
UNLOAD_RELOAD,7,0.14000000059604645,0.0024399999529123306,0.001426017810445046,5.055769729416113e-05
UNLOAD_RELOAD,8,0.1599999964237213,0.002360000042244792,0.0013792631434625946,5.044548618130615e-05
UNLOAD_RELOAD,9,0.18000000715255737,0.0022799998987466097,0.0013325083982635988,5.0337015125069955e-05
UNLOAD_RELOAD,10,0.20000000298023224,0.002199999988079071,0.0012857536385126878,5.02322847605468e-05
UNLOAD_RELOAD,11,0.2199999988079071,0.0021200000774115324,0.00123899892969348,5.013129477058973e-05
UNLOAD_RELOAD,12,0.23999999463558197,0.00203999993391335,0.0011922441926799365,5.003404487125531e-05
UNLOAD_RELOAD,13,0.25999999046325684,0.0019600000232458115,0.0011454895129645593,4.994053562744728e-05
UNLOAD_RELOAD,14,0.2800000011920929,0.001879999996162951,0.0010987347495756694,4.9850766626555666e-05
UNLOAD_RELOAD,15,0.30000001192092896,0.0017999999690800905,0.0010519799861867796,4.976473800800142e-05
UNLOAD_RELOAD,16,0.3199999928474426,0.00171999994199723,0.0010052253091998864,4.9682449768328446e-05
UNLOAD_RELOAD,17,0.3400000035762787,0.0016400000313296914,0.0009584705785528058,4.960390202052923e-05
UNLOAD_RELOAD,18,0.36000001430511475,0.001560000004246831,0.0009117158724620822,4.952909453716364e-05
UNLOAD_RELOAD,19,0.3799999952316284,0.0014799999771639705,0.0008649611672808533,4.9458027431515175e-05
UNLOAD_RELOAD,20,0.4000000059604645,0.00139999995008111,0.0008182064757420449,4.9390700703001765e-05
UNLOAD_RELOAD,21,0.41999998688697815,0.0013200000394135714,0.0007714517696513212,4.932711444419007e-05
UNLOAD_RELOAD,22,0.4399999976158142,0.0012400000123307109,0.0007246970817504916,4.9267268469874005e-05
UNLOAD_RELOAD,23,0.46000000834465027,0.0011599999852478504,0.0006779423902116832,4.9211162872001774e-05
UNLOAD_RELOAD,24,0.47999998927116394,0.00107999995816499,0.0006311877205007477,4.9158797649845784e-05
UNLOAD_RELOAD,25,0.5,0.0010000000474974513,0.0005844330503350648,4.911017287330955e-05
UNLOAD_RELOAD,26,0.5199999809265137,0.0012000000569969416,0.0007013196300249547,4.923874814745255e-05
UNLOAD_RELOAD,27,0.5400000214576721,0.00139999995008111,0.0008182061847037403,4.9390700647694736e-05
UNLOAD_RELOAD,28,0.5600000023841858,0.0015999999595806003,0.0009350927257401054,4.956603054706684e-05
UNLOAD_RELOAD,29,0.5799999833106995,0.0017999999690800905,0.0010519792767809122,4.976473775675703e-05
UNLOAD_RELOAD,30,0.6000000238418579,0.0020000000949949026,0.0011688658360071713,4.998682240785449e-05
UNLOAD_RELOAD,31,0.6200000047683716,0.002199999988079071,0.0012857523433922324,5.023228409457566e-05
UNLOAD_RELOAD,32,0.6399999856948853,0.002400000113993883,0.001402638888976071,5.0501123387066626e-05
UNLOAD_RELOAD,33,0.6600000262260437,0.0026000000070780516,0.001519525381809217,5.079333965793234e-05
UNLOAD_RELOAD,34,0.6800000071525574,0.00279999990016222,0.0016364118691853946,5.110893321432197e-05
UNLOAD_RELOAD,35,0.699999988079071,0.003000000026077032,0.00175329836383753,5.144790445103163e-05
UNLOAD_RELOAD,36,0.7200000286102295,0.0031999999191612005,0.0017891375046019675,5.1802147848504344e-05
UNLOAD_RELOAD,37,0.7400000095367432,0.0034000000450760126,0.001738490831485251,5.2154910904203394e-05
UNLOAD_RELOAD,38,0.7599999904632568,0.003599999938160181,0.0015926345040497836,5.2488023259681876e-05
UNLOAD_RELOAD,39,0.7799999713897705,0.003800000064074993,0.001408184039974003,5.278810530300801e-05
UNLOAD_RELOAD,40,0.800000011920929,0.004000000189989805,0.0011999248399661155,5.304891635520179e-05
UNLOAD_RELOAD,41,0.8199999928474426,0.00419999985024333,0.00100723538253078,5.326963200251403e-05
UNLOAD_RELOAD,42,0.8399999737739563,0.004399999976158142,0.0008304494176627486,5.345340059822925e-05
UNLOAD_RELOAD,43,0.8600000143051147,0.004600000102072954,0.000682901777963707,5.360473581306856e-05
UNLOAD_RELOAD,44,0.8799999952316284,0.004800000227987766,0.0005584033933700994,5.37288664083513e-05
UNLOAD_RELOAD,45,0.8999999761581421,0.004999999888241291,0.0004588266328937607,5.383058923817753e-05
UNLOAD_RELOAD,46,0.9200000166893005,0.005200000014156103,0.0003782147447068951,5.391429342863555e-05
UNLOAD_RELOAD,47,0.9399999976158142,0.005400000140070915,0.0003140764815725561,5.398352259484835e-05
UNLOAD_RELOAD,48,0.9599999785423279,0.00559999980032444,0.00026338037741879816,5.404126818265302e-05
UNLOAD_RELOAD,49,0.9800000190734863,0.005799999926239252,0.00022359640456670604,5.4089965891510366e-05
UNLOAD_RELOAD,50,1.0,0.006000000052154064,0.00019241915560996858,5.4131567473719295e-05
