elem_label,vis_elem_label,x,y,sdv15,dist_from_notch_tip,component_id,ligament_spanning,crack_extension,mean_crack_direction_deg
32768,32768,0.05875,0.143431,0.0,0.567312,1,False,0.567312,0.0
32769,32769,0.06125,0.143431,0.0,0.56537,1,False,0.56537,0.0
32770,32770,0.06375,0.143431,0.0,0.563432,1,False,0.563432,0.0
32771,32771,0.06625,0.143431,0.0,0.561499,1,False,0.561499,0.0
32772,32772,0.06875,0.143431,0.0,0.55957,1,False,0.55957,0.0
32773,32773,0.07125,0.143431,0.0,0.557645,1,False,0.557645,0.0
32774,32774,0.07375,0.143431,0.0,0.555725,1,False,0.555725,0.0
32775,32775,0.07625,0.143431,0.0,0.55381,1,False,0.55381,0.0
32776,32776,0.07875,0.143431,0.0,0.5519,1,False,0.5519,0.0
32777,32777,0.08125,0.143431,0.0,0.549994,1,False,0.549994,0.0
32778,32778,0.08375,0.143431,0.0,0.548093,1,False,0.548093,0.0
32779,32779,0.08625,0.143431,0.0,0.546197,1,False,0.546197,0.0
32780,32780,0.08875,0.143431,0.0,0.544305,1,False,0.544305,0.0
32781,32781,0.09125,0.143431,0.0,0.542419,1,False,0.542419,0.0
32782,32782,0.09375,0.143431,0.0,0.540538,1,False,0.540538,0.0
32783,32783,0.09625,0.143431,0.0,0.538661,1,False,0.538661,0.0
32784,32784,0.09875,0.143431,0.0,0.53679,1,False,0.53679,0.0
32785,32785,0.10125,0.143431,0.0,0.534924,1,False,0.534924,0.0
32786,32786,0.10375,0.143431,0.0,0.533063,1,False,0.533063,0.0
32787,32787,0.10625,0.143431,0.0,0.531207,1,False,0.531207,0.0
32788,32788,0.10875,0.143431,0.0,0.529356,1,False,0.529356,0.0
32789,32789,0.11125,0.143431,0.0,0.527511,1,False,0.527511,0.0
32790,32790,0.11375,0.143431,0.0,0.525672,1,False,0.525672,0.0
32791,32791,0.11625,0.143431,0.0,0.523838,1,False,0.523838,0.0
32792,32792,0.11875,0.143431,0.0,0.522009,1,False,0.522009,0.0
32793,32793,0.12125,0.143431,0.0,0.520186,1,False,0.520186,0.0
32794,32794,0.12375,0.143431,0.0,0.518368,1,False,0.518368,0.0
32795,32795,0.12625,0.143431,0.0,0.516557,1,False,0.516557,0.0
32796,32796,0.12875,0.143431,0.0,0.514751,1,False,0.514751,0.0
32797,32797,0.13125,0.143431,0.0,0.512951,1,False,0.512951,0.0
32798,32798,0.13375,0.143431,0.0,0.511156,1,False,0.511156,0.0
32799,32799,0.13625,0.143431,0.0,0.509368,1,False,0.509368,0.0
32800,32800,0.13875,0.143431,0.0,0.507586,1,False,0.507586,0.0
32801,32801,0.14125,0.143431,0.0,0.50581,1,False,0.50581,0.0
32802,32802,0.14375,0.143431,0.0,0.504039,1,False,0.504039,0.0
32803,32803,0.14625,0.143431,0.0,0.502276,1,False,0.502276,0.0
32804,32804,0.14875,0.143431,0.0,0.500518,1,False,0.500518,0.0
32805,32805,0.15125,0.143431,0.0,0.498767,1,False,0.498767,0.0
32806,32806,0.15375,0.143431,0.0,0.497022,1,False,0.497022,0.0
32807,32807,0.15625,0.143431,0.0,0.495284,1,False,0.495284,0.0
32808,32808,0.15875,0.143431,0.0,0.493552,1,False,0.493552,0.0
32809,32809,0.16125,0.143431,0.0,0.491826,1,False,0.491826,0.0
32810,32810,0.16375,0.143431,0.0,0.490108,1,False,0.490108,0.0
32811,32811,0.16625,0.143431,0.0,0.488396,1,False,0.488396,0.0
32812,32812,0.16875,0.143431,0.0,0.486691,1,False,0.486691,0.0
32813,32813,0.17125,0.143431,0.0,0.484993,1,False,0.484993,0.0
32814,32814,0.17375,0.143431,0.0,0.483302,1,False,0.483302,0.0
32815,32815,0.17625,0.143431,0.0,0.481618,1,False,0.481618,0.0
32816,32816,0.17875,0.143431,0.0,0.479941,1,False,0.479941,0.0
32817,32817,0.18125,0.143431,0.0,0.478271,1,False,0.478271,0.0
