node_id,x,y
500,0.453,-0.5
501,0.454,-0.5
502,0.455,-0.5
503,0.456,-0.5
504,0.457,-0.5
505,0.458,-0.5
506,0.459,-0.5
507,0.46,-0.5
508,0.461,-0.5
509,0.462,-0.5
510,0.463,-0.5
511,0.464,-0.5
512,0.465,-0.5
513,0.466,-0.5
514,0.467,-0.5
515,0.468,-0.5
516,0.469,-0.5
517,0.47,-0.5
518,0.471,-0.5
519,0.472,-0.5
520,0.473,-0.5
521,0.474,-0.5
522,0.475,-0.5
523,0.476,-0.5
524,0.477,-0.5
525,0.478,-0.5
526,0.479,-0.5
527,0.48,-0.5
528,0.481,-0.5
529,0.482,-0.5
530,0.483,-0.5
531,0.484,-0.5
532,0.485,-0.5
533,0.486,-0.5
534,0.487,-0.5
535,0.488,-0.5
536,0.489,-0.5
537,0.49,-0.5
538,0.491,-0.5
539,0.492,-0.5
540,0.493,-0.5
541,0.494,-0.5
542,0.495,-0.5
543,0.496,-0.5
544,0.497,-0.5
545,0.498,-0.5
546,0.499,-0.5
547,0.5,-0.5
548,-0.5,-0.4752504596
549,-0.4761328125,-0.4752504596
550,-0.452265625,-0.4752504596
551,-0.4283984375,-0.4752504596
552,-0.40453125,-0.4752504596
553,-0.3806640625,-0.4752504596
554,-0.356796875,-0.4752504596
555,-0.3329296875,-0.4752504596
556,-0.3090625,-0.4752504596
557,-0.2851953125,-0.4752504596
558,-0.261328125,-0.4752504596
559,-0.2374609375,-0.4752504596
560,-0.21359375,-0.4752504596
561,-0.1897265625,-0.4752504596
562,-0.165859375,-0.4752504596
563,-0.1419921875,-0.4752504596
564,-0.118125,-0.4752504596
565,-0.0942578125,-0.4752504596
566,-0.0692578125,-0.4752504596
567,-0.052171875,-0.4752504596
568,-0.04078125,-0.4752504596
569,-0.0331875,-0.4752504596
570,-0.028125,-0.4752504596
571,-0.02475,-0.4752504596
572,-0.0225,-0.4752504596
573,-0.021,-0.4752504596
574,-0.02,-0.4752504596
575,-0.019,-0.4752504596
576,-0.018,-0.4752504596
577,-0.017,-0.4752504596
578,-0.016,-0.4752504596
579,-0.015,-0.4752504596
580,-0.014,-0.4752504596
581,-0.013,-0.4752504596
582,-0.012,-0.4752504596
583,-0.011,-0.4752504596
584,-0.01,-0.4752504596
585,-0.009,-0.4752504596
586,-0.008,-0.4752504596
587,-0.007,-0.4752504596
588,-0.006,-0.4752504596
589,-0.005,-0.4752504596
590,-0.004,-0.4752504596
591,-0.003,-0.4752504596
592,-0.002,-0.4752504596
593,-0.001,-0.4752504596
594,0.0,-0.4752504596
595,0.001,-0.4752504596
596,0.002,-0.4752504596
597,0.003,-0.4752504596
598,0.004,-0.4752504596
599,0.005,-0.4752504596
600,0.006,-0.4752504596
601,0.007,-0.4752504596
602,0.008,-0.4752504596
603,0.009,-0.4752504596
604,0.01,-0.4752504596
605,0.011,-0.4752504596
606,0.012,-0.4752504596
607,0.013,-0.4752504596
608,0.014,-0.4752504596
609,0.015,-0.4752504596
610,0.016,-0.4752504596
611,0.017,-0.4752504596
612,0.018,-0.4752504596
613,0.019,-0.4752504596
614,0.02,-0.4752504596
615,0.021,-0.4752504596
616,0.022,-0.4752504596
617,0.023,-0.4752504596
618,0.024,-0.4752504596
619,0.025,-0.4752504596
620,0.026,-0.4752504596
