element,integration_point,H_old,H_actual,H_actual_minus_H_old,abs_H_actual_minus_H_old
104,2,8.109048907402357e-05,8.109048907402357e-05,0.0,0.0
104,3,8.213627243488489e-05,8.213627243488489e-05,0.0,0.0
104,4,7.551776402650426e-05,7.551776402650426e-05,0.0,0.0
105,1,8.253641570833158e-05,8.253641570833158e-05,0.0,0.0
105,2,8.686108680088046e-05,8.686108680088046e-05,0.0,0.0
105,3,8.534923532433399e-05,8.534923532433399e-05,0.0,0.0
105,4,8.340974235499188e-05,8.340974235499188e-05,0.0,0.0
106,1,9.27787864145435e-05,9.27787864145435e-05,0.0,0.0
106,2,0.00010823098939513731,0.00010823098939513731,0.0,0.0
106,3,0.00010795562971175283,0.00010795562971175283,0.0,0.0
106,4,9.13500335533399e-05,9.13500335533399e-05,0.0,0.0
107,1,0.00012157029225422689,0.00012157029225422689,0.0,0.0
107,2,0.00013440353625828263,0.00013440353625828263,0.0,0.0
107,3,0.00013603411614661763,0.00013603411614661763,0.0,0.0
107,4,0.00012248222715457289,0.00012248222715457289,0.0,0.0
108,1,0.00013838655270836906,0.00013838655270836906,0.0,0.0
108,2,0.0001431711012900412,0.0001431711012900412,0.0,0.0
108,3,0.0001412310157779229,0.0001412310157779229,0.0,0.0
108,4,0.0001398872561091868,0.0001398872561091868,0.0,0.0
109,1,0.00014799985715027307,0.00014799985715027307,0.0,0.0
109,2,0.00016414527779693615,0.00016414527779693615,0.0,0.0
109,3,0.00016317522925469487,0.00016317522925469487,0.0,0.0
109,4,0.00014591772178590244,0.00014591772178590244,0.0,0.0
110,1,0.00018150387283365915,0.00018150387283365915,0.0,0.0
110,2,0.0002025092626761472,0.0002025092626761472,0.0,0.0
110,3,0.00020519797609441133,0.00020519797609441133,0.0,0.0
110,4,0.00018236280863639443,0.00018236280863639443,0.0,0.0
111,1,0.0002110301997583502,0.0002110301997583502,0.0,0.0
111,2,0.00021955811702004192,0.00021955811702004192,0.0,0.0
111,3,0.00021678176680437047,0.00021678176680437047,0.0,0.0
111,4,0.0002138353283876824,0.0002138353283876824,0.0,0.0
112,1,0.00022265725878500012,0.00022265725878500012,0.0,0.0
112,2,0.0002369928127432181,0.0002369928127432181,0.0,0.0
112,3,0.00023403703666245533,0.00023403703666245533,0.0,0.0
112,4,0.00021930254896147182,0.00021930254896147182,0.0,0.0
113,1,0.000255841948250231,0.000255841948250231,0.0,0.0
113,2,0.0002836398867874484,0.0002836398867874484,0.0,0.0
113,3,0.0002858002220303937,0.0002858002220303937,0.0,0.0
113,4,0.0002548183796236399,0.0002548183796236399,0.0,0.0
114,1,0.00029723701716592835,0.00029723701716592835,0.0,0.0
114,2,0.0003045441280012844,0.0003045441280012844,0.0,0.0
114,3,0.0003071984764691027,0.0003071984764691027,0.0,0.0
114,4,0.000300294585147123,0.000300294585147123,0.0,0.0
115,1,0.00031195668344961646,0.00031195668344961646,0.0,0.0
115,2,0.0003246028715392315,0.0003246028715392315,0.0,0.0
115,3,0.00032061315302908254,0.00032061315302908254,0.0,0.0
115,4,0.0003084511422970042,0.0003084511422970042,0.0,0.0
116,1,0.0003446238126338912,0.0003446238126338912,0.0,0.0
116,2,0.00037953085044394085,0.00037953085044394085,0.0,0.0
116,3,0.0003792680874835366,0.0003792680874835366,0.0,0.0
116,4,0.0003415754915452866,0.0003415754915452866,0.0,0.0
117,1,0.0003992736411850574,0.0003992736411850574,0.0,0.0
117,2,0.00041140307844237805,0.00041140307844237805,0.0,0.0
117,3,0.0004128198455558739,0.0004128198455558739,0.0,0.0
117,4,0.0004004028907473691,0.0004004028907473691,0.0,0.0
118,1,0.00041649621455411474,0.00041649621455411474,0.0,0.0
118,2,0.00042600823277531754,0.00042600823277531754,0.0,0.0
118,3,0.00042398980210023047,0.00042398980210023047,0.0,0.0
118,4,0.00041497577518364264,0.00041497577518364264,0.0,0.0
119,1,0.00044480688567011695,0.00044480688567011695,0.0,0.0
119,2,0.00048386386261276763,0.00048386386261276763,0.0,0.0
119,3,0.0004821719500277504,0.0004821719500277504,0.0,0.0
119,4,0.0004426564871301087,0.0004426564871301087,0.0,0.0
120,1,0.0005097084549992539,0.0005097084549992539,0.0,0.0
120,2,0.0005279979368966863,0.0005279979368966863,0.0,0.0
120,3,0.0005273233137379301,0.0005273233137379301,0.0,0.0
120,4,0.0005085493257344742,0.0005085493257344742,0.0,0.0
121,1,0.0005311252950627684,0.0005311252950627684,0.0,0.0
121,2,0.0005381346701244242,0.0005381346701244242,0.0,0.0
121,3,0.0005333886255765585,0.0005333886255765585,0.0,0.0
121,4,0.0005322554561963346,0.0005322554561963346,0.0,0.0
122,1,0.0005529503567229768,0.0005529503567229768,0.0,0.0
122,2,0.0005899815018693207,0.0005899815018693207,0.0,0.0
122,3,0.0005888974107898739,0.0005888974107898739,0.0,0.0
122,4,0.000553127288671599,0.000553127288671599,0.0,0.0
123,1,0.0006189279107644689,0.0006189279107644689,0.0,0.0
123,2,0.0006426834343273281,0.0006426834343273281,0.0,0.0
123,3,0.0006502993281387534,0.0006502993281387534,0.0,0.0
123,4,0.0006169672115306162,0.0006169672115306162,0.0,0.0
124,1,0.0006489583533573309,0.0006489583533573309,0.0,0.0
124,2,0.0006517610485454439,0.0006517610485454439,0.0,0.0
124,3,0.0006500074668581074,0.0006500074668581074,0.0,0.0
124,4,0.0006494844735775678,0.0006494844735775678,0.0,0.0
125,1,0.0006622205264238989,0.0006622205264238989,0.0,0.0
125,2,0.0006935751507595889,0.0006935751507595889,0.0,0.0
125,3,0.0006940319023306939,0.0006940319023306939,0.0,0.0
125,4,0.0006640357181864499,0.0006640357181864499,0.0,0.0
126,1,0.0007225566751280345,0.0007225566751280345,0.0,0.0
126,2,0.0007505720865852908,0.0007505720865852908,0.0,0.0
126,3,0.0007618552964785996,0.0007618552964785996,0.0,0.0
126,4,0.0007214519286207447,0.0007214519286207447,0.0,0.0
127,1,0.0007587405312566902,0.0007587405312566902,0.0,0.0
127,2,0.0007605691292907007,0.0007605691292907007,0.0,0.0
127,3,0.0007610326081507146,0.0007610326081507146,0.0,0.0
127,4,0.0007610720081122019,0.0007610720081122019,0.0,0.0
128,1,0.0007677240394939222,0.0007677240394939222,0.0,0.0
128,2,0.0007907467930818906,0.0007907467930818906,0.0,0.0
128,3,0.0007921153729449822,0.0007921153729449822,0.0,0.0
128,4,0.00076186312700839,0.00076186312700839,0.0,0.0
129,1,0.000816070183493302,0.000816070183493302,0.0,0.0
129,2,0.0008454198224200892,0.0008454198224200892,0.0,0.0
129,3,0.0008444346422124513,0.0008444346422124513,0.0,0.0
129,4,0.0008162978693226503,0.0008162978693226503,0.0,0.0
130,1,0.0008560591230476624,0.0008560591230476624,0.0,0.0
130,2,0.0008597820531451325,0.0008597820531451325,0.0,0.0
130,3,0.0008600146917519725,0.0008600146917519725,0.0,0.0
130,4,0.0008604073384732361,0.0008604073384732361,0.0,0.0
131,1,0.0008630675668794711,0.0008630675668794711,0.0,0.0
131,2,0.000877565583984072,0.000877565583984072,0.0,0.0
131,3,0.0008783665152050165,0.0008783665152050165,0.0,0.0
131,4,0.0008604857969814616,0.0008604857969814616,0.0,0.0
132,1,0.0008966190305272417,0.0008966190305272417,0.0,0.0
132,2,0.0009231785723868337,0.0009231785723868337,0.0,0.0
132,3,0.0009225149598551972,0.0009225149598551972,0.0,0.0
132,4,0.0008968231074164093,0.0008968231074164093,0.0,0.0
133,1,0.0009348479198977083,0.0009348479198977083,0.0,0.0
133,2,0.0009399621167562893,0.0009399621167562893,0.0,0.0
133,3,0.0009405986364021566,0.0009405986364021566,0.0,0.0
133,4,0.0009339908535184241,0.0009339908535184241,0.0,0.0
134,1,0.0009417070300225633,0.0009417070300225633,0.0,0.0
134,2,0.0009501457774577349,0.0009501457774577349,0.0,0.0
134,3,0.000950705380059242,0.000950705380059242,0.0,0.0
134,4,0.0009407699979220775,0.0009407699979220775,0.0,0.0
135,1,0.0009634521834961095,0.0009634521834961095,0.0,0.0
135,2,0.0009857142078832438,0.0009857142078832438,0.0,0.0
135,3,0.0009849159884382508,0.0009849159884382508,0.0,0.0
135,4,0.0009635453293374259,0.0009635453293374259,0.0,0.0
136,1,0.0009974373921288035,0.0009974373921288035,0.0,0.0
136,2,0.001003912991071332,0.001003912991071332,0.0,0.0
136,3,0.0010048604954712192,0.0010048604954712192,0.0,0.0
136,4,0.0009963546628251653,0.0009963546628251653,0.0,0.0
137,1,0.0010046101445743535,0.0010046101445743535,0.0,0.0
137,2,0.0010090835001362692,0.0010090835001362692,0.0,0.0
137,3,0.0010098487014278171,0.0010098487014278171,0.0,0.0
137,4,0.0010048348942411065,0.0010048348942411065,0.0,0.0
138,1,0.0010172212226829658,0.0010172212226829658,0.0,0.0
138,2,0.001033605900378789,0.001033605900378789,0.0,0.0
138,3,0.001033308038943981,0.001033308038943981,0.0,0.0
138,4,0.0010177310087910079,0.0010177310087910079,0.0,0.0
139,1,0.0010439790495679888,0.0010439790495679888,0.0,0.0
139,2,0.0010509384055092782,0.0010509384055092782,0.0,0.0
139,3,0.001052301271260733,0.001052301271260733,0.0,0.0
139,4,0.0010432447322313728,0.0010432447322313728,0.0,0.0
140,1,0.001052101859208188,0.001052101859208188,0.0,0.0
140,2,0.0010539715513751156,0.0010539715513751156,0.0,0.0
140,3,0.0010524006432595823,0.0010524006432595823,0.0,0.0
140,4,0.0010522031505031124,0.0010522031505031124,0.0,0.0
141,1,0.001058511007208804,0.001058511007208804,0.0,0.0
141,2,0.00106956501535119,0.00106956501535119,0.0,0.0
141,3,0.0010697627271446242,0.0010697627271446242,0.0,0.0
141,4,0.0010590908046480558,0.0010590908046480558,0.0,0.0
142,1,0.0010780662172106318,0.0010780662172106318,0.0,0.0
142,2,0.0010850172112611158,0.0010850172112611158,0.0,0.0
142,3,0.001087026188525633,0.001087026188525633,0.0,0.0
142,4,0.0010779254457449253,0.0010779254457449253,0.0,0.0
143,1,0.0010866338660087155,0.0010866338660087155,0.0,0.0
143,2,0.0010876786707552885,0.0010876786707552885,0.0,0.0
143,3,0.0010869871584184532,0.0010869871584184532,0.0,0.0
143,4,0.001086955528733111,0.001086955528733111,0.0,0.0
144,1,0.0010901654190238585,0.0010901654190238585,0.0,0.0
144,2,0.0010976307861869103,0.0010976307861869103,0.0,0.0
144,3,0.001097953283327671,0.001097953283327671,0.0,0.0
144,4,0.0010904830975712904,0.0010904830975712904,0.0,0.0
145,1,0.0011047229615112272,0.0011047229615112272,0.0,0.0
145,2,0.0011119907148083921,0.0011119907148083921,0.0,0.0
145,3,0.0011121595922792278,0.0011121595922792278,0.0,0.0
145,4,0.0011049869066445046,0.0011049869066445046,0.0,0.0
146,1,0.0011143494646577068,0.0011143494646577068,0.0,0.0
146,2,0.001115593082312213,0.001115593082312213,0.0,0.0
146,3,0.0011151927621434567,0.0011151927621434567,0.0,0.0
146,4,0.0011151956679055987,0.0011151956679055987,0.0,0.0
147,1,0.001116965964735715,0.001116965964735715,0.0,0.0
147,2,0.0011224027521472251,0.0011224027521472251,0.0,0.0
147,3,0.0011223823851447537,0.0011223823851447537,0.0,0.0
147,4,0.0011168637682180144,0.0011168637682180144,0.0,0.0
148,1,0.0011288627504330044,0.0011288627504330044,0.0,0.0
148,2,0.0011372996143863934,0.0011372996143863934,0.0,0.0
148,3,0.0011375704490919054,0.0011375704490919054,0.0,0.0
148,4,0.0011289821940518225,0.0011289821940518225,0.0,0.0
149,1,0.0011409023278877036,0.0011409023278877036,0.0,0.0
149,2,0.0011424863528514935,0.0011424863528514935,0.0,0.0
149,3,0.0011428240361032744,0.0011428240361032744,0.0,0.0
149,4,0.0011411819310592505,0.0011411819310592505,0.0,0.0
150,1,0.0011439399020807522,0.0011439399020807522,0.0,0.0
150,2,0.0011485478550438027,0.0011485478550438027,0.0,0.0
150,3,0.0011481985943024111,0.0011481985943024111,0.0,0.0
150,4,0.0011436123800252624,0.0011436123800252624,0.0,0.0
151,1,0.0011555101329965164,0.0011555101329965164,0.0,0.0
151,2,0.0011671073542349883,0.0011671073542349883,0.0,0.0
151,3,0.0011671419680494475,0.0011671419680494475,0.0,0.0
151,4,0.001155274410921127,0.001155274410921127,0.0,0.0
152,1,0.001173403690059982,0.001173403690059982,0.0,0.0
152,2,0.0011771462457365878,0.0011771462457365878,0.0,0.0
152,3,0.0011778044973947547,0.0011778044973947547,0.0,0.0
152,4,0.0011735570315135032,0.0011735570315135032,0.0,0.0
153,1,0.0011785375609563319,0.0011785375609563319,0.0,0.0
153,2,0.0011824654211995596,0.0011824654211995596,0.0,0.0
153,3,0.0011821778420211268,0.0011821778420211268,0.0,0.0
153,4,0.0011778279763155976,0.0011778279763155976,0.0,0.0
154,1,0.0011902937223393386,0.0011902937223393386,0.0,0.0
154,2,0.0012067543031634201,0.0012067543031634201,0.0,0.0
154,3,0.0012066724377282538,0.0012066724377282538,0.0,0.0
154,4,0.0011900354495871215,0.0011900354495871215,0.0,0.0
155,1,0.0012178885846566914,0.0012178885846566914,0.0,0.0
155,2,0.001226054745392083,0.001226054745392083,0.0,0.0
155,3,0.0012261545000056921,0.0012261545000056921,0.0,0.0
155,4,0.0012179338500863583,0.0012179338500863583,0.0,0.0
156,1,0.001227618165763283,0.001227618165763283,0.0,0.0
156,2,0.0012317743076757355,0.0012317743076757355,0.0,0.0
156,3,0.0012316172039149675,0.0012316172039149675,0.0,0.0
156,4,0.0012280254160488974,0.0012280254160488974,0.0,0.0
157,1,0.001240350174909244,0.001240350174909244,0.0,0.0
157,2,0.0012625798773862982,0.0012625798773862982,0.0,0.0
157,3,0.0012626336647533223,0.0012626336647533223,0.0,0.0
157,4,0.001240222566781215,0.001240222566781215,0.0,0.0
158,1,0.0012808369961881333,0.0012808369961881333,0.0,0.0
158,2,0.001296827486108425,0.001296827486108425,0.0,0.0
158,3,0.0012970978782261065,0.0012970978782261065,0.0,0.0
158,4,0.001281045322523577,0.001281045322523577,0.0,0.0
159,1,0.0013009885614251315,0.0013009885614251315,0.0,0.0
159,2,0.001301947021931753,0.001301947021931753,0.0,0.0
159,3,0.001301883791646662,0.001301883791646662,0.0,0.0
159,4,0.0013020099846487777,0.0013020099846487777,0.0,0.0
160,1,0.0013014956065131563,0.0013014956065131563,0.0,0.0
160,2,0.0013006015453924551,0.0013006015453924551,0.0,0.0
160,3,0.0013001346912861701,0.0013001346912861701,0.0,0.0
160,4,0.0013012591572699028,0.0013012591572699028,0.0,0.0
161,1,3.760175450562564e-05,3.760175450562564e-05,0.0,0.0
161,2,3.334734039280496e-05,3.334734039280496e-05,0.0,0.0
161,3,3.3340166841651195e-05,3.3340166841651195e-05,0.0,0.0
161,4,3.759707866272628e-05,3.759707866272628e-05,0.0,0.0
162,1,3.232903982545575e-05,3.232903982545575e-05,0.0,0.0
162,2,3.231831617146345e-05,3.231831617146345e-05,0.0,0.0
162,3,3.234660947743311e-05,3.234660947743311e-05,0.0,0.0
162,4,3.2358306645266516e-05,3.2358306645266516e-05,0.0,0.0
163,1,3.1866521424529133e-05,3.1866521424529133e-05,0.0,0.0
163,2,2.970589997821177e-05,2.970589997821177e-05,0.0,0.0
163,3,2.862472898263177e-05,2.862472898263177e-05,0.0,0.0
163,4,3.235101762174798e-05,3.235101762174798e-05,0.0,0.0
164,1,2.6361912948063282e-05,2.6361912948063282e-05,0.0,0.0
164,2,2.035907246039841e-05,2.035907246039841e-05,0.0,0.0
164,3,2.078632225493573e-05,2.078632225493573e-05,0.0,0.0
164,4,2.5733113793059345e-05,2.5733113793059345e-05,0.0,0.0
165,1,1.666978058862767e-05,1.666978058862767e-05,0.0,0.0
165,2,1.40367145940932e-05,1.40367145940932e-05,0.0,0.0
165,3,1.5150893945609507e-05,1.5150893945609507e-05,0.0,0.0
165,4,1.7653425358618884e-05,1.7653425358618884e-05,0.0,0.0
166,1,1.33043356643174e-05,1.33043356643174e-05,0.0,0.0
166,2,1.2913672347363063e-05,1.2913672347363063e-05,0.0,0.0
166,3,1.2578385870139258e-05,1.2578385870139258e-05,0.0,0.0
166,4,1.2867307451115042e-05,1.2867307451115042e-05,0.0,0.0
167,1,1.1779542625156791e-05,1.1779542625156791e-05,0.0,0.0
167,2,8.822610559207448e-06,8.822610559207448e-06,0.0,0.0
167,3,8.934319663008021e-06,8.934319663008021e-06,0.0,0.0
167,4,1.1252162810433007e-05,1.1252162810433007e-05,0.0,0.0
168,1,6.339882392048815e-06,6.339882392048815e-06,0.0,0.0
168,2,4.052731297362981e-06,4.052731297362981e-06,0.0,0.0
168,3,3.18943025222749e-06,3.1968367807942243e-06,7.406528566734171e-09,7.406528566734171e-09
168,4,7.015766176963647e-06,7.015766176963647e-06,0.0,0.0
169,1,2.826511609776313e-06,2.826511609776313e-06,0.0,0.0
169,2,2.8008769033365252e-06,2.8008769033365252e-06,0.0,0.0
169,3,2.5075277013061115e-06,2.5075277013061115e-06,0.0,0.0
169,4,2.58627582853644e-06,2.58627582853644e-06,0.0,0.0
170,1,2.7067359627889956e-06,2.7067359627889956e-06,0.0,0.0
170,2,2.0683944457116886e-06,2.0683944457116886e-06,0.0,0.0
170,3,2.2367350669609627e-06,2.2367350669609627e-06,0.0,0.0
170,4,2.3933378667077205e-06,2.3933378667077205e-06,0.0,0.0
171,1,1.5655267594967804e-06,1.5655267594967804e-06,0.0,0.0
171,2,1.0276321036244977e-06,1.0276321036244977e-06,0.0,0.0
171,3,7.946695142392073e-07,7.946695142392073e-07,0.0,0.0
171,4,1.0669443109101957e-06,1.0669443109101957e-06,0.0,0.0
172,1,7.117780214072595e-07,7.117780214072595e-07,0.0,0.0
172,2,7.12427665607953e-07,7.12427665607953e-07,0.0,0.0
172,3,8.125705941423615e-07,8.125705941423615e-07,0.0,0.0
172,4,7.947793900286818e-07,7.947793900286818e-07,0.0,0.0
173,1,7.347456069228087e-07,7.347456069228087e-07,0.0,0.0
173,2,2.3126682522959117e-06,2.3126682522959117e-06,0.0,0.0
173,3,1.0237442988733676e-06,1.0237442988733676e-06,0.0,0.0
173,4,8.372220501271102e-07,8.372220501271102e-07,0.0,0.0
174,1,3.411740273694601e-06,3.411740273694601e-06,0.0,0.0
174,2,4.740136394098833e-06,4.740136394098833e-06,0.0,0.0
174,3,4.212345487104108e-06,4.212345487104108e-06,0.0,0.0
174,4,3.345495508163767e-06,3.345495508163767e-06,0.0,0.0
175,1,5.846759102264928e-06,5.846759102264928e-06,0.0,0.0
175,2,5.821948742989118e-06,5.821948742989118e-06,0.0,0.0
175,3,6.125719674932572e-06,6.125719674932572e-06,0.0,0.0
175,4,6.101192000588595e-06,6.101192000588595e-06,0.0,0.0
176,1,5.870039743852749e-06,5.870039743852749e-06,0.0,0.0
176,2,9.344470586568012e-06,9.344470586568012e-06,0.0,0.0
176,3,7.208704734476212e-06,7.208704734476212e-06,0.0,0.0
176,4,6.181710830438543e-06,6.181710830438543e-06,0.0,0.0
177,1,1.222773093153767e-05,1.222773093153767e-05,0.0,0.0
177,2,1.6251619325473932e-05,1.6251619325473932e-05,0.0,0.0
177,3,1.5567125600099164e-05,1.5567125600099164e-05,0.0,0.0
177,4,8.493586495986977e-06,8.493586495986977e-06,0.0,0.0
178,1,1.8148725157735698e-05,1.8148725157735698e-05,0.0,0.0
178,2,1.9749162504910285e-05,1.9749162504910285e-05,0.0,0.0
178,3,2.0016756062016745e-05,2.0016756062016745e-05,0.0,0.0
178,4,2.0031747628993794e-05,2.0031747628993794e-05,0.0,0.0
179,1,1.9770410521686193e-05,1.9770410521686193e-05,0.0,0.0
179,2,2.4231545511572663e-05,2.4231545511572663e-05,0.0,0.0
179,3,2.0201750207579004e-05,2.0201750207579004e-05,0.0,0.0
179,4,2.005123832136503e-05,2.005123832136503e-05,0.0,0.0
180,1,2.8861372026545045e-05,2.8861372026545045e-05,0.0,0.0
180,2,3.664765364647538e-05,3.664765364647538e-05,0.0,0.0
180,3,3.571983354538793e-05,3.571983354538793e-05,0.0,0.0
180,4,2.2570597447838505e-05,2.2570597447838505e-05,0.0,0.0
181,1,4.105036733069293e-05,4.105036733069293e-05,0.0,0.0
181,2,4.387025723300506e-05,4.387025723300506e-05,0.0,0.0
181,3,4.5470191801379964e-05,4.5470191801379964e-05,0.0,0.0
181,4,3.922128172484457e-05,3.922128172484457e-05,0.0,0.0
182,1,4.5002561201842166e-05,4.5002561201842166e-05,0.0,0.0
182,2,4.901915471709234e-05,4.901915471709234e-05,0.0,0.0
182,3,4.5658976365341836e-05,4.5658976365341836e-05,0.0,0.0
182,4,4.548190252123889e-05,4.548190252123889e-05,0.0,0.0
183,1,5.465261046249042e-05,5.465261046249042e-05,0.0,0.0
183,2,6.643284918015353e-05,6.643284918015353e-05,0.0,0.0
183,3,6.59522662871709e-05,6.59522662871709e-05,0.0,0.0
183,4,5.695192187062937e-05,5.695192187062937e-05,0.0,0.0
184,1,7.46271692510434e-05,7.46271692510434e-05,0.0,0.0
184,2,8.102109124104671e-05,8.102109124104671e-05,0.0,0.0
184,3,8.426987798310757e-05,8.426987798310757e-05,0.0,0.0
184,4,7.228341157141436e-05,7.228341157141436e-05,0.0,0.0
185,1,8.359625095426781e-05,8.359625095426781e-05,0.0,0.0
185,2,8.69946151581717e-05,8.69946151581717e-05,0.0,0.0
185,3,8.439434120093876e-05,8.439434120093876e-05,0.0,0.0
185,4,8.422168002122842e-05,8.422168002122842e-05,0.0,0.0
186,1,9.292618860007314e-05,9.292618860007314e-05,0.0,0.0
186,2,0.00010835154311153069,0.00010835154311153069,0.0,0.0
186,3,0.00010928328128683495,0.00010928328128683495,0.0,0.0
186,4,8.465699899580964e-05,8.465699899580964e-05,0.0,0.0
187,1,0.00012164484293363945,0.00012164484293363945,0.0,0.0
187,2,0.00013443068090626786,0.00013443068090626786,0.0,0.0
187,3,0.00014229690620021364,0.00014229690620021364,0.0,0.0
187,4,0.00011940470310302645,0.00011940470310302645,0.0,0.0
188,1,0.00014086888651883278,0.00014086888651883278,0.0,0.0
188,2,0.00014087565693272233,0.00014087565693272233,0.0,0.0
188,3,0.00014222485656515579,0.00014222485656515579,0.0,0.0
188,4,0.00014208930477643095,0.00014208930477643095,0.0,0.0
189,1,0.00014812122851701697,0.00014812122851701697,0.0,0.0
189,2,0.00016466438084222646,0.00016466438084222646,0.0,0.0
189,3,0.00016823193494456293,0.00016823193494456293,0.0,0.0
189,4,0.00014266321605242537,0.00014266321605242537,0.0,0.0
190,1,0.00018245454226625889,0.00018245454226625889,0.0,0.0
190,2,0.00020376936905182056,0.00020376936905182056,0.0,0.0
190,3,0.00019882474099773903,0.00019882474099773903,0.0,0.0
190,4,0.00018195199624298453,0.00018195199624298453,0.0,0.0
191,1,0.00021220266754988677,0.00021220266754988677,0.0,0.0
191,2,0.0002184403785861959,0.0002184403785861959,0.0,0.0
191,3,0.00021869044101555376,0.00021869044101555376,0.0,0.0
191,4,0.00020649187655597022,0.00020649187655597022,0.0,0.0
192,1,0.0002213055003967178,0.0002213055003967178,0.0,0.0
192,2,0.00023571275181783407,0.00023571275181783407,0.0,0.0
192,3,0.00024131053946593162,0.00024131053946593162,0.0,0.0
192,4,0.00021911654651014779,0.00021911654651014779,0.0,0.0
193,1,0.00025516060799043885,0.00025516060799043885,0.0,0.0
193,2,0.0002840138144101958,0.0002840138144101958,0.0,0.0
193,3,0.00027889750243910156,0.00027889750243910156,0.0,0.0
193,4,0.0002566052803014943,0.0002566052803014943,0.0,0.0
194,1,0.00029796673365870387,0.00029796673365870387,0.0,0.0
194,2,0.0003052324968167225,0.0003052324968167225,0.0,0.0
194,3,0.00031009746341365875,0.00031009746341365875,0.0,0.0
194,4,0.000290775647226738,0.000290775647226738,0.0,0.0
195,1,0.00031092308403633866,0.00031092308403633866,0.0,0.0
