step,frame,step_time,u1,d_max
Step-1,0,0.0,0.0,0.0
Step-1,10,0.009999999776482582,9.999999747378752e-05,4.538199573289603e-05
Step-1,20,0.019999999552965164,0.00019999999494757503,0.00018154892313759774
Step-1,30,0.029999999329447746,0.0003000000142492354,0.00040856367559172213
Step-1,40,0.03999999910593033,0.00039999998989515007,0.0007265312015078962
Step-1,50,0.05000000074505806,0.0005000000237487257,0.0011355987517163157
Step-1,60,0.05999999865889549,0.0006000000284984708,0.0016359563451260328
Step-1,70,0.07000000029802322,0.000699999975040555,0.002227836987003684
Step-1,80,0.07999999821186066,0.0007999999797903001,0.002911517396569252
Step-1,90,0.09000000357627869,0.0008999999845400453,0.0036873184144496918
Step-1,100,0.10000000149011612,0.0010000000474974513,0.004555606283247471
Step-1,110,0.10999999940395355,0.0010999999940395355,0.005516793113201857
Step-1,120,0.11999999731779099,0.0012000000569969416,0.00657133711501956
Step-1,130,0.12999999523162842,0.0013000000035390258,0.007719745393842459
Step-1,140,0.14000000059604645,0.00139999995008111,0.008962573483586311
Step-1,150,0.15000000596046448,0.001500000013038516,0.010300429537892342
Step-1,160,0.1599999964237213,0.0015999999595806003,0.01173397060483694
Step-1,170,0.17000000178813934,0.0017000000225380063,0.013263910077512264
Step-1,180,0.18000000715255737,0.0017999999690800905,0.01489101629704237
Step-1,190,0.1899999976158142,0.0019000000320374966,0.016616113483905792
Step-1,200,0.20000000298023224,0.0020000000949949026,0.018440090119838715
Step-1,210,0.20999999344348907,0.002099999925121665,0.020363889634609222
Step-1,220,0.2199999988079071,0.002199999988079071,0.022389311343431473
Step-1,230,0.23000000417232513,0.002300000051036477,0.024518417194485664
Step-1,240,0.23999999463558197,0.002400000113993883,0.026751192286610603
Step-1,250,0.25,0.0024999999441206455,0.029088934883475304
Step-1,260,0.25999999046325684,0.0026000000070780516,0.031533025205135345
Step-1,270,0.27000001072883606,0.0027000000700354576,0.03408493474125862
Step-1,280,0.2800000011920929,0.00279999990016222,0.036746226251125336
Step-1,290,0.28999999165534973,0.002899999963119626,0.039518553763628006
Step-1,300,0.30000001192092896,0.003000000026077032,0.0424036867916584
Step-1,310,0.3100000023841858,0.003100000089034438,0.04540349170565605
Step-1,320,0.3199999928474426,0.0031999999191612005,0.048519961535930634
Step-1,330,0.33000001311302185,0.0032999999821186066,0.05175520107150078
Step-1,340,0.3400000035762787,0.0034000000450760126,0.05511145666241646
Step-1,350,0.3499999940395355,0.0035000001080334187,0.05859111249446869
Step-1,360,0.36000001430511475,0.003599999938160181,0.062196698039770126
Step-1,370,0.3700000047683716,0.003700000001117587,0.06593090295791626
Step-1,380,0.3799999952316284,0.003800000064074993,0.0697965994477272
Step-1,390,0.38999998569488525,0.0038999998942017555,0.0737968236207962
Step-1,400,0.4000000059604645,0.004000000189989805,0.07793483883142471
Step-1,410,0.4099999964237213,0.004100000020116568,0.08221409469842911
Step-1,420,0.41999998688697815,0.00419999985024333,0.08663829416036606
Step-1,430,0.4300000071525574,0.00430000014603138,0.09121137112379074
Step-1,440,0.4399999976158142,0.004399999976158142,0.09593755006790161
Step-1,450,0.44999998807907104,0.0044999998062849045,0.1008213460445404
Step-1,460,0.46000000834465027,0.004600000102072954,0.10586759448051453
Step-1,470,0.4699999988079071,0.004699999932199717,0.11108147352933884
Step-1,480,0.47999998927116394,0.004800000227987766,0.11646856367588043
Step-1,490,0.49000000953674316,0.004900000058114529,0.12203487008810043
Step-1,500,0.5,0.004999999888241291,0.12778684496879578
Step-2,100,0.009999999776482582,0.005249999929219484,0.14302700757980347
Step-2,200,0.019999999552965164,0.005499999970197678,0.15959839522838593
Step-2,300,0.029999999329447746,0.005750000011175871,0.17765717208385468
Step-2,400,0.03999999910593033,0.006000000052154064,0.1973986029624939
Step-2,500,0.05000000074505806,0.0062500000931322575,0.21907265484333038
Step-2,600,0.05999999865889549,0.006500000134110451,0.24300694465637207
Step-2,700,0.07000000029802322,0.006750000175088644,0.26964396238327026
Step-2,800,0.07999999821186066,0.007000000216066837,0.2996043562889099
Step-2,900,0.09000000357627869,0.007249999791383743,0.33380284905433655
Step-2,1000,0.10000000149011612,0.007499999832361937,0.37368035316467285
Step-2,1100,0.10999999940395355,0.00774999987334013,0.4217415153980255
Step-2,1200,0.11999999731779099,0.00800000037997961,0.4829653203487396
Step-2,1300,0.12999999523162842,0.008249999955296516,0.5693462491035461
Step-2,1400,0.14000000059604645,0.008500000461935997,0.7276349067687988
Step-2,1500,0.15000000596046448,0.008750000037252903,0.951607346534729
Step-2,1600,0.1599999964237213,0.008999999612569809,0.9692876935005188
Step-2,1700,0.17000000178813934,0.00925000011920929,0.978151798248291
Step-2,1800,0.18000000715255737,0.009499999694526196,0.9835083484649658
Step-2,1900,0.1899999976158142,0.009750000201165676,0.9873401522636414
Step-2,2000,0.20000000298023224,0.009999999776482582,0.9905792474746704
