event_index,previous_global_frame,current_global_frame,odb_element,odb_integration_point,mapped_physical_element,previous_sdv16,current_sdv16,sdv16_signed_change,sdv16_decrease_gt_tolerance
796,197,198,84145,4,16441,200.09696960449219,200.09696960449219,0,false
797,194,195,84702,1,16998,188.8824462890625,188.8824462890625,0,false
798,200,201,84133,4,16429,207.03047180175781,207.03047180175781,0,false
799,200,201,84151,3,16447,202.69166564941406,202.69166564941406,0,false
800,197,198,84145,3,16441,200.65788269042969,200.65788269042969,0,false
801,184,185,84138,4,16434,201.40493774414062,201.40493774414062,0,false
802,198,199,84678,2,16974,1720.06298828125,1786.5406494140625,66.4776611328125,false
803,187,188,84680,1,16976,985.95538330078125,1039.46826171875,53.51287841796875,false
804,197,198,84144,4,16440,200.74501037597656,200.74501037597656,0,false
805,192,193,84680,1,16976,1295.97021484375,1362.9537353515625,66.9835205078125,false
806,197,198,84135,4,16431,202.06367492675781,202.06367492675781,0,false
807,197,198,84144,3,16440,201.16105651855469,201.16105651855469,0,false
808,195,196,84679,2,16975,1474.5091552734375,1542.9217529296875,68.41259765625,false
809,198,199,84132,3,16428,268.68121337890625,268.68121337890625,0,false
810,197,198,84143,4,16439,201.2158203125,201.2158203125,0,false
811,200,201,84150,3,16446,200.54454040527344,200.54454040527344,0,false
812,191,192,84679,1,16975,1225.1300048828125,1295.783203125,70.6531982421875,false
813,188,189,84681,2,16977,966.76861572265625,1064.220703125,97.45208740234375,false
814,188,189,84682,1,16978,941.98406982421875,1047.611328125,105.62725830078125,false
815,197,198,84136,3,16432,201.05180358886719,201.05180358886719,0,false
816,200,201,84149,4,16445,199.93708801269531,199.93708801269531,0,false
817,200,201,84150,4,16446,201.81407165527344,201.81407165527344,0,false
818,199,200,84678,2,16974,1786.5406494140625,1853.91552734375,67.3748779296875,false
819,197,198,84143,3,16439,201.6207275390625,201.6207275390625,0,false
820,192,193,84678,1,16974,1503.0419921875,1550.1473388671875,47.1053466796875,false
821,196,197,84679,2,16975,1542.9217529296875,1611.6500244140625,68.728271484375,false
822,189,190,84680,2,16976,1101.52490234375,1173.588623046875,72.063720703125,false
823,197,198,84136,4,16432,201.35389709472656,201.35389709472656,0,false
824,197,198,84142,4,16438,201.68635559082031,201.68635559082031,0,false
825,200,201,84149,3,16445,199.65434265136719,199.65434265136719,0,false
826,197,198,84137,3,16433,201.17720031738281,201.17720031738281,0,false
827,197,198,84142,3,16438,201.95980834960938,201.95980834960938,0,false
828,197,198,84141,4,16437,201.84580993652344,201.84580993652344,0,false
829,197,198,84137,4,16433,201.32418823242188,201.32418823242188,0,false
830,200,201,84134,3,16430,204.5533447265625,204.5533447265625,0,false
831,197,198,84140,4,16436,201.89346313476562,201.89346313476562,0,false
832,197,198,84141,3,16437,202.16667175292969,202.16667175292969,0,false
833,200,201,84148,4,16444,199.30021667480469,199.30021667480469,0,false
834,193,194,84680,1,16976,1362.9537353515625,1429.981201171875,67.0274658203125,false
835,188,189,84681,1,16977,995.46795654296875,1084.680419921875,89.21246337890625,false
836,200,201,84134,4,16430,203.03425598144531,203.03425598144531,0,false
837,197,198,84138,3,16434,201.57673645019531,201.57673645019531,0,false
838,197,198,84138,4,16434,201.40493774414062,201.40493774414062,0,false
839,197,198,84139,4,16435,201.52493286132812,201.52493286132812,0,false
840,197,198,84140,3,16436,202.16455078125,202.16455078125,0,false
841,199,200,84132,3,16428,268.68121337890625,268.68121337890625,0,false
842,197,198,84139,3,16435,202.00167846679688,202.00167846679688,0,false
843,200,201,84148,3,16444,199.46234130859375,199.46234130859375,0,false
844,187,188,84678,2,16974,1121.134765625,1175.0242919921875,53.8895263671875,false
845,200,201,84135,3,16431,202.22296142578125,202.22296142578125,0,false
846,199,200,84155,3,16451,1020.730712890625,1133.8206787109375,113.0899658203125,false
847,186,187,84681,1,16977,768.76904296875,935.8133544921875,167.0443115234375,false
848,200,201,84147,4,16443,199.17453002929688,199.17453002929688,0,false
849,198,199,84679,2,16975,1645.8699951171875,1715.2852783203125,69.415283203125,false
850,188,189,84682,2,16978,901.18121337890625,1021.41845703125,120.23724365234375,false
851,200,201,84147,3,16443,199.681640625,199.681640625,0,false
852,198,199,84697,2,16993,1050.2391357421875,1153.704345703125,103.4652099609375,false
853,200,201,84146,4,16442,199.54803466796875,199.54803466796875,0,false
854,199,200,84679,2,16975,1715.2852783203125,1785.226806640625,69.9415283203125,false
855,191,192,84680,2,16976,1207.5535888671875,1275.097900390625,67.5443115234375,false
856,200,201,84135,4,16431,202.06367492675781,202.06367492675781,0,false
857,200,201,84146,3,16442,200.05628967285156,200.05628967285156,0,false
858,200,201,84145,4,16441,200.09696960449219,200.09696960449219,0,false
859,195,196,84680,1,16976,1463.8966064453125,1531.3956298828125,67.4990234375,false
860,192,193,84680,2,16976,1275.097900390625,1342.2109375,67.113037109375,false
861,200,201,84136,3,16432,201.05180358886719,201.05180358886719,0,false
862,200,201,84145,3,16441,200.65788269042969,200.65788269042969,0,false
863,193,194,84152,4,16448,213.85627746582031,213.85627746582031,0,false
864,200,201,84136,4,16432,201.35389709472656,201.35389709472656,0,false
865,200,201,84144,4,16440,200.74501037597656,200.74501037597656,0,false
866,193,194,84680,2,16976,1342.2109375,1409.3765869140625,67.1656494140625,false
867,200,201,84144,3,16440,201.16105651855469,201.16105651855469,0,false
868,200,201,84143,4,16439,201.2158203125,201.2158203125,0,false
869,189,190,84681,2,16977,1064.220703125,1140.073974609375,75.853271484375,false
870,200,201,84137,3,16433,201.17720031738281,201.17720031738281,0,false
871,192,193,84151,4,16447,205.09544372558594,205.09544372558594,0,false
872,200,201,84143,3,16439,201.6207275390625,201.6207275390625,0,false
873,200,201,84137,4,16433,201.32418823242188,201.32418823242188,0,false
874,200,201,84142,4,16438,201.68635559082031,201.68635559082031,0,false
875,195,196,84705,2,17001,172.22897338867188,172.22897338867188,0,false
876,200,201,84138,3,16434,201.57673645019531,201.57673645019531,0,false
877,200,201,84142,3,16438,201.95980834960938,201.95980834960938,0,false
878,196,197,84680,1,16976,1531.3956298828125,1599.4063720703125,68.0107421875,false
879,189,190,84681,1,16977,1084.680419921875,1157.7879638671875,73.1075439453125,false
880,189,190,84682,1,16978,1047.611328125,1126.1502685546875,78.5389404296875,false
881,200,201,84141,4,16437,201.84580993652344,201.84580993652344,0,false
882,200,201,84138,4,16434,201.40493774414062,201.40493774414062,0,false
883,200,201,84141,3,16437,202.16667175292969,202.16667175292969,0,false
884,195,196,84680,2,16976,1443.36474609375,1511.010009765625,67.645263671875,false
885,192,193,84681,1,16977,1259.8843994140625,1327.2501220703125,67.36572265625,false
886,188,189,84683,1,16979,866.39483642578125,1000.2042236328125,133.80938720703125,false
887,200,201,84139,3,16435,202.00167846679688,202.00167846679688,0,false
888,200,201,84139,4,16435,201.52493286132812,201.52493286132812,0,false
889,200,201,84140,3,16436,202.16455078125,202.16455078125,0,false
890,200,201,84140,4,16436,201.89346313476562,201.89346313476562,0,false
891,196,197,84680,2,16976,1511.010009765625,1579.169677734375,68.15966796875,false
892,191,192,84681,1,16977,1192.0001220703125,1259.8843994140625,67.88427734375,false
893,191,192,84130,3,16426,47.572231292724609,47.572231292724609,0,false
894,193,194,84681,1,16977,1327.2501220703125,1394.6212158203125,67.37109375,false
895,189,190,84130,3,16426,47.572231292724609,47.572231292724609,0,false
896,181,182,84134,4,16430,203.03425598144531,203.03425598144531,0,false
897,195,196,84681,1,16977,1428.70068359375,1496.5074462890625,67.8067626953125,false
898,198,199,84680,1,16976,1633.3216552734375,1702.1962890625,68.8746337890625,false
899,191,192,84681,2,16977,1174.8192138671875,1243.2088623046875,68.3896484375,false
900,189,190,84682,2,16978,1021.41845703125,1105.4881591796875,84.0697021484375,false
901,194,195,84700,2,16996,201.78329467773438,201.78329467773438,0,false
902,198,199,84680,2,16976,1613.1583251953125,1682.181640625,69.0233154296875,false
903,196,197,84681,1,16977,1496.5074462890625,1564.8116455078125,68.30419921875,false
904,192,193,84681,2,16977,1243.2088623046875,1310.8111572265625,67.602294921875,false
905,199,200,84714,1,17010,172.63685607910156,172.63685607910156,0,false
906,200,201,84152,4,16448,213.85627746582031,213.85627746582031,0,false
907,187,188,84679,2,16975,994.55169677734375,1045.382568359375,50.83087158203125,false
908,193,194,84681,2,16977,1310.8111572265625,1378.3450927734375,67.533935546875,false
909,199,200,84680,1,16976,1702.1962890625,1771.671142578125,69.474853515625,false
910,191,192,84682,1,16978,1161.392333984375,1230.226318359375,68.833984375,false
911,189,190,84683,1,16979,1000.2042236328125,1089.733642578125,89.5294189453125,false
912,191,192,84150,3,16446,200.54454040527344,200.54454040527344,0,false
913,199,200,84680,2,16976,1682.181640625,1751.8031005859375,69.6214599609375,false
914,198,199,84681,1,16977,1598.8671875,1668.0196533203125,69.1524658203125,false
915,192,193,84682,1,16978,1230.226318359375,1298.021728515625,67.79541015625,false
916,189,190,84683,2,16979,966.521240234375,1066.555419921875,100.0341796875,false
917,196,197,84699,2,16995,231.50216674804688,231.63917541503906,0.1370086669921875,false
918,195,196,84681,2,16977,1412.4954833984375,1480.427001953125,67.9315185546875,false
919,199,200,84681,1,16977,1668.0196533203125,1737.7633056640625,69.74365234375,false
920,196,197,84681,2,16977,1480.427001953125,1548.8408203125,68.413818359375,false
921,193,194,84682,1,16978,1298.021728515625,1365.686279296875,67.66455078125,false
922,189,190,84684,1,16980,938.41400146484375,1048.4437255859375,110.02972412109375,false
923,194,195,84702,2,16998,185.27032470703125,185.27032470703125,0,false
924,195,196,84682,1,16978,1399.8941650390625,1467.92822265625,68.0340576171875,false
925,192,193,84130,3,16426,47.572231292724609,47.572231292724609,0,false
926,180,181,84132,4,16428,257.2901611328125,257.94308471679688,0.652923583984375,false
927,198,199,84681,2,16977,1582.9454345703125,1652.1903076171875,69.244873046875,false
928,196,197,84682,1,16978,1467.92822265625,1536.43408203125,68.505859375,false
929,191,192,84682,2,16978,1141.818603515625,1211.62890625,69.810302734375,false
930,192,193,84682,2,16978,1211.62890625,1279.819091796875,68.190185546875,false
931,193,194,84682,2,16978,1279.819091796875,1347.7276611328125,67.9085693359375,false
932,199,200,84697,2,16993,1153.704345703125,1234.3946533203125,80.6903076171875,false
933,199,200,84681,2,16977,1652.1903076171875,1722.017333984375,69.8270263671875,false
934,189,190,84684,2,16980,893.3826904296875,1020.547119140625,127.1644287109375,false
935,187,188,84680,2,16976,959.58935546875,1015.6654052734375,56.0760498046875,false
936,198,199,84682,1,16978,1570.5804443359375,1639.9044189453125,69.323974609375,false
937,195,196,84682,2,16978,1382.039306640625,1450.2569580078125,68.2176513671875,false
938,194,195,84679,1,16975,1435.4349365234375,1470.398681640625,34.9637451171875,false
939,196,197,84682,2,16978,1450.2569580078125,1518.927490234375,68.6705322265625,false
940,191,192,84683,1,16979,1127.1265869140625,1197.8663330078125,70.73974609375,false
941,192,193,84683,1,16979,1197.8663330078125,1266.41357421875,68.5472412109375,false
942,199,200,84682,1,16978,1639.9044189453125,1709.8033447265625,69.89892578125,false
943,193,194,84683,1,16979,1266.41357421875,1334.5330810546875,68.1195068359375,false
944,197,198,84679,1,16975,1609.05322265625,1643.5858154296875,34.5325927734375,false
945,195,196,84683,1,16979,1368.93212890625,1437.302978515625,68.370849609375,false
946,196,197,84683,1,16979,1437.302978515625,1506.1094970703125,68.8065185546875,false
947,188,189,84683,2,16979,811.37127685546875,966.521240234375,155.14996337890625,false
948,188,189,84130,3,16426,47.572231292724609,47.572231292724609,0,false
949,198,199,84682,2,16978,1553.1492919921875,1622.6171875,69.4678955078125,false
950,191,192,84683,2,16979,1106.181396484375,1178.8934326171875,72.7120361328125,false
951,192,193,84683,2,16979,1178.8934326171875,1248.131591796875,69.2381591796875,false
952,200,201,84679,1,16975,1784.0697021484375,1819.808349609375,35.7386474609375,false
953,199,200,84682,2,16978,1622.6171875,1692.6488037109375,70.0316162109375,false
954,193,194,84683,2,16979,1248.131591796875,1316.601318359375,68.4697265625,false
955,198,199,84683,1,16979,1540.393310546875,1609.9788818359375,69.5855712890625,false
956,195,196,84683,2,16979,1351.134765625,1419.7325439453125,68.5977783203125,false
957,196,197,84683,2,16979,1419.7325439453125,1488.7354736328125,69.0029296875,false
958,191,192,84684,1,16980,1090.2303466796875,1164.7987060546875,74.568359375,false
959,183,184,84138,3,16434,201.57673645019531,201.57673645019531,0,false
960,193,194,84130,3,16426,47.572231292724609,47.572231292724609,0,false
961,190,191,84678,2,16974,1318.61474609375,1348.365478515625,29.750732421875,false
962,199,200,84683,1,16979,1609.9788818359375,1680.11865234375,70.1397705078125,false
963,192,193,84684,1,16980,1164.7987060546875,1234.6451416015625,69.846435546875,false
964,193,194,84684,1,16980,1234.6451416015625,1303.4017333984375,68.756591796875,false
965,195,196,84684,1,16980,1338.0418701171875,1406.8177490234375,68.77587890625,false
966,190,191,84680,1,16976,1194.6826171875,1228.555908203125,33.873291015625,false
967,198,199,84683,2,16979,1523.1077880859375,1592.85986328125,69.7520751953125,false
968,196,197,84684,1,16980,1406.8177490234375,1475.9739990234375,69.15625,false
969,191,192,84684,2,16980,1066.55419921875,1144.93603515625,78.3818359375,false
970,191,192,84685,1,16981,1048.0997314453125,1130.109619140625,82.0098876953125,false
971,198,199,84684,1,16980,1510.4154052734375,1580.2972412109375,69.8818359375,false
972,191,192,84685,2,16981,1019.7811279296875,1108.8570556640625,89.075927734375,false
973,198,199,84155,3,16451,837.00872802734375,1020.730712890625,183.72198486328125,false
974,199,200,84683,2,16979,1592.85986328125,1663.151123046875,70.291259765625,false
975,192,193,84684,2,16980,1144.93603515625,1215.9993896484375,71.0633544921875,false
976,193,194,84684,2,16980,1215.9993896484375,1285.2554931640625,69.256103515625,false
977,195,196,84684,2,16980,1320.06298828125,1389.10498046875,69.0419921875,false
978,196,197,84684,2,16980,1389.10498046875,1458.48388671875,69.37890625,false
979,189,190,84685,1,16981,855.81658935546875,998.0841064453125,142.26751708984375,false
980,191,192,84686,1,16982,996.91668701171875,1092.6849365234375,95.76824951171875,false
981,190,191,84679,2,16975,1198.9251708984375,1233.597412109375,34.6722412109375,false
982,187,188,84681,2,16977,899.4063720703125,966.76861572265625,67.36224365234375,false
983,199,200,84684,1,16980,1580.2972412109375,1650.706298828125,70.4090576171875,false
984,196,197,84685,1,16981,1376.1456298828125,1445.6962890625,69.5506591796875,false
985,191,192,84686,2,16982,960.94775390625,1068.741455078125,107.793701171875,false
986,185,186,84140,4,16436,201.89346313476562,201.89346313476562,0,false
987,194,195,84678,2,16974,1527.8331298828125,1559.230712890625,31.3975830078125,false
988,198,199,84684,2,16980,1493.024658203125,1563.0924072265625,70.0677490234375,false
989,192,193,84685,1,16981,1130.109619140625,1202.2784423828125,72.1688232421875,false
990,193,194,84685,1,16981,1202.2784423828125,1271.95458984375,69.6761474609375,false
991,195,196,84685,1,16981,1306.8958740234375,1376.1456298828125,69.249755859375,false
992,185,186,84679,2,16975,651.66912841796875,854.0596923828125,202.39056396484375,false
993,187,188,84681,1,16977,935.8133544921875,995.46795654296875,59.65460205078125,false
994,199,200,84684,2,16980,1563.0924072265625,1633.6697998046875,70.577392578125,false
995,198,199,84685,1,16981,1480.3134765625,1550.524169921875,70.210693359375,false
996,196,197,84685,2,16981,1358.445068359375,1428.243896484375,69.798828125,false
997,194,195,84132,3,16428,268.68121337890625,268.68121337890625,0,false
998,199,200,84685,1,16981,1550.524169921875,1621.2305908203125,70.7064208984375,false
999,192,193,84685,2,16981,1108.8570556640625,1183.264404296875,74.4073486328125,false
1000,193,194,84685,2,16981,1183.264404296875,1253.7186279296875,70.4542236328125,false
1001,195,196,84685,2,16981,1288.8795166015625,1358.445068359375,69.5655517578125,false
1002,198,199,84685,2,16981,1462.969970703125,1533.38232421875,70.412353515625,false
1003,191,192,84687,1,16983,931.49957275390625,1050.1781005859375,118.67852783203125,false
1004,199,200,84685,2,16981,1533.38232421875,1604.27001953125,70.8876953125,false
1005,192,193,84686,1,16982,1092.6849365234375,1169.1798095703125,76.494873046875,false
1006,193,194,84686,1,16982,1169.1798095703125,1240.3148193359375,71.135009765625,false
1007,195,196,84686,1,16982,1275.656005859375,1345.4710693359375,69.8150634765625,false
1008,196,197,84686,1,16982,1345.4710693359375,1415.4613037109375,69.990234375,false
1009,198,199,84686,1,16982,1450.2708740234375,1520.837646484375,70.5667724609375,false
1010,199,200,84699,1,16995,760.00860595703125,871.4656982421875,111.45709228515625,false
1011,194,195,84679,2,16975,1440.0296630859375,1474.5091552734375,34.4794921875,false
1012,187,188,84682,1,16978,867.39129638671875,941.98406982421875,74.5927734375,false
1013,192,193,84686,2,16982,1068.741455078125,1149.356201171875,80.61474609375,false
1014,196,197,84686,2,16982,1327.6746826171875,1397.9468994140625,70.272216796875,false
1015,192,193,84687,1,16983,1050.1781005859375,1134.618408203125,84.4403076171875,false
1016,192,193,84687,2,16983,1022.0142211914062,1113.6065673828125,91.59234619140625,false
1017,181,182,84132,1,16428,232.14762878417969,232.14762878417969,0,false
1018,197,198,84678,2,16974,1687.4901123046875,1720.06298828125,32.5728759765625,false
1019,199,200,84686,1,16982,1520.837646484375,1591.864013671875,71.0263671875,false
1020,195,196,84686,2,16982,1257.462646484375,1327.6746826171875,70.2120361328125,false
1021,198,199,84686,2,16982,1432.87646484375,1503.663330078125,70.786865234375,false
1022,199,200,84686,2,16982,1503.663330078125,1574.8856201171875,71.2222900390625,false
1023,196,197,84687,1,16983,1314.6885986328125,1385.1756591796875,70.487060546875,false
1024,197,198,84132,3,16428,268.68121337890625,268.68121337890625,0,false
1025,193,194,84686,2,16982,1149.356201171875,1221.8057861328125,72.4495849609375,false
1026,195,196,84687,1,16983,1244.1610107421875,1314.6885986328125,70.527587890625,false
1027,198,199,84687,1,16983,1420.1956787109375,1491.147705078125,70.9520263671875,false
1028,199,200,84687,1,16983,1491.147705078125,1562.516845703125,71.369140625,false
1029,196,197,84687,2,16983,1296.9552001953125,1367.76123046875,70.8060302734375,false
1030,198,199,84687,2,16983,1402.910400390625,1474.09423828125,71.183837890625,false
1031,192,193,84688,1,16984,999.52777099609375,1097.70947265625,98.18170166015625,false
1032,186,187,84681,2,16977,715.15484619140625,899.4063720703125,184.25152587890625,false
1033,193,194,84687,1,16983,1134.618408203125,1208.239501953125,73.62109375,false
1034,199,200,84687,2,16983,1474.09423828125,1545.6673583984375,71.5731201171875,false
1035,198,199,84688,1,16984,1390.2763671875,1461.63525390625,71.35888671875,false
1036,192,193,84688,2,16984,964.61004638671875,1074.3463134765625,109.73626708984375,false
1037,197,198,84697,2,16993,978.33349609375,1050.2391357421875,71.9056396484375,false
1038,195,196,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1039,200,201,84678,2,16974,1853.91552734375,1888.2022705078125,34.2867431640625,false
1040,193,194,84687,2,16983,1113.6065673828125,1189.4979248046875,75.891357421875,false
1041,195,196,84687,2,16983,1225.90380859375,1296.9552001953125,71.0513916015625,false
1042,193,194,84688,1,16984,1097.70947265625,1175.66650390625,77.95703125,false
1043,195,196,84688,1,16984,1212.493408203125,1283.975830078125,71.482421875,false
1044,196,197,84688,1,16984,1283.975830078125,1355.0291748046875,71.0533447265625,false
1045,199,200,84688,1,16984,1461.63525390625,1533.36181640625,71.7265625,false
1046,198,199,84688,2,16984,1372.9617919921875,1444.5712890625,71.6094970703125,false
1047,199,200,84688,2,16984,1444.5712890625,1516.5145263671875,71.9432373046875,false
1048,184,185,84139,3,16435,202.00167846679688,202.00167846679688,0,false
1049,193,194,84688,2,16984,1074.3463134765625,1156.2567138671875,81.910400390625,false
1050,195,196,84688,2,16984,1193.8843994140625,1266.1309814453125,72.24658203125,false
1051,196,197,84688,2,16984,1266.1309814453125,1337.5704345703125,71.439453125,false
1052,198,199,84689,1,16985,1360.2994384765625,1432.0982666015625,71.798828125,false
1053,199,200,84689,1,16985,1432.0982666015625,1504.204345703125,72.1060791015625,false
1054,199,200,84689,2,16985,1415.0399169921875,1487.3753662109375,72.33544921875,false
1055,193,194,84678,1,16974,1550.1473388671875,1600.9796142578125,50.832275390625,false
1056,197,198,84679,2,16975,1611.6500244140625,1645.8699951171875,34.219970703125,false
1057,191,192,84687,2,16983,885.75213623046875,1022.0142211914062,136.2620849609375,false
1058,192,193,84689,1,16985,936.2847900390625,1056.30810546875,120.0233154296875,false
1059,193,194,84689,1,16985,1056.30810546875,1141.8223876953125,85.5142822265625,false
1060,195,196,84689,1,16985,1180.159912109375,1253.053955078125,72.89404296875,false
1061,196,197,84689,1,16985,1253.053955078125,1324.798095703125,71.744140625,false
1062,193,194,84689,2,16985,1029.111328125,1121.273193359375,92.161865234375,false
1063,196,197,84689,2,16985,1235.058349609375,1307.3011474609375,72.2427978515625,false
1064,198,199,84689,2,16985,1342.9678955078125,1415.0399169921875,72.072021484375,false
1065,198,199,84690,1,16986,1330.2738037109375,1402.5531005859375,72.279296875,false
1066,199,200,84690,1,16986,1402.5531005859375,1475.06103515625,72.5079345703125,false
1067,199,200,84690,2,16986,1385.39697265625,1458.1524658203125,72.7554931640625,false
1068,190,191,84680,2,16976,1173.588623046875,1207.5535888671875,33.9649658203125,false
1069,193,194,84690,1,16986,1007.577880859375,1105.782958984375,98.205078125,false
1070,194,195,84680,1,16976,1429.981201171875,1463.8966064453125,33.9154052734375,false
1071,195,196,84689,2,16985,1160.968505859375,1235.058349609375,74.08984375,false
1072,195,196,84690,1,16986,1146.7025146484375,1221.83251953125,75.1300048828125,false
1073,196,197,84690,1,16986,1221.83251953125,1294.4791259765625,72.6466064453125,false
1074,193,194,84690,2,16986,974.26141357421875,1083.1009521484375,108.83953857421875,false
1075,198,199,84690,2,16986,1312.808349609375,1385.39697265625,72.588623046875,false
1076,198,199,84691,1,16987,1300.0130615234375,1372.837890625,72.8248291015625,false
1077,199,200,84691,1,16987,1372.837890625,1445.7796630859375,72.9417724609375,false
1078,198,199,84691,2,16987,1282.386962890625,1355.5772705078125,73.1903076171875,false
1079,199,200,84691,2,16987,1355.5772705078125,1428.7900390625,73.2127685546875,false
1080,200,201,84132,3,16428,268.68121337890625,268.68121337890625,0,false
1081,196,197,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1082,195,196,84690,2,16986,1126.345947265625,1203.457763671875,77.11181640625,false
1083,196,197,84690,2,16986,1203.457763671875,1276.8109130859375,73.3531494140625,false
1084,196,197,84691,1,16987,1189.91552734375,1263.85595703125,73.9404296875,false
1085,198,199,84692,1,16988,1269.367431640625,1342.8448486328125,73.4774169921875,false
1086,199,200,84692,1,16988,1342.8448486328125,1416.2659912109375,73.421142578125,false
1087,199,200,84692,2,16988,1325.2918701171875,1399.024658203125,73.7327880859375,false
1088,200,201,84715,2,17011,168.18605041503906,168.18605041503906,0,false
1089,200,201,84679,2,16975,1785.226806640625,1820.7064208984375,35.4796142578125,false
1090,195,196,84691,1,16987,1111.0482177734375,1189.91552734375,78.8673095703125,false
1091,195,196,84691,2,16987,1088.69384765625,1170.9332275390625,82.2393798828125,false
1092,196,197,84692,1,16988,1156.761474609375,1232.72412109375,75.962646484375,false
1093,198,199,84692,2,16988,1251.3416748046875,1325.2918701171875,73.9501953125,false
1094,198,199,84693,1,16989,1238.050048828125,1312.369873046875,74.31982421875,false
1095,199,200,84693,1,16989,1312.369873046875,1386.3385009765625,73.9686279296875,false
1096,199,200,84693,2,16989,1294.4390869140625,1368.7789306640625,74.33984375,false
1097,199,200,84694,1,16990,1281.14404296875,1355.7801513671875,74.6361083984375,false
1098,198,199,84695,2,16991,1149.399658203125,1228.9814453125,79.581787109375,false
1099,199,200,84698,1,16994,1129.45751953125,1227.2933349609375,97.8358154296875,false
1100,194,195,84680,2,16976,1409.3765869140625,1443.36474609375,33.9881591796875,false
1101,193,194,84691,1,16987,947.38848876953125,1065.6981201171875,118.30963134765625,false
1102,196,197,84691,2,16987,1170.9332275390625,1245.9617919921875,75.028564453125,false
1103,195,196,84692,2,16988,1045.421875,1136.52099609375,91.09912109375,false
1104,198,199,84693,2,16989,1219.4510498046875,1294.4390869140625,74.988037109375,false
1105,199,200,84695,1,16991,1248.6849365234375,1324.1861572265625,75.501220703125,false
1106,199,200,84695,2,16991,1228.9814453125,1305.1865234375,76.205078125,false
1107,194,195,84703,1,16999,182.79682922363281,182.79682922363281,0,false
1108,195,196,84692,1,16988,1071.4759521484375,1156.761474609375,85.2855224609375,false
1109,196,197,84692,2,16988,1136.52099609375,1214.302978515625,77.781982421875,false
1110,196,197,84693,1,16989,1121.3115234375,1200.6854248046875,79.3739013671875,false
1111,198,199,84694,1,16990,1205.606689453125,1281.14404296875,75.537353515625,false
1112,199,200,84694,2,16990,1262.5311279296875,1337.6854248046875,75.154296875,false
1113,190,191,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1114,187,188,84143,4,16439,201.2158203125,201.2158203125,0,false
1115,200,201,84155,3,16451,1133.8206787109375,1177.8033447265625,43.982666015625,false
1116,190,191,84678,3,16974,1353.7626953125,1382.2247314453125,28.4620361328125,false
1117,194,195,84681,1,16977,1394.6212158203125,1428.70068359375,34.0794677734375,false
1118,192,193,84689,2,16985,892.55364990234375,1029.111328125,136.55767822265625,false
1119,195,196,84693,1,16989,1024.912109375,1121.3115234375,96.3994140625,false
1120,196,197,84693,2,16989,1098.830078125,1181.4395751953125,82.6094970703125,false
1121,196,197,84694,1,16990,1081.5078125,1167.043212890625,85.535400390625,false
1122,198,199,84694,2,16990,1185.8646240234375,1262.5311279296875,76.66650390625,false
1123,198,199,84695,1,16991,1171.1505126953125,1248.6849365234375,77.534423828125,false
1124,196,197,84695,2,16991,997.01043701171875,1106.15185546875,109.14141845703125,false
1125,199,200,84696,1,16992,1214.1865234375,1291.0538330078125,76.8673095703125,false
1126,198,199,84697,1,16993,1089.4287109375,1179.8951416015625,90.4664306640625,false
1127,197,198,84680,1,16976,1599.4063720703125,1633.3216552734375,33.915283203125,false
1128,190,191,84681,1,16977,1157.7879638671875,1192.0001220703125,34.212158203125,false
1129,190,191,84681,2,16977,1140.073974609375,1174.8192138671875,34.7452392578125,false
1130,195,196,84693,2,16989,992.53326416015625,1098.830078125,106.29681396484375,false
1131,196,197,84694,2,16990,1054.4913330078125,1146.1024169921875,91.611083984375,false
1132,196,197,84695,1,16991,1032.947265625,1130.3338623046875,97.3865966796875,false
1133,199,200,84697,1,16993,1179.8951416015625,1257.967529296875,78.0723876953125,false
1134,198,199,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1135,197,198,84680,2,16976,1579.169677734375,1613.1583251953125,33.9886474609375,false
1136,198,199,84696,1,16992,1132.8179931640625,1214.1865234375,81.3685302734375,false
1137,197,198,84681,1,16977,1564.8116455078125,1598.8671875,34.0555419921875,false
1138,194,195,84681,2,16977,1378.3450927734375,1412.4954833984375,34.150390625,false
1139,190,191,84682,1,16978,1126.1502685546875,1161.392333984375,35.2420654296875,false
1140,195,196,84694,1,16990,966.0103759765625,1081.5078125,115.4974365234375,false
1141,199,200,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1142,200,201,84680,2,16976,1751.8031005859375,1787.1431884765625,35.340087890625,false
1143,193,194,84691,2,16987,905.61602783203125,1039.455078125,133.83905029296875,false
1144,198,199,84698,1,16994,992.26715087890625,1129.45751953125,137.19036865234375,false
1145,200,201,84680,1,16976,1771.671142578125,1806.9375,35.266357421875,false
1146,200,201,84681,1,16977,1737.7633056640625,1773.1632080078125,35.39990234375,false
1147,194,195,84682,1,16978,1365.686279296875,1399.8941650390625,34.2078857421875,false
1148,187,188,84682,2,16978,815.68310546875,901.18121337890625,85.49810791015625,false
1149,191,192,84688,1,16984,848.4163818359375,999.52777099609375,151.11138916015625,false
1150,196,197,84696,1,16992,966.80291748046875,1087.39599609375,120.59307861328125,false
1151,190,191,84679,1,16975,1190.03759765625,1225.1300048828125,35.0924072265625,false
