step,frame,global_frame,step_time,rp_u2,rp_rf2,odb_element,odb_integration_point,source_storage_ip,mapped_physical_element,centroid_x,centroid_y,relation_to_worst_event,sdv14,sdv15,sdv16,abs_sdv14_minus_sdv15
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98588848114013672,0.98589599132537842,222.65171813964844,7.5101852416992188e-06
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0023373365402222,1.0023409128189087,232.453857421875,3.5762786865234375e-06
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99986118078231812,0.9997107982635498,220.88490295410156,0.00015038251876831055
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98824834823608398,0.98825687170028687,232.14762878417969,8.5234642028808594e-06
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98889255523681641,0.98890089988708496,222.09455871582031,8.3446502685546875e-06
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.9990534782409668,0.99885618686676025,268.68121337890625,0.00019729137420654297
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99932301044464111,0.99915146827697754,257.94308471679688,0.00017154216766357422
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.91090154647827148,0.91360515356063843,55.879322052001953,0.0027036070823669434
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.97928732633590698,0.9803544282913208,180.34220886230469,0.0010671019554138184
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.87218904495239258,0.87457722425460815,10.330629348754883,0.0023881793022155762
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.95255523920059204,0.95431303977966309,165.87860107421875,0.0017578005790710449
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0034624338150024,1.0038449764251709,316.35507202148438,0.00038254261016845703
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0011242628097534,1.0012730360031128,440.38418579101562,0.000148773193359375
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.98428398370742798,0.98570317029953003,326.64913940429688,0.0014191865921020508
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99060237407684326,0.99172663688659668,452.55856323242188,0.001124262809753418
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,1.0003746747970581,1.0004388093948364,597.49908447265625,6.4134597778320312e-05
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0006648302078247,1.0007315874099731,624.90966796875,6.67572021484375e-05
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99317902326583862,0.99416357278823853,539.6600341796875,0.00098454952239990234
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99390029907226562,0.99479782581329346,564.8436279296875,0.00089752674102783203
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85410892963409424,0.85413455963134766,2.5626449584960938,2.5629997253417969e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88001382350921631,0.88005691766738892,3.1566281318664551,4.3094158172607422e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94037127494812012,0.94038897752761841,2.4745321273803711,1.7702579498291016e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.95382332801818848,0.95389062166213989,3.0100438594818115,6.7293643951416016e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.8671690821647644,0.86717420816421509,8.6782331466674805,5.1259994506835938e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94827711582183838,0.94828099012374878,140.02508544921875,3.8743019104003906e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90553265810012817,0.90553724765777588,47.572231292724609,4.5895576477050781e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97710597515106201,0.97713190317153931,150.66653442382812,2.5928020477294922e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98008990287780762,0.98009461164474487,232.23213195800781,4.7087669372558594e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98589599132537842,0.98590421676635742,222.65171813964844,8.2254409790039062e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0023409128189087,1.0023180246353149,232.453857421875,2.288818359375e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.9997107982635498,0.99953329563140869,220.88490295410156,0.00017750263214111328
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98825687170028687,0.98826617002487183,232.14762878417969,9.2983245849609375e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98890089988708496,0.98890954256057739,222.09455871582031,8.6426734924316406e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99885618686676025,0.99863922595977783,268.68121337890625,0.00021696090698242188
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99915146827697754,0.9989812970161438,257.94308471679688,0.00017017126083374023
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.91360515356063843,0.91680097579956055,59.808444976806641,0.0031958222389221191
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.9803544282913208,0.9815635085105896,194.0755615234375,0.0012090802192687988
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.87457722425460815,0.87737846374511719,11.099126815795898,0.0028012394905090332
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.95431303977966309,0.95629048347473145,177.91970825195312,0.0019774436950683594
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0038449764251709,1.0042253732681274,349.21148681640625,0.00038039684295654297
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0012730360031128,1.0013761520385742,519.92645263671875,0.00010311603546142578
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.98570317029953003,0.98721283674240112,360.34536743164062,0.0015096664428710938
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99172663688659668,0.9927821159362793,533.8631591796875,0.0010554790496826172
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,1.0004388093948364,1.000446081161499,712.0478515625,7.2717666625976562e-06
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0007315874099731,1.0007542371749878,738.275390625,2.2649765014648438e-05
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99416357278823853,0.99500960111618042,645.98419189453125,0.00084602832794189453
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99479782581329346,0.99552595615386963,670.1312255859375,0.00072813034057617188
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85416537523269653,0.85419869422912598,2.5626449584960938,3.3318996429443359e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88010340929031372,0.88014775514602661,3.1566281318664551,4.4345855712890625e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94041770696640015,0.9404563307762146,2.4745321273803711,3.8623809814453125e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.95396459102630615,0.95403528213500977,3.0100438594818115,7.0691108703613281e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.86718130111694336,0.86719018220901489,8.6782331466674805,8.8810920715332031e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94828522205352783,0.94828939437866211,140.02508544921875,4.1723251342773438e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90554070472717285,0.90554249286651611,47.572231292724609,1.7881393432617188e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97712653875350952,0.9770817756652832,150.66653442382812,4.4763088226318359e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98009926080703735,0.98010319471359253,232.23213195800781,3.9339065551757812e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98591285943984985,0.98592078685760498,222.65171813964844,7.9274177551269531e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0022588968276978,1.0021626949310303,232.453857421875,9.6201896667480469e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99933618307113647,0.99914592504501343,220.88490295410156,0.00019025802612304688
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98827588558197021,0.98828470706939697,232.14762878417969,8.8214874267578125e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98891818523406982,0.9889255166053772,222.09455871582031,7.3313713073730469e-06
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99841535091400146,0.99821799993515015,268.68121337890625,0.00019735097885131836
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99882245063781738,0.99869966506958008,257.94308471679688,0.00012278556823730469
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.92059177160263062,0.92468500137329102,71.075019836425781,0.0040932297706604004
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.98292863368988037,0.98432779312133789,234.11334228515625,0.0013991594314575195
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.88067972660064697,0.88422894477844238,13.330838203430176,0.0035492181777954102
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.95850491523742676,0.96075493097305298,212.4132080078125,0.0022500157356262207
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0045907497406006,1.0048984289169312,440.96136474609375,0.00030767917633056641
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0014356374740601,1.0014556646347046,719.718994140625,2.002716064453125e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.98880147933959961,0.99031287431716919,449.50155639648438,0.0015113949775695801
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99374812841415405,0.99454087018966675,732.05914306640625,0.00079274177551269531
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,1.0004063844680786,1.0003398656845093,970.1663818359375,6.6518783569335938e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0007497072219849,1.0007342100143433,964.09735107421875,1.5497207641601562e-05
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99570661783218384,0.99620360136032104,889.0013427734375,0.00049698352813720703
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99611079692840576,0.99651843309402466,883.013427734375,0.00040763616561889648
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85423451662063599,0.85427004098892212,2.5626449584960938,3.5524368286132812e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88018983602523804,0.88022685050964355,3.1566281318664551,3.7014484405517578e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94050443172454834,0.94055765867233276,2.4745321273803711,5.3226947784423828e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.9541013240814209,0.95415753126144409,3.0100438594818115,5.6207180023193359e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.86720085144042969,0.86721247434616089,8.6782331466674805,1.1622905731201172e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94829350709915161,0.94829726219177246,140.02508544921875,3.7550926208496094e-06
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90554261207580566,0.90554118156433105,47.572231292724609,1.430511474609375e-06
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97699731588363647,0.97688263654708862,150.66653442382812,0.00011467933654785156
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98010629415512085,0.98010849952697754,232.23213195800781,2.2053718566894531e-06
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98592787981033325,0.98593378067016602,222.65171813964844,5.9008598327636719e-06
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.002030611038208,1.0018758773803711,232.453857421875,0.00015473365783691406
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99896824359893799,0.99881738424301147,220.88490295410156,0.00015085935592651367
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.9882926344871521,0.98829925060272217,232.14762878417969,6.6161155700683594e-06
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98893171548843384,0.98893654346466064,222.09455871582031,4.8279762268066406e-06
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99805045127868652,0.99792343378067017,268.68121337890625,0.00012701749801635742
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99860543012619019,0.99853956699371338,257.94308471679688,6.5863132476806641e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.92916184663772583,0.93366014957427979,87.331581115722656,0.0044983029365539551
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.98578470945358276,0.98718565702438354,292.6070556640625,0.0014009475708007812
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.88810610771179199,0.89201277494430542,16.599027633666992,0.0039066672325134277
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.96307080984115601,0.96527504920959473,261.63174438476562,0.0022042393684387207
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0051543712615967,1.0053448677062988,555.928955078125,0.00019049644470214844
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0014506578445435,1.0014313459396362,919.34954833984375,1.9311904907226562e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99176448583602905,0.99305498600006104,558.44732666015625,0.0012905001640319824
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99519228935241699,0.99568897485733032,924.48175048828125,0.00049668550491333008
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,1.0002615451812744,1.0001873970031738,1184.9124755859375,7.4148178100585938e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0007166862487793,1.0007023811340332,1121.134765625,1.430511474609375e-05
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99654459953308105,0.99674826860427856,1097.615478515625,0.00020366907119750977
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99681121110916138,0.99700814485549927,1037.052978515625,0.00019693374633789062
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85427004098892212,0.85430657863616943,2.5626449584960938,3.6537647247314453e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88022685050964355,0.88026106357574463,3.1566281318664551,3.4213066101074219e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94055765867233276,0.94061678647994995,2.4745321273803711,5.91278076171875e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.95415753126144409,0.95420700311660767,3.0100438594818115,4.9471855163574219e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.86721247434616089,0.8672252893447876,8.6782331466674805,1.2814998626708984e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94829726219177246,0.94830083847045898,140.02508544921875,3.5762786865234375e-06
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90554118156433105,0.90553843975067139,47.572231292724609,2.7418136596679688e-06
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97688263654708862,0.9767385721206665,150.66653442382812,0.00014406442642211914
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98010849952697754,0.9801100492477417,232.23213195800781,1.5497207641601562e-06
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98593378067016602,0.9859389066696167,222.65171813964844,5.1259994506835938e-06
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0018758773803711,1.0016974210739136,232.453857421875,0.00017845630645751953
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99881738424301147,0.99868601560592651,220.88490295410156,0.00013136863708496094
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98829925060272217,0.98830503225326538,232.14762878417969,5.7816505432128906e-06
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98893654346466064,0.9889405369758606,222.09455871582031,3.9935111999511719e-06
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99792343378067017,0.99782651662826538,268.68121337890625,9.6917152404785156e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99853956699371338,0.99848967790603638,257.94308471679688,4.9889087677001953e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.93366014957427979,0.93825381994247437,97.495193481445312,0.0045936703681945801
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.98718565702438354,0.98856145143508911,329.39968872070312,0.0013757944107055664
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.89201277494430542,0.89603120088577271,18.667484283447266,0.0040184259414672852
