event_index,previous_step,previous_frame,previous_global_frame,previous_step_time,previous_rp_u2,previous_rp_rf2,current_step,current_frame,current_global_frame,current_step_time,current_rp_u2,current_rp_rf2,odb_element,odb_integration_point,odb_value_index,source_storage_ip,mapped_physical_element,mapped_u1_element,mapped_u2_element,centroid_x,centroid_y,distance_to_notch_tip,distance_to_ligament_y0,previous_sdv15,current_sdv15,signed_change,decrease_magnitude,previous_sdv14,current_sdv14,previous_sdv16,current_sdv16,sdv16_signed_change,previous_abs_sdv14_minus_sdv15,current_abs_sdv14_minus_sdv15,tolerance_bin,spatial_region,response_region,inside_connected_crack_corridor,preliminary_interpretation
1750,Step-2,61,162,0.61176472902297974,0.0060399998910725117,0.7592618465423584,Step-2,62,163,0.62352943420410156,0.0060600000433623791,0.76037156581878662,92291,2,98345,2,24587,24587,58439,-0.10619140625,0.091632582700000006,0.14026098878029086,0.091632582700000006,0.0014940837863832712,0.0014940157998353243,-6.7986547946929932e-08,6.7986547946929932e-08,0.0014941132394596934,0.0014940521214157343,0.00025120429927483201,0.00025120429927483201,0,2.9453076422214508e-08,3.6321580410003662e-08,le_odb_precision_tol,off_ligament,before_peak,false,retained_precision_effect
1751,Step-2,92,193,0.92352938652038574,0.0065700002014636993,0.75541102886199951,Step-2,93,194,0.93529409170150757,0.0065899998880922794,0.75460690259933472,75363,4,30635,3,7659,7659,41511,-0.15392578125,-0.14113166420000001,0.2088331697151686,0.14113166420000001,0.00067649781703948975,0.00067642994690686464,-6.7870132625102997e-08,6.7870132625102997e-08,0.0006765062571503222,0.00067645643139258027,0.00012123635679017752,0.00012123635679017752,0,8.440110832452774e-09,2.648448571562767e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1752,Step-2,72,173,0.7235293984413147,0.0062299999408423901,0.76128971576690674,Step-2,73,174,0.73529410362243652,0.0062500000931322575,0.76123642921447754,77005,3,37202,4,9301,9301,43153,-0.060714843749999997,-0.066757813200000002,0.090238006819925984,0.066757813200000002,0.0034998639021068811,0.0034997961483895779,-6.7753717303276062e-08,6.7753717303276062e-08,0.0034998934715986252,0.0034998308401554823,0.00087133276974782348,0.00087133276974782348,0,2.9569491744041443e-08,3.4691765904426575e-08,le_odb_precision_tol,off_ligament,early_post_peak,false,retained_precision_effect
1753,Step-2,72,173,0.7235293984413147,0.0062299999408423901,0.76128971576690674,Step-2,73,174,0.73529410362243652,0.0062500000931322575,0.76123642921447754,91747,1,96168,1,24043,24043,57895,-0.060714843749999997,0.066757812499999999,0.090238006302068033,0.066757812499999999,0.0034998639021068811,0.0034997961483895779,-6.7753717303276062e-08,6.7753717303276062e-08,0.0034998932387679815,0.0034998306073248386,0.00087133276974782348,0.00087133276974782348,0,2.9336661100387573e-08,3.4458935260772705e-08,le_odb_precision_tol,off_ligament,early_post_peak,false,retained_precision_effect
1754,Step-2,92,193,0.92352938652038574,0.0065700002014636993,0.75541102886199951,Step-2,93,194,0.93529409170150757,0.0065899998880922794,0.75460690259933472,93381,3,102706,4,25677,25677,59529,-0.15392578125,0.1411316635,0.20883316924210121,0.1411316635,0.00054725783411413431,0.00054719019681215286,-6.7637301981449127e-08,6.7637301981449127e-08,0.00054729834664613008,0.00054721900960430503,8.3111372077837586e-05,8.3111372077837586e-05,0,4.0512531995773315e-08,2.8812792152166367e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1755,Step-2,73,174,0.73529410362243652,0.0062500000931322575,0.76123642921447754,Step-2,74,175,0.74117648601531982,0.0062600001692771912,0.76122230291366577,75910,3,32822,4,8206,8206,42058,-0.13005859375000001,-0.11638212380000001,0.1745280394332844,0.11638212380000001,0.0005908359307795763,0.00059076864272356033,-6.7288056015968323e-08,6.7288056015968323e-08,0.00059089966816827655,0.0005908359307795763,0.00014533796638716012,0.00014533796638716012,0,6.3737388700246811e-08,6.7288056015968323e-08,le_odb_precision_tol,off_ligament,early_post_peak,false,retained_precision_effect
1756,Step-2,54,155,0.54117649793624878,0.0059199999086558819,0.74924981594085693,Step-2,55,156,0.55294120311737061,0.0059400000609457493,0.7511478066444397,76457,3,35010,4,8753,8753,42605,-0.10619140625,-0.091632583399999995,0.14026098923760125,0.091632583399999995,0.00084337434964254498,0.00084330706158652902,-6.7288056015968323e-08,6.7288056015968323e-08,0.00084340636385604739,0.00084334146231412888,0.00021802278934046626,0.00021802278934046626,0,3.2014213502407074e-08,3.4400727599859238e-08,le_odb_precision_tol,off_ligament,before_peak,false,retained_precision_effect
1757,Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,Step-2,92,193,0.92352938652038574,0.0065700002014636993,0.75541102886199951,76457,4,35011,3,8753,8753,42605,-0.10619140625,-0.091632583399999995,0.14026098923760125,0.091632583399999995,0.0014903279952704906,0.0014902607072144747,-6.7288056015968323e-08,6.7288056015968323e-08,0.0014903643168509007,0.001490293419919908,0.00025120429927483201,0.00025120429927483201,0,3.6321580410003662e-08,3.2712705433368683e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1758,Step-2,54,155,0.54117649793624878,0.0059199999086558819,0.74924981594085693,Step-2,55,156,0.55294120311737061,0.0059400000609457493,0.7511478066444397,92291,1,98344,1,24587,24587,58439,-0.10619140625,0.091632582700000006,0.14026098878029086,0.091632582700000006,0.00084337434964254498,0.00084330706158652902,-6.7288056015968323e-08,6.7288056015968323e-08,0.00084340630564838648,0.00084334146231412888,0.00021802278934046626,0.00021802278934046626,0,3.1956005841493607e-08,3.4400727599859238e-08,le_odb_precision_tol,off_ligament,before_peak,false,retained_precision_effect
1759,Step-2,73,174,0.73529410362243652,0.0062500000931322575,0.76123642921447754,Step-2,74,175,0.74117648601531982,0.0062600001692771912,0.76122230291366577,92836,1,100524,1,25132,25132,58984,-0.13005859375000001,0.1163821231,0.17452803896649699,0.1163821231,0.0005908359307795763,0.00059076864272356033,-6.7288056015968323e-08,6.7288056015968323e-08,0.00059089966816827655,0.0005908359307795763,0.00014533796638716012,0.00014533796638716012,0,6.3737388700246811e-08,6.7288056015968323e-08,le_odb_precision_tol,off_ligament,early_post_peak,false,retained_precision_effect
1760,Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,Step-2,92,193,0.92352938652038574,0.0065700002014636993,0.75541102886199951,92291,2,98345,2,24587,24587,58439,-0.10619140625,0.091632582700000006,0.14026098878029086,0.091632582700000006,0.0014903435949236155,0.0014902764232829213,-6.7171640694141388e-08,6.7171640694141388e-08,0.0014903798000887036,0.0014903090195730329,0.00025120429927483201,0.00025120429927483201,0,3.6205165088176727e-08,3.2596290111541748e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1761,Step-2,95,196,0.9529411792755127,0.0066200001165270805,0.75330495834350586,Step-2,96,197,0.96470588445663452,0.0066399998031556606,0.75234884023666382,76506,3,35206,4,8802,8802,42654,0.0195,-0.091632583399999995,0.093684472248916226,0.091632583399999995,0.037960804998874664,0.037960737943649292,-6.7055225372314453e-08,6.7055225372314453e-08,0.037960834801197052,0.037960771471261978,0.006697444710880518,0.006697444710880518,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1762,Step-2,97,198,0.97058820724487305,0.0066499998793005943,0.75183159112930298,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,76507,3,35210,4,8803,8803,42655,0.020500000000000001,-0.091632583399999995,0.093897712115673798,0.091632583399999995,0.038308758288621902,0.03830869123339653,-6.7055225372314453e-08,6.7055225372314453e-08,0.03830878809094429,0.038308724761009216,0.0067507266066968441,0.0067507266066968441,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1763,Step-2,97,198,0.97058820724487305,0.0066499998793005943,0.75183159112930298,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,76507,4,35211,3,8803,8803,42655,0.020500000000000001,-0.091632583399999995,0.093897712115673798,0.091632583399999995,0.038505915552377701,0.038505848497152328,-6.7055225372314453e-08,6.7055225372314453e-08,0.038505949079990387,0.038505882024765015,0.0068018799647688866,0.0068018799647688866,0,3.3527612686157227e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1764,Step-2,97,198,0.97058820724487305,0.0066499998793005943,0.75183159112930298,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,76508,3,35214,4,8804,8804,42656,0.021500000000000002,-0.091632583399999995,0.094121094025505017,0.091632583399999995,0.038648497313261032,0.03864843025803566,-6.7055225372314453e-08,6.7055225372314453e-08,0.038648530840873718,0.038648463785648346,0.0068032653070986271,0.0068032653070986271,0,3.3527612686157227e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1765,Step-2,97,198,0.97058820724487305,0.0066499998793005943,0.75183159112930298,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,76508,4,35215,3,8804,8804,42656,0.021500000000000002,-0.091632583399999995,0.094121094025505017,0.091632583399999995,0.038840878754854202,0.03884081169962883,-6.7055225372314453e-08,6.7055225372314453e-08,0.03884090855717659,0.038840845227241516,0.0068537578918039799,0.0068537578918039799,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1766,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,Step-2,99,200,0.9941176176071167,0.0066900001838803291,0.74967306852340698,76508,4,35215,3,8804,8804,42656,0.021500000000000002,-0.091632583399999995,0.094121094025505017,0.091632583399999995,0.03884081169962883,0.038840744644403458,-6.7055225372314453e-08,6.7055225372314453e-08,0.038840845227241516,0.038840778172016144,0.0068537578918039799,0.0068537578918039799,0,3.3527612686157227e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1767,Step-2,97,198,0.97058820724487305,0.0066499998793005943,0.75183159112930298,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,76509,3,35218,4,8805,8805,42657,0.022499999999999999,-0.091632583399999995,0.094354545945375387,0.091632583399999995,0.038979988545179367,0.038979921489953995,-6.7055225372314453e-08,6.7055225372314453e-08,0.038980018347501755,0.038979951292276382,0.00685478700324893,0.00685478700324893,0,2.9802322387695312e-08,2.9802322387695312e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1768,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,Step-2,99,200,0.9941176176071167,0.0066900001838803291,0.74967306852340698,76509,3,35218,4,8805,8805,42657,0.022499999999999999,-0.091632583399999995,0.094354545945375387,0.091632583399999995,0.038979921489953995,0.038979854434728622,-6.7055225372314453e-08,6.7055225372314453e-08,0.038979951292276382,0.03897988423705101,0.00685478700324893,0.00685478700324893,0,2.9802322387695312e-08,2.9802322387695312e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1769,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,Step-2,99,200,0.9941176176071167,0.0066900001838803291,0.74967306852340698,76511,3,35226,4,8807,8807,42659,0.024500000000000001,-0.091632583399999995,0.094851359191937545,0.091632583399999995,0.039618737995624542,0.03961867094039917,-6.7055225372314453e-08,6.7055225372314453e-08,0.039618771523237228,0.039618704468011856,0.0069532855413854122,0.0069532855413854122,0,3.3527612686157227e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1770,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,Step-2,99,200,0.9941176176071167,0.0066900001838803291,0.74967306852340698,76511,4,35227,3,8807,8807,42659,0.024500000000000001,-0.091632583399999995,0.094851359191937545,0.091632583399999995,0.039797361940145493,0.03979729488492012,-6.7055225372314453e-08,6.7055225372314453e-08,0.03979739174246788,0.039797328412532806,0.007001800462603569,0.007001800462603569,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1771,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,Step-2,99,200,0.9941176176071167,0.0066900001838803291,0.74967306852340698,76512,3,35230,4,8808,8808,42660,0.025500000000000002,-0.091632583399999995,0.095114564292530693,0.091632583399999995,0.039926555007696152,0.039926487952470779,-6.7055225372314453e-08,6.7055225372314453e-08,0.039926584810018539,0.039926521480083466,0.007001074030995369,0.007001074030995369,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1772,Step-2,95,196,0.9529411792755127,0.0066200001165270805,0.75330495834350586,Step-2,96,197,0.96470588445663452,0.0066399998031556606,0.75234884023666382,92339,2,98537,2,24635,24635,58487,0.018499999999999999,0.091632582700000006,0.093481443143932808,0.091632582700000006,0.037811197340488434,0.037811130285263062,-6.7055225372314453e-08,6.7055225372314453e-08,0.037811227142810822,0.037811163812875748,0.0066949278116226196,0.0066949278116226196,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1773,Step-2,95,196,0.9529411792755127,0.0066200001165270805,0.75330495834350586,Step-2,96,197,0.96470588445663452,0.0066399998031556606,0.75234884023666382,92340,1,98540,1,24636,24636,58488,0.0195,0.091632582700000006,0.093684471564247737,0.091632582700000006,0.03796079009771347,0.037960723042488098,-6.7055225372314453e-08,6.7055225372314453e-08,0.037960819900035858,0.037960756570100784,0.006697444710880518,0.006697444710880518,0,2.9802322387695312e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
1774,Step-2,97,198,0.97058820724487305,0.0066499998793005943,0.75183159112930298,Step-2,98,199,0.98235291242599487,0.0066700000315904617,0.75078326463699341,92341,1,98544,1,24637,24637,58489,0.020500000000000001,0.091632582700000006,0.093897711432560177,0.091632582700000006,0.03830873966217041,0.038308672606945038,-6.7055225372314453e-08,6.7055225372314453e-08,0.038308773189783096,0.038308706134557724,0.0067507266066968441,0.0067507266066968441,0,3.3527612686157227e-08,3.3527612686157227e-08,le_odb_precision_tol,off_ligament,late_post_peak,false,retained_precision_effect
