event_index,previous_step,previous_frame,previous_global_frame,previous_step_time,previous_rp_u2,previous_rp_rf2,current_step,current_frame,current_global_frame,current_step_time,current_rp_u2,current_rp_rf2,odb_element,odb_integration_point,odb_value_index,source_storage_ip,mapped_physical_element,mapped_u1_element,mapped_u2_element,centroid_x,centroid_y,distance_to_notch_tip,distance_to_ligament_y0,previous_sdv15,current_sdv15,signed_change,decrease_magnitude,previous_sdv14,current_sdv14,previous_sdv16,current_sdv16,sdv16_signed_change,previous_abs_sdv14_minus_sdv15,current_abs_sdv14_minus_sdv15,tolerance_bin,spatial_region,response_region,inside_connected_crack_corridor,preliminary_interpretation
21,Step-2,82,183,0.82352942228317261,0.006399999838322401,0.76003456115722656,Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84131,4,65707,3,16427,16427,50279,0.00050000000000000001,-0.00050000035000000002,0.00070710702867396425,0.00050000035000000002,0.99996775388717651,0.9997107982635498,-0.00025695562362670898,0.00025695562362670898,1.0000337362289429,0.99986118078231812,220.88490295410156,220.88490295410156,0,6.5982341766357422e-05,0.00015038251876831055,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
22,Step-2,82,183,0.82352942228317261,0.006399999838322401,0.76003456115722656,Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84134,3,65718,4,16430,16430,50282,0.0034999999999999996,-0.00050000035000000002,0.0035355339554302288,0.00050000035000000002,0.99933403730392456,0.9990883469581604,-0.00024569034576416016,0.00024569034576416016,0.9994085431098938,0.99922728538513184,204.5533447265625,204.5533447265625,0,7.4505805969238281e-05,0.00013893842697143555,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
23,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84134,3,65718,4,16430,16430,50282,0.0034999999999999996,-0.00050000035000000002,0.0035355339554302288,0.00050000035000000002,0.99894517660140991,0.9987034797668457,-0.00024169683456420898,0.00024169683456420898,0.9990883469581604,0.998809814453125,204.5533447265625,204.5533447265625,0,0.00014317035675048828,0.00010633468627929688,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
24,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84133,4,65715,3,16429,16429,50281,0.0025000000000000001,-0.00050000035000000002,0.002549509825437063,0.00050000035000000002,0.99895620346069336,0.99871551990509033,-0.00024068355560302734,0.00024068355560302734,0.99910438060760498,0.99881958961486816,207.03047180175781,207.03047180175781,0,0.00014817714691162109,0.00010406970977783203,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
25,Step-2,94,195,0.94117647409439087,0.0065999999642372131,0.75419896841049194,Step-2,95,196,0.9529411792755127,0.0066200001165270805,0.75330495834350586,84131,3,65706,4,16427,16427,50279,0.00050000000000000001,-0.00050000035000000002,0.00070710702867396425,0.00050000035000000002,0.99950641393661499,0.99926775693893433,-0.00023865699768066406,0.00023865699768066406,0.99963885545730591,0.99938470125198364,232.453857421875,232.453857421875,0,0.00013244152069091797,0.00011694431304931641,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
26,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84135,4,65723,3,16431,16431,50283,0.0045000000000000005,-0.00050000035000000002,0.0045276926077197563,0.00050000035000000002,0.99914610385894775,0.99890899658203125,-0.00023710727691650391,0.00023710727691650391,0.99925494194030762,0.99902218580245972,202.06367492675781,202.06367492675781,0,0.00010883808135986328,0.0001131892204284668,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
27,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84134,4,65719,3,16430,16430,50282,0.0034999999999999996,-0.00050000035000000002,0.0035355339554302288,0.00050000035000000002,0.99902510643005371,0.99878811836242676,-0.00023698806762695312,0.00023698806762695312,0.99915802478790283,0.99889445304870605,203.03425598144531,203.03425598144531,0,0.00013291835784912109,0.00010633468627929688,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
28,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84135,3,65722,4,16431,16431,50283,0.0045000000000000005,-0.00050000035000000002,0.0045276926077197563,0.00050000035000000002,0.99907892942428589,0.99884319305419922,-0.00023573637008666992,0.00023573637008666992,0.9992026686668396,0.99895137548446655,202.22296142578125,202.22296142578125,0,0.00012373924255371094,0.00010818243026733398,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
29,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84133,3,65714,4,16429,16429,50281,0.0025000000000000001,-0.00050000035000000002,0.002549509825437063,0.00050000035000000002,0.99906629323959351,0.99883294105529785,-0.0002333521842956543,0.0002333521842956543,0.99921798706054688,0.99893075227737427,209.57473754882812,209.57473754882812,0,0.00015169382095336914,9.7811222076416016e-05,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
30,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84136,3,65726,4,16432,16432,50284,0.0055000000000000005,-0.00050000035000000002,0.0055226805402811534,0.00050000035000000002,0.9991944432258606,0.99896305799484253,-0.00023138523101806641,0.00023138523101806641,0.99928998947143555,0.99907726049423218,201.05180358886719,201.05180358886719,0,9.5546245574951172e-05,0.00011420249938964844,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
31,Step-2,81,182,0.81176471710205078,0.006380000151693821,0.76031827926635742,Step-2,82,183,0.82352942228317261,0.006399999838322401,0.76003456115722656,84132,3,65710,4,16428,16428,50280,0.0015,-0.00050000035000000002,0.0015811389407639426,0.00050000035000000002,0.99943745136260986,0.99921154975891113,-0.00022590160369873047,0.00022590160369873047,0.99951475858688354,0.99934053421020508,268.68121337890625,268.68121337890625,0,7.7307224273681641e-05,0.00012898445129394531,gt_1e-4,near_ligament,early_post_peak,true,insufficient_mapping_evidence
32,Step-2,94,195,0.94117647409439087,0.0065999999642372131,0.75419896841049194,Step-2,95,196,0.9529411792755127,0.0066200001165270805,0.75330495834350586,84130,4,65703,3,16426,16426,50278,-0.00050000000000000001,-0.00050000035000000002,0.00070710702867396425,0.00050000035000000002,0.97473818063735962,0.97451615333557129,-0.00022202730178833008,0.00022202730178833008,0.97486156225204468,0.97462493181228638,150.66653442382812,150.66653442382812,0,0.00012338161468505859,0.00010877847671508789,gt_1e-4,near_ligament,late_post_peak,false,insufficient_mapping_evidence
33,Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84132,3,65710,4,16428,16428,50280,0.0015,-0.00050000035000000002,0.0015811389407639426,0.00050000035000000002,0.99885618686676025,0.99863922595977783,-0.00021696090698242188,0.00021696090698242188,0.9990534782409668,0.99885618686676025,268.68121337890625,268.68121337890625,0,0.00019729137420654297,0.00021696090698242188,gt_1e-4,near_ligament,late_post_peak,true,staggered_sync_effect
34,Step-2,95,196,0.9529411792755127,0.0066200001165270805,0.75330495834350586,Step-2,96,197,0.96470588445663452,0.0066399998031556606,0.75234884023666382,84131,3,65706,4,16427,16427,50279,0.00050000000000000001,-0.00050000035000000002,0.00070710702867396425,0.00050000035000000002,0.99926775693893433,0.99905306100845337,-0.00021469593048095703,0.00021469593048095703,0.99938470125198364,0.99915885925292969,232.453857421875,232.453857421875,0,0.00011694431304931641,0.00010579824447631836,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
35,Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84136,4,65727,3,16432,16432,50284,0.0055000000000000005,-0.00050000035000000002,0.0055226805402811534,0.00050000035000000002,0.99925923347473145,0.99904513359069824,-0.00021409988403320312,0.00021409988403320312,0.99933344125747681,0.99915677309036255,201.35389709472656,201.35389709472656,0,7.4207782745361328e-05,0.00011163949966430664,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
36,Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84137,4,65731,3,16433,16433,50285,0.0065000000000000006,-0.00050000035000000002,0.0065192024320464333,0.00050000035000000002,0.9991794228553772,0.99897122383117676,-0.00020819902420043945,0.00020819902420043945,0.99927091598510742,0.99907183647155762,201.32418823242188,201.32418823242188,0,9.1493129730224609e-05,0.00010061264038085938,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
37,Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84131,3,65706,4,16427,16427,50279,0.00050000000000000001,-0.00050000035000000002,0.00070710702867396425,0.00050000035000000002,1.0008754730224609,1.0006676912307739,-0.00020778179168701172,0.00020778179168701172,1.001091480255127,1.0008754730224609,232.453857421875,232.453857421875,0,0.00021600723266601562,0.00020778179168701172,gt_1e-4,near_ligament,late_post_peak,true,staggered_sync_effect
38,Step-2,82,183,0.82352942228317261,0.006399999838322401,0.76003456115722656,Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84134,4,65719,3,16430,16430,50282,0.0034999999999999996,-0.00050000035000000002,0.0035355339554302288,0.00050000035000000002,0.99936532974243164,0.99915802478790283,-0.00020730495452880859,0.00020730495452880859,0.9994204044342041,0.99927830696105957,203.03425598144531,203.03425598144531,0,5.5074691772460938e-05,0.00012028217315673828,gt_1e-4,near_ligament,late_post_peak,true,insufficient_mapping_evidence
