step,frame,global_frame,step_time,rp_u2,rp_rf2,odb_element,odb_integration_point,source_storage_ip,mapped_physical_element,mapped_u2_element,centroid_x,centroid_y,sdv15,overshoot,inside_connected_crack_corridor,overlaps_sdv15_decrease_gt_precision_location
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84680,2,2,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0004655122756958,0.00046551227569580078,true,true
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84681,1,1,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004122257232666,0.00041222572326660156,true,true
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84681,2,2,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0003199577331543,0.00031995773315429688,true,true
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84682,1,1,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0002467632293701,0.00024676322937011719,true,true
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84682,2,2,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0001391172409058,0.00013911724090576172,true,true
Step-2,83,184,0.83529412746429443,0.0064199999906122684,0.7597002387046814,84683,1,1,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0000572204589844,5.7220458984375e-05,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84131,3,4,16427,50279,0.00050000000000000001,-0.00050000035000000002,1.0023180246353149,0.0023180246353149414,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84677,1,1,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0042253732681274,0.0042253732681274414,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84677,2,2,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0013761520385742,0.0013761520385742188,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84678,1,1,16974,50826,0.0015,0.00050000000000000001,1.000446081161499,0.00044608116149902344,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84678,2,2,16974,50826,0.0015,0.00050000000000000001,1.0007542371749878,0.00075423717498779297,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84679,1,1,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0008037090301514,0.00080370903015136719,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84679,2,2,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0006307363510132,0.00063073635101318359,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84680,1,1,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005544424057007,0.00055444240570068359,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84680,2,2,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005186796188354,0.00051867961883544922,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84681,1,1,16977,50829,0.0045000000000000005,0.00050000000000000001,1.000480055809021,0.00048005580902099609,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84681,2,2,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004104375839233,0.00041043758392333984,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84682,1,1,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0003539323806763,0.00035393238067626953,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84682,2,2,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0002689361572266,0.0002689361572265625,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84683,1,1,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0001986026763916,0.00019860267639160156,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84683,2,2,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0000913143157959,9.1314315795898438e-05,true,true
Step-2,84,185,0.84117645025253296,0.0064300000667572021,0.75949674844741821,84684,1,1,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0000115633010864,1.1563301086425781e-05,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84131,3,4,16427,50279,0.00050000000000000001,-0.00050000035000000002,1.0021626949310303,0.0021626949310302734,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84677,1,1,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0048984289169312,0.0048984289169311523,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84677,2,2,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0014556646347046,0.0014556646347045898,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84678,1,1,16974,50826,0.0015,0.00050000000000000001,1.0003398656845093,0.00033986568450927734,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84678,2,2,16974,50826,0.0015,0.00050000000000000001,1.0007342100143433,0.00073421001434326172,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84679,1,1,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0008101463317871,0.00081014633178710938,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84679,2,2,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0006235837936401,0.00062358379364013672,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84680,1,1,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005500316619873,0.00055003166198730469,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84680,2,2,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005358457565308,0.00053584575653076172,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84681,1,1,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0005161762237549,0.00051617622375488281,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84681,2,2,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004767179489136,0.00047671794891357422,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84682,1,1,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004487037658691,0.00044870376586914062,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84682,2,2,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004118680953979,0.00041186809539794922,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84683,1,1,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0003771781921387,0.00037717819213867188,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84683,2,2,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0003191232681274,0.00031912326812744141,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84684,1,1,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0002676248550415,0.00026762485504150391,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84684,2,2,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0001850128173828,0.0001850128173828125,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84685,1,1,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0001183748245239,0.00011837482452392578,true,true
Step-2,85,186,0.85294115543365479,0.0064500002190470695,0.75907933712005615,84685,2,2,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0000187158584595,1.8715858459472656e-05,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84131,3,4,16427,50279,0.00050000000000000001,-0.00050000035000000002,1.0018758773803711,0.0018758773803710938,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84677,1,1,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0053448677062988,0.0053448677062988281,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84677,2,2,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0014313459396362,0.0014313459396362305,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84678,1,1,16974,50826,0.0015,0.00050000000000000001,1.0001873970031738,0.00018739700317382812,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84678,2,2,16974,50826,0.0015,0.00050000000000000001,1.0007023811340332,0.00070238113403320312,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84679,1,1,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0008130073547363,0.00081300735473632812,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84679,2,2,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0006000995635986,0.00060009956359863281,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84680,1,1,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005210638046265,0.00052106380462646484,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84680,2,2,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005178451538086,0.00051784515380859375,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84681,1,1,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0005042552947998,0.00050425529479980469,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84681,2,2,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004702806472778,0.00047028064727783203,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84682,1,1,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004512071609497,0.00045120716094970703,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84682,2,2,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004328489303589,0.00043284893035888672,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84683,1,1,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0004181861877441,0.00041818618774414062,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84683,2,2,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0003961324691772,0.00039613246917724609,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84684,1,1,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0003759860992432,0.00037598609924316406,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84684,2,2,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0003427267074585,0.00034272670745849609,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84685,1,1,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0003104209899902,0.00031042098999023438,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84685,2,2,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0002552270889282,0.00025522708892822266,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84686,1,1,16982,50834,0.0094999999999999998,0.00050000000000000001,1.0002063512802124,0.00020635128021240234,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84686,2,2,16982,50834,0.0094999999999999998,0.00050000000000000001,1.0001282691955566,0.00012826919555664062,true,true
Step-2,86,187,0.86470586061477661,0.0064699999056756496,0.75860565900802612,84687,1,1,16983,50835,0.010500000000000001,0.00050000000000000001,1.0000663995742798,6.6399574279785156e-05,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84131,3,4,16427,50279,0.00050000000000000001,-0.00050000035000000002,1.0016974210739136,0.0016974210739135742,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84677,1,1,16973,50825,0.00050000000000000001,0.00050000000000000001,1.00548255443573,0.0054825544357299805,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84677,2,2,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0014040470123291,0.0014040470123291016,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84678,1,1,16974,50826,0.0015,0.00050000000000000001,1.0001200437545776,0.00012004375457763672,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84678,2,2,16974,50826,0.0015,0.00050000000000000001,1.0006903409957886,0.00069034099578857422,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84679,1,1,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0008163452148438,0.00081634521484375,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84679,2,2,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0005902051925659,0.00059020519256591797,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84680,1,1,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005079507827759,0.00050795078277587891,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84680,2,2,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0005091428756714,0.00050914287567138672,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84681,1,1,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004971027374268,0.00049710273742675781,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84681,2,2,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004628896713257,0.00046288967132568359,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84682,1,1,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004444122314453,0.0004444122314453125,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84682,2,2,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004281997680664,0.00042819976806640625,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84683,1,1,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0004163980484009,0.00041639804840087891,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84683,2,2,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0004004240036011,0.00040042400360107422,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84684,1,1,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0003876686096191,0.00038766860961914062,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84684,2,2,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0003689527511597,0.00036895275115966797,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84685,1,1,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0003503561019897,0.00035035610198974609,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84685,2,2,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0003184080123901,0.00031840801239013672,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84686,1,1,16982,50834,0.0094999999999999998,0.00050000000000000001,1.0002871751785278,0.00028717517852783203,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84686,2,2,16982,50834,0.0094999999999999998,0.00050000000000000001,1.0002337694168091,0.00023376941680908203,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84687,1,1,16983,50835,0.010500000000000001,0.00050000000000000001,1.0001868009567261,0.00018680095672607422,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84687,2,2,16983,50835,0.010500000000000001,0.00050000000000000001,1.0001120567321777,0.00011205673217773438,true,true
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84688,1,1,16984,50836,0.0115,0.00050000000000000001,1.000052809715271,5.2809715270996094e-05,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84131,3,4,16427,50279,0.00050000000000000001,-0.00050000035000000002,1.0013006925582886,0.0013006925582885742,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84677,1,1,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0056000947952271,0.0056000947952270508,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84677,2,2,16973,50825,0.00050000000000000001,0.00050000000000000001,1.0013396739959717,0.0013396739959716797,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84678,1,1,16974,50826,0.0015,0.00050000000000000001,1.0000190734863281,1.9073486328125e-05,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84678,2,2,16974,50826,0.0015,0.00050000000000000001,1.0006716251373291,0.00067162513732910156,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84679,1,1,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0008201599121094,0.000820159912109375,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84679,2,2,16975,50827,0.0025000000000000001,0.00050000000000000001,1.0005735158920288,0.00057351589202880859,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84680,1,1,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0004863739013672,0.0004863739013671875,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84680,2,2,16976,50828,0.0034999999999999996,0.00050000000000000001,1.0004947185516357,0.00049471855163574219,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84681,1,1,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004849433898926,0.00048494338989257812,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84681,2,2,16977,50829,0.0045000000000000005,0.00050000000000000001,1.0004501342773438,0.00045013427734375,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84682,1,1,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004316568374634,0.00043165683746337891,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84682,2,2,16978,50830,0.0055000000000000005,0.00050000000000000001,1.0004163980484009,0.00041639804840087891,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84683,1,1,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0004057884216309,0.00040578842163085938,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84683,2,2,16979,50831,0.0065000000000000006,0.00050000000000000001,1.0003920793533325,0.00039207935333251953,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84684,1,1,16980,50832,0.0074999999999999997,0.00050000000000000001,1.0003833770751953,0.0003833770751953125,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84684,2,2,16980,50832,0.0074999999999999997,0.00050000000000000001,1.000373363494873,0.00037336349487304688,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84685,1,1,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0003658533096313,0.00036585330963134766,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84685,2,2,16981,50833,0.0085000000000000006,0.00050000000000000001,1.0003553628921509,0.00035536289215087891,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84686,1,1,16982,50834,0.0094999999999999998,0.00050000000000000001,1.0003457069396973,0.00034570693969726562,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84686,2,2,16982,50834,0.0094999999999999998,0.00050000000000000001,1.0003296136856079,0.00032961368560791016,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84687,1,1,16983,50835,0.010500000000000001,0.00050000000000000001,1.0003129243850708,0.00031292438507080078,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84687,2,2,16983,50835,0.010500000000000001,0.00050000000000000001,1.0002831220626831,0.00028312206268310547,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84688,1,1,16984,50836,0.0115,0.00050000000000000001,1.0002541542053223,0.00025415420532226562,true,true
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84688,2,2,16984,50836,0.0115,0.00050000000000000001,1.0002049207687378,0.00020492076873779297,true,true
