element,fracture_energy_local_term,fracture_energy_gradient_term,total_fracture_energy
794,1.1786669788045679e-12,2.663541538886659e-16,1.1789333329584565e-12
795,3.192376007192686e-12,1.00212920339786e-15,3.193378136396084e-12
796,2.67470370149557e-12,8.460597780541377e-16,2.675549761273624e-12
797,3.840075685683002e-12,1.2302879737532524e-15,3.841305973656755e-12
798,2.363890605477172e-12,7.606558836108078e-16,2.364651261360783e-12
799,1.1408750856565418e-12,2.455707639245864e-16,1.1411206564204665e-12
800,1.496166572323849e-12,4.514016845502864e-16,1.4966179740083994e-12
801,1.057126689070522e-12,3.171717950659149e-16,1.0574438608655878e-12
802,1.255533505887464e-12,3.1561902957277785e-16,1.2558491249170368e-12
803,1.276671391246318e-12,3.321280166706487e-16,1.2770035192629886e-12
804,1.5566549552813471e-12,4.887892444234646e-16,1.5571437445257705e-12
805,8.087299955403524e-13,8.033622080853872e-15,8.167636176212062e-13
806,1.4344863447023773e-12,6.824344963276376e-15,1.4413106896656536e-12
807,1.4449805515030581e-12,4.329605142683568e-16,1.4454135120173266e-12
808,1.047568936402491e-12,5.469134726020406e-16,1.0481158498750931e-12
809,1.0470952746276602e-12,4.790667120223389e-16,1.0475743413396826e-12
810,1.4892391602475494e-12,4.555853293311044e-16,1.4896947455768805e-12
811,1.39622843337466e-12,7.22065997645647e-15,1.4034490933511165e-12
812,1.7090459534573457e-12,5.572877001254797e-16,1.7096032411574711e-12
813,1.814200322456432e-12,5.947446567971979e-16,1.8147950671132292e-12
814,1.1744103895194535e-12,1.3890077179743268e-14,1.1883004666991967e-12
815,2.014841604376904e-12,6.619811103848291e-16,2.0155035854872887e-12
816,2.0261669293927207e-12,6.635173550799389e-16,2.0268304467478005e-12
817,5.520999416031813e-12,1.68569157053959e-15,5.522685107602353e-12
818,1.5553761455416273e-12,4.80408180848346e-16,1.5558565537224758e-12
819,1.1495286585410388e-12,3.2174061003724578e-15,1.1527460646414111e-12
820,1.4819569287359517e-12,1.0730617035155973e-14,1.4926875457711076e-12
821,3.1711032063858686e-12,9.492101857429256e-16,3.1720524165716114e-12
822,1.530981467399264e-12,1.808664460293945e-14,1.5490681120022034e-12
823,1.3846549724549319e-12,4.237923184288437e-16,1.3850787647733608e-12
824,2.0598995623154518e-12,6.370029062460006e-16,2.0605365652216977e-12
825,8.460706065583399e-13,4.282419628297163e-15,8.503530261866371e-13
826,2.151653281697577e-12,7.106530656941538e-16,2.152363934763271e-12
827,1.3202794750326387e-12,4.25051168765838e-16,1.3207045262014045e-12
828,1.0437828725723512e-12,1.3337629243568232e-15,1.045116635496708e-12
829,1.7257966131194285e-12,5.801433734863783e-16,1.726376756492915e-12
830,1.6629302392692079e-12,5.415090823821619e-16,1.66347174835159e-12
831,1.0675826795916466e-12,1.957358011653582e-15,1.0695400376033002e-12
832,1.6185752972171357e-12,5.154869031232374e-16,1.619090784120259e-12
833,1.6494521709027693e-12,5.419329459983192e-16,1.6499941038487677e-12
834,2.0513898202144198e-12,6.733002553421099e-16,2.052063120469762e-12
835,2.2568280228404526e-12,7.49268855337854e-16,2.2575772916957907e-12
836,1.0455543126881797e-12,1.1347822783167243e-15,1.0466890949664965e-12
837,1.387439414540002e-12,4.329960397560743e-16,1.387872410579758e-12
838,1.0231674730890839e-12,2.688419103606106e-15,1.02585589219269e-12
839,1.62525089052412e-12,5.372832656881727e-16,1.6257881737898083e-12
840,1.761081889701729e-12,5.759682387305741e-16,1.7616578579404597e-12
841,1.372668399302227e-12,4.114193239925235e-16,1.3730798186262195e-12
842,1.0455449362408213e-12,4.324442198568352e-15,1.0498693784393896e-12
843,1.0440985318776834e-12,3.8296634115900673e-16,1.0444814982188423e-12
844,1.4551701884389795e-12,9.44309055386135e-15,1.4646132789928408e-12
845,2.176255006556844e-12,2.239395470565064e-14,2.1986489612624945e-12
846,1.4264982981335062e-12,4.367411984196073e-16,1.4269350393319257e-12
847,1.4681713133660126e-12,4.446640270490746e-16,1.4686159773930617e-12
848,1.0451731349555517e-12,3.7851503852353617e-16,1.0455516499940753e-12
849,1.0307024252543827e-12,5.226279475525154e-16,1.0312250532019352e-12
850,1.0498246979504613e-12,3.5742302732591486e-16,1.0501821209777871e-12
851,1.0492282358081852e-12,9.745000424240887e-16,1.0502027358506092e-12
852,1.1074501413772663e-12,1.9771866021889714e-15,1.1094273279794552e-12
853,1.0657494720975233e-12,3.467953826338107e-16,1.0660962674801571e-12
854,1.082896600243968e-12,2.392238291351933e-16,1.0831358240731031e-12
855,1.0828292982833526e-12,2.903048385429993e-16,1.0831196031218957e-12
856,1.204718960803054e-12,3.1267106694049864e-16,1.2050316318699946e-12
857,1.2198410521704797e-12,3.4861580281037037e-16,1.22018966797329e-12
858,1.6333269977214972e-12,5.233407739627075e-16,1.63385033849546e-12
859,1.1930885335489777e-12,3.0615291410740554e-16,1.1933946864630852e-12
860,1.1047609248435437e-12,2.84143060292298e-16,1.105045067903836e-12
861,1.1336019225139214e-12,2.4244860831943585e-16,1.133844371122241e-12
862,1.0455953600197598e-12,4.2336116694179106e-16,1.0460187211867015e-12
863,1.2399599892233348e-12,3.29943254212903e-16,1.2402899324775477e-12
864,1.2681280923029142e-12,3.243901052837959e-16,1.268452482408198e-12
865,1.068405647738842e-12,2.509721530576861e-16,1.0686566198918997e-12
866,1.0699956622767287e-12,2.957921852998948e-16,1.0702914544620286e-12
867,1.1790245824602793e-12,2.995725478936471e-16,1.179324155008173e-12
868,2.9012153216992716e-12,9.44630139612077e-16,2.9021599518388837e-12
869,1.1491016276396728e-12,2.496215323987566e-16,1.1493512491720716e-12
870,1.1689434792426248e-12,2.6022696981506072e-16,1.1692037062124398e-12
871,1.0418774941575145e-12,4.1522015565970953e-16,1.0422927143131742e-12
872,1.07564822197971e-12,2.439001624801544e-16,1.0758921221421903e-12
873,1.0554189574246485e-12,3.364619029420768e-16,1.0557554193275907e-12
874,1.3514198748967368e-12,4.0052337271305154e-16,1.3518203982694497e-12
875,1.2903437589282728e-12,3.4123188419083074e-16,1.2906849908124635e-12
876,1.3168396958511562e-12,3.5929564865767313e-16,1.3171989914998138e-12
877,1.1616388175139987e-12,2.552065925425236e-16,1.1618940241065412e-12
878,1.1698411858901634e-12,4.523011844074932e-15,1.1743641977342383e-12
879,1.3047960286430157e-12,3.5057405650943407e-16,1.3051466026995251e-12
880,1.3079617811272316e-12,3.7446060651729523e-16,1.3083362417337488e-12
881,1.5315243780789383e-12,4.7699734457946e-16,1.5320013754235178e-12
882,1.646546742319486e-12,5.361575875104532e-16,1.6470828999069964e-12
883,1.3174051025568619e-12,3.815667879770593e-16,1.3177866693448389e-12
884,1.1700045098240706e-12,2.949362909705253e-16,1.170299446115041e-12
885,1.2763357248758378e-12,3.526417892723427e-16,1.2766883666651102e-12
886,4.8534860752103e-12,1.5452296804529467e-15,4.855031304890753e-12
887,1.270395650597308e-12,3.4672365995570593e-16,1.2707423742572638e-12
888,1.1311119656729545e-12,2.846537882424861e-16,1.131396619461197e-12
889,1.1388263491396387e-12,2.8507134014723765e-16,1.139111420479786e-12
890,1.875847704795403e-12,6.15836182422095e-16,1.876463540977825e-12
891,1.9005883870789953e-12,6.334849625888573e-16,1.9012218720415842e-12
892,1.0397292794786527e-12,8.333580326888143e-16,1.0405626375113415e-12
893,1.5116046540480258e-12,4.6674881358482e-16,1.5120714028616106e-12
894,1.6100788615178209e-12,5.21180136612295e-16,1.610600041654433e-12
895,1.031502331988976e-12,7.190975491372304e-16,1.0322214295381132e-12
896,1.0274190397351536e-12,6.277082682191583e-16,1.0280467480033728e-12
897,1.516990759122336e-12,4.773923895132674e-16,1.5174681515118492e-12
898,1.4912124888964484e-12,4.652968032012408e-16,1.4916777856996496e-12
899,1.7864172016252774e-12,5.94209617093631e-16,1.7870114112423711e-12
900,2.1937822509907544e-12,7.305522169730281e-16,2.1945128032077274e-12
901,2.500373884609394e-12,8.433145662707621e-16,2.5012171991756646e-12
902,9.696068448541675e-13,4.505726995006338e-15,9.741125718491738e-13
903,9.492313784532356e-12,2.915871173959734e-15,9.495229655706315e-12
904,2.806822750185417e-12,2.617111301129323e-14,2.83299386319671e-12
905,1.8347110444607848e-12,2.0192381319642934e-14,1.8549034257804276e-12
906,5.498285249439013e-12,1.7196477110243793e-15,5.500004897150038e-12
907,3.0561344215581535e-12,2.298343554149928e-14,3.0791178570996527e-12
908,2.2953118532843832e-11,7.856424554538785e-15,2.296097495739837e-11
909,2.5071045147473995e-12,8.312505896255713e-16,2.507935765337025e-12
910,1.5200017992417478e-12,4.995388594214924e-16,1.5205013381011693e-12
911,4.228058072223528e-12,1.4367149947826571e-15,4.22949478721831e-12
912,2.9789574760011977e-12,9.99273791304055e-16,2.979956749792502e-12
913,1.0367216980092077e-12,1.6389485946490636e-15,1.0383606466038567e-12
914,1.12245111489927e-12,3.763263276715144e-15,1.1262143781759852e-12
915,1.0466701417769393e-12,1.947410775400603e-15,1.04861755255234e-12
916,1.3391513092332004e-12,4.610856968956097e-16,1.339612394930096e-12
917,1.4678784951366943e-12,4.943221537074475e-16,1.4683728172904018e-12
918,1.6803681295058993e-12,5.572977757513756e-16,1.6809254272816507e-12
919,7.95848824098898e-13,4.335393289019009e-15,8.00184217387917e-13
920,1.4989545107230694e-12,4.924259644785923e-16,1.499446936687548e-12
921,2.146132629032917e-12,7.160302664604065e-16,2.1468486592993772e-12
922,1.4548026542977277e-12,4.620441182350599e-16,1.4552646984159627e-12
923,1.4590231803889308e-12,4.5110400537863e-16,1.4594742843943095e-12
924,1.7728318344739428e-12,5.944976395511743e-16,1.773426332113494e-12
925,3.0062379955257958e-12,9.971377862846997e-16,3.0072351333120803e-12
926,3.942969608308239e-12,1.2946121885875013e-15,3.944264220496826e-12
927,1.0877121176533589e-12,2.422589021850327e-15,1.0901347066752092e-12
928,1.0429717372116174e-12,4.854410709342286e-16,1.0434571782825516e-12
929,1.1179060194657275e-12,3.062345803869894e-15,1.1209683652695973e-12
930,1.0201449072965607e-12,4.927317356350238e-16,1.0206376390321958e-12
931,9.826947105552829e-13,6.019186306783392e-16,9.832966291859612e-13
932,1.3253249905941942e-12,3.883062406141435e-16,1.3257132968348084e-12
933,1.3528565234948255e-12,4.184398236331253e-16,1.3532749633184586e-12
934,1.0375564874116567e-12,1.211284256535537e-15,1.0387677716681922e-12
935,1.5080765889427652e-12,5.075294297660351e-16,1.5085841183725312e-12
936,1.0673195699942314e-12,3.986611175787225e-16,1.0677182311118102e-12
937,1.187980566474707e-12,3.355880811274373e-16,1.1883161545558343e-12
938,1.569410649345566e-12,5.047673556779617e-16,1.569915416701244e-12
939,1.0966260718813066e-12,3.3625598144539217e-16,1.096962327862752e-12
940,1.1193079754298294e-12,2.8418939704519886e-16,1.1195921648268745e-12
941,1.2450284618784052e-12,3.8830220482357916e-16,1.2454167640832288e-12
942,1.0240550664895625e-12,5.532766157037091e-16,1.0246083431052663e-12
943,9.99153220577216e-13,6.825414726503608e-16,9.998357620498664e-13
944,1.061065037778777e-12,3.0487899174946686e-16,1.0613699167705264e-12
945,1.0575525979236962e-12,3.5817102856488227e-16,1.0579107689522611e-12
946,1.0788253529394654e-12,3.3975567174596204e-16,1.0791651086112114e-12
947,1.2025527005531408e-12,3.414245015341061e-16,1.2028941250546748e-12
948,1.2583890892931762e-12,3.391594197914808e-16,1.2587282487129678e-12
949,1.0556860383048292e-12,3.180609823421717e-16,1.0560040992871713e-12
950,1.0519644346882613e-12,4.2100136724998034e-16,1.0523854360555113e-12
951,1.5467622227036111e-12,4.941190864191995e-16,1.5472563417900304e-12
952,1.5769222688600502e-12,5.211049450267737e-16,1.577443373805077e-12
953,1.0514806959388706e-12,4.521402835170538e-16,1.0519328362223876e-12
954,1.163609880424413e-12,2.916858047995794e-16,1.1639015662292125e-12
955,1.250156164765326e-12,3.600040952164737e-16,1.2505161688605425e-12
956,1.4199405901552042e-12,4.471415248538102e-16,1.420387731680058e-12
957,1.148877904194632e-12,2.869573560236207e-16,1.1491648615506555e-12
958,1.2983029152439478e-12,3.6735016037887157e-16,1.2986702654043268e-12
959,1.299610828500093e-12,3.918228059473347e-16,1.3000026513060403e-12
960,1.2716508129620739e-12,3.6909890500872837e-16,1.2720199118670826e-12
961,1.1586844602493654e-12,2.8955033941394875e-16,1.1589740105887794e-12
962,1.1658051265599258e-12,3.294555300696274e-16,1.1661345820899955e-12
963,1.1189585233724412e-12,3.356498058795824e-16,1.1192941731783209e-12
964,1.1750096051464583e-12,3.310203292838743e-16,1.1753406254757422e-12
965,1.284918299176041e-12,3.5928883342074004e-16,1.2852775880094618e-12
966,1.318089154058661e-12,4.0411000543663335e-16,1.3184932640640976e-12
967,1.1692030474387316e-12,3.2941786077177524e-16,1.1695324652995033e-12
968,1.2800594381996815e-12,3.7443342406247493e-16,1.280433871623744e-12
969,1.280164730276839e-12,3.7728667219166304e-16,1.2805420169490306e-12
970,1.3061767081808452e-12,3.970365065926485e-16,1.3065737446874379e-12
971,1.1369070183430762e-12,3.3492357742470433e-16,1.1372419419205009e-12
972,1.1466122642102547e-12,3.3282484482676247e-16,1.1469450890550814e-12
973,1.710806354772937e-12,1.4511492914639907e-14,1.7253178476875767e-12
974,1.097655666226667e-12,6.741295987423375e-15,1.1043969622140904e-12
975,1.536643101954299e-12,4.873830897218812e-16,1.5371304850440208e-12
976,1.662571220306579e-12,5.550800039179243e-16,1.663126300310497e-12
977,1.991289288974731e-12,6.645995070138405e-16,1.991953888481745e-12
978,2.240198277519706e-12,7.608992132948154e-16,2.240959176733001e-12
979,9.924958367042111e-13,7.664062348069786e-16,9.932622429390181e-13
980,1.019672025292771e-12,1.0309359229430902e-15,1.0207029612157142e-12
981,1.0033542492884875e-12,8.835192688022038e-16,1.0042377685572898e-12
982,1.4970536186294746e-12,4.794211236468072e-16,1.4975330397531214e-12
983,1.5754852419863304e-12,5.322315929331804e-16,1.5760174735792635e-12
984,1.8091880195075122e-12,6.13426169409864e-16,1.8098014456769221e-12
985,2.1308186422844066e-12,7.250011017967576e-16,2.1315436433862032e-12
986,2.0873281787446397e-12,6.968584452642723e-16,2.088025037189904e-12
987,1.613286307498062e-12,5.358870290504506e-16,1.6138221945271125e-12
988,1.536341606743371e-12,4.957679483448161e-16,1.536837374691716e-12
989,1.5639609413976333e-12,5.082193903730581e-16,1.5644691607880064e-12
990,2.294406838382953e-12,7.76810731581173e-16,2.2951836491145343e-12
991,6.318319238579665e-12,2.0153396369872513e-15,6.3203345782166516e-12
992,6.702526356065015e-12,2.1696995551835575e-15,6.704696055620198e-12
993,2.0299669096256176e-12,1.8659270096224034e-14,2.0486261797218415e-12
994,1.5134292683725275e-12,1.0912146482145878e-14,1.5243414148546734e-12
995,1.4018025130163863e-11,4.588466455583238e-15,1.4022613596619446e-11
996,8.91727766076264e-12,2.8317484058614974e-15,8.9201094091685e-12
997,3.6363112204198313e-12,2.4293939050287593e-14,3.660605159470119e-12
998,2.9327469644218874e-12,1.0228590200396397e-15,2.933769823441927e-12
999,9.968630608578106e-13,2.1759492804174655e-15,9.99039010138228e-13
1000,1.0463581282792632e-12,2.3177920894637716e-15,1.0486759203687268e-12
1001,8.086298559354596e-13,3.5389348388530957e-15,8.121687907743127e-13
1002,3.5923255160539174e-12,1.2236402105341358e-15,3.5935491562644517e-12
1003,2.5166940620479597e-12,8.972965354882164e-16,2.517591358583448e-12
1004,1.1569286674373537e-12,3.719967799800287e-15,1.1606486352371539e-12
1005,8.774761996516544e-13,3.0303680840295705e-15,8.80506567735684e-13
1006,1.0294459906868732e-12,1.9381143170565654e-15,1.0313841050039297e-12
1007,1.0442800378095878e-12,1.415087953934039e-15,1.0456951257635217e-12
1008,2.156002726058138e-12,7.447077516363584e-16,2.1567474338097746e-12
1009,1.5544130088234186e-12,5.327618593772976e-16,1.5549457706827959e-12
1010,1.081339328005623e-12,3.7102264096275936e-16,1.0817103506465859e-12
1011,1.115825070436339e-11,3.7713554791316864e-15,1.1162022059842523e-11
1012,2.2589020042920455e-12,7.691810518062505e-16,2.2596711853438516e-12
1013,2.306233650291519e-12,7.952197731660581e-16,2.307028870064685e-12
1014,1.4395167917381813e-12,4.696328624184493e-16,1.4399864246005998e-12
1015,1.0978456096680772e-12,6.548290835746935e-15,1.1043939005038242e-12
1016,1.550672042619683e-12,5.132537982238527e-16,1.5511852964179068e-12
1017,1.0706858699259849e-12,6.146577748119791e-16,1.0713005277007968e-12
1018,1.0040716835408175e-12,5.575486021394037e-16,1.004629232142957e-12
1019,7.796546571464005e-13,3.2125662625030883e-15,7.828672234089036e-13
1020,1.0432635494407029e-12,1.6940283277256118e-15,1.0449575777684285e-12
1021,1.0275463544071334e-12,1.4442284316610406e-15,1.0289905828387944e-12
1022,9.86556762199197e-13,6.743188661887402e-16,9.872310810653857e-13
1023,1.1338244472414032e-12,8.62314061515348e-16,1.1346867613029186e-12
1024,1.9632983708849128e-12,6.765342685131461e-16,1.963974905153426e-12
1025,1.578769773365864e-12,5.190554255827714e-16,1.5792888287914467e-12
1026,1.6466289838309732e-12,5.651311642448573e-16,1.6471941149952181e-12
1027,1.0785180560368453e-12,5.703217108990641e-16,1.0790883777477444e-12
1028,1.0608321339099227e-12,4.648611517617785e-16,1.0612969950616845e-12
1029,1.2212135730951834e-12,3.8034618498871757e-16,1.2215939192801722e-12
1030,1.0493754543690003e-12,4.074814321405766e-16,1.049782935801141e-12
1031,1.289825251928361e-12,4.405249811813665e-16,1.2902657769095423e-12
1032,1.0436835196506604e-12,4.2485761887290167e-16,1.0441083772695333e-12
1033,1.0499606574634375e-12,3.9423163620069215e-16,1.0503548890996381e-12
1034,1.1015567247323913e-12,3.984367901408391e-16,1.1019551615225321e-12
1035,1.0499083762951136e-12,3.729181922068733e-16,1.0502812944873204e-12
1036,1.072564911581938e-12,5.258704829501602e-16,1.073090782064888e-12
1037,1.198757706374142e-12,3.737250104846492e-16,1.1991314313846267e-12
1038,1.2871052269297195e-12,4.026297522995164e-16,1.2875078566820191e-12
1039,1.38149622053318e-12,4.475835155799934e-16,1.38194380404876e-12
1040,1.2900624237887883e-12,3.8590555799957886e-16,1.290448329346788e-12
1041,1.3281379138945831e-12,4.2750847508544645e-16,1.3285654223696685e-12
1042,1.0483257905827758e-12,6.562757014058054e-16,1.0489820662841815e-12
1043,1.1627465179510355e-12,3.3059602885601247e-16,1.1630771139798914e-12
1044,1.1875256793447068e-12,3.717113595964468e-16,1.1878973907043033e-12
1045,1.1549275742542246e-12,3.3128000061788357e-16,1.1552588542548424e-12
1046,1.2804131303066407e-12,3.8016227101721487e-16,1.2807932925776578e-12
1047,1.2959241752610813e-12,4.147432399516627e-16,1.2963389185010329e-12
1048,1.579241024646881e-12,5.163505270579128e-16,1.5797573751739388e-12
1049,1.5577113922726435e-12,5.319729225405921e-16,1.5582433651951842e-12
1050,1.1907669767871016e-12,3.797299694979998e-16,1.1911467067565996e-12
1051,1.3109812077261703e-12,4.1264725842897474e-16,1.3113938549845992e-12
1052,1.2994113511336302e-12,4.1009326112583825e-16,1.299821444394756e-12
1053,1.1424764980574235e-12,4.019637184261426e-16,1.1428784617758496e-12
1054,1.1879028484452331e-12,3.7461832734925235e-16,1.1882774667725824e-12
1055,1.18329160341513e-12,3.971557444262734e-16,1.1836887591595564e-12
1056,1.1819716174619707e-12,3.8884728103397364e-16,1.1823604647430047e-12
1057,1.2850544648389071e-12,4.065929306857386e-16,1.2854610577695928e-12
1058,9.979788428183625e-13,1.2183382134003071e-15,9.991971810317629e-13
1059,1.5806314954114784e-12,5.26627250338823e-16,1.5811581226618173e-12
1060,9.644637439087565e-13,1.0266960269962912e-15,9.654904399357529e-13
1061,9.366642366665275e-13,8.752301075896144e-16,9.375394667741171e-13
1062,2.2430340903791095e-12,7.640414044143749e-16,2.243798131783524e-12
1063,1.6275346680289054e-12,5.525541777592072e-16,1.6280872222066646e-12
1064,1.990824240739034e-12,1.68780037605398e-14,2.0077022444995738e-12
1065,2.652194883787864e-12,9.097199095062754e-16,2.6531046036973704e-12
1066,1.6322467527809693e-12,5.49758071444431e-16,1.6327965108524136e-12
1067,1.640003833790112e-12,5.548712202530092e-16,1.640558705010365e-12
1068,1.3449873887320328e-12,4.627000576723134e-16,1.3454500887897052e-12
1069,2.877897545937825e-12,1.004904213810855e-15,2.8789024501516358e-12
1070,2.3650303523123926e-12,8.250956445139612e-16,2.3658554479569067e-12
1071,1.941460940285608e-12,1.92493818445899e-14,1.960710322130198e-12
1072,6.898358514844865e-12,2.2935960580696723e-15,6.900652110902935e-12
1073,1.7390304743434831e-12,1.447732887383197e-14,1.7535078032173152e-12
1074,5.207169310639275e-12,1.7523118707493267e-15,5.208921622510025e-12
1075,8.140321605384175e-12,2.659168217082086e-15,8.142980773601258e-12
1076,7.282201822063578e-12,4.3820653470740116e-14,7.32602247553432e-12
1077,4.767634862346373e-12,3.240787971842119e-14,4.800042742064794e-12
1078,2.458340333802456e-12,2.0488052081654484e-14,2.4788283858841105e-12
1079,1.6292339596811955e-11,5.7794600814080026e-15,1.6298119056893364e-11
1080,7.357677164868412e-13,3.4942748873232208e-15,7.392619913741645e-13
1081,8.647163575849862e-13,3.0042091799783423e-15,8.677205667649645e-13
1082,8.179810011932905e-13,2.0008235037386227e-15,8.199818246970291e-13
1083,1.1279107891119834e-12,2.9375846004186377e-15,1.1308483737124021e-12
1084,1.1057755863140708e-12,2.4128931623648814e-15,1.1081884794764358e-12
1085,1.0243976301225153e-12,5.55822716358135e-15,1.0299558572860966e-12
1086,2.526997320086762e-12,9.325686237169993e-16,2.527929888710479e-12
1087,2.6655233285242786e-12,9.340333301251809e-16,2.6664573618544037e-12
1088,2.216099248092094e-12,7.925873906116749e-16,2.2168918354827057e-12
1089,8.850369532898655e-13,2.6220004902795793e-15,8.876589537801451e-13
1090,1.0324133224411076e-12,1.9400175133554624e-15,1.034353339954463e-12
1091,1.848338004059567e-12,6.732096938439374e-16,1.8490112137534108e-12
1092,1.6506517890994646e-12,5.693265938686328e-16,1.6512211156933333e-12
1093,1.1321777729170577e-12,7.866425988778904e-16,1.1329644155159356e-12
1094,1.033583046837785e-12,1.69046612491103e-15,1.035273512962696e-12
1095,9.31275733131733e-13,6.962995724722895e-16,9.319720327042052e-13
1096,1.0563421715595262e-12,8.697095099036831e-16,1.0572118810694298e-12
1097,2.472485066234675e-12,8.805421557310162e-16,2.473365608390406e-12
1098,1.3750828110547132e-12,4.920083650468215e-16,1.37557481941976e-12
1099,1.7048268976647449e-12,5.905583583812818e-16,1.705417456023126e-12
1100,9.951399317674662e-13,1.4181204017892393e-15,9.965580521692553e-13
1101,2.1794081664317866e-12,7.550313662618241e-16,2.1801631977980485e-12
1102,2.4113476323604725e-12,8.487707842596875e-16,2.412196403144732e-12
1103,1.7060539028430604e-12,5.917326302155225e-16,1.706645635473276e-12
1104,1.6098852839645352e-12,5.39475890018857e-16,1.610424759854554e-12
1105,1.2367707276200718e-12,7.79917440940716e-15,1.244569902029479e-12
1106,1.0625869229215333e-12,5.426529616047668e-16,1.063129575883138e-12
1107,1.1142862668255612e-12,6.572144155089345e-16,1.1149434812410701e-12
1108,1.2779703935023403e-12,4.836891939153253e-16,1.2784540826962556e-12
1109,1.225949382843051e-12,4.2316413433784796e-16,1.2263725469773888e-12
1110,1.0191130200442941e-12,4.652232797518564e-16,1.019578243324046e-12
1111,1.015071082659428e-12,4.883802583544155e-16,1.0155594629177824e-12
1112,9.280177420787109e-13,7.696991260252506e-16,9.28787441204736e-13
1113,8.519357436781929e-13,7.563013003464676e-16,8.526920449785394e-13
1114,1.3099166049108647e-12,4.1107773431682346e-16,1.3103276826451815e-12
1115,1.2534821668331098e-12,4.2971183729023055e-16,1.2539118786704e-12
1116,1.0426747094058737e-12,4.48666272868399e-16,1.0431233756787421e-12
1117,1.0319070464657465e-12,5.283823713996279e-16,1.0324354288371462e-12
1118,1.0724510451767853e-12,5.881007131853668e-16,1.0730391458899707e-12
1119,1.571013496121966e-12,5.347691039173765e-16,1.5715482652258833e-12
1120,1.5875999595645014e-12,5.607834285758092e-16,1.5881607429930772e-12
1121,1.139011348108233e-12,4.828267892251059e-16,1.139494174897458e-12
1122,1.1729697423314053e-12,4.02624280512048e-16,1.1733723666119173e-12
1123,1.4487675855140865e-12,4.939101723067211e-16,1.4492614956863931e-12
1124,1.346000434713792e-12,4.589756907301915e-16,1.346459410404522e-12
1125,1.215164338139816e-12,4.999098463233042e-16,1.2156642479861393e-12
1126,1.3741747395915263e-12,4.68101786577988e-16,1.3746428413781043e-12
1127,1.2897934699086115e-12,4.1078371060208922e-16,1.2902042536192136e-12
1128,1.3596633385877599e-12,4.613353599368584e-16,1.3601246739476967e-12
1129,1.1853672502665628e-12,3.8329085819905772e-16,1.185750541124762e-12
1130,1.3761130009144035e-12,4.681066589729717e-16,1.3765811075733765e-12
1131,1.2148390197973994e-12,4.2363866685406157e-16,1.2152626584642534e-12
1132,1.2605242600173658e-12,5.034989958770975e-16,1.261027759013243e-12
1133,1.263099290108545e-12,4.899748093981669e-16,1.2635892649179433e-12
1134,1.2860870598635094e-12,4.0811232221375967e-16,1.2864951721857232e-12
1135,1.2449275229203892e-12,4.697682902849806e-16,1.2453972912106742e-12
1136,1.275729046351007e-12,4.3066009700014343e-16,1.276159706448007e-12
1137,1.2261122237884573e-12,4.513713268673978e-16,1.2265635951153246e-12
1138,1.351813090893681e-12,4.58880133267748e-16,1.3522719710269487e-12
1139,1.3051231008496225e-12,4.4176992341363503e-16,1.3055648707730361e-12
1140,1.6981682902958786e-12,5.917157698904257e-16,1.698760006065769e-12
1141,8.589706074030186e-13,9.370604445324137e-16,8.59907667847551e-13
1142,9.333155619778048e-13,1.1596090498196298e-15,9.344751710276246e-13
1143,1.0058786265387344e-12,3.5250732068811614e-16,1.0062311338594225e-12
1144,1.723315079219731e-12,6.061940019310844e-16,1.7239212732216622e-12
1145,1.674888687280095e-12,5.851593258026168e-16,1.6754738466058975e-12
1146,1.6764660895061495e-12,5.872153863719852e-16,1.6770533048925214e-12
1147,3.085816662589861e-12,1.0836459755404605e-15,3.0869003085654014e-12
1148,1.2695614576369754e-12,4.457461566086595e-16,1.2700072037935841e-12
1149,1.9900549297840807e-12,7.091672855842893e-16,1.990764097069665e-12
1150,1.2476054330720496e-12,4.4106347490638507e-16,1.248046496546956e-12
1151,3.021496826867443e-12,1.0911103617215832e-15,3.0225879372291646e-12
1152,1.6413711981998516e-12,1.3219508831036678e-14,1.6545907070308883e-12
1153,4.233295990267816e-12,1.434608875445324e-15,4.2347305991432614e-12
1154,6.408742936127394e-12,2.225133103587796e-15,6.410968069230982e-12
1155,1.418906655774116e-12,1.0299328153929741e-14,1.4292059839280457e-12
1156,4.589554577010264e-12,1.5974245852028384e-15,4.5911520015954664e-12
1157,1.4549527635710496e-12,1.0651016088171167e-14,1.4656037796592207e-12
1158,6.389673286382432e-11,2.1908588202826514e-14,6.391864145202715e-11
1159,4.1979560388783746e-11,1.7379026947471932e-14,4.199693941573122e-11
1160,1.837940801998528e-12,1.471496310173639e-14,1.8526557651002644e-12
1161,4.797977241476294e-12,3.334841511944025e-14,4.831325656595734e-12
1162,6.31895126609433e-12,3.8715514346245956e-14,6.357666780440575e-12
1163,1.2096953736715123e-12,6.762293144210829e-15,1.216457666815723e-12
1164,8.665508852752287e-13,2.452836471021995e-15,8.690037217462507e-13
1165,9.621310931829702e-13,3.950617377708024e-15,9.660817105606783e-13
1166,1.1170615399075017e-12,3.745986547384224e-15,1.1208075264548858e-12
1167,3.4815966409132284e-12,1.2900427249130323e-15,3.4828866836381413e-12
1168,8.223764345962916e-13,1.9636612838025476e-15,8.243400958800941e-13
1169,1.2001762018338518e-12,8.409967577597964e-15,1.2085861694114499e-12
