element,bulk_energy_from_SDV12,bulk_energy_from_stress_strain,undamaged_bulk_energy_from_SDV13,relative_sdv12_vs_stress_strain
2003,8.130462942743992e-07,8.130462638731445e-07,8.33723868076271e-07,3.7391787976729543e-08
2004,1.2626072985125468e-06,1.2626072540661902e-06,1.2944118790268906e-06,3.520204319843766e-08
2005,1.2689778318956507e-06,1.2689778198071298e-06,1.300383345399536e-06,9.52618762275012e-09
2006,1.4339864878722133e-06,1.4339864824225583e-06,1.4727072020020176e-06,3.800353086793141e-09
2007,1.6491690031496713e-06,1.6491689710118462e-06,1.695029127157254e-06,1.948728421448241e-08
2008,2.088195489669375e-06,2.088195473504223e-06,2.142684582368231e-06,7.741206262042132e-09
2009,1.4946523889604049e-06,1.494652411281339e-06,1.5325361149085e-06,1.4933862829097904e-08
2010,1.2920222149457358e-06,1.2920222059077638e-06,1.325907023674004e-06,6.9952140804768215e-09
2011,1.9139059913266106e-06,1.9139059746285542e-06,1.96812868114876e-06,8.724595932447287e-09
2012,2.334859421772682e-06,2.3348593521468876e-06,2.398342576901339e-06,2.982012269746627e-08
2013,2.081362707549557e-06,2.0813627084185274e-06,2.1408168172216984e-06,4.175006355405999e-10
2014,3.7635987419921604e-07,3.7635986032360686e-07,3.781272715654113e-07,3.686792917459069e-08
2015,2.7304912470135426e-07,2.730491257230237e-07,2.738753859739387e-07,3.741705574238782e-09
2016,1.2931792882304325e-07,1.2931792876796165e-07,1.2960155087664814e-07,4.259393894504322e-10
2017,1.4253578311967615e-07,1.4253577907383522e-07,1.4296050810174456e-07,2.8384738527676163e-08
2018,7.157588796916524e-08,7.157588898855322e-08,7.171550397376564e-08,1.4242058232042909e-08
2019,6.55819374573156e-08,6.558193673509535e-08,6.570039052463921e-08,1.1012487202461603e-08
2020,4.197618827823433e-08,4.19761893480064e-08,4.202708147082791e-08,2.5485211723364146e-08
2021,6.063894104359106e-09,6.063893888872975e-09,6.065970384443704e-09,3.55359324678728e-08
2022,2.2843788093860562e-08,2.2843789139499092e-08,2.2859344637894885e-08,4.5773427642386865e-08
2023,2.0783340522176685e-08,2.0783340178004137e-08,2.0791791487506198e-08,1.6560020652005094e-08
2024,1.372413084284688e-07,1.372413088024535e-07,1.3748332776780986e-07,2.725015642318997e-09
2025,1.1353226339249211e-07,1.135322621456798e-07,1.137110416467527e-07,1.0982008678943907e-08
2026,4.277902863366901e-08,4.2779029558451894e-08,4.280797000745649e-08,2.1617668560659544e-08
2027,2.8348466369044698e-08,2.8348465610406236e-08,2.8367941587617584e-08,2.6761181777514034e-08
2028,1.8057612422542658e-09,1.8057611869763506e-09,1.8060495848891668e-09,3.06119734748719e-08
2029,6.575811600327036e-09,6.575811594905484e-09,6.5772645780625216e-09,8.244688516134649e-10
2030,2.9356888276008594e-08,2.9356888770055463e-08,2.9369566189768337e-08,1.6828992773782036e-08
2031,4.364508453224593e-08,4.364508411260964e-08,4.367494854086943e-08,9.614743400889412e-09
2032,6.831049040140135e-08,6.83104896648493e-08,6.837479424464746e-08,1.0782415019064887e-08
2033,2.86157926176349e-08,2.8615792669153702e-08,2.8628000846944763e-08,1.8003625129787899e-09
2034,1.7186573862605443e-08,1.7186574809216305e-08,1.7191733241363266e-08,5.507850588864221e-08
2035,1.1296668405106267e-08,1.1296668553574353e-08,1.1299095738488798e-08,1.3142643323338791e-08
2036,1.253131077477788e-08,1.2531310685251495e-08,1.2533404022557924e-08,7.144215502157266e-09
2037,8.083113648235029e-09,8.0831136711131e-09,8.083964776455513e-09,2.8303536635745212e-09
2038,9.251576429923913e-09,9.251576519248273e-09,9.252982164280795e-09,9.655041914634694e-09
2039,4.542638296613427e-09,4.5426382007828224e-09,4.543194670053506e-09,2.1095803400757703e-08
2040,1.1804306958799708e-08,1.1804306762021105e-08,1.1806566857592866e-08,1.6670068285890992e-08
2041,7.781025942321416e-09,7.781025938530194e-09,7.782032390224391e-09,4.872393297106631e-10
2042,5.624211028580895e-09,5.62421099237241e-09,5.624907352426456e-09,6.437966939801635e-09
2043,4.16514486995678e-09,4.16514495267595e-09,4.165566682382805e-09,1.9859853965312833e-08
2044,9.742401554059469e-10,9.742401561277827e-10,9.74285323730332e-10,7.409218848984423e-10
2045,6.0583195183496954e-09,6.058319419347322e-09,6.05884434362243e-09,1.634155688949397e-08
2046,8.593237238306459e-09,8.593237080908586e-09,8.594763466523778e-09,1.8316481684428692e-08
2047,1.0525268439424304e-08,1.0525268665981808e-08,1.0527291611654862e-08,2.152510411026549e-08
2048,2.59486269247807e-09,2.594862694812543e-09,2.595007714427807e-09,8.996519412441834e-10
2049,9.580795014846028e-10,9.580794996713946e-10,9.581136387679786e-10,1.8925446487922344e-09
2050,6.1113736149640075e-09,6.1113735915390715e-09,6.112237187252257e-09,3.8330067043091874e-09
2051,8.546786009361148e-09,8.546786025963371e-09,8.548249329506042e-09,1.9425106595753637e-09
2052,5.100904166922745e-09,5.100904085935743e-09,5.101526958881667e-09,1.5876989556990073e-08
2053,7.805536460795497e-09,7.805536445724491e-09,7.806750899521784e-09,1.9308097327180503e-09
2054,1.0431352002881484e-08,1.0431351998171296e-08,1.0433148851085314e-08,4.515414771718943e-10
2055,1.3262234105221498e-08,1.3262234150208841e-08,1.3264476932294553e-08,3.392139067203927e-09
2056,6.240921916326922e-09,6.2409217333974695e-09,6.24148342377198e-09,2.9311286811206275e-08
2057,2.8344109675474483e-09,2.8344109498876323e-09,2.83454437016699e-09,6.230506505827856e-09
2058,5.154736953190436e-10,5.154737017890951e-10,5.154835900281888e-10,1.2551661761155294e-08
2059,1.5815593344713725e-11,1.5815593438762335e-11,1.581567281584641e-11,5.946574840708463e-09
2060,1.6804540949101087e-09,1.6804540733221133e-09,1.6805337416006175e-09,1.2846524899591669e-08
2061,2.3277984190765915e-08,2.327798380468983e-08,2.3287377947610274e-08,1.6585460418568683e-08
2062,5.7353576586011455e-08,5.735357668011099e-08,5.7394211106367124e-08,1.6406916976299426e-09
2063,6.263214270367004e-08,6.263214342788742e-08,6.267290028739631e-08,1.1563030401972805e-08
2064,5.912985713626797e-08,5.9129858471544196e-08,5.9164884051087426e-08,2.2582097419478483e-08
2065,4.4262426771129147e-08,4.426242651969967e-08,4.4285729410677406e-08,5.680426791431197e-09
2066,3.4104565969260586e-08,3.4104564907111796e-08,3.411939657897999e-08,3.114388819787098e-08
2067,2.4498578639487784e-08,2.4498578911175885e-08,2.450656551966816e-08,1.1089953496297184e-08
2068,1.496074112800388e-08,1.4960741315741465e-08,1.4963957481770126e-08,1.2548681882371558e-08
2069,1.2244424968857168e-08,1.2244424427932086e-08,1.2246690956563498e-08,4.4177254814932444e-08
2070,2.780198809409806e-09,2.7801988653934917e-09,2.780354828835279e-09,2.013657594701618e-08
2071,5.727715746401847e-08,5.727715901138825e-08,5.731960241441026e-08,2.7015477148199625e-08
2072,2.340419299929124e-08,2.340419364748146e-08,2.3887374092780926e-08,2.769547325375913e-08
2073,2.5367875273053706e-08,2.536787491144817e-08,2.5945330219572653e-08,1.4254466773120549e-08
2074,2.9880795259285565e-08,2.98807957739614e-08,3.072175963162374e-08,1.722430143820716e-08
2075,5.311952380408071e-08,5.3119523302710655e-08,5.5100050353563285e-08,9.438526964262433e-09
2076,3.5574487986338253e-07,3.5574489048424253e-07,3.667655554939819e-07,2.9855270664609286e-08
2077,2.921968933458291e-07,2.921968987141965e-07,3.085259686751695e-07,1.8372431116832825e-08
2078,2.612011107853151e-08,2.6120112173793443e-08,2.670136496958699e-08,4.193174697451145e-08
2079,3.238416167711094e-08,3.238416268909529e-08,3.3212330602273744e-08,3.124935970273395e-08
2080,5.4838932675157856e-08,5.483893404992368e-08,5.7393222693235456e-08,2.5069156625038027e-08
2081,2.6120966123022745e-07,2.6120966235878107e-07,2.637272169129072e-07,4.32048953130615e-09
2082,6.660388401298571e-09,6.66038838525573e-09,6.6610104549402685e-09,2.4086945501550857e-09
2083,3.81860860602939e-07,3.818608404728706e-07,4.445887027301949e-07,5.271571537455458e-08
2084,3.251013265673722e-08,3.251013253916335e-08,3.365991987118237e-08,3.6165300197441917e-09
2085,2.277401786830217e-08,2.2774018307773913e-08,2.3296559772318654e-08,1.92970663388371e-08
2086,2.0457865812085146e-08,2.0457865275910272e-08,2.087486661166608e-08,2.6208739371538465e-08
2087,4.2210194393363186e-07,4.221019407859395e-07,4.301895981231694e-07,7.457185228765032e-09
2088,2.6529443869034553e-08,2.6529443999260922e-08,2.7057876311962876e-08,4.908748524994099e-09
2089,9.358595826311263e-08,9.358595481072507e-08,9.568369718374791e-08,3.689001669573009e-08
2090,1.0519523490496416e-07,1.0519523452354585e-07,1.0759406357466872e-07,3.6258136069886912e-09
2091,1.2346535994320327e-07,1.2346536194361835e-07,1.2663153055559404e-07,1.620223719736415e-08
2092,2.6278528535161485e-07,2.6278527538747797e-07,2.7026542137862067e-07,3.7917407969453476e-08
2093,2.1424736113174656e-07,2.1424735816412153e-07,2.2082639778998483e-07,1.3851395973017416e-08
2094,2.6111766740621345e-07,2.611176598684614e-07,2.6872235088428274e-07,2.8867261831735115e-08
2095,2.8600996764624664e-07,2.860099725138727e-07,2.9446990434039606e-07,1.7019078170364776e-08
2096,2.0452570406404887e-07,2.0452570173166443e-07,2.1168590878917778e-07,1.1403869528226432e-08
2097,3.0678908563958375e-07,3.067890881667087e-07,3.108035386097223e-07,8.237336548560347e-09
2098,1.1262270103551924e-08,1.1262270216018841e-08,1.126878545126814e-08,9.98616753077821e-09
2099,1.6901210213005218e-09,1.6901210054921187e-09,1.6903151948026635e-09,9.353414911268299e-09
2100,1.648731521334991e-08,1.6487315790783165e-08,1.6490642311910165e-08,3.5022878380790474e-08
2101,1.013106933303524e-08,1.0131069174188235e-08,1.0132468075429083e-08,1.5679194368897748e-08
2102,5.233432185399265e-07,5.233432260532509e-07,5.337396423124672e-07,1.4356399314812293e-08
2103,1.755110928470613e-07,1.7551108805067982e-07,1.7920024655228545e-07,2.73280816555507e-08
2104,3.05145379926199e-07,3.0514539060863167e-07,3.120465543916675e-07,3.5007681582450095e-08
2105,2.688612992110277e-07,2.68861301426557e-07,2.75845216103459e-07,8.24041718140124e-09
2106,2.0553725866194336e-07,2.0553725323318922e-07,2.1093834018294066e-07,2.6412506334886312e-08
2107,3.3599853814597325e-07,3.359985360675435e-07,3.448170243517337e-07,6.185829747728286e-09
2108,3.525227418025134e-07,3.5252274845903833e-07,3.6014564722707894e-07,1.888254010575203e-08
2109,3.314103726418563e-07,3.314103756689367e-07,3.3756825600465534e-07,9.133933689462819e-09
2110,3.162827706021922e-07,3.1628276800034046e-07,3.2463044041605594e-07,8.226346776826578e-09
2111,9.160609688846425e-08,9.160610020997057e-08,9.203505772154352e-08,3.625857135960479e-08
2112,2.217525191024709e-07,2.2175251601718149e-07,2.2356377474124116e-07,1.3913210268930168e-08
2113,2.273796282147995e-08,2.2737963465348876e-08,2.276251700324162e-08,2.831691264173513e-08
2114,3.610777968228851e-09,3.610778071583838e-09,3.6112259707492174e-09,2.8624020933528e-08
2115,9.904864990474395e-09,9.904865486165477e-09,9.906644054993743e-09,5.00452109155535e-08
2116,7.457664111456187e-09,7.457664206642949e-09,7.458567600544077e-09,1.2763615944801607e-08
2117,6.22500991547519e-07,6.225009743301744e-07,6.358443973354814e-07,2.7658340822631335e-08
2118,4.954661256556785e-07,4.954661232635495e-07,5.070639759619275e-07,4.828037296600571e-09
2119,1.404580853953789e-07,1.4045808495623644e-07,1.4395147037880097e-07,3.1265018086542035e-09
2120,5.916108025382153e-07,5.916108147139558e-07,6.050465053393476e-07,2.058065916102141e-08
2121,2.598141564832476e-07,2.598141683567182e-07,2.65995431547403e-07,4.569985812376491e-08
2122,5.439399456482805e-07,5.439399554287257e-07,5.51466059359768e-07,1.7980744163407586e-08
2123,2.0485617575720525e-07,2.0485618008960683e-07,2.0799115738128734e-07,2.114850318707692e-08
2124,7.513901651858478e-08,7.51390156412258e-08,7.536178237280354e-08,1.1676476714068591e-08
2125,1.7887122309196903e-08,1.788712176397546e-08,1.7892908860455277e-08,3.048122742714969e-08
2126,8.183673518960471e-09,8.183673214336596e-09,8.1847128440593e-09,3.722336607074347e-08
2127,9.332981215572593e-07,9.332981257718458e-07,9.547697485833132e-07,4.515798733495722e-09
2128,7.502026467106023e-07,7.502026443515193e-07,7.682709741608032e-07,3.1445943473615825e-09
2129,7.188630571229583e-07,7.188630535261179e-07,7.365896145933681e-07,5.0035126356035326e-09
2130,3.42378366919797e-07,3.4237836500158276e-07,3.508608307044138e-07,5.6026152640250255e-09
2131,3.9915000776187993e-07,3.9915001261253687e-07,4.0919643069959956e-07,1.2152465955195087e-08
2132,6.341166032886399e-07,6.341165757293643e-07,6.45527778078309e-07,4.346089580574988e-08
2133,7.469062417336862e-07,7.469062035042204e-07,7.616877187357244e-07,5.1183754490474254e-08
2134,3.590580947756574e-07,3.590580930189435e-07,3.6358021635988685e-07,4.892561694656229e-09
2135,1.7212939853522056e-07,1.721294030462339e-07,1.7315030493918585e-07,2.6207104911534044e-08
2136,2.966352381441417e-07,2.966352491148722e-07,2.9907149924769893e-07,3.698390710985356e-08
2137,6.66315248838636e-08,6.66315257234184e-08,6.679236125813361e-08,1.259996358556122e-08
2138,3.54287595151661e-09,3.5428759444183796e-09,3.543221718854684e-09,2.0035221367381793e-09
2139,1.7002438150534318e-08,1.7002437825682158e-08,1.7006309773257168e-08,1.9106210374331626e-08
2140,7.517632200629091e-07,7.517632331030557e-07,7.701020418909742e-07,1.734608196010642e-08
2141,9.996220424096716e-07,9.996220539441849e-07,1.0242024734546926e-06,1.1538874371181695e-08
2142,1.0467251571454438e-06,1.0467251682744163e-06,1.0722573833353518e-06,1.0632182062700145e-08
2143,4.4409352724668176e-07,4.4409354064257066e-07,4.5450983994858305e-07,3.016456596216344e-08
2144,6.906368737000298e-07,6.906368992888105e-07,7.054523169701194e-07,3.705098984066313e-08
2145,1.7022991739481744e-07,1.7022992156738297e-07,1.7150247557969955e-07,2.451135203206114e-08
2146,6.485832687914954e-08,6.485832809184313e-08,6.506204122785822e-08,1.869757709589307e-08
2147,2.4245482828305692e-08,2.4245482769067754e-08,2.4257827936624872e-08,2.4432566593947583e-09
2148,1.7366843598361202e-09,1.7366843441608756e-09,1.7367784812738111e-09,9.025960631629375e-09
2149,1.8924418133874284e-09,1.8924417947602053e-09,1.892565235218589e-09,9.842956864960118e-09
2150,1.2184049637727155e-06,1.218404978980187e-06,1.2499802025971261e-06,1.2481458813544737e-08
2151,7.493608127233046e-07,7.493607951597368e-07,7.683247819711696e-07,2.3438065513061424e-08
2152,9.988757955411463e-07,9.988758052444074e-07,1.0234915899168663e-06,9.7141817336055e-09
2153,9.449480878869363e-07,9.449480939546853e-07,9.6774704441996e-07,6.421251112053155e-09
2154,7.907965452640945e-07,7.907965259516851e-07,8.089825594113541e-07,2.4421463953897876e-08
2155,8.875300336705156e-07,8.875300096204186e-07,9.048593807414472e-07,2.7097783839752913e-08
2156,1.5431120703957684e-07,1.5431121386996617e-07,1.5481549694900626e-07,4.4263726246278314e-08
2157,5.6064505095687006e-08,5.606450352685545e-08,5.612485539764831e-08,2.7982616709427422e-08
2158,1.551767049155638e-06,1.5517670698366964e-06,1.5921698317576404e-06,1.332742445570376e-08
2159,1.5613880224997862e-06,1.561388028209781e-06,1.6015483786523075e-06,3.6569992109232424e-09
2160,1.1644946404950087e-06,1.164494632761227e-06,1.1932506943206542e-06,6.64132004404667e-09
2161,1.1026874291479498e-06,1.1026874631197812e-06,1.1285725748445115e-06,3.08082140621099e-08
2162,1.0844360913823025e-06,1.0844360870554755e-06,1.1089064817922454e-06,3.989932718320028e-09
2163,1.1487517245131242e-06,1.1487517448975432e-06,1.1677655057584568e-06,1.7744842676567603e-08
2164,2.0760276401150895e-07,2.0760276854366118e-07,2.0815901165415507e-07,2.1830885272505556e-08
2165,2.3069422010222608e-08,2.306942115337815e-08,2.307800962378492e-08,3.714199935595185e-08
2166,1.4740681346977151e-07,1.4740681545083255e-07,1.6509843173561862e-07,1.3439412775520087e-08
2167,2.186097948953331e-07,2.1860979542040995e-07,2.4946878756899186e-07,2.4018907054183247e-09
2168,8.604937529526801e-08,8.604937593243489e-08,9.362354373256128e-08,7.404665859123371e-09
2169,7.095588977022449e-08,7.095589119599348e-08,7.638062888619959e-08,2.0093736619924313e-08
2170,6.028225918423816e-08,6.028225820661579e-08,6.432814985347458e-08,1.621741430683634e-08
2171,4.7243564410885984e-08,4.7243564322750274e-08,4.976510958000429e-08,1.8655601361740693e-09
2172,4.2833901864170644e-08,4.283390121964677e-08,4.4903500225626306e-08,1.504705024345459e-08
2173,5.2851690555001004e-08,5.28516913714064e-08,5.5998895139768933e-08,1.544710060832851e-08
2174,3.945402388518357e-08,3.94540248681638e-08,4.119590046376695e-08,2.491457410988666e-08
2175,3.4452087790138784e-08,3.445208781585602e-08,3.5754311043855164e-08,7.46463822094979e-10
2176,2.837511923592511e-08,2.83751194895518e-08,2.922811166669137e-08,8.93834796635625e-09
2177,2.959719785382861e-08,2.9597198388069545e-08,3.053125228116209e-08,1.805038868260634e-08
2178,2.6555588515015283e-08,2.6555587484180974e-08,2.729012121603522e-08,3.8817980196681954e-08
2179,2.5073606384317533e-08,2.50736066392274e-08,2.572176230523608e-08,1.0166461919822038e-08
2180,2.577727426814963e-08,2.5777274734890428e-08,2.6465344567781642e-08,1.8106677476385095e-08
2181,2.3033222228321185e-08,2.303322220502406e-08,2.357446446699139e-08,1.0114574861732382e-09
2182,2.3948142258193608e-08,2.3948141286950803e-08,2.453402352298519e-08,4.055608132200697e-08
2183,2.242973121334639e-08,2.242973059569861e-08,2.293549270075077e-08,2.7537012083254644e-08
2184,2.2124671509112805e-08,2.2124670707990843e-08,2.2615774681005e-08,3.620943982097699e-08
2185,2.1637887770295404e-08,2.1637887402488347e-08,2.210538553269486e-08,1.6998288420469488e-08
2186,2.1231700503125952e-08,2.123170039215073e-08,2.1680456586411642e-08,5.226864547869477e-09
2187,2.1428941291940762e-08,2.1428941076791792e-08,2.1886605301601502e-08,1.0040111936811074e-08
2188,2.1079568178840722e-08,2.1079568674272195e-08,2.152095738916439e-08,2.3502922712509187e-08
2189,2.0745951371962138e-08,2.0745951179230024e-08,2.1170598670820692e-08,9.29010725098162e-09
2190,2.0645753168709335e-08,2.0645753754876877e-08,2.106918637755613e-08,2.8391675539700435e-08
2191,2.0580026031075592e-08,2.0580026434490422e-08,2.0996504669249073e-08,1.96022503315101e-08
2192,2.033094478189168e-08,2.0330944746307975e-08,2.07410839706336e-08,1.7502238879393599e-09
2193,2.0374642882143188e-08,2.037464309465887e-08,2.0781769937591284e-08,1.0430400267844571e-08
2194,2.02191875012417e-08,2.0219187655491495e-08,2.062376990316155e-08,7.628881919283609e-09
2195,2.013634356416878e-08,2.013634310100175e-08,2.0536751889392718e-08,2.3001545806866136e-08
2196,2.0303101294771008e-08,2.030310114481274e-08,2.0705350855444396e-08,7.3859784983545455e-09
2197,2.0245790715635493e-08,2.0245790410360812e-08,2.064605864024531e-08,1.5078427182277372e-08
2198,2.017645342592529e-08,2.01764535988564e-08,2.0574027318214388e-08,8.57093687157188e-09
2199,1.99659417966891e-08,1.996594161113705e-08,2.0361042483560114e-08,9.293428368371103e-09
2200,2.0175825425612862e-08,2.0175825267810796e-08,2.0572882225024146e-08,7.821343746342181e-09
2201,2.0048835897105042e-08,2.004883623100275e-08,2.0443723980406608e-08,1.665421892299833e-08
2202,2.0167829059984052e-08,2.0167829005417035e-08,2.0563978335404875e-08,2.7056465544189963e-09
2203,2.0008873782725054e-08,2.0008873259821172e-08,2.0401685107735264e-08,2.6133598900843708e-08
2204,2.0162454674501317e-08,2.016245421748251e-08,2.0557874012617265e-08,2.2666823782975522e-08
2205,2.0003429950080797e-08,2.0003429254079565e-08,2.039596867354283e-08,3.4794094505907286e-08
2206,2.021193244976341e-08,2.02119314508636e-08,2.060813973900271e-08,4.942129174843442e-08
2207,2.0260715862523926e-08,2.0260716639436723e-08,2.0657836052507082e-08,3.834577082950323e-08
2208,2.033567931935294e-08,2.0335678666309244e-08,2.0734240029380075e-08,3.211319791981807e-08
2209,2.0125238718408995e-08,2.012523831946555e-08,2.05198751344967e-08,1.982304166533412e-08
2210,2.0174562244510747e-08,2.0174561804798332e-08,2.057013497520987e-08,2.1795388168531398e-08
2211,2.0298729750532166e-08,2.0298729341974516e-08,2.0696568452583334e-08,2.012725205544076e-08
2212,2.0376230250177862e-08,2.0376230982150995e-08,2.0775578040474038e-08,3.5922891424312445e-08
2213,2.036707404677647e-08,2.036707443159977e-08,2.0766213015520433e-08,1.88943826229745e-08
2214,2.0424624109541965e-08,2.0424624435100303e-08,2.0824756200985187e-08,1.593950177830519e-08
2215,2.047417127019153e-08,2.047417075789472e-08,2.087499575009059e-08,2.5021613938963775e-08
2216,2.0488993041998726e-08,2.0488993470735814e-08,2.089026799325645e-08,2.0925239154281453e-08
2217,2.057658454993891e-08,2.0576584641150637e-08,2.0978942310616203e-08,4.4327923578179676e-09
2218,2.0681599816929357e-08,2.0681600157166938e-08,2.1085685332751477e-08,1.645122127989256e-08
2219,2.0631138390495813e-08,2.0631137700596196e-08,2.1034406184632753e-08,3.343972610705712e-08
2220,2.0631757493052758e-08,2.0631757159482534e-08,2.1034190985830687e-08,1.6167804596460094e-08
2221,2.0747248741185943e-08,2.074724862020425e-08,2.1151753147847603e-08,5.831216186997866e-09
2222,2.0683412640392397e-08,2.068341240045722e-08,2.108714009134056e-08,1.1600367038303529e-08
2223,2.0832678251497868e-08,2.083267811168763e-08,2.1237658976281782e-08,6.711102504414083e-09
2224,2.0857833919691202e-08,2.0857833287953486e-08,2.1261735020452147e-08,3.0287791069404744e-08
2225,2.092641417530013e-08,2.0926414267149544e-08,2.1328457585098974e-08,4.389161599490076e-09
2226,2.099078826043851e-08,2.0990788245168175e-08,2.1391306071604097e-08,7.274778319277217e-10
2227,2.0939399259792947e-08,2.0939399162688312e-08,2.1337353394650207e-08,4.6374126314820065e-09
2228,2.0983252461037298e-08,2.098325395926271e-08,2.1385074901996455e-08,7.140100457099848e-08
2229,2.0600029355920325e-08,2.0600029336127898e-08,2.099513667977301e-08,9.607960566765358e-10
2230,2.0906260132554362e-08,2.090625999097487e-08,2.1299991615002025e-08,6.7721099609913325e-09
2231,2.1165583341156305e-08,2.1165582622595625e-08,2.1559931670556753e-08,3.3949486259617846e-08
2232,2.1804261980874498e-08,2.180426199351638e-08,2.220543515318589e-08,5.797894335862348e-10
2233,2.419121380144656e-08,2.4191213632141036e-08,2.462640046911749e-08,6.998637022235502e-09
2234,2.53955641184826e-08,2.5395563745504618e-08,2.5848509483632322e-08,1.468673740712585e-08
2235,2.7824880427893415e-08,2.78248805307893e-08,2.831816827738601e-08,3.6979811933536208e-09
2236,2.6350753093136506e-08,2.635075329354097e-08,2.6816484768925993e-08,7.605265120167768e-09
2237,2.5971010041059454e-08,2.5971011420805043e-08,2.6421383074059993e-08,5.312637106953643e-08
2238,2.4891554620318586e-08,2.4891554990742475e-08,2.531904330617346e-08,1.4881508586222214e-08
2239,2.7895040438295808e-08,2.7895041312678066e-08,2.8365707178610482e-08,3.13454369281668e-08
2240,2.6314795608112913e-08,2.631479499712077e-08,2.6753494257153843e-08,2.3218578288103294e-08
2241,1.2637592781066029e-06,1.263759303083871e-06,1.2932110680502787e-06,1.976426056817333e-08
2242,3.606958543494235e-07,3.606958482228696e-07,3.672092924089308e-07,1.6985373882145364e-08
2243,2.0674817637992865e-08,2.067481748510052e-08,2.1030812847944733e-08,7.3951000728203066e-09
2244,2.8912961047993194e-08,2.891296093036983e-08,2.9397340775471823e-08,4.068188048056409e-09
2245,7.546615741269083e-09,7.546615601282753e-09,7.547712248996429e-09,1.8549550446905293e-08
2246,4.994618654765283e-07,4.994618681545592e-07,5.04017279460016e-07,5.3618323921016955e-09
2247,1.4854670298255233e-06,1.4854669936510871e-06,1.5138657861482649e-06,2.4352230957406094e-08
2248,9.427976504121787e-07,9.427976726011312e-07,1.1099692251283677e-06,2.3535221955619606e-08
2249,8.067897519206395e-07,8.067897567076834e-07,9.334557529408705e-07,5.933446508434891e-09
2250,9.461397653576107e-08,9.46139788660045e-08,1.0312707095828666e-07,2.4628955088044122e-08
2251,9.494116823749233e-08,9.494116751603735e-08,9.510049332938206e-08,7.598968840983331e-09
2252,5.934296306145261e-08,5.9342964666870647e-08,5.940245792492936e-08,2.705321587039806e-08
2253,1.6955859233816994e-08,1.6955859572822635e-08,1.696012525344197e-08,1.9993421106917668e-08
2254,2.036164929887647e-08,2.0361649946144575e-08,2.0749330528087848e-08,3.1788588175541545e-08
2255,2.3153596259454603e-08,2.315359698389873e-08,2.3574534229033154e-08,3.1288621338593974e-08
2256,2.0751660294563007e-08,2.0751660624962597e-08,2.1155889969642262e-08,1.592159763412049e-08
2257,2.0760783875337784e-08,2.0760784296504664e-08,2.116104962243635e-08,2.028665556739067e-08
2258,2.0001917178600175e-08,2.0001917823179003e-08,2.0394476714547978e-08,3.222585122800531e-08
2259,2.031751357258538e-08,2.03175139173337e-08,2.0715702857856674e-08,1.696803672054581e-08
2260,2.1893521908049376e-08,2.1893522301233977e-08,2.2372644768222183e-08,1.7958946740980645e-08
2261,2.313002975573465e-08,2.3130029043814032e-08,2.3671062742491076e-08,3.077906189523087e-08
2262,2.0977665018746947e-08,2.0977664537620596e-08,2.141323892364489e-08,2.2935171783291208e-08
2263,2.0617670146130164e-08,2.0617669575357155e-08,2.10371547081499e-08,2.768368128827477e-08
2264,2.0768460782479308e-08,2.076846053853908e-08,2.1202247519188874e-08,1.1745705687844502e-08
2265,2.0480948921668878e-08,2.048094894779511e-08,2.0893452910701422e-08,1.2756357973238125e-09
2266,2.046051036540488e-08,2.04605105714176e-08,2.0870872049731135e-08,1.0068796620154286e-08
2267,2.036698877805996e-08,2.036698912954951e-08,2.0772642836572463e-08,1.7257806124400006e-08
2268,2.0293902457265348e-08,2.0293902502025322e-08,2.0696957429849927e-08,2.205587308085706e-09
2269,2.0085574173188597e-08,2.00855740909751e-08,2.0482343367574002e-08,4.093161435982302e-09
2270,2.008270252758343e-08,2.0082702657649433e-08,2.0481826547345764e-08,6.47651883104623e-09
2271,2.0153352650102196e-08,2.0153352193245132e-08,2.054895214805544e-08,2.2669035345271925e-08
2272,2.0057667609354248e-08,2.0057667397527835e-08,2.0451941669300978e-08,1.0560869646721672e-08
2273,2.017082961277619e-08,2.0170830283956633e-08,2.0566566427847977e-08,3.32748049655705e-08
2274,2.0225982023180694e-08,2.022598281107761e-08,2.0622537850607952e-08,3.8954691229393335e-08
2275,2.0271488037555423e-08,2.027148832827685e-08,2.0668797324273663e-08,1.4341395302383873e-08
2276,2.0323384608855335e-08,2.0323385161286974e-08,2.0721710075587886e-08,2.7182068078211138e-08
2277,2.009766141813249e-08,2.0097661126030264e-08,2.0492039070932642e-08,1.453414010555397e-08
2278,2.0316506039905748e-08,2.031650528235621e-08,2.0714695192108074e-08,3.728739264558311e-08
2279,2.0236908567186134e-08,2.0236909453070057e-08,2.063360089955717e-08,4.3775652863679013e-08
2280,2.0389578496351795e-08,2.038957874738765e-08,2.0789062492725023e-08,1.231196873349233e-08
2281,2.0464527898848384e-08,2.0464527806279707e-08,2.0864857891288016e-08,4.523372231944825e-09
2282,2.0799406506612295e-08,2.0799406344208968e-08,2.120437778306675e-08,7.808075081795103e-09
2283,2.0697751575552172e-08,2.069775237123959e-08,2.1101240721379903e-08,3.8443179904717436e-08
2284,2.0976310823618953e-08,2.097631118814974e-08,2.138386987511315e-08,1.737821218226142e-08
2285,2.077750391309601e-08,2.0777504067739954e-08,2.1181607375941453e-08,7.442854679588166e-09
