element,integration_point,odb_integration_point,uel_integration_point,left,right,sdv15_delta,sdv16_delta
1988,4,3,4,F1_equilibrated,F3_release_last,1.4218889568800436e-05,4.516769189037316e-06
1989,1,1,1,F1_equilibrated,F3_release_last,3.617335357634227e-05,5.6743871416741875e-06
1989,2,2,2,F1_equilibrated,F3_release_last,3.053709126976667e-05,5.1943897225376935e-06
1989,3,4,3,F1_equilibrated,F3_release_last,1.3864635860512398e-05,6.260650042660878e-06
1989,4,3,4,F1_equilibrated,F3_release_last,3.0899055068409065e-05,8.112760530348557e-06
1990,1,1,1,F1_equilibrated,F3_release_last,2.7673730482508443e-05,7.4163602233334736e-06
1990,2,2,2,F1_equilibrated,F3_release_last,2.548714563789696e-05,7.025377031108721e-06
1990,3,4,3,F1_equilibrated,F3_release_last,6.82926009104752e-06,8.975319574089455e-06
1990,4,3,4,F1_equilibrated,F3_release_last,7.415153734344898e-06,8.953189327996335e-06
1991,1,1,1,F1_equilibrated,F3_release_last,2.0883201158037462e-05,1.3744720516678868e-06
1991,2,2,2,F1_equilibrated,F3_release_last,1.0491575768449904e-05,0.0
1991,3,4,3,F1_equilibrated,F3_release_last,2.1083101915762154e-05,1.3268978224539006e-05
1991,4,3,4,F1_equilibrated,F3_release_last,1.0491575768449904e-05,8.989129780877497e-06
1992,1,1,1,F1_equilibrated,F3_release_last,1.2925980722540073e-05,6.54248266588036e-06
1992,2,2,2,F1_equilibrated,F3_release_last,2.9968524132900284e-05,8.15262852767477e-07
1992,3,4,3,F1_equilibrated,F3_release_last,2.8615812680385724e-05,2.6746457022464813e-06
1992,4,3,4,F1_equilibrated,F3_release_last,2.5939476559745656e-05,9.874605294732516e-06
1993,1,1,1,F1_equilibrated,F3_release_last,3.0511033503514626e-05,0.0
1993,2,2,2,F1_equilibrated,F3_release_last,1.4950653257255267e-05,0.0
1993,3,4,3,F1_equilibrated,F3_release_last,3.349565732799209e-05,9.054028334894854e-06
1993,4,3,4,F1_equilibrated,F3_release_last,3.064048521510092e-05,3.6941900383065385e-06
1994,1,1,1,F1_equilibrated,F3_release_last,9.074102323715014e-06,0.0
1994,2,2,2,F1_equilibrated,F3_release_last,8.579446846280342e-06,1.2758861295818387e-06
1994,3,4,3,F1_equilibrated,F3_release_last,3.201893153115774e-05,2.3134377623924927e-05
1994,4,3,4,F1_equilibrated,F3_release_last,3.3865010905187454e-05,2.4083497165548794e-05
1995,1,1,1,F1_equilibrated,F3_release_last,8.735988949147566e-06,0.0
1995,2,2,2,F1_equilibrated,F3_release_last,9.658325405142998e-06,0.0
1995,3,4,3,F1_equilibrated,F3_release_last,3.604536112802349e-05,1.1292267315841107e-05
1995,4,3,4,F1_equilibrated,F3_release_last,3.260315461258573e-05,1.6121021700728254e-05
1996,1,1,1,F1_equilibrated,F3_release_last,1.711156720589184e-05,1.2234189836117602e-06
1996,2,2,2,F1_equilibrated,F3_release_last,3.655186603063881e-05,2.648167562619005e-06
1996,3,4,3,F1_equilibrated,F3_release_last,4.97031652954439e-05,2.5960621427491715e-05
1996,4,3,4,F1_equilibrated,F3_release_last,4.062729518105983e-05,2.1936285080007413e-05
1997,1,1,1,F1_equilibrated,F3_release_last,3.692543660551405e-05,0.0
1997,2,2,2,F1_equilibrated,F3_release_last,1.8505751571525758e-05,0.0
1997,3,4,3,F1_equilibrated,F3_release_last,4.583046206872547e-05,1.2220620699792957e-05
1997,4,3,4,F1_equilibrated,F3_release_last,5.109734966107608e-05,1.7464734783376743e-05
1998,1,1,1,F1_equilibrated,F3_release_last,1.2153382288280015e-05,0.0
1998,2,2,2,F1_equilibrated,F3_release_last,1.3218071691996694e-05,0.0
1998,3,4,3,F1_equilibrated,F3_release_last,4.9330515132617325e-05,3.4317532432657496e-05
1998,4,3,4,F1_equilibrated,F3_release_last,4.5357040183664765e-05,5.734889354116579e-06
1999,1,1,1,F1_equilibrated,F3_release_last,1.2491298285382396e-05,0.0
1999,2,2,2,F1_equilibrated,F3_release_last,9.441027009213232e-06,0.0
1999,3,4,3,F1_equilibrated,F3_release_last,3.523439247400846e-05,1.5128781599069966e-05
1999,4,3,4,F1_equilibrated,F3_release_last,4.661815985354881e-05,1.8925340331071416e-05
2000,1,1,1,F1_equilibrated,F3_release_last,1.1274686092159134e-05,0.0
2000,2,2,2,F1_equilibrated,F3_release_last,1.933460714670203e-05,0.0
2000,3,4,3,F1_equilibrated,F3_release_last,2.3879866274339676e-05,3.698767763104724e-06
2000,4,3,4,F1_equilibrated,F3_release_last,2.9141685072196777e-05,1.0358223342020359e-05
2001,1,1,1,F1_equilibrated,F3_release_last,4.511594437307183e-06,7.629819773305693e-07
2001,2,2,2,F1_equilibrated,F3_release_last,3.2353578467057234e-06,0.0
2001,3,4,3,F1_equilibrated,F3_release_last,1.3780465701527627e-06,0.0
2001,4,3,4,F1_equilibrated,F3_release_last,3.11646005435361e-06,1.2597867583864103e-06
2002,1,1,1,F1_equilibrated,F3_release_last,2.4176743067174788e-06,0.0
2002,2,2,2,F1_equilibrated,F3_release_last,1.4599579215583062e-06,0.0
2002,3,4,3,F1_equilibrated,F3_release_last,3.911945460649438e-07,0.0
2002,4,3,4,F1_equilibrated,F3_release_last,6.478138780464281e-07,0.0
2003,1,1,1,F1_equilibrated,F3_release_last,1.03791571349327e-06,0.0
2003,2,2,2,F1_equilibrated,F3_release_last,8.425913432802271e-07,0.0
2003,3,4,3,F1_equilibrated,F3_release_last,2.2577166998140547e-07,0.0
2003,4,3,4,F1_equilibrated,F3_release_last,2.7810867724210485e-07,0.0
2004,1,1,1,F1_equilibrated,F3_release_last,7.75085753881784e-07,0.0
2004,2,2,2,F1_equilibrated,F3_release_last,7.85981424063315e-07,0.0
2004,3,4,3,F1_equilibrated,F3_release_last,7.575233108485864e-07,0.0
2004,4,3,4,F1_equilibrated,F3_release_last,3.542304338959132e-07,0.0
2005,1,1,1,F1_equilibrated,F3_release_last,7.448969334020807e-07,0.0
2005,2,2,2,F1_equilibrated,F3_release_last,6.217563473309771e-07,0.0
2005,3,4,3,F1_equilibrated,F3_release_last,3.131459432346924e-07,0.0
2005,4,3,4,F1_equilibrated,F3_release_last,7.465147547544695e-07,5.239304164970495e-09
2006,1,1,1,F1_equilibrated,F3_release_last,6.457691616657739e-07,0.0
2006,2,2,2,F1_equilibrated,F3_release_last,8.345139765323002e-07,0.0
2006,3,4,3,F1_equilibrated,F3_release_last,7.974671610314836e-07,0.0
2006,4,3,4,F1_equilibrated,F3_release_last,3.2679859934904077e-07,0.0
2007,1,1,1,F1_equilibrated,F3_release_last,1.024028294360516e-06,0.0
2007,2,2,2,F1_equilibrated,F3_release_last,1.3530462245624116e-06,0.0
2007,3,4,3,F1_equilibrated,F3_release_last,1.3706836643650918e-06,0.0
2007,4,3,4,F1_equilibrated,F3_release_last,1.0771753211934388e-06,0.0
2008,1,1,1,F1_equilibrated,F3_release_last,1.6687081734986683e-06,1.052318786034865e-07
2008,2,2,2,F1_equilibrated,F3_release_last,2.202094725806819e-06,1.9122929744096434e-08
2008,3,4,3,F1_equilibrated,F3_release_last,2.235140868884735e-06,0.0
2008,4,3,4,F1_equilibrated,F3_release_last,1.6809595977320156e-06,0.0
2009,1,1,1,F1_equilibrated,F3_release_last,2.5569998894247643e-06,6.308207723236169e-07
2009,2,2,2,F1_equilibrated,F3_release_last,2.993232275989502e-06,6.449836760887591e-07
2009,3,4,3,F1_equilibrated,F3_release_last,3.205795219338655e-06,1.2900506427545395e-07
2009,4,3,4,F1_equilibrated,F3_release_last,2.643719342284437e-06,1.2854949401895563e-07
2010,1,1,1,F1_equilibrated,F3_release_last,3.110496516756613e-06,7.814827688101593e-07
2010,2,2,2,F1_equilibrated,F3_release_last,2.9946359938785795e-06,7.981036618439231e-07
2010,3,4,3,F1_equilibrated,F3_release_last,3.245598582783072e-06,3.2819851441721624e-07
2010,4,3,4,F1_equilibrated,F3_release_last,3.3670682757713045e-06,2.8940487515544255e-07
2011,1,1,1,F1_equilibrated,F3_release_last,2.8456388648459037e-06,6.552171154537552e-07
2011,2,2,2,F1_equilibrated,F3_release_last,2.554431661024758e-06,8.947579646634588e-07
2011,3,4,3,F1_equilibrated,F3_release_last,1.193769941562167e-06,5.462788567182896e-08
2011,4,3,4,F1_equilibrated,F3_release_last,2.6632650492198475e-06,1.567340854038564e-07
2012,1,1,1,F1_equilibrated,F3_release_last,2.6263876994213933e-06,8.228463758700538e-07
2012,2,2,2,F1_equilibrated,F3_release_last,3.1141824560535186e-06,1.2628151427246097e-06
2012,3,4,3,F1_equilibrated,F3_release_last,2.5563711543930614e-06,0.0
2012,4,3,4,F1_equilibrated,F3_release_last,1.1651278087674959e-06,0.0
2013,1,1,1,F1_equilibrated,F3_release_last,3.168005336097457e-06,1.0055643089392484e-06
2013,2,2,2,F1_equilibrated,F3_release_last,2.827257422355044e-06,9.494054612423403e-07
2013,3,4,3,F1_equilibrated,F3_release_last,3.1389304749646112e-06,1.2087971099761027e-07
2013,4,3,4,F1_equilibrated,F3_release_last,3.0852499848189663e-06,0.0
2014,1,1,1,F1_equilibrated,F3_release_last,2.2467197274974e-06,1.4643269402132173e-07
2014,2,2,2,F1_equilibrated,F3_release_last,1.0014091631798316e-06,4.232785487937287e-07
2014,3,4,3,F1_equilibrated,F3_release_last,2.2733739584057558e-06,0.0
2014,4,3,4,F1_equilibrated,F3_release_last,2.9213889493329815e-06,0.0
2015,1,1,1,F1_equilibrated,F3_release_last,9.179123098268911e-07,0.0
2015,2,2,2,F1_equilibrated,F3_release_last,1.935105228512103e-06,8.16158160706471e-07
2015,3,4,3,F1_equilibrated,F3_release_last,2.2160408039661295e-06,0.0
2015,4,3,4,F1_equilibrated,F3_release_last,2.0843764924719123e-06,0.0
2016,1,1,1,F1_equilibrated,F3_release_last,2.294912758315533e-06,4.5753299554060333e-07
2016,2,2,2,F1_equilibrated,F3_release_last,2.2607322919991564e-06,1.1358544311216949e-06
2016,3,4,3,F1_equilibrated,F3_release_last,2.3691971540332695e-06,4.989246938914057e-07
2016,4,3,4,F1_equilibrated,F3_release_last,2.2923582702191807e-06,0.0
2017,1,1,1,F1_equilibrated,F3_release_last,2.0083117175414056e-06,1.8850781331378277e-07
2017,2,2,2,F1_equilibrated,F3_release_last,1.3528663495634963e-06,3.8053203470451537e-07
2017,3,4,3,F1_equilibrated,F3_release_last,1.4850049321092629e-06,0.0
2017,4,3,4,F1_equilibrated,F3_release_last,2.152867479080135e-06,0.0
2018,1,1,1,F1_equilibrated,F3_release_last,9.755399064444457e-07,0.0
2018,2,2,2,F1_equilibrated,F3_release_last,6.001102607818698e-07,0.0
2018,3,4,3,F1_equilibrated,F3_release_last,7.290126611035288e-07,0.0
2018,4,3,4,F1_equilibrated,F3_release_last,1.1034841834932726e-06,0.0
2019,1,1,1,F1_equilibrated,F3_release_last,3.649148372013533e-07,0.0
2019,2,2,2,F1_equilibrated,F3_release_last,9.777863593423482e-08,0.0
2019,3,4,3,F1_equilibrated,F3_release_last,1.25093029425678e-07,0.0
2019,4,3,4,F1_equilibrated,F3_release_last,4.66853541489378e-07,0.0
2020,1,1,1,F1_equilibrated,F3_release_last,1.0268383927208077e-07,0.0
2020,2,2,2,F1_equilibrated,F3_release_last,3.8322130527967046e-07,0.0
2020,3,4,3,F1_equilibrated,F3_release_last,3.180251842746073e-07,0.0
2020,4,3,4,F1_equilibrated,F3_release_last,8.521459129914042e-08,0.0
2021,1,1,1,F1_equilibrated,F3_release_last,5.879748491194781e-07,0.0
2021,2,2,2,F1_equilibrated,F3_release_last,8.668344679120077e-07,0.0
2021,3,4,3,F1_equilibrated,F3_release_last,7.748219525572763e-07,0.0
2021,4,3,4,F1_equilibrated,F3_release_last,5.028049198182874e-07,0.0
2022,1,1,1,F1_equilibrated,F3_release_last,1.0480593652647461e-06,2.0659100604458829e-07
2022,2,2,2,F1_equilibrated,F3_release_last,1.2643153736363382e-06,1.2116341813767312e-06
2022,3,4,3,F1_equilibrated,F3_release_last,1.2262936569619926e-06,1.1755194646211923e-06
2022,4,3,4,F1_equilibrated,F3_release_last,9.686801754079483e-07,2.2178380608603066e-07
2023,1,1,1,F1_equilibrated,F3_release_last,1.0595618297965306e-06,0.0
2023,2,2,2,F1_equilibrated,F3_release_last,2.839087366248057e-07,0.0
2023,3,4,3,F1_equilibrated,F3_release_last,2.7907281414981245e-07,0.0
2023,4,3,4,F1_equilibrated,F3_release_last,1.041513921418326e-06,0.0
2024,1,1,1,F1_equilibrated,F3_release_last,1.0300396537409658e-06,0.0
2024,2,2,2,F1_equilibrated,F3_release_last,3.8441603215720165e-06,0.0
2024,3,4,3,F1_equilibrated,F3_release_last,3.3965665333926737e-06,0.0
2024,4,3,4,F1_equilibrated,F3_release_last,9.101072596611305e-07,0.0
2025,1,1,1,F1_equilibrated,F3_release_last,5.336313584384958e-06,0.0
2025,2,2,2,F1_equilibrated,F3_release_last,6.598831443238931e-06,0.0
2025,3,4,3,F1_equilibrated,F3_release_last,2.4022605224741263e-06,0.0
2025,4,3,4,F1_equilibrated,F3_release_last,3.796387795146827e-06,2.3613894220019693e-06
2026,1,1,1,F1_equilibrated,F3_release_last,8.291623006239323e-06,0.0
2026,2,2,2,F1_equilibrated,F3_release_last,1.165389770412667e-05,0.0
2026,3,4,3,F1_equilibrated,F3_release_last,8.618952187975932e-06,0.0
2026,4,3,4,F1_equilibrated,F3_release_last,3.694462756979812e-06,0.0
2027,1,1,1,F1_equilibrated,F3_release_last,1.4000485995911715e-05,2.774172437450526e-06
2027,2,2,2,F1_equilibrated,F3_release_last,1.7049209735627512e-05,1.0674101535062665e-06
2027,3,4,3,F1_equilibrated,F3_release_last,6.0410510487649656e-06,1.4134287478909856e-06
2027,4,3,4,F1_equilibrated,F3_release_last,9.24771862572814e-06,5.5743821436382915e-06
2028,1,1,1,F1_equilibrated,F3_release_last,1.9715935125456463e-05,3.328245858054421e-06
2028,2,2,2,F1_equilibrated,F3_release_last,2.3952840640588e-05,0.0
2028,3,4,3,F1_equilibrated,F3_release_last,2.5317041181788084e-05,6.264064387786708e-06
2028,4,3,4,F1_equilibrated,F3_release_last,1.0346813050576354e-05,2.6649672423285627e-06
2029,1,1,1,F1_equilibrated,F3_release_last,2.9742340214828885e-05,4.290800792653408e-07
2029,2,2,2,F1_equilibrated,F3_release_last,4.132264168692202e-05,3.021611131263051e-06
2029,3,4,3,F1_equilibrated,F3_release_last,4.347571228703866e-05,1.6414360087705187e-05
2029,4,3,4,F1_equilibrated,F3_release_last,3.419390297833031e-05,1.4391051309040734e-05
2030,1,1,1,F1_equilibrated,F3_release_last,4.3057359102101995e-05,1.4560762048162538e-05
2030,2,2,2,F1_equilibrated,F3_release_last,3.621639374505408e-05,0.0
2030,3,4,3,F1_equilibrated,F3_release_last,1.7029723517798627e-05,0.0
2030,4,3,4,F1_equilibrated,F3_release_last,3.887658426184656e-05,4.879516173627311e-06
2031,1,1,1,F1_equilibrated,F3_release_last,3.378506533279141e-05,0.0
2031,2,2,2,F1_equilibrated,F3_release_last,3.3983517937651985e-05,0.0
2031,3,4,3,F1_equilibrated,F3_release_last,3.43927322288978e-05,4.161953119156221e-06
2031,4,3,4,F1_equilibrated,F3_release_last,1.5828278986589322e-05,0.0
2032,1,1,1,F1_equilibrated,F3_release_last,3.48492506780213e-05,0.0
2032,2,2,2,F1_equilibrated,F3_release_last,3.701602390562527e-05,0.0
2032,3,4,3,F1_equilibrated,F3_release_last,5.203783657378074e-05,1.8624697586411396e-05
2032,4,3,4,F1_equilibrated,F3_release_last,4.4095053942674184e-05,2.1630359126446105e-05
2033,1,1,1,F1_equilibrated,F3_release_last,4.0118840529311094e-05,0.0
2033,2,2,2,F1_equilibrated,F3_release_last,4.642911996418546e-05,0.0
2033,3,4,3,F1_equilibrated,F3_release_last,2.1910994524824024e-05,0.0
2033,4,3,4,F1_equilibrated,F3_release_last,4.609363576792407e-05,2.512954721739131e-05
2034,1,1,1,F1_equilibrated,F3_release_last,4.7891493676961716e-05,1.7983300860756834e-05
2034,2,2,2,F1_equilibrated,F3_release_last,4.557649352504578e-05,3.6965696155454215e-05
2034,3,4,3,F1_equilibrated,F3_release_last,1.2212184633878225e-05,2.8885926120111947e-05
2034,4,3,4,F1_equilibrated,F3_release_last,1.2832487055062028e-05,6.930239231860982e-06
2035,1,1,1,F1_equilibrated,F3_release_last,3.527676418478391e-05,0.0
2035,2,2,2,F1_equilibrated,F3_release_last,9.452380474896452e-06,0.0
2035,3,4,3,F1_equilibrated,F3_release_last,2.53275771480016e-06,0.0
2035,4,3,4,F1_equilibrated,F3_release_last,9.452380474896452e-06,0.0
2036,1,1,1,F1_equilibrated,F3_release_last,1.36159690669619e-05,0.0
2036,2,2,2,F1_equilibrated,F3_release_last,5.0815488352186876e-05,0.0
2036,3,4,3,F1_equilibrated,F3_release_last,7.151338818396202e-05,2.742612438052898e-05
2036,4,3,4,F1_equilibrated,F3_release_last,1.9161954611905327e-05,0.0
2037,1,1,1,F1_equilibrated,F3_release_last,5.5551617739339754e-05,9.520313318731803e-06
2037,2,2,2,F1_equilibrated,F3_release_last,3.1291444571033764e-05,0.0
2037,3,4,3,F1_equilibrated,F3_release_last,8.512772724104164e-05,4.8924305157846686e-05
2037,4,3,4,F1_equilibrated,F3_release_last,8.918886368803388e-05,4.669936561519446e-05
2038,1,1,1,F1_equilibrated,F3_release_last,3.659473359216882e-05,3.0377800463169324e-06
2038,2,2,2,F1_equilibrated,F3_release_last,7.534376181344161e-05,3.043154820234076e-05
2038,3,4,3,F1_equilibrated,F3_release_last,3.659473359217055e-05,0.0
2038,4,3,4,F1_equilibrated,F3_release_last,7.103517255523713e-05,0.0
2039,1,1,1,F1_equilibrated,F3_release_last,9.555612562617971e-05,4.2554585882280285e-05
2039,2,2,2,F1_equilibrated,F3_release_last,0.00011202830228237114,6.951807783182982e-05
2039,3,4,3,F1_equilibrated,F3_release_last,0.00010596839612490166,4.075392864641067e-05
2039,4,3,4,F1_equilibrated,F3_release_last,4.5955062636677396e-05,0.0
2040,1,1,1,F1_equilibrated,F3_release_last,9.807579662805474e-05,0.0
2040,2,2,2,F1_equilibrated,F3_release_last,4.348466563137976e-05,0.0
2040,3,4,3,F1_equilibrated,F3_release_last,9.6213741840755e-05,0.0
2040,4,3,4,F1_equilibrated,F3_release_last,0.00011943516863028789,0.0
2041,1,1,1,F1_equilibrated,F3_release_last,4.2797369130381444e-05,0.0
2041,2,2,2,F1_equilibrated,F3_release_last,9.551077116646926e-05,3.3436068824166496e-05
2041,3,4,3,F1_equilibrated,F3_release_last,0.00010800485007997872,2.951303008836279e-05
2041,4,3,4,F1_equilibrated,F3_release_last,9.31509972159697e-05,0.0
2042,1,1,1,F1_equilibrated,F3_release_last,0.00010746538757940884,4.8422504475257146e-05
2042,2,2,2,F1_equilibrated,F3_release_last,8.741260496846447e-05,5.946328124027244e-05
2042,3,4,3,F1_equilibrated,F3_release_last,4.0894428770511804e-05,4.705148387741133e-05
2042,4,3,4,F1_equilibrated,F3_release_last,9.400274476579693e-05,2.8529687859579094e-05
2043,1,1,1,F1_equilibrated,F3_release_last,8.282328109933748e-05,0.0
2043,2,2,2,F1_equilibrated,F3_release_last,9.033779772743902e-05,2.6298403601424753e-05
2043,3,4,3,F1_equilibrated,F3_release_last,7.361072208578873e-05,0.0
2043,4,3,4,F1_equilibrated,F3_release_last,3.543040276136715e-05,0.0
2044,1,1,1,F1_equilibrated,F3_release_last,7.798480299912869e-05,2.3903460328290925e-05
2044,2,2,2,F1_equilibrated,F3_release_last,3.6721277147655496e-05,4.432504707240262e-05
2044,3,4,3,F1_equilibrated,F3_release_last,8.213827706780169e-05,1.1296832025105112e-07
2044,4,3,4,F1_equilibrated,F3_release_last,8.612605928637329e-05,0.0
2045,1,1,1,F1_equilibrated,F3_release_last,3.4224369718324765e-05,0.0
2045,2,2,2,F1_equilibrated,F3_release_last,6.866621761107e-05,2.0106683037955392e-05
2045,3,4,3,F1_equilibrated,F3_release_last,8.516286152390751e-05,0.0
2045,4,3,4,F1_equilibrated,F3_release_last,8.18801890051981e-05,6.286592749272287e-06
2046,1,1,1,F1_equilibrated,F3_release_last,8.35611570931781e-05,2.3939822107051653e-05
2046,2,2,2,F1_equilibrated,F3_release_last,8.981304064120677e-05,2.9904416623222985e-05
2046,3,4,3,F1_equilibrated,F3_release_last,8.563109586188708e-05,0.0
2046,4,3,4,F1_equilibrated,F3_release_last,8.61679139870404e-05,0.0
2047,1,1,1,F1_equilibrated,F3_release_last,8.89185766053107e-05,4.552527622043415e-05
2047,2,2,2,F1_equilibrated,F3_release_last,8.02229718656778e-05,2.4178999218847337e-05
2047,3,4,3,F1_equilibrated,F3_release_last,8.110622778050199e-05,0.0
2047,4,3,4,F1_equilibrated,F3_release_last,8.427482113050437e-05,0.0
2048,1,1,1,F1_equilibrated,F3_release_last,6.384019840860108e-05,1.9778344628567463e-05
2048,2,2,2,F1_equilibrated,F3_release_last,2.7777233694608466e-05,1.6944276589740985e-05
2048,3,4,3,F1_equilibrated,F3_release_last,5.9801060297499584e-05,0.0
2048,4,3,4,F1_equilibrated,F3_release_last,7.454850332954538e-05,0.0
2049,1,1,1,F1_equilibrated,F3_release_last,2.4098132414678355e-05,9.445651507811095e-06
2049,2,2,2,F1_equilibrated,F3_release_last,5.0109605505700705e-05,1.4865794201984533e-05
2049,3,4,3,F1_equilibrated,F3_release_last,5.837168646014544e-05,5.985583449639531e-06
2049,4,3,4,F1_equilibrated,F3_release_last,5.5466495281236705e-05,7.688368738306434e-06
2050,1,1,1,F1_equilibrated,F3_release_last,5.702158317284593e-05,1.5250452046200024e-05
2050,2,2,2,F1_equilibrated,F3_release_last,4.989398424924338e-05,1.715230504890572e-05
2050,3,4,3,F1_equilibrated,F3_release_last,2.255262391498425e-05,0.0
2050,4,3,4,F1_equilibrated,F3_release_last,4.955244120777649e-05,5.129140668717327e-06
2051,1,1,1,F1_equilibrated,F3_release_last,4.676355380031638e-05,2.0571989370240726e-05
2051,2,2,2,F1_equilibrated,F3_release_last,4.533865768787532e-05,1.2727012254906645e-05
2051,3,4,3,F1_equilibrated,F3_release_last,1.2148456713378941e-05,0.0
2051,4,3,4,F1_equilibrated,F3_release_last,1.2530256476002075e-05,1.0299804642795608e-05
2052,1,1,1,F1_equilibrated,F3_release_last,4.730272289621765e-05,1.9515695334710497e-05
2052,2,2,2,F1_equilibrated,F3_release_last,5.409354494722088e-05,1.4764299248197195e-05
2052,3,4,3,F1_equilibrated,F3_release_last,4.55158680422868e-05,6.096910214551873e-06
2052,4,3,4,F1_equilibrated,F3_release_last,2.09869246944102e-05,1.2765013762900193e-07
2053,1,1,1,F1_equilibrated,F3_release_last,5.577301343086781e-05,1.1399477882042576e-05
2053,2,2,2,F1_equilibrated,F3_release_last,5.3570584606903865e-05,1.0828596502465314e-05
2053,3,4,3,F1_equilibrated,F3_release_last,4.92603559036648e-05,2.4888881644345023e-06
2053,4,3,4,F1_equilibrated,F3_release_last,5.309171110206255e-05,7.385365773213311e-06
2054,1,1,1,F1_equilibrated,F3_release_last,4.403352328938813e-05,1.1943051697824126e-05
2054,2,2,2,F1_equilibrated,F3_release_last,2.0180216039000776e-05,7.197096895955471e-06
2054,3,4,3,F1_equilibrated,F3_release_last,4.3813171702477074e-05,1.2840570446115331e-05
2054,4,3,4,F1_equilibrated,F3_release_last,4.6774178764604976e-05,5.789377652971146e-06
2055,1,1,1,F1_equilibrated,F3_release_last,1.8528891297211678e-05,1.011540193015712e-05
2055,2,2,2,F1_equilibrated,F3_release_last,3.787069545323381e-05,6.0312808072145955e-06
2055,3,4,3,F1_equilibrated,F3_release_last,4.60315242839255e-05,5.541068367826123e-06
2055,4,3,4,F1_equilibrated,F3_release_last,4.361417803412648e-05,1.382459890546077e-05
2056,1,1,1,F1_equilibrated,F3_release_last,4.258888118243917e-05,5.86501486973378e-06
2056,2,2,2,F1_equilibrated,F3_release_last,3.6137400158136115e-05,9.128538251111824e-06
2056,3,4,3,F1_equilibrated,F3_release_last,1.705229548745399e-05,8.71154470735041e-06
2056,4,3,4,F1_equilibrated,F3_release_last,3.8914289306093974e-05,1.0506212186870909e-05
2057,1,1,1,F1_equilibrated,F3_release_last,2.828554382307627e-05,9.241840544609286e-06
2057,2,2,2,F1_equilibrated,F3_release_last,1.3285354406268254e-05,1.6445332461604168e-06
2057,3,4,3,F1_equilibrated,F3_release_last,2.4855873801995013e-05,1.1026791462388818e-05
2057,4,3,4,F1_equilibrated,F3_release_last,1.3285354406268254e-05,7.436485833131308e-06
2058,1,1,1,F1_equilibrated,F3_release_last,1.2679178814672953e-05,4.108155435944127e-06
2058,2,2,2,F1_equilibrated,F3_release_last,2.6023265716927646e-05,8.286508928690133e-06
2058,3,4,3,F1_equilibrated,F3_release_last,1.2679178814669484e-05,5.8514070061365525e-06
2058,4,3,4,F1_equilibrated,F3_release_last,2.469344954175723e-05,1.293127596254588e-05
2059,1,1,1,F1_equilibrated,F3_release_last,2.6060633774582787e-05,6.470530217176978e-06
2059,2,2,2,F1_equilibrated,F3_release_last,1.2818638304408839e-05,3.4940607549415956e-07
2059,3,4,3,F1_equilibrated,F3_release_last,2.5213919443052568e-05,1.1807855352878333e-05
2059,4,3,4,F1_equilibrated,F3_release_last,1.2818638304407104e-05,1.4521706308885489e-05
2060,1,1,1,F1_equilibrated,F3_release_last,1.4977280971337562e-05,9.676409825484442e-07
2060,2,2,2,F1_equilibrated,F3_release_last,3.411679788293924e-05,6.842294451369279e-06
2060,3,4,3,F1_equilibrated,F3_release_last,3.523632676223805e-05,1.0431673250734007e-05
2060,4,3,4,F1_equilibrated,F3_release_last,3.1220720961500775e-05,1.2827381063568264e-05
2061,1,1,1,F1_equilibrated,F3_release_last,4.0200641330164974e-05,5.9155811974738286e-06
2061,2,2,2,F1_equilibrated,F3_release_last,3.7682493821680416e-05,4.90054240612583e-06
2061,3,4,3,F1_equilibrated,F3_release_last,1.5525388747408136e-05,5.734216551035428e-06
2061,4,3,4,F1_equilibrated,F3_release_last,3.1030775170533265e-05,9.411895616432764e-06
2062,1,1,1,F1_equilibrated,F3_release_last,3.7538603064301776e-05,6.446677528718471e-06
2062,2,2,2,F1_equilibrated,F3_release_last,3.966363371290041e-05,1.7010323158570245e-06
2062,3,4,3,F1_equilibrated,F3_release_last,3.3605629507963905e-05,9.858849998516843e-06
2062,4,3,4,F1_equilibrated,F3_release_last,1.621531888774952e-05,1.5601047568748706e-05
2063,1,1,1,F1_equilibrated,F3_release_last,4.035223155700318e-05,1.6916228364155343e-07
2063,2,2,2,F1_equilibrated,F3_release_last,4.010848520447606e-05,6.60817595255804e-07
2063,3,4,3,F1_equilibrated,F3_release_last,4.091871200627602e-05,1.525134164307362e-05
2063,4,3,4,F1_equilibrated,F3_release_last,4.022488374438339e-05,7.768820909223205e-06
2064,1,1,1,F1_equilibrated,F3_release_last,3.321856093922368e-05,7.03564754984216e-07
2064,2,2,2,F1_equilibrated,F3_release_last,1.463868413877946e-05,0.0
2064,3,4,3,F1_equilibrated,F3_release_last,3.17709206160751e-05,8.337069154171293e-06
2064,4,3,4,F1_equilibrated,F3_release_last,3.865347941320145e-05,1.3565730668640497e-05
2065,1,1,1,F1_equilibrated,F3_release_last,7.791026521493383e-06,0.0
2065,2,2,2,F1_equilibrated,F3_release_last,7.662754798678714e-06,2.570460264081321e-06
2065,3,4,3,F1_equilibrated,F3_release_last,2.859779023460865e-05,1.4425143466311949e-05
2065,4,3,4,F1_equilibrated,F3_release_last,2.9076506821334308e-05,1.7089001089105665e-05
2066,1,1,1,F1_equilibrated,F3_release_last,1.368816616333264e-05,4.269596619635961e-08
2066,2,2,2,F1_equilibrated,F3_release_last,3.027816787087856e-05,3.299734651868863e-06
