uel_integration_point,integration_point,expected_sdv16,sdv16_error,odb_integration_point,odb_sdv12,step,sdv15_error,odb_sdv13,expected_sdv15,odb_sdv16,odb_sdv15,frame_index,element,frame_tag
4,4,5.993223949271424e-06,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,8.083050813837068e-05,5.993223949271424e-06,8.083050813837068e-05,1,816,F0_ingested
1,1,7.240350302206132e-06,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00011251380469857703,7.240350302206132e-06,0.00011251380469857703,1,817,F0_ingested
2,2,9.423010129001456e-06,0.0,2,0.0,INGEST_COMPATIBLE_STATE,-2.710505431213761e-20,0.0,0.00013763536102320392,9.423010129001456e-06,0.0001376353610232039,1,817,F0_ingested
3,3,9.081625902461804e-06,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0001348098056441717,9.081625902461804e-06,0.0001348098056441717,1,817,F0_ingested
4,4,6.6517204889870195e-06,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00010964286020751936,6.6517204889870195e-06,0.00010964286020751936,1,817,F0_ingested
1,1,1.182556232094899e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0001589221140962173,1.182556232094899e-05,0.0001589221140962173,1,818,F0_ingested
2,2,1.4392723525007888e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00019195704869523595,1.4392723525007888e-05,0.00019195704869523595,1,818,F0_ingested
3,3,1.4948007747742247e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00018745305434864892,1.4948007747742247e-05,0.00018745305434864892,1,818,F0_ingested
4,4,1.1985379739817483e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00015565898432719623,1.1985379739817483e-05,0.00015565898432719623,1,818,F0_ingested
1,1,1.5996763383768085e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00021571807479457423,1.5996763383768085e-05,0.00021571807479457423,1,819,F0_ingested
2,2,1.725141156838518e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00024759947073891794,1.725141156838518e-05,0.00024759947073891794,1,819,F0_ingested
3,3,1.62719557889242e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00024146006816376322,1.62719557889242e-05,0.00024146006816376322,1,819,F0_ingested
4,4,1.5683961422749537e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00021044338547237206,1.5683961422749537e-05,0.00021044338547237206,1,819,F0_ingested
1,1,1.9352664238364595e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00027656846566101776,1.9352664238364595e-05,0.00027656846566101776,1,820,F0_ingested
2,2,2.4023471868628637e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00032383183568805544,2.4023471868628637e-05,0.00032383183568805544,1,820,F0_ingested
3,3,2.5271918092613204e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00032256165689677365,2.5271918092613204e-05,0.00032256165689677365,1,820,F0_ingested
4,4,1.883333373827725e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.000271502068448705,1.883333373827725e-05,0.000271502068448705,1,820,F0_ingested
1,1,2.674271061790414e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0003587891951957221,2.674271061790414e-05,0.0003587891951957221,1,821,F0_ingested
2,2,3.176663493992989e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0004070311074420806,3.176663493992989e-05,0.0004070311074420806,1,821,F0_ingested
3,3,2.956435756815986e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,-1.0842021724855044e-19,0.0,0.00039631286509230217,2.956435756815986e-05,0.00039631286509230206,1,821,F0_ingested
4,4,2.8544265418069745e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,-5.421010862427522e-20,0.0,0.0003560046090641106,2.8544265418069745e-05,0.00035600460906411055,1,821,F0_ingested
1,1,3.24373142332016e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0004486866320853931,3.24373142332016e-05,0.0004486866320853931,1,822,F0_ingested
2,2,3.377551278991179e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0005142497295805017,3.377551278991179e-05,0.0005142497295805017,1,822,F0_ingested
3,3,3.478089599220055e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0004993732184835163,3.478089599220055e-05,0.0004993732184835163,1,822,F0_ingested
4,4,3.105394612608309e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,-5.421010862427522e-20,0.0,0.00043472836820620495,3.105394612608309e-05,0.0004347283682062049,1,822,F0_ingested
1,1,4.789305556987406e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0005778926987460264,4.789305556987406e-05,0.0005778926987460264,1,823,F0_ingested
2,2,6.294033733481062e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0006862054265556706,6.294033733481062e-05,0.0006862054265556706,1,823,F0_ingested
3,3,5.831151018568572e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0006507920924757792,5.831151018568572e-05,0.0006507920924757792,1,823,F0_ingested
4,4,3.8385621463297753e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0005572673189152095,3.8385621463297753e-05,0.0005572673189152095,1,823,F0_ingested
1,1,6.538065102669794e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0007466668707080575,6.538065102669794e-05,0.0007466668707080575,1,824,F0_ingested
2,2,6.773282588291115e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0008035378802217222,6.773282588291115e-05,0.0008035378802217222,1,824,F0_ingested
3,3,6.38279562744311e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0007826923383316742,6.38279562744311e-05,0.0007826923383316742,1,824,F0_ingested
4,4,6.064785233370865e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0007111945443821909,6.064785233370865e-05,0.0007111945443821909,1,824,F0_ingested
1,1,6.798388861205071e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0008595630237486047,6.798388861205071e-05,0.0008595630237486047,1,825,F0_ingested
2,2,7.277829168771501e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0009557555528517213,7.277829168771501e-05,0.0009557555528517213,1,825,F0_ingested
3,3,7.886958333240174e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0009531091289574801,7.886958333240174e-05,0.0009531091289574801,1,825,F0_ingested
4,4,6.48317297677793e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0008475131559059334,6.48317297677793e-05,0.0008475131559059334,1,825,F0_ingested
1,1,7.843216818390698e-05,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0010554483475710024,7.843216818390698e-05,0.0010554483475710024,1,826,F0_ingested
2,2,8.6879067006881e-05,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0012316215987894959,8.6879067006881e-05,0.0012316215987894959,1,826,F0_ingested
3,3,9.418734223437536e-05,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0011724236691125164,9.418734223437536e-05,0.0011724236691125164,1,826,F0_ingested
4,4,8.578330761253609e-05,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0010401686385835655,8.578330761253609e-05,0.0010401686385835655,1,826,F0_ingested
1,1,0.00011594534535995171,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0013236922168305433,0.00011594534535995171,0.0013236922168305433,1,827,F0_ingested
2,2,0.00012272367587785302,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.001399060571984459,0.00012272367587785302,0.001399060571984459,1,827,F0_ingested
3,3,0.00011321122829478379,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.001349421539924449,0.00011321122829478379,0.001349421539924449,1,827,F0_ingested
4,4,0.00010791353678133074,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0012552877342837877,0.00010791353678133074,0.0012552877342837877,1,827,F0_ingested
1,1,0.00012728011644959355,0.0,1,0.0,INGEST_COMPATIBLE_STATE,-2.168404344971009e-19,0.0,0.0014629687685807898,0.00012728011644959355,0.0014629687685807895,1,828,F0_ingested
2,2,0.00012867496770492672,0.0,2,0.0,INGEST_COMPATIBLE_STATE,-2.168404344971009e-19,0.0,0.0015622008535481498,0.00012867496770492672,0.0015622008535481496,1,828,F0_ingested
3,3,0.00012351369679037243,0.0,4,0.0,INGEST_COMPATIBLE_STATE,-4.336808689942018e-19,0.0,0.0015513756274291885,0.00012351369679037243,0.001551375627429188,1,828,F0_ingested
4,4,0.00011925596631139103,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0014287580517813917,0.00011925596631139103,0.0014287580517813917,1,828,F0_ingested
1,1,0.00013444317700651804,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0016566876893796853,0.00013444317700651804,0.0016566876893796853,1,829,F0_ingested
2,2,0.00014786655783710482,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0018155984405504987,0.00014786655783710482,0.0018155984405504987,1,829,F0_ingested
3,3,0.00015869857198718646,0.0,4,0.0,INGEST_COMPATIBLE_STATE,-2.168404344971009e-19,0.0,0.0018504745448905005,0.00015869857198718646,0.0018504745448905003,1,829,F0_ingested
4,4,0.00014291496217317355,0.0,3,0.0,INGEST_COMPATIBLE_STATE,-2.168404344971009e-19,0.0,0.0016643742211926592,0.00014291496217317355,0.001664374221192659,1,829,F0_ingested
1,1,0.00015899798053958426,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0019445302398120366,0.00015899798053958426,0.0019445302398120366,1,830,F0_ingested
2,2,0.00018852510656378177,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.002137867714935016,0.00018852510656378177,0.002137867714935016,1,830,F0_ingested
3,3,0.00017541281930737258,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.002098409659831479,0.00017541281930737258,0.002098409659831479,1,830,F0_ingested
4,4,0.00016943696060648733,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00196677399016026,0.00016943696060648733,0.00196677399016026,1,830,F0_ingested
1,1,0.00019177784620923757,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0022561643643739387,0.00019177784620923757,0.0022561643643739387,1,831,F0_ingested
2,2,0.00019872370984547056,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0023860193458832618,0.00019872370984547056,0.0023860193458832618,1,831,F0_ingested
3,3,0.0001874151571696554,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0023583025933531215,0.0001874151571696554,0.0023583025933531215,1,831,F0_ingested
4,4,0.00018167207777006422,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.002203319432870691,0.00018167207777006422,0.002203319432870691,1,831,F0_ingested
1,1,0.00020277839089961777,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0025119195804528226,0.00020277839089961777,0.0025119195804528226,1,832,F0_ingested
2,2,0.0002051732189812577,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.002726030436472378,0.0002051732189812577,0.002726030436472378,1,832,F0_ingested
3,3,0.00019746892430884134,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0027442835990477026,0.00019746892430884134,0.0027442835990477026,1,832,F0_ingested
4,4,0.00019246279138699908,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0025032535048144272,0.00019246279138699908,0.0025032535048144272,1,832,F0_ingested
1,1,0.00026029469098029403,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0029016577561536273,0.00026029469098029403,0.0029016577561536273,1,833,F0_ingested
2,2,0.000283125441964312,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.003167369660700386,0.000283125441964312,0.003167369660700386,1,833,F0_ingested
3,3,0.00029402411338094557,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.003241490841273207,0.00029402411338094557,0.003241490841273207,1,833,F0_ingested
4,4,0.00027500517251353556,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0029420936971743354,0.00027500517251353556,0.0029420936971743354,1,833,F0_ingested
1,1,0.00029609234104071165,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0033428132362488937,0.00029609234104071165,0.0033428132362488937,1,834,F0_ingested
2,2,0.0003160684487048246,0.0,2,0.0,INGEST_COMPATIBLE_STATE,-4.336808689942018e-19,0.0,0.0035564220939622074,0.0003160684487048246,0.003556422093962207,1,834,F0_ingested
3,3,0.00031061235337885617,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0035482873108334412,0.00031061235337885617,0.0035482873108334412,1,834,F0_ingested
4,4,0.0003054783303653817,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0034039199305100683,0.0003054783303653817,0.0034039199305100683,1,834,F0_ingested
1,1,0.0003182571513758977,0.0,1,0.0,INGEST_COMPATIBLE_STATE,-4.336808689942018e-19,0.0,0.003713448259474214,0.0003182571513758977,0.0037134482594742137,1,835,F0_ingested
2,2,0.00033051429164259014,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00392884286405742,0.00033051429164259014,0.00392884286405742,1,835,F0_ingested
3,3,0.0003192912295340113,0.0,4,0.0,INGEST_COMPATIBLE_STATE,-4.336808689942018e-19,0.0,0.0039049653685483098,0.0003192912295340113,0.0039049653685483093,1,835,F0_ingested
4,4,0.0003111295305589158,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.003682542031327086,0.0003111295305589158,0.003682542031327086,1,835,F0_ingested
1,1,0.00034531263857893535,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.004101036992492235,0.00034531263857893535,0.004101036992492235,1,836,F0_ingested
2,2,0.000363046256012878,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.004356085495557983,0.000363046256012878,0.004356085495557983,1,836,F0_ingested
3,3,0.0003471979134039406,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.004378365742816963,0.0003471979134039406,0.004378365742816963,1,836,F0_ingested
4,4,0.0003306909127947192,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.004091410770116448,0.0003306909127947192,0.004091410770116448,1,836,F0_ingested
1,1,0.00041364855913275417,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0045497830249736325,0.00041364855913275417,0.0045497830249736325,1,837,F0_ingested
2,2,0.0004267196846899131,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.004823926013572011,0.0004267196846899131,0.004823926013572011,1,837,F0_ingested
3,3,0.0004479392936154869,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0049386742542520895,0.0004479392936154869,0.0049386742542520895,1,837,F0_ingested
4,4,0.0004324735171727173,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.004605389309167488,0.0004324735171727173,0.004605389309167488,1,837,F0_ingested
1,1,0.0004402292908393164,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005042356249768278,0.0004402292908393164,0.005042356249768278,1,838,F0_ingested
2,2,0.00045519047857444,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005364975764367369,0.00045519047857444,0.005364975764367369,1,838,F0_ingested
3,3,0.0004826455752697241,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005347342023058019,0.0004826455752697241,0.005347342023058019,1,838,F0_ingested
4,4,0.0004601604351102235,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005137479884761138,0.0004601604351102235,0.005137479884761138,1,838,F0_ingested
1,1,0.0004995758048896581,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005556970107631518,0.0004995758048896581,0.005556970107631518,1,839,F0_ingested
2,2,0.0005188041887643965,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0057588888935959015,0.0005188041887643965,0.0057588888935959015,1,839,F0_ingested
3,3,0.0005008333987705993,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005741947972750172,0.0005008333987705993,0.005741947972750172,1,839,F0_ingested
4,4,0.00048391392061827447,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005509308759085065,0.00048391392061827447,0.005509308759085065,1,839,F0_ingested
1,1,0.0005381176555951028,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.005912508071653646,0.0005381176555951028,0.005912508071653646,1,840,F0_ingested
2,2,0.0005533885494019076,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.006130284685159992,0.0005533885494019076,0.006130284685159992,1,840,F0_ingested
3,3,0.0005468124639680916,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.006167994571088088,0.0005468124639680916,0.006167994571088088,1,840,F0_ingested
4,4,0.0005247643560687996,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00591844230414222,0.0005247643560687996,0.00591844230414222,1,840,F0_ingested
1,1,0.0005551696379504799,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.006302880870171987,0.0005551696379504799,0.006302880870171987,1,841,F0_ingested
2,2,0.0005694014722108545,0.0,2,0.0,INGEST_COMPATIBLE_STATE,-8.673617379884035e-19,0.0,0.006556645803310967,0.0005694014722108545,0.006556645803310966,1,841,F0_ingested
3,3,0.0005716329499894738,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.006601230334467351,0.0005716329499894738,0.006601230334467351,1,841,F0_ingested
4,4,0.0005608046403708081,0.0,3,0.0,INGEST_COMPATIBLE_STATE,-1.734723475976807e-18,0.0,0.006350947072415344,0.0005608046403708081,0.006350947072415342,1,841,F0_ingested
1,1,0.0005950904314635253,0.0,1,0.0,INGEST_COMPATIBLE_STATE,-1.734723475976807e-18,0.0,0.006754984133550142,0.0005950904314635253,0.00675498413355014,1,842,F0_ingested
2,2,0.0006271071950879126,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007043089595712959,0.0006271071950879126,0.007043089595712959,1,842,F0_ingested
3,3,0.0006320178571289777,0.0,4,0.0,INGEST_COMPATIBLE_STATE,-8.673617379884035e-19,0.0,0.007179077981184789,0.0006320178571289777,0.007179077981184788,1,842,F0_ingested
4,4,0.0005815989292280806,0.0,3,0.0,INGEST_COMPATIBLE_STATE,-1.734723475976807e-18,0.0,0.006823127342699376,0.0005815989292280806,0.006823127342699374,1,842,F0_ingested
1,1,0.0006478601569040015,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007228598443659464,0.0006478601569040015,0.007228598443659464,1,843,F0_ingested
2,2,0.0006517309125456821,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007447312579340068,0.0006517309125456821,0.007447312579340068,1,843,F0_ingested
3,3,0.0006715484895071359,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007529403067828969,0.0006715484895071359,0.007529403067828969,1,843,F0_ingested
4,4,0.0006649091895038194,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007368323991366967,0.0006649091895038194,0.007368323991366967,1,843,F0_ingested
1,1,0.0006577680993365594,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007622478093698824,0.0006577680993365594,0.007622478093698824,1,844,F0_ingested
2,2,0.0006964194025308836,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007882325042980276,0.0006964194025308836,0.007882325042980276,1,844,F0_ingested
3,3,0.0007280357656458783,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.007962043716368794,0.0007280357656458783,0.007962043716368794,1,844,F0_ingested
4,4,0.000675217063272355,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.0076884897886736366,0.000675217063272355,0.0076884897886736366,1,844,F0_ingested
1,1,0.0007452822103047686,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008062176097266602,0.0007452822103047686,0.008062176097266602,1,845,F0_ingested
2,2,0.0007466084902422945,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008293691366090216,0.0007466084902422945,0.008293691366090216,1,845,F0_ingested
3,3,0.0007655410770954062,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008377099870683377,0.0007655410770954062,0.008377099870683377,1,845,F0_ingested
4,4,0.0007600914110095935,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008146556231743235,0.0007600914110095935,0.008146556231743235,1,845,F0_ingested
1,1,0.0007498243742705836,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008464574675673712,0.0007498243742705836,0.008464574675673712,1,846,F0_ingested
2,2,0.0007538993508664452,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00869992129079773,0.0007538993508664452,0.00869992129079773,1,846,F0_ingested
3,3,0.0007977583911942965,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008775162842542155,0.0007977583911942965,0.008775162842542155,1,846,F0_ingested
4,4,0.0007676971835084423,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008545534504403813,0.0007676971835084423,0.008545534504403813,1,846,F0_ingested
1,1,0.0008342985606630972,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008871900501601563,0.0008342985606630972,0.008871900501601563,1,847,F0_ingested
2,2,0.0008359137139866712,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00910640982823921,0.0008359137139866712,0.00910640982823921,1,847,F0_ingested
3,3,0.0008488926667258516,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00920614229847032,0.0008488926667258516,0.00920614229847032,1,847,F0_ingested
4,4,0.0008166521136760416,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.008952172167475982,0.0008166521136760416,0.008952172167475982,1,847,F0_ingested
1,1,0.0008380413505858882,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009263881152700229,0.0008380413505858882,0.009263881152700229,1,848,F0_ingested
2,2,0.0008401218600433221,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009459591485225254,0.0008401218600433221,0.009459591485225254,1,848,F0_ingested
3,3,0.0008621822471220844,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009540185058004923,0.0008621822471220844,0.009540185058004923,1,848,F0_ingested
4,4,0.0008518885497133477,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009363699877626641,0.0008518885497133477,0.009363699877626641,1,848,F0_ingested
1,1,0.000881257033576098,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.00961940363305298,0.000881257033576098,0.00961940363305298,1,849,F0_ingested
2,2,0.0009064764725397671,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009860308208060012,0.0009064764725397671,0.009860308208060012,1,849,F0_ingested
3,3,0.0009020749962235543,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009910636633280696,0.0009020749962235543,0.009910636633280696,1,849,F0_ingested
4,4,0.000874386406306466,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009686736319993325,0.000874386406306466,0.009686736319993325,1,849,F0_ingested
1,1,0.0009096038694658443,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.009992449988001735,0.0009096038694658443,0.009992449988001735,1,850,F0_ingested
2,2,0.0009126030247143485,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010112563469598067,0.0009126030247143485,0.010112563469598067,1,850,F0_ingested
3,3,0.0009206232405307483,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.01017710860362651,0.0009206232405307483,0.01017710860362651,1,850,F0_ingested
4,4,0.0009160239028354301,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010042031490670813,0.0009160239028354301,0.010042031490670813,1,850,F0_ingested
1,1,0.000912191616370914,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010232656313144559,0.000912191616370914,0.010232656313144559,1,851,F0_ingested
2,2,0.0009511573152617912,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010440642581742656,0.0009511573152617912,0.010440642581742656,1,851,F0_ingested
3,3,0.0009460811373050148,0.0,4,0.0,INGEST_COMPATIBLE_STATE,1.734723475976807e-18,0.0,0.010461300017368415,0.0009460811373050148,0.010461300017368417,1,851,F0_ingested
4,4,0.0009262707273516642,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010289451266766919,0.0009262707273516642,0.010289451266766919,1,851,F0_ingested
1,1,0.0009642998702538784,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010558616116876257,0.0009642998702538784,0.010558616116876257,1,852,F0_ingested
2,2,0.0009716987038549659,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010672939540211673,0.0009716987038549659,0.010672939540211673,1,852,F0_ingested
3,3,0.0009715013810529499,0.0,4,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010716684838457597,0.0009715013810529499,0.010716684838457597,1,852,F0_ingested
4,4,0.0009626499662475836,0.0,3,0.0,INGEST_COMPATIBLE_STATE,1.734723475976807e-18,0.0,0.010575776907882398,0.0009626499662475836,0.0105757769078824,1,852,F0_ingested
1,1,0.0009743904672659063,0.0,1,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010762748561276774,0.0009743904672659063,0.010762748561276774,1,853,F0_ingested
2,2,0.0009850718708408744,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010893787946469235,0.0009850718708408744,0.010893787946469235,1,853,F0_ingested
3,3,0.000982324568480697,0.0,4,0.0,INGEST_COMPATIBLE_STATE,-1.734723475976807e-18,0.0,0.010942782309838531,0.000982324568480697,0.01094278230983853,1,853,F0_ingested
4,4,0.0009740332476791913,0.0,3,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.010815023639529603,0.0009740332476791913,0.010815023639529603,1,853,F0_ingested
1,1,0.000998612249616453,0.0,1,0.0,INGEST_COMPATIBLE_STATE,-1.734723475976807e-18,0.0,0.010986240381398556,0.000998612249616453,0.010986240381398555,1,854,F0_ingested
2,2,0.0010100647648534852,0.0,2,0.0,INGEST_COMPATIBLE_STATE,0.0,0.0,0.01110778574571645,0.0010100647648534852,0.01110778574571645,1,854,F0_ingested
