node,x,y,active_lower_bound,d_compatible,d_lb,bound_margin,residual_Kd_minus_f
5744,-0.08750000000000002,0.375,False,0.003186561438501078,0.002972863142826106,0.00021369829567497193,-6.617444900424221e-23
5745,-0.07500000000000001,0.375,False,0.003563979643488486,0.0035453772334301005,1.8602410058385626e-05,5.293955920339377e-23
5746,-0.0625,0.375,False,0.003939187685889606,0.0037838167462835655,0.00015537093960604027,-1.3234889800848443e-23
5747,-0.04999999999999999,0.375,False,0.00435932676113198,0.004291530995226668,6.77957659053121e-05,1.0587911840678754e-22
5748,-0.03749999999999998,0.375,False,0.004783868934088776,0.004712640740304367,7.12281937844091e-05,1.5881867761018131e-22
5749,-0.025000000000000022,0.375,False,0.0052363096392309735,0.005201670535094473,3.463910413650014e-05,1.3234889800848443e-22
5750,-0.012500000000000011,0.375,True,0.005721519060588243,0.005721519060588243,0.0,2.9293938288623523e-09
5751,0.0,0.375,False,0.006154698374015334,0.005719170456277353,0.0004355279177379809,2.6469779601696886e-23
5752,0.012499999999999956,0.375,True,0.006731813211822251,0.006731813211822251,0.0,1.0514898050545115e-08
5753,0.025000000000000022,0.375,False,0.007075860016137388,0.006734758821913776,0.0003411011942236119,5.293955920339377e-23
5754,0.03749999999999998,0.375,True,0.0077365992122138,0.0077365992122138,0.0,2.5021194975251645e-08
5755,0.050000000000000044,0.375,False,0.00794750223155167,0.007787566635771332,0.0001599355957803382,-2.117582368135751e-22
5756,0.0625,0.375,False,0.008363698445968437,0.008247570819988885,0.00011612762597955177,1.3234889800848443e-22
5757,0.07499999999999996,0.375,True,0.008820184768304512,0.008820184768304512,0.0,2.952671140148759e-09
5758,0.08750000000000002,0.375,False,0.009156108982542937,0.008886084834668408,0.00027002414787452925,1.0587911840678754e-22
5759,0.09999999999999998,0.375,False,0.00956156379501097,0.009556935187736733,4.628607274237417e-06,0.0
5760,0.11250000000000004,0.375,False,0.009900191760621853,0.00986992263196888,3.0269128652973126e-05,0.0
5761,0.125,0.375,False,0.010169893487394997,0.00990380928339279,0.00026608420400220725,3.1763735522036263e-22
5762,0.13749999999999996,0.375,False,0.01046004022156329,0.010340452871802623,0.00011958734976066747,2.117582368135751e-22
5763,0.15000000000000002,0.375,True,0.010793871418488874,0.010793871418488874,0.0,6.298328052869699e-09
5764,0.16249999999999998,0.375,False,0.01093208840286853,0.010847029115079598,8.505928778893175e-05,-1.5881867761018131e-22
5765,0.17500000000000004,0.375,True,0.011175073535020461,0.011175073535020461,0.0,5.480538437120365e-09
5766,0.1875,0.375,True,0.011334837737990915,0.011334837737990915,0.0,2.007293719355201e-09
5767,0.19999999999999996,0.375,False,0.011471450377921643,0.011458003735656374,1.3446642265269038e-05,-4.235164736271502e-22
5768,0.21250000000000002,0.375,True,0.011662974171806045,0.011662974171806045,0.0,5.564456943956885e-09
5769,0.22499999999999998,0.375,False,0.011734721140484069,0.011674553349399814,6.0167791084255254e-05,-8.470329472543003e-22
5770,0.23750000000000004,0.375,True,0.011849469040890903,0.011849469040890903,0.0,9.563293122795023e-10
5771,0.25,0.375,False,0.0119276373126268,0.011916233391646625,1.140392098017591e-05,-2.6469779601696886e-22
5772,0.26249999999999996,0.375,True,0.012001677232318732,0.012001677232318732,0.0,1.0372149728267301e-10
