node,x,y,d_F1,d_unconstrained,d_unconstrained_minus_F1,d_F3_minus_F1
566,0.48750000000000004,-0.425,0.013872073149699859,0.013910420527041254,3.834737734139532e-05,0.0002464908910122972
567,0.5,-0.425,0.013864250780258637,0.013932104548878292,6.785376861965543e-05,0.0003441932742594585
568,-0.5,-0.4125,0.0003312105246455804,0.00036112943384920956,2.991890920362914e-05,8.368947439942444e-05
569,-0.4875,-0.4125,0.00033134192671126607,0.0003499919944617058,1.8650067750439745e-05,5.901968575714497e-05
570,-0.475,-0.4125,0.00033151655922951617,0.0003257792318582955,-5.737327371220697e-06,1.373431452342445e-05
571,-0.4625,-0.4125,0.00025415139420244975,0.00027363469420785155,1.9483300005401804e-05,3.117237221532382e-05
572,-0.45,-0.4125,0.0001870620787050933,0.0002087752667668079,2.1713188061714612e-05,3.3316884921923015e-05
573,-0.4375,-0.4125,0.00016392479302783776,0.00016022221326236378,-3.7025797654739777e-06,4.120501300785857e-06
574,-0.425,-0.4125,0.00015025167267890304,0.000122250592283336,-2.800108039556704e-05,-2.3089947572197528e-05
575,-0.4125,-0.4125,7.276209686440016e-05,8.423772296349551e-05,1.1475626099095347e-05,1.5874432662964867e-05
576,-0.4,-0.4125,5.389644919818646e-05,5.34645418592944e-05,-4.319073388920589e-07,3.0172513908570126e-06
577,-0.3875,-0.4125,3.6025656150046726e-05,3.42943556979194e-05,-1.7313004521273237e-06,6.694588240794414e-08
578,-0.375,-0.4125,2.2481641552178743e-05,2.2794845453465106e-05,3.132039012863635e-07,1.1406064756897055e-06
579,-0.3625,-0.4125,2.1094650861465585e-05,1.9100702179171087e-05,-1.993948682294498e-06,-1.5660556051108257e-06
580,-0.35,-0.4125,2.4943447570229452e-05,2.22259877977871e-05,-2.717459772442352e-06,-2.3339023102135352e-06
581,-0.3375,-0.4125,2.6163810275929272e-05,3.182470731568766e-05,5.660897039758389e-06,6.226227881564311e-06
582,-0.325,-0.4125,4.9283870063361624e-05,5.1182001642465446e-05,1.8981315791038216e-06,2.9013772313546992e-06
583,-0.3125,-0.4125,8.167804879825852e-05,7.842078245307753e-05,-3.25726634518099e-06,-1.1720353700320392e-06
584,-0.3,-0.4125,0.00010039607166376451,0.0001116794744479221,1.1283402784157583e-05,1.5226939710799863e-05
585,-0.2875,-0.4125,0.00015594852111173814,0.0001604008760259001,4.452354914161947e-06,9.03098255141668e-06
586,-0.275,-0.4125,0.00023121738462606896,0.0002167611608538865,-1.4456223772182464e-05,-6.789554868453829e-06
587,-0.2625,-0.4125,0.00023142593757759472,0.0002769446746584136,4.5518737080818886e-05,6.070845601321767e-05
588,-0.25,-0.4125,0.000345829916565868,0.0003644105824115787,1.8580665845710736e-05,3.3354765528875784e-05
589,-0.2375,-0.4125,0.000501944371670072,0.000466492060572155,-3.5452311097917066e-05,-1.904632446584611e-05
590,-0.22499999999999998,-0.4125,0.0005039075562601665,0.0005597535113364503,5.58459550762838e-05,8.844850310674602e-05
591,-0.21250000000000002,-0.4125,0.0005076582574181393,0.0007040392722794084,0.00019638101486126904,0.00023000395151882543
592,-0.2,-0.4125,0.0010686809527975058,0.0009020995842021706,-0.0001665813685953352,-0.00014657637417663785
593,-0.1875,-0.4125,0.0010902315629534943,0.0010462756984997927,-4.395586445370158e-05,-2.1639472911797993e-05
594,-0.175,-0.4125,0.0011080233880031956,0.0011982069345542416,9.018354655104593e-05,0.00012603248420844622
595,-0.16249999999999998,-0.4125,0.00140596166933191,0.001407154314965567,1.1926456336569004e-06,3.6102648458763344e-05
596,-0.15000000000000002,-0.4125,0.0016609204811894457,0.001620973875925417,-3.994660526402869e-05,1.0821841884502918e-05
597,-0.1375,-0.4125,0.0016608710860194441,0.0018284529929478138,0.00016758190692836962,0.00026047517112171665
598,-0.125,-0.4125,0.00208800797135179,0.002127081367415067,3.907339606327694e-05,0.00011773393122978216
599,-0.11249999999999999,-0.4125,0.002532787408372839,0.0024369447953816693,-9.58426129911696e-05,-1.7808930596408326e-05
600,-0.09999999999999998,-0.4125,0.002535377055648883,0.002699632931143346,0.00016425587549446282,0.00029520708975837957
601,-0.08750000000000002,-0.4125,0.00312832733970599,0.0030806281895185373,-4.769915018745276e-05,6.913355400493728e-05
602,-0.07500000000000001,-0.4125,0.0038807041983331134,0.0035441559592311964,-0.00033654823910191697,-0.00026469381537192957
603,-0.0625,-0.4125,0.003933041700589534,0.0039017908925633804,-3.125080802615383e-05,3.952219556851381e-05
604,-0.04999999999999999,-0.4125,0.004049591362898128,0.004251236939877631,0.00020164557697950267,0.00030013120067896165
605,-0.03749999999999998,-0.4125,0.004892309384664416,0.00472044739898207,-0.00017186198568234622,-0.00010454340272325266
606,-0.025000000000000022,-0.4125,0.005329228910819803,0.005137677029442373,-0.00019155188137743012,-0.0001249069033187073
607,-0.012500000000000011,-0.4125,0.005526697480272691,0.005511709563313075,-1.4987916959616036e-05,7.434037206462216e-05
608,0.0,-0.4125,0.005962866648232061,0.005951392263809572,-1.1474384422488666e-05,7.401611365893436e-05
609,0.012499999999999956,-0.4125,0.006513077130755508,0.006390887056481968,-0.0001221900742735399,-3.844770182116156e-05
610,0.025000000000000022,-0.4125,0.006622243003575718,0.006772095809542251,0.0001498528059665329,0.0002684434242367986
611,0.03749999999999998,-0.4125,0.007245070003954585,0.00721585000779774,-2.921999615684498e-05,7.4452175915821e-05
612,0.050000000000000044,-0.4125,0.007679459789042941,0.007635313499140116,-4.414628990282495e-05,6.186095942014008e-05
613,0.0625,-0.4125,0.007857359844884403,0.008010946365128606,0.00015358652024420258,0.00028816155192807474
614,0.07499999999999996,-0.4125,0.008493475633792335,0.008442849395268993,-5.06262385233415e-05,5.316005105109392e-05
615,0.08750000000000002,-0.4125,0.008716019189947946,0.008793519672709367,7.750048276142056e-05,0.00019830069969859268
616,0.09999999999999998,-0.4125,0.00908080687558328,0.009145059900574976,6.425302499169644e-05,0.00018916053605884386
617,0.11250000000000004,-0.4125,0.009631791399845798,0.009496782349102449,-0.00013500905074334893,-2.6615498442022698e-05
618,0.125,-0.4125,0.00969317708379153,0.009769126725480123,7.594964168859339e-05,0.00021963186832655267
619,0.13749999999999996,-0.4125,0.010035239163548051,0.010064282197595302,2.904303404725056e-05,0.00017154986788040297
620,0.15000000000000002,-0.4125,0.010477273821797549,0.010377779167321938,-9.949465447561118e-05,6.465178162258153e-06
621,0.16249999999999998,-0.4125,0.010704322295624707,0.010631704585937415,-7.261770968729209e-05,2.093139993245008e-05
622,0.17500000000000004,-0.4125,0.010761595439451033,0.010833348412830388,7.175297337935413e-05,0.0001812390137761067
623,0.1875,-0.4125,0.011042647791943493,0.011043004524332226,3.56732388732961e-07,0.00010098401370667656
624,0.19999999999999996,-0.4125,0.011254250007097052,0.0112283346531997,-2.5915353897352014e-05,7.09610647887382e-05
625,0.21250000000000002,-0.4125,0.011306708525258016,0.011374716833334157,6.80083080761406e-05,0.000180462169371046
626,0.22499999999999998,-0.4125,0.011548732078369303,0.011530696383885817,-1.8035694483485923e-05,8.294052841251523e-05
627,0.23750000000000004,-0.4125,0.011662304293953643,0.011658785933742446,-3.5183602111969053e-06,9.757805936378913e-05
628,0.25,-0.4125,0.011723327750265269,0.011765602299968819,4.227454970355017e-05,0.00015016037452410085
629,0.26249999999999996,-0.4125,0.011909657939940393,0.011878992346329888,-3.06655936105054e-05,6.505326767305454e-05
630,0.275,-0.4125,0.011960407624251922,0.011965561121948324,5.153497696402248e-06,0.00010498785743727652
631,0.2875,-0.4125,0.012024622447449045,0.012045564182590706,2.0941735141661103e-05,0.00012294607029441317
632,0.30000000000000004,-0.4125,0.01215924621039084,0.012130579517455439,-2.8666692935401875e-05,6.382261963073198e-05
633,0.3125,-0.4125,0.012195385282357103,0.012198171983105898,2.7867007487952095e-06,9.860343209106698e-05
634,0.32499999999999996,-0.4125,0.012232692733870596,0.012260643036397944,2.7950302527347468e-05,0.00012993658822172717
635,0.3375,-0.4125,0.012275009803475477,0.012341620500722964,6.661069724748711e-05,0.00015655209196174455
636,0.35,-0.4125,0.012432124919730815,0.012428368008068992,-3.7569116618230147e-06,7.073795910277937e-05
637,0.36250000000000004,-0.4125,0.012505375774171008,0.012498191376670909,-7.1843975000991656e-06,7.306931068756448e-05
638,0.375,-0.4125,0.012505235189103245,0.012570206667656398,6.497147855315244e-05,0.00015627748247814752
639,0.38749999999999996,-0.4125,0.012661891466843073,0.01267509317339838,1.3201706555308196e-05,9.250612008759873e-05
640,0.4,-0.4125,0.012810393351045616,0.012784265762171221,-2.612758887439448e-05,4.810650182022688e-05
641,0.4125,-0.4125,0.012808855253156393,0.012887829826085861,7.897457292946851e-05,0.00016958553705586493
642,0.42500000000000004,-0.4125,0.013007964823625616,0.013035150567995717,2.718574437010103e-05,0.00010887695323028197
643,0.4375,-0.4125,0.01325388187475247,0.013196116227262,-5.7765647490470515e-05,1.7950434709363208e-05
644,0.44999999999999996,-0.4125,0.013250307496946256,0.013340182489464373,8.987499251811651e-05,0.00019688046721742965
645,0.4625,-0.4125,0.013464057118799621,0.013536043604169969,7.198648537034766e-05,0.00018032721648843578
646,0.475,-0.4125,0.013754397791355745,0.013726473765832203,-2.7924025523541965e-05,9.061518203129504e-05
647,0.48750000000000004,-0.4125,0.013751831493150787,0.013813132284895141,6.130079174435435e-05,0.00026567117049595447
648,0.5,-0.4125,0.01378968236645179,0.013838483756610266,4.8801390158476066e-05,0.00031413791812301417
649,-0.5,-0.4,0.00033047943864376395,0.0003569506785428729,2.6471239899108958e-05,7.67949228450142e-05
650,-0.4875,-0.4,0.00033015505760011505,0.00034664880860498583,1.649375100487078e-05,5.3095821172164845e-05
651,-0.475,-0.4,0.0003301980511947516,0.00032067140437109853,-9.52664682365306e-06,8.325508253562391e-06
652,-0.4625,-0.4,0.00026785295720810006,0.0002680607072389426,2.077500308425616e-07,1.1654020589780254e-05
653,-0.45,-0.4,0.00017192276148291288,0.00020328702630556037,3.136426482264749e-05,4.4102699911751676e-05
654,-0.4375,-0.4,0.00016782186560327414,0.00015940981100276926,-8.412054600504876e-06,-1.5471509365458857e-06
655,-0.425,-0.4,0.00013166106961348052,0.00011882558076986101,-1.283548884361951e-05,-7.749990135936413e-06
656,-0.4125,-0.4,6.1028940660853795e-05,8.057027723176282e-05,1.954133657090903e-05,2.5157876795909216e-05
657,-0.4,-0.4,4.873723178085256e-05,5.2547433314207144e-05,3.8102015333545857e-06,8.050044486498557e-06
658,-0.3875,-0.4,4.078837343843327e-05,3.505968578634279e-05,-5.728687652090479e-06,-3.923363267700395e-06
659,-0.375,-0.4,2.653336114773742e-05,2.3403667298682686e-05,-3.1296938490547326e-06,-2.2555662071279917e-06
660,-0.3625,-0.4,2.058943167349546e-05,1.907362695334468e-05,-1.5158047201507805e-06,-1.046892886448043e-06
661,-0.35,-0.4,2.4849570623389694e-05,2.1814074793878246e-05,-3.0354958295114487e-06,-2.6619246828180884e-06
662,-0.3375,-0.4,2.6267613322520478e-05,3.063524965698491e-05,4.367636334464434e-06,4.92674278944174e-06
663,-0.325,-0.4,5.2465324491105e-05,4.970597672422264e-05,-2.759347766882361e-06,-1.7879316844781582e-06
664,-0.3125,-0.4,8.406906369589628e-05,7.573584580107594e-05,-8.33321789482034e-06,-6.491350726256688e-06
665,-0.3,-0.4,9.722405732769644e-05,0.00010732527006067831,1.0101212732981869e-05,1.348793542412595e-05
666,-0.2875,-0.4,0.0001632553903857304,0.00015485387894038346,-8.401511445346933e-06,-4.1330053300606346e-06
667,-0.275,-0.4,0.00022479255132051685,0.00020866316475287014,-1.6129386567646716e-05,-8.88153990194135e-06
668,-0.2625,-0.4,0.0002442364990334041,0.0002682665874622083,2.403008842880418e-05,3.6643263402098575e-05
669,-0.25,-0.4,0.00037014406801235853,0.00035383311768778536,-1.631095032457317e-05,-3.6760562516182553e-06
670,-0.2375,-0.4,0.0004718082363309534,0.0004471621482644979,-2.4646088066455516e-05,-7.755062014058842e-06
671,-0.22499999999999998,-0.4,0.0005031458706140413,0.0005418369655438968,3.869109492985541e-05,7.133709655680236e-05
672,-0.21250000000000002,-0.4,0.0006029994368081677,0.0006784731889922051,7.547375218403744e-05,0.0001120475904200143
673,-0.2,-0.4,0.0009664533803422644,0.00086935952990972,-9.70938504325444e-05,-7.566890868666073e-05
674,-0.1875,-0.4,0.0010864617216312978,0.0010297094869468084,-5.675223468448948e-05,-3.693108900271495e-05
675,-0.175,-0.4,0.0011357976477775586,0.0011861217060604,5.032405828284147e-05,7.830220138472935e-05
676,-0.16249999999999998,-0.4,0.001375794526054304,0.0013842623494332172,8.467823378913294e-06,4.437776303716423e-05
677,-0.15000000000000002,-0.4,0.0016566075232163115,0.0015982407389623936,-5.83667842539179e-05,-5.3722916867752265e-06
678,-0.1375,-0.4,0.0017385253969524088,0.0018171041962516696,7.857879929926083e-05,0.00016348320515663134
679,-0.125,-0.4,0.002153604062276055,0.0021099646943781455,-4.363936789790945e-05,3.401930832337219e-05
680,-0.11249999999999999,-0.4,0.002484771565634557,0.0024018736456732593,-8.289791996129786e-05,9.744186687791426e-06
681,-0.09999999999999998,-0.4,0.0024926707737642174,0.002665804541233778,0.0001731337674695608,0.0003318887576942392
682,-0.08750000000000002,-0.4,0.0025068779009132913,0.0030431741880390657,0.0005362962871257745,0.0007008208576175755
683,-0.07500000000000001,-0.4,0.004061572798893853,0.0035838554897889862,-0.00047771730910486703,-0.0003978191695887673
684,-0.0625,-0.4,0.004178774781745175,0.003980563602157227,-0.00019821117958794803,-0.00014079639611024042
685,-0.04999999999999999,-0.4,0.004405814300990413,0.004321069287314426,-8.474501367598721e-05,-2.121207214464925e-05
686,-0.03749999999999998,-0.4,0.004654261994158297,0.004710931720586911,5.6669726428613953e-05,0.0001308568331341159
687,-0.025000000000000022,-0.4,0.005265096622039148,0.00514842977672231,-0.00011666684531683787,-4.6946109913167944e-05
688,-0.012500000000000011,-0.4,0.005436628893054354,0.005539260667350515,0.00010263177429616077,0.00019905100620182508
689,0.0,-0.4,0.0057986236154675365,0.00595858190942908,0.00015995829396154345,0.0002734211935704759
690,0.012499999999999956,-0.4,0.0066662934644812835,0.006432351623919699,-0.0002339418405615844,-0.00014357775868989887
691,0.025000000000000022,-0.4,0.006713556243883078,0.006837712951148298,0.00012415670726522061,0.00023875087813438577
692,0.03749999999999998,-0.4,0.007374653254125167,0.007269774771547037,-0.00010487848257813032,1.1068811336865242e-05
693,0.050000000000000044,-0.4,0.007856656722539334,0.007721855172228711,-0.00013480155031062296,-3.787316917541056e-05
694,0.0625,-0.4,0.007907499932823869,0.008089234956972086,0.000181735024148217,0.00031542848335167767
695,0.07499999999999996,-0.4,0.008866657228206589,0.008541974373370757,-0.0003246828548358321,-0.00022500401417486007
696,0.08750000000000002,-0.4,0.008897957521066665,0.008890272864613939,-7.684656452726368e-06,9.92744883167411e-05
697,0.09999999999999998,-0.4,0.009333499204010456,0.00924724515158689,-8.625405242356637e-05,2.6949888491537358e-05
698,0.11250000000000004,-0.4,0.00971617911091941,0.00958803664238061,-0.00012814246853879926,-2.394492931753235e-05
699,0.125,-0.4,0.009985104446108587,0.009872414903772213,-0.00011268954233637461,9.005207173272758e-06
700,0.13749999999999996,-0.4,0.010253680989278985,0.010161605281079154,-9.207570819983087e-05,2.9586096041962426e-05
701,0.15000000000000002,-0.4,0.010348391381052872,0.010421345714256548,7.295433320367653e-05,0.00020186855341047284
702,0.16249999999999998,-0.4,0.01063258764964349,0.010687029491121772,5.444184147828171e-05,0.00016145858174088784
703,0.17500000000000004,-0.4,0.010804501791184645,0.010902344258895908,9.784246771126284e-05,0.00020869085335313564
704,0.1875,-0.4,0.010996665039864508,0.011110135419290212,0.0001134703794257036,0.00021617461298229813
705,0.19999999999999996,-0.4,0.011331836853533802,0.011297757992387872,-3.407886114593049e-05,5.525996929096888e-05
706,0.21250000000000002,-0.4,0.011343774968176564,0.011432561479939863,8.878651176329883e-05,0.0001988359206206193
707,0.22499999999999998,-0.4,0.011710616187056327,0.011587253151285927,-0.00012336303577040013,-2.892928764447987e-05
708,0.23750000000000004,-0.4,0.011703974167810712,0.01170419467656857,2.205087578574516e-07,9.943782828559025e-05
709,0.25,-0.4,0.011705031710492374,0.011800833403623234,9.580169313085952e-05,0.0002057628052958265
710,0.26249999999999996,-0.4,0.011975991336894413,0.011914391872085693,-6.159946480872001e-05,2.9830422221628974e-05
711,0.275,-0.4,0.01197097522751013,0.01198853007327983,1.755484576970029e-05,0.00011902876599217613
712,0.2875,-0.4,0.012055701114761846,0.012063404874521205,7.703759759359122e-06,0.00010981608111522954
713,0.30000000000000004,-0.4,0.012187448403967094,0.012143119947603212,-4.4328456363882177e-05,4.6887214764765664e-05
714,0.3125,-0.4,0.012203778320757579,0.0122041934006119,4.1507985432120975e-07,9.48336021111551e-05
715,0.32499999999999996,-0.4,0.012265184433187365,0.012268388626516823,3.204193329458052e-06,9.538277256251892e-05
716,0.3375,-0.4,0.012310709311247229,0.01233557547417949,2.4866162932261557e-05,0.00011166102700259015
717,0.35,-0.4,0.012402502951606845,0.012406023357794354,3.520406187508887e-06,8.381442021066984e-05
718,0.36250000000000004,-0.4,0.012493899064614239,0.01247598432393285,-1.791474068138857e-05,6.0780348051550984e-05
719,0.375,-0.4,0.012517716379304565,0.012544256562561796,2.6540183257230815e-05,0.00011203829072373682
720,0.38749999999999996,-0.4,0.012651009934551635,0.0126382413255459,-1.2768609005734538e-05,6.297363163208086e-05
721,0.4,-0.4,0.012782248154139055,0.012739628051214414,-4.262010292464119e-05,2.773232238781169e-05
722,0.4125,-0.4,0.012824769747483903,0.012835235555807893,1.0465808323990508e-05,9.574676639207899e-05
723,0.42500000000000004,-0.4,0.013004198796941882,0.012972751303673929,-3.1447493267952945e-05,4.5308652553883305e-05
724,0.4375,-0.4,0.013204377061547024,0.013122809251414886,-8.156781013213786e-05,-7.3890121154301935e-06
725,0.44999999999999996,-0.4,0.013265274238644566,0.01326068857416527,-4.585664479295898e-06,9.454945688199858e-05
726,0.4625,-0.4,0.013470335127864469,0.013450068809510456,-2.0266318354012977e-05,7.799229195168227e-05
727,0.475,-0.4,0.013696578244149047,0.013628309777188007,-6.826846696104082e-05,4.5533896719452543e-05
728,0.48750000000000004,-0.4,0.013710729253044403,0.013713623653467042,2.894400422639304e-06,0.00019149558758872406
729,0.5,-0.4,0.013651705299386897,0.01373011244624907,7.840714686217255e-05,0.000332332392339936
730,-0.5,-0.3875,0.00032654372038505445,0.0003514126031473742,2.486888276231978e-05,7.189600810811412e-05
731,-0.4875,-0.3875,0.0003292947710452772,0.00034186096024463254,1.2566189199355335e-05,4.5630538610131656e-05
732,-0.475,-0.3875,0.0003228024899036048,0.0003140731133343353,-8.729376569269491e-06,7.562496126123982e-06
733,-0.4625,-0.3875,0.00026054322094822,0.00026158664974524617,1.043428797026149e-06,1.1259159915979447e-05
734,-0.45,-0.3875,0.00018349877374136697,0.0002027762522991655,1.927747855779853e-05,2.8294520886828703e-05
735,-0.4375,-0.3875,0.000181231058054171,0.00015993970464231173,-2.1291353411859263e-05,-1.529474754010922e-05
736,-0.425,-0.3875,0.0001123135236495699,0.00011412684846248922,1.8133248129193228e-06,8.371117013956215e-06
737,-0.4125,-0.3875,7.078589236258276e-05,7.816989110101323e-05,7.383998738430466e-06,1.3641127616627864e-05
738,-0.4,-0.3875,6.550881258320074e-05,5.475304672121923e-05,-1.0755765861981514e-05,-7.576179574219728e-06
739,-0.3875,-0.3875,3.339594451983585e-05,3.6482035538519746e-05,3.086091018683893e-06,4.907269969721023e-06
740,-0.375,-0.3875,2.3450992007088156e-05,2.4079756958541493e-05,6.287649514533374e-07,1.664453334927492e-06
741,-0.3625,-0.3875,2.089477233819718e-05,1.9735584171414306e-05,-1.1591881667828756e-06,-6.823683706612497e-07
742,-0.35,-0.3875,2.3356454653514687e-05,2.164759439059567e-05,-1.708860262919017e-06,-1.3433761500360732e-06
743,-0.3375,-0.3875,2.5833024988446596e-05,2.9299023073181178e-05,3.4659980847345823e-06,4.0856636920064355e-06
744,-0.325,-0.3875,2.5858090615963316e-05,4.681040080412771e-05,2.095231018816439e-05,2.2139439351944677e-05
745,-0.3125,-0.3875,8.620856254322176e-05,7.277489570210627e-05,-1.3433666841115494e-05,-1.1743288357161851e-05
746,-0.3,-0.3875,8.606408280482849e-05,0.00010091273187238149,1.4848649067553005e-05,1.8922495490728437e-05
747,-0.2875,-0.3875,0.00016611737135886127,0.00014764721626019166,-1.8470155098669616e-05,-1.3490968071794502e-05
748,-0.275,-0.3875,0.00022088321816952564,0.00019953040884977978,-2.135280931974586e-05,-1.4395213243398796e-05
749,-0.2625,-0.3875,0.00022050963569107581,0.0002546498246229922,3.4140188931916385e-05,4.830257605748764e-05
750,-0.25,-0.3875,0.00038861911425015105,0.000343326391187027,-4.529272306312402e-05,-3.244245572104915e-05
751,-0.2375,-0.3875,0.0004703211731131051,0.00043165991567450024,-3.8661257438604886e-05,-2.1987354886136162e-05
752,-0.22499999999999998,-0.3875,0.000524920235961523,0.0005317097189186484,6.789482957125347e-06,3.184974884866431e-05
753,-0.21250000000000002,-0.3875,0.0006788823838769723,0.0006694388351316867,-9.443548745285578e-06,1.4235537217733001e-05
754,-0.2,-0.3875,0.0008454258493929672,0.0008243720688958843,-2.1053780497082915e-05,3.460005257974229e-07
755,-0.1875,-0.3875,0.0009673715089943487,0.000981581526102489,1.4210017108140386e-05,3.996722504961709e-05
756,-0.175,-0.3875,0.0012041509677626376,0.0011638361712123261,-4.031479655031145e-05,-1.0198300136685145e-05
757,-0.16249999999999998,-0.3875,0.0013575255682847448,0.0013712479732271871,1.3722404942442291e-05,4.934136949925807e-05
758,-0.15000000000000002,-0.3875,0.0015519821246364127,0.001567324151321044,1.5342026684631287e-05,7.629882196057798e-05
759,-0.1375,-0.3875,0.0015868276530889007,0.001793803090596338,0.00020697543750743726,0.0002982190662100541
760,-0.125,-0.3875,0.002285243922802378,0.0021131224436106927,-0.00017212147919168537,-9.891625390584828e-05
761,-0.11249999999999999,-0.3875,0.0024722854985661027,0.002389234269204254,-8.305122936184874e-05,1.235683358920183e-05
762,-0.09999999999999998,-0.3875,0.0025679661515191935,0.0026776531134745834,0.00010968696195538981,0.0002511553937634848
763,-0.08750000000000002,-0.3875,0.0028992731873507807,0.003068590275603836,0.00016931708825305546,0.00030729071535417
764,-0.07500000000000001,-0.3875,0.0038572236842711015,0.0035757459414737947,-0.00028147774279730677,-0.00020246714221307596
765,-0.0625,-0.3875,0.004137962165336054,0.00398203219729326,-0.00015592996804279433,-9.783181419503652e-05
766,-0.04999999999999999,-0.3875,0.0043081638405095485,0.004331252602668801,2.3088762159252478e-05,9.338901541665161e-05
767,-0.03749999999999998,-0.3875,0.004468611958777969,0.004700775800088047,0.00023216384131007767,0.0003369194359593838
768,-0.025000000000000022,-0.3875,0.004997470498198068,0.005149059132593179,0.00015158863439511047,0.0002492511745063753
769,-0.012500000000000011,-0.3875,0.00567356718340477,0.005618174245993982,-5.539293741078748e-05,2.4758063274796585e-05
770,0.0,-0.3875,0.005860888086188504,0.006026712512464517,0.00016582442627601293,0.0002703997191921565
771,0.012499999999999956,-0.3875,0.006625791583340454,0.006511088453245561,-0.00011470313009489305,-3.0277756996090373e-05
772,0.025000000000000022,-0.3875,0.007023174725572377,0.006938529404041611,-8.464532153076593e-05,5.045991782554049e-06
773,0.03749999999999998,-0.3875,0.007304891832443259,0.007354742179129872,4.98503466866123e-05,0.00015382659857748632
774,0.050000000000000044,-0.3875,0.00794095245517213,0.007800639757485482,-0.0001403126976866481,-4.373695465021213e-05
775,0.0625,-0.3875,0.008104415698065961,0.0081872020581875,8.278636012153812e-05,0.0002038502393807793
776,0.07499999999999996,-0.3875,0.008653382459074085,0.008603767776440082,-4.961468263400305e-05,5.6639971810103565e-05
777,0.08750000000000002,-0.3875,0.008989527897007814,0.008983574406477842,-5.953490529972058e-06,0.00010030986654600837
778,0.09999999999999998,-0.3875,0.009266658715607449,0.00932876882708944,6.211011148199094e-05,0.0001779424578142244
779,0.11250000000000004,-0.3875,0.009737759575799768,0.009670872141078403,-6.688743472136466e-05,4.297951342067258e-05
780,0.125,-0.3875,0.009857211858845586,0.009953628826778154,9.641696793256764e-05,0.0002318671044187759
781,0.13749999999999996,-0.3875,0.010155646800327909,0.010247413618432441,9.17668181045321e-05,0.00022029005981639635
782,0.15000000000000002,-0.3875,0.01041400932362957,0.010511144931814612,9.713560818504219e-05,0.0002244426675968754
783,0.16249999999999998,-0.3875,0.01095499169424032,0.010787190059665148,-0.00016780163457517233,-7.328903738931976e-05
784,0.17500000000000004,-0.3875,0.011022026301291853,0.011004962347078266,-1.7063954213587806e-05,7.179165570230656e-05
785,0.1875,-0.3875,0.011225277585681955,0.01120077333692784,-2.4504248754114374e-05,6.151483409068577e-05
786,0.19999999999999996,-0.3875,0.011420197222280663,0.011372343866903476,-4.785335537718649e-05,3.553771224693025e-05
787,0.21250000000000002,-0.3875,0.011496084124809935,0.011508612531191731,1.2528406381795767e-05,0.00010841197811128044
788,0.22499999999999998,-0.3875,0.011677997788194852,0.011644501337548428,-3.349645064642387e-05,5.8071751002615815e-05
789,0.23750000000000004,-0.3875,0.0117631100271363,0.011753723903413763,-9.38612372253754e-06,8.813535423948977e-05
790,0.25,-0.3875,0.011855120926063549,0.011851572072071737,-3.5488539918120815e-06,9.649822467331683e-05
791,0.26249999999999996,-0.3875,0.011974556889588445,0.011945788306981484,-2.8768582606961135e-05,6.47264902249034e-05
792,0.275,-0.3875,0.012023345415742329,0.01201737483682104,-5.970578921288619e-06,9.286160309635721e-05
793,0.2875,-0.3875,0.012102228573941803,0.012088819945307751,-1.3408628634052275e-05,8.206362815141657e-05
794,0.30000000000000004,-0.3875,0.012167650057586212,0.012153436954693873,-1.4213102892339513e-05,7.799969234154394e-05
795,0.3125,-0.3875,0.012176197688474113,0.01221032132970799,3.412364123387725e-05,0.0001262837990655425
796,0.32499999999999996,-0.3875,0.01230376898276008,0.012272988474531633,-3.0780508228446524e-05,5.3194052518428306e-05
797,0.3375,-0.3875,0.012323410097962641,0.012326015905409106,2.6058074464648667e-06,8.761322395490351e-05
798,0.35,-0.3875,0.012323414741390775,0.012379832021845333,5.641728045455846e-05,0.000143559886705261
799,0.36250000000000004,-0.3875,0.012481843331852741,0.012446255583715865,-3.5587748136875486e-05,4.5260347049314725e-05
800,0.375,-0.3875,0.012475767092906594,0.012505988908034915,3.022181512832116e-05,0.00011783692144012176
801,0.38749999999999996,-0.3875,0.012467327117346017,0.012585424530429382,0.00011809741308336542,0.00020165605376062067
802,0.4,-0.3875,0.012735806307304627,0.01268369624465339,-5.211006265123594e-05,2.0022669383253436e-05
803,0.4125,-0.3875,0.012727575168895788,0.012764124938728983,3.654976983319576e-05,0.00012836309448001695
804,0.42500000000000004,-0.3875,0.012717772740423532,0.0128803965625628,0.00016262382213926875,0.00025681024232980694
805,0.4375,-0.3875,0.013120676749047294,0.01303258493515426,-8.809181389303478e-05,-9.188210411867001e-06
806,0.44999999999999996,-0.3875,0.01311184520631424,0.013152674784899183,4.0829578584943016e-05,0.00014986634947674292
807,0.4625,-0.3875,0.01310324523282048,0.013315624038738184,0.000212378805917705,0.00033525495815208035
808,0.475,-0.3875,0.01357270212931424,0.01350510888009516,-6.759324921908061e-05,4.939848514799901e-05
809,0.48750000000000004,-0.3875,0.01356991826257722,0.013587065135623367,1.7146873046146663e-05,0.00020172141932640886
810,0.5,-0.3875,0.013553186176867744,0.013607759981684784,5.457380481703987e-05,0.0002964474873743215
811,-0.5,-0.375,0.000322359157685717,0.0003441482244654819,2.178906677976491e-05,6.59907619788048e-05
812,-0.4875,-0.375,0.00032421131838639904,0.00033514123394835375,1.0929915561954718e-05,4.134035533564709e-05
