node,x,y,reconstructed_residual,forensic_residual,residual_error
617,0.11250000000000004,-0.4125,1.3164335297934094e-08,1.3164335297934392e-08,-2.9778502051908996e-22
618,0.125,-0.4125,-1.1174907053845328e-08,-1.1174907053845244e-08,-8.437242248040882e-23
619,0.13749999999999996,-0.4125,-3.9205868817540515e-09,-3.9205868817541665e-09,1.1497810514487085e-22
620,0.15000000000000002,-0.4125,1.2815070114655215e-08,1.2815070114655301e-08,-8.602678370551488e-23
621,0.16249999999999998,-0.4125,8.610749942315617e-09,8.610749942315812e-09,-1.9521462456251453e-22
622,0.17500000000000004,-0.4125,-6.61557916471709e-09,-6.615579164716987e-09,-1.0339757656912846e-22
623,0.1875,-0.4125,2.579960725716787e-09,2.5799607257168038e-09,-1.6957202557337067e-23
624,0.19999999999999996,-0.4125,5.921229755823964e-09,5.921229755823984e-09,-1.9852334701272664e-23
625,0.21250000000000002,-0.4125,-9.971204918826404e-09,-9.971204918826559e-09,1.555099551599692e-22
626,0.22499999999999998,-0.4125,3.1501001332086006e-09,3.150100133208436e-09,1.646089418980525e-22
627,0.23750000000000004,-0.4125,6.291226561795012e-10,6.291226561795958e-10,-9.460878256075254e-23
628,0.25,-0.4125,-5.007370069877047e-09,-5.0073700698774e-09,3.532061215601428e-22
629,0.26249999999999996,-0.4125,5.712134947983474e-09,5.71213494798328e-09,1.9356026333740848e-22
630,0.275,-0.4125,-7.088556840525718e-10,-7.08855684052114e-10,-4.578444690481008e-22
631,0.2875,-0.4125,-3.446432932859059e-09,-3.4464329328588235e-09,-2.3533288427133637e-22
632,0.30000000000000004,-0.4125,3.25054558700103e-09,3.250545587001146e-09,-1.162188760637004e-22
633,0.3125,-0.4125,-1.4820938715357107e-09,-1.4820938715356268e-09,-8.395883217413231e-23
634,0.32499999999999996,-0.4125,-2.1957910917367766e-09,-2.195791091736635e-09,-1.4144788474656773e-22
635,0.3375,-0.4125,-7.972032558715158e-09,-7.972032558715183e-09,2.481541837659083e-23
636,0.35,-0.4125,2.056424166589945e-10,2.0564241665909454e-10,-1.0003715533063178e-22
637,0.36250000000000004,-0.4125,1.7076845397080557e-09,1.7076845397076886e-09,3.6706139682040603e-22
638,0.375,-0.4125,-8.853885432843617e-09,-8.853885432843776e-09,1.5881867761018131e-22
639,0.38749999999999996,-0.4125,-2.275304097367764e-09,-2.275304097367579e-09,-1.8487486690560169e-22
640,0.4,-0.4125,2.752375837824145e-09,2.752375837823884e-09,2.6097548326048023e-22
641,0.4125,-0.4125,-9.957627340270591e-09,-9.957627340270586e-09,-4.963083675318166e-24
642,0.42500000000000004,-0.4125,-4.091386376856688e-09,-4.0913863768568356e-09,1.4723814903443893e-22
643,0.4375,-0.4125,7.230407593028823e-09,7.230407593028795e-09,2.812414082680294e-23
644,0.44999999999999996,-0.4125,-1.170013937077788e-08,-1.1700139370777483e-08,-3.970466940254533e-22
645,0.4625,-0.4125,-8.48044335945103e-09,-8.480443359450704e-09,-3.259091613458929e-22
646,0.475,-0.4125,3.9996530833298784e-09,3.9996530833299165e-09,-3.8050308177439273e-23
647,0.48750000000000004,-0.4125,-6.347687791034674e-09,-6.347687791034853e-09,1.79498192924007e-22
648,0.5,-0.4125,-1.0316984424266383e-09,-1.031698442426551e-09,-8.726755462434442e-23
649,-0.5,-0.4,-7.426524153743863e-10,-7.426524153743854e-10,-9.305781891221561e-25
650,-0.4875,-0.4,-9.7513818233505e-10,-9.75138182335057e-10,7.031035206700735e-24
651,-0.475,-0.4,1.829278537767714e-09,1.8292785377677202e-09,-6.2038545941477076e-24
652,-0.4625,-0.4,7.518141165496583e-10,7.518141165496475e-10,1.075334796318936e-23
653,-0.45,-0.4,-3.496136161772488e-09,-3.4961361617724886e-09,4.1359030627651384e-25
654,-0.4375,-0.4,1.1348678785213984e-09,1.1348678785214063e-09,-7.858215819253763e-24
655,-0.425,-0.4,1.3124525665040233e-09,1.312452566504027e-09,-3.7223127564886245e-24
656,-0.4125,-0.4,-2.7280823614110218e-09,-2.728082361411022e-09,4.1359030627651384e-25
657,-0.4,-0.4,-1.7479624883405408e-10,-1.7479624883405294e-10,-1.137373342260413e-24
658,-0.3875,-0.4,5.811124129804551e-10,5.811124129804552e-10,-1.0339757656912846e-25
659,-0.375,-0.4,2.88867590515276e-10,2.888675905152763e-10,-3.101927297073854e-25
660,-0.3625,-0.4,4.166073869587876e-11,4.166073869587841e-11,3.4896682092080855e-25
661,-0.35,-0.4,4.254211509472869e-10,4.2542115094728736e-10,-4.652890945610781e-25
662,-0.3375,-0.4,-2.573997555290721e-10,-2.5739975552907227e-10,1.550963648536927e-25
663,-0.325,-0.4,4.3222714001230157e-10,4.322271400123002e-10,1.34416849539867e-24
664,-0.3125,-0.4,1.5301588992703064e-09,1.5301588992703077e-09,-1.2407709188295415e-24
665,-0.3,-0.4,-1.5102863044291016e-09,-1.5102863044291033e-09,1.6543612251060553e-24
666,-0.2875,-0.4,6.813571633652561e-10,6.813571633652528e-10,3.308722450212111e-24
667,-0.275,-0.4,2.5691340291480567e-09,2.569134029148061e-09,-4.1359030627651384e-24
668,-0.2625,-0.4,-3.201013489373752e-09,-3.201013489373746e-09,-5.790264287871194e-24
669,-0.25,-0.4,1.7525890358137778e-09,1.752589035813786e-09,-8.271806125530277e-24
670,-0.2375,-0.4,2.890211515741989e-09,2.890211515741982e-09,7.031035206700735e-24
671,-0.22499999999999998,-0.4,-2.0505693436486017e-09,-2.0505693436486096e-09,7.858215819253763e-24
672,-0.21250000000000002,-0.4,-9.351509176704689e-09,-9.35150917670468e-09,-8.271806125530277e-24
673,-0.2,-0.4,1.1948230665105232e-08,1.1948230665105215e-08,1.6543612251060553e-23
674,-0.1875,-0.4,4.2936742854370145e-09,4.293674285437021e-09,-6.617444900424222e-24
675,-0.175,-0.4,-6.236963519592648e-09,-6.236963519592643e-09,-4.963083675318166e-24
676,-0.16249999999999998,-0.4,-6.278846694102178e-10,-6.278846694102269e-10,9.098986738083304e-24
677,-0.15000000000000002,-0.4,1.2635007905575119e-08,1.2635007905575117e-08,1.6543612251060553e-24
678,-0.1375,-0.4,-8.649050077408379e-09,-8.649050077408346e-09,-3.3087224502121107e-23
679,-0.125,-0.4,6.323917284824828e-09,6.323917284824841e-09,-1.2407709188295415e-23
680,-0.11249999999999999,-0.4,1.1271256843435715e-08,1.1271256843435659e-08,5.624828165360588e-23
681,-0.09999999999999998,-0.4,-1.405587437539404e-08,-1.4055874375394098e-08,5.790264287871194e-23
682,-0.08750000000000002,-0.4,-7.091312597231809e-08,-7.091312597231806e-08,-2.6469779601696886e-23
683,-0.07500000000000001,-0.4,5.38544491251983e-08,5.38544491251983e-08,0.0
684,-0.0625,-0.4,1.1125899698085374e-08,1.1125899698085407e-08,-3.3087224502121107e-23
685,-0.04999999999999999,-0.4,9.465025260099913e-09,9.465025260099867e-09,4.632211430296955e-23
686,-0.03749999999999998,-0.4,-5.94432292566338e-09,-5.944322925663236e-09,-1.4392942658422682e-22
687,-0.025000000000000022,-0.4,1.5174154078219976e-08,1.5174154078219956e-08,1.9852334701272664e-23
688,-0.012500000000000011,-0.4,-1.120047083706364e-08,-1.1200470837063634e-08,-4.963083675318166e-24
689,0.0,-0.4,-2.2954404386053654e-08,-2.2954404386053654e-08,0.0
690,0.012499999999999956,-0.4,3.148956369948402e-08,3.148956369948414e-08,-1.1911400820763599e-22
691,0.025000000000000022,-0.4,-2.055371680896873e-08,-2.0553716808968754e-08,2.3161057151484775e-23
692,0.03749999999999998,-0.4,1.1235061304376807e-08,1.1235061304376825e-08,-1.819797347616661e-23
693,0.050000000000000044,-0.4,1.8410280521037945e-08,1.841028052103787e-08,7.610061635487855e-23
694,0.0625,-0.4,-2.784531582213918e-08,-2.7845315822139115e-08,-6.28657265540301e-23
695,0.07499999999999996,-0.4,4.383841023788709e-08,4.383841023788704e-08,4.632211430296955e-23
696,0.08750000000000002,-0.4,-2.252706931274906e-09,-2.252706931274864e-09,-4.218621124020441e-23
697,0.09999999999999998,-0.4,8.64909741051041e-09,8.649097410510441e-09,-3.143286327701505e-23
698,0.11250000000000004,-0.4,1.5107565628851172e-08,1.510756562885088e-08,2.9116757561866574e-22
699,0.125,-0.4,1.2067468920366573e-08,1.2067468920366616e-08,-4.301339185275744e-23
700,0.13749999999999996,-0.4,1.4106414379860052e-08,1.4106414379860096e-08,-4.4667753077863494e-23
701,0.15000000000000002,-0.4,-1.0734466565323333e-08,-1.0734466565323069e-08,-2.6469779601696886e-22
702,0.16249999999999998,-0.4,-6.622405834030758e-09,-6.62240583403046e-09,-2.9778502051908996e-22
703,0.17500000000000004,-0.4,-1.2864268342908048e-08,-1.286426834290803e-08,-1.819797347616661e-23
704,0.1875,-0.4,-1.3521863801310333e-08,-1.3521863801310615e-08,2.812414082680294e-22
705,0.19999999999999996,-0.4,6.156567440950408e-09,6.156567440950208e-09,2.001777082378327e-22
706,0.21250000000000002,-0.4,-1.3099169110752557e-08,-1.3099169110752554e-08,-3.308722450212111e-24
707,0.22499999999999998,-0.4,1.6130465551064355e-08,1.6130465551064447e-08,-9.26442286059391e-23
708,0.23750000000000004,-0.4,-6.076994879812077e-10,-6.076994879816298e-10,4.2206890755518237e-22
709,0.25,-0.4,-1.2711884657738995e-08,-1.2711884657739182e-08,1.8694281843698425e-22
710,0.26249999999999996,-0.4,8.471292780530906e-09,8.471292780530924e-09,-1.819797347616661e-23
711,0.275,-0.4,-3.3432165169195858e-09,-3.3432165169194414e-09,-1.4434301689050333e-22
712,0.2875,-0.4,-1.6837005654040486e-09,-1.6837005654042376e-09,1.8901076996836682e-22
713,0.30000000000000004,-0.4,5.553937310349465e-09,5.5539373103491845e-09,2.804142276554764e-22
714,0.3125,-0.4,-6.745736463763848e-10,-6.745736463759766e-10,-4.0821363229491916e-22
715,0.32499999999999996,-0.4,1.1942279606034493e-09,1.1942279606030187e-09,4.305475088338509e-22
716,0.3375,-0.4,-1.5820384107417604e-09,-1.5820384107415308e-09,-2.295426199834652e-22
717,0.35,-0.4,5.274605133127291e-10,5.274605133124585e-10,2.705914578814092e-22
718,0.36250000000000004,-0.4,3.909231295821178e-09,3.909231295821355e-09,-1.7701665108634792e-22
719,0.375,-0.4,-1.41049118664079e-09,-1.4104911866406755e-09,-1.1456451483859433e-22
720,0.38749999999999996,-0.4,2.9469739478293265e-09,2.9469739478291938e-09,1.3276248831476094e-22
721,0.4,-0.4,7.447055346216976e-09,7.447055346216937e-09,3.88774887899923e-23
722,0.4125,-0.4,5.835339128024356e-10,5.835339128026512e-10,-2.1558394714663284e-22
723,0.42500000000000004,-0.4,4.635903460125696e-09,4.6359034601256535e-09,4.218621124020441e-23
724,0.4375,-0.4,1.2036208508096846e-08,1.2036208508096485e-08,3.6065074707312007e-22
725,0.44999999999999996,-0.4,2.611849262360864e-09,2.6118492623611112e-09,-2.4732700315335527e-22
726,0.4625,-0.4,5.078216891261967e-09,5.078216891262211e-09,-2.4401828070314316e-22
727,0.475,-0.4,1.1682577912855653e-08,1.168257791285524e-08,4.1359030627651384e-22
728,0.48750000000000004,-0.4,6.657798821696803e-10,6.657798821698781e-10,-1.9779956397674274e-22
729,0.5,-0.4,-3.170086886967522e-09,-3.1700868869676404e-09,1.1828682759508296e-22
730,-0.5,-0.3875,-7.689414531060778e-10,-7.689414531060743e-10,-3.412120026781239e-24
731,-0.4875,-0.3875,-7.903126771320538e-10,-7.903126771320603e-10,6.4106497472859645e-24
732,-0.475,-0.3875,1.5025726082943101e-09,1.5025726082943101e-09,0.0
733,-0.4625,-0.3875,3.6045963241583394e-10,3.6045963241582944e-10,4.497794580757088e-24
734,-0.45,-0.3875,-2.2196031368986914e-09,-2.2196031368986935e-09,2.0679515313825692e-24
735,-0.4375,-0.3875,2.7524384655852495e-09,2.7524384655852565e-09,-7.031035206700735e-24
736,-0.425,-0.3875,-6.791912346527763e-10,-6.791912346527737e-10,-2.5849394142282115e-24
737,-0.4125,-0.3875,-1.0136895284308853e-09,-1.013689528430888e-09,2.68833699079734e-24
738,-0.4,-0.3875,1.655768136651088e-09,1.6557681366510875e-09,6.203854594147708e-25
739,-0.3875,-0.3875,-4.84927221006767e-10,-4.849272210067678e-10,7.237830359838992e-25
740,-0.375,-0.3875,-1.2218711201469497e-10,-1.2218711201469391e-10,-1.0598251598335667e-24
741,-0.3625,-0.3875,1.9857995761451066e-11,1.9857995761451234e-11,-1.6802106192483375e-25
742,-0.35,-0.3875,2.409528525766569e-10,2.4095285257665723e-10,-3.101927297073854e-25
743,-0.3375,-0.3875,-2.2574788537129693e-10,-2.2574788537129662e-10,-3.101927297073854e-25
744,-0.325,-0.3875,-2.681993942490412e-09,-2.6819939424904145e-09,2.481541837659083e-24
745,-0.3125,-0.3875,2.162169185788809e-09,2.162169185788812e-09,-2.895132143935597e-24
746,-0.3,-0.3875,-2.1299295717307396e-09,-2.1299295717307404e-09,8.271806125530277e-25
747,-0.2875,-0.3875,1.912082529724056e-09,1.9120825297240552e-09,8.271806125530277e-25
748,-0.275,-0.3875,2.6393110301997946e-09,2.639311030199793e-09,1.6543612251060553e-24
749,-0.2625,-0.3875,-5.03248922071695e-09,-5.032489220716955e-09,4.963083675318166e-24
750,-0.25,-0.3875,5.413623511657262e-09,5.413623511657269e-09,-7.444625512977249e-24
751,-0.2375,-0.3875,5.546433360771072e-09,5.546433360771053e-09,1.9025154088719637e-23
752,-0.22499999999999998,-0.3875,-3.906075787731118e-10,-3.906075787731253e-10,1.3493383742271264e-23
753,-0.21250000000000002,-0.3875,1.2253738558137069e-09,1.2253738558137176e-09,-1.075334796318936e-23
754,-0.2,-0.3875,1.7577843752853346e-09,1.7577843752853559e-09,-2.1299900773240463e-23
755,-0.1875,-0.3875,-5.07228945285926e-09,-5.072289452859294e-09,3.3914405114674135e-23
756,-0.175,-0.3875,3.074124208280675e-09,3.074124208280736e-09,-6.121136532892405e-23
757,-0.16249999999999998,-0.3875,-4.420520202526434e-09,-4.420520202526422e-09,-1.2407709188295415e-23
758,-0.15000000000000002,-0.3875,1.1480928153719882e-09,1.1480928153719924e-09,-4.1359030627651384e-24
759,-0.1375,-0.3875,-2.756464838157378e-08,-2.756464838157373e-08,-4.963083675318166e-23
760,-0.125,-0.3875,2.0809616247728162e-08,2.0809616247728168e-08,-6.617444900424222e-24
761,-0.11249999999999999,-0.3875,7.280553807685743e-09,7.280553807685704e-09,3.88774887899923e-23
762,-0.09999999999999998,-0.3875,-6.546189130578594e-09,-6.546189130578603e-09,8.271806125530277e-24
763,-0.08750000000000002,-0.3875,-2.3116872862918574e-08,-2.3116872862918547e-08,-2.6469779601696886e-23
764,-0.07500000000000001,-0.3875,3.276900181738068e-08,3.276900181738084e-08,-1.6543612251060553e-22
765,-0.0625,-0.3875,9.557078865166112e-09,9.55707886516602e-09,9.26442286059391e-23
766,-0.04999999999999999,-0.3875,-4.2861284259894696e-10,-4.2861284259890607e-10,-4.0893741533090306e-23
767,-0.03749999999999998,-0.3875,-2.8025458117602963e-08,-2.802545811760284e-08,-1.224227306578481e-22
768,-0.025000000000000022,-0.3875,-1.8881021563580616e-08,-1.8881021563580544e-08,-7.279189390466644e-23
769,-0.012500000000000011,-0.3875,7.071859868522269e-09,7.071859868522151e-09,1.1828682759508296e-22
770,0.0,-0.3875,-2.1562309347935724e-08,-2.1562309347935777e-08,5.293955920339377e-23
771,0.012499999999999956,-0.3875,1.7387640649086364e-08,1.7387640649086318e-08,4.632211430296955e-23
772,0.025000000000000022,-0.3875,1.0406088011293142e-08,1.0406088011293226e-08,-8.437242248040882e-23
773,0.03749999999999998,-0.3875,-6.922256139073879e-09,-6.922256139073856e-09,-2.3161057151484775e-23
774,0.050000000000000044,-0.3875,2.2259199822447917e-08,2.22591998224478e-08,1.1580528575742387e-22
775,0.0625,-0.3875,-1.2187353781959653e-08,-1.218735378195957e-08,-8.271806125530277e-23
776,0.07499999999999996,-0.3875,8.014143417911363e-09,8.014143417911234e-09,1.2904017555827232e-22
777,0.08750000000000002,-0.3875,9.605809078795752e-11,9.60580907877319e-11,2.256135120738383e-22
778,0.09999999999999998,-0.3875,-1.0540681187220668e-08,-1.0540681187220441e-08,-2.266474878395296e-22
779,0.11250000000000004,-0.3875,8.594664238885874e-09,8.594664238886004e-09,-1.3069453678337837e-22
780,0.125,-0.3875,-1.8051070271825628e-08,-1.8051070271825684e-08,5.624828165360588e-23
781,0.13749999999999996,-0.3875,-1.0998639296217446e-08,-1.0998639296217577e-08,1.3069453678337837e-22
782,0.15000000000000002,-0.3875,-1.4166717955938014e-08,-1.4166717955937806e-08,-2.0844951436336297e-22
783,0.16249999999999998,-0.3875,2.3787046419307787e-08,2.378704641930771e-08,7.610061635487855e-23
784,0.17500000000000004,-0.3875,4.396820176720155e-09,4.396820176720277e-09,-1.224227306578481e-22
785,0.1875,-0.3875,5.704977533015023e-09,5.704977533014854e-09,1.6874484496081765e-22
786,0.19999999999999996,-0.3875,1.0283755550572394e-08,1.0283755550572242e-08,1.522012327097571e-22
787,0.21250000000000002,-0.3875,-2.050451383491616e-09,-2.050451383491752e-09,1.3607121076497305e-22
788,0.22499999999999998,-0.3875,5.451335642498748e-09,5.451335642498528e-09,2.2003004293910536e-22
789,0.23750000000000004,-0.3875,1.3072050209926285e-09,1.3072050209927462e-09,-1.1766644213566819e-22
790,0.25,-0.3875,7.865375547060817e-10,7.865375547057959e-10,2.8579090163707106e-22
791,0.26249999999999996,-0.3875,4.7806054299967965e-09,4.780605429996468e-09,3.28390703183552e-22
792,0.275,-0.3875,-2.998308365963778e-10,-2.998308365962294e-10,-1.484272211649839e-22
793,0.2875,-0.3875,1.2967501669472372e-09,1.296750166947262e-09,-2.481541837659083e-23
794,0.30000000000000004,-0.3875,1.364936665590303e-09,1.3649366655902668e-09,3.618915179919496e-23
795,0.3125,-0.3875,-5.038029135668256e-09,-5.038029135668694e-09,4.384057246531047e-22
796,0.32499999999999996,-0.3875,4.308798670968465e-09,4.3087986709683166e-09,1.4806532964699195e-22
797,0.3375,-0.3875,6.225495019394394e-10,6.225495019392614e-10,1.780506268520392e-22
798,0.35,-0.3875,-6.5746931449076064e-09,-6.574693144907764e-09,1.5716431638507526e-22
799,0.36250000000000004,-0.3875,6.36689564528027e-09,6.366895645280427e-09,-1.5716431638507526e-22
800,0.375,-0.3875,-1.8274562580889209e-09,-1.8274562580891376e-09,2.1672132048889325e-22
801,0.38749999999999996,-0.3875,-1.379237200414548e-08,-1.3792372004145826e-08,3.4576149604716557e-22
802,0.4,-0.3875,8.716889007898138e-09,8.71688900789816e-09,-2.150669592637872e-23
803,0.4125,-0.3875,-2.831063754786848e-09,-2.831063754786914e-09,6.57608586979657e-23
804,0.42500000000000004,-0.3875,-2.0316921708955103e-08,-2.031692170895512e-08,1.6543612251060553e-23
805,0.4375,-0.3875,1.2775036363293574e-08,1.2775036363293368e-08,2.0679515313825692e-22
806,0.44999999999999996,-0.3875,-3.3258412096099678e-09,-3.325841209609916e-09,-5.169878828456423e-23
807,0.4625,-0.3875,-2.4696448293958743e-08,-2.469644829395888e-08,1.3565762045869654e-22
808,0.475,-0.3875,1.2061350376433661e-08,1.2061350376434002e-08,-3.407984123718474e-22
809,0.48750000000000004,-0.3875,-1.7493435111690029e-10,-1.749343511171871e-10,2.8682487740276235e-22
810,0.5,-0.3875,-1.685669716937418e-09,-1.6856697169375847e-09,1.6667689342943508e-22
811,-0.5,-0.375,-6.479473216295389e-10,-6.479473216295379e-10,-9.305781891221561e-25
812,-0.4875,-0.375,-7.47070869810693e-10,-7.470708698106886e-10,-4.446095792472524e-24
813,-0.475,-0.375,2.5079178402425654e-09,2.507917840242562e-09,3.308722450212111e-24
814,-0.4625,-0.375,-2.25654147993967e-09,-2.2565414799396705e-09,4.1359030627651384e-25
815,-0.45,-0.375,-1.1383411637082914e-09,-1.1383411637082964e-09,4.963083675318166e-24
816,-0.4375,-0.375,2.6183446126971907e-09,2.618344612697189e-09,1.6543612251060553e-24
817,-0.425,-0.375,6.860489216084811e-10,6.860489216084813e-10,-2.0679515313825692e-25
818,-0.4125,-0.375,-1.2421133356059425e-10,-1.2421133356059862e-10,4.3685476100456774e-24
819,-0.4,-0.375,1.8404517184045266e-10,1.840451718404504e-10,2.248897290378544e-24
820,-0.3875,-0.375,-5.956876816083874e-10,-5.956876816083895e-10,2.0679515313825692e-24
821,-0.375,-0.375,-2.1700981226666145e-10,-2.1700981226666308e-10,1.6285118309637732e-24
822,-0.3625,-0.375,-3.2410317242304766e-11,-3.241031724230606e-11,1.2924697071141057e-24
823,-0.35,-0.375,3.741497766444349e-10,3.741497766444345e-10,3.618915179919496e-25
824,-0.3375,-0.375,-1.545564647007566e-10,-1.5455646470075578e-10,-8.271806125530277e-25
825,-0.325,-0.375,-2.214294569057721e-10,-2.214294569057738e-10,1.7060600133906196e-24
826,-0.3125,-0.375,7.206929685876438e-10,7.20692968587647e-10,-3.2053248736429822e-24
827,-0.3,-0.375,-2.0391786713893144e-09,-2.0391786713893082e-09,-6.2038545941477076e-24
828,-0.2875,-0.375,-4.5400497654800257e-10,-4.54004976547997e-10,-5.583469134732937e-24
829,-0.275,-0.375,2.2282614246915604e-09,2.2282614246915654e-09,-4.963083675318166e-24
830,-0.2625,-0.375,-1.9999789677013727e-09,-1.999978967701359e-09,-1.3648480107124957e-23
831,-0.25,-0.375,-1.6639501950238509e-09,-1.6639501950238468e-09,-4.1359030627651384e-24
832,-0.2375,-0.375,1.9417562086691276e-10,1.9417562086692269e-10,-9.926167350636332e-24
833,-0.22499999999999998,-0.375,-1.2294307828603283e-08,-1.2294307828603262e-08,-2.150669592637872e-23
834,-0.21250000000000002,-0.375,1.0870746677586637e-08,1.087074667758666e-08,-2.3161057151484775e-23
835,-0.2,-0.375,-2.2221076925072338e-10,-2.2221076925070286e-10,-2.0524418948972e-23
836,-0.1875,-0.375,-1.3734984069962306e-08,-1.3734984069962347e-08,4.1359030627651384e-23
837,-0.175,-0.375,2.0944066156297405e-08,2.0944066156297438e-08,-3.3087224502121107e-23
838,-0.16249999999999998,-0.375,1.0755645130040624e-08,1.0755645130040627e-08,-3.308722450212111e-24
839,-0.15000000000000002,-0.375,-4.443506571771742e-09,-4.443506571771702e-09,-3.970466940254533e-23
840,-0.1375,-0.375,-7.517878384075545e-09,-7.517878384075507e-09,-3.8050308177439273e-23
841,-0.125,-0.375,1.8247617614738032e-08,1.8247617614738045e-08,-1.3234889800848443e-23
842,-0.11249999999999999,-0.375,-5.258768101029451e-09,-5.258768101029382e-09,-6.86559908419013e-23
843,-0.09999999999999998,-0.375,9.103645979859555e-09,9.103645979859565e-09,-9.926167350636332e-24
844,-0.08750000000000002,-0.375,3.6379457271968913e-09,3.6379457271969633e-09,-7.196471329211341e-23
845,-0.07500000000000001,-0.375,4.780332133596373e-09,4.7803321335965085e-09,-1.3565762045869654e-22
846,-0.0625,-0.375,-8.519954072399087e-09,-8.51995407239892e-09,-1.670904837357116e-22
847,-0.04999999999999999,-0.375,-2.050014161984361e-08,-2.0500141619843478e-08,-1.3234889800848443e-22
848,-0.03749999999999998,-0.375,-8.17391207999803e-09,-8.173912079998086e-09,5.624828165360588e-23
849,-0.025000000000000022,-0.375,3.577091477801918e-08,3.577091477801915e-08,3.3087224502121107e-23
850,-0.012500000000000011,-0.375,1.8578603303180474e-08,1.8578603303180603e-08,-1.2904017555827232e-22
851,0.0,-0.375,2.1900824478333616e-09,2.1900824478333798e-09,-1.819797347616661e-23
852,0.012499999999999956,-0.375,-1.6576576939762965e-08,-1.6576576939763137e-08,1.7205356741102976e-22
853,0.025000000000000022,-0.375,2.59054031125414e-09,2.5905403112541902e-09,-5.0044427059458174e-23
854,0.03749999999999998,-0.375,-2.7575560663415845e-08,-2.757556066341615e-08,3.044024654195142e-22
855,0.050000000000000044,-0.375,-5.745889705873608e-09,-5.745889705873562e-09,-4.632211430296955e-23
856,0.0625,-0.375,-1.4959637255792148e-08,-1.4959637255792154e-08,6.617444900424222e-24
857,0.07499999999999996,-0.375,-1.7876284107338522e-08,-1.7876284107338396e-08,-1.257314531080602e-22
858,0.08750000000000002,-0.375,8.065683980282403e-09,8.065683980282487e-09,-8.437242248040882e-23
859,0.09999999999999998,-0.375,-3.4299192763636376e-08,-3.429919276363622e-08,-1.5881867761018131e-22
860,0.11250000000000004,-0.375,2.2276876329712083e-08,2.227687632971199e-08,9.26442286059391e-23
861,0.125,-0.375,-1.1839695723304976e-08,-1.183969572330498e-08,3.308722450212111e-24
862,0.13749999999999996,-0.375,2.2338375980039575e-08,2.2338375980039283e-08,2.9116757561866574e-22
863,0.15000000000000002,-0.375,1.912617841436348e-09,1.912617841436248e-09,1.0008885411891635e-22
864,0.16249999999999998,-0.375,2.3931119797444475e-09,2.3931119797442043e-09,2.4319110009059014e-22
865,0.17500000000000004,-0.375,-1.3653910627096887e-10,-1.365391062707809e-10,-1.8797679420267554e-22
866,0.1875,-0.375,-1.1630424080763594e-08,-1.1630424080763713e-08,1.1911400820763599e-22
867,0.19999999999999996,-0.375,-1.3263207028272465e-10,-1.3263207028283756e-10,1.1291015361348828e-22
868,0.21250000000000002,-0.375,-1.0608175689979127e-08,-1.0608175689979082e-08,-4.4667753077863494e-23
869,0.22499999999999998,-0.375,-1.4850578930183772e-09,-1.4850578930183615e-09,-1.5716431638507526e-23
870,0.23750000000000004,-0.375,-4.570910159302399e-09,-4.570910159302425e-09,2.5642598989143858e-23
871,0.25,-0.375,-4.4150047618741785e-09,-4.415004761874025e-09,-1.5385559393486315e-22
872,0.26249999999999996,-0.375,7.350063537748859e-10,7.350063537749678e-10,-8.189088064274974e-23
873,0.275,-0.375,-3.85546370475533e-09,-3.855463704755042e-09,-2.8785885316845363e-22
874,0.2875,-0.375,2.5656379218736597e-09,2.56563792187383e-09,-1.703992061859237e-22
875,0.30000000000000004,-0.375,-9.016625324140024e-10,-9.016625324138877e-10,-1.1466791241516346e-22
876,0.3125,-0.375,-1.5132874579288056e-10,-1.5132874579291228e-10,3.1717206612580155e-23
877,0.32499999999999996,-0.375,-5.452775672300208e-10,-5.452775672300202e-10,-6.203854594147708e-25
878,0.3375,-0.375,2.2277125594569495e-09,2.2277125594570397e-09,-9.016268676828002e-23
879,0.35,-0.375,-3.99668770036134e-09,-3.9966877003615464e-09,2.0679515313825692e-22
880,0.36250000000000004,-0.375,-1.0725144545335592e-09,-1.072514454533562e-09,2.895132143935597e-24
881,0.375,-0.375,-1.4339873359489277e-09,-1.4339873359489848e-09,5.707546226615891e-23
882,0.38749999999999996,-0.375,-4.4483136336017526e-09,-4.448313633601788e-09,3.556876633978019e-23
883,0.4,-0.375,-4.043079728465461e-10,-4.043079728468037e-10,2.57563363233699e-22
884,0.4125,-0.375,-3.875919844817875e-09,-3.8759198448177395e-09,-1.3565762045869654e-22
885,0.42500000000000004,-0.375,-5.499689499469309e-09,-5.499689499469474e-09,1.6543612251060553e-22
886,0.4375,-0.375,1.0873684861403722e-09,1.0873684861401577e-09,2.1444657380437242e-22
887,0.44999999999999996,-0.375,-5.77741003933411e-09,-5.777410039333642e-09,-4.681842267050137e-22
888,0.4625,-0.375,-8.073499899287395e-09,-8.073499899287127e-09,-2.6800651846718097e-22
889,0.475,-0.375,-4.870606048559967e-09,-4.8706060485596085e-09,-3.58169205235461e-22
890,0.48750000000000004,-0.375,-6.8213874204652554e-09,-6.821387420465033e-09,-2.2251158477676444e-22
891,0.5,-0.375,-7.700655789628985e-10,-7.700655789628849e-10,-1.3545082530555828e-23
892,-0.5,-0.3625,-5.774510043339225e-10,-5.774510043339252e-10,2.68833699079734e-24
893,-0.4875,-0.3625,-1.0950573127498238e-09,-1.0950573127498192e-09,-4.549493369041652e-24
