node,x,y,d_F1,d_compatible,d_compatible_minus_F1
281,-0.03749999999999998,-0.4625,0.004745971413387819,0.004745971413387819,0.0
282,-0.025000000000000022,-0.4625,0.004780736172893113,0.005055750972501445,0.0002750147996083323
283,-0.012500000000000011,-0.4625,0.005474391475811168,0.0055351070458706745,6.071557005950679e-05
284,0.0,-0.4625,0.006041861507314198,0.006041861507314198,0.0
285,0.012499999999999956,-0.4625,0.006069754952704029,0.006284505651313721,0.00021475069860969233
286,0.025000000000000022,-0.4625,0.006697678160901348,0.006736021568767182,3.83434078658337e-05
287,0.03749999999999998,-0.4625,0.007300322188427463,0.007300322188427463,0.0
288,0.050000000000000044,-0.4625,0.007317643907821242,0.007517996664570685,0.00020035275674944262
289,0.0625,-0.4625,0.007838026968762329,0.007936563502851447,9.853653408911818e-05
290,0.07499999999999996,-0.4625,0.008469790653323305,0.008469790653323305,0.0
291,0.08750000000000002,-0.4625,0.008478389956642983,0.008651411735676122,0.00017302177903313898
292,0.09999999999999998,-0.4625,0.008469266296681384,0.008996229230296004,0.0005269629336146203
293,0.11250000000000004,-0.4625,0.00952205264887905,0.00952205264887905,0.0
294,0.125,-0.4625,0.009527332960347181,0.009657683545312934,0.00013035058496575248
295,0.13749999999999996,-0.4625,0.009524163165053886,0.00991173461047835,0.0003875714454244644
296,0.15000000000000002,-0.4625,0.010404052772475606,0.010404052772475606,0.0
297,0.16249999999999998,-0.4625,0.010409491424097632,0.010461993124701913,5.2501700604281124e-05
298,0.17500000000000004,-0.4625,0.010408461795734819,0.01066783306365195,0.00025937126791713075
299,0.1875,-0.4625,0.01107966047356387,0.01107966047356387,0.0
300,0.19999999999999996,-0.4625,0.011085567799691123,0.01111081068715077,2.524288745964741e-05
301,0.21250000000000002,-0.4625,0.011082607022836179,0.011260810082266879,0.0001782030594307
302,0.22499999999999998,-0.4625,0.011570799056570727,0.011570799056570727,0.0
303,0.23750000000000004,-0.4625,0.011573482736893882,0.011583084678111914,9.60194121803204e-06
304,0.25,-0.4625,0.011571344294459437,0.011688775124803446,0.0001174308303440088
305,0.26249999999999996,-0.4625,0.011935004747420729,0.011935004747420729,0.0
306,0.275,-0.4625,0.011935402969368517,0.011935402969368517,0.0
307,0.2875,-0.4625,0.01193483084636585,0.012006039617199258,7.120877083340894e-05
308,0.30000000000000004,-0.4625,0.012088482419266185,0.012118566412668483,3.0083993402298115e-05
309,0.3125,-0.4625,0.012234956814989807,0.012234956814989807,0.0
310,0.32499999999999996,-0.4625,0.012235103217229643,0.01229155935518493,5.6456137955287686e-05
311,0.3375,-0.4625,0.012235033931875371,0.012386384340518837,0.00015135040864346604
312,0.35,-0.4625,0.01253745052141999,0.01253745052141999,0.0
313,0.36250000000000004,-0.4625,0.012537652635079045,0.012583127894711282,4.5475259632237267e-05
314,0.375,-0.4625,0.01253686849410987,0.012683920376298724,0.0001470518821888537
315,0.38749999999999996,-0.4625,0.012913609919062813,0.012913609919062813,0.0
316,0.4,-0.4625,0.012913319289587166,0.012948433302982308,3.511401339514192e-05
317,0.4125,-0.4625,0.01291182550314278,0.013081203229114867,0.00016937772597208807
318,0.42500000000000004,-0.4625,0.013448548426461475,0.013448548426461475,0.0
319,0.4375,-0.4625,0.013448077226005448,0.013460326826742216,1.2249600736768257e-05
320,0.44999999999999996,-0.4625,0.013445871288705356,0.01362564617756971,0.00017977488886435425
321,0.4625,-0.4625,0.014054618225411878,0.014054618225411878,0.0
322,0.475,-0.4625,0.014055793431558801,0.014065778301628378,9.98487006957649e-06
323,0.48750000000000004,-0.4625,0.014054339636790899,0.014124549131883662,7.020949509276356e-05
