step,frame,time,top_u1,top_rf1,external_work
MONOTONIC,38,0.7056249976158142,0.00211687502451241,0.009550525835948065,4.677125591591288e-05
MONOTONIC,39,0.7256249785423279,0.002176875015720725,0.00886646963772364,4.732376569916482e-05
MONOTONIC,40,0.7456250190734863,0.00223687500692904,0.008194068243028596,4.783558176059195e-05
MONOTONIC,41,0.765625,0.002296874998137355,0.0075568474130705,4.8308109161036376e-05
MONOTONIC,42,0.7856249809265137,0.0023568749893456697,0.006929662878974341,4.87427044061173e-05
MONOTONIC,43,0.8056250214576721,0.0024168749805539846,0.006340074760373682,4.9140796476966067e-05
MONOTONIC,44,0.8256250023841858,0.0024768749717622995,0.005765552996308543,4.9503965256452096e-05
MONOTONIC,45,0.8456249833106995,0.0025368749629706144,0.005231315924902447,4.983387127574792e-05
MONOTONIC,46,0.8656250238418579,0.0025968749541789293,0.004729616572149098,5.013269920687278e-05
MONOTONIC,47,0.8856250047683716,0.0026568749453872442,0.00427644640149083,5.040288105649275e-05
MONOTONIC,48,0.9056249856948853,0.002716874936595559,0.0038612247008131817,5.0647011153789946e-05
MONOTONIC,49,0.9256250262260437,0.002776874927803874,0.0034898443991551176,5.086754319447485e-05
MONOTONIC,50,0.9456250071525574,0.002836874919012189,0.0031546865284326486,5.106687909309417e-05
MONOTONIC,51,0.965624988079071,0.002896874910220504,0.002858075386029668,5.1247261924096885e-05
MONOTONIC,52,0.9856250286102295,0.0029568749014288187,0.0025868387128866743,5.141060932312939e-05
MONOTONIC,53,1.0,0.003000000026077032,0.0023322623637795914,5.151667774667359e-05
UNLOAD_RELOAD,0,0.0,0.003000000026077032,0.0023322623637795914,5.151667774667359e-05
UNLOAD_RELOAD,1,0.004999999888241291,0.0029800001066178083,0.0020604115416062996,5.147275118451441e-05
UNLOAD_RELOAD,2,0.009999999776482582,0.002959999954327941,0.0018447031270625303,5.1433699740473024e-05
UNLOAD_RELOAD,3,0.017500000074505806,0.0029299999587237835,0.001707422479739762,5.138041786417828e-05
UNLOAD_RELOAD,4,0.028750000521540642,0.002885000081732869,0.0015827985007490497,5.130638809448082e-05
UNLOAD_RELOAD,5,0.045625001192092896,0.002817499917000532,0.0014861052604828728,5.1202812339765396e-05
UNLOAD_RELOAD,6,0.06562499701976776,0.0027375000063329935,0.0014060249268368352,5.108712726145316e-05
UNLOAD_RELOAD,7,0.08562500029802322,0.002657500095665455,0.0013592762534244685,5.097651533775829e-05
UNLOAD_RELOAD,8,0.10562500357627869,0.0025774999521672726,0.0013183573519199854,5.086940980142673e-05
UNLOAD_RELOAD,9,0.12562499940395355,0.002497500041499734,0.0012774383758369368,5.076557808826087e-05
UNLOAD_RELOAD,10,0.14562499523162842,0.0024174998980015516,0.0012365193779260153,5.0665019597736164e-05
UNLOAD_RELOAD,11,0.16562500596046448,0.002337499987334013,0.0011956003618251998,5.0567734916779734e-05
UNLOAD_RELOAD,12,0.18562500178813934,0.0022575000766664743,0.001154681362095289,5.047372375280114e-05
UNLOAD_RELOAD,13,0.2056249976158142,0.002177499933168292,0.0011137623578179046,5.0382985841245836e-05
UNLOAD_RELOAD,14,0.22562499344348907,0.0020975000225007534,0.0010728433826443506,5.029552170929478e-05
UNLOAD_RELOAD,15,0.24562500417232513,0.0020175001118332148,0.0010319243683625245,5.021133109326655e-05
UNLOAD_RELOAD,16,0.265625,0.0019374999683350325,0.0009910053931889706,5.013041375766112e-05
UNLOAD_RELOAD,17,0.28562501072883606,0.0018575000576674938,0.000950086389821081,5.005277017304197e-05
UNLOAD_RELOAD,18,0.30562499165534973,0.0017775000305846334,0.0009091674000956118,4.997839999626834e-05
UNLOAD_RELOAD,19,0.3256250023841858,0.0016975000035017729,0.0008682484358359943,4.990730333876233e-05
UNLOAD_RELOAD,20,0.34562501311302185,0.0016174999764189124,0.0008273294615719351,4.983948019990546e-05
UNLOAD_RELOAD,21,0.3656249940395355,0.001537499949336052,0.000786410508226254,4.9774930579261186e-05
UNLOAD_RELOAD,22,0.3856250047683716,0.0014575000386685133,0.000745491539419163,4.971365456577966e-05
UNLOAD_RELOAD,23,0.40562498569488525,0.0013775000115856528,0.0007045725860734819,4.9655651981124015e-05
UNLOAD_RELOAD,24,0.4256249964237213,0.0012974999845027924,0.0006636536400037585,4.9600922913553184e-05
UNLOAD_RELOAD,25,0.4456250071525574,0.0012174999574199319,0.0006227346966625191,4.9549467362666996e-05
UNLOAD_RELOAD,26,0.46562498807907104,0.0011375000467523932,0.0005818157487738063,4.950128539865227e-05
UNLOAD_RELOAD,27,0.4856249988079071,0.0010575000196695328,0.0005408968113442825,4.945637688104441e-05
UNLOAD_RELOAD,28,0.5056250095367432,0.0010562499519437551,0.0005402574252002523,4.945570112303556e-05
UNLOAD_RELOAD,29,0.5256249904632568,0.0012562499614432454,0.0006425546580430819,4.957398233697795e-05
UNLOAD_RELOAD,30,0.5456249713897705,0.0014562499709427357,0.0007448518917954061,4.971272299855163e-05
UNLOAD_RELOAD,31,0.565625011920929,0.001656249980442226,0.0008471490782540059,4.9871923103118166e-05
UNLOAD_RELOAD,32,0.5856249928474426,0.0018562499899417162,0.0009494462674410897,5.0051582646221044e-05
UNLOAD_RELOAD,33,0.6056249737739563,0.0020562501158565283,0.0010517434902794776,5.025170174798282e-05
UNLOAD_RELOAD,34,0.6256250143051147,0.0022562500089406967,0.001154040684014035,5.047228004749555e-05
UNLOAD_RELOAD,35,0.6456249952316284,0.002456249902024865,0.0012563378313643625,5.0713317770179575e-05
UNLOAD_RELOAD,36,0.6656249761581421,0.0026562500279396772,0.0013586350323748775,5.097481522118541e-05
UNLOAD_RELOAD,37,0.6856250166893005,0.0028562499210238457,0.0014609321897296468,5.125677179266768e-05
UNLOAD_RELOAD,38,0.7056249976158142,0.0030562500469386578,0.0015632292979717022,5.155918813183117e-05
UNLOAD_RELOAD,39,0.7256249785423279,0.003256249940022826,0.0016130614894791506,5.187681704077837e-05
UNLOAD_RELOAD,40,0.7456250190734863,0.0034562500659376383,0.0015624583757016808,5.219436922721895e-05
UNLOAD_RELOAD,41,0.765625,0.0036562499590218067,0.001462173082472873,5.249683221134591e-05
UNLOAD_RELOAD,42,0.7856249809265137,0.003856250084936619,0.001275290045668953,5.277057869650367e-05
UNLOAD_RELOAD,43,0.8056250214576721,0.004056250210851431,0.001107491480979661,5.300885699918228e-05
UNLOAD_RELOAD,44,0.8256250023841858,0.004256249871104956,0.0009239695010307969,5.321200275229247e-05
UNLOAD_RELOAD,45,0.8456249833106995,0.004456249997019768,0.0007727204792900011,5.3381671857143754e-05
UNLOAD_RELOAD,46,0.8656250238418579,0.00465625012293458,0.0006348813867589342,5.352243213236761e-05
UNLOAD_RELOAD,47,0.8856250047683716,0.004856249783188105,0.0005248351117188577,5.363840358521059e-05
UNLOAD_RELOAD,48,0.9056249856948853,0.005056249909102917,0.00043235722398549115,5.373412287904337e-05
UNLOAD_RELOAD,49,0.9256250262260437,0.005256250035017729,0.00035913499704065543,5.381327215097628e-05
UNLOAD_RELOAD,50,0.9456250071525574,0.005456250160932541,0.0003001076606778952,5.3879196458252346e-05
UNLOAD_RELOAD,51,0.965624988079071,0.005656249821186066,0.0002533285851313849,5.3934539988819266e-05
UNLOAD_RELOAD,52,0.9856250286102295,0.005856249947100878,0.00021642154797518742,5.398151503170417e-05
UNLOAD_RELOAD,53,1.0,0.006000000052154064,0.00018560598005024076,5.4010410781398134e-05
