step,frame,time,penalty_active_count,minimum_gap,maximum_penalty_energy_density,penalty_energy,penalty_residual_magnitude,penalty_tangent_magnitude,elastic_energy,local_crack_energy,gradient_crack_energy,history_driven_term,total_diagnostic_energy,incremental_diagnostic_imbalance
MONOTONIC,27,0.4856249988079071,0,0.017187360674142838,0.0,0.0,0.0,0.0,1.4633311134821268e-05,1.809571316698566e-05,3.473454454990588e-07,1.2122405438276475e-05,3.307636974730599e-05,-2.935210375113934e-07
MONOTONIC,28,0.5056250095367432,0,0.01612548902630806,0.0,0.0,0.0,0.0,1.428875887795584e-05,1.9310687808319932e-05,3.811157292858524e-07,1.1878229459398424e-05,3.398056241556162e-05,-2.637157287810186e-07
MONOTONIC,29,0.5256249904632568,0,0.014793874695897102,0.0,0.0,0.0,0.0,1.3908633725077382e-05,2.0478085509967054e-05,4.172391337561976e-07,1.1617062098230235e-05,3.480395836880064e-05,-2.710851893960762e-07
MONOTONIC,30,0.5456249713897705,0,0.013792983256280422,0.0,0.0,0.0,0.0,1.3519715316942893e-05,2.1612208674196154e-05,4.5528025225962666e-07,1.1328250274527818e-05,3.558720424339867e-05,-2.4161135926787053e-07
MONOTONIC,31,0.565625011920929,0,0.012528181076049805,0.0,0.0,0.0,0.0,1.3108322407060768e-05,2.2693868249189103e-05,4.96795417373619e-07,1.10317360406043e-05,3.629898607362349e-05,-2.4736116056485333e-07
MONOTONIC,32,0.5856249928474426,0,0.011580677703022957,0.0,0.0,0.0,0.0,1.2697027191461528e-05,2.373767000390217e-05,5.409762803367356e-07,1.0717037293943576e-05,3.697567347570043e-05,-2.2051070178336784e-07
MONOTONIC,33,0.6056249737739563,0,0.010365220718085766,0.0,0.0,0.0,0.0,1.2272465087153255e-05,2.4726871796883653e-05,5.904564144998401e-07,1.0400029962329428e-05,3.758979329853675e-05,-2.2487212748663267e-07
MONOTONIC,34,0.6256250143051147,0,0.00947971735149622,0.0,0.0,0.0,0.0,1.1852302592888013e-05,2.5676093017682437e-05,6.43478728326841e-07,1.0071703429275658e-05,3.817187433889729e-05,-2.0218257692561288e-07
MONOTONIC,35,0.6456249952316284,0,0.00841918308287859,0.0,0.0,0.0,0.0,1.1424364789854732e-05,2.6575842895545074e-05,7.031159236206012e-07,9.742887732136301e-06,3.8703323609020405e-05,-2.0144168206488494e-07
MONOTONIC,36,0.6656249761581421,0,0.007727663032710552,0.0,0.0,0.0,0.0,1.0996266340225705e-05,2.743990444578231e-05,7.658212505731398e-07,9.40782455218141e-06,3.920199203658115e-05,-1.8573056792693378e-07
MONOTONIC,37,0.6856250166893005,0,0.0069253877736628056,0.0,0.0,0.0,0.0,1.0559306311915867e-05,2.8267609723843638e-05,8.354109554716161e-07,9.070614630036289e-06,3.9662326991231124e-05,-1.7818062513450265e-07
MONOTONIC,38,0.7056249976158142,0,0.006404930260032415,0.0,0.0,0.0,0.0,1.0108634932112189e-05,2.9062004806473847e-05,9.069490220895203e-07,8.73210906866006e-06,4.007758876067555e-05,-1.7936534405182486e-07
MONOTONIC,39,0.7256249785423279,0,0.005784374661743641,0.0,0.0,0.0,0.0,9.650598087318941e-06,2.9834015690721576e-05,9.852134832271984e-07,8.387884165131256e-06,4.0469827261267716e-05,-1.6027128265977322e-07
MONOTONIC,40,0.7456250190734863,0,0.005309510510414839,0.0,0.0,0.0,0.0,9.164553281516415e-06,3.056967458687722e-05,1.0643137535680581e-06,8.048766168212753e-06,4.0798541621961695e-05,-1.8310170073315002e-07
MONOTONIC,41,0.765625,0,0.004849655088037252,0.0,0.0,0.0,0.0,8.678566943126498e-06,3.1286828964948644e-05,1.147763225935705e-06,7.705853035440668e-06,4.111315913401085e-05,-1.5790988839527225e-07
MONOTONIC,42,0.7856249809265137,0,0.004422340542078018,0.0,0.0,0.0,0.0,8.166174508733096e-06,3.196567725390197e-05,1.2307136189065194e-06,7.371962709294168e-06,4.136256538154159e-05,-1.8518899755018702e-07
MONOTONIC,43,0.8056250214576721,0,0.004029630683362484,0.0,0.0,0.0,0.0,7.661584225388653e-06,3.26261809328571e-05,1.3146086108463352e-06,7.039220944716364e-06,4.1602373769092085e-05,-1.5828368329826828e-07
MONOTONIC,44,0.8256250023841858,0,0.003720576409250498,0.0,0.0,0.0,0.0,7.140276950485713e-06,3.325004593934865e-05,1.3949450796644668e-06,6.719713358324953e-06,4.1785267969498825e-05,-1.802745790792899e-07
MONOTONIC,45,0.8456249833106995,0,0.00329461507499218,0.0,0.0,0.0,0.0,6.6355973511235794e-06,3.384150923229755e-05,1.4730253626112245e-06,6.411307961388956e-06,4.195013194603235e-05,-1.6504204276229995e-07
MONOTONIC,46,0.8656250238418579,0,0.002978866919875145,0.0,0.0,0.0,0.0,6.141111533361256e-06,3.438854832202198e-05,1.545931680266221e-06,6.1223476070153985e-06,4.2075591535649456e-05,-1.733683415077532e-07
MONOTONIC,47,0.8856250047683716,0,0.0024242030922323465,0.0,0.0,0.0,0.0,5.680991702502068e-06,3.4899485134519646e-05,1.6141113771482193e-06,5.849904416390928e-06,4.2194588214169934e-05,-1.5118517109948828e-07
MONOTONIC,48,0.9056249856948853,0,0.002113597234711051,0.0,0.0,0.0,0.0,5.245232365177799e-06,3.5371574363671266e-05,1.675895124026283e-06,5.59734291382483e-06,4.229270185287535e-05,-1.4601645859178142e-07
MONOTONIC,49,0.9256250262260437,0,0.0010277406545355916,0.0,0.0,0.0,0.0,4.8454308948748815e-06,3.5808341251686224e-05,1.7321298078968543e-06,5.362888619856676e-06,4.238590195445796e-05,-1.273319391022974e-07
MONOTONIC,50,0.9456250071525574,0,0.0006270313169807196,0.0,0.0,0.0,0.0,4.474725712907457e-06,3.620825614780188e-05,1.7825623466706016e-06,5.147833117371194e-06,4.246554420737994e-05,-1.196936456973415e-07
MONOTONIC,51,0.965624988079071,0,0.0005810531438328326,0.0,0.0,0.0,0.0,4.1397434855753095e-06,3.65837327670306e-05,1.829206433831133e-06,4.945503556882615e-06,4.2552682686437046e-05,-9.324435194560626e-08
MONOTONIC,52,0.9856250286102295,0,0.0005460856482386589,0.0,0.0,0.0,0.0,3.824479434069871e-06,3.6929337168112405e-05,1.8715235510171624e-06,4.7588700039341325e-06,4.2625340153199443e-05,-9.068993227010879e-08
MONOTONIC,53,1.0,0,0.0005079166148789227,0.0,0.0,0.0,0.0,3.498393616450812e-06,3.724928800947962e-05,1.9107359825284216e-06,4.585267242873671e-06,4.265841760845886e-05,-7.299096828478204e-08
UNLOAD_RELOAD,0,0.0,0,0.0005079166148789227,0.0,0.0,0.0,0.0,3.498393616450812e-06,3.724928800947962e-05,1.9107359825284216e-06,4.585267242873671e-06,4.265841760845886e-05,0.0
UNLOAD_RELOAD,1,0.004999999888241291,0,0.00042495879461057484,0.0,0.0,0.0,0.0,3.070013169423192e-06,3.751447293907403e-05,1.9430877087870604e-06,4.440967143455054e-06,4.2527573817284285e-05,-8.691722901539535e-08
UNLOAD_RELOAD,2,0.009999999776482582,0,0.00025172391906380653,0.0,0.0,0.0,0.0,2.7301606378955522e-06,3.767559463158249e-05,1.9617642970843005e-06,4.354211870031577e-06,4.236751956656234e-05,-1.2100280668055497e-07
UNLOAD_RELOAD,3,0.017500000074505806,0,0.00022225732391234487,0.0,0.0,0.0,0.0,2.5013739497012464e-06,3.781527185346932e-05,1.977967541097314e-06,4.278796841299483e-06,4.229461334426788e-05,-1.96243459997262e-08
UNLOAD_RELOAD,4,0.028750000521540642,0,0.00010921486682491377,0.0,0.0,0.0,0.0,2.2831868802825285e-06,3.790354700759053e-05,1.988475806138012e-06,4.230782850845573e-06,4.217520969401107e-05,-4.537388055934216e-08
UNLOAD_RELOAD,5,0.045625001192092896,0,2.2254875148064457e-05,0.0,0.0,0.0,0.0,2.093550773201969e-06,3.796261048410087e-05,1.9950300989876274e-06,4.199090267866267e-06,4.2051191356290474e-05,-2.0442583005173508e-08
UNLOAD_RELOAD,6,0.06562499701976776,1,-3.6628771127311666e-09,1.2075001372055527e-12,7.546875857534705e-18,4.1207367758033795e-09,1.125,1.924496653774099e-06,3.797241272404787e-05,1.995607585195103e-06,4.194341449237982e-06,4.1892516963024626e-05,-4.298931495361197e-08
UNLOAD_RELOAD,7,0.08562500029802322,12,-3.660929781545974e-09,1.2062166586737644e-12,1.570550314446204e-17,1.1891705247890631e-08,13.5,1.8061383371048123e-06,3.797241272404787e-05,1.9956075750087618e-06,4.1943414715206025e-06,4.1774158636177155e-05,-7.746403152597884e-09
UNLOAD_RELOAD,8,0.10562500357627869,6,-1.952429773410813e-09,3.430784302482781e-13,3.901669619130088e-18,4.632994224795795e-09,6.75,1.6990330025521418e-06,3.797241279389707e-05,1.9956075746449645e-06,4.194341467427876e-06,4.1667053371098074e-05,2.7125247577600153e-13
UNLOAD_RELOAD,9,0.12562499940395355,7,-3.6394753877289077e-09,1.1921202957079768e-12,7.599678057936094e-18,4.9055516974760854e-09,7.875,1.5952011781166678e-06,3.79724128404632e-05,1.995607602293603e-06,4.194341340280517e-06,4.156322162088107e-05,-3.705113879549568e-14
UNLOAD_RELOAD,10,0.14562499523162842,50,-3.6226179833676042e-09,1.1811025248109619e-12,3.570382479058661e-17,4.627782448038963e-08,56.25,1.4946427709134005e-06,3.7972412863746265e-05,1.995607660501264e-06,4.194341238053312e-06,4.146266329519664e-05,1.6484026871353002e-13
UNLOAD_RELOAD,11,0.16562500596046448,29,-3.5854870183982257e-09,1.1570144798841997e-12,7.253633829116616e-18,4.609696407209541e-09,32.625,1.397357916428632e-06,3.7972412956878526e-05,1.995607729622861e-06,4.194341139464087e-06,4.136537860293727e-05,-1.1302936397169366e-14
UNLOAD_RELOAD,12,0.18562500178813934,20,-3.5868825687401795e-09,1.157915343469318e-12,7.239388921375389e-18,4.133493352598272e-09,22.5,1.3033465857574816e-06,3.7972412956878526e-05,1.995607774733799e-06,4.194341036418338e-06,4.127136731737704e-05,-1.2158163879968584e-13
UNLOAD_RELOAD,13,0.2056249976158142,23,-3.5692684363652916e-09,1.1465710108779503e-12,7.41586152111202e-18,5.75265108739842e-09,25.875,1.2126087677245323e-06,3.797241300344466e-05,1.995607825665502e-06,4.19434094328608e-06,4.1180629596842104e-05,1.9102036982352952e-13
UNLOAD_RELOAD,14,0.22562499344348907,20,-3.5517619956237922e-09,1.135351144695984e-12,7.176204807565152e-18,4.796049978117445e-09,22.5,1.1251444790943312e-06,3.7972413166426116e-05,1.9956078762334073e-06,4.1943408239603755e-06,4.109316552176103e-05,5.686998181403391e-14
UNLOAD_RELOAD,15,0.24562500417232513,57,-3.5349234650539074e-09,1.124611580076429e-12,4.621258437426735e-17,4.6634736573802924e-08,64.125,1.0409537089913105e-06,3.7972413119859985e-05,1.995607938442845e-06,4.194340696994915e-06,4.100897476734035e-05,-1.3839245098208955e-13
UNLOAD_RELOAD,16,0.265625,42,-3.5178517876488513e-09,1.113775304623088e-12,6.97024625165761e-18,4.147036704904571e-09,47.25,9.600364634252403e-07,3.79724131664261e-05,1.9956080057454527e-06,4.194340592584923e-06,4.092805763560377e-05,2.0386884997010413e-13
UNLOAD_RELOAD,17,0.28562501072883606,24,-3.5008356213950265e-09,1.1030264158648495e-12,6.90915793677517e-18,4.243779475410215e-09,27.0,8.823927405543944e-07,3.797241321299223e-05,1.9956080574047516e-06,4.194340483536508e-06,4.085041401095829e-05,-4.0026325082067465e-14
UNLOAD_RELOAD,18,0.30562499165534973,30,-3.484488031446631e-09,1.0927491550516422e-12,8.159418291134846e-18,9.14037045069982e-09,33.75,8.08022543348841e-07,3.7972413352690626e-05,1.995608088327572e-06,4.194340360754724e-06,4.07760439843752e-05,1.5019053573516947e-13
UNLOAD_RELOAD,19,0.3256250023841858,34,-3.467901965592546e-09,1.0823710634363937e-12,7.364818269975947e-18,5.945441853572041e-09,38.25,7.369258550511403e-07,3.797241339925676e-05,1.995608135621296e-06,4.19434024806833e-06,4.070494738993656e-05,6.306737629965115e-14
UNLOAD_RELOAD,20,0.34562501311302185,21,-3.4514262559071085e-09,1.0721108245972943e-12,6.720394599552119e-18,4.167836344870501e-09,23.625,6.691027108388427e-07,3.797241349238901e-05,1.9956081694544987e-06,4.1943401425669445e-06,4.063712437268907e-05,1.2160937404651073e-13
UNLOAD_RELOAD,21,0.3656249940395355,17,-3.4351961275547183e-09,1.0620514884207566e-12,1.45824953873122e-17,1.029364026288171e-08,19.125,6.045530794722253e-07,3.797241367865352e-05,1.9956082083808723e-06,4.194340018329968e-06,4.05725749665212e-05,2.144764061988956e-13
UNLOAD_RELOAD,22,0.3856250047683716,27,-3.4190530406874586e-09,1.0520931998866945e-12,7.914460738439956e-18,9.221269260217824e-09,30.375,5.432769631568135e-07,3.797241367865352e-05,1.9956082502176287e-06,4.194339907462564e-06,4.0511298892035876e-05,-6.100380075223233e-14
UNLOAD_RELOAD,23,0.40562498569488525,16,-3.4030263051931797e-09,1.0422528725489988e-12,6.5451263245899215e-18,4.218836500102797e-09,18.0,4.852743689184536e-07,3.797241381835191e-05,1.995608302968321e-06,4.194339813784609e-06,4.045329649024523e-05,1.8286500108209355e-13
UNLOAD_RELOAD,24,0.4256249964237213,14,-3.387143676647497e-09,1.0325467694402568e-12,6.648203769042898e-18,5.566013516755674e-09,15.75,4.305452940535304e-07,3.7972413888201105e-05,1.9956083473516634e-06,4.194339700188722e-06,4.039856752961295e-05,1.0693854655963175e-13
UNLOAD_RELOAD,25,0.4456250071525574,15,-3.371395607132399e-09,1.0229677348261301e-12,6.557220412963513e-18,5.1737624043424195e-09,16.875,3.79089743334049e-07,3.7972413888201105e-05,1.995608376819291e-06,4.194339585137642e-06,4.0347112008361006e-05,2.9634247258793905e-14
UNLOAD_RELOAD,26,0.46562498807907104,14,-3.3557945311457615e-09,1.0135221654994364e-12,6.454082166848576e-18,5.0371103515134406e-09,15.75,3.309077098066382e-07,3.7972413981333367e-05,1.9956084121076854e-06,4.194339477999167e-06,4.029893010325414e-05,5.890786176996482e-14
UNLOAD_RELOAD,27,0.4856249988079071,10,-3.340362209058867e-09,1.0042217708436385e-12,6.374013478983112e-18,4.6459336176862814e-09,11.25,2.8599919112011226e-07,3.7972414121031746e-05,1.9956084543082395e-06,4.194339357491118e-06,4.0254021766466475e-05,1.808201957847859e-13
UNLOAD_RELOAD,28,0.5056250095367432,12,-3.325060671244273e-09,9.950425899907245e-13,6.3119231297032965e-18,4.8586212564316625e-09,13.5,2.85323451784336e-07,3.797241416759788e-05,1.99560843029758e-06,4.194339213336207e-06,4.02533460496861e-05,4.1228474898392237e-14
UNLOAD_RELOAD,29,0.5256249904632568,7,-3.3098714879997715e-09,9.859723714561452e-13,6.2338091041567706e-18,4.365104665593479e-09,7.875,4.0360464230886357e-07,3.797241416759788e-05,1.995608471770538e-06,4.194339117111669e-06,4.0371627281683516e-05,1.8055022266757342e-14
UNLOAD_RELOAD,30,0.5456249713897705,5,-3.2949056816278244e-09,9.770762757904672e-13,6.166704913820906e-18,4.175589236155019e-09,5.625,5.423452767402636e-07,3.79724142840132e-05,1.9956084670411653e-06,4.194338991146651e-06,4.05103680278008e-05,8.454360529795008e-14
UNLOAD_RELOAD,31,0.565625011920929,5,-3.2799951643625036e-09,9.682531469309974e-13,6.116525282290723e-18,4.1778535095460265e-09,5.625,7.015453418702577e-07,3.7972414353862394e-05,1.995608528886805e-06,4.194338868092019e-06,4.0669568224625575e-05,9.22582390800071e-14
UNLOAD_RELOAD,32,0.5856249928474426,5,-3.265217651815533e-09,9.595481961083285e-13,6.0672314005258805e-18,4.18008758984456e-09,5.625,8.812048444866606e-07,3.7972414353862394e-05,1.995608561992412e-06,4.194338768502349e-06,4.084922776034754e-05,-7.38091635336599e-15
UNLOAD_RELOAD,33,0.6056249737739563,5,-3.2505722558084926e-09,9.509599054394191e-13,6.018808613144833e-18,4.182292728316384e-09,5.625,1.0813237750468836e-06,3.7972414400428525e-05,1.9956085870944657e-06,4.194338686829724e-06,4.1049346762575894e-05,-9.953341861650145e-14
UNLOAD_RELOAD,34,0.6256250143051147,5,-3.236057866118358e-09,9.424863233603586e-13,5.9712398006025125e-18,4.184468481049919e-09,5.625,1.3019021340568318e-06,3.797241456340998e-05,1.99560861728969e-06,4.194338583602077e-06,4.126992531476247e-05,2.526738448463059e-13
UNLOAD_RELOAD,35,0.6456249952316284,5,-3.2216731504775e-09,9.341259319881057e-13,5.924510516803844e-18,4.186615746348821e-09,5.625,1.542939924644316e-06,3.7972414656542245e-05,1.9956086449383296e-06,4.1943384943806455e-06,4.151096322613081e-05,1.8868431394137436e-13
UNLOAD_RELOAD,36,0.6656249761581421,5,-3.2074165545736832e-09,9.258769965991842e-13,5.878605122256298e-18,4.188733955956536e-09,5.625,1.8044371301357383e-06,3.79724146798253e-05,1.995608696597628e-06,4.19433837660108e-06,4.177246050656454e-05,-1.705721000100184e-13
UNLOAD_RELOAD,37,0.6856250166893005,5,-3.1932876343176986e-09,9.177377824701183e-13,5.833508187732533e-18,4.1908243705535146e-09,5.625,2.0863937538223357e-06,3.797241477295756e-05,1.99560872897564e-06,4.194338282832177e-06,4.205441725576136e-05,1.777145528718098e-13
UNLOAD_RELOAD,38,0.7056249976158142,1,-2.885199990032561e-08,7.491941095283394e-11,4.682463184552122e-16,3.2458500936627387e-08,1.125,2.388809816636694e-06,3.8039409904740724e-05,2.0054247743246387e-06,4.163859035452333e-06,4.2433644496170305e-05,7.681090124544759e-08
UNLOAD_RELOAD,39,0.7256249785423279,1,-2.8068727786489944e-08,7.090680820276418e-11,4.4316755126727616e-16,3.157731844112277e-08,1.125,2.6262657370637044e-06,3.8229044526815404e-05,2.02906298036396e-06,4.057658820238431e-06,4.288437324468624e-05,1.3309983956873476e-07
UNLOAD_RELOAD,40,0.7456250190734863,0,4.1901756731022033e-07,0.0,0.0,0.0,0.0,2.7001234188816175e-06,3.847385540138931e-05,2.0581779685016957e-06,3.9303219624571286e-06,4.323215678877263e-05,3.0231357645807855e-08
UNLOAD_RELOAD,41,0.765625,0,0.00040042714681476355,0.0,0.0,0.0,0.0,2.6730351461964124e-06,3.881514202803372e-05,2.11018653571955e-06,3.7171402556396064e-06,4.359836370994968e-05,6.374393705009475e-08
UNLOAD_RELOAD,42,0.7856249809265137,0,0.00027436501113697886,0.0,0.0,0.0,0.0,2.4589185760902403e-06,3.912688265554607e-05,2.152193754227483e-06,3.5395014209939286e-06,4.373799498586379e-05,-1.3411520924365043e-07
UNLOAD_RELOAD,43,0.8056250214576721,0,0.00017701041360851377,0.0,0.0,0.0,0.0,2.2461312051134986e-06,3.9461872144602245e-05,2.1968404788822216e-06,3.3479450199891406e-06,4.3904843828597964e-05,-7.142945994443337e-08
UNLOAD_RELOAD,44,0.8256250023841858,0,0.0001227711618412286,0.0,0.0,0.0,0.0,1.9663225896280785e-06,3.9745333581231546e-05,2.2357414420184787e-06,3.1842686245514784e-06,4.3947397612878106e-05,-1.6059196883005277e-07
UNLOAD_RELOAD,45,0.8456249833106995,0,7.218175596790388e-05,0.0,0.0,0.0,0.0,1.7217178619702628e-06,4.0013574087061016e-05,2.271557476205998e-06,3.0296208574203117e-06,4.400684942523728e-05,-1.1021729249210906e-07
UNLOAD_RELOAD,46,0.8656250238418579,0,5.134255115990527e-05,0.0,0.0,0.0,0.0,1.478083195301849e-06,4.023613166064024e-05,2.3031332235859735e-06,2.899221604997816e-06,4.4017348079528067e-05,-1.3026162093306815e-07
UNLOAD_RELOAD,47,0.8856250047683716,0,2.9816954338457435e-05,0.0,0.0,0.0,0.0,1.2743652319702648e-06,4.043402078095823e-05,2.331039719047113e-06,2.7830204060968836e-06,4.403942573197561e-05,-9.389380039543862e-08
UNLOAD_RELOAD,48,0.9056249856948853,0,2.0784320440725423e-05,0.0,0.0,0.0,0.0,1.0930531263047883e-06,4.059925752226263e-05,2.3558605546668343e-06,2.6843784845099972e-06,4.404817120323425e-05,-8.697382257413956e-08
UNLOAD_RELOAD,49,0.9256250262260437,0,1.1508654097269755e-05,0.0,0.0,0.0,0.0,9.438516711416158e-07,4.074230666738004e-05,2.3773123969931484e-06,2.5987944353542697e-06,4.4063470735514806e-05,-6.384973965235623e-08
UNLOAD_RELOAD,50,0.9456250071525574,0,6.468972969742026e-06,0.0,0.0,0.0,0.0,8.187311502179106e-07,4.086333040613681e-05,2.3964735669210317e-06,2.525303933001522e-06,4.407853512327575e-05,-5.085991951511948e-08
UNLOAD_RELOAD,51,0.965624988079071,0,2.266432602482382e-06,0.0,0.0,0.0,0.0,7.164449420274719e-07,4.096641591750084e-05,2.4127108509560465e-06,2.4626652999163005e-06,4.409557171048436e-05,-3.8306943358312306e-08
UNLOAD_RELOAD,52,0.9856250286102295,1,-6.691258658264587e-10,4.029564767797644e-14,2.518477979873528e-19,7.527666184614645e-10,1.125,6.337093583196566e-07,4.1053445544093855e-05,2.4267459204907037e-06,2.4093984919162807e-06,4.4113900822904466e-05,-2.864593046479619e-08
UNLOAD_RELOAD,53,1.0,1,-5.6068216736093746e-09,2.8292804297308516e-12,1.7683002685817823e-17,6.3076746300794186e-09,1.125,5.568179528570917e-07,4.112762759905308e-05,2.4385923068280138e-06,2.3640365226998176e-06,4.412303785875587e-05,-1.9758713842560457e-08
