point_id,pixel_x,pixel_y,u_mm,reaction_force_kN,source
810,791,452,0.00653995,0.17330416,red_pixel_threshold_300dpi
811,791,453,0.00653995,0.17067834,red_pixel_threshold_300dpi
812,791,454,0.00653995,0.16805252,red_pixel_threshold_300dpi
813,791,455,0.00653995,0.16542670,red_pixel_threshold_300dpi
814,791,456,0.00653995,0.16280088,red_pixel_threshold_300dpi
815,791,457,0.00653995,0.16017505,red_pixel_threshold_300dpi
816,791,458,0.00653995,0.15754923,red_pixel_threshold_300dpi
817,792,454,0.00654897,0.16805252,red_pixel_threshold_300dpi
818,792,455,0.00654897,0.16542670,red_pixel_threshold_300dpi
819,792,456,0.00654897,0.16280088,red_pixel_threshold_300dpi
820,792,457,0.00654897,0.16017505,red_pixel_threshold_300dpi
821,792,458,0.00654897,0.15754923,red_pixel_threshold_300dpi
822,792,459,0.00654897,0.15492341,red_pixel_threshold_300dpi
823,793,469,0.00655799,0.12866521,red_pixel_threshold_300dpi
824,793,470,0.00655799,0.12603939,red_pixel_threshold_300dpi
825,793,471,0.00655799,0.12341357,red_pixel_threshold_300dpi
826,793,472,0.00655799,0.12078775,red_pixel_threshold_300dpi
827,793,473,0.00655799,0.11816193,red_pixel_threshold_300dpi
828,793,474,0.00655799,0.11553611,red_pixel_threshold_300dpi
829,793,475,0.00655799,0.11291028,red_pixel_threshold_300dpi
830,793,476,0.00655799,0.11028446,red_pixel_threshold_300dpi
831,794,468,0.00656701,0.13129103,red_pixel_threshold_300dpi
832,794,469,0.00656701,0.12866521,red_pixel_threshold_300dpi
833,794,470,0.00656701,0.12603939,red_pixel_threshold_300dpi
834,794,471,0.00656701,0.12341357,red_pixel_threshold_300dpi
835,794,472,0.00656701,0.12078775,red_pixel_threshold_300dpi
836,794,473,0.00656701,0.11816193,red_pixel_threshold_300dpi
837,794,474,0.00656701,0.11553611,red_pixel_threshold_300dpi
838,794,475,0.00656701,0.11291028,red_pixel_threshold_300dpi
839,794,476,0.00656701,0.11028446,red_pixel_threshold_300dpi
840,794,477,0.00656701,0.10765864,red_pixel_threshold_300dpi
841,794,478,0.00656701,0.10503282,red_pixel_threshold_300dpi
842,795,473,0.00657603,0.11816193,red_pixel_threshold_300dpi
843,795,474,0.00657603,0.11553611,red_pixel_threshold_300dpi
844,795,475,0.00657603,0.11291028,red_pixel_threshold_300dpi
845,795,476,0.00657603,0.11028446,red_pixel_threshold_300dpi
846,795,477,0.00657603,0.10765864,red_pixel_threshold_300dpi
847,795,478,0.00657603,0.10503282,red_pixel_threshold_300dpi
848,796,488,0.00658505,0.07877462,red_pixel_threshold_300dpi
849,796,489,0.00658505,0.07614880,red_pixel_threshold_300dpi
850,796,490,0.00658505,0.07352298,red_pixel_threshold_300dpi
851,796,491,0.00658505,0.07089716,red_pixel_threshold_300dpi
852,796,492,0.00658505,0.06827133,red_pixel_threshold_300dpi
853,796,493,0.00658505,0.06564551,red_pixel_threshold_300dpi
854,796,494,0.00658505,0.06301969,red_pixel_threshold_300dpi
855,796,495,0.00658505,0.06039387,red_pixel_threshold_300dpi
856,796,496,0.00658505,0.05776805,red_pixel_threshold_300dpi
857,797,488,0.00659407,0.07877462,red_pixel_threshold_300dpi
858,797,489,0.00659407,0.07614880,red_pixel_threshold_300dpi
859,797,490,0.00659407,0.07352298,red_pixel_threshold_300dpi
860,797,491,0.00659407,0.07089716,red_pixel_threshold_300dpi
861,797,492,0.00659407,0.06827133,red_pixel_threshold_300dpi
862,797,493,0.00659407,0.06564551,red_pixel_threshold_300dpi
863,797,494,0.00659407,0.06301969,red_pixel_threshold_300dpi
864,797,495,0.00659407,0.06039387,red_pixel_threshold_300dpi
865,797,496,0.00659407,0.05776805,red_pixel_threshold_300dpi
866,797,497,0.00659407,0.05514223,red_pixel_threshold_300dpi
867,797,498,0.00659407,0.05251641,red_pixel_threshold_300dpi
868,798,494,0.00660309,0.06301969,red_pixel_threshold_300dpi
869,798,495,0.00660309,0.06039387,red_pixel_threshold_300dpi
870,798,496,0.00660309,0.05776805,red_pixel_threshold_300dpi
871,798,497,0.00660309,0.05514223,red_pixel_threshold_300dpi
872,798,508,0.00660309,0.02625821,red_pixel_threshold_300dpi
873,798,509,0.00660309,0.02363239,red_pixel_threshold_300dpi
874,798,510,0.00660309,0.02100656,red_pixel_threshold_300dpi
875,798,511,0.00660309,0.01838074,red_pixel_threshold_300dpi
876,798,512,0.00660309,0.01575492,red_pixel_threshold_300dpi
877,799,507,0.00661211,0.02888403,red_pixel_threshold_300dpi
878,799,508,0.00661211,0.02625821,red_pixel_threshold_300dpi
879,799,509,0.00661211,0.02363239,red_pixel_threshold_300dpi
880,799,510,0.00661211,0.02100656,red_pixel_threshold_300dpi
881,799,511,0.00661211,0.01838074,red_pixel_threshold_300dpi
882,799,512,0.00661211,0.01575492,red_pixel_threshold_300dpi
883,799,513,0.00661211,0.01312910,red_pixel_threshold_300dpi
884,799,514,0.00661211,0.01050328,red_pixel_threshold_300dpi
885,799,515,0.00661211,0.00787746,red_pixel_threshold_300dpi
886,799,516,0.00661211,0.00525164,red_pixel_threshold_300dpi
887,799,517,0.00661211,0.00262582,red_pixel_threshold_300dpi
888,800,510,0.00662113,0.02100656,red_pixel_threshold_300dpi
889,800,511,0.00662113,0.01838074,red_pixel_threshold_300dpi
890,800,512,0.00662113,0.01575492,red_pixel_threshold_300dpi
891,800,513,0.00662113,0.01312910,red_pixel_threshold_300dpi
892,800,514,0.00662113,0.01050328,red_pixel_threshold_300dpi
893,800,515,0.00662113,0.00787746,red_pixel_threshold_300dpi
894,800,516,0.00662113,0.00525164,red_pixel_threshold_300dpi
895,800,517,0.00662113,0.00262582,red_pixel_threshold_300dpi
