node,x,y,active_lower_bound,d_lower_bound,d_F0,d_F1,d_F2,d_F3,F3_minus_F1,F3_minus_lower_bound
6317,-0.012500000000000011,0.4625,True,0.0057631758534294215,0.005763175853429422,0.005763175853429422,0.005763175853429422,0.005763175853429422,0.0,8.673617379884035e-19
6318,0.0,0.4625,True,0.005934630617642952,0.005934630617642952,0.005934630617642952,0.005934630617642952,0.005934630617642952,0.0,0.0
6319,0.012499999999999956,0.4625,True,0.006287010869970392,0.006287010869970392,0.006287010869970393,0.006287010869970394,0.006287010869970393,0.0,8.673617379884035e-19
6320,0.025000000000000022,0.4625,True,0.007007673031982146,0.007007673031982146,0.007007673031982145,0.007007673031982146,0.007007673031982145,0.0,-8.673617379884035e-19
6321,0.03749999999999998,0.4625,True,0.007139629756053036,0.007139629756053035,0.007139629756053036,0.007139629756053035,0.007139629756053036,0.0,0.0
6322,0.050000000000000044,0.4625,True,0.007486878905900687,0.007486878905900687,0.007486878905900687,0.007486878905900687,0.007486878905900687,0.0,0.0
6323,0.0625,0.4625,True,0.008280072345454938,0.008280072345454937,0.008280072345454937,0.008280072345454937,0.008280072345454937,0.0,-1.734723475976807e-18
6324,0.07499999999999996,0.4625,True,0.0083296108548882,0.0083296108548882,0.0083296108548882,0.0083296108548882,0.0083296108548882,0.0,0.0
6325,0.08750000000000002,0.4625,True,0.008601869412460859,0.00860186941246086,0.00860186941246086,0.00860186941246086,0.00860186941246086,0.0,1.734723475976807e-18
6326,0.09999999999999998,0.4625,True,0.009030690337143037,0.009030690337143037,0.009030690337143037,0.009030690337143037,0.009030690337143037,0.0,0.0
6327,0.11250000000000004,0.4625,True,0.00960441535451182,0.00960441535451182,0.00960441535451182,0.009604415354511823,0.00960441535451182,0.0,0.0
6328,0.125,0.4625,True,0.009725565442762131,0.009725565442762131,0.009725565442762131,0.00972556544276213,0.009725565442762131,0.0,0.0
6329,0.13749999999999996,0.4625,True,0.009965835091382446,0.009965835091382444,0.009965835091382444,0.009965835091382448,0.009965835091382444,0.0,-1.734723475976807e-18
6330,0.15000000000000002,0.4625,True,0.010502901416107826,0.010502901416107824,0.010502901416107826,0.010502901416107827,0.010502901416107826,0.0,0.0
6331,0.16249999999999998,0.4625,True,0.010534444455064981,0.01053444445506498,0.010534444455064981,0.010534444455064981,0.010534444455064981,0.0,0.0
6332,0.17500000000000004,0.4625,True,0.010719970921951727,0.010719970921951727,0.010719970921951727,0.010719970921951727,0.010719970921951727,0.0,0.0
6333,0.1875,0.4625,True,0.010949838753780982,0.010949838753780982,0.010949838753780985,0.010949838753780985,0.010949838753780985,0.0,3.469446951953614e-18
6334,0.19999999999999996,0.4625,True,0.011156020153975555,0.011156020153975552,0.011156020153975552,0.011156020153975552,0.011156020153975552,0.0,-3.469446951953614e-18
6335,0.21250000000000002,0.4625,True,0.011289923811751257,0.01128992381175126,0.011289923811751259,0.011289923811751259,0.011289923811751259,0.0,1.734723475976807e-18
6336,0.22499999999999998,0.4625,True,0.011455433725836697,0.011455433725836697,0.011455433725836697,0.011455433725836697,0.011455433725836697,0.0,0.0
6337,0.23750000000000004,0.4625,True,0.011606881463618702,0.0116068814636187,0.011606881463618704,0.011606881463618704,0.011606881463618704,0.0,1.734723475976807e-18
6338,0.25,0.4625,True,0.011710448904616031,0.011710448904616031,0.011710448904616031,0.011710448904616031,0.011710448904616031,0.0,0.0
6339,0.26249999999999996,0.4625,True,0.011834191978878944,0.011834191978878944,0.011834191978878944,0.011834191978878946,0.011834191978878944,0.0,0.0
6340,0.275,0.4625,True,0.011942712487736765,0.011942712487736765,0.011942712487736765,0.011942712487736765,0.011942712487736765,0.0,0.0
