frame_tag,step,frame_index,top_node_count,top_u2_mean,top_u2_min,top_u2_max,top_rf2_sum
F0_ingested,INGEST_TRANSFERRED_STATE,1,81,0.0,0.0,0.0,0.0
F1_equilibrated,CHECKPOINT_EQUILIBRATION_PHASE_FIXED,10,81,0.003000000026077032,0.003000000026077032,0.003000000026077032,0.3947617950620844
F2_release_first,PHASE_RELEASE_HOLD,1,81,0.003000000026077032,0.003000000026077032,0.003000000026077032,0.3947617950620849
F3_release_last,PHASE_RELEASE_HOLD,10,81,0.003000000026077032,0.003000000026077032,0.003000000026077032,0.3944832034362213
