frame_tag,step,frame_index,element,integration_point,odb_integration_point,uel_integration_point,expected_sdv15,odb_sdv15,sdv15_error,expected_sdv16,odb_sdv16,sdv16_error,odb_sdv12,odb_sdv13 
F0_ingested,INGEST_TRANSFERRED_STATE,1,1026,1,1,1,0.0122230832753771,0.0122230832753771,0.0,0.0011136061680909733,0.0011136061680909733,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1026,2,2,2,0.012226096138932217,0.012226096138932217,0.0,0.0011137739779354956,0.0011137739779354956,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1026,3,4,3,0.012222378577801344,0.012222378577801344,0.0,0.001113513659580877,0.001113513659580877,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1026,4,3,4,0.012217538197643454,0.012217538197643452,-1.734723475976807e-18,0.0011132474215354864,0.0011132474215354864,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1027,1,1,1,0.012237702551238896,0.012237702551238894,-1.734723475976807e-18,0.0011146232829523316,0.0011146232829523316,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1027,2,2,2,0.012266398995799219,0.012266398995799219,0.0,0.0011161365849925156,0.0011161365849925156,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1027,3,4,3,0.012252900627954666,0.012252900627954666,0.0,0.0011165534116490683,0.0011165534116490683,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1027,4,3,4,0.012231853912445636,0.012231853912445636,0.0,0.0011145116749965802,0.0011145116749965802,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1028,1,1,1,0.012277764896951506,0.012277764896951506,0.0,0.001119004517394146,0.001119004517394146,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1028,2,2,2,0.01228012067181303,0.012280120671813033,1.734723475976807e-18,0.00111912856780004,0.00111912856780004,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1028,3,4,3,0.012265705568120764,0.012265705568120764,0.0,0.001117484876789995,0.001117484876789995,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1028,4,3,4,0.012261971151755272,0.012261971151755273,1.734723475976807e-18,0.0011172830659342977,0.0011172830659342977,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1029,1,1,1,0.012293890766160043,0.012293890766160043,0.0,0.001119669052207209,0.001119669052207209,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1029,2,2,2,0.012329155588679561,0.012329155588679561,0.0,0.0011188229521814559,0.0011188229521814559,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1029,3,4,3,0.012300287778734376,0.012300287778734372,-3.469446951953614e-18,0.001118976639573009,0.001118976639573009,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1029,4,3,4,0.012275972477376499,0.012275972477376499,0.0,0.0011178678362038935,0.0011178678362038935,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1030,1,1,1,0.012343314328003428,0.012343314328003428,0.0,0.0011234759596104177,0.0011234759596104177,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1030,2,2,2,0.01234673190068784,0.01234673190068784,0.0,0.001123332021486895,0.001123332021486895,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1030,3,4,3,0.012314779904937359,0.012314779904937359,0.0,0.0011201336156219715,0.0011201336156219715,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1030,4,3,4,0.012310686197609636,0.012310686197609635,-1.734723475976807e-18,0.001119595715514783,0.001119595715514783,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1031,1,1,1,0.01234890158056609,0.01234890158056609,0.0,0.001124137266213685,0.001124137266213685,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1031,2,2,2,0.012351411683545218,0.012351411683545218,0.0,0.0011255515956661937,0.0011255515956661937,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1031,3,4,3,0.012303314514998113,0.012303314514998113,0.0,0.001119487523283127,0.001119487523283127,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1031,4,3,4,0.012312804668534742,0.012312804668534742,0.0,0.001119747775820602,0.001119747775820602,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1032,1,1,1,0.01238497800185163,0.01238497800185163,0.0,0.0011262582787145959,0.0011262582787145959,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1032,2,2,2,0.012474172785908646,0.012474172785908646,0.0,0.0011416459651677827,0.0011416459651677827,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1032,3,4,3,0.012364152788372103,0.012364152788372102,-1.734723475976807e-18,0.00112412173447932,0.00112412173447932,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1032,4,3,4,0.012317073202241392,0.012317073202241392,0.0,0.00111929939976487,0.00111929939976487,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1033,1,1,1,0.01250786672973251,0.01250786672973251,0.0,0.0011411528363521482,0.0011411528363521482,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1033,2,2,2,0.012510725512109654,0.012510725512109654,0.0,0.0011399016071715698,0.0011399016071715698,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1033,3,4,3,0.012420470087688314,0.012420470087688314,0.0,0.0011338322678248992,0.0011338322678248992,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1033,4,3,4,0.0123918579003275,0.0123918579003275,0.0,0.0011261038792531384,0.0011261038792531384,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1034,1,1,1,0.012509695672557209,0.012509695672557209,0.0,0.0011388151921656838,0.0011388151921656838,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1034,2,2,2,0.012504023316199143,0.012504023316199143,0.0,0.0011379556848680529,0.0011379556848680529,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1034,3,4,3,0.012453122308733168,0.012453122308733168,0.0,0.00113270841827009,0.00113270841827009,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1034,4,3,4,0.012436885836445383,0.012436885836445383,0.0,0.001132704681373104,0.001132704681373104,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1035,1,1,1,0.01255649788337267,0.01255649788337267,0.0,0.0011379042582931303,0.0011379042582931303,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1035,2,2,2,0.012705533423353997,0.012705533423353996,-1.734723475976807e-18,0.00116374445141211,0.00116374445141211,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1035,3,4,3,0.012582972538349104,0.012582972538349104,0.0,0.0011412763217797408,0.0011412763217797408,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1035,4,3,4,0.012492266122533197,0.012492266122533194,-3.469446951953614e-18,0.001135279224602027,0.001135279224602027,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1036,1,1,1,0.012761076209285585,0.012761076209285585,0.0,0.0011626877164106343,0.0011626877164106343,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1036,2,2,2,0.012763786382463274,0.012763786382463274,0.0,0.0011611897292030681,0.0011611897292030681,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1036,3,4,3,0.012659385904810009,0.012659385904810007,-1.734723475976807e-18,0.001152262030855853,0.001152262030855853,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1036,4,3,4,0.012627752149049442,0.01262775214904944,-1.734723475976807e-18,0.0011453486768591495,0.0011453486768591495,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1037,1,1,1,0.012765040496567175,0.012765040496567175,0.0,0.0011607192796568066,0.0011607192796568066,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1037,2,2,2,0.012765756626839826,0.012765756626839826,0.0,0.0011611594854077827,0.0011611594854077827,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1037,3,4,3,0.012698987306469386,0.012698987306469386,0.0,0.0011554935907687354,0.0011554935907687354,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1037,4,3,4,0.012678473307713385,0.012678473307713385,0.0,0.00115221145116652,0.00115221145116652,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1038,1,1,1,0.012831506647410992,0.012831506647410992,0.0,0.0011819635193359482,0.0011819635193359482,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1038,2,2,2,0.013010422913937473,0.01301042291393747,-3.469446951953614e-18,0.0012033446074264267,0.0012033446074264267,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1038,3,4,3,0.01283986782361268,0.01283986782361268,0.0,0.0011704833097179084,0.0011704833097179084,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1038,4,3,4,0.012742232836667417,0.012742232836667417,0.0,0.0011614792024005683,0.0011614792024005683,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1039,1,1,1,0.013079950891178131,0.013079950891178131,0.0,0.0012030997187221226,0.0012030997187221226,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1039,2,2,2,0.013090988591020633,0.013090988591020633,0.0,0.0012027751525921031,0.0012027751525921031,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1039,3,4,3,0.012930957563742993,0.012930957563742993,0.0,0.001187192330144075,0.001187192330144075,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1039,4,3,4,0.012890436461824365,0.012890436461824365,0.0,0.0011882494212870761,0.0011882494212870761,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1040,1,1,1,0.013093744461494616,0.013093744461494616,0.0,0.0012026736514505157,0.0012026736514505157,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1040,2,2,2,0.01309023593980611,0.013090235939806114,3.469446951953614e-18,0.0012027199841668323,0.0012027199841668323,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1040,3,4,3,0.012985174803429223,0.012985174803429221,-1.734723475976807e-18,0.0011923208264334353,0.0011923208264334353,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1040,4,3,4,0.012956342625868278,0.012956342625868278,0.0,0.0011887647634082833,0.0011887647634082833,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1041,1,1,1,0.00029753040334425053,0.00029753040334425053,0.0,2.9804489320956626e-05,2.9804489320956626e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1041,2,2,2,0.0002992213040085,0.0002992213040085,0.0,3.0017954656007004e-05,3.0017954656007004e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1041,3,4,3,0.0002887789739626634,0.0002887789739626634,0.0,2.8851414539723585e-05,2.8851414539723585e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1041,4,3,4,0.00028934849248566155,0.00028934849248566155,0.0,2.8911553167497375e-05,2.8911553167497375e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1042,1,1,1,0.00029598739347406713,0.00029598739347406713,0.0,3.0117307601446698e-05,3.0117307601446698e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1042,2,2,2,0.00028546128492261505,0.00028546128492261505,0.0,3.0080246977037895e-05,3.0080246977037895e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1042,3,4,3,0.000285570394840225,0.000285570394840225,0.0,2.8908826359642716e-05,2.8908826359642716e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1042,4,3,4,0.00028776663574964277,0.00028776663574964277,0.0,2.8844861236639964e-05,2.8844861236639964e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1043,1,1,1,0.00026642441467618214,0.00026642441467618214,0.0,2.5454081060397548e-05,2.5454081060397548e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1043,2,2,2,0.00022494082649728318,0.00022494082649728318,0.0,2.115897890785876e-05,2.115897890785876e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1043,3,4,3,0.00020969056348891737,0.00020969056348891737,0.0,2.0172326128498118e-05,2.0172326128498118e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1043,4,3,4,0.00026464997432976964,0.00026464997432976964,0.0,2.898096782327478e-05,2.898096782327478e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1044,1,1,1,0.0002048638619382161,0.00020486386193821607,-2.710505431213761e-20,1.8355721188697953e-05,1.8355721188697953e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1044,2,2,2,0.00019149616287998406,0.00019149616287998403,-2.710505431213761e-20,1.5941886372312467e-05,1.5941886372312467e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1044,3,4,3,0.0001853085125321912,0.00018530851253219116,-2.710505431213761e-20,1.579733682481081e-05,1.579733682481081e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1044,4,3,4,0.0001884310828739515,0.00018843108287395143,-5.421010862427522e-20,1.573421568725991e-05,1.573421568725991e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1045,1,1,1,0.00018180375314838325,0.00018180375314838325,0.0,1.5750205799326846e-05,1.5750205799326846e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1045,2,2,2,0.000168691296372107,0.00016869129637210698,-2.710505431213761e-20,1.4785767465392268e-05,1.4785767465392268e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1045,3,4,3,0.00015957074444698192,0.00015957074444698192,0.0,1.3700945599875546e-05,1.3700945599875546e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1045,4,3,4,0.0001775754081573958,0.00017757540815739576,-2.710505431213761e-20,1.580937292229993e-05,1.580937292229993e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1046,1,1,1,0.00015213437249717832,0.00015213437249717832,0.0,1.2918641399810374e-05,1.2918641399810374e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1046,2,2,2,0.00012001247203009928,0.00012001247203009928,0.0,9.578172395177632e-06,9.578172395177632e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1046,3,4,3,0.00011508695882589705,0.00011508695882589705,0.0,9.12241070876562e-06,9.12241070876562e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1046,4,3,4,0.0001428270149123337,0.0001428270149123337,0.0,1.1947017029211763e-05,1.1947017029211763e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1047,1,1,1,0.00010401692112702149,0.00010401692112702149,0.0,7.914481340469101e-06,7.914481340469101e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1047,2,2,2,9.243816383183782e-05,9.243816383183782e-05,0.0,7.042841273859797e-06,7.042841273859797e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1047,3,4,3,9.10468112993909e-05,9.10468112993909e-05,0.0,7.010605646500687e-06,7.010605646500687e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1047,4,3,4,0.0001012124950838899,0.0001012124950838899,0.0,7.73885319155226e-06,7.73885319155226e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1048,1,1,1,8.455159173611631e-05,8.455159173611631e-05,0.0,7.038266189031707e-06,7.038266189031707e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1048,2,2,2,7.458383336823381e-05,7.458383336823381e-05,0.0,6.057073225283395e-06,6.057073225283395e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1048,3,4,3,7.416817199870374e-05,7.416817199870374e-05,0.0,6.05749503889378e-06,6.05749503889378e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1048,4,3,4,8.380030676886888e-05,8.380030676886888e-05,0.0,6.899444757487099e-06,6.899444757487099e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1049,1,1,1,6.428193668181604e-05,6.428193668181604e-05,0.0,4.9042861184246215e-06,4.9042861184246215e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1049,2,2,2,4.61043898880797e-05,4.61043898880797e-05,0.0,3.380122979578466e-06,3.380122979578466e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1049,3,4,3,4.816994778191837e-05,4.816994778191837e-05,0.0,3.264725556525667e-06,3.264725556525667e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1049,4,3,4,6.462104608211937e-05,6.462104608211937e-05,0.0,4.847059330370871e-06,4.847059330370871e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1050,1,1,1,3.919852027110526e-05,3.919852027110526e-05,0.0,2.562808134230468e-06,2.562808134230468e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1050,2,2,2,3.850888040082119e-05,3.850888040082119e-05,0.0,2.561679969267385e-06,2.561679969267385e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1050,3,4,3,3.8803494867292667e-05,3.8803494867292667e-05,0.0,2.553353701532407e-06,2.553353701532407e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1050,4,3,4,4.125215578335641e-05,4.125215578335641e-05,0.0,2.7071443435297513e-06,2.7071443435297513e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1051,1,1,1,3.7081110850365494e-05,3.7081110850365494e-05,0.0,2.471953085173397e-06,2.471953085173397e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1051,2,2,2,3.387001176730482e-05,3.387001176730482e-05,0.0,2.2282618301171025e-06,2.2282618301171025e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1051,3,4,3,3.3906380782187496e-05,3.3906380782187496e-05,0.0,2.2468687918547067e-06,2.2468687918547067e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1051,4,3,4,3.683520038794873e-05,3.683520038794873e-05,0.0,2.4953712649058943e-06,2.4953712649058943e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1052,1,1,1,3.153055906269692e-05,3.153055906269692e-05,0.0,1.960384922800066e-06,1.960384922800066e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1052,2,2,2,2.8350154494864406e-05,2.8350154494864403e-05,-3.3881317890172014e-21,1.6692560548401952e-06,1.6692560548401952e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1052,3,4,3,2.8312371538080727e-05,2.8312371538080723e-05,-3.3881317890172014e-21,1.6621941402892913e-06,1.6621941402892913e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1052,4,3,4,3.1622695674636695e-05,3.1622695674636695e-05,0.0,1.966228185662755e-06,1.966228185662755e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1053,1,1,1,2.705800392954813e-05,2.705800392954813e-05,0.0,1.5776630740954863e-06,1.5776630740954863e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1053,2,2,2,2.6708187501907734e-05,2.6708187501907734e-05,0.0,1.5405242011022535e-06,1.5405242011022535e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1053,3,4,3,2.775862464182641e-05,2.7758624641826403e-05,-6.776263578034403e-21,1.5883548957492577e-06,1.5883548957492577e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1053,4,3,4,2.7276996825342716e-05,2.7276996825342713e-05,-3.3881317890172014e-21,1.5693150757691653e-06,1.5693150757691653e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1054,1,1,1,3.0044289253983307e-05,3.0044289253983307e-05,0.0,1.788855968300073e-06,1.788855968300073e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1054,2,2,2,3.950850516751372e-05,3.950850516751372e-05,0.0,2.4258855126006746e-06,2.4258855126006746e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1054,3,4,3,4.098152982055444e-05,4.098152982055444e-05,0.0,2.4979293132594138e-06,2.4979293132594138e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1054,4,3,4,3.143074319053906e-05,3.143074319053906e-05,0.0,1.783270372041954e-06,1.783270372041954e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1055,1,1,1,4.7794501833596186e-05,4.7794501833596186e-05,0.0,3.0836613281080815e-06,3.0836613281080815e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1055,2,2,2,6.096804980314943e-05,6.096804980314943e-05,0.0,3.7975306798577882e-06,3.7975306798577882e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1055,3,4,3,5.911760722651531e-05,5.911760722651531e-05,0.0,3.994977070654939e-06,3.994977070654939e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1055,4,3,4,4.840020267994457e-05,4.840020267994457e-05,0.0,3.2388122927452208e-06,3.2388122927452208e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1056,1,1,1,6.600903976208072e-05,6.600903976208072e-05,0.0,4.44588100583078e-06,4.44588100583078e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1056,2,2,2,6.660773248077233e-05,6.660773248077233e-05,0.0,4.448556021165688e-06,4.448556021165688e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1056,3,4,3,6.573148919891635e-05,6.573148919891635e-05,0.0,4.331805288526163e-06,4.331805288526163e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1056,4,3,4,6.376151145306619e-05,6.376151145306619e-05,0.0,4.215383564324189e-06,4.215383564324189e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1057,1,1,1,7.175765083312512e-05,7.175765083312512e-05,0.0,4.546330994730028e-06,4.546330994730028e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1057,2,2,2,8.522879670789266e-05,8.522879670789266e-05,0.0,5.841590885940084e-06,5.841590885940084e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1057,3,4,3,8.873909295378802e-05,8.873909295378802e-05,0.0,5.999881569563583e-06,5.999881569563583e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1057,4,3,4,7.24242119909173e-05,7.24242119909173e-05,0.0,4.7253547701791675e-06,4.7253547701791675e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1058,1,1,1,0.000112846065912853,0.000112846065912853,0.0,6.685912083762504e-06,6.685912083762504e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1058,2,2,2,0.0001748267026723444,0.0001748267026723444,0.0,1.513233307578657e-05,1.513233307578657e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1058,3,4,3,0.00015808184571767836,0.00015808184571767836,0.0,1.327019023203055e-05,1.327019023203055e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1058,4,3,4,0.00011169098673643454,0.00011169098673643454,0.0,7.194145465970073e-06,7.194145465970073e-06,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1059,1,1,1,0.00020494414547445917,0.00020494414547445917,0.0,1.6250182531624942e-05,1.6250182531624942e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1059,2,2,2,0.00022524589264439493,0.00022524589264439493,0.0,1.8152576696331526e-05,1.8152576696331526e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1059,3,4,3,0.00020388975212631423,0.00020388975212631423,0.0,1.6275110619944546e-05,1.6275110619944546e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1059,4,3,4,0.00018278643044704318,0.00018278643044704318,0.0,1.4100805707020494e-05,1.4100805707020494e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1060,1,1,1,0.00023723697270282978,0.00023723697270282976,-2.710505431213761e-20,1.9115497515294708e-05,1.9115497515294708e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1060,2,2,2,0.0002496954654901641,0.0002496954654901641,0.0,1.9490916382555855e-05,1.9490916382555855e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1060,3,4,3,0.0002564646955804416,0.0002564646955804416,0.0,1.8352654419260037e-05,1.8352654419260037e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1060,4,3,4,0.00022363178376853446,0.00022363178376853446,0.0,1.77635761643895e-05,1.77635761643895e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1061,1,1,1,0.00026551724231483996,0.00026551724231483996,0.0,2.0400308522048032e-05,2.0400308522048032e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1061,2,2,2,0.0002962846476785359,0.0002962846476785359,0.0,2.322505712229514e-05,2.322505712229514e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1061,3,4,3,0.00032206732063646225,0.00032206732063646225,0.0,2.5579166202774803e-05,2.5579166202774803e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1061,4,3,4,0.00028284041819072686,0.00028284041819072686,0.0,2.1913091575806086e-05,2.1913091575806086e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1062,1,1,1,0.00034755720613522826,0.00034755720613522826,0.0,2.552732142990431e-05,2.552732142990431e-05,0.0,0.0,0.0
F0_ingested,INGEST_TRANSFERRED_STATE,1,1062,2,2,2,0.0004568690355092611,0.0004568690355092611,0.0,4.022306247920643e-05,4.022306247920643e-05,0.0,0.0,0.0
