node,x,y,F1_phase_residual,F1_phase_residual_abs
3791,-0.2,0.07499999999999996,-8.465626209981819e-10,8.465626209981819e-10
3792,-0.1875,0.07499999999999996,4.797758901496328e-10,4.797758901496328e-10
3793,-0.175,0.07499999999999996,-1.450658617089858e-09,1.450658617089858e-09
3794,-0.16249999999999998,0.07499999999999996,1.3789035484659869e-09,1.3789035484659869e-09
3795,-0.15000000000000002,0.07499999999999996,2.2245875282989833e-09,2.2245875282989833e-09
3796,-0.1375,0.07499999999999996,-5.234536660435008e-09,5.234536660435008e-09
3797,-0.125,0.07499999999999996,1.465754804062816e-08,1.465754804062816e-08
3798,-0.11249999999999999,0.07499999999999996,-2.5715882131131502e-08,2.5715882131131502e-08
3799,-0.09999999999999998,0.07499999999999996,2.5261092486406794e-08,2.5261092486406794e-08
3800,-0.08750000000000002,0.07499999999999996,-3.6076843381618496e-09,3.6076843381618496e-09
3801,-0.07500000000000001,0.07499999999999996,-3.497701585792444e-08,3.497701585792444e-08
3802,-0.0625,0.07499999999999996,9.835257450263725e-08,9.835257450263725e-08
3803,-0.04999999999999999,0.07499999999999996,-2.8775984233982417e-08,2.8775984233982417e-08
3804,-0.03749999999999998,0.07499999999999996,-5.3689331064070525e-09,5.3689331064070525e-09
3805,-0.025000000000000022,0.07499999999999996,-1.415032586289354e-08,1.415032586289354e-08
3806,-0.012500000000000011,0.07499999999999996,1.9420495564541183e-08,1.9420495564541183e-08
3807,0.0,0.07499999999999996,-2.1430767407957978e-09,2.1430767407957978e-09
3808,0.012499999999999956,0.07499999999999996,-1.5682677181959127e-08,1.5682677181959127e-08
3809,0.025000000000000022,0.07499999999999996,-4.505410247728018e-08,4.505410247728018e-08
3810,0.03749999999999998,0.07499999999999996,2.4092712094102777e-08,2.4092712094102777e-08
3811,0.050000000000000044,0.07499999999999996,-4.404646915453098e-08,4.404646915453098e-08
3812,0.0625,0.07499999999999996,1.940638226754816e-08,1.940638226754816e-08
3813,0.07499999999999996,0.07499999999999996,-1.893428242039074e-08,1.893428242039074e-08
3814,0.08750000000000002,0.07499999999999996,1.6672852807238786e-08,1.6672852807238786e-08
3815,0.09999999999999998,0.07499999999999996,-9.482637668564321e-09,9.482637668564321e-09
3816,0.11250000000000004,0.07499999999999996,1.0721543866611765e-08,1.0721543866611765e-08
3817,0.125,0.07499999999999996,7.504784754568009e-09,7.504784754568009e-09
3818,0.13749999999999996,0.07499999999999996,6.83447683325425e-09,6.83447683325425e-09
3819,0.15000000000000002,0.07499999999999996,4.593371894750294e-09,4.593371894750294e-09
3820,0.16249999999999998,0.07499999999999996,4.609313754496369e-09,4.609313754496369e-09
3821,0.17500000000000004,0.07499999999999996,8.04147285258445e-09,8.04147285258445e-09
3822,0.1875,0.07499999999999996,-1.5119492028904583e-09,1.5119492028904583e-09
3823,0.19999999999999996,0.07499999999999996,2.8578267052412137e-09,2.8578267052412137e-09
3824,0.21250000000000002,0.07499999999999996,-4.052316349575522e-09,4.052316349575522e-09
3825,0.22499999999999998,0.07499999999999996,-8.271874538661811e-10,8.271874538661811e-10
3826,0.23750000000000004,0.07499999999999996,-4.092271674695662e-09,4.092271674695662e-09
3827,0.25,0.07499999999999996,-2.694397553265726e-09,2.694397553265726e-09
3828,0.26249999999999996,0.07499999999999996,-5.589112636822978e-11,5.589112636822978e-11
3829,0.275,0.07499999999999996,1.2915821209105126e-10,1.2915821209105126e-10
3830,0.2875,0.07499999999999996,-1.1719476396819918e-09,1.1719476396819918e-09
3831,0.30000000000000004,0.07499999999999996,-4.225923372189348e-11,4.225923372189348e-11
3832,0.3125,0.07499999999999996,4.929753378605998e-10,4.929753378605998e-10
3833,0.32499999999999996,0.07499999999999996,3.5198289619025296e-11,3.5198289619025296e-11
3834,0.3375,0.07499999999999996,-2.798242317378322e-09,2.798242317378322e-09
3835,0.35,0.07499999999999996,2.486254324153276e-09,2.486254324153276e-09
3836,0.36250000000000004,0.07499999999999996,-1.9548504233087393e-09,1.9548504233087393e-09
3837,0.375,0.07499999999999996,-2.7333407944914815e-09,2.7333407944914815e-09
3838,0.38749999999999996,0.07499999999999996,4.1558758385020706e-10,4.1558758385020706e-10
3839,0.4,0.07499999999999996,4.125922293992268e-09,4.125922293992268e-09
3840,0.4125,0.07499999999999996,1.4293063977673502e-09,1.4293063977673502e-09
3841,0.42500000000000004,0.07499999999999996,-4.8242945109012035e-09,4.8242945109012035e-09
3842,0.4375,0.07499999999999996,4.508758630995254e-09,4.508758630995254e-09
3843,0.44999999999999996,0.07499999999999996,7.337010691369921e-10,7.337010691369921e-10
3844,0.4625,0.07499999999999996,-2.0321505202319837e-09,2.0321505202319837e-09
3845,0.475,0.07499999999999996,1.2779049411980317e-09,1.2779049411980317e-09
3846,0.48750000000000004,0.07499999999999996,-6.1310896337382744e-09,6.1310896337382744e-09
3847,0.5,0.07499999999999996,3.0674534895178273e-10,3.0674534895178273e-10
3848,-0.5,0.08750000000000002,1.1677284212139977e-10,1.1677284212139977e-10
3849,-0.4875,0.08750000000000002,3.7099647533251753e-10,3.7099647533251753e-10
3850,-0.475,0.08750000000000002,1.769268874066362e-11,1.769268874066362e-11
3851,-0.4625,0.08750000000000002,1.0312985140662343e-09,1.0312985140662343e-09
3852,-0.45,0.08750000000000002,4.958659375595022e-10,4.958659375595022e-10
3853,-0.4375,0.08750000000000002,-2.467385420490419e-10,2.467385420490419e-10
3854,-0.425,0.08750000000000002,9.690213359989584e-10,9.690213359989584e-10
3855,-0.4125,0.08750000000000002,5.606924378408108e-10,5.606924378408108e-10
3856,-0.4,0.08750000000000002,-3.5644614028637315e-10,3.5644614028637315e-10
3857,-0.3875,0.08750000000000002,7.212944319923441e-10,7.212944319923441e-10
3858,-0.375,0.08750000000000002,4.23890925376852e-10,4.23890925376852e-10
3859,-0.3625,0.08750000000000002,-3.933065580044501e-10,3.933065580044501e-10
3860,-0.35,0.08750000000000002,1.2783550997390796e-11,1.2783550997390796e-11
3861,-0.3375,0.08750000000000002,2.5797960366510065e-10,2.5797960366510065e-10
3862,-0.325,0.08750000000000002,-1.7575555489826583e-10,1.7575555489826583e-10
3863,-0.3125,0.08750000000000002,-5.223754020208463e-10,5.223754020208463e-10
3864,-0.3,0.08750000000000002,7.76472832592037e-10,7.76472832592037e-10
3865,-0.2875,0.08750000000000002,-2.8586171332469996e-10,2.8586171332469996e-10
3866,-0.275,0.08750000000000002,-4.674939203572557e-10,4.674939203572557e-10
3867,-0.2625,0.08750000000000002,-3.7341544660093054e-10,3.7341544660093054e-10
3868,-0.25,0.08750000000000002,6.140000268542496e-10,6.140000268542496e-10
3869,-0.2375,0.08750000000000002,6.589337441114615e-10,6.589337441114615e-10
3870,-0.22499999999999998,0.08750000000000002,2.1580640430609716e-09,2.1580640430609716e-09
3871,-0.21250000000000002,0.08750000000000002,1.2872081650983974e-09,1.2872081650983974e-09
3872,-0.2,0.08750000000000002,3.1304363836017954e-11,3.1304363836017954e-11
3873,-0.1875,0.08750000000000002,2.6953433848197313e-09,2.6953433848197313e-09
3874,-0.175,0.08750000000000002,-1.4296776032210298e-09,1.4296776032210298e-09
3875,-0.16249999999999998,0.08750000000000002,5.911886315196523e-09,5.911886315196523e-09
3876,-0.15000000000000002,0.08750000000000002,1.8107125130610677e-09,1.8107125130610677e-09
3877,-0.1375,0.08750000000000002,-1.9453769896084505e-08,1.9453769896084505e-08
3878,-0.125,0.08750000000000002,1.5764952101916556e-08,1.5764952101916556e-08
3879,-0.11249999999999999,0.08750000000000002,-4.284127381496315e-08,4.284127381496315e-08
3880,-0.09999999999999998,0.08750000000000002,6.484503348331843e-08,6.484503348331843e-08
3881,-0.08750000000000002,0.08750000000000002,-4.718181864389643e-08,4.718181864389643e-08
3882,-0.07500000000000001,0.08750000000000002,3.250817021430336e-08,3.250817021430336e-08
3883,-0.0625,0.08750000000000002,-4.046173246702075e-08,4.046173246702075e-08
3884,-0.04999999999999999,0.08750000000000002,-8.818518582202776e-08,8.818518582202776e-08
3885,-0.03749999999999998,0.08750000000000002,5.979785628756927e-08,5.979785628756927e-08
3886,-0.025000000000000022,0.08750000000000002,7.677839140309503e-09,7.677839140309503e-09
3887,-0.012500000000000011,0.08750000000000002,-9.070975603835189e-08,9.070975603835189e-08
3888,0.0,0.08750000000000002,4.584308671581337e-08,4.584308671581337e-08
3889,0.012499999999999956,0.08750000000000002,-3.362496132775542e-08,3.362496132775542e-08
3890,0.025000000000000022,0.08750000000000002,3.121127749773817e-08,3.121127749773817e-08
3891,0.03749999999999998,0.08750000000000002,4.072143113245818e-09,4.072143113245818e-09
3892,0.050000000000000044,0.08750000000000002,-2.974338523190226e-08,2.974338523190226e-08
3893,0.0625,0.08750000000000002,-6.833238202708636e-09,6.833238202708636e-09
3894,0.07499999999999996,0.08750000000000002,8.116566954980432e-09,8.116566954980432e-09
3895,0.08750000000000002,0.08750000000000002,2.5430067065583227e-09,2.5430067065583227e-09
3896,0.09999999999999998,0.08750000000000002,2.1872045631561983e-09,2.1872045631561983e-09
3897,0.11250000000000004,0.08750000000000002,4.469960157439182e-09,4.469960157439182e-09
3898,0.125,0.08750000000000002,-1.0290910635681654e-08,1.0290910635681654e-08
3899,0.13749999999999996,0.08750000000000002,-1.508829404837255e-08,1.508829404837255e-08
3900,0.15000000000000002,0.08750000000000002,-8.619316139676412e-09,8.619316139676412e-09
3901,0.16249999999999998,0.08750000000000002,-6.204625419056381e-09,6.204625419056381e-09
3902,0.17500000000000004,0.08750000000000002,-5.101345271352255e-09,5.101345271352255e-09
3903,0.1875,0.08750000000000002,4.683244970446866e-09,4.683244970446866e-09
3904,0.19999999999999996,0.08750000000000002,-6.090725179721236e-10,6.090725179721236e-10
3905,0.21250000000000002,0.08750000000000002,-5.634939864996001e-09,5.634939864996001e-09
3906,0.22499999999999998,0.08750000000000002,3.6331675465829444e-10,3.6331675465829444e-10
3907,0.23750000000000004,0.08750000000000002,5.04433141923282e-09,5.04433141923282e-09
3908,0.25,0.08750000000000002,1.118451794639539e-09,1.118451794639539e-09
3909,0.26249999999999996,0.08750000000000002,3.1140358334468463e-09,3.1140358334468463e-09
3910,0.275,0.08750000000000002,-1.1420301044513187e-09,1.1420301044513187e-09
3911,0.2875,0.08750000000000002,-2.6638692788988513e-09,2.6638692788988513e-09
3912,0.30000000000000004,0.08750000000000002,2.3996308798380427e-09,2.3996308798380427e-09
3913,0.3125,0.08750000000000002,-1.4138303300965951e-09,1.4138303300965951e-09
3914,0.32499999999999996,0.08750000000000002,9.582888843669718e-11,9.582888843669718e-11
3915,0.3375,0.08750000000000002,2.18155188212624e-09,2.18155188212624e-09
3916,0.35,0.08750000000000002,4.120518192256199e-09,4.120518192256199e-09
3917,0.36250000000000004,0.08750000000000002,7.952293914080093e-10,7.952293914080093e-10
3918,0.375,0.08750000000000002,2.343749360675729e-09,2.343749360675729e-09
3919,0.38749999999999996,0.08750000000000002,-4.346909207861184e-09,4.346909207861184e-09
3920,0.4,0.08750000000000002,2.0525919636466885e-09,2.0525919636466885e-09
3921,0.4125,0.08750000000000002,1.7966048678479816e-09,1.7966048678479816e-09
3922,0.42500000000000004,0.08750000000000002,8.259697523146107e-09,8.259697523146107e-09
3923,0.4375,0.08750000000000002,5.355413439035579e-09,5.355413439035579e-09
3924,0.44999999999999996,0.08750000000000002,-3.1633094242441738e-09,3.1633094242441738e-09
3925,0.4625,0.08750000000000002,5.489400197636006e-09,5.489400197636006e-09
3926,0.475,0.08750000000000002,5.395581017455011e-09,5.395581017455011e-09
3927,0.48750000000000004,0.08750000000000002,7.429831466105355e-09,7.429831466105355e-09
3928,0.5,0.08750000000000002,3.0388547697260986e-09,3.0388547697260986e-09
3929,-0.5,0.09999999999999998,-8.266227059484898e-12,8.266227059484898e-12
3930,-0.4875,0.09999999999999998,2.7886239164603323e-10,2.7886239164603323e-10
3931,-0.475,0.09999999999999998,7.300433193532404e-11,7.300433193532404e-11
3932,-0.4625,0.09999999999999998,2.822068830451971e-10,2.822068830451971e-10
3933,-0.45,0.09999999999999998,4.1524390355242207e-10,4.1524390355242207e-10
3934,-0.4375,0.09999999999999998,-1.703764827020328e-10,1.703764827020328e-10
3935,-0.425,0.09999999999999998,9.912787203090765e-11,9.912787203090765e-11
3936,-0.4125,0.09999999999999998,4.002881757357355e-10,4.002881757357355e-10
3937,-0.4,0.09999999999999998,-2.5696051029370625e-10,2.5696051029370625e-10
3938,-0.3875,0.09999999999999998,-7.180228497474135e-11,7.180228497474135e-11
3939,-0.375,0.09999999999999998,2.043202867426019e-10,2.043202867426019e-10
3940,-0.3625,0.09999999999999998,-2.4380311788614234e-10,2.4380311788614234e-10
3941,-0.35,0.09999999999999998,-2.36478608551051e-10,2.36478608551051e-10
3942,-0.3375,0.09999999999999998,-2.348135060105803e-10,2.348135060105803e-10
3943,-0.325,0.09999999999999998,-1.0174050431321738e-10,1.0174050431321738e-10
3944,-0.3125,0.09999999999999998,-5.883380015927327e-10,5.883380015927327e-10
3945,-0.3,0.09999999999999998,-9.47576365733391e-10,9.47576365733391e-10
3946,-0.2875,0.09999999999999998,-4.238043218036458e-10,4.238043218036458e-10
3947,-0.275,0.09999999999999998,2.3042370230129676e-10,2.3042370230129676e-10
3948,-0.2625,0.09999999999999998,1.4319192328218336e-10,1.4319192328218336e-10
3949,-0.25,0.09999999999999998,2.118563145313691e-10,2.118563145313691e-10
3950,-0.2375,0.09999999999999998,-2.054619481505385e-10,2.054619481505385e-10
3951,-0.22499999999999998,0.09999999999999998,-1.2748775393248153e-09,1.2748775393248153e-09
3952,-0.21250000000000002,0.09999999999999998,-2.5700761231672205e-10,2.5700761231672205e-10
3953,-0.2,0.09999999999999998,-1.2173082930169606e-09,1.2173082930169606e-09
3954,-0.1875,0.09999999999999998,1.4257388165219237e-09,1.4257388165219237e-09
3955,-0.175,0.09999999999999998,-4.344824659863454e-09,4.344824659863454e-09
3956,-0.16249999999999998,0.09999999999999998,3.4360337106012155e-09,3.4360337106012155e-09
3957,-0.15000000000000002,0.09999999999999998,-2.115827820769999e-09,2.115827820769999e-09
3958,-0.1375,0.09999999999999998,5.44377388592186e-09,5.44377388592186e-09
3959,-0.125,0.09999999999999998,1.0750139692202218e-08,1.0750139692202218e-08
3960,-0.11249999999999999,0.09999999999999998,-9.227627298227678e-09,9.227627298227678e-09
3961,-0.09999999999999998,0.09999999999999998,1.969133876335561e-08,1.969133876335561e-08
3962,-0.08750000000000002,0.09999999999999998,-7.605701516316529e-08,7.605701516316529e-08
3963,-0.07500000000000001,0.09999999999999998,9.537495381464743e-08,9.537495381464743e-08
3964,-0.0625,0.09999999999999998,-6.753479218014776e-08,6.753479218014776e-08
3965,-0.04999999999999999,0.09999999999999998,1.0230266540491852e-07,1.0230266540491852e-07
3966,-0.03749999999999998,0.09999999999999998,-7.199537795141118e-08,7.199537795141118e-08
3967,-0.025000000000000022,0.09999999999999998,4.310885892845774e-08,4.310885892845774e-08
3968,-0.012500000000000011,0.09999999999999998,1.07061277458848e-07,1.07061277458848e-07
3969,0.0,0.09999999999999998,6.786403710148571e-09,6.786403710148571e-09
3970,0.012499999999999956,0.09999999999999998,-5.293048439425882e-09,5.293048439425882e-09
3971,0.025000000000000022,0.09999999999999998,7.040519922305262e-09,7.040519922305262e-09
3972,0.03749999999999998,0.09999999999999998,-7.501218733633892e-09,7.501218733633892e-09
3973,0.050000000000000044,0.09999999999999998,1.7420152988597857e-08,1.7420152988597857e-08
3974,0.0625,0.09999999999999998,3.181600554747183e-08,3.181600554747183e-08
3975,0.07499999999999996,0.09999999999999998,2.0091476362452033e-08,2.0091476362452033e-08
3976,0.08750000000000002,0.09999999999999998,2.934586349766351e-08,2.934586349766351e-08
3977,0.09999999999999998,0.09999999999999998,-1.5501942346778383e-09,1.5501942346778383e-09
3978,0.11250000000000004,0.09999999999999998,3.3687001310885165e-09,3.3687001310885165e-09
3979,0.125,0.09999999999999998,-5.9278699972696754e-09,5.9278699972696754e-09
3980,0.13749999999999996,0.09999999999999998,1.0796913085360451e-08,1.0796913085360451e-08
3981,0.15000000000000002,0.09999999999999998,8.210637548075244e-09,8.210637548075244e-09
3982,0.16249999999999998,0.09999999999999998,2.981095139324955e-09,2.981095139324955e-09
3983,0.17500000000000004,0.09999999999999998,-3.681304864550132e-09,3.681304864550132e-09
3984,0.1875,0.09999999999999998,-5.3009089521311354e-09,5.3009089521311354e-09
3985,0.19999999999999996,0.09999999999999998,7.482395470927785e-09,7.482395470927785e-09
3986,0.21250000000000002,0.09999999999999998,3.918471355686671e-09,3.918471355686671e-09
3987,0.22499999999999998,0.09999999999999998,-1.4459376325732665e-09,1.4459376325732665e-09
3988,0.23750000000000004,0.09999999999999998,3.473867334978014e-09,3.473867334978014e-09
3989,0.25,0.09999999999999998,1.293755767195764e-09,1.293755767195764e-09
3990,0.26249999999999996,0.09999999999999998,-1.4464326052842346e-09,1.4464326052842346e-09
3991,0.275,0.09999999999999998,1.2399309003186856e-09,1.2399309003186856e-09
3992,0.2875,0.09999999999999998,4.866449615997901e-09,4.866449615997901e-09
3993,0.30000000000000004,0.09999999999999998,4.2118364586522016e-10,4.2118364586522016e-10
3994,0.3125,0.09999999999999998,-6.676329729350656e-10,6.676329729350656e-10
3995,0.32499999999999996,0.09999999999999998,3.143536307229702e-10,3.143536307229702e-10
3996,0.3375,0.09999999999999998,7.781634407018877e-10,7.781634407018877e-10
3997,0.35,0.09999999999999998,1.6864606121669775e-09,1.6864606121669775e-09
3998,0.36250000000000004,0.09999999999999998,-1.9552669151589e-09,1.9552669151589e-09
3999,0.375,0.09999999999999998,-3.843750393738541e-09,3.843750393738541e-09
4000,0.38749999999999996,0.09999999999999998,-6.031467095078421e-10,6.031467095078421e-10
4001,0.4,0.09999999999999998,7.639216745217182e-09,7.639216745217182e-09
4002,0.4125,0.09999999999999998,-1.1753534088870595e-09,1.1753534088870595e-09
4003,0.42500000000000004,0.09999999999999998,-1.0838233871603848e-08,1.0838233871603848e-08
4004,0.4375,0.09999999999999998,-4.338000537884548e-09,4.338000537884548e-09
4005,0.44999999999999996,0.09999999999999998,1.2214424535677409e-09,1.2214424535677409e-09
4006,0.4625,0.09999999999999998,-9.184046052256377e-10,9.184046052256377e-10
4007,0.475,0.09999999999999998,9.222715233996423e-09,9.222715233996423e-09
4008,0.48750000000000004,0.09999999999999998,-3.307891510099954e-09,3.307891510099954e-09
4009,0.5,0.09999999999999998,2.59376011928577e-09,2.59376011928577e-09
4010,-0.5,0.11250000000000004,1.7508412231949812e-10,1.7508412231949812e-10
4011,-0.4875,0.11250000000000004,-1.7988806806720013e-10,1.7988806806720013e-10
4012,-0.475,0.11250000000000004,-8.047137331672457e-10,8.047137331672457e-10
4013,-0.4625,0.11250000000000004,-6.273472567076203e-10,6.273472567076203e-10
4014,-0.45,0.11250000000000004,-6.230546314967424e-10,6.230546314967424e-10
4015,-0.4375,0.11250000000000004,-7.848214733989163e-10,7.848214733989163e-10
4016,-0.425,0.11250000000000004,-6.01193358034468e-10,6.01193358034468e-10
4017,-0.4125,0.11250000000000004,-4.767030969702063e-10,4.767030969702063e-10
4018,-0.4,0.11250000000000004,-6.58229183000275e-10,6.58229183000275e-10
4019,-0.3875,0.11250000000000004,-4.931528387817821e-10,4.931528387817821e-10
4020,-0.375,0.11250000000000004,4.955650359748357e-11,4.955650359748357e-11
4021,-0.3625,0.11250000000000004,-4.839300787959633e-10,4.839300787959633e-10
4022,-0.35,0.11250000000000004,-2.0445682359933934e-10,2.0445682359933934e-10
4023,-0.3375,0.11250000000000004,-1.5623641711098204e-11,1.5623641711098204e-11
4024,-0.325,0.11250000000000004,8.368357091809976e-11,8.368357091809976e-11
4025,-0.3125,0.11250000000000004,-1.6220039531934793e-10,1.6220039531934793e-10
4026,-0.3,0.11250000000000004,-3.333154481677892e-10,3.333154481677892e-10
4027,-0.2875,0.11250000000000004,4.67650321751268e-10,4.67650321751268e-10
4028,-0.275,0.11250000000000004,3.128485831432718e-10,3.128485831432718e-10
4029,-0.2625,0.11250000000000004,-1.60784050885181e-10,1.60784050885181e-10
4030,-0.25,0.11250000000000004,-7.006064721810754e-10,7.006064721810754e-10
4031,-0.2375,0.11250000000000004,-2.6761353397246347e-10,2.6761353397246347e-10
4032,-0.22499999999999998,0.11250000000000004,-3.821019034160868e-11,3.821019034160868e-11
4033,-0.21250000000000002,0.11250000000000004,7.118243369377679e-10,7.118243369377679e-10
4034,-0.2,0.11250000000000004,-1.5511595271640295e-09,1.5511595271640295e-09
4035,-0.1875,0.11250000000000004,4.0669338637636705e-09,4.0669338637636705e-09
4036,-0.175,0.11250000000000004,-5.325970802908323e-09,5.325970802908323e-09
4037,-0.16249999999999998,0.11250000000000004,1.2861471191419035e-08,1.2861471191419035e-08
4038,-0.15000000000000002,0.11250000000000004,-8.32302189595778e-09,8.32302189595778e-09
4039,-0.1375,0.11250000000000004,-3.4111979911582434e-09,3.4111979911582434e-09
4040,-0.125,0.11250000000000004,-6.530331783801849e-09,6.530331783801849e-09
4041,-0.11249999999999999,0.11250000000000004,-2.1404602299867265e-09,2.1404602299867265e-09
4042,-0.09999999999999998,0.11250000000000004,1.4698609526340158e-08,1.4698609526340158e-08
4043,-0.08750000000000002,0.11250000000000004,-2.388561654959246e-08,2.388561654959246e-08
4044,-0.07500000000000001,0.11250000000000004,2.3739287634646014e-08,2.3739287634646014e-08
4045,-0.0625,0.11250000000000004,-6.017348993431747e-08,6.017348993431747e-08
4046,-0.04999999999999999,0.11250000000000004,4.552489383530272e-08,4.552489383530272e-08
4047,-0.03749999999999998,0.11250000000000004,-1.454703237993197e-07,1.454703237993197e-07
4048,-0.025000000000000022,0.11250000000000004,2.6718817406065167e-08,2.6718817406065167e-08
4049,-0.012500000000000011,0.11250000000000004,3.961657570281024e-08,3.961657570281024e-08
4050,0.0,0.11250000000000004,-5.539158699734777e-08,5.539158699734777e-08
4051,0.012499999999999956,0.11250000000000004,-2.0515362835923202e-08,2.0515362835923202e-08
4052,0.025000000000000022,0.11250000000000004,3.6720340502520012e-09,3.6720340502520012e-09
4053,0.03749999999999998,0.11250000000000004,3.4271801012543675e-09,3.4271801012543675e-09
4054,0.050000000000000044,0.11250000000000004,-9.551458448810344e-09,9.551458448810344e-09
4055,0.0625,0.11250000000000004,-1.765148162601719e-08,1.765148162601719e-08
4056,0.07499999999999996,0.11250000000000004,-1.95462321700468e-08,1.95462321700468e-08
4057,0.08750000000000002,0.11250000000000004,-2.6455778802828744e-08,2.6455778802828744e-08
4058,0.09999999999999998,0.11250000000000004,-1.0901641482338614e-08,1.0901641482338614e-08
4059,0.11250000000000004,0.11250000000000004,-3.862646857951851e-09,3.862646857951851e-09
4060,0.125,0.11250000000000004,4.288724862461125e-09,4.288724862461125e-09
4061,0.13749999999999996,0.11250000000000004,5.8143488018524796e-09,5.8143488018524796e-09
4062,0.15000000000000002,0.11250000000000004,-5.657327819387708e-09,5.657327819387708e-09
4063,0.16249999999999998,0.11250000000000004,-8.684982463722961e-09,8.684982463722961e-09
4064,0.17500000000000004,0.11250000000000004,-5.120176744194237e-09,5.120176744194237e-09
4065,0.1875,0.11250000000000004,5.111057273814873e-09,5.111057273814873e-09
4066,0.19999999999999996,0.11250000000000004,1.7674938120018812e-09,1.7674938120018812e-09
4067,0.21250000000000002,0.11250000000000004,-1.836112201565728e-09,1.836112201565728e-09
4068,0.22499999999999998,0.11250000000000004,-7.18027023552219e-09,7.18027023552219e-09
4069,0.23750000000000004,0.11250000000000004,4.768926909573633e-10,4.768926909573633e-10
4070,0.25,0.11250000000000004,-1.928849964454817e-09,1.928849964454817e-09
4071,0.26249999999999996,0.11250000000000004,1.1220320086314464e-10,1.1220320086314464e-10
4072,0.275,0.11250000000000004,4.835890836305346e-09,4.835890836305346e-09
4073,0.2875,0.11250000000000004,3.747773575844987e-09,3.747773575844987e-09
4074,0.30000000000000004,0.11250000000000004,-4.2428609568552755e-10,4.2428609568552755e-10
4075,0.3125,0.11250000000000004,-1.7484854519626215e-09,1.7484854519626215e-09
4076,0.32499999999999996,0.11250000000000004,-2.9341929321203226e-09,2.9341929321203226e-09
4077,0.3375,0.11250000000000004,-1.0172921456186439e-09,1.0172921456186439e-09
4078,0.35,0.11250000000000004,-2.6514575931470422e-09,2.6514575931470422e-09
4079,0.36250000000000004,0.11250000000000004,1.9835391609820064e-09,1.9835391609820064e-09
4080,0.375,0.11250000000000004,-5.192158184899812e-10,5.192158184899812e-10
4081,0.38749999999999996,0.11250000000000004,1.2349577941186232e-09,1.2349577941186232e-09
4082,0.4,0.11250000000000004,-4.231262548571634e-09,4.231262548571634e-09
4083,0.4125,0.11250000000000004,-1.214773946975882e-09,1.214773946975882e-09
4084,0.42500000000000004,0.11250000000000004,4.565972654887345e-09,4.565972654887345e-09
4085,0.4375,0.11250000000000004,1.4897410092505184e-08,1.4897410092505184e-08
4086,0.44999999999999996,0.11250000000000004,2.1927061514009122e-09,2.1927061514009122e-09
4087,0.4625,0.11250000000000004,-1.6845593608037817e-08,1.6845593608037817e-08
4088,0.475,0.11250000000000004,-1.6462301952951488e-08,1.6462301952951488e-08
4089,0.48750000000000004,0.11250000000000004,-1.604672714947159e-08,1.604672714947159e-08
4090,0.5,0.11250000000000004,3.522725315220921e-10,3.522725315220921e-10
4091,-0.5,0.125,1.1521306053535051e-10,1.1521306053535051e-10
4092,-0.4875,0.125,2.2977972689614596e-10,2.2977972689614596e-10
4093,-0.475,0.125,-1.79022733988139e-10,1.79022733988139e-10
4094,-0.4625,0.125,1.698959134341605e-09,1.698959134341605e-09
4095,-0.45,0.125,1.709596233230106e-10,1.709596233230106e-10
4096,-0.4375,0.125,-4.02103922546851e-10,4.02103922546851e-10
4097,-0.425,0.125,1.0255535442974923e-09,1.0255535442974923e-09
4098,-0.4125,0.125,1.8089121664199942e-10,1.8089121664199942e-10
4099,-0.4,0.125,-4.88438243153096e-10,4.88438243153096e-10
4100,-0.3875,0.125,4.1017733692681156e-10,4.1017733692681156e-10
4101,-0.375,0.125,8.154924227176246e-11,8.154924227176246e-11
4102,-0.3625,0.125,-2.9137690596330507e-10,2.9137690596330507e-10
4103,-0.35,0.125,3.589008210800126e-11,3.589008210800126e-11
4104,-0.3375,0.125,5.388668622829295e-11,5.388668622829295e-11
4105,-0.325,0.125,7.689443529774352e-11,7.689443529774352e-11
4106,-0.3125,0.125,-1.5406602544489596e-10,1.5406602544489596e-10
4107,-0.3,0.125,1.4144207506582902e-11,1.4144207506582902e-11
4108,-0.2875,0.125,3.3469157791925443e-10,3.3469157791925443e-10
4109,-0.275,0.125,-1.1962901589769464e-09,1.1962901589769464e-09
4110,-0.2625,0.125,-2.0302716391384416e-10,2.0302716391384416e-10
4111,-0.25,0.125,2.729221275710301e-10,2.729221275710301e-10
4112,-0.2375,0.125,2.4980354728236034e-10,2.4980354728236034e-10
4113,-0.22499999999999998,0.125,1.441196439024979e-10,1.441196439024979e-10
4114,-0.21250000000000002,0.125,1.7314590789124901e-09,1.7314590789124901e-09
4115,-0.2,0.125,-7.888291130243831e-10,7.888291130243831e-10
4116,-0.1875,0.125,3.6765832778709023e-09,3.6765832778709023e-09
4117,-0.175,0.125,-4.845749413567655e-09,4.845749413567655e-09
4118,-0.16249999999999998,0.125,7.635171206930963e-09,7.635171206930963e-09
4119,-0.15000000000000002,0.125,-8.175463042605684e-09,8.175463042605684e-09
4120,-0.1375,0.125,1.539597656562046e-08,1.539597656562046e-08
4121,-0.125,0.125,-1.1921207582979819e-08,1.1921207582979819e-08
4122,-0.11249999999999999,0.125,1.0974240605909822e-08,1.0974240605909822e-08
4123,-0.09999999999999998,0.125,-1.194616135672441e-08,1.194616135672441e-08
4124,-0.08750000000000002,0.125,1.8701244067384904e-08,1.8701244067384904e-08
