node,x,y,F1_phase_residual,F1_phase_residual_abs
1750,0.09999999999999998,-0.2375,-3.910619429087485e-09,3.910619429087485e-09
1751,0.11250000000000004,-0.2375,2.1556578670184495e-08,2.1556578670184495e-08
1752,0.125,-0.2375,-1.823989740908861e-09,1.823989740908861e-09
1753,0.13749999999999996,-0.2375,2.1422852848843862e-08,2.1422852848843862e-08
1754,0.15000000000000002,-0.2375,1.4450545740765609e-09,1.4450545740765609e-09
1755,0.16249999999999998,-0.2375,-4.03897106289933e-09,4.03897106289933e-09
1756,0.17500000000000004,-0.2375,2.4516695775224723e-09,2.4516695775224723e-09
1757,0.1875,-0.2375,-2.9792821512264085e-09,2.9792821512264085e-09
1758,0.19999999999999996,-0.2375,1.6099847971704032e-09,1.6099847971704032e-09
1759,0.21250000000000002,-0.2375,1.8652602259937437e-09,1.8652602259937437e-09
1760,0.22499999999999998,-0.2375,3.94311377554222e-10,3.94311377554222e-10
1761,0.23750000000000004,-0.2375,2.0635733135628925e-09,2.0635733135628925e-09
1762,0.25,-0.2375,-8.609637098309135e-10,8.609637098309135e-10
1763,0.26249999999999996,-0.2375,3.544920917310565e-09,3.544920917310565e-09
1764,0.275,-0.2375,-3.07584419149322e-09,3.07584419149322e-09
1765,0.2875,-0.2375,2.9397584073823348e-09,2.9397584073823348e-09
1766,0.30000000000000004,-0.2375,-2.9652890933890724e-09,2.9652890933890724e-09
1767,0.3125,-0.2375,-4.4715972320736215e-10,4.4715972320736215e-10
1768,0.32499999999999996,-0.2375,6.250313463333903e-09,6.250313463333903e-09
1769,0.3375,-0.2375,-3.0209078241304076e-09,3.0209078241304076e-09
1770,0.35,-0.2375,-6.55024279779507e-09,6.55024279779507e-09
1771,0.36250000000000004,-0.2375,-2.0503810119039537e-10,2.0503810119039537e-10
1772,0.375,-0.2375,-5.234733419163627e-09,5.234733419163627e-09
1773,0.38749999999999996,-0.2375,-1.9920473070310963e-09,1.9920473070310963e-09
1774,0.4,-0.2375,-3.6084880181701736e-09,3.6084880181701736e-09
1775,0.4125,-0.2375,-1.9203996331406736e-09,1.9203996331406736e-09
1776,0.42500000000000004,-0.2375,6.225175143091222e-09,6.225175143091222e-09
1777,0.4375,-0.2375,1.2371093471654046e-08,1.2371093471654046e-08
1778,0.44999999999999996,-0.2375,1.0968932628459949e-08,1.0968932628459949e-08
1779,0.4625,-0.2375,2.3505399947804453e-08,2.3505399947804453e-08
1780,0.475,-0.2375,9.92092002345097e-09,9.92092002345097e-09
1781,0.48750000000000004,-0.2375,1.2509144229055986e-08,1.2509144229055986e-08
1782,0.5,-0.2375,6.642956616741025e-10,6.642956616741025e-10
1783,-0.5,-0.22499999999999998,-2.7393615240043854e-10,2.7393615240043854e-10
1784,-0.4875,-0.22499999999999998,5.545454300204057e-10,5.545454300204057e-10
1785,-0.475,-0.22499999999999998,1.0683200259532358e-09,1.0683200259532358e-09
1786,-0.4625,-0.22499999999999998,3.6419121159807693e-11,3.6419121159807693e-11
1787,-0.45,-0.22499999999999998,7.337424558885509e-10,7.337424558885509e-10
1788,-0.4375,-0.22499999999999998,1.1529769666771886e-09,1.1529769666771886e-09
1789,-0.425,-0.22499999999999998,-9.597877436140655e-10,9.597877436140655e-10
1790,-0.4125,-0.22499999999999998,-2.6592672789702196e-10,2.6592672789702196e-10
1791,-0.4,-0.22499999999999998,7.8369985456262e-11,7.8369985456262e-11
1792,-0.3875,-0.22499999999999998,2.101596270923148e-10,2.101596270923148e-10
1793,-0.375,-0.22499999999999998,-2.18779050003709e-10,2.18779050003709e-10
1794,-0.3625,-0.22499999999999998,-3.96928688084748e-10,3.96928688084748e-10
1795,-0.35,-0.22499999999999998,4.3426416526670113e-10,4.3426416526670113e-10
1796,-0.3375,-0.22499999999999998,3.587442616343843e-10,3.587442616343843e-10
1797,-0.325,-0.22499999999999998,-4.8420025933693107e-11,4.8420025933693107e-11
1798,-0.3125,-0.22499999999999998,-9.891607294716864e-11,9.891607294716864e-11
1799,-0.3,-0.22499999999999998,3.399301743458907e-11,3.399301743458907e-11
1800,-0.2875,-0.22499999999999998,4.536402110158964e-10,4.536402110158964e-10
1801,-0.275,-0.22499999999999998,-1.5494347518529565e-11,1.5494347518529565e-11
1802,-0.2625,-0.22499999999999998,-2.8851985368060113e-09,2.8851985368060113e-09
1803,-0.25,-0.22499999999999998,1.0045753688785661e-09,1.0045753688785661e-09
1804,-0.2375,-0.22499999999999998,2.514212749225335e-09,2.514212749225335e-09
1805,-0.22499999999999998,-0.22499999999999998,-5.877641579308259e-10,5.877641579308259e-10
1806,-0.21250000000000002,-0.22499999999999998,-9.102681714932799e-09,9.102681714932799e-09
1807,-0.2,-0.22499999999999998,-3.254926501310312e-09,3.254926501310312e-09
1808,-0.1875,-0.22499999999999998,1.1301879741199652e-08,1.1301879741199652e-08
1809,-0.175,-0.22499999999999998,-1.0994067106777511e-09,1.0994067106777511e-09
1810,-0.16249999999999998,-0.22499999999999998,-1.5864489226231326e-08,1.5864489226231326e-08
1811,-0.15000000000000002,-0.22499999999999998,-2.1444602469352705e-08,2.1444602469352705e-08
1812,-0.1375,-0.22499999999999998,2.0298324050478278e-08,2.0298324050478278e-08
1813,-0.125,-0.22499999999999998,1.1781595799199437e-08,1.1781595799199437e-08
1814,-0.11249999999999999,-0.22499999999999998,-1.1568626732811599e-08,1.1568626732811599e-08
1815,-0.09999999999999998,-0.22499999999999998,-2.3051869091292243e-08,2.3051869091292243e-08
1816,-0.08750000000000002,-0.22499999999999998,4.263650520688105e-08,4.263650520688105e-08
1817,-0.07500000000000001,-0.22499999999999998,-2.36818607157783e-08,2.36818607157783e-08
1818,-0.0625,-0.22499999999999998,8.235390268752979e-09,8.235390268752979e-09
1819,-0.04999999999999999,-0.22499999999999998,2.9233119194004806e-08,2.9233119194004806e-08
1820,-0.03749999999999998,-0.22499999999999998,1.6516265530086932e-08,1.6516265530086932e-08
1821,-0.025000000000000022,-0.22499999999999998,4.070594326486592e-08,4.070594326486592e-08
1822,-0.012500000000000011,-0.22499999999999998,-2.8105070119459298e-08,2.8105070119459298e-08
1823,0.0,-0.22499999999999998,2.9770157404675362e-08,2.9770157404675362e-08
1824,0.012499999999999956,-0.22499999999999998,-2.9545042277742065e-08,2.9545042277742065e-08
1825,0.025000000000000022,-0.22499999999999998,3.6870422915562274e-08,3.6870422915562274e-08
1826,0.03749999999999998,-0.22499999999999998,-2.5729635341313884e-08,2.5729635341313884e-08
1827,0.050000000000000044,-0.22499999999999998,4.125077177919243e-08,4.125077177919243e-08
1828,0.0625,-0.22499999999999998,-5.470299092862367e-09,5.470299092862367e-09
1829,0.07499999999999996,-0.22499999999999998,4.931106860322859e-09,4.931106860322859e-09
1830,0.08750000000000002,-0.22499999999999998,-3.3202244453858895e-08,3.3202244453858895e-08
1831,0.09999999999999998,-0.22499999999999998,1.1649136327555245e-08,1.1649136327555245e-08
1832,0.11250000000000004,-0.22499999999999998,1.4287782789381167e-09,1.4287782789381167e-09
1833,0.125,-0.22499999999999998,-1.0605093070494042e-08,1.0605093070494042e-08
1834,0.13749999999999996,-0.22499999999999998,-5.110963674129778e-09,5.110963674129778e-09
1835,0.15000000000000002,-0.22499999999999998,-2.9140333119708196e-09,2.9140333119708196e-09
1836,0.16249999999999998,-0.22499999999999998,2.812357542480506e-09,2.812357542480506e-09
1837,0.17500000000000004,-0.22499999999999998,-4.159344275717086e-09,4.159344275717086e-09
1838,0.1875,-0.22499999999999998,1.594796321102518e-09,1.594796321102518e-09
1839,0.19999999999999996,-0.22499999999999998,7.004237867864732e-10,7.004237867864732e-10
1840,0.21250000000000002,-0.22499999999999998,-7.147209546855265e-10,7.147209546855265e-10
1841,0.22499999999999998,-0.22499999999999998,-4.775149365363126e-10,4.775149365363126e-10
1842,0.23750000000000004,-0.22499999999999998,4.162427913597852e-12,4.162427913597852e-12
1843,0.25,-0.22499999999999998,-4.844250621765973e-09,4.844250621765973e-09
1844,0.26249999999999996,-0.22499999999999998,1.2774096677148315e-10,1.2774096677148315e-10
1845,0.275,-0.22499999999999998,-1.3534261817343282e-09,1.3534261817343282e-09
1846,0.2875,-0.22499999999999998,4.711020078192303e-09,4.711020078192303e-09
1847,0.30000000000000004,-0.22499999999999998,1.5799973269971446e-10,1.5799973269971446e-10
1848,0.3125,-0.22499999999999998,-8.683311700153423e-09,8.683311700153423e-09
1849,0.32499999999999996,-0.22499999999999998,-1.4672094831964162e-09,1.4672094831964162e-09
1850,0.3375,-0.22499999999999998,3.524971402813337e-10,3.524971402813337e-10
1851,0.35,-0.22499999999999998,7.397335122597566e-09,7.397335122597566e-09
1852,0.36250000000000004,-0.22499999999999998,4.7326336138796894e-09,4.7326336138796894e-09
1853,0.375,-0.22499999999999998,-5.471596552419719e-09,5.471596552419719e-09
1854,0.38749999999999996,-0.22499999999999998,6.420777098158162e-09,6.420777098158162e-09
1855,0.4,-0.22499999999999998,1.4587366585248302e-08,1.4587366585248302e-08
1856,0.4125,-0.22499999999999998,2.3555015350134544e-09,2.3555015350134544e-09
1857,0.42500000000000004,-0.22499999999999998,2.72933036652243e-09,2.72933036652243e-09
1858,0.4375,-0.22499999999999998,-2.4968023430263428e-08,2.4968023430263428e-08
1859,0.44999999999999996,-0.22499999999999998,-5.250914991263593e-09,5.250914991263593e-09
1860,0.4625,-0.22499999999999998,-2.1937389123922834e-08,2.1937389123922834e-08
1861,0.475,-0.22499999999999998,-2.4415375779118025e-08,2.4415375779118025e-08
1862,0.48750000000000004,-0.22499999999999998,-8.26143079466141e-09,8.26143079466141e-09
1863,0.5,-0.22499999999999998,-7.947162410731401e-10,7.947162410731401e-10
1864,-0.5,-0.21250000000000002,-1.8454351826853265e-11,1.8454351826853265e-11
1865,-0.4875,-0.21250000000000002,5.456340832295198e-10,5.456340832295198e-10
1866,-0.475,-0.21250000000000002,1.301042561562634e-09,1.301042561562634e-09
1867,-0.4625,-0.21250000000000002,-8.873869260814347e-10,8.873869260814347e-10
1868,-0.45,-0.21250000000000002,2.3095418451328677e-10,2.3095418451328677e-10
1869,-0.4375,-0.21250000000000002,1.1355909977452867e-09,1.1355909977452867e-09
1870,-0.425,-0.21250000000000002,-1.1014943958204086e-09,1.1014943958204086e-09
1871,-0.4125,-0.21250000000000002,-2.2214100634761727e-10,2.2214100634761727e-10
1872,-0.4,-0.21250000000000002,5.184032805629229e-12,5.184032805629229e-12
1873,-0.3875,-0.21250000000000002,3.0579710283590805e-10,3.0579710283590805e-10
1874,-0.375,-0.21250000000000002,9.60996766303497e-10,9.60996766303497e-10
1875,-0.3625,-0.21250000000000002,3.719536077569703e-11,3.719536077569703e-11
1876,-0.35,-0.21250000000000002,-2.271196442262549e-11,2.271196442262549e-11
1877,-0.3375,-0.21250000000000002,2.692582773750982e-10,2.692582773750982e-10
1878,-0.325,-0.21250000000000002,-2.086906858403817e-10,2.086906858403817e-10
1879,-0.3125,-0.21250000000000002,-1.8961747334611834e-10,1.8961747334611834e-10
1880,-0.3,-0.21250000000000002,-2.1037980374035854e-10,2.1037980374035854e-10
1881,-0.2875,-0.21250000000000002,5.360362937146585e-10,5.360362937146585e-10
1882,-0.275,-0.21250000000000002,6.233150375072007e-10,6.233150375072007e-10
1883,-0.2625,-0.21250000000000002,-8.626385910174359e-10,8.626385910174359e-10
1884,-0.25,-0.21250000000000002,-8.800225886176275e-10,8.800225886176275e-10
1885,-0.2375,-0.21250000000000002,6.28071955122178e-09,6.28071955122178e-09
1886,-0.22499999999999998,-0.21250000000000002,2.6156527623883588e-09,2.6156527623883588e-09
1887,-0.21250000000000002,-0.21250000000000002,-2.2102449159298214e-09,2.2102449159298214e-09
1888,-0.2,-0.21250000000000002,-3.276355390249616e-09,3.276355390249616e-09
1889,-0.1875,-0.21250000000000002,9.29921009113539e-09,9.29921009113539e-09
1890,-0.175,-0.21250000000000002,-9.310231086836298e-11,9.310231086836298e-11
1891,-0.16249999999999998,-0.21250000000000002,-3.213015918992524e-09,3.213015918992524e-09
1892,-0.15000000000000002,-0.21250000000000002,-4.018185606469075e-10,4.018185606469075e-10
1893,-0.1375,-0.21250000000000002,8.634603913389696e-10,8.634603913389696e-10
1894,-0.125,-0.21250000000000002,-5.033358083345425e-09,5.033358083345425e-09
1895,-0.11249999999999999,-0.21250000000000002,7.683690890142405e-09,7.683690890142405e-09
1896,-0.09999999999999998,-0.21250000000000002,-3.385181988951905e-08,3.385181988951905e-08
1897,-0.08750000000000002,-0.21250000000000002,3.0879017466773914e-08,3.0879017466773914e-08
1898,-0.07500000000000001,-0.21250000000000002,2.1814921356785426e-08,2.1814921356785426e-08
1899,-0.0625,-0.21250000000000002,-8.77164467416841e-09,8.77164467416841e-09
1900,-0.04999999999999999,-0.21250000000000002,2.6036679874395533e-08,2.6036679874395533e-08
1901,-0.03749999999999998,-0.21250000000000002,-3.5378052030422834e-08,3.5378052030422834e-08
1902,-0.025000000000000022,-0.21250000000000002,-4.2270905422210145e-08,4.2270905422210145e-08
1903,-0.012500000000000011,-0.21250000000000002,1.1734628020781863e-08,1.1734628020781863e-08
1904,0.0,-0.21250000000000002,5.9474505896596095e-09,5.9474505896596095e-09
1905,0.012499999999999956,-0.21250000000000002,-2.2716767693535687e-08,2.2716767693535687e-08
1906,0.025000000000000022,-0.21250000000000002,4.313895961970376e-08,4.313895961970376e-08
1907,0.03749999999999998,-0.21250000000000002,-4.855542058603855e-08,4.855542058603855e-08
1908,0.050000000000000044,-0.21250000000000002,3.5161400192664104e-08,3.5161400192664104e-08
1909,0.0625,-0.21250000000000002,-1.874807647265318e-08,1.874807647265318e-08
1910,0.07499999999999996,-0.21250000000000002,1.9462072317496743e-08,1.9462072317496743e-08
1911,0.08750000000000002,-0.21250000000000002,-7.3512606690334055e-09,7.3512606690334055e-09
1912,0.09999999999999998,-0.21250000000000002,1.1450848820140427e-09,1.1450848820140427e-09
1913,0.11250000000000004,-0.21250000000000002,-6.362965362059046e-09,6.362965362059046e-09
1914,0.125,-0.21250000000000002,6.670180934748505e-09,6.670180934748505e-09
1915,0.13749999999999996,-0.21250000000000002,1.05750056752194e-08,1.05750056752194e-08
1916,0.15000000000000002,-0.21250000000000002,5.2456953675183106e-09,5.2456953675183106e-09
1917,0.16249999999999998,-0.21250000000000002,-4.185004390877676e-09,4.185004390877676e-09
1918,0.17500000000000004,-0.21250000000000002,4.916822329716545e-09,4.916822329716545e-09
1919,0.1875,-0.21250000000000002,-1.063277036827338e-09,1.063277036827338e-09
1920,0.19999999999999996,-0.21250000000000002,-2.8319877854623396e-09,2.8319877854623396e-09
1921,0.21250000000000002,-0.21250000000000002,2.8895876615864576e-09,2.8895876615864576e-09
1922,0.22499999999999998,-0.21250000000000002,-2.573826702720443e-09,2.573826702720443e-09
1923,0.23750000000000004,-0.21250000000000002,-1.085486133884985e-09,1.085486133884985e-09
1924,0.25,-0.21250000000000002,4.759538941782075e-09,4.759538941782075e-09
1925,0.26249999999999996,-0.21250000000000002,-3.9645712226640766e-10,3.9645712226640766e-10
1926,0.275,-0.21250000000000002,-7.366183196588023e-09,7.366183196588023e-09
1927,0.2875,-0.21250000000000002,-5.472331262970613e-10,5.472331262970613e-10
1928,0.30000000000000004,-0.21250000000000002,-1.3755755532473262e-09,1.3755755532473262e-09
1929,0.3125,-0.21250000000000002,6.623566866777923e-09,6.623566866777923e-09
1930,0.32499999999999996,-0.21250000000000002,3.921718682067626e-09,3.921718682067626e-09
1931,0.3375,-0.21250000000000002,2.361648230396236e-09,2.361648230396236e-09
1932,0.35,-0.21250000000000002,-7.97120773287201e-10,7.97120773287201e-10
1933,0.36250000000000004,-0.21250000000000002,4.308767512089359e-09,4.308767512089359e-09
1934,0.375,-0.21250000000000002,-3.483385479915683e-09,3.483385479915683e-09
1935,0.38749999999999996,-0.21250000000000002,-1.8917935725150754e-09,1.8917935725150754e-09
1936,0.4,-0.21250000000000002,-8.527238432976972e-09,8.527238432976972e-09
1937,0.4125,-0.21250000000000002,-1.2351963294052646e-08,1.2351963294052646e-08
1938,0.42500000000000004,-0.21250000000000002,-1.6166411621475295e-09,1.6166411621475295e-09
1939,0.4375,-0.21250000000000002,-2.2755197155584272e-09,2.2755197155584272e-09
1940,0.44999999999999996,-0.21250000000000002,1.4526299476970462e-10,1.4526299476970462e-10
1941,0.4625,-0.21250000000000002,3.558814042256406e-09,3.558814042256406e-09
1942,0.475,-0.21250000000000002,-4.1948888036173434e-10,4.1948888036173434e-10
1943,0.48750000000000004,-0.21250000000000002,-1.060503629026501e-09,1.060503629026501e-09
1944,0.5,-0.21250000000000002,5.441267944218329e-09,5.441267944218329e-09
1945,-0.5,-0.2,-6.711942786516866e-11,6.711942786516866e-11
1946,-0.4875,-0.2,-7.350496547557475e-10,7.350496547557475e-10
1947,-0.475,-0.2,-1.2458691642348514e-09,1.2458691642348514e-09
1948,-0.4625,-0.2,-1.0363544736879594e-09,1.0363544736879594e-09
1949,-0.45,-0.2,-3.7371583347629173e-10,3.7371583347629173e-10
1950,-0.4375,-0.2,-3.5633128951706234e-10,3.5633128951706234e-10
1951,-0.425,-0.2,-2.4153651677708594e-10,2.4153651677708594e-10
1952,-0.4125,-0.2,-3.896344192573125e-11,3.896344192573125e-11
1953,-0.4,-0.2,1.4568442346972776e-11,1.4568442346972776e-11
1954,-0.3875,-0.2,-5.186281610933202e-11,5.186281610933202e-11
1955,-0.375,-0.2,1.8245437790492917e-11,1.8245437790492917e-11
1956,-0.3625,-0.2,-1.448432017090673e-10,1.448432017090673e-10
1957,-0.35,-0.2,-3.596533785929487e-10,3.596533785929487e-10
1958,-0.3375,-0.2,2.516896556400657e-10,2.516896556400657e-10
1959,-0.325,-0.2,-4.17529761996131e-10,4.17529761996131e-10
1960,-0.3125,-0.2,-3.223934678366793e-10,3.223934678366793e-10
1961,-0.3,-0.2,-4.809738524486325e-11,4.809738524486325e-11
1962,-0.2875,-0.2,1.2725422463899256e-10,1.2725422463899256e-10
1963,-0.275,-0.2,3.6807365965617687e-10,3.6807365965617687e-10
1964,-0.2625,-0.2,5.450085884484133e-11,5.450085884484133e-11
1965,-0.25,-0.2,-2.1859409035391265e-09,2.1859409035391265e-09
1966,-0.2375,-0.2,-1.7772954826621644e-10,1.7772954826621644e-10
1967,-0.22499999999999998,-0.2,2.0659347498687525e-09,2.0659347498687525e-09
1968,-0.21250000000000002,-0.2,8.683321872430298e-10,8.683321872430298e-10
1969,-0.2,-0.2,-1.1660561211957612e-08,1.1660561211957612e-08
1970,-0.1875,-0.2,1.622148063787866e-08,1.622148063787866e-08
1971,-0.175,-0.2,-1.3506629741039538e-10,1.3506629741039538e-10
1972,-0.16249999999999998,-0.2,1.5655295055247037e-08,1.5655295055247037e-08
1973,-0.15000000000000002,-0.2,1.9650653753794664e-08,1.9650653753794664e-08
1974,-0.1375,-0.2,-5.310054296229171e-09,5.310054296229171e-09
1975,-0.125,-0.2,-2.7533910939063892e-08,2.7533910939063892e-08
1976,-0.11249999999999999,-0.2,4.571657793925374e-08,4.571657793925374e-08
1977,-0.09999999999999998,-0.2,8.209820176953216e-09,8.209820176953216e-09
1978,-0.08750000000000002,-0.2,-9.825752784622367e-09,9.825752784622367e-09
1979,-0.07500000000000001,-0.2,1.5691547096184185e-08,1.5691547096184185e-08
1980,-0.0625,-0.2,-3.1976529829444203e-08,3.1976529829444203e-08
1981,-0.04999999999999999,-0.2,-4.6798540815864285e-08,4.6798540815864285e-08
1982,-0.03749999999999998,-0.2,3.110862156807636e-08,3.110862156807636e-08
1983,-0.025000000000000022,-0.2,2.8508811103100046e-08,2.8508811103100046e-08
1984,-0.012500000000000011,-0.2,2.7633552719830784e-08,2.7633552719830784e-08
1985,0.0,-0.2,-2.0240382921489576e-08,2.0240382921489576e-08
1986,0.012499999999999956,-0.2,-6.41318742692122e-08,6.41318742692122e-08
1987,0.025000000000000022,-0.2,6.04437634863049e-08,6.04437634863049e-08
1988,0.03749999999999998,-0.2,-2.0545583229724104e-08,2.0545583229724104e-08
1989,0.050000000000000044,-0.2,7.210325360318095e-09,7.210325360318095e-09
1990,0.0625,-0.2,-2.7430848811432385e-08,2.7430848811432385e-08
1991,0.07499999999999996,-0.2,1.6875887070259886e-08,1.6875887070259886e-08
1992,0.08750000000000002,-0.2,2.95164981673255e-09,2.95164981673255e-09
1993,0.09999999999999998,-0.2,3.5022028626765907e-09,3.5022028626765907e-09
1994,0.11250000000000004,-0.2,-1.173057322354445e-08,1.173057322354445e-08
1995,0.125,-0.2,-6.3346760380414584e-09,6.3346760380414584e-09
1996,0.13749999999999996,-0.2,-1.6047642287162623e-08,1.6047642287162623e-08
1997,0.15000000000000002,-0.2,3.6016407723631947e-10,3.6016407723631947e-10
1998,0.16249999999999998,-0.2,-1.5458467391535576e-09,1.5458467391535576e-09
1999,0.17500000000000004,-0.2,-1.8902355831634017e-09,1.8902355831634017e-09
2000,0.1875,-0.2,-3.600240617131256e-10,3.600240617131256e-10
2001,0.19999999999999996,-0.2,4.014322489678186e-09,4.014322489678186e-09
2002,0.21250000000000002,-0.2,-3.50498274086146e-09,3.50498274086146e-09
2003,0.22499999999999998,-0.2,4.2750294180254506e-09,4.2750294180254506e-09
2004,0.23750000000000004,-0.2,-5.563335713577529e-09,5.563335713577529e-09
2005,0.25,-0.2,-2.250612445909899e-10,2.250612445909899e-10
2006,0.26249999999999996,-0.2,-2.7860829403545828e-12,2.7860829403545828e-12
2007,0.275,-0.2,6.936443992588813e-09,6.936443992588813e-09
2008,0.2875,-0.2,1.4538782120027627e-09,1.4538782120027627e-09
2009,0.30000000000000004,-0.2,-1.1091646613630561e-08,1.1091646613630561e-08
2010,0.3125,-0.2,-9.442150141227043e-10,9.442150141227043e-10
2011,0.32499999999999996,-0.2,-8.119471140637942e-09,8.119471140637942e-09
2012,0.3375,-0.2,2.0401735047056455e-09,2.0401735047056455e-09
2013,0.35,-0.2,-6.667290716808357e-09,6.667290716808357e-09
2014,0.36250000000000004,-0.2,-6.970992274309156e-09,6.970992274309156e-09
2015,0.375,-0.2,-1.826337843262223e-09,1.826337843262223e-09
2016,0.38749999999999996,-0.2,3.956218080403141e-09,3.956218080403141e-09
2017,0.4,-0.2,-1.4145381978723852e-09,1.4145381978723852e-09
2018,0.4125,-0.2,7.239438511057568e-09,7.239438511057568e-09
2019,0.42500000000000004,-0.2,7.217769767743448e-09,7.217769767743448e-09
2020,0.4375,-0.2,1.9254130560898193e-08,1.9254130560898193e-08
2021,0.44999999999999996,-0.2,6.337555061414995e-09,6.337555061414995e-09
2022,0.4625,-0.2,1.1237280190441202e-08,1.1237280190441202e-08
2023,0.475,-0.2,2.506974073747741e-08,2.506974073747741e-08
2024,0.48750000000000004,-0.2,9.957225098756083e-09,9.957225098756083e-09
2025,0.5,-0.2,9.51036595751689e-10,9.51036595751689e-10
2026,-0.5,-0.1875,-3.1662798480410067e-10,3.1662798480410067e-10
2027,-0.4875,-0.1875,2.93185137823097e-10,2.93185137823097e-10
2028,-0.475,-0.1875,3.985013797092047e-10,3.985013797092047e-10
2029,-0.4625,-0.1875,8.226927728588552e-11,8.226927728588552e-11
2030,-0.45,-0.1875,1.278486234471056e-10,1.278486234471056e-10
2031,-0.4375,-0.1875,1.289724654206613e-10,1.289724654206613e-10
2032,-0.425,-0.1875,-2.4996368349684637e-10,2.4996368349684637e-10
2033,-0.4125,-0.1875,-4.861972031893126e-11,4.861972031893126e-11
2034,-0.4,-0.1875,1.3437887470471431e-10,1.3437887470471431e-10
2035,-0.3875,-0.1875,-1.0136766866205705e-10,1.0136766866205705e-10
2036,-0.375,-0.1875,8.125096843512515e-11,8.125096843512515e-11
2037,-0.3625,-0.1875,7.721211756925227e-11,7.721211756925227e-11
2038,-0.35,-0.1875,-7.067059125357917e-10,7.067059125357917e-10
2039,-0.3375,-0.1875,7.233583375673967e-11,7.233583375673967e-11
2040,-0.325,-0.1875,3.8343951331916386e-10,3.8343951331916386e-10
2041,-0.3125,-0.1875,-6.090389677740412e-11,6.090389677740412e-11
2042,-0.3,-0.1875,-2.756064568739983e-10,2.756064568739983e-10
2043,-0.2875,-0.1875,-1.6040053360616866e-10,1.6040053360616866e-10
2044,-0.275,-0.1875,4.5237796599991235e-11,4.5237796599991235e-11
2045,-0.2625,-0.1875,9.275828624134254e-10,9.275828624134254e-10
2046,-0.25,-0.1875,5.401698289066173e-11,5.401698289066173e-11
2047,-0.2375,-0.1875,-2.493717797140509e-09,2.493717797140509e-09
2048,-0.22499999999999998,-0.1875,9.387695503678898e-11,9.387695503678898e-11
2049,-0.21250000000000002,-0.1875,3.882408465030189e-09,3.882408465030189e-09
2050,-0.2,-0.1875,-7.4464939455297146e-09,7.4464939455297146e-09
2051,-0.1875,-0.1875,8.707753610728471e-10,8.707753610728471e-10
2052,-0.175,-0.1875,-6.992473308999435e-09,6.992473308999435e-09
2053,-0.16249999999999998,-0.1875,-1.1491125280073343e-08,1.1491125280073343e-08
2054,-0.15000000000000002,-0.1875,8.276744661971538e-09,8.276744661971538e-09
2055,-0.1375,-0.1875,-9.229390242651495e-09,9.229390242651495e-09
2056,-0.125,-0.1875,6.70572863266007e-11,6.70572863266007e-11
2057,-0.11249999999999999,-0.1875,7.502907567614415e-09,7.502907567614415e-09
2058,-0.09999999999999998,-0.1875,1.1457574594416626e-08,1.1457574594416626e-08
2059,-0.08750000000000002,-0.1875,-2.8448400654313635e-08,2.8448400654313635e-08
2060,-0.07500000000000001,-0.1875,-4.858332659800844e-08,4.858332659800844e-08
2061,-0.0625,-0.1875,3.449405755417812e-08,3.449405755417812e-08
2062,-0.04999999999999999,-0.1875,1.837479461072978e-08,1.837479461072978e-08
2063,-0.03749999999999998,-0.1875,3.362066236523117e-08,3.362066236523117e-08
2064,-0.025000000000000022,-0.1875,-3.254957062201408e-08,3.254957062201408e-08
2065,-0.012500000000000011,-0.1875,-8.323662988225553e-08,8.323662988225553e-08
2066,0.0,-0.1875,5.679054124523185e-08,5.679054124523185e-08
2067,0.012499999999999956,-0.1875,-1.2928510648376618e-08,1.2928510648376618e-08
2068,0.025000000000000022,-0.1875,-1.9181993966675104e-08,1.9181993966675104e-08
2069,0.03749999999999998,-0.1875,-3.617613317777672e-08,3.617613317777672e-08
2070,0.050000000000000044,-0.1875,5.3478675443390776e-08,5.3478675443390776e-08
2071,0.0625,-0.1875,7.014954972950373e-09,7.014954972950373e-09
2072,0.07499999999999996,-0.1875,-1.4293189811695303e-08,1.4293189811695303e-08
2073,0.08750000000000002,-0.1875,-1.3505779883149058e-08,1.3505779883149058e-08
2074,0.09999999999999998,-0.1875,2.4606272221862757e-08,2.4606272221862757e-08
2075,0.11250000000000004,-0.1875,3.86717164102099e-09,3.86717164102099e-09
2076,0.125,-0.1875,-1.622647998790758e-10,1.622647998790758e-10
2077,0.13749999999999996,-0.1875,-8.934936270332168e-10,8.934936270332168e-10
2078,0.15000000000000002,-0.1875,-2.1067486184762308e-09,2.1067486184762308e-09
2079,0.16249999999999998,-0.1875,-3.0775114190373485e-09,3.0775114190373485e-09
2080,0.17500000000000004,-0.1875,3.6091963443170496e-09,3.6091963443170496e-09
2081,0.1875,-0.1875,3.769128605194221e-10,3.769128605194221e-10
2082,0.19999999999999996,-0.1875,-3.2177719102929102e-09,3.2177719102929102e-09
2083,0.21250000000000002,-0.1875,3.1650447884334234e-09,3.1650447884334234e-09
2084,0.22499999999999998,-0.1875,-3.574981186312957e-09,3.574981186312957e-09
2085,0.23750000000000004,-0.1875,5.806660552900899e-09,5.806660552900899e-09
2086,0.25,-0.1875,-2.3704266730060623e-10,2.3704266730060623e-10
2087,0.26249999999999996,-0.1875,-6.167998932633712e-09,6.167998932633712e-09
2088,0.275,-0.1875,4.560326772415249e-10,4.560326772415249e-10
