node,x,y,F1_d,F3_d,F3_minus_F1_d,F1_phase_residual
596,-0.15000000000000002,-0.4125,0.0016609204811894457,0.0016717423230739486,1.0821841884502918e-05,6.790390940342722e-09
597,-0.1375,-0.4125,0.0016608710860194441,0.0019213462571411608,0.00026047517112171665,-2.0040198315968657e-08
598,-0.125,-0.4125,0.00208800797135179,0.002205741902581572,0.00011773393122978216,-4.162765717740154e-09
599,-0.11249999999999999,-0.4125,0.002532787408372839,0.0025149784777764306,-1.7808930596408326e-05,1.3170942795523541e-08
600,-0.09999999999999998,-0.4125,0.002535377055648883,0.0028305841454072628,0.00029520708975837957,-1.4273129589790424e-08
601,-0.08750000000000002,-0.4125,0.00312832733970599,0.0031974608937109274,6.913355400493728e-05,5.133427639662257e-09
602,-0.07500000000000001,-0.4125,0.0038807041983331134,0.003616010382961184,-0.00026469381537192957,3.8508885151190065e-08
603,-0.0625,-0.4125,0.003933041700589534,0.003972563896158048,3.952219556851381e-05,-6.186591645410798e-09
604,-0.04999999999999999,-0.4125,0.004049591362898128,0.00434972256357709,0.00030013120067896165,-2.627855049335112e-08
605,-0.03749999999999998,-0.4125,0.004892309384664416,0.004787765981941163,-0.00010454340272325266,2.1101438906031815e-08
606,-0.025000000000000022,-0.4125,0.005329228910819803,0.005204322007501096,-0.0001249069033187073,2.6432633095914846e-08
607,-0.012500000000000011,-0.4125,0.005526697480272691,0.005601037852337313,7.434037206462216e-05,-9.062058423445026e-10
608,0.0,-0.4125,0.005962866648232061,0.006036882761890995,7.401611365893436e-05,-1.7604210502596308e-09
609,0.012499999999999956,-0.4125,0.006513077130755508,0.006474629428934346,-3.844770182116156e-05,1.4615792588594354e-08
610,0.025000000000000022,-0.4125,0.006622243003575718,0.006890686427812516,0.0002684434242367986,-2.22806359955364e-08
