element,integration_point,odb_integration_point,uel_integration_point,left,right,sdv15_delta,sdv16_delta 
558,4,3,4,F1_equilibrated,F3_release_last,0.00014981393810622676,1.2352348090656105e-05
559,1,1,1,F1_equilibrated,F3_release_last,0.0001123969774198541,0.0
559,2,2,2,F1_equilibrated,F3_release_last,0.00021352773471766152,1.4269333694416197e-05
559,3,4,3,F1_equilibrated,F3_release_last,0.00022461812332658093,2.157556766010601e-05
559,4,3,4,F1_equilibrated,F3_release_last,0.00012353285217735557,6.574299667320548e-06
560,1,1,1,F1_equilibrated,F3_release_last,0.0002689923291815475,2.5646712994153997e-05
560,2,2,2,F1_equilibrated,F3_release_last,0.0003193936619802912,4.2240870717051874e-05
560,3,4,3,F1_equilibrated,F3_release_last,0.0003080483584937989,4.705609128048444e-05
560,4,3,4,F1_equilibrated,F3_release_last,0.0002740589042350937,3.207966509316865e-05
561,1,1,1,F1_equilibrated,F3_release_last,7.706249358734914e-05,8.32441465202498e-06
561,2,2,2,F1_equilibrated,F3_release_last,6.293781650385595e-05,5.971038389523847e-06
561,3,4,3,F1_equilibrated,F3_release_last,5.939923966109676e-05,5.859033123655829e-06
561,4,3,4,F1_equilibrated,F3_release_last,7.320035442144661e-05,8.32081342396227e-06
562,1,1,1,F1_equilibrated,F3_release_last,4.822090246685398e-05,2.5939497984240538e-06
562,2,2,2,F1_equilibrated,F3_release_last,2.2138222670634586e-05,0.0
562,3,4,3,F1_equilibrated,F3_release_last,1.8952605438814023e-05,0.0
562,4,3,4,F1_equilibrated,F3_release_last,4.486359912999412e-05,2.4342418099725622e-06
563,1,1,1,F1_equilibrated,F3_release_last,1.564628758050744e-05,0.0
563,2,2,2,F1_equilibrated,F3_release_last,2.3992670871060388e-05,0.0
563,3,4,3,F1_equilibrated,F3_release_last,1.4445229317924379e-05,0.0
563,4,3,4,F1_equilibrated,F3_release_last,1.080202781259871e-05,0.0
564,1,1,1,F1_equilibrated,F3_release_last,2.885417753952104e-05,7.074304631638884e-07
564,2,2,2,F1_equilibrated,F3_release_last,3.3789677468537484e-05,1.7631454092902299e-06
564,3,4,3,F1_equilibrated,F3_release_last,3.6319505715763715e-05,3.56164131211095e-06
564,4,3,4,F1_equilibrated,F3_release_last,2.128261691495653e-05,0.0
565,1,1,1,F1_equilibrated,F3_release_last,2.8691491774510532e-05,3.006380126572151e-06
565,2,2,2,F1_equilibrated,F3_release_last,9.827489502991566e-06,5.7043181561069e-07
565,3,4,3,F1_equilibrated,F3_release_last,8.56273128658675e-06,1.7050403284110087e-07
565,4,3,4,F1_equilibrated,F3_release_last,3.2911222633825814e-05,2.5353162908108576e-06
566,1,1,1,F1_equilibrated,F3_release_last,-1.8892969833050628e-06,0.0
566,2,2,2,F1_equilibrated,F3_release_last,-1.5036150693784961e-05,0.0
566,3,4,3,F1_equilibrated,F3_release_last,-8.742728409709806e-06,0.0
566,4,3,4,F1_equilibrated,F3_release_last,-2.5984112570941393e-06,0.0
567,1,1,1,F1_equilibrated,F3_release_last,-1.188456369762815e-05,0.0
567,2,2,2,F1_equilibrated,F3_release_last,9.8725858108257e-06,0.0
567,3,4,3,F1_equilibrated,F3_release_last,1.5971330689112094e-05,0.0
567,4,3,4,F1_equilibrated,F3_release_last,-3.7669810515694946e-06,0.0
568,1,1,1,F1_equilibrated,F3_release_last,1.4929386724245664e-05,1.093130395489336e-06
568,2,2,2,F1_equilibrated,F3_release_last,6.987674235015874e-06,8.355265333484455e-07
568,3,4,3,F1_equilibrated,F3_release_last,1.0411974104318711e-05,7.99738078257927e-07
568,4,3,4,F1_equilibrated,F3_release_last,1.9770570272649438e-05,1.056734685014447e-06
569,1,1,1,F1_equilibrated,F3_release_last,3.0543773065997497e-06,6.229412576485101e-07
569,2,2,2,F1_equilibrated,F3_release_last,2.501227461420869e-07,1.7388071266424542e-07
569,3,4,3,F1_equilibrated,F3_release_last,-9.527884348598331e-07,0.0
569,4,3,4,F1_equilibrated,F3_release_last,4.859166874181122e-06,5.247295377489136e-07
570,1,1,1,F1_equilibrated,F3_release_last,-5.22881416863595e-07,0.0
570,2,2,2,F1_equilibrated,F3_release_last,1.6948649580029415e-07,1.0156022109029967e-07
570,3,4,3,F1_equilibrated,F3_release_last,-1.8637843969533275e-06,0.0
570,4,3,4,F1_equilibrated,F3_release_last,-2.754197798714102e-06,0.0
571,1,1,1,F1_equilibrated,F3_release_last,2.5777567165264888e-08,0.0
571,2,2,2,F1_equilibrated,F3_release_last,-1.0592104400308063e-06,0.0
571,3,4,3,F1_equilibrated,F3_release_last,-1.2371757784170958e-06,0.0
571,4,3,4,F1_equilibrated,F3_release_last,-1.4572995717145212e-06,0.0
572,1,1,1,F1_equilibrated,F3_release_last,-1.6564424752477927e-06,0.0
572,2,2,2,F1_equilibrated,F3_release_last,-2.2031227321723077e-06,0.0
572,3,4,3,F1_equilibrated,F3_release_last,-2.2891427822586705e-06,0.0
572,4,3,4,F1_equilibrated,F3_release_last,-1.4600674949117148e-06,0.0
573,1,1,1,F1_equilibrated,F3_release_last,-6.376370085210532e-07,0.0
573,2,2,2,F1_equilibrated,F3_release_last,4.186029783942423e-06,0.0
573,3,4,3,F1_equilibrated,F3_release_last,3.5542983942552584e-06,0.0
573,4,3,4,F1_equilibrated,F3_release_last,-9.455474917022107e-07,0.0
574,1,1,1,F1_equilibrated,F3_release_last,5.097607327219733e-06,0.0
574,2,2,2,F1_equilibrated,F3_release_last,2.7644166980286987e-06,0.0
574,3,4,3,F1_equilibrated,F3_release_last,4.706301444365026e-07,0.0
574,4,3,4,F1_equilibrated,F3_release_last,3.933762048197647e-06,0.0
575,1,1,1,F1_equilibrated,F3_release_last,1.0214613333235688e-06,0.0
575,2,2,2,F1_equilibrated,F3_release_last,-1.4071906491845584e-06,0.0
575,3,4,3,F1_equilibrated,F3_release_last,-4.401432681428298e-06,0.0
575,4,3,4,F1_equilibrated,F3_release_last,-1.7627785521229117e-06,0.0
576,1,1,1,F1_equilibrated,F3_release_last,1.3292624732955805e-06,0.0
576,2,2,2,F1_equilibrated,F3_release_last,1.1234043418949894e-05,1.420381718157742e-07
576,3,4,3,F1_equilibrated,F3_release_last,9.793200557614752e-06,3.392650846738768e-07
576,4,3,4,F1_equilibrated,F3_release_last,-1.3050174112231542e-06,0.0
577,1,1,1,F1_equilibrated,F3_release_last,1.3039865863255425e-05,5.397996627886954e-07
577,2,2,2,F1_equilibrated,F3_release_last,8.068683584892025e-06,0.0
577,3,4,3,F1_equilibrated,F3_release_last,1.8623963824182521e-06,0.0
577,4,3,4,F1_equilibrated,F3_release_last,1.064190652571617e-05,7.316359097821922e-07
578,1,1,1,F1_equilibrated,F3_release_last,3.40028734689514e-06,0.0
578,2,2,2,F1_equilibrated,F3_release_last,-4.3828260868123586e-06,0.0
578,3,4,3,F1_equilibrated,F3_release_last,-6.941512313416354e-06,0.0
578,4,3,4,F1_equilibrated,F3_release_last,-2.8490664957054527e-06,0.0
579,1,1,1,F1_equilibrated,F3_release_last,6.05108086967722e-06,0.0
579,2,2,2,F1_equilibrated,F3_release_last,4.234015822996058e-05,2.2635826373089386e-06
579,3,4,3,F1_equilibrated,F3_release_last,3.1127030189844726e-05,2.148475105987081e-06
579,4,3,4,F1_equilibrated,F3_release_last,2.162355355438567e-06,0.0
580,1,1,1,F1_equilibrated,F3_release_last,4.9263345819568476e-05,1.8292456365359721e-06
580,2,2,2,F1_equilibrated,F3_release_last,3.1888768704424e-05,1.285405915076066e-06
580,3,4,3,F1_equilibrated,F3_release_last,1.2090930331822621e-05,9.704093543006322e-07
580,4,3,4,F1_equilibrated,F3_release_last,3.3787383836758676e-05,2.788369674333155e-06
581,1,1,1,F1_equilibrated,F3_release_last,1.6613556051154514e-05,1.3966713328067263e-07
581,2,2,2,F1_equilibrated,F3_release_last,-7.744523898852481e-06,0.0
581,3,4,3,F1_equilibrated,F3_release_last,-7.121213947097955e-06,0.0
581,4,3,4,F1_equilibrated,F3_release_last,1.129504592148659e-06,0.0
582,1,1,1,F1_equilibrated,F3_release_last,4.787717983580704e-06,0.0
582,2,2,2,F1_equilibrated,F3_release_last,6.338451948913768e-05,3.648410438803234e-06
582,3,4,3,F1_equilibrated,F3_release_last,5.6970610441286e-05,5.47681107230906e-06
582,4,3,4,F1_equilibrated,F3_release_last,7.841365269639264e-06,0.0
583,1,1,1,F1_equilibrated,F3_release_last,0.00011024306948171898,7.720077765679862e-06
583,2,2,2,F1_equilibrated,F3_release_last,0.0001796662073249003,1.0895730666187036e-05
583,3,4,3,F1_equilibrated,F3_release_last,0.00012386800889466394,9.085672890567192e-06
583,4,3,4,F1_equilibrated,F3_release_last,8.80598559011049e-05,9.506654347594779e-06
584,1,1,1,F1_equilibrated,F3_release_last,0.00013393037104641786,2.532421379510585e-06
584,2,2,2,F1_equilibrated,F3_release_last,-6.0445395236229603e-05,0.0
584,3,4,3,F1_equilibrated,F3_release_last,-4.254993707718247e-05,0.0
584,4,3,4,F1_equilibrated,F3_release_last,8.887122034253569e-05,1.0275323646173113e-05
585,1,1,1,F1_equilibrated,F3_release_last,-0.00010903908544812938,0.0
585,2,2,2,F1_equilibrated,F3_release_last,-4.742374975165464e-05,0.0
585,3,4,3,F1_equilibrated,F3_release_last,-4.573535053759188e-05,0.0
585,4,3,4,F1_equilibrated,F3_release_last,-7.861765904043552e-05,0.0
586,1,1,1,F1_equilibrated,F3_release_last,4.887132412751197e-06,0.0
586,2,2,2,F1_equilibrated,F3_release_last,8.618778457818253e-05,1.2662007655677966e-06
586,3,4,3,F1_equilibrated,F3_release_last,6.258848497111332e-05,0.0
586,4,3,4,F1_equilibrated,F3_release_last,-7.899278283384631e-06,0.0
587,1,1,1,F1_equilibrated,F3_release_last,9.94425783468738e-05,0.0
587,2,2,2,F1_equilibrated,F3_release_last,5.4354696201355194e-05,0.0
587,3,4,3,F1_equilibrated,F3_release_last,5.229920309803059e-05,4.175542415388124e-06
587,4,3,4,F1_equilibrated,F3_release_last,7.871861944284335e-05,5.6737139208558074e-06
588,1,1,1,F1_equilibrated,F3_release_last,3.141617033976577e-05,0.0
588,2,2,2,F1_equilibrated,F3_release_last,1.3834834380689436e-05,0.0
588,3,4,3,F1_equilibrated,F3_release_last,7.470602482115285e-06,0.0
588,4,3,4,F1_equilibrated,F3_release_last,3.320835449108434e-05,0.0
589,1,1,1,F1_equilibrated,F3_release_last,5.654928932952554e-05,1.2137193546314076e-06
589,2,2,2,F1_equilibrated,F3_release_last,0.00019082868642643401,1.4120206179010693e-05
589,3,4,3,F1_equilibrated,F3_release_last,0.00014468836850954452,1.6199220175015588e-05
589,4,3,4,F1_equilibrated,F3_release_last,3.734158221057205e-05,2.4189616972612575e-06
590,1,1,1,F1_equilibrated,F3_release_last,0.000210406525885862,2.443312288276321e-05
590,2,2,2,F1_equilibrated,F3_release_last,0.00012961478089453795,1.2103544445075384e-05
590,3,4,3,F1_equilibrated,F3_release_last,7.966217253966906e-05,8.809336131623623e-06
590,4,3,4,F1_equilibrated,F3_release_last,0.00015602813651143421,1.4844677540255965e-05
591,1,1,1,F1_equilibrated,F3_release_last,7.636838963420364e-05,1.1868203281589751e-05
591,2,2,2,F1_equilibrated,F3_release_last,1.1688288382603537e-05,0.0
591,3,4,3,F1_equilibrated,F3_release_last,1.4020481553166271e-05,0.0
591,4,3,4,F1_equilibrated,F3_release_last,4.1611336074563136e-05,5.000043771338048e-06
592,1,1,1,F1_equilibrated,F3_release_last,5.456946120550735e-05,7.988908443362207e-07
592,2,2,2,F1_equilibrated,F3_release_last,0.00023640310529742317,1.6794383113849254e-05
592,3,4,3,F1_equilibrated,F3_release_last,0.00025646751567510355,2.221126543452254e-05
592,4,3,4,F1_equilibrated,F3_release_last,7.159102136596734e-05,6.486114108412462e-06
593,1,1,1,F1_equilibrated,F3_release_last,0.00028175575871158516,2.990974620527341e-05
593,2,2,2,F1_equilibrated,F3_release_last,0.00022382786800522088,4.724534757013623e-05
593,3,4,3,F1_equilibrated,F3_release_last,0.0005159369767721105,5.1209956888010754e-05
593,4,3,4,F1_equilibrated,F3_release_last,0.00037552965558621454,3.472932328351573e-05
594,1,1,1,F1_equilibrated,F3_release_last,9.792360884582421e-05,2.0146979151467338e-06
594,2,2,2,F1_equilibrated,F3_release_last,-0.00018812533336060163,0.0
594,3,4,3,F1_equilibrated,F3_release_last,-0.0001716716718198289,0.0
594,4,3,4,F1_equilibrated,F3_release_last,0.00036931482299642224,2.5119079034228314e-05
595,1,1,1,F1_equilibrated,F3_release_last,-0.00023064567034541657,0.0
595,2,2,2,F1_equilibrated,F3_release_last,-6.0764449136455935e-05,0.0
595,3,4,3,F1_equilibrated,F3_release_last,-0.00015911346198277995,0.0
595,4,3,4,F1_equilibrated,F3_release_last,-0.0003132636040377697,0.0
596,1,1,1,F1_equilibrated,F3_release_last,5.019164814268947e-05,0.0
596,2,2,2,F1_equilibrated,F3_release_last,0.0001834481221099091,1.016528892706643e-05
596,3,4,3,F1_equilibrated,F3_release_last,1.5126702329460937e-05,0.0
596,4,3,4,F1_equilibrated,F3_release_last,-7.112154458947199e-05,0.0
597,1,1,1,F1_equilibrated,F3_release_last,0.00017156873296083567,2.315381324497558e-05
597,2,2,2,F1_equilibrated,F3_release_last,5.857164275467966e-06,0.0
597,3,4,3,F1_equilibrated,F3_release_last,7.383813129191452e-05,0.0
597,4,3,4,F1_equilibrated,F3_release_last,5.396853041695574e-05,0.0
598,1,1,1,F1_equilibrated,F3_release_last,-6.613175549715494e-05,0.0
598,2,2,2,F1_equilibrated,F3_release_last,-9.709757321259196e-05,0.0
598,3,4,3,F1_equilibrated,F3_release_last,-3.287794298865651e-05,0.0
598,4,3,4,F1_equilibrated,F3_release_last,5.0567688877389654e-05,0.0
599,1,1,1,F1_equilibrated,F3_release_last,-6.423818181427923e-05,0.0
599,2,2,2,F1_equilibrated,F3_release_last,5.650116270714163e-05,5.293351432056055e-06
599,3,4,3,F1_equilibrated,F3_release_last,0.00012279900445350943,4.722984748244509e-06
599,4,3,4,F1_equilibrated,F3_release_last,-1.3523620311798115e-05,0.0
600,1,1,1,F1_equilibrated,F3_release_last,0.00010396202557837794,1.3038554731272575e-05
600,2,2,2,F1_equilibrated,F3_release_last,0.00011288816979223605,1.2083769731875325e-05
600,3,4,3,F1_equilibrated,F3_release_last,0.00021890139146527477,2.157550394454562e-05
600,4,3,4,F1_equilibrated,F3_release_last,0.00018507709865997046,1.9663842164599184e-05
601,1,1,1,F1_equilibrated,F3_release_last,7.878897400186938e-05,1.2300035260698035e-06
601,2,2,2,F1_equilibrated,F3_release_last,-2.329790560850597e-05,0.0
601,3,4,3,F1_equilibrated,F3_release_last,-4.68389067727424e-05,1.6219510527900596e-06
601,4,3,4,F1_equilibrated,F3_release_last,0.00015675968509772705,1.2486073331938099e-05
602,1,1,1,F1_equilibrated,F3_release_last,7.5583323173988165e-06,0.0
602,2,2,2,F1_equilibrated,F3_release_last,0.00019394602167178195,1.8187665959646824e-05
602,3,4,3,F1_equilibrated,F3_release_last,0.00016759900707371492,1.4040188161664195e-05
602,4,3,4,F1_equilibrated,F3_release_last,-4.3934519202775205e-05,0.0
603,1,1,1,F1_equilibrated,F3_release_last,0.00021966890521976472,2.602948702503283e-05
603,2,2,2,F1_equilibrated,F3_release_last,0.00010355744063564841,1.4613560410677191e-05
603,3,4,3,F1_equilibrated,F3_release_last,7.107360317941316e-05,1.8164055397517395e-05
603,4,3,4,F1_equilibrated,F3_release_last,0.00019841534058904348,2.731492449936743e-05
604,1,1,1,F1_equilibrated,F3_release_last,5.6773498152257705e-05,4.065621498759177e-06
604,2,2,2,F1_equilibrated,F3_release_last,4.5068854893370175e-05,0.0
604,3,4,3,F1_equilibrated,F3_release_last,-8.07757007298144e-06,0.0
604,4,3,4,F1_equilibrated,F3_release_last,1.574399452477105e-05,1.445946915737341e-05
605,1,1,1,F1_equilibrated,F3_release_last,9.42792389495746e-05,1.2489282051525333e-05
605,2,2,2,F1_equilibrated,F3_release_last,0.00024042915170998692,3.0395479953495143e-05
605,3,4,3,F1_equilibrated,F3_release_last,0.00024067651714919543,2.0434307612193694e-05
605,4,3,4,F1_equilibrated,F3_release_last,5.2192917715729314e-05,2.839080990277667e-06
606,1,1,1,F1_equilibrated,F3_release_last,0.00023062207384905511,2.3062655804587085e-05
606,2,2,2,F1_equilibrated,F3_release_last,5.767872609878551e-05,9.909159616180736e-06
606,3,4,3,F1_equilibrated,F3_release_last,-6.565420387931974e-05,0.0
606,4,3,4,F1_equilibrated,F3_release_last,0.00020909947608746884,3.4889298080211526e-05
607,1,1,1,F1_equilibrated,F3_release_last,3.304886932547525e-05,0.0
607,2,2,2,F1_equilibrated,F3_release_last,0.00013870219698792,9.895164861364034e-06
607,3,4,3,F1_equilibrated,F3_release_last,5.967305209432505e-05,1.2044761405003834e-07
607,4,3,4,F1_equilibrated,F3_release_last,-0.00010569289351615441,0.0
608,1,1,1,F1_equilibrated,F3_release_last,0.00017262075194743494,2.428810414255788e-05
608,2,2,2,F1_equilibrated,F3_release_last,0.0001596346397536967,2.1436251216006984e-05
608,3,4,3,F1_equilibrated,F3_release_last,7.369131497118007e-05,3.246256188204678e-05
608,4,3,4,F1_equilibrated,F3_release_last,0.00010773890589340154,1.462850694063328e-05
609,1,1,1,F1_equilibrated,F3_release_last,0.00011664584948910608,1.445350958652553e-05
609,2,2,2,F1_equilibrated,F3_release_last,1.2184402524055907e-05,0.0
609,3,4,3,F1_equilibrated,F3_release_last,-6.390648311723965e-06,0.0
609,4,3,4,F1_equilibrated,F3_release_last,4.311039308939335e-05,0.0
610,1,1,1,F1_equilibrated,F3_release_last,1.6461580757397634e-05,8.083998900637536e-06
610,2,2,2,F1_equilibrated,F3_release_last,0.00013260849596896142,1.9636342211792608e-05
610,3,4,3,F1_equilibrated,F3_release_last,3.702720473311265e-05,1.970890602110396e-05
610,4,3,4,F1_equilibrated,F3_release_last,-8.020633719196119e-06,3.041041859078229e-06
611,1,1,1,F1_equilibrated,F3_release_last,0.00016802665619188202,2.0797183715101425e-05
611,2,2,2,F1_equilibrated,F3_release_last,0.00014864395421994477,1.4374550324430715e-05
611,3,4,3,F1_equilibrated,F3_release_last,5.8303678405022263e-05,0.0
611,4,3,4,F1_equilibrated,F3_release_last,5.4798750605346974e-05,3.3304814627852864e-06
612,1,1,1,F1_equilibrated,F3_release_last,0.00012172910217153089,1.7811472746603755e-05
612,2,2,2,F1_equilibrated,F3_release_last,6.757906086900765e-05,5.366928553362377e-06
612,3,4,3,F1_equilibrated,F3_release_last,0.0001392336034237926,1.3453449295173082e-05
612,4,3,4,F1_equilibrated,F3_release_last,8.092792903076351e-05,7.372956162209261e-06
613,1,1,1,F1_equilibrated,F3_release_last,4.836517055216774e-05,4.3451900812289685e-06
613,2,2,2,F1_equilibrated,F3_release_last,5.002188729802924e-05,6.099494098232676e-07
613,3,4,3,F1_equilibrated,F3_release_last,0.00013785065383090447,5.998065009110297e-06
613,4,3,4,F1_equilibrated,F3_release_last,0.00015448600156496572,1.24432727601117e-05
614,1,1,1,F1_equilibrated,F3_release_last,7.945553152702983e-05,4.87611650542381e-06
614,2,2,2,F1_equilibrated,F3_release_last,0.0001582130262667049,1.4948051716447402e-05
614,3,4,3,F1_equilibrated,F3_release_last,0.00018785850250235825,1.2618647499125979e-05
614,4,3,4,F1_equilibrated,F3_release_last,0.00014679278850648556,8.455689506542234e-06
615,1,1,1,F1_equilibrated,F3_release_last,0.0001739986479597725,1.924756832145957e-05
615,2,2,2,F1_equilibrated,F3_release_last,0.0001383682737146133,1.4883769393077067e-05
615,3,4,3,F1_equilibrated,F3_release_last,0.0001941687255657687,1.5865437398962425e-05
615,4,3,4,F1_equilibrated,F3_release_last,0.00020055284657806254,1.861132795106667e-05
616,1,1,1,F1_equilibrated,F3_release_last,0.00011313666863697891,9.441654412375858e-06
616,2,2,2,F1_equilibrated,F3_release_last,7.983301585352126e-05,7.851507778766425e-06
616,3,4,3,F1_equilibrated,F3_release_last,8.673787928513074e-05,0.0
616,4,3,4,F1_equilibrated,F3_release_last,0.0001636720969930526,1.3018669167032607e-05
617,1,1,1,F1_equilibrated,F3_release_last,9.230506036156036e-05,1.1297653161885862e-05
617,2,2,2,F1_equilibrated,F3_release_last,0.00015968297241524508,1.7612279011651856e-05
617,3,4,3,F1_equilibrated,F3_release_last,0.0001661336427986812,1.4558598174637446e-05
617,4,3,4,F1_equilibrated,F3_release_last,8.739744849588227e-05,7.18220426961045e-06
618,1,1,1,F1_equilibrated,F3_release_last,0.00015791980911800292,1.8220372255837915e-05
618,2,2,2,F1_equilibrated,F3_release_last,8.572484535421428e-05,1.2548596567772859e-05
618,3,4,3,F1_equilibrated,F3_release_last,3.7027595044085426e-05,1.33772338181471e-05
618,4,3,4,F1_equilibrated,F3_release_last,0.00015263708124339977,1.9377341642068044e-05
619,1,1,1,F1_equilibrated,F3_release_last,6.747188725794544e-05,9.092623762828106e-06
619,2,2,2,F1_equilibrated,F3_release_last,8.979884211429874e-05,8.138803994297769e-06
619,3,4,3,F1_equilibrated,F3_release_last,7.699660778056651e-05,5.7407584639970755e-06
619,4,3,4,F1_equilibrated,F3_release_last,1.6759791264610996e-05,0.0
620,1,1,1,F1_equilibrated,F3_release_last,0.00011148307592845005,1.2867786691994924e-05
620,2,2,2,F1_equilibrated,F3_release_last,0.00014839854957555965,1.5313306455481306e-05
620,3,4,3,F1_equilibrated,F3_release_last,0.0001739435681145235,1.587311438780328e-05
620,4,3,4,F1_equilibrated,F3_release_last,0.00011911387385077354,1.0511969186915776e-05
621,1,1,1,F1_equilibrated,F3_release_last,0.00013986920958676194,1.3816763985645191e-05
621,2,2,2,F1_equilibrated,F3_release_last,7.965114573521906e-05,9.018096990263654e-06
621,3,4,3,F1_equilibrated,F3_release_last,7.039667923335394e-05,0.0
621,4,3,4,F1_equilibrated,F3_release_last,0.0001608898351592742,1.2193376185685436e-05
622,1,1,1,F1_equilibrated,F3_release_last,6.824900692279853e-05,7.539741380860332e-06
622,2,2,2,F1_equilibrated,F3_release_last,9.73158482238494e-05,9.443544906721129e-06
622,3,4,3,F1_equilibrated,F3_release_last,9.941177540698579e-05,8.660559827897976e-06
622,4,3,4,F1_equilibrated,F3_release_last,5.392368277049378e-05,3.75702185142655e-06
623,1,1,1,F1_equilibrated,F3_release_last,0.00011053666411184673,1.253964384111345e-05
623,2,2,2,F1_equilibrated,F3_release_last,0.0001175897635343117,1.303782849037139e-05
623,3,4,3,F1_equilibrated,F3_release_last,0.00011332424035202099,1.101182026547751e-05
623,4,3,4,F1_equilibrated,F3_release_last,0.00011532810684091593,1.181399202912904e-05
624,1,1,1,F1_equilibrated,F3_release_last,0.00010750717883453373,1.0892061340762307e-05
624,2,2,2,F1_equilibrated,F3_release_last,7.290794574066166e-05,7.356987028355345e-06
624,3,4,3,F1_equilibrated,F3_release_last,6.359457812023586e-05,6.887243884227826e-06
624,4,3,4,F1_equilibrated,F3_release_last,9.946228310970043e-05,9.363425574951878e-06
625,1,1,1,F1_equilibrated,F3_release_last,6.818174884848024e-05,6.819597106965574e-06
625,2,2,2,F1_equilibrated,F3_release_last,8.986877190633215e-05,9.044239540705783e-06
625,3,4,3,F1_equilibrated,F3_release_last,8.608594793138927e-05,8.715083581328775e-06
625,4,3,4,F1_equilibrated,F3_release_last,6.0010399911519796e-05,5.5974209717890924e-06
626,1,1,1,F1_equilibrated,F3_release_last,0.00010305349092956488,1.0966126951915183e-05
626,2,2,2,F1_equilibrated,F3_release_last,0.0001173877901267089,1.1986673127629879e-05
626,3,4,3,F1_equilibrated,F3_release_last,0.00010119404228378821,1.0369065683750196e-05
626,4,3,4,F1_equilibrated,F3_release_last,9.712107164640965e-05,1.0419754043725473e-05
627,1,1,1,F1_equilibrated,F3_release_last,0.0001277973825902154,1.170069437059218e-05
627,2,2,2,F1_equilibrated,F3_release_last,0.00014190261888945288,1.2358402165023579e-05
627,3,4,3,F1_equilibrated,F3_release_last,0.00011724598240075643,9.761723864626284e-06
627,4,3,4,F1_equilibrated,F3_release_last,0.00010658649586816477,9.193926251977683e-06
628,1,1,1,F1_equilibrated,F3_release_last,0.00013151955892455602,4.726868641546748e-06
628,2,2,2,F1_equilibrated,F3_release_last,8.904727526318212e-05,5.414308740073898e-06
628,3,4,3,F1_equilibrated,F3_release_last,8.952444455884688e-05,7.277384920632022e-06
628,4,3,4,F1_equilibrated,F3_release_last,0.00011267421953120235,6.936876505040128e-06
629,1,1,1,F1_equilibrated,F3_release_last,7.286123891160623e-05,5.0515168898662526e-06
629,2,2,2,F1_equilibrated,F3_release_last,7.111244888731265e-05,5.7501572107250196e-06
629,3,4,3,F1_equilibrated,F3_release_last,6.711220949069327e-05,5.136722763262854e-06
629,4,3,4,F1_equilibrated,F3_release_last,7.731614076295079e-05,5.783722478308606e-06
630,1,1,1,F1_equilibrated,F3_release_last,8.662946333508684e-05,6.561344541649531e-06
630,2,2,2,F1_equilibrated,F3_release_last,0.00013077152521246728,1.0786533810570225e-05
630,3,4,3,F1_equilibrated,F3_release_last,0.0001091282144490141,1.0228221095660373e-05
630,4,3,4,F1_equilibrated,F3_release_last,7.563622894443157e-05,6.57177001476281e-06
631,1,1,1,F1_equilibrated,F3_release_last,0.00013410894153983478,9.890509446062621e-06
631,2,2,2,F1_equilibrated,F3_release_last,9.908487063483261e-05,7.632464110627355e-06
631,3,4,3,F1_equilibrated,F3_release_last,8.023993813742816e-05,8.353345018167037e-06
631,4,3,4,F1_equilibrated,F3_release_last,0.0001103617746094649,1.0961979223536762e-05
632,1,1,1,F1_equilibrated,F3_release_last,7.729142116972773e-05,4.5127843542388125e-06
632,2,2,2,F1_equilibrated,F3_release_last,5.277468086386204e-05,3.2930333043940975e-06
632,3,4,3,F1_equilibrated,F3_release_last,3.9894251631316865e-05,2.881387985271015e-06
632,4,3,4,F1_equilibrated,F3_release_last,6.135822226281326e-05,4.63206468543113e-06
633,1,1,1,F1_equilibrated,F3_release_last,6.708483952396968e-05,4.07267458528318e-06
633,2,2,2,F1_equilibrated,F3_release_last,0.00013069766035361807,1.023908965379133e-05
633,3,4,3,F1_equilibrated,F3_release_last,9.458995909879253e-05,9.765779832171398e-06
633,4,3,4,F1_equilibrated,F3_release_last,4.879866867960221e-05,4.659219389196436e-06
634,1,1,1,F1_equilibrated,F3_release_last,0.00014161099616761055,1.1230350527153621e-05
634,2,2,2,F1_equilibrated,F3_release_last,0.0001078139632618505,8.566175170795186e-06
634,3,4,3,F1_equilibrated,F3_release_last,6.985970344634135e-05,8.767974809912498e-06
634,4,3,4,F1_equilibrated,F3_release_last,0.00010023324635630507,1.1611885197984704e-05
635,1,1,1,F1_equilibrated,F3_release_last,7.79355881104591e-05,3.6589457851324194e-06
635,2,2,2,F1_equilibrated,F3_release_last,3.010338205501617e-05,8.37316818532623e-07
635,3,4,3,F1_equilibrated,F3_release_last,1.080940172052021e-05,3.733453821819655e-07
635,4,3,4,F1_equilibrated,F3_release_last,4.589865649209761e-05,3.5086930140217597e-06
636,1,1,1,F1_equilibrated,F3_release_last,4.6969640011934946e-05,1.594329596598873e-06
636,2,2,2,F1_equilibrated,F3_release_last,0.00014088131973925312,1.1100535061476027e-05
636,3,4,3,F1_equilibrated,F3_release_last,9.119410608296984e-05,1.0485896658826797e-05
636,4,3,4,F1_equilibrated,F3_release_last,2.2946280859199863e-05,2.910319932283422e-06
637,1,1,1,F1_equilibrated,F3_release_last,0.000171757091948015,1.3423385084713286e-05
637,2,2,2,F1_equilibrated,F3_release_last,0.0001621995906179608,9.728281341363915e-06
637,3,4,3,F1_equilibrated,F3_release_last,0.00010311697195487281,9.477323385453105e-06
637,4,3,4,F1_equilibrated,F3_release_last,0.00011267577801870113,1.3706440131112376e-05
