element,integration_point,odb_integration_point,uel_integration_point,left,right,sdv15_delta,sdv16_delta 
2504,2,2,2,F1_equilibrated,F3_release_last,-1.6397507446565872e-05,0.0
2504,3,4,3,F1_equilibrated,F3_release_last,-7.626932562613569e-06,0.0
2504,4,3,4,F1_equilibrated,F3_release_last,-4.750233601110779e-06,0.0
2505,1,1,1,F1_equilibrated,F3_release_last,-2.0204139815962734e-05,0.0
2505,2,2,2,F1_equilibrated,F3_release_last,-2.391241135685106e-05,0.0
2505,3,4,3,F1_equilibrated,F3_release_last,-1.7193155583028092e-05,0.0
2505,4,3,4,F1_equilibrated,F3_release_last,-1.0961003459151767e-05,0.0
2506,1,1,1,F1_equilibrated,F3_release_last,-2.267850856885019e-05,0.0
2506,2,2,2,F1_equilibrated,F3_release_last,-1.5599151919542604e-05,0.0
2506,3,4,3,F1_equilibrated,F3_release_last,4.0015823778840405e-06,0.0
2506,4,3,4,F1_equilibrated,F3_release_last,-1.3183942791312981e-05,0.0
2507,1,1,1,F1_equilibrated,F3_release_last,-2.278842925367369e-05,0.0
2507,2,2,2,F1_equilibrated,F3_release_last,-4.950925684953081e-05,0.0
2507,3,4,3,F1_equilibrated,F3_release_last,-4.2388666956032965e-05,0.0
2507,4,3,4,F1_equilibrated,F3_release_last,-3.823799877226405e-06,1.2505904693025775e-06
2508,1,1,1,F1_equilibrated,F3_release_last,-4.2606635590622605e-05,0.0
2508,2,2,2,F1_equilibrated,F3_release_last,2.972503989976446e-06,0.0
2508,3,4,3,F1_equilibrated,F3_release_last,2.9744364459566752e-05,0.0
2508,4,3,4,F1_equilibrated,F3_release_last,-3.3394104430594014e-05,0.0
2509,1,1,1,F1_equilibrated,F3_release_last,9.440291010300971e-06,0.0
2509,2,2,2,F1_equilibrated,F3_release_last,-1.8468525818236933e-05,0.0
2509,3,4,3,F1_equilibrated,F3_release_last,-2.6543472591394044e-05,0.0
2509,4,3,4,F1_equilibrated,F3_release_last,3.157998572852328e-05,0.0
2510,1,1,1,F1_equilibrated,F3_release_last,6.4294862912658976e-06,0.0
2510,2,2,2,F1_equilibrated,F3_release_last,0.00010236093721043102,0.0
2510,3,4,3,F1_equilibrated,F3_release_last,1.127912188050753e-05,0.0
2510,4,3,4,F1_equilibrated,F3_release_last,-3.19830726651241e-05,0.0
2511,1,1,1,F1_equilibrated,F3_release_last,0.00010791305126036331,1.0916965520485248e-05
2511,2,2,2,F1_equilibrated,F3_release_last,2.7150258015030656e-05,0.0
2511,3,4,3,F1_equilibrated,F3_release_last,7.596233059753367e-05,0.0
2511,4,3,4,F1_equilibrated,F3_release_last,4.0203005511388486e-05,1.185327074965218e-05
2512,1,1,1,F1_equilibrated,F3_release_last,1.836307683054754e-05,0.0
2512,2,2,2,F1_equilibrated,F3_release_last,7.511884462455942e-05,0.0
2512,3,4,3,F1_equilibrated,F3_release_last,0.00010467218741658539,0.0
2512,4,3,4,F1_equilibrated,F3_release_last,9.323679582572586e-05,8.889597750044506e-06
2513,1,1,1,F1_equilibrated,F3_release_last,0.0001417333804798345,6.9271320370092794e-06
2513,2,2,2,F1_equilibrated,F3_release_last,0.00026697190916505267,0.0
2513,3,4,3,F1_equilibrated,F3_release_last,0.000433288375712779,3.5232009561512935e-05
2513,4,3,4,F1_equilibrated,F3_release_last,0.00019578873363224883,2.918863894017771e-05
2514,1,1,1,F1_equilibrated,F3_release_last,0.00026774250255642016,1.3205599268600963e-05
2514,2,2,2,F1_equilibrated,F3_release_last,0.00014460927416839455,0.0
2514,3,4,3,F1_equilibrated,F3_release_last,-4.422041420133619e-05,0.0
2514,4,3,4,F1_equilibrated,F3_release_last,0.0003689781183746875,1.6422149390395738e-05
2515,1,1,1,F1_equilibrated,F3_release_last,6.179977180520522e-05,0.0
2515,2,2,2,F1_equilibrated,F3_release_last,-4.130676761249664e-05,0.0
2515,3,4,3,F1_equilibrated,F3_release_last,0.00032335522693254133,3.638524599338728e-05
2515,4,3,4,F1_equilibrated,F3_release_last,-5.644503111963163e-05,0.0
2516,1,1,1,F1_equilibrated,F3_release_last,1.9842956886414673e-05,0.0
2516,2,2,2,F1_equilibrated,F3_release_last,0.0002900136505039801,0.0
2516,3,4,3,F1_equilibrated,F3_release_last,0.0009678505588963694,8.464889418775525e-05
2516,4,3,4,F1_equilibrated,F3_release_last,0.0005978144030880893,8.663578118759958e-05
2517,1,1,1,F1_equilibrated,F3_release_last,0.0004813124392357721,0.0
2517,2,2,2,F1_equilibrated,F3_release_last,0.0007337797558598464,5.204764494198756e-05
2517,3,4,3,F1_equilibrated,F3_release_last,0.00033869012630743586,2.695497147617385e-06
2517,4,3,4,F1_equilibrated,F3_release_last,0.0008984184181936956,0.0
2518,1,1,1,F1_equilibrated,F3_release_last,0.0006414355344022803,7.681150608328962e-05
2518,2,2,2,F1_equilibrated,F3_release_last,0.00013667911297073586,0.0
2518,3,4,3,F1_equilibrated,F3_release_last,0.0007917285874522086,8.044841348090826e-05
2518,4,3,4,F1_equilibrated,F3_release_last,0.00031010267231964227,4.516987906260869e-05
2519,1,1,1,F1_equilibrated,F3_release_last,0.0001122918563745811,0.0
2519,2,2,2,F1_equilibrated,F3_release_last,0.0005504210537282134,6.119743857479695e-05
2519,3,4,3,F1_equilibrated,F3_release_last,0.000367575324808524,0.0
2519,4,3,4,F1_equilibrated,F3_release_last,0.0008071283382734794,8.929816205392694e-05
2520,1,1,1,F1_equilibrated,F3_release_last,0.000528573085012949,4.329092148172586e-05
2520,2,2,2,F1_equilibrated,F3_release_last,3.075412708704664e-05,7.436919552805676e-05
2520,3,4,3,F1_equilibrated,F3_release_last,0.0005135621549343123,0.0
2520,4,3,4,F1_equilibrated,F3_release_last,0.00028891450305770783,0.0
2521,1,1,1,F1_equilibrated,F3_release_last,8.98905257332161e-06,0.0
2521,2,2,2,F1_equilibrated,F3_release_last,0.0004473447210972016,7.793916189955275e-05
2521,3,4,3,F1_equilibrated,F3_release_last,0.0002680047189824661,1.0912823354540004e-05
2521,4,3,4,F1_equilibrated,F3_release_last,0.0005079593951774417,0.0
2522,1,1,1,F1_equilibrated,F3_release_last,0.00047394998898560824,5.48386756943583e-05
2522,2,2,2,F1_equilibrated,F3_release_last,0.00010828126408182412,1.8051732725992992e-06
2522,3,4,3,F1_equilibrated,F3_release_last,0.00041739517684710736,4.7536566685809755e-06
2522,4,3,4,F1_equilibrated,F3_release_last,0.0002437381098176969,0.0
2523,1,1,1,F1_equilibrated,F3_release_last,7.808852989969403e-05,2.2186427887535077e-05
2523,2,2,2,F1_equilibrated,F3_release_last,0.0003612691709984697,8.064906606945624e-05
2523,3,4,3,F1_equilibrated,F3_release_last,0.0004208541425869024,8.146331990512446e-06
2523,4,3,4,F1_equilibrated,F3_release_last,0.00046485327479421634,0.0
2524,1,1,1,F1_equilibrated,F3_release_last,0.00046886445021862913,3.964648301586077e-05
2524,2,2,2,F1_equilibrated,F3_release_last,0.00047963957860388054,7.621231124690367e-05
2524,3,4,3,F1_equilibrated,F3_release_last,0.0006063344074363833,0.0
2524,4,3,4,F1_equilibrated,F3_release_last,0.00045876389782260885,0.0
2525,1,1,1,F1_equilibrated,F3_release_last,0.00045327703507049705,2.8352370143295506e-05
2525,2,2,2,F1_equilibrated,F3_release_last,0.00037047809833528136,3.033441752064688e-05
2525,3,4,3,F1_equilibrated,F3_release_last,0.00035308569456864863,0.0
2525,4,3,4,F1_equilibrated,F3_release_last,0.0005780180182169137,1.5173175060388547e-05
2526,1,1,1,F1_equilibrated,F3_release_last,0.0002941870490573602,6.180915042976816e-05
2526,2,2,2,F1_equilibrated,F3_release_last,0.0001685549630025332,8.440454300148031e-06
2526,3,4,3,F1_equilibrated,F3_release_last,0.00026413902933198827,1.6524873122721224e-06
2526,4,3,4,F1_equilibrated,F3_release_last,0.00026898207297583465,0.0
2527,1,1,1,F1_equilibrated,F3_release_last,0.00014413348166369272,2.94915915452971e-05
2527,2,2,2,F1_equilibrated,F3_release_last,0.00020304483990471814,1.1812813192181928e-05
2527,3,4,3,F1_equilibrated,F3_release_last,0.00020339519534062767,6.099343296964502e-07
2527,4,3,4,F1_equilibrated,F3_release_last,0.00024656507843555733,0.0
2528,1,1,1,F1_equilibrated,F3_release_last,0.00022233810822004825,3.107936621825932e-05
2528,2,2,2,F1_equilibrated,F3_release_last,0.00021613693926057775,1.405157156778589e-06
2528,3,4,3,F1_equilibrated,F3_release_last,0.00014688494587888727,1.7846563992204682e-06
2528,4,3,4,F1_equilibrated,F3_release_last,0.0001766859843206417,1.0512040005460164e-06
2529,1,1,1,F1_equilibrated,F3_release_last,0.00021646003588583068,1.658383012862613e-05
2529,2,2,2,F1_equilibrated,F3_release_last,0.00022354392124124267,0.0
2529,3,4,3,F1_equilibrated,F3_release_last,0.00014898884172436996,5.51718054339189e-07
2529,4,3,4,F1_equilibrated,F3_release_last,0.000139463518887566,1.0062416313667269e-05
2530,1,1,1,F1_equilibrated,F3_release_last,0.00018281119360979113,1.5387824299789837e-05
2530,2,2,2,F1_equilibrated,F3_release_last,6.444342683438985e-05,0.0
2530,3,4,3,F1_equilibrated,F3_release_last,5.9315129804213274e-05,1.479281662785173e-05
2530,4,3,4,F1_equilibrated,F3_release_last,0.00012751314559483057,3.260606456707057e-07
2531,1,1,1,F1_equilibrated,F3_release_last,4.457471857097217e-05,1.7808231055460155e-05
2531,2,2,2,F1_equilibrated,F3_release_last,0.00010866016488994372,0.0
2531,3,4,3,F1_equilibrated,F3_release_last,0.00012856504524592395,1.9074773092545494e-05
2531,4,3,4,F1_equilibrated,F3_release_last,5.959698546624537e-05,7.744712910214436e-06
2532,1,1,1,F1_equilibrated,F3_release_last,0.0001372832574742279,1.1781882609706012e-05
2532,2,2,2,F1_equilibrated,F3_release_last,0.00015139755436526306,0.0
2532,3,4,3,F1_equilibrated,F3_release_last,0.00010019144199547962,1.0290748467591112e-05
2532,4,3,4,F1_equilibrated,F3_release_last,0.00013944229709011297,2.249274488063768e-05
2533,1,1,1,F1_equilibrated,F3_release_last,0.00015308128642804904,4.957999346099891e-06
2533,2,2,2,F1_equilibrated,F3_release_last,0.0001435670310788676,0.0
2533,3,4,3,F1_equilibrated,F3_release_last,0.00012727296140857894,1.9007549440991107e-05
2533,4,3,4,F1_equilibrated,F3_release_last,9.693067832718984e-05,2.6600689929628073e-05
2534,1,1,1,F1_equilibrated,F3_release_last,0.00012984988130634867,0.0
2534,2,2,2,F1_equilibrated,F3_release_last,0.000101888186541969,0.0
2534,3,4,3,F1_equilibrated,F3_release_last,0.00010776924564698254,1.7363582200693962e-05
2534,4,3,4,F1_equilibrated,F3_release_last,0.00013017714676902617,1.6478401507133856e-05
2535,1,1,1,F1_equilibrated,F3_release_last,7.413148197113646e-05,0.0
2535,2,2,2,F1_equilibrated,F3_release_last,2.626044959732135e-05,0.0
2535,3,4,3,F1_equilibrated,F3_release_last,-7.194110736366555e-07,8.775983122697763e-06
2535,4,3,4,F1_equilibrated,F3_release_last,7.269561868102938e-05,5.589767470995464e-06
2536,1,1,1,F1_equilibrated,F3_release_last,3.0425184777901904e-06,2.885670244405329e-06
2536,2,2,2,F1_equilibrated,F3_release_last,-1.2519016613589742e-05,0.0
2536,3,4,3,F1_equilibrated,F3_release_last,-2.4996057160157903e-05,8.56744693843582e-06
2536,4,3,4,F1_equilibrated,F3_release_last,-2.6895816722525417e-05,1.2168236285001882e-05
2537,1,1,1,F1_equilibrated,F3_release_last,-1.66774893881564e-05,7.532565798630151e-06
2537,2,2,2,F1_equilibrated,F3_release_last,-1.2477113198785736e-05,0.0
2537,3,4,3,F1_equilibrated,F3_release_last,-4.713880793386083e-06,7.505156194094215e-06
2537,4,3,4,F1_equilibrated,F3_release_last,-1.905242534138568e-05,1.2190951988148065e-05
2538,1,1,1,F1_equilibrated,F3_release_last,-2.721802928649583e-06,7.384537115031524e-06
2538,2,2,2,F1_equilibrated,F3_release_last,1.9729824183597686e-05,0.0
2538,3,4,3,F1_equilibrated,F3_release_last,9.581948798228178e-05,8.5185320686501e-06
2538,4,3,4,F1_equilibrated,F3_release_last,2.606595561471109e-05,9.660538802992334e-06
2539,1,1,1,F1_equilibrated,F3_release_last,2.6765627059029476e-05,5.901960838892821e-06
2539,2,2,2,F1_equilibrated,F3_release_last,2.3536170874501397e-05,0.0
2539,3,4,3,F1_equilibrated,F3_release_last,0.00010291286486307193,7.276223018464877e-06
2539,4,3,4,F1_equilibrated,F3_release_last,0.00011641055525620642,1.7937598739530382e-05
2540,1,1,1,F1_equilibrated,F3_release_last,2.6203673509118952e-05,6.126987102451605e-06
2540,2,2,2,F1_equilibrated,F3_release_last,3.672088242073768e-05,0.0
2540,3,4,3,F1_equilibrated,F3_release_last,7.845192398287133e-05,1.2006195832428351e-05
2540,4,3,4,F1_equilibrated,F3_release_last,9.274188026759181e-05,1.2378978413102011e-05
2541,1,1,1,F1_equilibrated,F3_release_last,4.419932881166537e-05,0.0
2541,2,2,2,F1_equilibrated,F3_release_last,5.411361540173104e-05,0.0
2541,3,4,3,F1_equilibrated,F3_release_last,8.345274405012482e-05,8.146510131821008e-06
2541,4,3,4,F1_equilibrated,F3_release_last,7.596290743501835e-05,1.608811591548038e-05
2542,1,1,1,F1_equilibrated,F3_release_last,6.257084285488795e-05,3.3648785244917104e-06
2542,2,2,2,F1_equilibrated,F3_release_last,7.576213135800959e-05,0.0
2542,3,4,3,F1_equilibrated,F3_release_last,8.74919630624079e-05,1.363982229872474e-05
2542,4,3,4,F1_equilibrated,F3_release_last,8.654194519497685e-05,1.254939138586029e-05
2543,1,1,1,F1_equilibrated,F3_release_last,8.198352734108127e-05,0.0
2543,2,2,2,F1_equilibrated,F3_release_last,8.578940875771969e-05,3.0212439445149487e-06
2543,3,4,3,F1_equilibrated,F3_release_last,8.547135465397648e-05,9.344116036858938e-06
2543,4,3,4,F1_equilibrated,F3_release_last,8.720509919152124e-05,1.3525501306724556e-05
2544,1,1,1,F1_equilibrated,F3_release_last,9.374749004874804e-05,0.0
2544,2,2,2,F1_equilibrated,F3_release_last,0.00011168349104996762,1.922317977487561e-06
2544,3,4,3,F1_equilibrated,F3_release_last,7.267283936682883e-05,9.44193030741401e-06
2544,4,3,4,F1_equilibrated,F3_release_last,8.157744736974996e-05,1.274229849425497e-05
2545,1,1,1,F1_equilibrated,F3_release_last,0.00010896170289045534,2.300984869999575e-06
2545,2,2,2,F1_equilibrated,F3_release_last,8.35896383500085e-05,0.0
2545,3,4,3,F1_equilibrated,F3_release_last,8.323265243835413e-05,1.4768643295654123e-05
2545,4,3,4,F1_equilibrated,F3_release_last,7.311635022827154e-05,9.343572577111031e-06
2546,1,1,1,F1_equilibrated,F3_release_last,8.387857597808024e-05,3.0714082403595928e-06
2546,2,2,2,F1_equilibrated,F3_release_last,0.00011004003279863582,4.110211419853832e-06
2546,3,4,3,F1_equilibrated,F3_release_last,9.54038656583861e-05,5.620862008691874e-06
2546,4,3,4,F1_equilibrated,F3_release_last,8.920457419915248e-05,1.0796992571391597e-05
2547,1,1,1,F1_equilibrated,F3_release_last,9.97102551963426e-05,4.569445572508201e-06
2547,2,2,2,F1_equilibrated,F3_release_last,4.532732113543547e-05,6.281184498745616e-06
2547,3,4,3,F1_equilibrated,F3_release_last,6.789893425147679e-05,8.187948809877774e-06
2547,4,3,4,F1_equilibrated,F3_release_last,8.969503664017602e-05,9.352153701087354e-06
2548,1,1,1,F1_equilibrated,F3_release_last,2.999808729724912e-05,4.4090704969904386e-06
2548,2,2,2,F1_equilibrated,F3_release_last,4.250077567113236e-05,0.0
2548,3,4,3,F1_equilibrated,F3_release_last,6.70477121589956e-05,1.1208536665804317e-05
2548,4,3,4,F1_equilibrated,F3_release_last,6.18306019460179e-05,9.051959378925524e-06
2549,1,1,1,F1_equilibrated,F3_release_last,5.111779097591654e-05,1.2523305366362366e-07
2549,2,2,2,F1_equilibrated,F3_release_last,6.21572262243051e-05,1.2092344584862169e-06
2549,3,4,3,F1_equilibrated,F3_release_last,9.027566218758852e-05,4.976663118724605e-06
2549,4,3,4,F1_equilibrated,F3_release_last,7.466954307937951e-05,1.1403587642902328e-05
2550,1,1,1,F1_equilibrated,F3_release_last,6.926429130125859e-05,2.611423895296271e-06
2550,2,2,2,F1_equilibrated,F3_release_last,7.764171893581001e-05,5.380541275469574e-06
2550,3,4,3,F1_equilibrated,F3_release_last,7.032453775799447e-05,8.419722725538448e-06
2550,4,3,4,F1_equilibrated,F3_release_last,8.911142152061291e-05,8.51158458261669e-06
2551,1,1,1,F1_equilibrated,F3_release_last,7.733545497904705e-05,0.0
2551,2,2,2,F1_equilibrated,F3_release_last,6.812129865409536e-05,4.213500538886687e-07
2551,3,4,3,F1_equilibrated,F3_release_last,6.546131615813369e-05,1.3194609568028875e-05
2551,4,3,4,F1_equilibrated,F3_release_last,6.398751112520785e-05,9.772685844624922e-06
2552,1,1,1,F1_equilibrated,F3_release_last,6.787783830683632e-05,4.489062519535763e-06
2552,2,2,2,F1_equilibrated,F3_release_last,7.642684859344995e-05,3.5701799304503623e-06
2552,3,4,3,F1_equilibrated,F3_release_last,7.36814460041129e-05,7.0637089173250945e-06
2552,4,3,4,F1_equilibrated,F3_release_last,6.805879818041691e-05,8.813572380308391e-06
2553,1,1,1,F1_equilibrated,F3_release_last,7.670511899552854e-05,0.0
2553,2,2,2,F1_equilibrated,F3_release_last,6.891635758563865e-05,1.825495734017208e-06
2553,3,4,3,F1_equilibrated,F3_release_last,7.763728744440701e-05,1.4346779773392166e-05
2553,4,3,4,F1_equilibrated,F3_release_last,7.624799446710913e-05,9.52813080334436e-06
2554,1,1,1,F1_equilibrated,F3_release_last,7.638889047409912e-05,4.604787023438999e-06
2554,2,2,2,F1_equilibrated,F3_release_last,0.00010459299139649672,5.423398783998938e-06
2554,3,4,3,F1_equilibrated,F3_release_last,6.442493453392983e-05,5.994788190226896e-06
2554,4,3,4,F1_equilibrated,F3_release_last,7.446930808324703e-05,1.0319322127587578e-05
2555,1,1,1,F1_equilibrated,F3_release_last,0.0001077238935575011,2.3176879943348407e-06
2555,2,2,2,F1_equilibrated,F3_release_last,8.80735764124986e-05,0.0
2555,3,4,3,F1_equilibrated,F3_release_last,0.00012778173298604728,1.4077915308544054e-05
2555,4,3,4,F1_equilibrated,F3_release_last,7.870995573318156e-05,5.506136089678221e-06
2556,1,1,1,F1_equilibrated,F3_release_last,6.176006310022047e-05,0.0
2556,2,2,2,F1_equilibrated,F3_release_last,9.520524950441464e-06,0.0
2556,3,4,3,F1_equilibrated,F3_release_last,9.471766896466255e-05,8.907327436071585e-06
2556,4,3,4,F1_equilibrated,F3_release_last,0.00013207098681908974,1.24055137487477e-05
2557,1,1,1,F1_equilibrated,F3_release_last,8.089862756082908e-06,0.0
2557,2,2,2,F1_equilibrated,F3_release_last,5.642075910240567e-05,6.129193867255808e-06
2557,3,4,3,F1_equilibrated,F3_release_last,0.00011704800528086583,2.1276067323970703e-05
2557,4,3,4,F1_equilibrated,F3_release_last,9.069227319358393e-05,1.9046258612569504e-05
2558,1,1,1,F1_equilibrated,F3_release_last,5.745647660304089e-05,1.6668528233018806e-06
2558,2,2,2,F1_equilibrated,F3_release_last,1.1955213090756103e-05,0.0
2558,3,4,3,F1_equilibrated,F3_release_last,7.807632047349307e-05,1.847481505053302e-05
2558,4,3,4,F1_equilibrated,F3_release_last,0.00011366757093776714,1.751936413066466e-05
2559,1,1,1,F1_equilibrated,F3_release_last,1.4032659894061897e-05,1.9980623197779794e-05
2559,2,2,2,F1_equilibrated,F3_release_last,6.52096136230032e-05,1.5760430930897057e-05
2559,3,4,3,F1_equilibrated,F3_release_last,9.529078248670525e-05,2.097154507118193e-05
2559,4,3,4,F1_equilibrated,F3_release_last,7.315227484855358e-05,2.0304750127416414e-05
2560,1,1,1,F1_equilibrated,F3_release_last,7.131683368557899e-05,2.2304798942482384e-06
2560,2,2,2,F1_equilibrated,F3_release_last,3.682511546060016e-05,0.0
2560,3,4,3,F1_equilibrated,F3_release_last,4.717738067749368e-05,0.0
2560,4,3,4,F1_equilibrated,F3_release_last,8.833083057008424e-05,1.3909860610827494e-05
2561,1,1,1,F1_equilibrated,F3_release_last,-2.9691942116051294e-06,0.0
2561,2,2,2,F1_equilibrated,F3_release_last,-3.45252725644459e-06,0.0
2561,3,4,3,F1_equilibrated,F3_release_last,-3.632402231656506e-06,0.0
2561,4,3,4,F1_equilibrated,F3_release_last,-3.6377255906617214e-06,0.0
2562,1,1,1,F1_equilibrated,F3_release_last,-3.2369045438030876e-06,0.0
2562,2,2,2,F1_equilibrated,F3_release_last,-2.1644792927612125e-06,0.0
2562,3,4,3,F1_equilibrated,F3_release_last,-1.030681957166114e-06,0.0
2562,4,3,4,F1_equilibrated,F3_release_last,-2.9338469954286555e-06,0.0
2563,1,1,1,F1_equilibrated,F3_release_last,-2.4362046590813945e-06,0.0
2563,2,2,2,F1_equilibrated,F3_release_last,-4.2509974166152445e-06,0.0
2563,3,4,3,F1_equilibrated,F3_release_last,-5.5854077935865895e-06,0.0
2563,4,3,4,F1_equilibrated,F3_release_last,-1.7411655317145553e-06,3.5872091054071777e-07
2564,1,1,1,F1_equilibrated,F3_release_last,-4.159028139407835e-06,0.0
2564,2,2,2,F1_equilibrated,F3_release_last,-2.092970643807998e-06,0.0
2564,3,4,3,F1_equilibrated,F3_release_last,-1.6885370145176606e-06,0.0
2564,4,3,4,F1_equilibrated,F3_release_last,-5.57130602490483e-06,0.0
2565,1,1,1,F1_equilibrated,F3_release_last,-9.226990303448548e-07,0.0
2565,2,2,2,F1_equilibrated,F3_release_last,2.08484980692252e-07,0.0
2565,3,4,3,F1_equilibrated,F3_release_last,5.040876277751904e-06,3.7232608118768373e-07
2565,4,3,4,F1_equilibrated,F3_release_last,1.1549886634110634e-06,2.3946472965751764e-07
2566,1,1,1,F1_equilibrated,F3_release_last,5.780247073282517e-07,0.0
2566,2,2,2,F1_equilibrated,F3_release_last,4.564420048758328e-07,0.0
2566,3,4,3,F1_equilibrated,F3_release_last,6.362848907031819e-06,5.031648773603508e-07
2566,4,3,4,F1_equilibrated,F3_release_last,6.4363182243242355e-06,7.946224042423729e-07
2567,1,1,1,F1_equilibrated,F3_release_last,9.823911874037438e-07,0.0
2567,2,2,2,F1_equilibrated,F3_release_last,2.5408937787217277e-06,0.0
2567,3,4,3,F1_equilibrated,F3_release_last,4.11587465865915e-06,0.0
2567,4,3,4,F1_equilibrated,F3_release_last,5.741087927529866e-06,0.0
2568,1,1,1,F1_equilibrated,F3_release_last,5.0635011718786984e-06,7.3549296008585e-08
2568,2,2,2,F1_equilibrated,F3_release_last,1.0396890146214429e-05,3.635651892657795e-07
2568,3,4,3,F1_equilibrated,F3_release_last,9.068169535185676e-06,5.652006337447412e-07
2568,4,3,4,F1_equilibrated,F3_release_last,5.007363488582971e-06,3.3711480598730154e-07
2569,1,1,1,F1_equilibrated,F3_release_last,1.0922654360729964e-05,3.913725988883945e-07
2569,2,2,2,F1_equilibrated,F3_release_last,7.025679933252206e-06,3.3223517412596977e-08
2569,3,4,3,F1_equilibrated,F3_release_last,7.046219333630739e-06,3.4742397823467535e-07
2569,4,3,4,F1_equilibrated,F3_release_last,9.614479312349705e-06,7.661387815262016e-07
2570,1,1,1,F1_equilibrated,F3_release_last,5.1961832015870614e-06,5.851558363693642e-08
2570,2,2,2,F1_equilibrated,F3_release_last,4.094879605874457e-06,0.0
2570,3,4,3,F1_equilibrated,F3_release_last,3.850781545053052e-06,2.369846108571265e-08
2570,4,3,4,F1_equilibrated,F3_release_last,5.501841171466534e-06,3.019641142178059e-07
2571,1,1,1,F1_equilibrated,F3_release_last,4.787424812243075e-06,1.288233241096923e-07
2571,2,2,2,F1_equilibrated,F3_release_last,7.780797098293048e-06,5.316982598943178e-07
2571,3,4,3,F1_equilibrated,F3_release_last,5.782619298703119e-06,4.661557463676818e-07
2571,4,3,4,F1_equilibrated,F3_release_last,3.926015817498437e-06,8.625231576531571e-08
2572,1,1,1,F1_equilibrated,F3_release_last,9.332084239248821e-06,6.49840855266644e-07
2572,2,2,2,F1_equilibrated,F3_release_last,1.057690723941825e-05,1.034900828710355e-06
2572,3,4,3,F1_equilibrated,F3_release_last,8.506366414321454e-06,9.556823734427394e-07
2572,4,3,4,F1_equilibrated,F3_release_last,7.009920542173264e-06,6.220609064319129e-07
2573,1,1,1,F1_equilibrated,F3_release_last,1.0069878895750382e-05,8.844256030366682e-07
2573,2,2,2,F1_equilibrated,F3_release_last,7.4398286998028385e-06,6.861460226592927e-07
2573,3,4,3,F1_equilibrated,F3_release_last,7.870053688434535e-06,8.816018593481587e-07
2573,4,3,4,F1_equilibrated,F3_release_last,8.736838396245406e-06,8.56167481977485e-07
2574,1,1,1,F1_equilibrated,F3_release_last,6.653694579155617e-06,2.844585400914367e-07
2574,2,2,2,F1_equilibrated,F3_release_last,7.135986415931499e-06,7.589968409040893e-07
2574,3,4,3,F1_equilibrated,F3_release_last,8.999465288817227e-06,1.0409359816629215e-06
2574,4,3,4,F1_equilibrated,F3_release_last,7.940424352209847e-06,5.541929640701411e-07
2575,1,1,1,F1_equilibrated,F3_release_last,7.125092213949838e-06,1.5940137335043396e-07
2575,2,2,2,F1_equilibrated,F3_release_last,6.613036863852153e-06,8.486751151575859e-07
2575,3,4,3,F1_equilibrated,F3_release_last,8.29146916782615e-06,9.990769001630106e-07
2575,4,3,4,F1_equilibrated,F3_release_last,9.093527463668733e-06,4.610475005913165e-07
2576,1,1,1,F1_equilibrated,F3_release_last,5.522995403312706e-06,0.0
2576,2,2,2,F1_equilibrated,F3_release_last,3.0570021008599673e-06,7.147202471261177e-07
2576,3,4,3,F1_equilibrated,F3_release_last,5.780887141066624e-06,9.175422857540568e-07
2576,4,3,4,F1_equilibrated,F3_release_last,7.4038498685701415e-06,1.9915719345411276e-07
2577,1,1,1,F1_equilibrated,F3_release_last,2.377653946926037e-06,0.0
2577,2,2,2,F1_equilibrated,F3_release_last,2.9876335768031404e-06,7.166664534471839e-07
2577,3,4,3,F1_equilibrated,F3_release_last,4.666435720030747e-06,6.237740265967918e-07
2577,4,3,4,F1_equilibrated,F3_release_last,5.047399230615954e-06,0.0
2578,1,1,1,F1_equilibrated,F3_release_last,3.3647359232714496e-06,0.0
2578,2,2,2,F1_equilibrated,F3_release_last,3.785019063599256e-06,7.744287133819687e-07
2578,3,4,3,F1_equilibrated,F3_release_last,-1.029954989748298e-06,5.620872156421221e-07
2578,4,3,4,F1_equilibrated,F3_release_last,3.038013564566266e-06,0.0
2579,1,1,1,F1_equilibrated,F3_release_last,5.803750945790819e-06,0.0
2579,2,2,2,F1_equilibrated,F3_release_last,1.089874587446945e-05,1.6332351243914722e-06
2579,3,4,3,F1_equilibrated,F3_release_last,-1.3273683707258323e-06,3.5764138338253496e-07
2579,4,3,4,F1_equilibrated,F3_release_last,-2.199655553963243e-06,0.0
2580,1,1,1,F1_equilibrated,F3_release_last,1.2123163905602462e-05,8.268717725505614e-07
2580,2,2,2,F1_equilibrated,F3_release_last,1.0373341247682676e-05,1.4270402627420455e-06
2580,3,4,3,F1_equilibrated,F3_release_last,1.4476030572760064e-06,3.2405648832006466e-07
2580,4,3,4,F1_equilibrated,F3_release_last,-3.5008837125682685e-07,0.0
2581,1,1,1,F1_equilibrated,F3_release_last,9.7317588399606e-06,0.0
2581,2,2,2,F1_equilibrated,F3_release_last,9.7287457627413e-06,1.1054830296290033e-06
2581,3,4,3,F1_equilibrated,F3_release_last,1.734177062721529e-05,0.0
2581,4,3,4,F1_equilibrated,F3_release_last,6.1881223885219e-06,0.0
2582,1,1,1,F1_equilibrated,F3_release_last,8.459192935406863e-06,0.0
2582,2,2,2,F1_equilibrated,F3_release_last,4.993723185455745e-06,8.893488097918306e-07
