quantity,value
N1_over_N0,3.0697201017811704
N2_over_N1,2.8060344827586206
N2_over_N0,8.613740458015267
t1_over_t0,2.8169868554095046
t2_over_t1,2.856424982053123
t2_over_t0,8.046511627906977
loglog_walltime_vs_N_slope_alpha,0.9677147805787956
note,serial_scaling_only_not_parallel
