element,phase_variable,phase_value,threshold,step,frame
27304,SDV15,0.9761754274368286,0.5,Step-2,140
27305,SDV15,0.9744916558265686,0.5,Step-2,140
27306,SDV15,0.9726294875144958,0.5,Step-2,140
27307,SDV15,0.9705462455749512,0.5,Step-2,140
27308,SDV15,0.9681698083877563,0.5,Step-2,140
27309,SDV15,0.9653711915016174,0.5,Step-2,140
27310,SDV15,0.961916446685791,0.5,Step-2,140
27311,SDV15,0.9573911428451538,0.5,Step-2,140
27312,SDV15,0.9511006474494934,0.5,Step-2,140
27313,SDV15,0.9419790506362915,0.5,Step-2,140
27314,SDV15,0.9285889863967896,0.5,Step-2,140
27315,SDV15,0.9093170166015625,0.5,Step-2,140
27316,SDV15,0.8828146457672119,0.5,Step-2,140
27317,SDV15,0.8486003875732422,0.5,Step-2,140
27318,SDV15,0.8073871731758118,0.5,Step-2,140
27319,SDV15,0.7607888579368591,0.5,Step-2,140
27320,SDV15,0.7107363939285278,0.5,Step-2,140
27321,SDV15,0.659037172794342,0.5,Step-2,140
27322,SDV15,0.6071718335151672,0.5,Step-2,140
27323,SDV15,0.5562593340873718,0.5,Step-2,140
27324,SDV15,0.5071021318435669,0.5,Step-2,140
27461,SDV15,0.5261973142623901,0.5,Step-2,140
27462,SDV15,0.5997713208198547,0.5,Step-2,140
27463,SDV15,0.6879143714904785,0.5,Step-2,140
27464,SDV15,0.793117105960846,0.5,Step-2,140
27465,SDV15,0.8353330492973328,0.5,Step-2,140
27466,SDV15,0.8443364500999451,0.5,Step-2,140
27467,SDV15,0.8526574373245239,0.5,Step-2,140
27468,SDV15,0.8615050315856934,0.5,Step-2,140
27469,SDV15,0.8706611394882202,0.5,Step-2,140
27470,SDV15,0.8806380033493042,0.5,Step-2,140
27471,SDV15,0.891808271408081,0.5,Step-2,140
27472,SDV15,0.9046533107757568,0.5,Step-2,140
27473,SDV15,0.9199015498161316,0.5,Step-2,140
27474,SDV15,0.9386599659919739,0.5,Step-2,140
27475,SDV15,0.9619115591049194,0.5,Step-2,140
27476,SDV15,0.9904468655586243,0.5,Step-2,140
27477,SDV15,1.0015010833740234,0.5,Step-2,140
27478,SDV15,1.001982569694519,0.5,Step-2,140
27479,SDV15,0.9985905885696411,0.5,Step-2,140
27480,SDV15,0.9969466328620911,0.5,Step-2,140
27481,SDV15,0.9964098334312439,0.5,Step-2,140
27482,SDV15,0.9960113763809204,0.5,Step-2,140
27483,SDV15,0.9961071014404297,0.5,Step-2,140
27484,SDV15,0.996230959892273,0.5,Step-2,140
27485,SDV15,0.9963536262512207,0.5,Step-2,140
27486,SDV15,0.9964857697486877,0.5,Step-2,140
27487,SDV15,0.9966393113136292,0.5,Step-2,140
27488,SDV15,0.9968600869178772,0.5,Step-2,140
27489,SDV15,0.997437059879303,0.5,Step-2,140
27490,SDV15,0.998843789100647,0.5,Step-2,140
27491,SDV15,1.0027838945388794,0.5,Step-2,140
27492,SDV15,1.0020610094070435,0.5,Step-2,140
27493,SDV15,0.989662766456604,0.5,Step-2,140
27494,SDV15,0.9617539048194885,0.5,Step-2,140
27495,SDV15,0.9387732744216919,0.5,Step-2,140
27496,SDV15,0.9216548800468445,0.5,Step-2,140
27497,SDV15,0.9078620672225952,0.5,Step-2,140
27498,SDV15,0.8964062333106995,0.5,Step-2,140
27499,SDV15,0.8867741227149963,0.5,Step-2,140
27500,SDV15,0.8786052465438843,0.5,Step-2,140
27501,SDV15,0.8716321587562561,0.5,Step-2,140
27502,SDV15,0.8656544089317322,0.5,Step-2,140
27503,SDV15,0.8605219125747681,0.5,Step-2,140
27504,SDV15,0.8561241030693054,0.5,Step-2,140
27505,SDV15,0.8523673415184021,0.5,Step-2,140
27506,SDV15,0.8491390347480774,0.5,Step-2,140
27507,SDV15,0.8463392853736877,0.5,Step-2,140
27508,SDV15,0.8438913226127625,0.5,Step-2,140
27509,SDV15,0.8417346477508545,0.5,Step-2,140
27510,SDV15,0.839820921421051,0.5,Step-2,140
27511,SDV15,0.8381112813949585,0.5,Step-2,140
27512,SDV15,0.836574375629425,0.5,Step-2,140
27513,SDV15,0.8351850509643555,0.5,Step-2,140
27514,SDV15,0.8339228630065918,0.5,Step-2,140
27515,SDV15,0.832770824432373,0.5,Step-2,140
27516,SDV15,0.8317132592201233,0.5,Step-2,140
27517,SDV15,0.830734372138977,0.5,Step-2,140
27518,SDV15,0.8298183083534241,0.5,Step-2,140
27519,SDV15,0.8289502263069153,0.5,Step-2,140
27520,SDV15,0.828116774559021,0.5,Step-2,140
27521,SDV15,0.8273060917854309,0.5,Step-2,140
27522,SDV15,0.826507031917572,0.5,Step-2,140
27523,SDV15,0.825709342956543,0.5,Step-2,140
27524,SDV15,0.8249030113220215,0.5,Step-2,140
27525,SDV15,0.824078381061554,0.5,Step-2,140
27526,SDV15,0.8232255578041077,0.5,Step-2,140
27527,SDV15,0.8223345279693604,0.5,Step-2,140
27528,SDV15,0.8213950395584106,0.5,Step-2,140
27529,SDV15,0.8203960061073303,0.5,Step-2,140
27530,SDV15,0.8193257451057434,0.5,Step-2,140
27531,SDV15,0.8181710243225098,0.5,Step-2,140
27532,SDV15,0.8169170022010803,0.5,Step-2,140
27533,SDV15,0.8155465126037598,0.5,Step-2,140
27534,SDV15,0.8140394687652588,0.5,Step-2,140
27535,SDV15,0.8123716711997986,0.5,Step-2,140
27536,SDV15,0.810512900352478,0.5,Step-2,140
27537,SDV15,0.8084241151809692,0.5,Step-2,140
27538,SDV15,0.8060520887374878,0.5,Step-2,140
27539,SDV15,0.8033202290534973,0.5,Step-2,140
27540,SDV15,0.8001130819320679,0.5,Step-2,140
27541,SDV15,0.7962505221366882,0.5,Step-2,140
27542,SDV15,0.7914487719535828,0.5,Step-2,140
27543,SDV15,0.7852692604064941,0.5,Step-2,140
27544,SDV15,0.7770676016807556,0.5,Step-2,140
27545,SDV15,0.7659795880317688,0.5,Step-2,140
27546,SDV15,0.7510046362876892,0.5,Step-2,140
27547,SDV15,0.7312330007553101,0.5,Step-2,140
27548,SDV15,0.7061601281166077,0.5,Step-2,140
27549,SDV15,0.6758971214294434,0.5,Step-2,140
27550,SDV15,0.641167938709259,0.5,Step-2,140
27551,SDV15,0.6031201481819153,0.5,Step-2,140
27552,SDV15,0.5630431175231934,0.5,Step-2,140
27553,SDV15,0.5221402645111084,0.5,Step-2,140
27683,SDV15,0.5289484858512878,0.5,Step-2,140
27684,SDV15,0.6053420901298523,0.5,Step-2,140
27685,SDV15,0.6959404945373535,0.5,Step-2,140
27686,SDV15,0.8027517795562744,0.5,Step-2,140
27687,SDV15,0.8434062004089355,0.5,Step-2,140
27688,SDV15,0.8532555103302002,0.5,Step-2,140
27689,SDV15,0.8633760213851929,0.5,Step-2,140
27690,SDV15,0.8745232820510864,0.5,Step-2,140
27691,SDV15,0.8867092728614807,0.5,Step-2,140
27692,SDV15,0.9006026387214661,0.5,Step-2,140
27693,SDV15,0.9168973565101624,0.5,Step-2,140
27694,SDV15,0.9366273880004883,0.5,Step-2,140
27695,SDV15,0.9606956839561462,0.5,Step-2,140
27696,SDV15,0.9907743334770203,0.5,Step-2,140
27697,SDV15,1.0011322498321533,0.5,Step-2,140
27698,SDV15,1.0016086101531982,0.5,Step-2,140
27699,SDV15,0.9992676377296448,0.5,Step-2,140
27700,SDV15,0.997652530670166,0.5,Step-2,140
27701,SDV15,0.9971805214881897,0.5,Step-2,140
27702,SDV15,0.9971226453781128,0.5,Step-2,140
27703,SDV15,0.9972977638244629,0.5,Step-2,140
27704,SDV15,0.9974830746650696,0.5,Step-2,140
27705,SDV15,0.9977607131004333,0.5,Step-2,140
27706,SDV15,0.9983766674995422,0.5,Step-2,140
27707,SDV15,0.9994733333587646,0.5,Step-2,140
27708,SDV15,1.0021229982376099,0.5,Step-2,140
27709,SDV15,1.0015097856521606,0.5,Step-2,140
27710,SDV15,0.9903833270072937,0.5,Step-2,140
27711,SDV15,0.9611685276031494,0.5,Step-2,140
27712,SDV15,0.9379701018333435,0.5,Step-2,140
27713,SDV15,0.9202837944030762,0.5,Step-2,140
27714,SDV15,0.9059752225875854,0.5,Step-2,140
27715,SDV15,0.894145131111145,0.5,Step-2,140
27716,SDV15,0.8842141628265381,0.5,Step-2,140
27717,SDV15,0.875748336315155,0.5,Step-2,140
27718,SDV15,0.8684110045433044,0.5,Step-2,140
27719,SDV15,0.8619304895401001,0.5,Step-2,140
27720,SDV15,0.8560677170753479,0.5,Step-2,140
27721,SDV15,0.8505478501319885,0.5,Step-2,140
27722,SDV15,0.8449476361274719,0.5,Step-2,140
27723,SDV15,0.838982343673706,0.5,Step-2,140
27724,SDV15,0.8274325132369995,0.5,Step-2,140
27725,SDV15,0.7822889089584351,0.5,Step-2,140
27726,SDV15,0.6947992444038391,0.5,Step-2,140
27727,SDV15,0.6210569143295288,0.5,Step-2,140
27728,SDV15,0.5602439641952515,0.5,Step-2,140
27729,SDV15,0.5096805095672607,0.5,Step-2,140
27906,SDV15,0.5450499057769775,0.5,Step-2,140
27907,SDV15,0.6187208890914917,0.5,Step-2,140
27908,SDV15,0.7067133784294128,0.5,Step-2,140
27909,SDV15,0.8116113543510437,0.5,Step-2,140
27910,SDV15,0.8508768081665039,0.5,Step-2,140
27911,SDV15,0.8611432909965515,0.5,Step-2,140
27912,SDV15,0.8726710081100464,0.5,Step-2,140
27913,SDV15,0.8856213688850403,0.5,Step-2,140
27914,SDV15,0.9001230001449585,0.5,Step-2,140
27915,SDV15,0.9170479774475098,0.5,Step-2,140
27916,SDV15,0.9373895525932312,0.5,Step-2,140
27917,SDV15,0.9619669318199158,0.5,Step-2,140
27918,SDV15,0.9915357232093811,0.5,Step-2,140
27919,SDV15,1.0008621215820312,0.5,Step-2,140
27920,SDV15,1.0011496543884277,0.5,Step-2,140
27921,SDV15,0.9990963935852051,0.5,Step-2,140
27922,SDV15,0.9979754686355591,0.5,Step-2,140
27923,SDV15,0.9976865649223328,0.5,Step-2,140
27924,SDV15,0.9978885054588318,0.5,Step-2,140
27925,SDV15,0.9981307983398438,0.5,Step-2,140
27926,SDV15,0.9985893368721008,0.5,Step-2,140
27927,SDV15,0.9991957545280457,0.5,Step-2,140
27928,SDV15,1.0015603303909302,0.5,Step-2,140
27929,SDV15,1.0012097358703613,0.5,Step-2,140
27930,SDV15,0.9915122985839844,0.5,Step-2,140
27931,SDV15,0.9632089138031006,0.5,Step-2,140
27932,SDV15,0.9393186569213867,0.5,Step-2,140
27933,SDV15,0.9210364818572998,0.5,Step-2,140
27934,SDV15,0.9061963558197021,0.5,Step-2,140
27935,SDV15,0.8938385248184204,0.5,Step-2,140
27936,SDV15,0.8833543658256531,0.5,Step-2,140
27937,SDV15,0.8742492198944092,0.5,Step-2,140
27938,SDV15,0.8660651445388794,0.5,Step-2,140
27939,SDV15,0.85831618309021,0.5,Step-2,140
27940,SDV15,0.851213812828064,0.5,Step-2,140
27941,SDV15,0.8417214751243591,0.5,Step-2,140
27942,SDV15,0.7987741827964783,0.5,Step-2,140
27943,SDV15,0.7014360427856445,0.5,Step-2,140
27944,SDV15,0.6210997104644775,0.5,Step-2,140
27945,SDV15,0.555634081363678,0.5,Step-2,140
27946,SDV15,0.5016468167304993,0.5,Step-2,140
28128,SDV15,0.5425626039505005,0.5,Step-2,140
28129,SDV15,0.5969920754432678,0.5,Step-2,140
28130,SDV15,0.6611106395721436,0.5,Step-2,140
28131,SDV15,0.7368356585502625,0.5,Step-2,140
28132,SDV15,0.8244186043739319,0.5,Step-2,140
28133,SDV15,0.8574954271316528,0.5,Step-2,140
28134,SDV15,0.868075966835022,0.5,Step-2,140
28135,SDV15,0.8790705800056458,0.5,Step-2,140
28136,SDV15,0.8912985920906067,0.5,Step-2,140
28137,SDV15,0.9050679802894592,0.5,Step-2,140
28138,SDV15,0.9210677146911621,0.5,Step-2,140
28139,SDV15,0.9402885437011719,0.5,Step-2,140
28140,SDV15,0.9635043740272522,0.5,Step-2,140
28141,SDV15,0.9922442436218262,0.5,Step-2,140
28142,SDV15,1.0005712509155273,0.5,Step-2,140
28143,SDV15,1.000800371170044,0.5,Step-2,140
28144,SDV15,0.9993818998336792,0.5,Step-2,140
28145,SDV15,0.9982596039772034,0.5,Step-2,140
28146,SDV15,0.9981318712234497,0.5,Step-2,140
28147,SDV15,0.9983811378479004,0.5,Step-2,140
28148,SDV15,0.9988498091697693,0.5,Step-2,140
28149,SDV15,0.9994845390319824,0.5,Step-2,140
28150,SDV15,1.0012553930282593,0.5,Step-2,140
28151,SDV15,1.0009478330612183,0.5,Step-2,140
28152,SDV15,0.9915692210197449,0.5,Step-2,140
28153,SDV15,0.961518406867981,0.5,Step-2,140
28154,SDV15,0.9371780753135681,0.5,Step-2,140
28155,SDV15,0.9184522032737732,0.5,Step-2,140
28156,SDV15,0.9032343626022339,0.5,Step-2,140
28157,SDV15,0.8905083537101746,0.5,Step-2,140
28158,SDV15,0.8795302510261536,0.5,Step-2,140
28159,SDV15,0.8696288466453552,0.5,Step-2,140
28160,SDV15,0.8607794046401978,0.5,Step-2,140
28161,SDV15,0.850907027721405,0.5,Step-2,140
28162,SDV15,0.8108686208724976,0.5,Step-2,140
28163,SDV15,0.711603581905365,0.5,Step-2,140
28164,SDV15,0.6281474232673645,0.5,Step-2,140
28165,SDV15,0.5596577525138855,0.5,Step-2,140
28166,SDV15,0.5028521418571472,0.5,Step-2,140
28349,SDV15,0.5120234489440918,0.5,Step-2,140
28350,SDV15,0.5521726012229919,0.5,Step-2,140
28351,SDV15,0.5953634977340698,0.5,Step-2,140
28352,SDV15,0.643554151058197,0.5,Step-2,140
28353,SDV15,0.6996582746505737,0.5,Step-2,140
28354,SDV15,0.7670876979827881,0.5,Step-2,140
28355,SDV15,0.8478671312332153,0.5,Step-2,140
28356,SDV15,0.8779966235160828,0.5,Step-2,140
28357,SDV15,0.8879344463348389,0.5,Step-2,140
28358,SDV15,0.8978102207183838,0.5,Step-2,140
28359,SDV15,0.9085145592689514,0.5,Step-2,140
28360,SDV15,0.9204341769218445,0.5,Step-2,140
28361,SDV15,0.9341822266578674,0.5,Step-2,140
28362,SDV15,0.9506716728210449,0.5,Step-2,140
28363,SDV15,0.9704130291938782,0.5,Step-2,140
28364,SDV15,0.9938217997550964,0.5,Step-2,140
28365,SDV15,1.0004552602767944,0.5,Step-2,140
28366,SDV15,1.00052011013031,0.5,Step-2,140
28367,SDV15,0.9992040991783142,0.5,Step-2,140
28368,SDV15,0.9990078806877136,0.5,Step-2,140
28369,SDV15,0.9990474581718445,0.5,Step-2,140
28370,SDV15,0.9991721510887146,0.5,Step-2,140
28371,SDV15,0.9994536638259888,0.5,Step-2,140
28372,SDV15,0.9996840953826904,0.5,Step-2,140
28373,SDV15,1.0011247396469116,0.5,Step-2,140
28374,SDV15,1.0008522272109985,0.5,Step-2,140
28375,SDV15,0.9919757843017578,0.5,Step-2,140
28376,SDV15,0.9625527858734131,0.5,Step-2,140
28377,SDV15,0.9388726353645325,0.5,Step-2,140
28378,SDV15,0.9213516712188721,0.5,Step-2,140
28379,SDV15,0.9073721766471863,0.5,Step-2,140
28380,SDV15,0.8957085609436035,0.5,Step-2,140
28381,SDV15,0.8853646516799927,0.5,Step-2,140
28382,SDV15,0.8760850429534912,0.5,Step-2,140
28383,SDV15,0.8665810823440552,0.5,Step-2,140
28384,SDV15,0.8265946507453918,0.5,Step-2,140
28385,SDV15,0.719114363193512,0.5,Step-2,140
28386,SDV15,0.6307291984558105,0.5,Step-2,140
28387,SDV15,0.558720052242279,0.5,Step-2,140
28573,SDV15,0.5354301929473877,0.5,Step-2,140
28574,SDV15,0.571675181388855,0.5,Step-2,140
28575,SDV15,0.6047032475471497,0.5,Step-2,140
28576,SDV15,0.6463282704353333,0.5,Step-2,140
28577,SDV15,0.6921954154968262,0.5,Step-2,140
28578,SDV15,0.7426149249076843,0.5,Step-2,140
28579,SDV15,0.8027946949005127,0.5,Step-2,140
28580,SDV15,0.8801683783531189,0.5,Step-2,140
28581,SDV15,0.9092790484428406,0.5,Step-2,140
28582,SDV15,0.9197619557380676,0.5,Step-2,140
28583,SDV15,0.9303403496742249,0.5,Step-2,140
28584,SDV15,0.942149817943573,0.5,Step-2,140
28585,SDV15,0.956095814704895,0.5,Step-2,140
28586,SDV15,0.973088800907135,0.5,Step-2,140
28587,SDV15,0.994365930557251,0.5,Step-2,140
28588,SDV15,1.0003470182418823,0.5,Step-2,140
28589,SDV15,1.0004479885101318,0.5,Step-2,140
28590,SDV15,0.9995436668395996,0.5,Step-2,140
28591,SDV15,0.9995390176773071,0.5,Step-2,140
28592,SDV15,0.9996126890182495,0.5,Step-2,140
28593,SDV15,0.9996828436851501,0.5,Step-2,140
28594,SDV15,0.999893069267273,0.5,Step-2,140
28595,SDV15,1.0000840425491333,0.5,Step-2,140
28596,SDV15,1.0010058879852295,0.5,Step-2,140
28597,SDV15,1.000674843788147,0.5,Step-2,140
28598,SDV15,0.9917424917221069,0.5,Step-2,140
28599,SDV15,0.9618932008743286,0.5,Step-2,140
28600,SDV15,0.9422586560249329,0.5,Step-2,140
28601,SDV15,0.9283016324043274,0.5,Step-2,140
28602,SDV15,0.9177451133728027,0.5,Step-2,140
28603,SDV15,0.9091808199882507,0.5,Step-2,140
28604,SDV15,0.9015780687332153,0.5,Step-2,140
28605,SDV15,0.8942807912826538,0.5,Step-2,140
28606,SDV15,0.8858367204666138,0.5,Step-2,140
28607,SDV15,0.8482660055160522,0.5,Step-2,140
28608,SDV15,0.7394750714302063,0.5,Step-2,140
28609,SDV15,0.6519178748130798,0.5,Step-2,140
28610,SDV15,0.5824715495109558,0.5,Step-2,140
28611,SDV15,0.5259220004081726,0.5,Step-2,140
28800,SDV15,0.5290015339851379,0.5,Step-2,140
28801,SDV15,0.5783603191375732,0.5,Step-2,140
28802,SDV15,0.6275540590286255,0.5,Step-2,140
28803,SDV15,0.6769929528236389,0.5,Step-2,140
28804,SDV15,0.7227961421012878,0.5,Step-2,140
28805,SDV15,0.7745395302772522,0.5,Step-2,140
28806,SDV15,0.8325481414794922,0.5,Step-2,140
28807,SDV15,0.9083952903747559,0.5,Step-2,140
28808,SDV15,0.9371564984321594,0.5,Step-2,140
28809,SDV15,0.9484615325927734,0.5,Step-2,140
28810,SDV15,0.9604165554046631,0.5,Step-2,140
28811,SDV15,0.9748769402503967,0.5,Step-2,140
28812,SDV15,0.9946954250335693,0.5,Step-2,140
28813,SDV15,1.0002361536026,0.5,Step-2,140
28814,SDV15,1.0003517866134644,0.5,Step-2,140
28815,SDV15,0.9997639656066895,0.5,Step-2,140
28816,SDV15,0.9998266696929932,0.5,Step-2,140
28817,SDV15,0.9999351501464844,0.5,Step-2,140
28818,SDV15,0.9999630451202393,0.5,Step-2,140
28819,SDV15,1.000739336013794,0.5,Step-2,140
28820,SDV15,1.0005040168762207,0.5,Step-2,140
28821,SDV15,0.9926055669784546,0.5,Step-2,140
28822,SDV15,0.9658867120742798,0.5,Step-2,140
28823,SDV15,0.9507043361663818,0.5,Step-2,140
28824,SDV15,0.9407455921173096,0.5,Step-2,140
28825,SDV15,0.9335864186286926,0.5,Step-2,140
28826,SDV15,0.9278550744056702,0.5,Step-2,140
28827,SDV15,0.9226098656654358,0.5,Step-2,140
28828,SDV15,0.9170809984207153,0.5,Step-2,140
28829,SDV15,0.9095893502235413,0.5,Step-2,140
28830,SDV15,0.8715822696685791,0.5,Step-2,140
28831,SDV15,0.7604650259017944,0.5,Step-2,140
28832,SDV15,0.6818230152130127,0.5,Step-2,140
28833,SDV15,0.6236463189125061,0.5,Step-2,140
28834,SDV15,0.5783577561378479,0.5,Step-2,140
28835,SDV15,0.5411045551300049,0.5,Step-2,140
28836,SDV15,0.508389949798584,0.5,Step-2,140
29030,SDV15,0.546836256980896,0.5,Step-2,140
29031,SDV15,0.6169422268867493,0.5,Step-2,140
29032,SDV15,0.6880762577056885,0.5,Step-2,140
29033,SDV15,0.7505348920822144,0.5,Step-2,140
29034,SDV15,0.8106682300567627,0.5,Step-2,140
29035,SDV15,0.8669925928115845,0.5,Step-2,140
29036,SDV15,0.9353842735290527,0.5,Step-2,140
29037,SDV15,0.962568998336792,0.5,Step-2,140
29038,SDV15,0.9762486219406128,0.5,Step-2,140
29039,SDV15,0.9949820041656494,0.5,Step-2,140
29040,SDV15,1.0001332759857178,0.5,Step-2,140
29041,SDV15,1.0002471208572388,0.5,Step-2,140
29042,SDV15,0.9999427199363708,0.5,Step-2,140
