frame_tag,step,frame_index,top_u2_mean,top_u2_min,top_u2_max,top_rf2_sum
F0_ingested,INGEST_TRANSFERRED_STATE,1,0.0,0.0,0.0,0.0
F1_equilibrated,CHECKPOINT_EQUILIBRATION_PHASE_FIXED,10,0.0014999968154910865,-0.0001927605130024825,0.0031927588736935645,-8.283304597789254e-16
F2_release_first,PHASE_RELEASE_HOLD,1,0.0014999968154910865,-0.00019276051300248255,0.0031927588736935645,-3.3306690738754696e-16
F3_release_last,PHASE_RELEASE_HOLD,10,0.0014999997704334034,-0.000192672582659199,0.0031926713970272702,2.834971840615097e-14
