u2,simulation_rf2,reference_rf2,absolute_error,relative_error,status
0.0020000000949949026,0.26728859543800354,0.20967038955654416,0.05761820588145938,0.2748037336283998,compared
0.004999999888241291,0.6462895274162292,0.6156562489610953,0.030633278455133972,0.04975711447228364,compared
0.0059899999760091305,0.755577802658081,0.6773263539238978,0.07825144873418322,0.11552990413093434,compared
0.0066999997943639755,0.7491104602813721,,,,outside_reference_range
