element,bulk_energy_from_SDV12,bulk_energy_from_stress_strain,undamaged_bulk_energy_from_SDV13,relative_sdv12_vs_stress_strain
494,2.020767740708468e-08,2.0207677390825493e-08,2.061540574374438e-08,8.046044839420811e-10
495,2.0936085628120042e-08,2.0936086489698282e-08,2.137913165762236e-08,4.115278375745569e-08
496,2.077770996767389e-08,2.0777709871367134e-08,2.1213363281506142e-08,4.635099643142078e-09
497,2.0078352555880482e-08,2.007835271562327e-08,2.0477870439218785e-08,7.955970766596557e-09
498,2.0092372700574146e-08,2.0092372795138747e-08,2.0493297849839153e-08,4.706492466273287e-09
499,1.9891084162058165e-08,1.9891083656148334e-08,2.0287379837017894e-08,2.5433999774687573e-08
500,2.0276669737486663e-08,2.027666960885603e-08,2.067781728558917e-08,6.343775061924762e-09
501,2.52484270970387e-08,2.5248426783056812e-08,2.591997510171147e-08,1.2435700939975047e-08
502,1.2263778732111428e-07,1.2263778845147024e-07,1.3851331590080524e-07,9.217028289019472e-09
503,1.6243769999665352e-07,1.624377036104574e-07,1.7783804592003034e-07,2.2247321967900182e-08
504,8.150439399614374e-08,8.150439297149829e-08,8.914842767642456e-08,1.2571658975378086e-08
505,6.167979847113503e-08,6.167979903880252e-08,6.623958070094365e-08,9.203458844186493e-09
506,7.003810783581098e-08,7.003810912547073e-08,7.580736352572093e-08,1.841368607497027e-08
507,6.440277653789582e-08,6.440277511604495e-08,6.908121950702566e-08,2.2077477960464214e-08
508,3.4206645989421375e-08,3.420664681548578e-08,3.547896507637183e-08,2.4149236440959455e-08
509,2.9026169814675077e-08,2.902616995225726e-08,2.9933995900107804e-08,4.739935792822539e-09
510,2.7852658651335856e-08,2.785265891333902e-08,2.8683871279459426e-08,9.406755862790244e-09
511,2.6852198633659794e-08,2.6852198964711054e-08,2.76203262676852e-08,1.232864617812948e-08
512,2.5990639754030607e-08,2.5990639614057486e-08,2.6706223179083096e-08,5.385520414300393e-09
513,2.464227470862184e-08,2.4642275206599447e-08,2.5277553229443996e-08,2.020826420883482e-08
514,2.147558166076846e-08,2.147558154364304e-08,2.195156664792881e-08,5.453888120148505e-09
515,2.228747668238297e-08,2.2287477173591577e-08,2.2798798053919017e-08,2.2039668434593303e-08
516,2.0413164246170533e-08,2.0413164377219626e-08,2.0836859474797527e-08,6.4198323416208995e-09
517,2.0424359757331546e-08,2.0424359739692065e-08,2.0843114614819133e-08,8.636491517230361e-10
518,2.0329877214492136e-08,2.0329877567935566e-08,2.0744216121931094e-08,1.73854185088242e-08
519,2.0128758807498022e-08,2.012875882175144e-08,2.053319904748641e-08,7.081120732599384e-10
520,2.036945930385022e-08,2.0369458585091726e-08,2.0775737453223662e-08,3.528608600097741e-08
521,1.9954737182699185e-08,1.9954737437891537e-08,2.0347758439241207e-08,1.2788559777971997e-08
522,2.0248151388432325e-08,2.0248151424040114e-08,2.0640315151372258e-08,1.7585698895002222e-09
523,2.0108289181258208e-08,2.0108288578720448e-08,2.0503022515555807e-08,2.996464567923882e-08
524,2.0267103548242e-08,2.0267103426826396e-08,2.0664871698946722e-08,5.990772430102478e-09
525,2.0684738146924388e-08,2.0684737938582636e-08,2.1062512037510955e-08,1.007224510661066e-08
526,1.971582018513988e-08,1.9715820411285938e-08,2.00809057765029e-08,1.147028390663327e-08
527,1.9744567511723765e-08,1.974456700324455e-08,2.0131907132497345e-08,2.575286670139258e-08
528,2.036679238687731e-08,2.0366792190507126e-08,2.0767349375134043e-08,9.641684312051325e-09
529,2.038532777424047e-08,2.0385327907032736e-08,2.0785248992800895e-08,6.51410992368687e-09
530,2.0451223548402913e-08,2.0451223661226547e-08,2.0852183948984337e-08,5.516718006660887e-09
531,2.0811720452647672e-08,2.0811720836562976e-08,2.1218221315690304e-08,1.8447071599052497e-08
532,1.9943220332988298e-08,1.994322050440507e-08,2.032854046523025e-08,8.595240204579762e-09
533,1.9652274174625693e-08,1.9652274603803192e-08,2.0018344186289794e-08,2.1838566164400117e-08
534,2.0652480093804197e-08,2.065248047707352e-08,2.1041285247083337e-08,1.85580285651765e-08
535,2.197518637962442e-08,2.1975186466594514e-08,2.2470809687433956e-08,3.9576498698126026e-09
536,2.148922046920792e-08,2.1489220798261838e-08,2.195982529062261e-08,1.5312510389998783e-08
537,2.1863508757650863e-08,2.1863508393366884e-08,2.233484446138173e-08,1.6661734542842076e-08
538,2.0338456881753694e-08,2.0338456843735924e-08,2.0737537104453487e-08,1.8692553924762547e-09
539,1.9956395423262933e-08,1.995639538144115e-08,2.034861645474382e-08,2.0956581108501186e-09
540,2.0060605648875224e-08,2.006060582484322e-08,2.0454440509972902e-08,8.771818560994048e-09
541,2.04778939130645e-08,2.0477893423521568e-08,2.0878065267094602e-08,2.390592194102748e-08
542,2.1019249653121434e-08,2.101924962715945e-08,2.1431325473279702e-08,1.2351527184968986e-09
543,3.036786647825308e-07,3.036786597247963e-07,3.318467706678376e-07,1.6654889234968402e-08
544,4.2492844802562086e-07,4.249284405860418e-07,4.491589608912908e-07,1.750783945876841e-08
545,3.980731326792128e-07,3.980731450053092e-07,4.2685601556095635e-07,3.0964400773613515e-08
546,1.4194670678087378e-07,1.419467076689297e-07,1.4375551038414196e-07,6.25626287600408e-09
547,3.098903636493732e-07,3.0989035891618006e-07,3.1534061611462635e-07,1.5273766677808764e-08
548,1.5550939442030491e-07,1.5550939364318088e-07,1.7214999692199822e-07,4.997280317125735e-09
549,1.3113747549985529e-07,1.3113747718305568e-07,1.4528918358881567e-07,1.2835387947410702e-08
550,1.2444372051141397e-07,1.2444372024999343e-07,1.3925640426417192e-07,2.1007130376717217e-09
551,2.051992335465215e-08,2.0519922384974237e-08,2.0923270779549245e-08,4.725543535446004e-08
552,2.031474572442445e-08,2.031474611674387e-08,2.0714388712689383e-08,1.931205132645398e-08
553,1.8684428437288486e-08,1.8684428911878343e-08,1.9042390316796425e-08,2.5400287017529838e-08
554,2.213164534247263e-08,2.2131645192934583e-08,2.2624948686978927e-08,6.756752438104961e-09
555,2.060637461165872e-08,2.060637473186531e-08,2.100572679355621e-08,5.833466242279029e-09
556,2.092050199933824e-08,2.092050158334299e-08,2.134367593351126e-08,1.9884573094976847e-08
557,2.0547699746135703e-08,2.0547700140202875e-08,2.0963407725181442e-08,1.9178164477123532e-08
558,2.078285524342654e-08,2.078285542486956e-08,2.1187016786748006e-08,8.730418249383125e-09
559,2.1104663068232016e-08,2.1104663258936918e-08,2.1514579388274833e-08,9.03614995878075e-09
560,2.1304349560423596e-08,2.1304349388001837e-08,2.1756687833090385e-08,8.093265567556648e-09
561,3.20468831394636e-08,3.2046881301105443e-08,3.3165135350649875e-08,5.736464752582763e-08
562,3.300461716089135e-08,3.3004617593636765e-08,3.4156705820246623e-08,1.3111662709633109e-08
563,1.0119665782148641e-07,1.0119666045094884e-07,1.1196544359448433e-07,2.598368779003081e-08
564,7.475366356112611e-08,7.475366213380982e-08,8.146598807759681e-08,1.9093596561440618e-08
565,6.695119274535573e-08,6.695119196830626e-08,7.232340166409974e-08,1.1606208024568713e-08
566,3.1286796037776513e-08,3.1286797074075366e-08,3.231898841730615e-08,3.3122561263054096e-08
567,2.302881251529465e-08,2.3028812042557685e-08,2.357855651650915e-08,2.0528065249426534e-08
568,2.271712986737386e-08,2.2717130509026666e-08,2.3240307924340424e-08,2.8245328141811855e-08
569,2.1095960765057866e-08,2.1095960606361806e-08,2.154699457765892e-08,7.522580338116381e-09
570,2.0507433693463226e-08,2.0507433681216853e-08,2.0930704079352166e-08,5.971674835552033e-10
571,2.353247074369823e-08,2.3532471595353756e-08,2.410735847600942e-08,3.619065356321073e-08
572,2.3098136478716668e-08,2.3098136750023154e-08,2.364024999202687e-08,1.174581694506237e-08
573,2.1311804597812838e-08,2.131180515096961e-08,2.1772670920954816e-08,2.595541617005566e-08
574,2.1867082883881924e-08,2.1867083076119856e-08,2.2347686065298288e-08,8.791201448359446e-09
575,2.0404231832863624e-08,2.040423191954818e-08,2.08123813921403e-08,4.248361553705282e-09
576,2.0695105517798462e-08,2.0695105367131993e-08,2.111810473956317e-08,7.28029477485671e-09
577,1.9963607439896473e-08,1.996360724465484e-08,2.0357221861457256e-08,9.779877422038113e-09
578,2.029403075288361e-08,2.029403086469669e-08,2.0694151098315708e-08,5.509653614707981e-09
579,1.995130664090499e-08,1.9951306717476167e-08,2.0345183291560285e-08,3.837902816522338e-09
580,2.0291659398881534e-08,2.0291660123932145e-08,2.0691426856563358e-08,3.573145846298537e-08
581,1.9990226970816216e-08,1.999022682559473e-08,2.0382948164294456e-08,7.264624169688834e-09
582,2.0314658857492345e-08,2.0314658821874276e-08,2.0714446805247786e-08,1.7533186189771694e-09
583,2.0288438551001937e-08,2.0288439232163463e-08,2.0687899540267667e-08,3.357387515692042e-08
584,2.119670882949203e-08,2.1196709201643834e-08,2.1613123739965e-08,1.7557055668597364e-08
585,2.083137192626197e-08,2.0831371041661268e-08,2.1240234886753206e-08,4.246483162773467e-08
586,2.1308790494895492e-08,2.1308789590208284e-08,2.1727118308336653e-08,4.245605623951836e-08
587,2.0783287479460522e-08,2.0783287467799175e-08,2.119150277256213e-08,5.610925336925554e-10
588,2.936816971429184e-08,2.9368169183089278e-08,3.0251470561155934e-08,1.8087697212063862e-08
589,2.125547790952982e-08,2.1255477848319194e-08,2.1673637899240663e-08,2.87975776147447e-09
590,2.000676028642303e-08,2.0006759480030665e-08,2.040304720965731e-08,4.0305994296801584e-08
591,2.0325545434510435e-08,2.0325545938160964e-08,2.0728301261919302e-08,2.4779188222558784e-08
592,1.9985939856078566e-08,1.9985939250974696e-08,2.0381102768938106e-08,3.027647808230544e-08
593,2.0028931083090956e-08,2.0028930484132015e-08,2.042649294973992e-08,2.990468827148071e-08
594,2.0639557902297618e-08,2.0639557790206217e-08,2.10687390412683e-08,5.43090122606443e-09
595,2.1500435267374824e-08,2.1500435120241664e-08,2.1961690683513987e-08,6.84326424710266e-09
596,2.0867791890882018e-08,2.086779153208691e-08,2.129982117211027e-08,1.7193726653977933e-08
597,2.7422218423169586e-08,2.7422218091641456e-08,2.8209184069631833e-08,1.20897632951417e-08
598,2.4563782232732262e-08,2.45637816815573e-08,2.518180338229823e-08,2.243852179863805e-08
599,2.4074531181799365e-08,2.4074532268078177e-08,2.4677881486481604e-08,4.512149189965371e-08
600,2.0616318978800846e-08,2.0616318549618834e-08,2.1026852965394022e-08,2.0817586920092446e-08
601,2.0341052113965113e-08,2.0341052295409245e-08,2.0745745307519673e-08,8.920095645556427e-09
602,2.0220239013859946e-08,2.0220239227695233e-08,2.0617109416232613e-08,1.0575309467101164e-08
603,2.0632902471867575e-08,2.0632901426543526e-08,2.1038388474457933e-08,5.066296658194715e-08
604,2.1120799882735416e-08,2.1120799930730635e-08,2.1565083175825125e-08,2.2724148516232715e-09
605,2.061379551052409e-08,2.0613794448382362e-08,2.103285578577132e-08,5.152577206015245e-08
606,2.0154932109216483e-08,2.0154932614501494e-08,2.0550538606975798e-08,2.5070042188333976e-08
607,2.0711289133197058e-08,2.0711289179927694e-08,2.1118262175692022e-08,2.2562881161323965e-09
608,2.6591657463116843e-08,2.6591656855251106e-08,2.7326394406325962e-08,2.2859264699079692e-08
609,2.057023697997854e-08,2.0570236623945636e-08,2.097453425144845e-08,1.7308157692639076e-08
610,2.0417871987810313e-08,2.0417871818111904e-08,2.0819296342713724e-08,8.311268135392033e-09
611,2.041206990340339e-08,2.0412070072684764e-08,2.0813437581883824e-08,8.293199737001929e-09
612,2.4578193391216155e-08,2.457819444992744e-08,2.5184536022535928e-08,4.3075226180468e-08
613,2.3994259720024072e-08,2.3994259310743545e-08,2.4582723227207592e-08,1.705743504137818e-08
614,5.481652865041045e-08,5.481652847734888e-08,5.7971092327382476e-08,3.157105602384602e-09
615,2.071995527650807e-08,2.0719954732126087e-08,2.1128344667484713e-08,2.627331847861269e-08
616,2.1402069841940725e-08,2.1402069968281003e-08,2.181930226604029e-08,5.9031803035162906e-09
617,2.1102266686822814e-08,2.1102266450992387e-08,2.151564933456275e-08,1.117559692957558e-08
618,2.0764269380323702e-08,2.076426900550264e-08,2.117027391657311e-08,1.8051252152250637e-08
619,3.957588548096914e-08,3.957588460990341e-08,4.1150187750688374e-08,2.2010012320730823e-08
620,3.797381967245437e-08,3.797381920538124e-08,3.948613010695407e-08,1.2299872261079402e-08
621,6.092178830804454e-08,6.092178628842746e-08,6.438865432796538e-08,3.3150981523115856e-08
622,7.088818265538387e-08,7.088818246697773e-08,7.59559025524706e-08,2.6577934460335e-09
623,6.967887141647478e-08,6.967887039610773e-08,7.411452038416599e-08,1.4643851463872406e-08
624,2.0891321609244794e-08,2.0891321690721843e-08,2.1298866795710994e-08,3.900042802745198e-09
625,2.1377722489219097e-08,2.1377722069488937e-08,2.1793761252092506e-08,1.9633997983834775e-08
626,2.1219550161706014e-08,2.121954977415725e-08,2.1634383669107344e-08,1.8263759681144076e-08
627,4.600770024939505e-08,4.600769992861719e-08,4.8158994693642824e-08,6.972264509308503e-09
628,2.02817376565885e-08,2.0281738416577466e-08,2.0661897917581997e-08,3.7471589008043575e-08
629,3.670576319353295e-08,3.6705762739176386e-08,3.817110040568342e-08,1.237834406675329e-08
630,1.7512801068854076e-08,1.751280079024796e-08,1.7849699959981936e-08,1.5908712468106853e-08
631,2.269388787466428e-08,2.269388712740615e-08,2.312348651304119e-08,3.292772624148301e-08
632,1.4123384166456663e-08,1.4123384319721812e-08,1.4386895776998628e-08,1.0851871310397026e-08
633,2.015819080179528e-08,2.0158190876883707e-08,2.0542725417741892e-08,3.7249587021536317e-09
634,2.1470249924535145e-08,2.147025064816548e-08,2.187847491713824e-08,3.3703860611237434e-08
635,1.9628743890694052e-08,1.962874296118199e-08,2.000456370227589e-08,4.735463805919318e-08
636,2.016169873482155e-08,2.016169851957158e-08,2.053329290551227e-08,1.0676182307406077e-08
637,4.929632261156924e-08,4.929632235663971e-08,5.017983276397764e-08,5.171370074149765e-09
638,2.146214420393234e-08,2.1462143366916627e-08,2.1851761521410033e-08,3.8999631443269636e-08
639,1.6310466805331222e-07,1.6310466562586794e-07,1.6590427215714053e-07,1.488273945503658e-08
640,2.8405057793493752e-08,2.8405058151098125e-08,2.89269278601989e-08,1.2589461050343263e-08
641,1.537400674274516e-07,1.5374006398285917e-07,1.5647500619963547e-07,2.240530068284262e-08
642,1.7536106434793863e-08,1.7536106920736983e-08,1.7852264765744626e-08,2.7711003455533492e-08
643,2.314451804761145e-08,2.3144517493683467e-08,2.3569604343141793e-08,2.393344208562181e-08
644,2.970496192598289e-07,2.97049618756809e-07,3.102146527086928e-07,1.693386917047396e-09
645,8.671339500333631e-08,8.671339422219063e-08,8.827147275659971e-08,9.00836234233237e-09
646,1.805450545233073e-08,1.8054506183507187e-08,1.8389214219038613e-08,4.0498280499976655e-08
647,5.8005398208544994e-08,5.800539960025216e-08,5.905593284443376e-08,2.3992717522517133e-08
648,1.9319609262827413e-08,1.9319608625581214e-08,1.9692080629386115e-08,3.2984424830160033e-08
649,1.7826511144010928e-08,1.7826511006097272e-08,1.816721423090931e-08,7.736435649333183e-09
650,2.2819086797522854e-08,2.2819087430836792e-08,2.3253598531454926e-08,2.7753692616990352e-08
651,3.0746619962587695e-08,3.074661984289182e-08,3.171470973135147e-08,3.8929766480325514e-09
652,5.227128476172351e-08,5.227128484133239e-08,5.495411575494541e-08,1.5229945366804728e-09
653,4.292745785414063e-08,4.2927459265726864e-08,4.476561023029333e-08,3.288306041665164e-08
654,2.0923077804251308e-08,2.0923078193050114e-08,2.1333529661415553e-08,1.8582294778387837e-08
655,2.1402861629465893e-08,2.1402861643740204e-08,2.1822690589514725e-08,6.669347286963213e-10
656,2.1325454093488512e-08,2.1325453265672386e-08,2.174181825121519e-08,3.881821797849778e-08
657,2.116431623651762e-08,2.116431633277497e-08,2.1578527236522005e-08,4.548096366514072e-09
658,2.0929445079045917e-08,2.092944491658284e-08,2.134293580084206e-08,7.762416822654638e-09
659,2.0455081356374223e-08,2.0455081001971763e-08,2.0857192586617658e-08,1.7325888539414162e-08
660,2.3961911889674155e-08,2.39619120513264e-08,2.4539520397161648e-08,6.746216412497751e-09
661,2.5213396310495593e-08,2.5213396739136113e-08,2.586591502823592e-08,1.7000506693605964e-08
662,2.512020438117797e-08,2.5120204479802165e-08,2.575598372273508e-08,3.926090461009952e-09
663,2.2151843887097604e-08,2.2151844409326636e-08,2.263240189866651e-08,2.3574968382127185e-08
664,2.167116774184366e-08,2.1671168377320336e-08,2.2133476296104375e-08,2.9323600084439176e-08
665,2.04717344446409e-08,2.047173404429225e-08,2.088259186093858e-08,1.955616663653324e-08
666,2.078189834222593e-08,2.0781899360259932e-08,2.1200432439736106e-08,4.898657171746305e-08
667,2.0686756816627595e-08,2.0686756658211655e-08,2.1100707489022158e-08,7.657843194937641e-09
668,2.0595209816319447e-08,2.0595210216966293e-08,2.1001279075442495e-08,1.9453399174838506e-08
669,2.4207294774519675e-08,2.420729436925786e-08,2.4778338481305737e-08,1.674130954709324e-08
670,2.205405334232903e-08,2.2054052400196892e-08,2.2535064123926654e-08,4.271922825733773e-08
671,2.083136007456305e-08,2.0831359483451607e-08,2.1243056527272688e-08,2.8376036872665263e-08
672,2.2430215066992344e-08,2.243021484270609e-08,2.2938003193099045e-08,9.9992913036726e-09
673,2.3167627513661743e-08,2.316762759356207e-08,2.370418540477402e-08,3.4487919155401833e-09
674,2.2790502626736938e-08,2.2790502422487473e-08,2.330926842438588e-08,8.962043024836055e-09
675,2.075919596827901e-08,2.0759196616506926e-08,2.1168249438716405e-08,3.122605982492844e-08
676,2.2270853381909912e-08,2.227085389478847e-08,2.2762873726737427e-08,2.3029137597204422e-08
677,2.1678683058028212e-08,2.167868312071131e-08,2.2149132573945774e-08,2.8914624546443145e-09
678,2.029323417886566e-08,2.029323459007822e-08,2.0685874685362962e-08,2.0263529563846276e-08
679,2.0597852010286133e-08,2.059785228192203e-08,2.100465848611136e-08,1.3187583448488598e-08
680,2.029574447862008e-08,2.0295743919965203e-08,2.0696274685112127e-08,2.7525714896172802e-08
681,2.0579838529066994e-08,2.0579838675581826e-08,2.0985782626392078e-08,7.119338243509253e-09
682,2.0772717079513288e-08,2.0772716742766215e-08,2.1199883271879683e-08,1.621102681697694e-08
683,2.1071900689446653e-08,2.1071900549501586e-08,2.1504333273856352e-08,6.641311971847509e-09
684,2.0733020377893857e-08,2.0733020761331888e-08,2.11491423901752e-08,1.8494074524799837e-08
685,2.0489239571556203e-08,2.0489239247098985e-08,2.0902000622216087e-08,1.5835493391591998e-08
686,2.055978667217085e-08,2.0559786714315565e-08,2.0965559756817575e-08,2.0498614031773457e-09
687,1.7242440830242767e-07,1.7242440714870294e-07,1.8885318834753026e-07,6.6911914753299e-09
688,2.8522572894712133e-08,2.852257278162931e-08,2.937616112180874e-08,3.964678187367863e-09
689,2.8196760816816923e-08,2.819676094942361e-08,2.9010398514719285e-08,4.70290496947083e-09
690,2.5860294835877195e-08,2.5860294664176946e-08,2.6550707882274266e-08,6.639531756409e-09
691,5.9639535848963e-08,5.963953414459059e-08,6.474890307468937e-08,2.8577895214319803e-08
692,9.507222606210465e-08,9.50722272565547e-08,1.0452717524763275e-07,1.2563606460832784e-08
693,2.0859204915315318e-08,2.0859204893441433e-08,2.1278321518222132e-08,1.0486442219546507e-09
694,2.063601630988306e-08,2.0636016343301936e-08,2.1047875156920878e-08,1.6194442304019452e-09
695,2.1518957166817033e-08,2.1518956847967458e-08,2.197370171963143e-08,1.4817148094185819e-08
696,2.0287638689440767e-08,2.0287639265638496e-08,2.0688463540717873e-08,2.8401418303432406e-08
697,2.032548281407306e-08,2.032548320758379e-08,2.0728989663220842e-08,1.9360461338466846e-08
698,3.402117325159048e-08,3.4021172931978876e-08,3.52115123137429e-08,9.394490935641481e-09
699,2.5757942710415195e-08,2.575794198973879e-08,2.6428528814194495e-08,2.7978802957430932e-08
700,1.9940434983681912e-08,1.9940435051416463e-08,2.0325928279318448e-08,3.3968442097443168e-09
701,2.19978477937303e-08,2.199784737898425e-08,2.2427857319432885e-08,1.8853937600387724e-08
702,2.153209800840913e-08,2.153209741508702e-08,2.1954048719296466e-08,2.755523922087864e-08
703,2.0795994823354486e-08,2.0795995000351454e-08,2.1204329952186964e-08,8.511108388586377e-09
704,2.117800585214559e-08,2.1178006469706442e-08,2.159429224979743e-08,2.916048087780293e-08
705,2.13996171333632e-08,2.1399617326865885e-08,2.1820457724307233e-08,9.042343234166124e-09
706,4.075909201916416e-08,4.075909215998188e-08,4.237939520508914e-08,3.454878846867271e-09
707,4.758448391612584e-08,4.7584483251729685e-08,4.979372482659358e-08,1.3962453692356324e-08
708,7.857292096213482e-08,7.857292306285724e-08,8.481539869997053e-08,2.6735958567662322e-08
709,2.0764582402070708e-08,2.0764581947754882e-08,2.1172528258598307e-08,2.1879362509957565e-08
710,2.127400935129096e-08,2.1274009530105024e-08,2.1692695618118624e-08,8.405282731191206e-09
711,2.98599314665064e-08,2.9859930385919025e-08,3.0795946679642544e-08,3.618854164378768e-08
712,2.0576286782151537e-08,2.05762860891408e-08,2.0983938806020096e-08,3.3680067901471384e-08
713,2.062447272977822e-08,2.062447359404624e-08,2.103436313015072e-08,4.190497351075282e-08
714,2.0563351194211727e-08,2.056335094797939e-08,2.0971335654865538e-08,1.1974329304349618e-08
715,2.2397684107813945e-08,2.2397684815994015e-08,2.2819653244918396e-08,3.1618449682740015e-08
716,2.2572879306773758e-08,2.257287915866154e-08,2.299630364205416e-08,6.56151196043421e-09
717,1.686696317077564e-08,1.686696320743994e-08,1.7191727914759106e-08,2.1737345623950383e-09
718,2.810428446639807e-08,2.8104284535221927e-08,2.863434870566198e-08,2.44887425577971e-09
719,1.9545221667820656e-08,1.954522176993673e-08,1.9918327579508088e-08,5.2246056084155325e-09
720,1.6710288482546926e-08,1.6710288528947463e-08,1.7030733409278055e-08,2.776764599971101e-09
721,2.1105496107161204e-08,2.1105496090406264e-08,2.1520929336857875e-08,7.93866217068954e-10
722,2.0866278801869517e-08,2.0866278527724008e-08,2.12772185565324e-08,1.3138207893678322e-08
723,2.111744768022328e-08,2.11174475358665e-08,2.155351496561314e-08,6.835900974486036e-09
724,2.139482398036821e-08,2.1394823473392216e-08,2.184310546375475e-08,2.3696198369239432e-08
725,2.122672536594892e-08,2.1226725910459288e-08,2.1668084676630088e-08,2.565211286883006e-08
726,2.7302799563718798e-08,2.7302798996077716e-08,2.8061566262938076e-08,2.0790581582081504e-08
727,2.0757977472322488e-08,2.0757977902275267e-08,2.1166920642414213e-08,2.071265232251684e-08
728,2.0792935954391378e-08,2.0792935900429843e-08,2.1202496447437418e-08,2.59518590116956e-09
729,5.5889891245428625e-08,5.588989040026734e-08,6.028788929476331e-08,1.5121898853984297e-08
730,5.455124621104502e-08,5.4551245524700513e-08,5.731994758382738e-08,1.2581646646801897e-08
731,2.2448375789723086e-08,2.2448375686726053e-08,2.288572731377519e-08,4.588173038453205e-09
732,2.2221709141686915e-08,2.22217082313592e-08,2.2655420369328135e-08,4.09656930546677e-08
733,4.154750684245605e-08,4.154750732250201e-08,4.333341273319191e-08,1.1554145953343585e-08
734,3.665747121730945e-08,3.6657471027231444e-08,3.8020747020505955e-08,5.185245973060299e-09
735,1.8266096540886547e-08,1.826609608666598e-08,1.8606633518997046e-08,2.486686559477711e-08
736,2.9148775126561158e-08,2.9148775626058168e-08,2.9678358795586606e-08,1.7136123185233537e-08
737,3.592206441800989e-07,3.592206386185965e-07,3.79981562468099e-07,1.548213468279614e-08
738,1.9754941110386532e-07,1.9754941806330163e-07,2.13769462515932e-07,3.522883729038713e-08
739,1.173047162832084e-07,1.1730471422753883e-07,1.273337365550559e-07,1.7524185148014638e-08
740,1.5273857540966277e-07,1.5273857376058804e-07,1.5551999808968628e-07,1.0796714119144767e-08
741,3.209201181127261e-07,3.2092011548720095e-07,3.2676629491966005e-07,8.181242024198494e-09
742,1.900143936618511e-08,1.9001440009721894e-08,1.9368068699261426e-08,3.386779012409312e-08
743,1.772777156198198e-08,1.7727771477448393e-08,1.8069414684820745e-08,4.768427139681919e-09
744,2.1570250174464e-08,2.1570249800570646e-08,2.1988662321631077e-08,1.7333751337634326e-08
745,3.4917688405354805e-08,3.491768855483107e-08,3.614401257270719e-08,4.2808177668825125e-09
746,1.295338909316579e-08,1.295338877065696e-08,1.3202063052448126e-08,2.4897640789080925e-08
747,2.089497586154441e-08,2.0894975464607092e-08,2.13070841633954e-08,1.899678277771783e-08
748,2.1204557327999703e-08,2.1204557787294018e-08,2.1621558543388998e-08,2.1660169452109514e-08
749,3.164294418994217e-08,3.1642943157496266e-08,3.2645445208484546e-08,3.262799753642083e-08
750,3.212984167131053e-08,3.212984050996863e-08,3.31936497835326e-08,3.6145273033832145e-08
751,2.0901996916409025e-08,2.090199730834383e-08,2.1316414574810233e-08,1.8751069483211712e-08
752,2.2347097304603198e-08,2.2347096951677163e-08,2.278158069118691e-08,1.5792925143048083e-08
753,2.133207817242271e-08,2.133207845358622e-08,2.174523203461956e-08,1.3180314877761784e-08
754,3.77245275180915e-08,3.77245290256596e-08,3.913009229175833e-08,3.996254262619812e-08
755,4.921362046728105e-08,4.921362111504185e-08,5.147931881654335e-08,1.3162225997344502e-08
756,2.544511922053678e-08,2.5445118973226204e-08,2.609411197307561e-08,9.719371845064314e-09
757,2.4298198017397296e-08,2.4298198099031165e-08,2.488836675385245e-08,3.359667604827025e-09
758,2.171795342977619e-08,2.1717952890349535e-08,2.2143059140290488e-08,2.483782173843496e-08
759,2.3457207630703187e-08,2.3457207559982732e-08,2.4004421674056302e-08,3.0148709979978687e-09
760,2.3526903259975874e-08,2.352690285448808e-08,2.4082258334189176e-08,1.723506871104833e-08
761,3.302936568728913e-08,3.302936648266297e-08,3.412867503812465e-08,2.4080808337764927e-08
762,2.6466142055085086e-08,2.646614180237661e-08,2.7176927178605624e-08,9.54836841185731e-09
763,2.5526807958501208e-08,2.5526807142489757e-08,2.618387474855082e-08,3.1966842550336126e-08
764,2.2247744188160716e-08,2.2247743775019668e-08,2.2734043571418873e-08,1.8570019703933838e-08
765,2.091365750565605e-08,2.0913657196252575e-08,2.133593334011886e-08,1.4794326319434047e-08
766,2.1931159000223574e-08,2.1931159763881987e-08,2.2401873982533847e-08,3.482070353440555e-08
767,2.1255854471375134e-08,2.125585446883874e-08,2.1674147847722925e-08,1.1932683495995958e-10
768,2.142059721182021e-08,2.1420596552915587e-08,2.184244312944138e-08,3.0760329274385445e-08
769,2.077812081588961e-08,2.0778120670295408e-08,2.1198209373488557e-08,7.007091977069753e-09
770,2.0884489443808217e-08,2.0884489107581328e-08,2.130542910127969e-08,1.6099358829593795e-08
771,2.0862208402965124e-08,2.0862207922643252e-08,2.128024006542713e-08,2.3023539122598844e-08
772,2.2511439919075528e-08,2.2511440159419042e-08,2.3015879220167898e-08,1.0676505482822325e-08
773,2.2295522352926862e-08,2.2295521806418246e-08,2.2784953201008565e-08,2.4512034610151295e-08
774,5.653907265763493e-08,5.653907095927655e-08,5.9448329388975535e-08,3.003866706192353e-08
775,2.1810881234618056e-08,2.1810880730099954e-08,2.2274523127040214e-08,2.3131486371280306e-08
776,2.1046547455260894e-08,2.104654690294581e-08,2.1460899564961576e-08,2.6242550415555007e-08
777,2.1619589537327323e-08,2.161958931308547e-08,2.204593166137588e-08,1.0372160596534836e-08
778,2.0896179396388405e-08,2.089617934473589e-08,2.132051558113483e-08,2.471864105934379e-09
779,2.0984066870438157e-08,2.0984066489372924e-08,2.1412305434716146e-08,1.815974167788796e-08
780,2.070105099284319e-08,2.0701051533853656e-08,2.1110346125337774e-08,2.6134443666495243e-08
781,2.0597561337750225e-08,2.0597561910730916e-08,2.1004711323748386e-08,2.7817889025152583e-08
