node,x,y,phase_d,source
366,0.2877153158187866,-0.00459280563518405,-0.0008195100235752761,U
367,0.29760581254959106,-0.004601721651852131,-0.0008286135271191597,U
368,0.30751001834869385,-0.0046172053553164005,-0.0008379603968933225,U
369,0.3174116015434265,-0.004630922805517912,-0.0008475237991660833,U
370,0.3273172676563263,-0.004653498996049166,-0.00085729785496369,U
371,0.33722177147865295,-0.004680623300373554,-0.000867265451233834,U
372,0.3471265733242035,-0.004712094087153673,-0.0008774155285209417,U
373,0.3570246994495392,-0.004744717385619879,-0.0008877278305590153,U
374,0.3619786202907562,-0.0047640386037528515,-0.0008929482428357005,U
375,0.36692383885383606,-0.004771284759044647,-0.0008981970022432506,U
376,0.3718722462654114,-0.0047816261649131775,-0.0009034843533299863,U
377,0.3817577362060547,-0.004796037916094065,-0.0009141460177488625,U
378,0.3867036998271942,-0.004799993243068457,-0.0009195262100547552,U
379,0.39164602756500244,-0.004802059382200241,-0.0009249303839169443,U
380,0.39658764004707336,-0.004814910236746073,-0.0009303593542426825,U
381,0.4015235900878906,-0.0048416475765407085,-0.0009358053212054074,U
382,0.4064670205116272,-0.004874849691987038,-0.0009412808576598763,U
383,0.411390483379364,-0.004899539519101381,-0.0009467535419389606,U
384,0.4162927567958832,-0.004913615062832832,-0.0009522195323370397,U
385,0.4211674928665161,-0.004922304768115282,-0.0009576693410053849,U
386,0.42605236172676086,-0.004932887386530638,-0.0009631425491534173,U
387,0.43092697858810425,-0.004951148759573698,-0.0009686137782409787,U
388,0.440616637468338,-0.005057276226580143,-0.0009795066434890032,U
389,0.4453863203525543,-0.00516149029135704,-0.000984871294349432,U
390,0.4501432478427887,-0.005332290194928646,-0.000990219064988196,U
391,0.45499157905578613,-0.005678474437445402,-0.000995661597698927,U
392,0.4598866105079651,-0.006291589699685574,-0.0010011412668973207,U
393,0.4648838937282562,-0.006946131121367216,-0.0010067221010103822,U
394,0.4751281440258026,-0.007053362671285868,-0.001018146169371903,U
395,0.48030418157577515,-0.006068308372050524,-0.001023914315737784,U
396,0.48450154066085815,-0.0043714819476008415,-0.0010285847820341587,U
397,0.4877941906452179,-0.006548363249748945,-0.0010321461595594883,U
398,0.12434408813714981,-0.004553633276373148,-0.0007154956110753119,U
399,0.07484527677297592,-0.004655416123569012,-0.0007115447660908103,U
400,0.08969823271036148,-0.004613619297742844,-0.0007105094264261425,U
401,0.10949406027793884,-0.004574378952383995,-0.0007122552487999201,U
402,0.06492900103330612,-0.0047096493653953075,-0.0007136089843697846,U
403,0.0400727204978466,-0.0048642586916685104,-0.0007254208903759718,U
404,0.045033540576696396,-0.004868492484092712,-0.000722101831343025,U
405,0.05001915991306305,-0.004837163258343935,-0.0007193174678832293,U
406,0.05499516427516937,-0.004797086585313082,-0.000717012386303395,U
407,0.059966374188661575,-0.004754834342747927,-0.000715122849214822,U
408,0.010515573434531689,-0.0054452563636004925,-0.0007581550162285566,U
409,0.015400291420519352,-0.005038219504058361,-0.0007524651009589434,U
410,0.020311078056693077,-0.0048406897112727165,-0.0007457538158632815,U
411,0.025239596143364906,-0.004770954605191946,-0.0007394992862828076,U
412,0.030182981863617897,-0.0047912197187542915,-0.0007340199081227183,U
413,0.03511415794491768,-0.004843030124902725,-0.0007293615490198135,U
414,0.06988879293203354,-0.00468194717541337,-0.0007124231779016554,U
415,0.07979913800954819,-0.004641025327146053,-0.0007109448197297752,U
416,0.08475077897310257,-0.00462819030508399,-0.0007106057601049542,U
417,0.0946476012468338,-0.004604137036949396,-0.0007106387056410313,U
418,0.09959681332111359,-0.004593740217387676,-0.0007109808502718806,U
419,0.10454528033733368,-0.004584537819027901,-0.0007115231128409505,U
420,0.11444614082574844,-0.004567832686007023,-0.0007131671882234514,U
421,0.11939658224582672,-0.004560795612633228,-0.0007142500835470855,U
422,0.12929704785346985,-0.004552421625703573,-0.0007168981246650219,U
423,0.1342432200908661,-0.004548235330730677,-0.0007184484275057912,U
424,0.13919639587402344,-0.004551734775304794,-0.0007201439002528787,U
425,0.14910168945789337,-0.0045545026659965515,-0.0007239441620185971,U
426,0.15405508875846863,-0.0045547583140432835,-0.000726039579603821,U
427,0.1590033620595932,-0.004552648402750492,-0.0007282565929926932,U
428,0.16395552456378937,-0.0045525142922997475,-0.0007305947947315872,U
429,0.3124622404575348,-0.004627217538654804,-0.0008427167776972055,U
430,0.17385056614875793,-0.004549417644739151,-0.0007356101996265352,U
431,0.18374580144882202,-0.004548768047243357,-0.0007410600665025413,U
432,0.19365136325359344,-0.004557143431156874,-0.0007469255360774696,U
433,0.2035609483718872,-0.004568283911794424,-0.0007531820447184145,U
434,0.21346797049045563,-0.004576702136546373,-0.0007598055526614189,U
435,0.22336377203464508,-0.004573046695441008,-0.0007667715544812381,U
436,0.2332552969455719,-0.00456641661003232,-0.000774066720623523,U
437,0.2431465983390808,-0.004558301530778408,-0.0007816778379492462,U
438,0.25304996967315674,-0.004560660105198622,-0.0007895997259765863,U
