element,integration_point,x,y,H
1938,1,-0.039052046835422516,0.36363527923822403,0.0004080680664628744
1938,2,-0.039052046835422516,0.36363527923822403,0.00045718022738583386
1938,3,-0.039052046835422516,0.36363527923822403,0.0003966036601923406
1938,4,-0.039052046835422516,0.36363527923822403,0.0004478510527405888
1939,1,-0.0672489944845438,0.4215557724237442,0.0003058623697143048
1939,2,-0.0672489944845438,0.4215557724237442,0.0003523381892591715
1939,3,-0.0672489944845438,0.4215557724237442,0.00031325133750215173
1939,4,-0.0672489944845438,0.4215557724237442,0.00035539292730391026
1940,1,0.3190094903111458,0.0023700561141595244,0.0008800958748906851
1940,2,0.3190094903111458,0.0023700561141595244,0.0008804998942650855
1940,3,0.3190094903111458,0.0023700561141595244,0.0008801784715615213
1940,4,0.3190094903111458,0.0023700561141595244,0.0008805824909359217
1941,1,0.3388116881251335,0.0023864380782470107,0.0008799725910648704
1941,2,0.3388116881251335,0.0023864380782470107,0.0008800551295280457
1941,3,0.3388116881251335,0.0023864380782470107,0.0008800077484920621
1941,4,0.3388116881251335,0.0023864380782470107,0.0008800902869552374
1942,1,0.343713216483593,0.051832715049386024,0.0008973655640147626
1942,2,0.343713216483593,0.051832715049386024,0.0008971969364210963
1942,3,0.343713216483593,0.051832715049386024,0.0008972971700131893
1942,4,0.343713216483593,0.051832715049386024,0.0008971283095888793
1943,1,0.3172597885131836,0.16116603091359138,0.0010265434393659234
1943,2,0.3172597885131836,0.16116603091359138,0.0010261572897434235
1943,3,0.3172597885131836,0.16116603091359138,0.0010177998337894678
1943,4,0.3172597885131836,0.16116603091359138,0.001016919151879847
1944,1,0.2704828381538391,0.2144933007657528,0.0010999607620760798
1944,2,0.2704828381538391,0.2144933007657528,0.0011020414531230927
1944,3,0.2704828381538391,0.2144933007657528,0.0010971172014251351
1944,4,0.2704828381538391,0.2144933007657528,0.0010994886979460716
1945,1,0.15656721964478493,0.22329014912247658,0.0011588896159082651
1945,2,0.15656721964478493,0.22329014912247658,0.0011314854491502047
1945,3,0.15656721964478493,0.22329014912247658,0.0011736549204215407
1945,4,0.15656721964478493,0.22329014912247658,0.0011456588981673121
1946,1,0.10098481178283691,0.27827689051628113,0.0009650865686126053
1946,2,0.10098481178283691,0.27827689051628113,0.0010268387850373983
1946,3,0.10098481178283691,0.27827689051628113,0.0009422810398973525
1946,4,0.10098481178283691,0.27827689051628113,0.0010049296543002129
1947,1,0.032479021698236465,0.33337467908859253,0.0007109344005584717
1947,2,0.032479021698236465,0.33337467908859253,0.0007172053446993232
1947,3,0.032479021698236465,0.33337467908859253,0.0006724580307491124
1947,4,0.032479021698236465,0.33337467908859253,0.000669650558847934
1948,1,0.019217870954889804,0.38613633066415787,0.0006241825176402926
1948,2,0.019217870954889804,0.38613633066415787,0.0005769150448031723
1948,3,0.019217870954889804,0.38613633066415787,0.000642909377347678
1948,4,0.019217870954889804,0.38613633066415787,0.0005905102589167655
1949,1,0.012061892208294012,0.3367287516593933,0.0005991381476633251
1949,2,0.012061892208294012,0.3367287516593933,0.0005987153854221106
1949,3,0.012061892208294012,0.3367287516593933,0.0006393943913280964
1949,4,0.012061892208294012,0.3367287516593933,0.0006438181735575199
1950,1,-0.008025376460864209,0.3351661115884781,0.0005545566673390567
1950,2,-0.008025376460864209,0.3351661115884781,0.0005614240653812885
1950,3,-0.008025376460864209,0.3351661115884781,0.0005245031206868589
1950,4,-0.008025376460864209,0.3351661115884781,0.0005364809185266495
1951,1,0.06256026402115822,0.23435142263770103,0.0009791107149794698
1951,2,0.06256026402115822,0.23435142263770103,0.0010016573360189795
1951,3,0.06256026402115822,0.23435142263770103,0.0009492711978964508
1951,4,0.06256026402115822,0.23435142263770103,0.000970377994235605
1952,1,0.08520553074777126,0.1811564862728119,0.0012085259659215808
1952,2,0.08520553074777126,0.1811564862728119,0.0011600019643083215
1952,3,0.08520553074777126,0.1811564862728119,0.0012578140012919903
1952,4,0.08520553074777126,0.1811564862728119,0.0012051399098709226
1953,1,0.16253288090229034,0.13007641024887562,0.0011842629173770547
1953,2,0.16253288090229034,0.13007641024887562,0.00118359737098217
1953,3,0.16253288090229034,0.13007641024887562,0.001184073626063764
1953,4,0.16253288090229034,0.13007641024887562,0.0011834871256724
1954,1,0.23847617581486702,0.06117504555732012,0.0009331998880952597
1954,2,0.23847617581486702,0.06117504555732012,0.0009324091370217502
1954,3,0.23847617581486702,0.06117504555732012,0.000932420720346272
1954,4,0.23847617581486702,0.06117504555732012,0.0009315726347267628
1955,1,0.27881501615047455,0.0070605771616101265,0.0008783147786743939
1955,2,0.27881501615047455,0.0070605771616101265,0.0008790666470304132
1955,3,0.27881501615047455,0.0070605771616101265,0.0008784151868894696
1955,4,0.27881501615047455,0.0070605771616101265,0.0008791679283604026
1956,1,0.28385571390390396,0.049912252463400364,0.0009037533891387284
1956,2,0.28385571390390396,0.049912252463400364,0.0009037913987413049
1956,3,0.28385571390390396,0.049912252463400364,0.0009034767863340676
1956,4,0.28385571390390396,0.049912252463400364,0.0009035083348862827
1957,1,0.2885744944214821,0.0498873982578516,0.0009031034423969686
1957,2,0.2885744944214821,0.0498873982578516,0.000903284817468375
1957,3,0.2885744944214821,0.0498873982578516,0.0009028903441503644
1957,4,0.2885744944214821,0.0498873982578516,0.0009030687506310642
1958,1,0.2447531707584858,0.0023469565203413367,0.0008785848622210324
1958,2,0.2447531707584858,0.0023469565203413367,0.0008778421906754375
1958,3,0.2447531707584858,0.0023469565203413367,0.0008784137899056077
1958,4,0.2447531707584858,0.0023469565203413367,0.0008776719914749265
1959,1,0.22989728674292564,0.0023496608482673764,0.0008794995956122875
1959,2,0.22989728674292564,0.0023496608482673764,0.0008801284711807966
1959,3,0.22989728674292564,0.0023496608482673764,0.0008796659531071782
1959,4,0.22989728674292564,0.0023496608482673764,0.0008802945376373827
1960,1,0.17544638738036156,0.0023475614143535495,0.0009088741498999298
1960,2,0.17544638738036156,0.0023475614143535495,0.0009081698954105377
1960,3,0.17544638738036156,0.0023475614143535495,0.0009089166414923966
1960,4,0.17544638738036156,0.0023475614143535495,0.0009082115720957518
1961,1,0.12098399922251701,0.0023627805057913065,0.0010257069952785969
1961,2,0.12098399922251701,0.0023627805057913065,0.0010202174307778478
1961,3,0.12098399922251701,0.0023627805057913065,0.0010250621708109975
1961,4,0.12098399922251701,0.0023627805057913065,0.0010195676004514098
1962,1,0.051037843339145184,0.007484070840291679,0.0017820235807448626
1962,2,0.051037843339145184,0.007484070840291679,0.0018503590254113078
1962,3,0.051037843339145184,0.007484070840291679,0.0018272593151777983
1962,4,0.051037843339145184,0.007484070840291679,0.0018962695030495524
1963,1,0.004714924551080912,0.010362327913753688,0.00809566956013441
1963,2,0.004714924551080912,0.010362327913753688,0.012861260212957859
1963,3,0.004714924551080912,0.010362327913753688,0.009963596239686012
1963,4,0.004714924551080912,0.010362327913753688,0.015802176669239998
1964,1,-0.032929847948253155,0.021857311949133873,0.0003959051100537181
1964,2,-0.032929847948253155,0.021857311949133873,0.00037657105713151395
1964,3,-0.032929847948253155,0.021857311949133873,0.0004249641206115484
1964,4,-0.032929847948253155,0.021857311949133873,0.0004732345405500382
1965,1,0.4856486991047859,0.04366154409945011,0.0007578409858979285
1965,2,0.4856486991047859,0.04366154409945011,0.0007650544284842908
1965,3,0.4856486991047859,0.04366154409945011,0.0007706794422119856
1965,4,0.4856486991047859,0.04366154409945011,0.0007748620118945837
1966,1,0.341137632727623,0.17615815252065659,0.001026671496219933
1966,2,0.341137632727623,0.17615815252065659,0.00101606419775635
1966,3,0.341137632727623,0.17615815252065659,0.0010282815201207995
1966,4,0.341137632727623,0.17615815252065659,0.00101836200337857
1967,1,0.2851002663373947,0.22269409894943237,0.0010919710621237755
1967,2,0.2851002663373947,0.22269409894943237,0.0010966525878757238
1967,3,0.2851002663373947,0.22269409894943237,0.0010930580319836736
1967,4,0.2851002663373947,0.22269409894943237,0.0010991214076057076
1968,1,0.20391719788312912,0.2820918336510658,0.0011196356499567628
1968,2,0.20391719788312912,0.2820918336510658,0.001107742078602314
1968,3,0.20391719788312912,0.2820918336510658,0.0011133530642837286
1968,4,0.20391719788312912,0.2820918336510658,0.0010980288498103619
1969,1,0.15572439879179,0.3281991705298424,0.0010264255106449127
1969,2,0.15572439879179,0.3281991705298424,0.0010447984095662832
1969,3,0.15572439879179,0.3281991705298424,0.0010116476332768798
1969,4,0.15572439879179,0.3281991705298424,0.0010320029687136412
1970,1,0.15595248714089394,0.3891553655266762,0.0009542246698401868
1970,2,0.15595248714089394,0.3891553655266762,0.0009579529869370162
1970,3,0.15595248714089394,0.3891553655266762,0.000982555910013616
1970,4,0.15595248714089394,0.3891553655266762,0.0009804244618862867
1971,1,0.038841558154672384,0.48221462965011597,0.0006067926879040897
1971,2,0.038841558154672384,0.48221462965011597,0.0006109563400968909
1971,3,0.038841558154672384,0.48221462965011597,0.0006703687831759453
1971,4,0.038841558154672384,0.48221462965011597,0.0006746792932972312
1972,1,0.48793595284223557,0.13447093591094017,0.0008412481984123588
1972,2,0.48793595284223557,0.13447093591094017,0.0008546652388758957
1972,3,0.48793595284223557,0.13447093591094017,0.00084219517884776
1972,4,0.48793595284223557,0.13447093591094017,0.0008580601424910128
1973,1,0.4696134477853775,0.1010732650756836,0.0008262539049610496
1973,2,0.4696134477853775,0.1010732650756836,0.0008410923182964325
1973,3,0.4696134477853775,0.1010732650756836,0.0008284178329631686
1973,4,0.4696134477853775,0.1010732650756836,0.0008449515444226563
1974,1,0.3976738005876541,0.1501111201941967,0.000962414254900068
1974,2,0.3976738005876541,0.1501111201941967,0.0009483557078056037
1974,3,0.3976738005876541,0.1501111201941967,0.0009722940740175545
1974,4,0.3976738005876541,0.1501111201941967,0.0009597707539796829
1975,1,0.32750505208969116,0.2224978618323803,0.0010664694709703326
1975,2,0.32750505208969116,0.2224978618323803,0.0010671037016436458
1975,3,0.32750505208969116,0.2224978618323803,0.0010751393856480718
1975,4,0.32750505208969116,0.2224978618323803,0.0010751280933618546
1976,1,0.22293804213404655,0.34025348722934723,0.0010904381051659584
1976,2,0.22293804213404655,0.34025348722934723,0.0010812872787937522
1976,3,0.22293804213404655,0.34025348722934723,0.0010898670880123973
1976,4,0.22293804213404655,0.34025348722934723,0.001080346293747425
1977,1,0.185309287160635,0.3939674347639084,0.001024473225697875
1977,2,0.185309287160635,0.3939674347639084,0.0010104849934577942
1977,3,0.185309287160635,0.3939674347639084,0.0010215233778581023
1977,4,0.185309287160635,0.3939674347639084,0.0010074038291350007
1978,1,0.132650475949049,0.44261158257722855,0.0008954992517828941
1978,2,0.132650475949049,0.44261158257722855,0.0008843282703310251
1978,3,0.132650475949049,0.44261158257722855,0.0009130247635766864
1978,4,0.132650475949049,0.44261158257722855,0.0009039176511578262
1979,1,0.07967848796397448,0.4787033274769783,0.000727215432561934
1979,2,0.07967848796397448,0.4787033274769783,0.0007306615589186549
1979,3,0.07967848796397448,0.4787033274769783,0.0007934856112115085
1979,4,0.07967848796397448,0.4787033274769783,0.0007929729181341827
1980,1,0.4833115190267563,0.17237887904047966,0.0009139145840890706
1980,2,0.4833115190267563,0.17237887904047966,0.0009157769964076579
1980,3,0.4833115190267563,0.17237887904047966,0.0009141252376139164
1980,4,0.4833115190267563,0.17237887904047966,0.0009164289804175496
1981,1,0.4538155868649483,0.1635380983352661,0.0009176501771435142
1981,2,0.4538155868649483,0.1635380983352661,0.0009393460350111127
1981,3,0.4538155868649483,0.1635380983352661,0.0009316584328189492
1981,4,0.4538155868649483,0.1635380983352661,0.0009485101327300072
1982,1,0.3848992735147476,0.23623763397336006,0.0010616465006023645
1982,2,0.3848992735147476,0.23623763397336006,0.0010595940984785557
1982,3,0.3848992735147476,0.23623763397336006,0.0010488283587619662
1982,4,0.3848992735147476,0.23623763397336006,0.0010465550003573298
1983,1,0.3395568057894707,0.3153563290834427,0.0011116352397948503
1983,2,0.3395568057894707,0.3153563290834427,0.001111640827730298
1983,3,0.3395568057894707,0.3153563290834427,0.0011095571098849177
1983,4,0.3395568057894707,0.3153563290834427,0.0011096757370978594
1984,1,0.27562207728624344,0.39796268939971924,0.0010901929344981909
1984,2,0.27562207728624344,0.39796268939971924,0.001099984860047698
1984,3,0.27562207728624344,0.39796268939971924,0.0010909473057836294
1984,4,0.27562207728624344,0.39796268939971924,0.0011002547107636929
1985,1,0.2155074179172516,0.39689139276742935,0.0010411035036668181
1985,2,0.2155074179172516,0.39689139276742935,0.001055156928487122
