element,phase_variable,phase_value,threshold,step,frame
27024,SDV15,0.5198260545730591,0.5,Step-2,100
27025,SDV15,0.5709714889526367,0.5,Step-2,100
27026,SDV15,0.6317989230155945,0.5,Step-2,100
27027,SDV15,0.701521098613739,0.5,Step-2,100
27028,SDV15,0.7591009140014648,0.5,Step-2,100
27029,SDV15,0.7913898229598999,0.5,Step-2,100
27030,SDV15,0.8093736171722412,0.5,Step-2,100
27031,SDV15,0.8204209804534912,0.5,Step-2,100
27032,SDV15,0.8280632495880127,0.5,Step-2,100
27033,SDV15,0.834070086479187,0.5,Step-2,100
27034,SDV15,0.8391803503036499,0.5,Step-2,100
27035,SDV15,0.8437029719352722,0.5,Step-2,100
27036,SDV15,0.8477760553359985,0.5,Step-2,100
27037,SDV15,0.851464033126831,0.5,Step-2,100
27038,SDV15,0.8547961115837097,0.5,Step-2,100
27039,SDV15,0.8577835559844971,0.5,Step-2,100
27040,SDV15,0.860427975654602,0.5,Step-2,100
27041,SDV15,0.8627336025238037,0.5,Step-2,100
27042,SDV15,0.8647000193595886,0.5,Step-2,100
27043,SDV15,0.8662995100021362,0.5,Step-2,100
27044,SDV15,0.8674445152282715,0.5,Step-2,100
27045,SDV15,0.8679297566413879,0.5,Step-2,100
27046,SDV15,0.8678211569786072,0.5,Step-2,100
27047,SDV15,0.8665380477905273,0.5,Step-2,100
27048,SDV15,0.8629098534584045,0.5,Step-2,100
27049,SDV15,0.855461061000824,0.5,Step-2,100
27050,SDV15,0.8423953056335449,0.5,Step-2,100
27051,SDV15,0.822272777557373,0.5,Step-2,100
27052,SDV15,0.7949467301368713,0.5,Step-2,100
27053,SDV15,0.7616450786590576,0.5,Step-2,100
27054,SDV15,0.7241157293319702,0.5,Step-2,100
27055,SDV15,0.6839858293533325,0.5,Step-2,100
27056,SDV15,0.6425375938415527,0.5,Step-2,100
27057,SDV15,0.6007239818572998,0.5,Step-2,100
27058,SDV15,0.5592520833015442,0.5,Step-2,100
27059,SDV15,0.5186545252799988,0.5,Step-2,100
27241,SDV15,0.5232047438621521,0.5,Step-2,100
27242,SDV15,0.5874112844467163,0.5,Step-2,100
27243,SDV15,0.663162350654602,0.5,Step-2,100
27244,SDV15,0.7498265504837036,0.5,Step-2,100
27245,SDV15,0.804158627986908,0.5,Step-2,100
27246,SDV15,0.8230822086334229,0.5,Step-2,100
27247,SDV15,0.8334172368049622,0.5,Step-2,100
27248,SDV15,0.8419099450111389,0.5,Step-2,100
27249,SDV15,0.8494775891304016,0.5,Step-2,100
27250,SDV15,0.8567805886268616,0.5,Step-2,100
27251,SDV15,0.8641533255577087,0.5,Step-2,100
27252,SDV15,0.87183678150177,0.5,Step-2,100
27253,SDV15,0.8800871968269348,0.5,Step-2,100
27254,SDV15,0.8892413377761841,0.5,Step-2,100
27255,SDV15,0.8998143076896667,0.5,Step-2,100
27256,SDV15,0.9127289056777954,0.5,Step-2,100
27257,SDV15,0.9297654628753662,0.5,Step-2,100
27258,SDV15,0.9529204964637756,0.5,Step-2,100
27259,SDV15,0.9814370274543762,0.5,Step-2,100
27260,SDV15,0.9995939135551453,0.5,Step-2,100
27261,SDV15,1.0018057823181152,0.5,Step-2,100
27262,SDV15,0.996059000492096,0.5,Step-2,100
27263,SDV15,0.9869977831840515,0.5,Step-2,100
27264,SDV15,0.9815831184387207,0.5,Step-2,100
27265,SDV15,0.9779981970787048,0.5,Step-2,100
27266,SDV15,0.9751233458518982,0.5,Step-2,100
27267,SDV15,0.9747604727745056,0.5,Step-2,100
27268,SDV15,0.9745665788650513,0.5,Step-2,100
27269,SDV15,0.9742035865783691,0.5,Step-2,100
27270,SDV15,0.9737101197242737,0.5,Step-2,100
27271,SDV15,0.9731013774871826,0.5,Step-2,100
27272,SDV15,0.9723787307739258,0.5,Step-2,100
27273,SDV15,0.971533477306366,0.5,Step-2,100
27274,SDV15,0.9705432653427124,0.5,Step-2,100
27275,SDV15,0.9693575501441956,0.5,Step-2,100
27276,SDV15,0.9678658843040466,0.5,Step-2,100
27277,SDV15,0.9658417105674744,0.5,Step-2,100
27278,SDV15,0.9628466963768005,0.5,Step-2,100
27279,SDV15,0.9580942988395691,0.5,Step-2,100
27280,SDV15,0.9503106474876404,0.5,Step-2,100
27281,SDV15,0.9377148747444153,0.5,Step-2,100
27282,SDV15,0.9183270335197449,0.5,Step-2,100
27283,SDV15,0.8907759785652161,0.5,Step-2,100
27284,SDV15,0.8552510142326355,0.5,Step-2,100
27285,SDV15,0.8134852647781372,0.5,Step-2,100
27286,SDV15,0.7677565813064575,0.5,Step-2,100
27287,SDV15,0.7200911641120911,0.5,Step-2,100
27288,SDV15,0.6719970703125,0.5,Step-2,100
27289,SDV15,0.6245063543319702,0.5,Step-2,100
27290,SDV15,0.5783027410507202,0.5,Step-2,100
27291,SDV15,0.5338354706764221,0.5,Step-2,100
27461,SDV15,0.5174062848091125,0.5,Step-2,100
27462,SDV15,0.5881112813949585,0.5,Step-2,100
27463,SDV15,0.6720103621482849,0.5,Step-2,100
27464,SDV15,0.7704021334648132,0.5,Step-2,100
27465,SDV15,0.8224718570709229,0.5,Step-2,100
27466,SDV15,0.8359808325767517,0.5,Step-2,100
27467,SDV15,0.8453927636146545,0.5,Step-2,100
27468,SDV15,0.8551274538040161,0.5,Step-2,100
27469,SDV15,0.8648182153701782,0.5,Step-2,100
27470,SDV15,0.8750525712966919,0.5,Step-2,100
27471,SDV15,0.8863166570663452,0.5,Step-2,100
27472,SDV15,0.8991667628288269,0.5,Step-2,100
27473,SDV15,0.9145099520683289,0.5,Step-2,100
27474,SDV15,0.9337747097015381,0.5,Step-2,100
27475,SDV15,0.958132266998291,0.5,Step-2,100
27476,SDV15,0.9870514869689941,0.5,Step-2,100
27477,SDV15,1.0022740364074707,0.5,Step-2,100
27478,SDV15,1.0032920837402344,0.5,Step-2,100
27479,SDV15,0.9968513250350952,0.5,Step-2,100
27480,SDV15,0.9913203716278076,0.5,Step-2,100
27481,SDV15,0.988760232925415,0.5,Step-2,100
27482,SDV15,0.98713219165802,0.5,Step-2,100
