physical_element,source_storage_ip,previous_kstep,previous_kinc,current_kstep,current_kinc,previous_time2,current_time2,previous_phase_after_u1,current_phase_after_u1,phase_drop,previous_sdv16_history,current_sdv16_history,sdv16_drop,current_u2_mm,centroid_x,centroid_y,abs_centroid_y,relative_drop,magnitude_bin,before_or_at_peak,after_peak,phase_overshoot_in_transition,near_crack_axis_abs_y_le_0p02,near_notch_left_half_x_le_0
16437,4,2,158,2,159,1.929411764705879,1.9352941176470555,0.9987524312011462,0.9987368516004986,1.557960064757502e-05,202.16666964238547,202.16666964238547,0.0,0.006870588235294111,0.010499999999999999,-0.00050000035,0.00050000035,1.5599061550056272e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,159,2,160,1.9352941176470555,1.941176470588232,0.9987368516004986,0.9987218435912426,1.5008009256023414e-05,202.16666964238547,202.16666964238547,0.0,0.0068823529411764645,0.010499999999999999,-0.00050000035,0.00050000035,1.5026990575117695e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,160,2,161,1.941176470588232,1.9470588235294084,0.9987218435912426,0.9987077830394017,1.4060551840944235e-05,202.16666964238547,202.16666964238547,0.0,0.006894117647058817,0.010499999999999999,-0.00050000035,0.00050000035,1.40785464252837e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,161,2,162,1.9470588235294084,1.9529411764705848,0.9987077830394017,0.9986940144076815,1.3768631720201263e-05,202.16666964238547,202.16666964238547,0.0,0.00690588235294117,0.010499999999999999,-0.00050000035,0.00050000035,1.3786446800583363e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,162,2,163,1.9529411764705848,1.9588235294117613,0.9986940144076815,0.9986809857622341,1.3028645447388243e-05,202.16666964238547,202.16666964238547,0.0,0.006917647058823523,0.010499999999999999,-0.00050000035,0.00050000035,1.304568292132545e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,163,2,164,1.9588235294117613,1.9647058823529377,0.9986809857622341,0.9986681635587027,1.282220353138186e-05,202.16666964238547,202.16666964238547,0.0,0.006929411764705876,0.010499999999999999,-0.00050000035,0.00050000035,1.2839138537914017e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,164,2,165,1.9647058823529377,1.9705882352941142,0.9986681635587027,0.9986559855506838,1.2178008018892683e-05,202.16666964238547,202.16666964238547,0.0,0.006941176470588228,0.010499999999999999,-0.00050000035,0.00050000035,1.2194248763770517e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,165,2,166,1.9705882352941142,1.9764705882352906,0.9986559855506838,0.9986439804542575,1.2005096426292994e-05,202.16666964238547,202.16666964238547,0.0,0.006952941176470582,0.010499999999999999,-0.00050000035,0.00050000035,1.2021253164244626e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,166,2,167,1.9764705882352906,1.982352941176467,0.9986439804542575,0.9986325559219239,1.1424532333603743e-05,202.16666964238547,202.16666964238547,0.0,0.0069647058823529345,0.010499999999999999,-0.00050000035,0.00050000035,1.1440045258578554e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,167,2,168,1.982352941176467,1.9882352941176435,0.9986325559219239,0.9986212827903846,1.1273131539257797e-05,202.16666964238547,202.16666964238547,0.0,0.006976470588235287,0.010499999999999999,-0.00050000035,0.00050000035,1.1288568024753204e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,168,2,169,1.9882352941176435,1.99411764705882,0.9986212827903846,0.9986105363264002,1.074646398446788e-05,202.16666964238547,202.16666964238547,0.0,0.006988235294117641,0.010499999999999999,-0.00050000035,0.00050000035,1.0761300775044281e-05,"(1e-5,1e-4]",False,True,False,True,False
16437,4,2,169,2,170,1.99411764705882,1.9999999999999964,0.9986105363264002,0.9985999229461808,1.0613380219348656e-05,202.16666964238547,202.16666964238547,0.0,0.006999999999999993,0.010499999999999999,-0.00050000035,0.00050000035,1.062814764441823e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,159,2,160,1.9352941176470555,1.941176470588232,0.9992287579375108,0.9992194938434117,9.264094099070697e-06,185.27033122923297,185.27033122923297,0.0,0.0068823529411764645,0.025500000000000002,0.0005,0.0005,9.271244472779726e-06,"(1e-6,1e-5]",False,True,False,True,False
16998,2,2,160,2,161,1.941176470588232,1.9470588235294084,0.9992194938434117,0.999185979222697,3.3514620714658605e-05,185.27033122923297,185.27033122923297,0.0,0.006894117647058817,0.025500000000000002,0.0005,0.0005,3.3540799515177093e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,161,2,162,1.9470588235294084,1.9529411764705848,0.999185979222697,0.9991234708515537,6.250837114329943e-05,185.27033122923297,185.27033122923297,0.0,0.00690588235294117,0.025500000000000002,0.0005,0.0005,6.255929570982067e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,162,2,163,1.9529411764705848,1.9588235294117613,0.9991234708515537,0.9990459994871461,7.747136440761082e-05,185.27033122923297,185.27033122923297,0.0,0.006917647058823523,0.025500000000000002,0.0005,0.0005,7.753932989041076e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,163,2,164,1.9588235294117613,1.9647058823529377,0.9990459994871461,0.9989647920445376,8.120744260853296e-05,185.27033122923297,185.27033122923297,0.0,0.006929411764705876,0.025500000000000002,0.0005,0.0005,8.128498852927722e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,164,2,165,1.9647058823529377,1.9705882352941142,0.9989647920445376,0.99889890033886,6.589170567761204e-05,185.27033122923297,185.27033122923297,0.0,0.006941176470588228,0.025500000000000002,0.0005,0.0005,6.595998798191313e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,165,2,166,1.9705882352941142,1.9764705882352906,0.99889890033886,0.9988480087350778,5.0891603782132755e-05,185.27033122923297,185.27033122923297,0.0,0.006952941176470582,0.025500000000000002,0.0005,0.0005,5.094770227984896e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,166,2,167,1.9764705882352906,1.982352941176467,0.9988480087350778,0.9988126583982511,3.535033682677824e-05,185.27033122923297,185.27033122923297,0.0,0.0069647058823529345,0.025500000000000002,0.0005,0.0005,3.539110707298224e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,167,2,168,1.982352941176467,1.9882352941176435,0.9988126583982511,0.9987859300173811,2.6728380869922574e-05,185.27033122923297,185.27033122923297,0.0,0.006976470588235287,0.025500000000000002,0.0005,0.0005,2.6760154314409295e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,168,2,169,1.9882352941176435,1.99411764705882,0.9987859300173811,0.9987654253569631,2.050466041803034e-05,185.27033122923297,185.27033122923297,0.0,0.006988235294117641,0.025500000000000002,0.0005,0.0005,2.0529584770656024e-05,"(1e-5,1e-4]",False,True,False,True,False
16998,2,2,169,2,170,1.99411764705882,1.9999999999999964,0.9987654253569631,0.9987477234124997,1.7701944463377473e-05,185.27033122923297,185.27033122923297,0.0,0.006999999999999993,0.025500000000000002,0.0005,0.0005,1.772382584934868e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,150,2,151,1.8823529411764675,1.888235294117644,0.9993521335651294,0.9993518762994624,2.5726566699191267e-07,199.68164703688979,199.68164703688979,0.0,0.006776470588235288,0.0165,-0.00050000035,0.00050000035,2.5743244883475926e-07,"(1e-8,1e-6]",False,True,False,True,False
16443,4,2,151,2,152,1.888235294117644,1.8941176470588204,0.9993518762994624,0.9993375801313278,1.4296168134642073e-05,199.68164703688979,199.68164703688979,0.0,0.006788235294117641,0.0165,-0.00050000035,0.00050000035,1.430543982924202e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,152,2,153,1.8941176470588204,1.8999999999999968,0.9993375801313278,0.9993021630182503,3.541711307752937e-05,199.68164703688979,199.68164703688979,0.0,0.0067999999999999935,0.0165,-0.00050000035,0.00050000035,3.5440589628256586e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,153,2,154,1.8999999999999968,1.9058823529411733,0.9993021630182503,0.9992401535235684,6.200949468182504e-05,199.68164703688979,199.68164703688979,0.0,0.006811764705882347,0.0165,-0.00050000035,0.00050000035,6.205279741868482e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,154,2,155,1.9058823529411733,1.9117647058823497,0.9992401535235684,0.9991604524384925,7.970108507593388e-05,199.68164703688979,199.68164703688979,0.0,0.0068235294117647,0.0165,-0.00050000035,0.00050000035,7.976169171633876e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,155,2,156,1.9117647058823497,1.9176470588235262,0.9991604524384925,0.999073238688661,8.721374983144958e-05,199.68164703688979,199.68164703688979,0.0,0.006835294117647052,0.0165,-0.00050000035,0.00050000035,8.728703144585118e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,156,2,157,1.9176470588235262,1.9235294117647026,0.999073238688661,0.9989973196435337,7.591904512738168e-05,199.68164703688979,199.68164703688979,0.0,0.006847058823529406,0.0165,-0.00050000035,0.00050000035,7.598946922753094e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,157,2,158,1.9235294117647026,1.929411764705879,0.9989973196435337,0.9989364329097219,6.088673381177134e-05,199.68164703688979,199.68164703688979,0.0,0.006858823529411758,0.0165,-0.00050000035,0.00050000035,6.0947845018740586e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,158,2,159,1.929411764705879,1.9352941176470555,0.9989364329097219,0.9988931401627007,4.329274702119523e-05,199.68164703688979,199.68164703688979,0.0,0.006870588235294111,0.0165,-0.00050000035,0.00050000035,4.333884078598601e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,159,2,160,1.9352941176470555,1.941176470588232,0.9988931401627007,0.9988610682630867,3.2071899613961286e-05,199.68164703688979,199.68164703688979,0.0,0.0068823529411764645,0.0165,-0.00050000035,0.00050000035,3.2107438047614765e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,160,2,161,1.941176470588232,1.9470588235294084,0.9988610682630867,0.9988373109445177,2.375731856907315e-05,199.68164703688979,199.68164703688979,0.0,0.006894117647058817,0.0165,-0.00050000035,0.00050000035,2.3784407385488155e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,161,2,162,1.9470588235294084,1.9529411764705848,0.9988373109445177,0.998817612418623,1.969852589467358e-05,199.68164703688979,199.68164703688979,0.0,0.00690588235294117,0.0165,-0.00050000035,0.00050000035,1.972145581550845e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,162,2,163,1.9529411764705848,1.9588235294117613,0.998817612418623,0.9988008903238508,1.6722094772214646e-05,199.68164703688979,199.68164703688979,0.0,0.006917647058823523,0.0165,-0.00050000035,0.00050000035,1.6741890175246637e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,163,2,164,1.9588235294117613,1.9647058823529377,0.9988008903238508,0.9987854130099751,1.547731387563367e-05,199.68164703688979,199.68164703688979,0.0,0.006929411764705876,0.0165,-0.00050000035,0.00050000035,1.549589515345277e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,164,2,165,1.9647058823529377,1.9705882352941142,0.9987854130099751,0.9987712310569649,1.4181953010283799e-05,199.68164703688979,199.68164703688979,0.0,0.006941176470588228,0.0165,-0.00050000035,0.00050000035,1.4199199172867935e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,165,2,166,1.9705882352941142,1.9764705882352906,0.9987712310569649,0.9987575236599109,1.3707397053974724e-05,199.68164703688979,199.68164703688979,0.0,0.006952941176470582,0.0165,-0.00050000035,0.00050000035,1.3724260999657211e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,166,2,167,1.9764705882352906,1.982352941176467,0.9987575236599109,0.9987446490993649,1.2874560545994562e-05,199.68164703688979,199.68164703688979,0.0,0.0069647058823529345,0.0165,-0.00050000035,0.00050000035,1.2890576782657116e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,167,2,168,1.982352941176467,1.9882352941176435,0.9987446490993649,0.998732051584894,1.2597514470913396e-05,199.68164703688979,199.68164703688979,0.0,0.006976470588235287,0.0165,-0.00050000035,0.00050000035,1.261334864950057e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,168,2,169,1.9882352941176435,1.99411764705882,0.998732051584894,0.9987201298939065,1.1921690987515277e-05,199.68164703688979,199.68164703688979,0.0,0.006988235294117641,0.0165,-0.00050000035,0.00050000035,1.1936826267462501e-05,"(1e-5,1e-4]",False,True,False,True,False
16443,4,2,169,2,170,1.99411764705882,1.9999999999999964,0.9987201298939065,0.9987084203257657,1.1709568140783055e-05,199.68164703688979,199.68164703688979,0.0,0.006999999999999993,0.0165,-0.00050000035,0.00050000035,1.1724574072645313e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,149,2,150,1.876470588235291,1.8823529411764675,0.9993570450741474,0.9993567016743958,3.4339975152342106e-07,200.0562905496307,200.0562905496307,0.0,0.006764705882352935,0.0155,-0.00050000035,0.00050000035,3.436206841349105e-07,"(1e-8,1e-6]",False,True,False,True,False
16442,4,2,150,2,151,1.8823529411764675,1.888235294117644,0.9993567016743958,0.9993430345129442,1.3667161451680343e-05,200.0562905496307,200.0562905496307,0.0,0.006776470588235288,0.0155,-0.00050000035,0.00050000035,1.367595917331757e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,151,2,152,1.888235294117644,1.8941176470588204,0.9993430345129442,0.9993071206605557,3.591385238843614e-05,200.0562905496307,200.0562905496307,0.0,0.006788235294117641,0.0155,-0.00050000035,0.00050000035,3.59374620607024e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,152,2,153,1.8941176470588204,1.8999999999999968,0.9993071206605557,0.9992470905519819,6.003010857380531e-05,200.0562905496307,200.0562905496307,0.0,0.0067999999999999935,0.0155,-0.00050000035,0.00050000035,6.00717310351242e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,153,2,154,1.8999999999999968,1.9058823529411733,0.9992470905519819,0.9991651378593276,8.195269265431904e-05,200.0562905496307,200.0562905496307,0.0,0.006811764705882347,0.0155,-0.00050000035,0.00050000035,8.201444210265206e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,154,2,155,1.9058823529411733,1.9117647058823497,0.9991651378593276,0.9990791089858571,8.60288734705339e-05,200.0562905496307,200.0562905496307,0.0,0.0068235294117647,0.0155,-0.00050000035,0.00050000035,8.610075573177765e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,155,2,156,1.9117647058823497,1.9176470588235262,0.9990791089858571,0.9989997058643786,7.940312147847184e-05,200.0562905496307,200.0562905496307,0.0,0.006835294117647052,0.0155,-0.00050000035,0.00050000035,7.947631049864728e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,156,2,157,1.9176470588235262,1.9235294117647026,0.9989997058643786,0.9989387075060956,6.099835828299316e-05,200.0562905496307,200.0562905496307,0.0,0.006847058823529406,0.0155,-0.00050000035,0.00050000035,6.105943567842664e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,157,2,158,1.9235294117647026,1.929411764705879,0.9989387075060956,0.9988930544693579,4.565303673764731e-05,200.0562905496307,200.0562905496307,0.0,0.006858823529411758,0.0155,-0.00050000035,0.00050000035,4.570153943841318e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,158,2,159,1.929411764705879,1.9352941176470555,0.9988930544693579,0.9988607976721249,3.2256797233065626e-05,200.0562905496307,200.0562905496307,0.0,0.006870588235294111,0.0155,-0.00050000035,0.00050000035,3.229254331956629e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,159,2,160,1.9352941176470555,1.941176470588232,0.9988607976721249,0.9988359046188146,2.489305331032643e-05,200.0562905496307,200.0562905496307,0.0,0.0068823529411764645,0.0155,-0.00050000035,0.00050000035,2.492144387720535e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,160,2,161,1.941176470588232,1.9470588235294084,0.9988359046188146,0.9988162131255434,1.969149327119002e-05,200.0562905496307,200.0562905496307,0.0,0.006894117647058817,0.0155,-0.00050000035,0.00050000035,1.971444276295302e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,161,2,162,1.9470588235294084,1.9529411764705848,0.9988162131255434,0.9987988762153672,1.733691017613559e-05,200.0562905496307,200.0562905496307,0.0,0.00690588235294117,0.0155,-0.00050000035,0.00050000035,1.7357457706742767e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,162,2,163,1.9529411764705848,1.9588235294117613,0.9987988762153672,0.9987834889929612,1.5387222406015866e-05,200.0562905496307,200.0562905496307,0.0,0.006917647058823523,0.0155,-0.00050000035,0.00050000035,1.5405726590643438e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,163,2,164,1.9588235294117613,1.9647058823529377,0.9987834889929612,0.9987688639127543,1.462508020688702e-05,200.0562905496307,200.0562905496307,0.0,0.006929411764705876,0.0155,-0.00050000035,0.00050000035,1.4642893447941337e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,164,2,165,1.9647058823529377,1.9705882352941142,0.9987688639127543,0.9987552566974236,1.3607215330724287e-05,200.0562905496307,200.0562905496307,0.0,0.006941176470588228,0.0155,-0.00050000035,0.00050000035,1.3623988314390347e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,165,2,166,1.9705882352941142,1.9764705882352906,0.9987552566974236,0.9987419996547247,1.3257042698944232e-05,200.0562905496307,200.0562905496307,0.0,0.006952941176470582,0.0155,-0.00050000035,0.00050000035,1.3273564879929838e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,166,2,167,1.9764705882352906,1.982352941176467,0.9987419996547247,0.9987294912022475,1.2508452477133503e-05,200.0562905496307,200.0562905496307,0.0,0.0069647058823529345,0.0155,-0.00050000035,0.00050000035,1.2524207935040082e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,167,2,168,1.982352941176467,1.9882352941176435,0.9987294912022475,0.998717220705218,1.2270497029565064e-05,200.0562905496307,200.0562905496307,0.0,0.006976470588235287,0.0155,-0.00050000035,0.00050000035,1.2286106636136401e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,168,2,169,1.9882352941176435,1.99411764705882,0.998717220705218,0.9987055873508115,1.1633354406459517e-05,200.0562905496307,200.0562905496307,0.0,0.006988235294117641,0.0155,-0.00050000035,0.00050000035,1.1648296600157679e-05,"(1e-5,1e-4]",False,True,False,True,False
16442,4,2,169,2,170,1.99411764705882,1.9999999999999964,0.9987055873508115,0.9986941467807152,1.1440570096277192e-05,200.0562905496307,200.0562905496307,0.0,0.006999999999999993,0.0155,-0.00050000035,0.00050000035,1.1455398108490311e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,156,2,157,1.9176470588235262,1.9235294117647026,0.9994152464832298,0.9994150826358449,1.6384738488195438e-07,208.39919403592438,208.39919403592438,0.0,0.006847058823529406,0.0215,-0.00050000035,0.00050000035,1.63943251274688e-07,"(1e-8,1e-6]",False,True,False,True,False
16448,4,2,157,2,158,1.9235294117647026,1.929411764705879,0.9994150826358449,0.9994008125010735,1.4270134771399157e-05,208.39919403592438,208.39919403592438,0.0,0.006858823529411758,0.0215,-0.00050000035,0.00050000035,1.4278486506090423e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,158,2,159,1.929411764705879,1.9352941176470555,0.9994008125010735,0.9993679204277491,3.289207332435318e-05,208.39919403592438,208.39919403592438,0.0,0.006870588235294111,0.0215,-0.00050000035,0.00050000035,3.291179365968131e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,159,2,160,1.9352941176470555,1.941176470588232,0.9993679204277491,0.9993126236437291,5.529678402005356e-05,208.39919403592438,208.39919403592438,0.0,0.0068823529411764645,0.0215,-0.00050000035,0.00050000035,5.533175809404153e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,160,2,161,1.941176470588232,1.9470588235294084,0.9993126236437291,0.9992426177241942,7.000591953487678e-05,208.39919403592438,208.39919403592438,0.0,0.006894117647058817,0.0215,-0.00050000035,0.00050000035,7.00540730483507e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,161,2,162,1.9470588235294084,1.9529411764705848,0.9992426177241942,0.9991656697441104,7.69479800838413e-05,208.39919403592438,208.39919403592438,0.0,0.00690588235294117,0.0215,-0.00050000035,0.00050000035,7.70063032930808e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,162,2,163,1.9529411764705848,1.9588235294117613,0.9991656697441104,0.9990966742461473,6.899549796302029e-05,208.39919403592438,208.39919403592438,0.0,0.006917647058823523,0.0215,-0.00050000035,0.00050000035,6.905311106284333e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,163,2,164,1.9588235294117613,1.9647058823529377,0.9990966742461473,0.9990385656050342,5.8108641113108206e-05,208.39919403592438,208.39919403592438,0.0,0.006929411764705876,0.0215,-0.00050000035,0.00050000035,5.8161179604519416e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,164,2,165,1.9647058823529377,1.9705882352941142,0.9990385656050342,0.9989949883048788,4.35773001554729e-05,208.39919403592438,208.39919403592438,0.0,0.006941176470588228,0.0215,-0.00050000035,0.00050000035,4.361923719038991e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,165,2,166,1.9705882352941142,1.9764705882352906,0.9989949883048788,0.9989614810946209,3.350721025785486e-05,208.39919403592438,208.39919403592438,0.0,0.006952941176470582,0.0215,-0.00050000035,0.00050000035,3.354091927399034e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,166,2,167,1.9764705882352906,1.982352941176467,0.9989614810946209,0.9989366080459012,2.4873048719675772e-05,208.39919403592438,208.39919403592438,0.0,0.0069647058823529345,0.0215,-0.00050000035,0.00050000035,2.4898906705012196e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,167,2,168,1.982352941176467,1.9882352941176435,0.9989366080459012,0.9989164550184709,2.0153027430303005e-05,208.39919403592438,208.39919403592438,0.0,0.006976470588235287,0.0215,-0.00050000035,0.00050000035,2.017448081087541e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,168,2,169,1.9882352941176435,1.99411764705882,0.9989164550184709,0.9988999779174587,1.6477101012268847e-05,208.39919403592438,208.39919403592438,0.0,0.006988235294117641,0.0215,-0.00050000035,0.00050000035,1.649497405863053e-05,"(1e-5,1e-4]",False,True,False,True,False
16448,4,2,169,2,170,1.99411764705882,1.9999999999999964,0.9988999779174587,0.9988853873926961,1.4590524762603252e-05,208.39919403592438,208.39919403592438,0.0,0.006999999999999993,0.0215,-0.00050000035,0.00050000035,1.4606592336724328e-05,"(1e-5,1e-4]",False,True,False,True,False
16984,1,2,153,2,154,1.8999999999999968,1.9058823529411733,1.0003227067506744,1.0003212068851948,1.499865479592799e-06,848.4163644316708,933.8611850454316,-85.44482061376084,0.006811764705882347,0.0115,0.0005,0.0005,1.4993816190225035e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,154,2,155,1.9058823529411733,1.9117647058823497,1.0003212068851948,1.000318100176281,3.106708913680478e-06,933.8611850454316,999.5277855554227,-65.6666005099911,0.0068235294117647,0.0115,0.0005,0.0005,3.1057113378153443e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,155,2,156,1.9117647058823497,1.9176470588235262,1.000318100176281,1.0003147039951337,3.3961811474192416e-06,999.5277855554227,1053.3112996976904,-53.78351414226768,0.006835294117647052,0.0115,0.0005,0.0005,3.3951011651401185e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,156,2,157,1.9176470588235262,1.9235294117647026,1.0003147039951337,1.0003114862597517,3.217735381921827e-06,1053.3112996976904,1097.7094442548362,-44.39814455714577,0.006847058823529406,0.0115,0.0005,0.0005,3.216723066321617e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,157,2,158,1.9235294117647026,1.929411764705879,1.0003114862597517,1.0003083020643457,3.184195406014112e-06,1097.7094442548362,1138.323146543961,-40.61370228912483,0.006858823529411758,0.0115,0.0005,0.0005,3.183203881742961e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,158,2,159,1.929411764705879,1.9352941176470555,1.0003083020643457,1.0003052239735,3.078090845765047e-06,1138.323146543961,1175.6664684644668,-37.34332192050579,0.006870588235294111,0.0115,0.0005,0.0005,3.077142156485917e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,159,2,160,1.9352941176470555,1.941176470588232,1.0003052239735,1.0003020844872912,3.139486208780795e-06,1175.6664684644668,1212.4934177229934,-36.82694925852661,0.0068823529411764645,0.0115,0.0005,0.0005,3.1385282547159486e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,160,2,161,1.941176470588232,1.9470588235294084,1.0003020844872912,1.0002989845969144,3.0998903768342245e-06,1212.4934177229934,1248.0232616707603,-35.52984394776695,0.006894117647058817,0.0115,0.0005,0.0005,3.098954230834264e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,161,2,162,1.9470588235294084,1.9529411764705848,1.0002989845969144,1.000295798112564,3.186484350381491e-06,1248.0232616707603,1283.975860912305,-35.9525992415447,0.00690588235294117,0.0115,0.0005,0.0005,3.1855319254028166e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,162,2,163,1.9529411764705848,1.9588235294117613,1.000295798112564,1.0002926471969265,3.1509156375175706e-06,1283.975860912305,1319.1721867610252,-35.19632584872011,0.006917647058823523,0.0115,0.0005,0.0005,3.1499838782317826e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,163,2,164,1.9588235294117613,1.9647058823529377,1.0002926471969265,1.0002894193706415,3.227826284923907e-06,1319.1721867610252,1355.0291667144463,-35.85697995342116,0.006929411764705876,0.0115,0.0005,0.0005,3.2268819469673145e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,164,2,165,1.9647058823529377,1.9705882352941142,1.0002894193706415,1.0002862406350113,3.1787356302714898e-06,1355.0291667144463,1390.2764002497715,-35.24723353532522,0.006941176470588228,0.0115,0.0005,0.0005,3.177815908791153e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,165,2,166,1.9705882352941142,1.9764705882352906,1.0002862406350113,1.0002830016575714,3.238977439812274e-06,1390.2764002497715,1426.2358267135876,-35.959426463816044,0.006952941176470582,0.0115,0.0005,0.0005,3.2380505781585832e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,166,2,167,1.9764705882352906,1.982352941176467,1.0002830016575714,1.0002798252011684,3.1764564030201115e-06,1426.2358267135876,1461.635194796599,-35.399368083011495,0.0069647058823529345,0.0115,0.0005,0.0005,3.1755577149230743e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,167,2,168,1.982352941176467,1.9882352941176435,1.0002798252011684,1.0002766028391807,3.2223619876869947e-06,1461.635194796599,1497.7611725064694,-36.12597770987031,0.006976470588235287,0.0115,0.0005,0.0005,3.221460541842817e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,168,2,169,1.9882352941176435,1.99411764705882,1.0002766028391807,1.0002734520937882,3.1507453925883055e-06,1497.7611725064694,1533.36186241254,-35.600689906070556,0.006988235294117641,0.0115,0.0005,0.0005,3.1498741284613114e-06,"(1e-6,1e-5]",False,True,True,True,False
16984,1,2,169,2,170,1.99411764705882,1.9999999999999964,1.0002734520937882,1.000270266236624,3.185857164078598e-06,1533.36186241254,1569.7004148435883,-36.338552431048356,0.006999999999999993,0.0115,0.0005,0.0005,3.1849862229272523e-06,"(1e-6,1e-5]",False,True,True,True,False
