step,frame,step_time,rp_u2,rp_rf2,rp_u1,rp_rf1,max_sdv14,max_sdv15,max_sdv16,description
Step-1,42,0.41999998688697815,0.0,0.0,0.00419999985024333,0.05343514680862427,0.03877367824316025,0.03896518424153328,0.07894148677587509,Increment    420: Step Time =   0.4200
Step-1,43,0.4300000071525574,0.0,0.0,0.00430000014603138,0.05468384921550751,0.04071206599473953,0.04090876132249832,0.0830940455198288,Increment    430: Step Time =   0.4300
Step-1,44,0.4399999976158142,0.0,0.0,0.004399999976158142,0.05593085661530495,0.0427025742828846,0.04290451109409332,0.087380550801754,Increment    440: Step Time =   0.4400
Step-1,45,0.44999998807907104,0.0,0.0,0.0044999998062849045,0.0571761280298233,0.04474572092294693,0.04495294764637947,0.09180407971143723,Increment    450: Step Time =   0.4500
Step-1,46,0.46000000834465027,0.0,0.0,0.004600000102072954,0.058419618755578995,0.04684203118085861,0.047054607421159744,0.09636788070201874,Increment    460: Step Time =   0.4600
Step-1,47,0.4699999988079071,0.0,0.0,0.004699999932199717,0.05966128408908844,0.04899206757545471,0.04921004921197891,0.10107535123825073,Increment    470: Step Time =   0.4700
Step-1,48,0.47999998927116394,0.0,0.0,0.004800000227987766,0.060901083052158356,0.05119640752673149,0.05141985043883324,0.10593005269765854,Increment    480: Step Time =   0.4800
Step-1,49,0.49000000953674316,0.0,0.0,0.004900000058114529,0.06213896721601486,0.0534556545317173,0.053684622049331665,0.11093571037054062,Increment    490: Step Time =   0.4900
Step-1,50,0.5,0.0,0.0,0.004999999888241291,0.06337489187717438,0.05577043443918228,0.05600498989224434,0.11609626561403275,Increment    500: Step Time =   0.5000
Step-2,0,0.0,0.0,0.0,0.004999999888241291,0.06337489187717438,0.05577043443918228,0.05600498989224434,0.11609626561403275,Increment      0: Step Time =    0.000
Step-2,1,0.009999999776482582,0.0,0.0,0.005249999929219484,0.06645023077726364,0.062218111008405685,0.062280550599098206,0.13024549186229706,Increment    100: Step Time =   1.0000E-02
Step-2,2,0.019999999552965164,0.0,0.0,0.005499999970197678,0.06951732933521271,0.06864409148693085,0.06871023029088974,0.14497391879558563,Increment    200: Step Time =   2.0000E-02
Step-2,3,0.029999999329447746,0.0,0.0,0.005750000011175871,0.07257039844989777,0.07544643431901932,0.07551640272140503,0.16085359454154968,Increment    300: Step Time =   3.0000E-02
Step-2,4,0.03999999910593033,0.0,0.0,0.006000000052154064,0.07560866326093674,0.08263897150754929,0.08271291851997375,0.17797626554965973,Increment    400: Step Time =   4.0000E-02
Step-2,5,0.05000000074505806,0.0,0.0,0.0062500000931322575,0.07863133400678635,0.09023713320493698,0.09031521528959274,0.1964467167854309,Increment    500: Step Time =   5.0000E-02
Step-2,6,0.05999999865889549,0.0,0.0,0.006500000134110451,0.08163757622241974,0.09826111048460007,0.09834366291761398,0.21638499200344086,Increment    600: Step Time =   6.0000E-02
Step-2,7,0.07000000029802322,0.0,0.0,0.006750000175088644,0.08462653309106827,0.10674095153808594,0.10682807117700577,0.23792938888072968,Increment    700: Step Time =   7.0000E-02
Step-2,8,0.07999999821186066,0.0,0.0,0.007000000216066837,0.08759729564189911,0.11568894982337952,0.11578087508678436,0.2612399756908417,Increment    800: Step Time =   8.0000E-02
Step-2,9,0.09000000357627869,0.0,0.0,0.007249999791383743,0.09054891020059586,0.12513047456741333,0.12522746622562408,0.2865030765533447,Increment    900: Step Time =   9.0000E-02
Step-2,10,0.10000000149011612,0.0,0.0,0.007499999832361937,0.09348035603761673,0.13509435951709747,0.1351967304944992,0.3139370083808899,Increment   1000: Step Time =   0.1000
Step-2,11,0.10999999940395355,0.0,0.0,0.00774999987334013,0.09639055281877518,0.14561359584331512,0.14572171866893768,0.3437993824481964,Increment   1100: Step Time =   0.1100
Step-2,12,0.11999999731779099,0.0,0.0,0.00800000037997961,0.09927832335233688,0.1567261964082718,0.1568404734134674,0.37639662623405457,Increment   1200: Step Time =   0.1200
Step-2,13,0.12999999523162842,0.0,0.0,0.008249999955296516,0.10214238613843918,0.1684761941432953,0.16859708726406097,0.4120965600013733,Increment   1300: Step Time =   0.1300
Step-2,14,0.14000000059604645,0.0,0.0,0.008500000461935997,0.10498135536909103,0.18091507256031036,0.1810431331396103,0.45134517550468445,Increment   1400: Step Time =   0.1400
Step-2,15,0.15000000596046448,0.0,0.0,0.008750000037252903,0.1077936589717865,0.19410358369350433,0.19423949718475342,0.494689404964447,Increment   1500: Step Time =   0.1500
Step-2,16,0.1599999964237213,0.0,0.0,0.008999999612569809,0.1105775386095047,0.20811425149440765,0.20825877785682678,0.5428089499473572,Increment   1600: Step Time =   0.1600
Step-2,17,0.17000000178813934,0.0,0.0,0.00925000011920929,0.11333099752664566,0.22303460538387299,0.22318874299526215,0.5965612530708313,Increment   1700: Step Time =   0.1700
Step-2,18,0.18000000715255737,0.0,0.0,0.009499999694526196,0.11605168879032135,0.23897205293178558,0.23913699388504028,0.6570468544960022,Increment   1800: Step Time =   0.1800
Step-2,19,0.1899999976158142,0.0,0.0,0.009750000201165676,0.11873683333396912,0.25606054067611694,0.25623777508735657,0.7257077097892761,Increment   1900: Step Time =   0.1900
Step-2,20,0.20000000298023224,0.0,0.0,0.009999999776482582,0.12138304114341736,0.2744707763195038,0.2746622562408447,0.8044795989990234,Increment   2000: Step Time =   0.2000
