step,frame,step_time,target_abs_u,rp_u1,rp_rf1,element,integration_point,sdv14,sdv15,sdv16
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24129,1,0.006518993992358446,0.006524285301566124,0.0009646163671277463
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24129,2,0.005118399392813444,0.005122554954141378,0.0004942446248605847
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24129,3,0.005385642405599356,0.005390011705458164,0.0007673076470382512
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24129,4,0.004498613532632589,0.004502263851463795,0.0003630414721556008
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24130,1,0.004271542187780142,0.00427501043304801,0.00037283141864463687
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24130,2,0.0033584788907319307,0.0033612046390771866,0.0002858922816812992
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24130,3,0.003915536217391491,0.003918712958693504,0.0003257901989854872
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24130,4,0.003209569025784731,0.003212172072380781,0.0002444782294332981
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24131,1,0.002886673202738166,0.00288901524618268,0.00025227878359146416
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24131,2,0.0025107392575591803,0.0025127746630460024,0.00021730152366217226
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24131,3,0.002825724193826318,0.002828015247359872,0.00023201135627459735
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24131,4,0.0024830081965774298,0.0024850203189998865,0.000198020352399908
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24132,1,0.0023103642743080854,0.00231223669834435,0.00020317938469816
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24132,2,0.0021388642489910126,0.0021405965089797974,0.00018785634892992675
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24132,3,0.0022989301942288876,0.002300792606547475,0.00019342989253345877
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24132,4,0.0021387364249676466,0.002140468219295144,0.00017823645612224936
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24133,1,0.0020471743773669004,0.0020488316658884287,0.00018152121629100293
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24133,2,0.001968172611668706,0.0019697656389325857,0.00017438737268093973
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24133,3,0.0020520586986094713,0.0020537199452519417,0.00017641445447225124
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24133,4,0.001975444843992591,0.0019770434591919184,0.00016924930969253182
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24134,1,0.0019269670592620969,0.0019285263260826468,0.0001716945698717609
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24134,2,0.0018933931132778525,0.0018949249060824513,0.0001686623872956261
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24134,3,0.0019351724768057466,0.0019367382628843188,0.00016910374688450247
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24134,4,0.0019017602317035198,0.0019032987765967846,0.00016602687537670135
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24135,1,0.0018775832140818238,0.0018791020847856998,0.0001678472908679396
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24135,2,0.0018679638160392642,0.001869474770501256,0.00016698795661795884
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24135,3,0.0018858229741454124,0.0018873484805226326,0.00016675563529133797
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24135,4,0.0018756937934085727,0.0018772110342979431,0.00016586852143518627
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24136,1,0.0018655083840712905,0.0018670173594728112,0.00016715540550649166
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24136,2,0.0018684196984395385,0.0018699310021474957,0.00016744404274504632
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24136,3,0.0018728639697656035,0.0018743788823485374,0.00016700725245755166
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24136,4,0.0018752621253952384,0.0018767789006233215,0.00016728576156310737
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24137,1,0.0018726101843640208,0.001874124980531633,0.00016807187057565898
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24137,2,0.001881147618405521,0.0018826695159077644,0.0001688843040028587
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24137,3,0.0018791727488860488,0.001880692900158465,0.00016850493557285517
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24137,4,0.0018874589586630464,0.0018889859784394503,0.00016931748541537672
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24138,1,0.0018877236871048808,0.001889251172542572,0.00016962643712759018
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24138,2,0.001897152396850288,0.0018986877985298634,0.0001705343893263489
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24138,3,0.001893994165584445,0.0018955266568809748,0.00017036410281434655
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24138,4,0.0019035624573007226,0.0019051028648391366,0.00017127333558164537
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24139,1,0.0019030552357435226,0.0019045955268666148,0.00017113296780735254
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24139,2,0.0019097530748695135,0.0019112993031740189,0.00017180899158120155
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24139,3,0.0019097337499260902,0.0019112793961539865,0.00017193429812323302
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24139,4,0.0019170257728546858,0.0019185777055099607,0.00017260412278119475
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24140,1,0.0019125583348795772,0.0019141071243211627,0.00017205359472427517
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24140,2,0.001913524465635419,0.0019150745356455445,0.00017222625319845974
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24140,3,0.0019204411655664444,0.0019219963578507304,0.00017269118689000607
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24140,4,0.0019224804127588868,0.0019240377005189657,0.00017284329805988818
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24141,1,0.0019111857982352376,0.0019127344712615013,0.00017193601524922997
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24141,2,0.0019038303289562464,0.001905373646877706,0.00017137048416770995
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24141,3,0.0019210993777960539,0.0019226559670642018,0.00017218921857420355
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24141,4,0.0019152871100232005,0.0019168396247550845,0.0001715849357424304
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24142,1,0.0018945835763588548,0.0018961200257763267,0.00017038860823959112
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24142,2,0.0018766765715554357,0.001878199283964932,0.000168881582794711
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24142,3,0.0019073253497481346,0.0019088720437139273,0.00017004722030833364
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24142,4,0.0018913859967142344,0.0018929204670712352,0.00016848354425746948
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24143,1,0.0018590372055768967,0.0018605461809784174,0.0001670772908255458
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24143,2,0.0018287525745108724,0.0018302378011867404,0.00016446050722151995
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24143,3,0.0018753106705844402,0.0018768326845020056,0.00016595286433584988
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24143,4,0.0018473316449671984,0.001848831889219582,0.00016326730838045478
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24144,1,0.001801569596864283,0.0018030335195362568,0.0001617357338545844
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24144,2,0.001757589285261929,0.0017590185161679983,0.00015788539894856513
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24144,3,0.0018219121266156435,0.001823392347432673,0.00015967873332556337
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24144,4,0.0017804437084123492,0.0017818912165239453,0.0001557596115162596
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24145,1,0.0017201518639922142,0.0017215512925758958,0.00015418155817314982
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24145,2,0.001661851187236607,0.0016632042825222015,0.00014902693510521203
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24145,3,0.0017448575235903263,0.0017462768591940403,0.00015109896776266396
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24145,4,0.0016891027335077524,0.0016904778312891722,0.00014589441707357764
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24146,1,0.0016124339308589697,0.0016137475613504648,0.00014419933722820133
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24146,2,0.0015357241500169039,0.0015369764296337962,0.0001373954873997718
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24146,3,0.0016415632562711835,0.0016429004026576877,0.00014007576100993901
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24146,4,0.001567437662743032,0.001568715670146048,0.00013326387852430344
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24147,1,0.0014825474936515093,0.0014837570488452911,0.00013226355076767504
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24147,2,0.0014139757258817554,0.001415130216628313,0.00012612197315320373
Step-2,4,0.03999999910593033,0.006,0.006000000052154064,0.07560866326093674,24147,3,0.0015157847665250301,0.0015170213300734758,0.0001272039080504328
