element,phase_variable,phase_value,threshold,step,frame
27684,SDV15,0.529186487197876,0.5,Step-2,60
27685,SDV15,0.5937782526016235,0.5,Step-2,60
27686,SDV15,0.6603099703788757,0.5,Step-2,60
27687,SDV15,0.7171834111213684,0.5,Step-2,60
27688,SDV15,0.7579331398010254,0.5,Step-2,60
27689,SDV15,0.7867915630340576,0.5,Step-2,60
27690,SDV15,0.808229923248291,0.5,Step-2,60
27691,SDV15,0.8253908753395081,0.5,Step-2,60
27692,SDV15,0.8399839997291565,0.5,Step-2,60
27693,SDV15,0.852181077003479,0.5,Step-2,60
27694,SDV15,0.8597073554992676,0.5,Step-2,60
27695,SDV15,0.8600971698760986,0.5,Step-2,60
27696,SDV15,0.8523343801498413,0.5,Step-2,60
27697,SDV15,0.8298273086547852,0.5,Step-2,60
27698,SDV15,0.7951167821884155,0.5,Step-2,60
27699,SDV15,0.7534201145172119,0.5,Step-2,60
27700,SDV15,0.708878755569458,0.5,Step-2,60
27701,SDV15,0.6638075113296509,0.5,Step-2,60
27702,SDV15,0.6193828582763672,0.5,Step-2,60
27703,SDV15,0.5762320756912231,0.5,Step-2,60
27704,SDV15,0.534736156463623,0.5,Step-2,60
27906,SDV15,0.5083606839179993,0.5,Step-2,60
27907,SDV15,0.5699630379676819,0.5,Step-2,60
27908,SDV15,0.6403232216835022,0.5,Step-2,60
27909,SDV15,0.7168580293655396,0.5,Step-2,60
27910,SDV15,0.7770217657089233,0.5,Step-2,60
27911,SDV15,0.8112308382987976,0.5,Step-2,60
27912,SDV15,0.8342356085777283,0.5,Step-2,60
27913,SDV15,0.8535891175270081,0.5,Step-2,60
27914,SDV15,0.8725701570510864,0.5,Step-2,60
27915,SDV15,0.89377760887146,0.5,Step-2,60
27916,SDV15,0.9194068312644958,0.5,Step-2,60
27917,SDV15,0.9496030211448669,0.5,Step-2,60
27918,SDV15,0.9785809516906738,0.5,Step-2,60
27919,SDV15,0.9933210611343384,0.5,Step-2,60
27920,SDV15,0.9931204915046692,0.5,Step-2,60
27921,SDV15,0.9795357584953308,0.5,Step-2,60
27922,SDV15,0.960638165473938,0.5,Step-2,60
27923,SDV15,0.9467555284500122,0.5,Step-2,60
27924,SDV15,0.9493930339813232,0.5,Step-2,60
27925,SDV15,0.9495546221733093,0.5,Step-2,60
27926,SDV15,0.9468419551849365,0.5,Step-2,60
27927,SDV15,0.9363637566566467,0.5,Step-2,60
27928,SDV15,0.9131870269775391,0.5,Step-2,60
27929,SDV15,0.8754613399505615,0.5,Step-2,60
27930,SDV15,0.8268010020256042,0.5,Step-2,60
27931,SDV15,0.7731620669364929,0.5,Step-2,60
27932,SDV15,0.7189844250679016,0.5,Step-2,60
27933,SDV15,0.6665355563163757,0.5,Step-2,60
27934,SDV15,0.6167441606521606,0.5,Step-2,60
27935,SDV15,0.5699052214622498,0.5,Step-2,60
27936,SDV15,0.5260536670684814,0.5,Step-2,60
28128,SDV15,0.5309776663780212,0.5,Step-2,60
28129,SDV15,0.5817915797233582,0.5,Step-2,60
28130,SDV15,0.6404736042022705,0.5,Step-2,60
28131,SDV15,0.707723081111908,0.5,Step-2,60
28132,SDV15,0.7796788215637207,0.5,Step-2,60
28133,SDV15,0.8275964260101318,0.5,Step-2,60
28134,SDV15,0.8491222262382507,0.5,Step-2,60
28135,SDV15,0.8635063767433167,0.5,Step-2,60
28136,SDV15,0.8771580457687378,0.5,Step-2,60
28137,SDV15,0.8915514945983887,0.5,Step-2,60
28138,SDV15,0.9079941511154175,0.5,Step-2,60
28139,SDV15,0.9282158613204956,0.5,Step-2,60
28140,SDV15,0.953254222869873,0.5,Step-2,60
28141,SDV15,0.9818772673606873,0.5,Step-2,60
28142,SDV15,0.9990894198417664,0.5,Step-2,60
28143,SDV15,1.0007230043411255,0.5,Step-2,60
28144,SDV15,0.992822527885437,0.5,Step-2,60
28145,SDV15,0.9796837568283081,0.5,Step-2,60
28146,SDV15,0.974166750907898,0.5,Step-2,60
28147,SDV15,0.9794933795928955,0.5,Step-2,60
28148,SDV15,0.9867025017738342,0.5,Step-2,60
28149,SDV15,0.9948502779006958,0.5,Step-2,60
28150,SDV15,0.9976547956466675,0.5,Step-2,60
28151,SDV15,0.9941179156303406,0.5,Step-2,60
28152,SDV15,0.9717842936515808,0.5,Step-2,60
28153,SDV15,0.9330998063087463,0.5,Step-2,60
28154,SDV15,0.8940578103065491,0.5,Step-2,60
28155,SDV15,0.8607441186904907,0.5,Step-2,60
28156,SDV15,0.8302543759346008,0.5,Step-2,60
28157,SDV15,0.7994570136070251,0.5,Step-2,60
28158,SDV15,0.76582270860672,0.5,Step-2,60
28159,SDV15,0.7278465628623962,0.5,Step-2,60
28160,SDV15,0.6856494545936584,0.5,Step-2,60
28161,SDV15,0.6408548951148987,0.5,Step-2,60
28162,SDV15,0.5955823063850403,0.5,Step-2,60
28163,SDV15,0.5515045523643494,0.5,Step-2,60
28164,SDV15,0.5096398591995239,0.5,Step-2,60
28349,SDV15,0.5078964233398438,0.5,Step-2,60
28350,SDV15,0.5467202067375183,0.5,Step-2,60
28351,SDV15,0.588929295539856,0.5,Step-2,60
28352,SDV15,0.6353309154510498,0.5,Step-2,60
28353,SDV15,0.6883603930473328,0.5,Step-2,60
28354,SDV15,0.7504000663757324,0.5,Step-2,60
28355,SDV15,0.8197952508926392,0.5,Step-2,60
28356,SDV15,0.8634447455406189,0.5,Step-2,60
28357,SDV15,0.8806619048118591,0.5,Step-2,60
28358,SDV15,0.8919980525970459,0.5,Step-2,60
28359,SDV15,0.903351902961731,0.5,Step-2,60
28360,SDV15,0.9155856966972351,0.5,Step-2,60
28361,SDV15,0.9295642375946045,0.5,Step-2,60
28362,SDV15,0.9467636346817017,0.5,Step-2,60
28363,SDV15,0.9676157236099243,0.5,Step-2,60
28364,SDV15,0.9901214838027954,0.5,Step-2,60
28365,SDV15,1.0017054080963135,0.5,Step-2,60
28366,SDV15,1.001603126525879,0.5,Step-2,60
28367,SDV15,0.993269681930542,0.5,Step-2,60
28368,SDV15,0.9882368445396423,0.5,Step-2,60
28369,SDV15,0.9890012145042419,0.5,Step-2,60
28370,SDV15,0.9910575747489929,0.5,Step-2,60
28371,SDV15,0.9945812821388245,0.5,Step-2,60
28372,SDV15,0.9998679757118225,0.5,Step-2,60
28373,SDV15,1.0048760175704956,0.5,Step-2,60
28374,SDV15,1.0031136274337769,0.5,Step-2,60
28375,SDV15,0.9857235550880432,0.5,Step-2,60
28376,SDV15,0.9519678354263306,0.5,Step-2,60
28377,SDV15,0.9178006052970886,0.5,Step-2,60
28378,SDV15,0.8918135762214661,0.5,Step-2,60
28379,SDV15,0.8700006008148193,0.5,Step-2,60
28380,SDV15,0.8487338423728943,0.5,Step-2,60
28381,SDV15,0.8242557048797607,0.5,Step-2,60
28382,SDV15,0.7915313839912415,0.5,Step-2,60
28383,SDV15,0.7439407110214233,0.5,Step-2,60
28384,SDV15,0.6795598864555359,0.5,Step-2,60
28385,SDV15,0.6116125583648682,0.5,Step-2,60
28386,SDV15,0.5515543222427368,0.5,Step-2,60
28573,SDV15,0.5320612192153931,0.5,Step-2,60
28574,SDV15,0.5680714249610901,0.5,Step-2,60
28575,SDV15,0.6023092269897461,0.5,Step-2,60
28576,SDV15,0.6415460109710693,0.5,Step-2,60
28577,SDV15,0.6862841844558716,0.5,Step-2,60
28578,SDV15,0.7349568009376526,0.5,Step-2,60
28579,SDV15,0.7911967635154724,0.5,Step-2,60
28580,SDV15,0.8588261008262634,0.5,Step-2,60
28581,SDV15,0.900616466999054,0.5,Step-2,60
28582,SDV15,0.9161401987075806,0.5,Step-2,60
28583,SDV15,0.9273325800895691,0.5,Step-2,60
28584,SDV15,0.9393852353096008,0.5,Step-2,60
28585,SDV15,0.9534059762954712,0.5,Step-2,60
28586,SDV15,0.9706218838691711,0.5,Step-2,60
28587,SDV15,0.9912348985671997,0.5,Step-2,60
28588,SDV15,1.0016021728515625,0.5,Step-2,60
28589,SDV15,1.0017980337142944,0.5,Step-2,60
28590,SDV15,0.9962751865386963,0.5,Step-2,60
28591,SDV15,0.995276689529419,0.5,Step-2,60
28592,SDV15,0.9959739446640015,0.5,Step-2,60
28593,SDV15,0.9969047904014587,0.5,Step-2,60
28594,SDV15,0.9988337755203247,0.5,Step-2,60
28595,SDV15,1.0018908977508545,0.5,Step-2,60
28596,SDV15,1.0048458576202393,0.5,Step-2,60
28597,SDV15,1.002400279045105,0.5,Step-2,60
28598,SDV15,0.9834914207458496,0.5,Step-2,60
28599,SDV15,0.9503526091575623,0.5,Step-2,60
28600,SDV15,0.9279369115829468,0.5,Step-2,60
28601,SDV15,0.912074625492096,0.5,Step-2,60
28602,SDV15,0.8993836045265198,0.5,Step-2,60
28603,SDV15,0.8878940343856812,0.5,Step-2,60
28604,SDV15,0.8756325840950012,0.5,Step-2,60
28605,SDV15,0.8591616153717041,0.5,Step-2,60
28606,SDV15,0.8281518816947937,0.5,Step-2,60
28607,SDV15,0.765572726726532,0.5,Step-2,60
28608,SDV15,0.6834587454795837,0.5,Step-2,60
28609,SDV15,0.6111518740653992,0.5,Step-2,60
28610,SDV15,0.550751268863678,0.5,Step-2,60
28800,SDV15,0.5259031057357788,0.5,Step-2,60
28801,SDV15,0.5748701691627502,0.5,Step-2,60
28802,SDV15,0.6238416433334351,0.5,Step-2,60
28803,SDV15,0.6727117300033569,0.5,Step-2,60
28804,SDV15,0.7190660238265991,0.5,Step-2,60
28805,SDV15,0.7686434388160706,0.5,Step-2,60
28806,SDV15,0.8238285183906555,0.5,Step-2,60
28807,SDV15,0.8910928964614868,0.5,Step-2,60
28808,SDV15,0.9313056468963623,0.5,Step-2,60
28809,SDV15,0.9461356401443481,0.5,Step-2,60
28810,SDV15,0.9582417011260986,0.5,Step-2,60
28811,SDV15,0.9722168445587158,0.5,Step-2,60
28812,SDV15,0.9915434122085571,0.5,Step-2,60
28813,SDV15,1.001163125038147,0.5,Step-2,60
28814,SDV15,1.001565933227539,0.5,Step-2,60
28815,SDV15,0.9977951645851135,0.5,Step-2,60
28816,SDV15,0.9983466863632202,0.5,Step-2,60
28817,SDV15,0.9991463422775269,0.5,Step-2,60
28818,SDV15,1.000530481338501,0.5,Step-2,60
28819,SDV15,1.003661870956421,0.5,Step-2,60
28820,SDV15,1.0020514726638794,0.5,Step-2,60
28821,SDV15,0.9867037534713745,0.5,Step-2,60
28822,SDV15,0.9588404893875122,0.5,Step-2,60
28823,SDV15,0.9434307217597961,0.5,Step-2,60
28824,SDV15,0.9329458475112915,0.5,Step-2,60
28825,SDV15,0.924909234046936,0.5,Step-2,60
28826,SDV15,0.9178271889686584,0.5,Step-2,60
28827,SDV15,0.9103953838348389,0.5,Step-2,60
28828,SDV15,0.9012132287025452,0.5,Step-2,60
28829,SDV15,0.879582941532135,0.5,Step-2,60
28830,SDV15,0.8141275644302368,0.5,Step-2,60
28831,SDV15,0.7230000495910645,0.5,Step-2,60
28832,SDV15,0.6550334692001343,0.5,Step-2,60
28833,SDV15,0.6025481224060059,0.5,Step-2,60
28834,SDV15,0.5601373910903931,0.5,Step-2,60
28835,SDV15,0.5240005850791931,0.5,Step-2,60
29030,SDV15,0.5424038171768188,0.5,Step-2,60
29031,SDV15,0.6119182705879211,0.5,Step-2,60
29032,SDV15,0.6822755336761475,0.5,Step-2,60
29033,SDV15,0.7457818388938904,0.5,Step-2,60
29034,SDV15,0.8054548501968384,0.5,Step-2,60
29035,SDV15,0.8616297245025635,0.5,Step-2,60
29036,SDV15,0.923662543296814,0.5,Step-2,60
29037,SDV15,0.9586009383201599,0.5,Step-2,60
29038,SDV15,0.9737987518310547,0.5,Step-2,60
29039,SDV15,0.9918850064277649,0.5,Step-2,60
29040,SDV15,1.0006767511367798,0.5,Step-2,60
29041,SDV15,1.001189112663269,0.5,Step-2,60
29042,SDV15,0.9992907643318176,0.5,Step-2,60
29043,SDV15,0.9995830655097961,0.5,Step-2,60
29044,SDV15,1.002505898475647,0.5,Step-2,60
29045,SDV15,1.001524567604065,0.5,Step-2,60
29046,SDV15,0.9895712733268738,0.5,Step-2,60
29047,SDV15,0.9670474529266357,0.5,Step-2,60
29048,SDV15,0.9564267992973328,0.5,Step-2,60
29049,SDV15,0.9489985108375549,0.5,Step-2,60
29050,SDV15,0.9426580667495728,0.5,Step-2,60
29051,SDV15,0.9358461499214172,0.5,Step-2,60
29052,SDV15,0.9206700921058655,0.5,Step-2,60
29053,SDV15,0.863606870174408,0.5,Step-2,60
29054,SDV15,0.7764904499053955,0.5,Step-2,60
29055,SDV15,0.718993067741394,0.5,Step-2,60
29056,SDV15,0.6781294345855713,0.5,Step-2,60
29057,SDV15,0.646587610244751,0.5,Step-2,60
29058,SDV15,0.6199473142623901,0.5,Step-2,60
29059,SDV15,0.5949075222015381,0.5,Step-2,60
29060,SDV15,0.5681571960449219,0.5,Step-2,60
29061,SDV15,0.5386404395103455,0.5,Step-2,60
29062,SDV15,0.5133140683174133,0.5,Step-2,60
29261,SDV15,0.5404154062271118,0.5,Step-2,60
29262,SDV15,0.6294512748718262,0.5,Step-2,60
29263,SDV15,0.7236941456794739,0.5,Step-2,60
29264,SDV15,0.8143931031227112,0.5,Step-2,60
29265,SDV15,0.915126621723175,0.5,Step-2,60
29266,SDV15,0.963593065738678,0.5,Step-2,60
29267,SDV15,0.9785807132720947,0.5,Step-2,60
29268,SDV15,0.9936774373054504,0.5,Step-2,60
29269,SDV15,1.000438928604126,0.5,Step-2,60
29270,SDV15,1.0007140636444092,0.5,Step-2,60
29271,SDV15,1.0015735626220703,0.5,Step-2,60
29272,SDV15,1.0010225772857666,0.5,Step-2,60
29273,SDV15,0.9921854138374329,0.5,Step-2,60
29274,SDV15,0.974806010723114,0.5,Step-2,60
29275,SDV15,0.9674203991889954,0.5,Step-2,60
29276,SDV15,0.9611576199531555,0.5,Step-2,60
29277,SDV15,0.9492870569229126,0.5,Step-2,60
29278,SDV15,0.9020679593086243,0.5,Step-2,60
29279,SDV15,0.8255185484886169,0.5,Step-2,60
29280,SDV15,0.7807304263114929,0.5,Step-2,60
29281,SDV15,0.7495655417442322,0.5,Step-2,60
29282,SDV15,0.7238130569458008,0.5,Step-2,60
29283,SDV15,0.6978926062583923,0.5,Step-2,60
29284,SDV15,0.6672640442848206,0.5,Step-2,60
29285,SDV15,0.6362253427505493,0.5,Step-2,60
29286,SDV15,0.6061621308326721,0.5,Step-2,60
29287,SDV15,0.5711145997047424,0.5,Step-2,60
29288,SDV15,0.5389201641082764,0.5,Step-2,60
29289,SDV15,0.5105238556861877,0.5,Step-2,60
29493,SDV15,0.5803095698356628,0.5,Step-2,60
29494,SDV15,0.6911682486534119,0.5,Step-2,60
29495,SDV15,0.8062224388122559,0.5,Step-2,60
29496,SDV15,0.9268410801887512,0.5,Step-2,60
29497,SDV15,0.98757404088974,0.5,Step-2,60
29498,SDV15,1.0001074075698853,0.5,Step-2,60
29499,SDV15,1.000870704650879,0.5,Step-2,60
29500,SDV15,1.0009140968322754,0.5,Step-2,60
29501,SDV15,1.000485897064209,0.5,Step-2,60
29502,SDV15,0.9935017228126526,0.5,Step-2,60
29503,SDV15,0.9791978001594543,0.5,Step-2,60
