element,phase_variable,phase_value,threshold,step,frame
29504,SDV15,0.9691613912582397,0.5,Step-2,60
29505,SDV15,0.9320052266120911,0.5,Step-2,60
29506,SDV15,0.8688873648643494,0.5,Step-2,60
29507,SDV15,0.8352864980697632,0.5,Step-2,60
29508,SDV15,0.8084763288497925,0.5,Step-2,60
29509,SDV15,0.7785677909851074,0.5,Step-2,60
29510,SDV15,0.7441692352294922,0.5,Step-2,60
29511,SDV15,0.7087128758430481,0.5,Step-2,60
29512,SDV15,0.6714969277381897,0.5,Step-2,60
29513,SDV15,0.639846920967102,0.5,Step-2,60
29514,SDV15,0.6119575500488281,0.5,Step-2,60
29515,SDV15,0.5856227278709412,0.5,Step-2,60
29516,SDV15,0.5599557757377625,0.5,Step-2,60
29517,SDV15,0.5340887308120728,0.5,Step-2,60
29518,SDV15,0.5078195333480835,0.5,Step-2,60
29724,SDV15,0.5024040937423706,0.5,Step-2,60
29725,SDV15,0.6065823435783386,0.5,Step-2,60
29726,SDV15,0.7375501990318298,0.5,Step-2,60
29727,SDV15,0.9047996401786804,0.5,Step-2,60
29728,SDV15,0.987255334854126,0.5,Step-2,60
29729,SDV15,1.0012532472610474,0.5,Step-2,60
29730,SDV15,1.0013792514801025,0.5,Step-2,60
29731,SDV15,0.9940739870071411,0.5,Step-2,60
29732,SDV15,0.9812269806861877,0.5,Step-2,60
29733,SDV15,0.9721885323524475,0.5,Step-2,60
29734,SDV15,0.9415376782417297,0.5,Step-2,60
29735,SDV15,0.8875472545623779,0.5,Step-2,60
29736,SDV15,0.8558072447776794,0.5,Step-2,60
29737,SDV15,0.8209285736083984,0.5,Step-2,60
29738,SDV15,0.7836791276931763,0.5,Step-2,60
29739,SDV15,0.7483505606651306,0.5,Step-2,60
29740,SDV15,0.7180296182632446,0.5,Step-2,60
29741,SDV15,0.6886586546897888,0.5,Step-2,60
29742,SDV15,0.6586024761199951,0.5,Step-2,60
29743,SDV15,0.6279063820838928,0.5,Step-2,60
29744,SDV15,0.5980079770088196,0.5,Step-2,60
29745,SDV15,0.569842517375946,0.5,Step-2,60
29746,SDV15,0.5439130067825317,0.5,Step-2,60
29747,SDV15,0.5195543169975281,0.5,Step-2,60
29956,SDV15,0.5091830492019653,0.5,Step-2,60
29957,SDV15,0.6180803775787354,0.5,Step-2,60
29958,SDV15,0.7602822780609131,0.5,Step-2,60
29959,SDV15,0.9540358185768127,0.5,Step-2,60
29960,SDV15,0.9995474815368652,0.5,Step-2,60
29961,SDV15,1.0019358396530151,0.5,Step-2,60
29962,SDV15,0.986814022064209,0.5,Step-2,60
29963,SDV15,0.9460163712501526,0.5,Step-2,60
29964,SDV15,0.8930853009223938,0.5,Step-2,60
29965,SDV15,0.86153244972229,0.5,Step-2,60
29966,SDV15,0.8293041586875916,0.5,Step-2,60
29967,SDV15,0.7951582670211792,0.5,Step-2,60
29968,SDV15,0.7607511878013611,0.5,Step-2,60
29969,SDV15,0.7287566661834717,0.5,Step-2,60
29970,SDV15,0.6971595287322998,0.5,Step-2,60
29971,SDV15,0.6667908430099487,0.5,Step-2,60
29972,SDV15,0.6381023526191711,0.5,Step-2,60
29973,SDV15,0.6107097864151001,0.5,Step-2,60
29974,SDV15,0.5838038921356201,0.5,Step-2,60
29975,SDV15,0.5572800040245056,0.5,Step-2,60
29976,SDV15,0.5314937829971313,0.5,Step-2,60
29977,SDV15,0.5069022178649902,0.5,Step-2,60
30191,SDV15,0.5727619528770447,0.5,Step-2,60
30192,SDV15,0.8654804825782776,0.5,Step-2,60
30193,SDV15,0.9329846501350403,0.5,Step-2,60
30194,SDV15,0.9058713912963867,0.5,Step-2,60
30195,SDV15,0.8306671380996704,0.5,Step-2,60
30196,SDV15,0.7935912013053894,0.5,Step-2,60
30197,SDV15,0.7610275745391846,0.5,Step-2,60
30198,SDV15,0.7317525744438171,0.5,Step-2,60
30199,SDV15,0.7027146816253662,0.5,Step-2,60
30200,SDV15,0.6739163994789124,0.5,Step-2,60
30201,SDV15,0.6456933617591858,0.5,Step-2,60
30202,SDV15,0.6183418035507202,0.5,Step-2,60
30203,SDV15,0.5918712615966797,0.5,Step-2,60
30204,SDV15,0.5664078593254089,0.5,Step-2,60
30205,SDV15,0.5418566465377808,0.5,Step-2,60
30206,SDV15,0.5180304646492004,0.5,Step-2,60
30423,SDV15,0.5316274762153625,0.5,Step-2,60
30424,SDV15,0.6465654969215393,0.5,Step-2,60
30425,SDV15,0.714816689491272,0.5,Step-2,60
30426,SDV15,0.7251296639442444,0.5,Step-2,60
30427,SDV15,0.7136808037757874,0.5,Step-2,60
30428,SDV15,0.6890510320663452,0.5,Step-2,60
30429,SDV15,0.6654279232025146,0.5,Step-2,60
30430,SDV15,0.641726016998291,0.5,Step-2,60
30431,SDV15,0.6179821491241455,0.5,Step-2,60
30432,SDV15,0.5941343307495117,0.5,Step-2,60
30433,SDV15,0.5704278349876404,0.5,Step-2,60
30434,SDV15,0.5471004247665405,0.5,Step-2,60
30435,SDV15,0.5243262648582458,0.5,Step-2,60
30436,SDV15,0.5021883249282837,0.5,Step-2,60
30656,SDV15,0.5249441266059875,0.5,Step-2,60
30657,SDV15,0.5753235816955566,0.5,Step-2,60
30658,SDV15,0.5960519909858704,0.5,Step-2,60
30659,SDV15,0.5979320406913757,0.5,Step-2,60
30660,SDV15,0.5907478332519531,0.5,Step-2,60
30661,SDV15,0.5764976739883423,0.5,Step-2,60
30662,SDV15,0.5595350861549377,0.5,Step-2,60
30663,SDV15,0.5411588549613953,0.5,Step-2,60
30664,SDV15,0.522042453289032,0.5,Step-2,60
30665,SDV15,0.5025931596755981,0.5,Step-2,60
