step,frame,time,penalty_active_count,minimum_gap,maximum_penalty_energy_density,penalty_energy,penalty_residual_magnitude,penalty_tangent_magnitude,elastic_energy,local_crack_energy,gradient_crack_energy,history_driven_term,total_diagnostic_energy,incremental_diagnostic_imbalance
MONOTONIC,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONOTONIC,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0003549518226180225,0.0,0.0,0.0,0.0003549518226180225,-6.391558560626259e-12
UNLOAD_RELOAD,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0003549518226180225,0.0,0.0,0.0,0.0003549518226180225,0.0
UNLOAD_RELOAD,1,1.0,0,0.7892293334007263,0.0,0.0,0.0,0.0,0.00141980729047209,3.870827718637883e-05,2.4918927544774764e-07,5.782211829500739e-06,0.0014587647569339166,3.895744728715073e-05
