step,frame,time,top_u1,top_rf1,external_work
MONOTONIC,0,0.0,0.0,0.0,0.0
MONOTONIC,1,1.0,0.003000000026077032,0.23663455061614513,0.0003549518290095811
UNLOAD_RELOAD,0,0.0,0.003000000026077032,0.23663455061614513,0.0003549518290095811
UNLOAD_RELOAD,1,1.0,0.006000000052154064,0.47326910123229027,0.0014198073160383243
