frame_tag,actual_top_u2_mm,node,x,y,multiplier,d,d_lb,first_violating_frame,union_group_id
F4_segment_end,0.0030999999999999973,3360,0.48750000000000004,0,-1.6183602492699233e-8,0.008385116609603307,0.008385116609603307,F4_segment_inc_007,1
F4_segment_end,0.0030999999999999973,3405,0.03749999999999998,0.012499999999999956,-1.5706090164478243e-7,0.031510414470795944,0.031510414470795944,F4_segment_initial,25
F4_segment_end,0.0030999999999999973,3407,0.0625,0.012499999999999956,-5.069666603352215e-8,0.019887517762803286,0.019887517762803286,F4_segment_inc_002,1
F4_segment_end,0.0030999999999999973,3408,0.07499999999999996,0.012499999999999956,-3.582441197306724e-8,0.016862949320283857,0.016862949320283857,F4_segment_inc_002,1
F4_segment_end,0.0030999999999999973,3409,0.08750000000000002,0.012499999999999956,-3.0175907445923246e-8,0.014834826742207638,0.014834826742207638,F4_segment_inc_003,1
F4_segment_end,0.0030999999999999973,3410,0.09999999999999998,0.012499999999999956,-2.3806859753255376e-8,0.01344974997797067,0.01344974997797067,F4_segment_inc_005,1
F4_segment_end,0.0030999999999999973,3411,0.11250000000000004,0.012499999999999956,-2.2983863673899567e-8,0.012449596502148115,0.012449596502148113,F4_segment_inc_005,1
F4_segment_end,0.0030999999999999973,3412,0.125,0.012499999999999956,-2.1818119453930593e-8,0.011729018263227831,0.011729018263227833,F4_segment_inc_005,1
F4_segment_end,0.0030999999999999973,3413,0.13749999999999996,0.012499999999999956,-2.090643090109738e-8,0.011194544190164848,0.011194544190164845,F4_segment_inc_005,1
F4_segment_end,0.0030999999999999973,3414,0.15000000000000002,0.012499999999999956,-2.036379228618866e-8,0.010798375218305125,0.010798375218305123,F4_segment_inc_005,1
F4_segment_end,0.0030999999999999973,3415,0.16249999999999998,0.012499999999999956,-1.9766426635140062e-8,0.010500314127914589,0.010500314127914587,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3416,0.17500000000000004,0.012499999999999956,-1.9615287102888843e-8,0.01027626007821819,0.01027626007821819,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3417,0.1875,0.012499999999999956,-1.922833754613317e-8,0.010109460450603111,0.010109460450603111,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3418,0.19999999999999996,0.012499999999999956,-1.895981087302188e-8,0.009987908599095083,0.009987908599095083,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3419,0.21250000000000002,0.012499999999999956,-1.889260229864973e-8,0.00989757005277226,0.00989757005277226,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3420,0.22499999999999998,0.012499999999999956,-1.8844868422089864e-8,0.009834463152082727,0.009834463152082727,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3421,0.23750000000000004,0.012499999999999956,-1.86977341546812e-8,0.009792024007584103,0.009792024007584103,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3422,0.25,0.012499999999999956,-1.8668782768265577e-8,0.009764985049689813,0.009764985049689812,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3423,0.26249999999999996,0.012499999999999956,-1.8626216978803944e-8,0.009749438038022157,0.009749438038022157,F4_segment_inc_006,1
F4_segment_end,0.0030999999999999973,3424,0.275,0.012499999999999956,-1.8596793378831232e-8,0.009741517161697601,0.009741517161697601,F4_segment_inc_006,1
