element,integration_point,H_F3
3121,3,1.2861904509573624e-08
3121,4,1.274404628564259e-08
3122,1,1.424843270972403e-08
3122,2,1.427137631405546e-08
3122,3,1.2941307887205978e-08
3122,4,1.293175753984821e-08
3123,1,1.408521848388378e-08
3123,2,1.5367256448262e-07
3123,3,1.2764886309557545e-08
3123,4,1.288065089019582e-08
3124,1,2.2840770792224911e-07
3124,2,3.178125510333391e-07
3124,3,3.719700348853604e-07
3124,4,2.2067455264344167e-07
3125,1,3.9733231216219336e-07
3125,2,3.986756444908425e-07
3125,3,3.7333583769653845e-07
3125,4,3.7283715663802603e-07
3126,1,3.9629795813004764e-07
3126,2,9.02876299658392e-07
3126,3,3.720082936452351e-07
3126,4,3.7300244523448746e-07
3127,1,1.1645488294529708e-06
3127,2,1.5290548829152554e-06
3127,3,1.8438061611743285e-06
3127,4,9.872418622745243e-07
3128,1,1.9782819278654753e-06
3128,2,1.994650837746641e-06
3128,3,1.8524511398513604e-06
3128,4,1.846065693676565e-06
3129,1,1.993542686411266e-06
3129,2,3.0675239139300834e-06
3129,3,1.8650092034714087e-06
3129,4,1.8583093180767545e-06
3130,1,3.520254221249407e-06
3130,2,4.236913969366392e-06
3130,3,5.111310295980102e-06
3130,4,2.6446624280404957e-06
3131,1,5.31625740849967e-06
3131,2,5.36166491107066e-06
3131,3,5.143106095943285e-06
3131,4,5.121440467368096e-06
3132,1,5.4932971840446475e-06
3132,2,6.998176981226246e-06
3132,3,5.925181751519045e-06
3132,4,5.894881136271792e-06
3133,1,7.834028315116712e-06
3133,2,9.359848383676881e-06
3133,3,1.1093495901129134e-05
3133,4,8.203108016128173e-06
3134,1,1.0372138612881088e-05
3134,2,1.153201340621847e-05
3134,3,1.1217506918659356e-05
3134,4,1.1141475139600018e-05
3135,1,1.2798672031054464e-05
3135,2,1.3100311628611789e-05
3135,3,1.4454517729932513e-05
3135,4,1.4372146559656125e-05
3136,1,1.6121022042074865e-05
3136,2,1.792793877982753e-05
3136,3,1.8393731079332118e-05
3136,4,1.8290689637039084e-05
3137,1,1.998907089617747e-05
3137,2,2.149235333855217e-05
3137,3,2.2918478604180182e-05
3137,4,2.279317494675574e-05
3138,1,2.415610008416944e-05
3138,2,2.4383053958813492e-05
3138,3,2.804316039378775e-05
3138,4,2.7893984113206676e-05
3139,1,2.886615167123721e-05
3139,2,3.093756973268424e-05
3139,3,3.377956853884798e-05
3139,4,3.360481143588889e-05
3140,1,3.4023016010291315e-05
3140,2,3.441308429529522e-05
3140,3,4.0131763580554654e-05
3140,4,3.9929571597252125e-05
3141,1,3.960448615886585e-05
3141,2,3.9955104612402785e-05
3141,3,4.709944417850736e-05
3141,4,4.68677667891884e-05
3142,1,4.557973899470864e-05
3142,2,4.597755609758783e-05
3142,3,5.4679423044652114e-05
3142,4,5.4415917502041024e-05
3143,1,5.190500326723063e-05
3143,2,5.235363208964057e-05
3143,3,6.286188690114303e-05
3143,4,6.256383377988565e-05
3144,1,5.8523875312233545e-05
3144,2,5.9027392912680164e-05
3144,3,7.16323018173017e-05
3144,4,7.129655865951247e-05
3145,1,6.536311112176044e-05
3145,2,6.592617119995933e-05
3145,3,8.097114183169067e-05
3145,4,8.059396935099103e-05
3146,1,7.232302163456963e-05
3146,2,7.295091295554168e-05
3146,3,9.084906379872147e-05
3146,4,9.042594598592169e-05
3147,1,7.927420823346614e-05
3147,2,7.99728426440859e-05
3147,3,0.00010122768938026872
3147,4,0.00010075324553458201
3148,1,8.604697238919095e-05
3148,2,8.68227412591302e-05
3148,3,0.0001120586593448827
3148,4,0.00011152638224658976
3149,1,9.240704365087138e-05
3149,2,9.326630322959726e-05
3149,3,0.00012327358630850025
3149,4,0.00012267558985687655
3150,1,9.803587318448327e-05
3150,2,9.898360543903946e-05
3150,3,0.00013477993600978988
3150,4,0.0001341070788197344
3151,1,0.00010249549720549042
3151,2,0.0001035321276197535
3151,3,0.00014645788348900075
3151,4,0.0001457001576059325
3152,1,0.00010516267351282247
3152,2,0.00010627662248058156
3152,3,0.00015814747557550116
3152,4,0.000157295669480885
3153,1,0.0001051461628564707
3153,2,0.0001062948460998976
3153,3,0.00016964434032434525
3153,4,0.00016869663831497138
3154,1,0.00010117382015032416
3154,2,0.00010222926659695507
3154,3,0.00018067439337077993
3154,4,0.00017965425054014339
3155,1,0.00014343530479913615
3155,2,0.00013816116192699404
3155,3,0.0001903210031588494
3155,4,0.00018931237036493362
3156,1,0.00013301576963891667
3156,2,0.00013127706939395473
3156,3,0.00019761077968558321
3156,4,0.00019734049376264053
3157,1,0.00014834422650116173
3157,2,0.00020018834712700454
3157,3,0.0002480740076612358
3157,4,0.0002004779356045214
3158,1,0.00024412704453111788
3158,2,0.0002481148852928774
3158,3,0.0002472585048701767
3158,4,0.00024783819335575584
3159,1,0.0005710227318565587
3159,2,0.0020278260005474474
3159,3,0.0014694925938594232
3159,4,0.0002473138404117799
3160,1,0.0042054421804538136
3160,2,0.014649790824830984
3160,3,0.027317036782803523
3160,4,0.010863770136084075
3161,1,0.015238768570796962
3161,2,0.009181358850634907
3161,3,0.009946129848052657
3161,4,0.024421689728534354
3162,1,0.006448682580409186
3162,2,0.003930061645572757
3162,3,0.004531494049572725
3162,4,0.00597440650691567
3163,1,0.003260864363335441
3163,2,0.002787966726318284
3163,3,0.0027587508168132927
3163,4,0.0032541216720548606
3164,1,0.0024399887716501784
3164,2,0.0019645231604303592
3164,3,0.0020401176764753073
3164,4,0.00226580921078669
3165,1,0.001800808805123202
3165,2,0.0016696619119081326
3165,3,0.0016570096438070115
3165,4,0.0017818367461768785
3166,1,0.0015609791793749132
3166,2,0.0013946732952458741
3166,3,0.001424560615921318
3166,4,0.0015006788242638085
3167,1,0.001330677729521011
3167,2,0.0012755356076408144
3167,3,0.0012718595676619055
3167,4,0.0013218514370507868
3168,1,0.0012145895855560826
3168,2,0.0011551996054213376
3168,3,0.0011662449320429035
3168,4,0.0011994839511800656
3169,1,0.0011187970924500916
3169,2,0.0010834679376647894
3169,3,0.0010907252624256004
3169,4,0.0011135433107551866
3170,1,0.001057498237824358
3170,2,0.0010304454847582941
3170,3,0.0010353945668230273
3170,4,0.0010512573126584446
3171,1,0.0010074958443220985
3171,2,0.0009908198372052019
3171,3,0.0009942924886251624
3171,4,0.0010052298505759014
3172,1,0.0009727823124580626
3172,2,0.0009609870935292652
3172,3,0.000963482669303149
3172,4,0.0009709151218926297
3173,1,0.000945432702831144
3173,2,0.0009385436014449387
3173,3,0.0009403700007396641
3173,4,0.0009451863412457604
3174,1,0.000925466227718873
3174,2,0.0009217275866717255
3174,3,0.0009230847908059647
3174,4,0.0009259716043957733
3175,1,0.0009107010135940643
3175,2,0.0009092907346819782
3175,3,0.0009103116128571649
3175,4,0.0009117242153524012
3176,1,0.0009005764345312816
3176,2,0.0009002510143009575
3176,3,0.0009010263675906329
3176,4,0.0009013522069429516
3177,1,0.0008933893726119641
3177,2,0.0008938948002257317
3177,3,0.0008944881575187701
3177,4,0.0008939820759812576
3178,1,0.0008885259892555661
3178,2,0.0008896197806358596
3178,3,0.0008900768546929901
3178,4,0.0008889818870945141
3179,1,0.0008854530731846875
3179,2,0.0008869687492615626
3179,3,0.0008873222561737715
3179,4,0.0008858051843249749
3180,1,0.0008837696786914446
3180,2,0.0008855490284304106
3180,3,0.0008858232733049765
3180,4,0.0008840425074219539
3181,1,0.0008831172095250847
3181,2,0.000885028472998615
3181,3,0.0008852416567811326
3181,4,0.0008833290714027884
3182,1,0.0008831927585422234
3182,2,0.0008851138038611702
3182,3,0.0008852797519718291
3182,4,0.0008833575475326192
3183,1,0.0008837249625679047
3183,2,0.000885550303058681
3183,3,0.0008856796252280949
3183,4,0.0008838533210142783
3184,1,0.0008844753146079318
3184,2,0.0008861015642858947
3184,3,0.0008862023063582882
3184,4,0.0008845755474890171
3185,1,0.0008852235813144888
3185,2,0.0008865568238450414
3185,3,0.0008866356070842402
3185,4,0.0008853018237298808
3186,1,0.0008857558832434134
3186,2,0.0008866945256965216
3186,3,0.0008867566591468129
3186,4,0.0008858176815859115
3187,1,0.0008858621373940516
3187,2,0.0008863113540932846
3187,3,0.0008863609249420771
3187,4,0.0008859115666245513
3188,1,0.0008853416425506275
3188,2,0.00088520096869433
3188,3,0.0008852413014052717
3188,4,0.0008853820132944232
3189,1,0.00088398888030087
3189,2,0.0008831575354573862
3189,3,0.0008831912822668845
3189,4,0.0008840228290329692
3190,1,0.0008815975753492333
3190,2,0.0008799682805937055
3190,3,0.0008799975460972088
3190,4,0.0008816271915128737
3191,1,0.0008779513060138529
3191,2,0.000875408665565781
3191,3,0.0008754351352380303
3191,4,0.000877978262257973
3192,1,0.0008728231865148284
3192,2,0.0008692499782980849
3192,3,0.0008692748724676925
3192,4,0.0008728486911370451
3193,1,0.0008659797509465209
3193,2,0.0008612453736864306
3193,3,0.0008612695681080185
3193,4,0.0008660046734772485
3194,1,0.0008571695110880566
3194,2,0.0008511414589000989
3194,3,0.0008511654085791018
3194,4,0.0008571943024500181
3195,1,0.0008461296327816382
3195,2,0.0008386491964521013
3195,3,0.000838673048153629
3195,4,0.0008461544587220319
3196,1,0.0008325644299166507
3196,2,0.0008234768421291945
3196,3,0.0008235002407882243
3196,4,0.0008325889699531212
3197,1,0.0008161880144527602
3197,2,0.0008053461706141643
3197,3,0.0008053681767174605
3197,4,0.0008162113629736091
3198,1,0.0007967130273717722
3198,2,0.0007839296273189785
3198,3,0.0007839486294156471
3198,4,0.000796733661917866
3199,1,0.0007738114299736354
3199,2,0.0007589241814471124
3199,3,0.0007589377204066797
3199,4,0.0007738270142472919
3200,1,0.0007471853498587658
3200,2,0.0007300021898417136
3200,3,0.0007300068099942005
3200,4,0.0007471926117349314
3201,1,1.1965571501514953e-08
3201,2,1.1815755076556025e-08
3201,3,1.0691374724893908e-08
3201,4,1.107788564612895e-08
3202,1,1.1729224795035342e-08
3202,2,1.1722746916236274e-08
3202,3,1.0460716166978802e-08
3202,4,1.0479867396255205e-08
3203,1,1.1804148066989503e-08
3203,2,1.19556512179957e-08
3203,3,1.244214129332693e-07
3203,4,5.974172773497084e-08
3204,1,1.8138099477900112e-07
3204,2,3.5420509563240813e-07
3204,3,2.606853824936803e-07
3204,4,1.8800297215317386e-07
3205,1,3.5231828372245625e-07
3205,2,3.5195712154880045e-07
3205,3,3.308683433782311e-07
3205,4,3.318604863365234e-07
3206,1,3.5357021769943253e-07
3206,2,3.569074067501481e-07
3206,3,7.517271332919883e-07
3206,4,5.049477132708007e-07
3207,1,9.95859085811442e-07
3207,2,1.759870992863204e-06
3207,3,1.325508175971379e-06
3207,4,1.0100347385098966e-06
3208,1,1.7490101902889657e-06
3208,2,1.7472215057075994e-06
3208,3,1.649793731357697e-06
3208,4,1.4590615582242207e-06
3209,1,1.757728432857692e-06
3209,2,2.7238782432001923e-06
3209,3,2.5467221930684776e-06
3209,4,2.004915128374784e-06
3210,1,3.1559514240999045e-06
3210,2,3.7314187917080938e-06
3210,3,3.953035344024433e-06
3210,4,3.1536029383326976e-06
3211,1,4.973378914694258e-06
3211,2,4.973453929822663e-06
3211,3,4.811317267455394e-06
3211,4,4.3206669569900426e-06
3212,1,5.894520042466243e-06
3212,2,5.924817379872903e-06
3212,3,6.2537281287312346e-06
3212,4,5.492980273146417e-06
3213,1,8.202630006480456e-06
3213,2,1.0883549199616412e-05
3213,3,8.775302938967065e-06
3213,4,7.502919952556241e-06
3214,1,1.101784235114026e-05
3214,2,1.1081150270499997e-05
3214,3,1.0538174743424559e-05
3214,4,1.0579432608766264e-05
3215,1,1.4371295132989843e-05
3215,2,1.445365947812376e-05
3215,3,1.292381321982091e-05
3215,4,1.2797967694931771e-05
3216,1,1.828969657169585e-05
3216,2,2.0341095609966783e-05
3216,3,1.6621252617799155e-05
3216,4,1.612012705996085e-05
3217,1,2.279193219960109e-05
3217,2,2.2917233489258575e-05
3217,3,2.00961201971657e-05
3217,4,1.990522474736e-05
3218,1,2.789237144487465e-05
3218,2,2.804153215005426e-05
3218,3,2.4381771478450828e-05
3218,4,2.4154841107094682e-05
3219,1,3.360308331523807e-05
3219,2,3.377782368360028e-05
3219,3,2.9130316380916817e-05
3219,4,2.8864858075486835e-05
3220,1,3.992758452432165e-05
3220,2,4.012977377562892e-05
3220,3,3.432797917780857e-05
3220,4,3.402136336619054e-05
3221,1,4.6865538297724164e-05
3221,2,4.7097220920676047e-05
3221,3,3.995297058958579e-05
3221,4,3.9602341762250896e-05
3222,1,5.441435825044878e-05
3222,2,5.4677866925251684e-05
3222,3,4.597587078579772e-05
3222,4,4.557803009204112e-05
3223,1,6.256340322811345e-05
3223,2,6.286146993609825e-05
3223,3,5.235315047853739e-05
3223,4,5.190448574463315e-05
3224,1,7.129734256520743e-05
3224,2,7.163314162890423e-05
3224,3,5.902766942961149e-05
3224,4,5.852406423238036e-05
3225,1,8.059649126535992e-05
3225,2,8.097376126324484e-05
3225,3,6.592750468679693e-05
3225,4,6.536430017388761e-05
3226,1,9.043121893310223e-05
3226,2,9.085449329880626e-05
3226,3,7.295448446183842e-05
3226,4,7.232636424341726e-05
3227,1,0.00010076300591197456
3227,2,0.00010123774095486437
3227,3,7.997907464108205e-05
3227,4,7.928002078215799e-05
3228,1,0.00011154342367009284
3228,2,0.00011207616757506701
3228,3,8.683271219404336e-05
3228,4,8.605623572091057e-05
3229,1,0.00012270407845070514
3229,2,0.00012330273878654856
3229,3,9.32840678594979e-05
3229,4,9.242377069264766e-05
3230,1,0.00013415153190353936
3230,2,0.00013482543680513445
3230,3,9.901272119860703e-05
3230,4,9.806344445430074e-05
3231,1,0.0001457621621570075
3231,2,0.0001465215916846482
3231,3,0.00010357120008447766
3231,4,0.00010253233609871707
3232,1,0.00015736429184034007
3232,2,0.0001582183996989994
3232,3,0.00010631931366774928
3232,4,0.00010520304425265222
3233,1,0.00016872434301823944
3233,2,0.00016967477966027303
3233,3,0.00010632131828644513
3233,4,0.00010517285551701737
3234,1,0.00017963338526602617
3234,2,0.00018065584991025404
3234,3,0.00010218730825584766
3234,4,0.00010113203632011451
3235,1,0.0001893638957290271
3235,2,0.00019037031096225698
3235,3,0.00012925947186382975
3235,4,9.114580633152936e-05
3236,1,0.0001974403857839713
3236,2,0.0001976933468868846
3236,3,0.0001684970208840045
3236,4,0.00016216963501675442
3237,1,0.00020050427753625272
3237,2,0.00022503971618813507
3237,3,0.00031947008894793206
3237,4,0.00015085848858447921
3238,1,0.00025148128332838133
3238,2,0.00025241987992015067
3238,3,0.0002645590390243443
3238,4,0.00029063688814083067
3239,1,0.000542929398608232
3239,2,0.0027150935312152394
3239,3,0.0012612086170613948
3239,4,0.0008782403543128979
3240,1,0.008885745119534669
3240,2,0.023541746269957815
3240,3,0.014504524362527409
3240,4,0.004358787020910469
3241,1,0.025723498286326685
3241,2,0.009936095052763171
3241,3,0.008104662079409335
3241,4,0.015217141920755524
3242,1,0.005968915976466609
3242,2,0.004528231094447968
3242,3,0.00421011193053206
3242,4,0.005853396896896694
3243,1,0.003266370812928594
3243,2,0.0027558977727318115
3243,3,0.0025714527345148484
3243,4,0.003359416926019442
3244,1,0.0022631209249983405
3244,2,0.0020386743325301456
3244,3,0.0020426202950817552
3244,4,0.00227363811866804
3245,1,0.0017890995869542152
3245,2,0.0016564354996800154
3245,3,0.0016075187876301183
3245,4,0.001864037822222703
3246,1,0.0015002588915264293
3246,2,0.0014243300215158615
3246,3,0.0014261579862133228
3246,4,0.0015101569467484213
3247,1,0.0013231350618073579
3247,2,0.0012718130541950162
3247,3,0.0012541611683564314
3247,4,0.0013571269045209065
3248,1,0.0011994758345475602
3248,2,0.0011662372867395987
3248,3,0.001165278682480037
3248,4,0.0012055804707473527
3249,1,0.0011135495342965867
3249,2,0.0010907416322220992
3249,3,0.0010834737695030981
3249,4,0.0011218723557012145
3250,1,0.001051277325474567
3250,2,0.0010354091315953988
3250,3,0.0010304512790604364
3250,4,0.0010541496663410547
3251,1,0.0010052424061696885
3251,2,0.000994300350178531
3251,3,0.0009908234985224168
3251,4,0.001008131441049397
3252,1,0.0009709192528485301
3252,2,0.0009634804078673233
3252,3,0.0009609829239167635
3252,4,0.0009716067605409711
3253,1,0.0009451823262858069
3253,2,0.0009403668078643204
3253,3,0.0009385396107668438
3253,4,0.0009452407350229061
3254,1,0.0009259676522686428
3254,2,0.0009230783770082227
3254,3,0.0009217203753469424
3254,4,0.0009249948980566459
3255,1,0.0009117171974741764
3255,2,0.0009103050421964069
3255,3,0.0009092839105452639
3255,4,0.0009106937423959511
3256,1,0.0009013463685606717
3256,2,0.0009010222642281207
3256,3,0.0009002464633786892
3256,4,0.0009005701508550095
3257,1,0.0008939782404034542
3257,2,0.000894483225619355
3257,3,0.0008938894256046433
3257,4,0.0008933850934646439
3258,1,0.0008889768730795971
3258,2,0.0008900723350091451
3258,3,0.00088961505126062
3258,4,0.0008885207666234471
3259,1,0.0008858006639475225
3259,2,0.0008873171079586892
3259,3,0.0008869635256118505
3259,4,0.0008854484770656549
3260,1,0.0008840372622372661
3260,2,0.0008858181438624678
3260,3,0.0008855440097362861
3260,4,0.0008837645437810582
3261,1,0.0008833237270149423
3261,2,0.0008852353618105084
3261,3,0.0008850224389273517
3261,4,0.0008831121237901982
3262,1,0.0008833513266019117
3262,2,0.0008852744479892502
3262,3,0.0008851088288228001
3262,4,0.0008831868649880543
3263,1,0.0008838483262773087
3263,2,0.000885674480860593
3263,3,0.0008855454515856757
3263,4,0.0008837202586258697
3264,1,0.0008845707237489416
3264,2,0.0008862007181016529
3264,3,0.0008861000151405246
3264,4,0.0008844707391608995
3265,1,0.0008853004624772043
3265,2,0.0008866340473857328
3265,3,0.0008865551340738607
3265,4,0.0008852220909332374
3266,1,0.0008858162300258556
3266,2,0.000886755722292584
3266,3,0.0008866934421832832
3266,4,0.0008857542860749548
3267,1,0.0008859107338932171
3267,2,0.0008863599089185023
3267,3,0.0008863101609116892
3267,4,0.0008858611279668213
3268,1,0.0008853812561851178
3268,2,0.0008852414497734499
3268,3,0.0008852009481455334
3268,4,0.0008853407166173813
3269,1,0.0008840230270753427
3269,2,0.0008831907754831914
3269,3,0.0008831568587635842
3269,4,0.0008839889072387335
3270,1,0.0008816264099185317
3270,2,0.0008799966664485682
3270,3,0.0008799672659366207
3270,4,0.0008815966570604172
3271,1,0.0008779774554340584
3271,2,0.0008754345646255477
3271,3,0.0008754080077495988
3271,4,0.0008779504107154853
3272,1,0.0008728482201425188
3272,2,0.0008692744096293017
3272,3,0.0008692494399783309
3272,4,0.0008728226393159413
3273,1,0.0008660037223518386
3273,2,0.0008612671812587101
3273,3,0.000861242895427092
3273,4,0.0008659787084548068
3274,1,0.0008571918400458352
3274,2,0.0008511640410738679
3274,3,0.0008511399792204869
3274,4,0.0008571669391101597
3275,1,0.000846152629649428
3275,2,0.0008386687786057927
3275,3,0.0008386447729920972
3275,4,0.0008461276592893216
3276,1,0.0008325865366576189
3276,2,0.0008235055101536949
3276,3,0.0008234819587100179
3276,4,0.0008325618522745309
3277,1,0.0008162170063271791
3277,2,0.0008053678652944659
3277,3,0.000805345781338818
3277,4,0.0008161935734948378
3278,1,0.0007967320177482152
3278,2,0.000783949409650896
3278,3,0.0007839303938817751
3278,4,0.0007967113642156381
3279,1,0.0007738258639723753
3279,2,0.0007589289609705979
3279,3,0.0007589153786983328
3279,4,0.0007738102618781678
3280,1,0.0007471820516656625
3280,2,0.0007299988852563967
3280,3,0.0007299941835404993
3280,4,0.0007471747531972245
3281,1,1.0675469284611218e-08
3281,2,1.0259775912018223e-08
3281,3,2.774569858528632e-08
3281,4,5.573188281172797e-08
3282,1,1.0045788889553414e-08
3282,2,2.003071366423234e-08
3282,3,1.3025265528307925e-08
3282,4,1.3893332955170855e-08
3283,1,4.156889306374703e-08
3283,2,1.1553702310741404e-07
3283,3,1.1151060496357559e-07
3283,4,4.102361402285727e-08
3284,1,1.92777919286366e-07
3284,2,2.77938550686096e-07
3284,3,2.852206366680054e-07
3284,4,1.9480804780745636e-07
3285,1,3.07226192884377e-07
3285,2,3.566369347517349e-07
3285,3,3.294043484286249e-07
3285,4,3.14459400577499e-07
3286,1,5.110652067555051e-07
3286,2,7.078703352558417e-07
3286,3,6.891243915670885e-07
3286,4,5.638232821428279e-07
3287,1,1.0206496825743697e-06
3287,2,1.3939424150282644e-06
3287,3,1.4242043157364896e-06
3287,4,1.0261722416799585e-06
3288,1,1.5342915370620883e-06
3288,2,1.682741271533459e-06
3288,3,1.6172172784376811e-06
3288,4,1.5659358015564291e-06
3289,1,2.1496789078150915e-06
3289,2,2.4220787705015493e-06
3289,3,2.3684475490686144e-06
3289,4,2.141641681355413e-06
3290,1,3.1538729342330233e-06
3290,2,4.109988651877971e-06
3290,3,4.187191420896666e-06
3290,4,3.159144520581281e-06
3291,1,4.507548562672612e-06
3291,2,4.870522289599204e-06
3291,3,4.746246078513117e-06
3291,4,4.593959229070804e-06
3292,1,5.891157183041485e-06
3292,2,6.0171618176938975e-06
3292,3,5.866038494617958e-06
3292,4,5.466800177426268e-06
3293,1,7.757187716642285e-06
3293,2,9.029214187915745e-06
3293,3,9.15815052668003e-06
3293,4,7.215913308873229e-06
3294,1,9.972078683467331e-06
3294,2,1.0410309636213822e-05
3294,3,1.0364256191882522e-05
3294,4,1.0008987086290355e-05
3295,1,1.255077209456683e-05
3295,2,1.283489788745565e-05
3295,3,1.1827043451908406e-05
3295,4,1.1126504959107705e-05
3296,1,1.550202217445347e-05
3296,2,1.6918391189341523e-05
3296,3,1.6955254216698222e-05
3296,4,1.381821191937119e-05
3297,1,1.882670491309367e-05
3297,2,1.9285077112183944e-05
3297,3,1.9165711928805235e-05
3297,4,1.8456192410000433e-05
3298,1,2.2518609230212513e-05
3298,2,2.3002689434780645e-05
3298,3,2.1113325184894843e-05
3298,4,1.9437132085178343e-05
3299,1,2.656433669906809e-05
3299,2,2.885459906117372e-05
3299,3,2.855912115946634e-05
3299,4,2.38778828697163e-05
3300,1,3.124969827585943e-05
3300,2,3.261162568174787e-05
3300,3,3.208551155214575e-05
3300,4,3.099792072008295e-05
3301,1,3.560866119578463e-05
3301,2,3.6328021850640805e-05
3301,3,3.500713285444892e-05
3301,4,3.200324789947244e-05
3302,1,4.0527890628406576e-05
3302,2,4.4836054747218934e-05
3302,3,4.4267987663206464e-05
3302,4,3.8344063900109966e-05
3303,1,4.8294300324743815e-05
3303,2,5.0027639146691336e-05
3303,3,4.774105299420898e-05
3303,4,4.492889777371671e-05
3304,1,5.0847497537632895e-05
3304,2,5.2424583957628446e-05
3304,3,4.5133326602609774e-05
3304,4,4.7798445450704635e-05
3305,1,5.634173668386828e-05
3305,2,6.366930906047436e-05
3305,3,6.305881674555794e-05
3305,4,5.6656311813289586e-05
3306,1,6.773810073571633e-05
3306,2,6.959939797272317e-05
3306,3,6.380404293663773e-05
3306,4,5.8519186176775846e-05
3307,1,6.978548797013557e-05
3307,2,7.207226680292319e-05
3307,3,6.0496158442680306e-05
3307,4,6.432481959363159e-05
3308,1,7.569737025762537e-05
3308,2,8.248111791396302e-05
3308,3,8.200058747189386e-05
3308,4,7.619743291637122e-05
3309,1,8.618586447054341e-05
3309,2,8.766040388055548e-05
3309,3,7.929367769653532e-05
3309,4,7.078085654986386e-05
3310,1,8.763526445983951e-05
3310,2,8.845900050535908e-05
3310,3,7.503231175961355e-05
3310,4,8.008869202445664e-05
3311,1,8.882690092568659e-05
3311,2,8.94518383445882e-05
3311,3,8.941479278978587e-05
3311,4,8.887598358884301e-05
3312,1,8.974670799666092e-05
3312,2,8.981163921681713e-05
3312,3,8.460919288990914e-05
3312,4,7.737702283838803e-05
3313,1,8.748312616842772e-05
3313,2,7.042035744704745e-05
3313,3,6.147774019543147e-05
3313,4,8.239869577119244e-05
3314,1,6.261472961943706e-05
3314,2,6.049206588536558e-05
3314,3,2.7424472863133097e-05
3314,4,4.075651143058533e-05
3315,1,5.186624097174663e-05
3315,2,9.815666977373387e-05
3315,3,3.6235559176098126e-05
3315,4,2.771149733413146e-05
3316,1,0.00012853267511509707
3316,2,0.0001292153854910541
3316,3,5.430425901936676e-05
3316,4,6.603562265167207e-05
3317,1,0.0001203474985518141
3317,2,0.00036282201999095535
3317,3,0.0003440454337010492
3317,4,0.00012809844389109862
3318,1,0.0003655902181511729
3318,2,0.00033628242895125747
3318,3,0.0006647898088392701
3318,4,0.0004235851686560926
3319,1,0.0019403698741861462
3319,2,0.0030997361556321292
3319,3,0.0020180778483565123
3319,4,0.0014333165153540058
3320,1,0.00669041469469899
3320,2,0.00908818413236673
3320,3,0.007083285844818977
3320,4,0.00501113919324514
3321,1,0.00794239408243937
3321,2,0.006945693931336259
3321,3,0.006193425666720467
3321,4,0.006842644747229592
3322,1,0.006437395739918556
3322,2,0.004226721195017023
3322,3,0.00412230095421229
3322,4,0.005608831920051922
3323,1,0.0036898589498435535
3323,2,0.0028933815957610746
3323,3,0.0027700932446200945
3323,4,0.003433025232015371
3324,1,0.002552418567288584
3324,2,0.0021741016062041814
3324,3,0.0021463890639161474
3324,4,0.0024676212124553855
3325,1,0.001954535490757689
3325,2,0.0017565504543456782
3325,3,0.0017254636411053437
3325,4,0.0019330144421072074
3326,1,0.0016118939747368473
3326,2,0.001496467915596117
3326,3,0.001470530270506782
3326,4,0.0016133717005222693
3327,1,0.0013967216714445613
3327,2,0.0013247450051415094
3327,3,0.0013108141360717097
3327,4,0.0013888978043141013
3328,1,0.0012533039777986293
3328,2,0.0012061551310382378
3328,3,0.0011876739255868244
3328,4,0.001260523407028964
3329,1,0.0011534166848330275
3329,2,0.0011215415993643743
3329,3,0.0011134930853114503
3329,4,0.0011491326377037322
3330,1,0.00108166809292971
3330,2,0.0010597309466924742
3330,3,0.0010461814990028915
3330,4,0.001087529384223014
3331,1,0.0010290762344702313
3331,2,0.00101383332346138
3331,3,0.0010080827803445188
3331,4,0.0010254424886766695
3332,1,0.000989962440916758
3332,2,0.0009794781235736266
3332,3,0.0009724192894183558
3332,4,0.0009936249738924524
3333,1,0.0009607381623926902
3333,2,0.0009536330349390344
3333,3,0.0009484684630716164
3333,4,0.0009581329636056189
3334,1,0.0009388342377852367
3334,2,0.0009342458599272925
3334,3,0.0009303507692866981
3334,4,0.000940233720012234
3335,1,0.0009225357821683541
3335,2,0.0009197881900928953
3335,3,0.0009168427078014586
3335,4,0.000919870299529967
3336,1,0.0009105217826568596
3336,2,0.0009091776184767729
3336,3,0.0009069310494777896
3336,4,0.0009082708176923902
3337,1,0.0009018670921596705
3337,2,0.0009015436099108592
3337,3,0.0008998174243326027
3337,4,0.0009001405835647099
3338,1,0.0008958011922913689
3338,2,0.0008962445176804122
3338,3,0.0008949116357826797
3338,4,0.000894470256135806
3339,1,0.0008917672939673611
3339,2,0.0008927454105585436
3339,3,0.0008917119187356085
3339,4,0.0008907368185203273
3340,1,0.0008892805277730807
3340,2,0.0008906190953425902
3340,3,0.0008898158486888168
3340,4,0.0008884806729995652
3341,1,0.0008879598758908554
3341,2,0.0008895049437096478
3341,3,0.0008888795995449865
3341,4,0.0008873378614318572
3342,1,0.0008874736812001827
3342,2,0.0008890920112206383
3342,3,0.0008886045920725845
3342,4,0.0008869892714157292
3343,1,0.0008875340744945443
3343,2,0.0008891054288018718
3343,3,0.000888725094012551
3343,4,0.0008871562818808324
3344,1,0.0008878833144218597
3344,2,0.0008892995004136405
3344,3,0.0008890026422137034
3344,4,0.0008875879871539802
3345,1,0.0008882923937761469
3345,2,0.0008894464023630861
3345,3,0.0008892134055611486
3345,4,0.000888060834094795
3346,1,0.0008885318359934554
3346,2,0.0008893209031589605
3346,3,0.0008891367939203109
3346,4,0.0008883485988039534
3347,1,0.0008883884484733971
3347,2,0.0008887121160116596
3347,3,0.0008885648833917901
