node,x,y,d_F3,d_D3D_A1,d_update
4396,0.275,0.16249999999999998,0.011592023388488401,0.011592023388488401,0.0
4397,0.2875,0.16249999999999998,0.011493865931293064,0.011493865931293064,0.0
4398,0.30000000000000004,0.16249999999999998,0.011387343454375295,0.011387343454375295,0.0
4399,0.3125,0.16249999999999998,0.011287202052384305,0.011287202052384305,0.0
4400,0.32499999999999996,0.16249999999999998,0.01120369468172497,0.01120369468172497,0.0
4401,0.3375,0.16249999999999998,0.011116215709079749,0.011116215709079749,0.0
4402,0.35,0.16249999999999998,0.011034499683761611,0.011034499683761611,0.0
4403,0.36250000000000004,0.16249999999999998,0.010992366705997958,0.010992366705997958,0.0
4404,0.375,0.16249999999999998,0.010862977116190824,0.010862977116190824,0.0
4405,0.38749999999999996,0.16249999999999998,0.01078023665481902,0.01078023665481902,0.0
4406,0.4,0.16249999999999998,0.010682634115834495,0.010682634115834495,0.0
4407,0.4125,0.16249999999999998,0.010614283102501898,0.010614283102501898,0.0
4408,0.42500000000000004,0.16249999999999998,0.010504278117189687,0.010504278117189687,0.0
4409,0.4375,0.16249999999999998,0.010397272149322657,0.010397272149322657,0.0
4410,0.44999999999999996,0.16249999999999998,0.010307503705334772,0.010307503705334772,0.0
4411,0.4625,0.16249999999999998,0.010225054197537371,0.010225054197537371,0.0
4412,0.475,0.16249999999999998,0.010176947521146661,0.010176947521146661,0.0
4413,0.48750000000000004,0.16249999999999998,0.010072413805210702,0.010072413805210702,0.0
4414,0.5,0.16249999999999998,0.009985679808980016,0.009985679808980016,0.0
4415,-0.5,0.17500000000000004,9.558734873840516e-05,9.558734873840516e-05,0.0
4416,-0.4875,0.17500000000000004,9.940936721116275e-05,9.940936721116275e-05,0.0
4417,-0.475,0.17500000000000004,9.947181702826637e-05,9.947181702826637e-05,0.0
4418,-0.4625,0.17500000000000004,9.936886777036156e-05,9.936886777036156e-05,0.0
4419,-0.45,0.17500000000000004,9.144158646423111e-05,9.144158646423111e-05,0.0
4420,-0.4375,0.17500000000000004,9.232956644946142e-05,9.232956644946142e-05,0.0
4421,-0.425,0.17500000000000004,9.1406728207562e-05,9.1406728207562e-05,0.0
4422,-0.4125,0.17500000000000004,9.166549280488664e-05,9.166549280488664e-05,0.0
4423,-0.4,0.17500000000000004,9.160228740437993e-05,9.160228740437993e-05,0.0
4424,-0.3875,0.17500000000000004,9.107000327716122e-05,9.107000327716122e-05,0.0
4425,-0.375,0.17500000000000004,9.039786883131406e-05,9.039786883131406e-05,0.0
4426,-0.3625,0.17500000000000004,8.916410012866835e-05,8.916410012866835e-05,0.0
4427,-0.35,0.17500000000000004,8.702011811275804e-05,8.702011811275804e-05,0.0
4428,-0.3375,0.17500000000000004,8.168145205726035e-05,8.168145205726035e-05,0.0
4429,-0.325,0.17500000000000004,7.77071861102094e-05,7.77071861102094e-05,0.0
4430,-0.3125,0.17500000000000004,7.467445272256005e-05,7.467445272256005e-05,0.0
