node,x,y,active_F3,initial_active_A1,initial_release_seed
1236,-0.25,-0.3125,True,True,False
1237,-0.2375,-0.3125,True,True,False
1238,-0.22499999999999998,-0.3125,True,True,False
1239,-0.21250000000000002,-0.3125,True,True,False
1240,-0.2,-0.3125,True,True,False
1241,-0.1875,-0.3125,True,True,False
1242,-0.175,-0.3125,True,True,False
1243,-0.16249999999999998,-0.3125,True,True,False
1244,-0.15000000000000002,-0.3125,True,True,False
1245,-0.1375,-0.3125,True,True,False
1246,-0.125,-0.3125,True,True,False
1247,-0.11249999999999999,-0.3125,True,True,False
1248,-0.09999999999999998,-0.3125,True,True,False
1249,-0.08750000000000002,-0.3125,True,True,False
1250,-0.07500000000000001,-0.3125,True,True,False
1251,-0.0625,-0.3125,True,True,False
1252,-0.04999999999999999,-0.3125,True,True,False
1253,-0.03749999999999998,-0.3125,True,True,False
1254,-0.025000000000000022,-0.3125,True,True,False
1255,-0.012500000000000011,-0.3125,True,True,False
1256,0.0,-0.3125,True,True,False
1257,0.012499999999999956,-0.3125,True,True,False
1258,0.025000000000000022,-0.3125,True,True,False
1259,0.03749999999999998,-0.3125,True,True,False
1260,0.050000000000000044,-0.3125,True,True,False
1261,0.0625,-0.3125,True,True,False
1262,0.07499999999999996,-0.3125,True,True,False
1263,0.08750000000000002,-0.3125,True,True,False
1264,0.09999999999999998,-0.3125,True,True,False
1265,0.11250000000000004,-0.3125,True,True,False
1266,0.125,-0.3125,True,True,False
1267,0.13749999999999996,-0.3125,True,True,False
1268,0.15000000000000002,-0.3125,True,True,False
1269,0.16249999999999998,-0.3125,True,True,False
1270,0.17500000000000004,-0.3125,True,True,False
1271,0.1875,-0.3125,True,True,False
1272,0.19999999999999996,-0.3125,True,True,False
1273,0.21250000000000002,-0.3125,True,True,False
1274,0.22499999999999998,-0.3125,True,True,False
1275,0.23750000000000004,-0.3125,True,True,False
1276,0.25,-0.3125,True,True,False
1277,0.26249999999999996,-0.3125,True,True,False
1278,0.275,-0.3125,True,True,False
1279,0.2875,-0.3125,True,True,False
1280,0.30000000000000004,-0.3125,True,True,False
1281,0.3125,-0.3125,True,True,False
1282,0.32499999999999996,-0.3125,True,True,False
1283,0.3375,-0.3125,True,True,False
1284,0.35,-0.3125,True,True,False
1285,0.36250000000000004,-0.3125,True,True,False
1286,0.375,-0.3125,True,True,False
1287,0.38749999999999996,-0.3125,True,True,False
1288,0.4,-0.3125,True,True,False
1289,0.4125,-0.3125,True,True,False
1290,0.42500000000000004,-0.3125,True,True,False
1291,0.4375,-0.3125,True,True,False
1292,0.44999999999999996,-0.3125,True,True,False
1293,0.4625,-0.3125,True,True,False
1294,0.475,-0.3125,True,True,False
1295,0.48750000000000004,-0.3125,True,True,False
1296,0.5,-0.3125,True,True,False
1297,-0.5,-0.3,True,True,False
1298,-0.4875,-0.3,True,True,False
1299,-0.475,-0.3,True,True,False
1300,-0.4625,-0.3,True,True,False
1301,-0.45,-0.3,True,True,False
1302,-0.4375,-0.3,True,True,False
1303,-0.425,-0.3,True,True,False
1304,-0.4125,-0.3,True,True,False
1305,-0.4,-0.3,True,True,False
1306,-0.3875,-0.3,True,True,False
1307,-0.375,-0.3,True,True,False
1308,-0.3625,-0.3,True,True,False
1309,-0.35,-0.3,True,True,False
1310,-0.3375,-0.3,True,True,False
1311,-0.325,-0.3,True,True,False
1312,-0.3125,-0.3,True,True,False
1313,-0.3,-0.3,True,True,False
1314,-0.2875,-0.3,True,True,False
1315,-0.275,-0.3,True,True,False
1316,-0.2625,-0.3,True,True,False
1317,-0.25,-0.3,True,True,False
1318,-0.2375,-0.3,True,True,False
1319,-0.22499999999999998,-0.3,True,True,False
1320,-0.21250000000000002,-0.3,True,True,False
1321,-0.2,-0.3,True,True,False
1322,-0.1875,-0.3,True,True,False
1323,-0.175,-0.3,True,True,False
1324,-0.16249999999999998,-0.3,True,True,False
1325,-0.15000000000000002,-0.3,True,True,False
1326,-0.1375,-0.3,True,True,False
1327,-0.125,-0.3,True,True,False
1328,-0.11249999999999999,-0.3,True,True,False
1329,-0.09999999999999998,-0.3,True,True,False
1330,-0.08750000000000002,-0.3,True,True,False
1331,-0.07500000000000001,-0.3,True,True,False
1332,-0.0625,-0.3,True,True,False
1333,-0.04999999999999999,-0.3,True,True,False
1334,-0.03749999999999998,-0.3,True,True,False
1335,-0.025000000000000022,-0.3,True,True,False
1336,-0.012500000000000011,-0.3,True,True,False
1337,0.0,-0.3,True,True,False
1338,0.012499999999999956,-0.3,True,True,False
1339,0.025000000000000022,-0.3,True,True,False
1340,0.03749999999999998,-0.3,True,True,False
1341,0.050000000000000044,-0.3,True,True,False
1342,0.0625,-0.3,True,True,False
1343,0.07499999999999996,-0.3,True,True,False
1344,0.08750000000000002,-0.3,True,True,False
1345,0.09999999999999998,-0.3,True,True,False
1346,0.11250000000000004,-0.3,True,True,False
1347,0.125,-0.3,True,True,False
1348,0.13749999999999996,-0.3,True,True,False
1349,0.15000000000000002,-0.3,True,True,False
1350,0.16249999999999998,-0.3,True,True,False
1351,0.17500000000000004,-0.3,True,True,False
1352,0.1875,-0.3,True,True,False
1353,0.19999999999999996,-0.3,True,True,False
1354,0.21250000000000002,-0.3,True,True,False
1355,0.22499999999999998,-0.3,True,True,False
1356,0.23750000000000004,-0.3,True,True,False
1357,0.25,-0.3,True,True,False
1358,0.26249999999999996,-0.3,True,True,False
1359,0.275,-0.3,True,True,False
1360,0.2875,-0.3,True,True,False
1361,0.30000000000000004,-0.3,True,True,False
1362,0.3125,-0.3,True,True,False
1363,0.32499999999999996,-0.3,True,True,False
1364,0.3375,-0.3,True,True,False
1365,0.35,-0.3,True,True,False
1366,0.36250000000000004,-0.3,True,True,False
1367,0.375,-0.3,True,True,False
1368,0.38749999999999996,-0.3,True,True,False
1369,0.4,-0.3,True,True,False
1370,0.4125,-0.3,True,True,False
1371,0.42500000000000004,-0.3,True,True,False
1372,0.4375,-0.3,True,True,False
1373,0.44999999999999996,-0.3,True,True,False
1374,0.4625,-0.3,True,True,False
1375,0.475,-0.3,True,True,False
1376,0.48750000000000004,-0.3,True,True,False
1377,0.5,-0.3,True,True,False
1378,-0.5,-0.2875,True,True,False
1379,-0.4875,-0.2875,True,True,False
1380,-0.475,-0.2875,True,True,False
1381,-0.4625,-0.2875,True,True,False
1382,-0.45,-0.2875,True,True,False
1383,-0.4375,-0.2875,True,True,False
1384,-0.425,-0.2875,True,True,False
1385,-0.4125,-0.2875,True,True,False
1386,-0.4,-0.2875,True,True,False
1387,-0.3875,-0.2875,True,True,False
1388,-0.375,-0.2875,True,True,False
1389,-0.3625,-0.2875,True,True,False
1390,-0.35,-0.2875,True,True,False
1391,-0.3375,-0.2875,True,True,False
1392,-0.325,-0.2875,True,True,False
1393,-0.3125,-0.2875,True,True,False
1394,-0.3,-0.2875,True,True,False
1395,-0.2875,-0.2875,True,True,False
1396,-0.275,-0.2875,True,True,False
1397,-0.2625,-0.2875,True,True,False
1398,-0.25,-0.2875,True,True,False
1399,-0.2375,-0.2875,True,True,False
1400,-0.22499999999999998,-0.2875,True,True,False
1401,-0.21250000000000002,-0.2875,True,True,False
1402,-0.2,-0.2875,True,True,False
1403,-0.1875,-0.2875,True,True,False
1404,-0.175,-0.2875,True,True,False
1405,-0.16249999999999998,-0.2875,True,True,False
1406,-0.15000000000000002,-0.2875,True,True,False
1407,-0.1375,-0.2875,True,True,False
1408,-0.125,-0.2875,True,True,False
1409,-0.11249999999999999,-0.2875,True,True,False
1410,-0.09999999999999998,-0.2875,True,True,False
1411,-0.08750000000000002,-0.2875,True,True,False
1412,-0.07500000000000001,-0.2875,True,True,False
1413,-0.0625,-0.2875,True,True,False
1414,-0.04999999999999999,-0.2875,True,True,False
1415,-0.03749999999999998,-0.2875,True,True,False
1416,-0.025000000000000022,-0.2875,True,True,False
1417,-0.012500000000000011,-0.2875,True,True,False
1418,0.0,-0.2875,True,True,False
1419,0.012499999999999956,-0.2875,True,True,False
1420,0.025000000000000022,-0.2875,True,True,False
1421,0.03749999999999998,-0.2875,True,True,False
1422,0.050000000000000044,-0.2875,True,True,False
1423,0.0625,-0.2875,True,True,False
1424,0.07499999999999996,-0.2875,True,True,False
1425,0.08750000000000002,-0.2875,True,True,False
1426,0.09999999999999998,-0.2875,True,True,False
1427,0.11250000000000004,-0.2875,True,True,False
1428,0.125,-0.2875,True,True,False
1429,0.13749999999999996,-0.2875,True,True,False
1430,0.15000000000000002,-0.2875,True,True,False
1431,0.16249999999999998,-0.2875,True,True,False
1432,0.17500000000000004,-0.2875,True,True,False
1433,0.1875,-0.2875,True,True,False
1434,0.19999999999999996,-0.2875,True,True,False
1435,0.21250000000000002,-0.2875,True,True,False
1436,0.22499999999999998,-0.2875,True,True,False
1437,0.23750000000000004,-0.2875,True,True,False
1438,0.25,-0.2875,True,True,False
1439,0.26249999999999996,-0.2875,True,True,False
1440,0.275,-0.2875,True,True,False
1441,0.2875,-0.2875,True,True,False
1442,0.30000000000000004,-0.2875,True,True,False
1443,0.3125,-0.2875,True,True,False
1444,0.32499999999999996,-0.2875,True,True,False
1445,0.3375,-0.2875,True,True,False
1446,0.35,-0.2875,True,True,False
1447,0.36250000000000004,-0.2875,True,True,False
1448,0.375,-0.2875,True,True,False
1449,0.38749999999999996,-0.2875,True,True,False
1450,0.4,-0.2875,True,True,False
1451,0.4125,-0.2875,True,True,False
1452,0.42500000000000004,-0.2875,True,True,False
1453,0.4375,-0.2875,True,True,False
1454,0.44999999999999996,-0.2875,True,True,False
1455,0.4625,-0.2875,True,True,False
1456,0.475,-0.2875,True,True,False
1457,0.48750000000000004,-0.2875,True,True,False
1458,0.5,-0.2875,True,True,False
1459,-0.5,-0.275,True,True,False
1460,-0.4875,-0.275,True,True,False
1461,-0.475,-0.275,True,True,False
1462,-0.4625,-0.275,True,True,False
1463,-0.45,-0.275,True,True,False
1464,-0.4375,-0.275,True,True,False
1465,-0.425,-0.275,True,True,False
1466,-0.4125,-0.275,True,True,False
1467,-0.4,-0.275,True,True,False
1468,-0.3875,-0.275,True,True,False
1469,-0.375,-0.275,True,True,False
1470,-0.3625,-0.275,True,True,False
1471,-0.35,-0.275,True,True,False
1472,-0.3375,-0.275,True,True,False
1473,-0.325,-0.275,True,True,False
1474,-0.3125,-0.275,True,True,False
1475,-0.3,-0.275,True,True,False
1476,-0.2875,-0.275,True,True,False
1477,-0.275,-0.275,True,True,False
1478,-0.2625,-0.275,True,True,False
1479,-0.25,-0.275,True,True,False
1480,-0.2375,-0.275,True,True,False
1481,-0.22499999999999998,-0.275,True,True,False
1482,-0.21250000000000002,-0.275,True,True,False
1483,-0.2,-0.275,True,True,False
1484,-0.1875,-0.275,True,True,False
1485,-0.175,-0.275,True,True,False
1486,-0.16249999999999998,-0.275,True,True,False
1487,-0.15000000000000002,-0.275,True,True,False
1488,-0.1375,-0.275,True,True,False
1489,-0.125,-0.275,True,True,False
1490,-0.11249999999999999,-0.275,True,True,False
1491,-0.09999999999999998,-0.275,True,True,False
1492,-0.08750000000000002,-0.275,True,True,False
1493,-0.07500000000000001,-0.275,True,True,False
1494,-0.0625,-0.275,True,True,False
1495,-0.04999999999999999,-0.275,True,True,False
1496,-0.03749999999999998,-0.275,True,True,False
1497,-0.025000000000000022,-0.275,True,True,False
1498,-0.012500000000000011,-0.275,True,True,False
1499,0.0,-0.275,True,True,False
1500,0.012499999999999956,-0.275,True,True,False
1501,0.025000000000000022,-0.275,True,True,False
1502,0.03749999999999998,-0.275,True,True,False
1503,0.050000000000000044,-0.275,True,True,False
1504,0.0625,-0.275,True,True,False
1505,0.07499999999999996,-0.275,True,True,False
1506,0.08750000000000002,-0.275,True,True,False
1507,0.09999999999999998,-0.275,True,True,False
1508,0.11250000000000004,-0.275,True,True,False
1509,0.125,-0.275,True,True,False
1510,0.13749999999999996,-0.275,True,True,False
1511,0.15000000000000002,-0.275,True,True,False
1512,0.16249999999999998,-0.275,True,True,False
1513,0.17500000000000004,-0.275,True,True,False
1514,0.1875,-0.275,True,True,False
1515,0.19999999999999996,-0.275,True,True,False
1516,0.21250000000000002,-0.275,True,True,False
1517,0.22499999999999998,-0.275,True,True,False
1518,0.23750000000000004,-0.275,True,True,False
1519,0.25,-0.275,True,True,False
1520,0.26249999999999996,-0.275,True,True,False
1521,0.275,-0.275,True,True,False
1522,0.2875,-0.275,True,True,False
1523,0.30000000000000004,-0.275,True,True,False
1524,0.3125,-0.275,True,True,False
1525,0.32499999999999996,-0.275,True,True,False
1526,0.3375,-0.275,True,True,False
1527,0.35,-0.275,True,True,False
1528,0.36250000000000004,-0.275,True,True,False
1529,0.375,-0.275,True,True,False
1530,0.38749999999999996,-0.275,True,True,False
1531,0.4,-0.275,True,True,False
1532,0.4125,-0.275,True,True,False
1533,0.42500000000000004,-0.275,True,True,False
1534,0.4375,-0.275,True,True,False
1535,0.44999999999999996,-0.275,True,True,False
1536,0.4625,-0.275,True,True,False
1537,0.475,-0.275,True,True,False
1538,0.48750000000000004,-0.275,True,True,False
1539,0.5,-0.275,True,True,False
1540,-0.5,-0.2625,True,True,False
1541,-0.4875,-0.2625,True,True,False
1542,-0.475,-0.2625,True,True,False
1543,-0.4625,-0.2625,True,True,False
1544,-0.45,-0.2625,True,True,False
1545,-0.4375,-0.2625,True,True,False
1546,-0.425,-0.2625,True,True,False
1547,-0.4125,-0.2625,True,True,False
1548,-0.4,-0.2625,True,True,False
1549,-0.3875,-0.2625,True,True,False
1550,-0.375,-0.2625,True,True,False
1551,-0.3625,-0.2625,True,True,False
1552,-0.35,-0.2625,True,True,False
1553,-0.3375,-0.2625,True,True,False
1554,-0.325,-0.2625,True,True,False
1555,-0.3125,-0.2625,True,True,False
1556,-0.3,-0.2625,True,True,False
1557,-0.2875,-0.2625,True,True,False
1558,-0.275,-0.2625,True,True,False
1559,-0.2625,-0.2625,True,True,False
1560,-0.25,-0.2625,True,True,False
1561,-0.2375,-0.2625,True,True,False
1562,-0.22499999999999998,-0.2625,True,True,False
1563,-0.21250000000000002,-0.2625,True,True,False
1564,-0.2,-0.2625,True,True,False
1565,-0.1875,-0.2625,True,True,False
1566,-0.175,-0.2625,True,True,False
1567,-0.16249999999999998,-0.2625,True,True,False
1568,-0.15000000000000002,-0.2625,True,True,False
1569,-0.1375,-0.2625,True,True,False
1570,-0.125,-0.2625,True,True,False
1571,-0.11249999999999999,-0.2625,True,True,False
1572,-0.09999999999999998,-0.2625,True,True,False
1573,-0.08750000000000002,-0.2625,True,True,False
1574,-0.07500000000000001,-0.2625,True,True,False
1575,-0.0625,-0.2625,True,True,False
1576,-0.04999999999999999,-0.2625,True,True,False
1577,-0.03749999999999998,-0.2625,True,True,False
1578,-0.025000000000000022,-0.2625,True,True,False
1579,-0.012500000000000011,-0.2625,True,True,False
1580,0.0,-0.2625,True,True,False
1581,0.012499999999999956,-0.2625,True,True,False
1582,0.025000000000000022,-0.2625,True,True,False
1583,0.03749999999999998,-0.2625,True,True,False
1584,0.050000000000000044,-0.2625,True,True,False
1585,0.0625,-0.2625,True,True,False
1586,0.07499999999999996,-0.2625,True,True,False
1587,0.08750000000000002,-0.2625,True,True,False
1588,0.09999999999999998,-0.2625,True,True,False
1589,0.11250000000000004,-0.2625,True,True,False
1590,0.125,-0.2625,True,True,False
1591,0.13749999999999996,-0.2625,True,True,False
1592,0.15000000000000002,-0.2625,True,True,False
1593,0.16249999999999998,-0.2625,True,True,False
1594,0.17500000000000004,-0.2625,True,True,False
1595,0.1875,-0.2625,True,True,False
1596,0.19999999999999996,-0.2625,True,True,False
1597,0.21250000000000002,-0.2625,True,True,False
1598,0.22499999999999998,-0.2625,True,True,False
1599,0.23750000000000004,-0.2625,True,True,False
1600,0.25,-0.2625,True,True,False
1601,0.26249999999999996,-0.2625,True,True,False
1602,0.275,-0.2625,True,True,False
1603,0.2875,-0.2625,True,True,False
1604,0.30000000000000004,-0.2625,True,True,False
1605,0.3125,-0.2625,True,True,False
1606,0.32499999999999996,-0.2625,True,True,False
1607,0.3375,-0.2625,True,True,False
1608,0.35,-0.2625,True,True,False
1609,0.36250000000000004,-0.2625,True,True,False
1610,0.375,-0.2625,True,True,False
1611,0.38749999999999996,-0.2625,True,True,False
1612,0.4,-0.2625,True,True,False
1613,0.4125,-0.2625,True,True,False
1614,0.42500000000000004,-0.2625,True,True,False
1615,0.4375,-0.2625,True,True,False
1616,0.44999999999999996,-0.2625,True,True,False
1617,0.4625,-0.2625,True,True,False
1618,0.475,-0.2625,True,True,False
1619,0.48750000000000004,-0.2625,True,True,False
1620,0.5,-0.2625,True,True,False
1621,-0.5,-0.25,True,True,False
1622,-0.4875,-0.25,True,True,False
1623,-0.475,-0.25,True,True,False
1624,-0.4625,-0.25,True,True,False
1625,-0.45,-0.25,True,True,False
1626,-0.4375,-0.25,True,True,False
1627,-0.425,-0.25,True,True,False
1628,-0.4125,-0.25,True,True,False
1629,-0.4,-0.25,True,True,False
1630,-0.3875,-0.25,True,True,False
1631,-0.375,-0.25,True,True,False
1632,-0.3625,-0.25,True,True,False
1633,-0.35,-0.25,True,True,False
1634,-0.3375,-0.25,True,True,False
1635,-0.325,-0.25,True,True,False
1636,-0.3125,-0.25,True,True,False
1637,-0.3,-0.25,True,True,False
1638,-0.2875,-0.25,True,True,False
1639,-0.275,-0.25,True,True,False
1640,-0.2625,-0.25,True,True,False
1641,-0.25,-0.25,True,True,False
1642,-0.2375,-0.25,True,True,False
1643,-0.22499999999999998,-0.25,True,True,False
1644,-0.21250000000000002,-0.25,True,True,False
1645,-0.2,-0.25,True,True,False
1646,-0.1875,-0.25,True,True,False
1647,-0.175,-0.25,True,True,False
1648,-0.16249999999999998,-0.25,True,True,False
1649,-0.15000000000000002,-0.25,True,True,False
1650,-0.1375,-0.25,True,True,False
1651,-0.125,-0.25,True,True,False
1652,-0.11249999999999999,-0.25,True,True,False
1653,-0.09999999999999998,-0.25,True,True,False
1654,-0.08750000000000002,-0.25,True,True,False
1655,-0.07500000000000001,-0.25,True,True,False
1656,-0.0625,-0.25,True,True,False
1657,-0.04999999999999999,-0.25,True,True,False
1658,-0.03749999999999998,-0.25,True,True,False
1659,-0.025000000000000022,-0.25,True,True,False
1660,-0.012500000000000011,-0.25,True,True,False
1661,0.0,-0.25,True,True,False
1662,0.012499999999999956,-0.25,True,True,False
1663,0.025000000000000022,-0.25,True,True,False
1664,0.03749999999999998,-0.25,True,True,False
1665,0.050000000000000044,-0.25,True,True,False
1666,0.0625,-0.25,True,True,False
1667,0.07499999999999996,-0.25,True,True,False
1668,0.08750000000000002,-0.25,True,True,False
1669,0.09999999999999998,-0.25,True,True,False
1670,0.11250000000000004,-0.25,True,True,False
1671,0.125,-0.25,True,True,False
1672,0.13749999999999996,-0.25,True,True,False
1673,0.15000000000000002,-0.25,True,True,False
1674,0.16249999999999998,-0.25,True,True,False
1675,0.17500000000000004,-0.25,True,True,False
1676,0.1875,-0.25,True,True,False
1677,0.19999999999999996,-0.25,True,True,False
1678,0.21250000000000002,-0.25,True,True,False
1679,0.22499999999999998,-0.25,True,True,False
1680,0.23750000000000004,-0.25,True,True,False
1681,0.25,-0.25,True,True,False
1682,0.26249999999999996,-0.25,True,True,False
1683,0.275,-0.25,True,True,False
1684,0.2875,-0.25,True,True,False
1685,0.30000000000000004,-0.25,True,True,False
1686,0.3125,-0.25,True,True,False
1687,0.32499999999999996,-0.25,True,True,False
1688,0.3375,-0.25,True,True,False
1689,0.35,-0.25,True,True,False
1690,0.36250000000000004,-0.25,True,True,False
1691,0.375,-0.25,True,True,False
1692,0.38749999999999996,-0.25,True,True,False
1693,0.4,-0.25,True,True,False
1694,0.4125,-0.25,True,True,False
1695,0.42500000000000004,-0.25,True,True,False
1696,0.4375,-0.25,True,True,False
1697,0.44999999999999996,-0.25,True,True,False
1698,0.4625,-0.25,True,True,False
1699,0.475,-0.25,True,True,False
1700,0.48750000000000004,-0.25,True,True,False
1701,0.5,-0.25,True,True,False
1702,-0.5,-0.2375,True,True,False
1703,-0.4875,-0.2375,True,True,False
1704,-0.475,-0.2375,True,True,False
1705,-0.4625,-0.2375,True,True,False
1706,-0.45,-0.2375,True,True,False
1707,-0.4375,-0.2375,True,True,False
1708,-0.425,-0.2375,True,True,False
1709,-0.4125,-0.2375,True,True,False
1710,-0.4,-0.2375,True,True,False
1711,-0.3875,-0.2375,True,True,False
1712,-0.375,-0.2375,True,True,False
1713,-0.3625,-0.2375,True,True,False
1714,-0.35,-0.2375,True,True,False
1715,-0.3375,-0.2375,True,True,False
1716,-0.325,-0.2375,True,True,False
1717,-0.3125,-0.2375,True,True,False
1718,-0.3,-0.2375,True,True,False
1719,-0.2875,-0.2375,True,True,False
1720,-0.275,-0.2375,True,True,False
1721,-0.2625,-0.2375,True,True,False
1722,-0.25,-0.2375,True,True,False
1723,-0.2375,-0.2375,True,True,False
1724,-0.22499999999999998,-0.2375,True,True,False
1725,-0.21250000000000002,-0.2375,True,True,False
1726,-0.2,-0.2375,True,True,False
1727,-0.1875,-0.2375,True,True,False
1728,-0.175,-0.2375,True,True,False
1729,-0.16249999999999998,-0.2375,True,True,False
1730,-0.15000000000000002,-0.2375,True,True,False
1731,-0.1375,-0.2375,True,True,False
1732,-0.125,-0.2375,True,True,False
1733,-0.11249999999999999,-0.2375,True,True,False
1734,-0.09999999999999998,-0.2375,True,True,False
1735,-0.08750000000000002,-0.2375,True,True,False
1736,-0.07500000000000001,-0.2375,True,True,False
1737,-0.0625,-0.2375,True,True,False
1738,-0.04999999999999999,-0.2375,True,True,False
1739,-0.03749999999999998,-0.2375,True,True,False
1740,-0.025000000000000022,-0.2375,True,True,False
1741,-0.012500000000000011,-0.2375,True,False,True
1742,0.0,-0.2375,True,True,False
1743,0.012499999999999956,-0.2375,True,True,False
1744,0.025000000000000022,-0.2375,True,True,False
1745,0.03749999999999998,-0.2375,True,True,False
1746,0.050000000000000044,-0.2375,True,True,False
1747,0.0625,-0.2375,True,True,False
1748,0.07499999999999996,-0.2375,True,True,False
1749,0.08750000000000002,-0.2375,True,True,False
1750,0.09999999999999998,-0.2375,True,True,False
1751,0.11250000000000004,-0.2375,True,True,False
1752,0.125,-0.2375,True,True,False
1753,0.13749999999999996,-0.2375,True,True,False
1754,0.15000000000000002,-0.2375,True,True,False
1755,0.16249999999999998,-0.2375,True,True,False
1756,0.17500000000000004,-0.2375,True,True,False
1757,0.1875,-0.2375,True,True,False
1758,0.19999999999999996,-0.2375,True,True,False
1759,0.21250000000000002,-0.2375,True,True,False
1760,0.22499999999999998,-0.2375,True,True,False
1761,0.23750000000000004,-0.2375,True,True,False
1762,0.25,-0.2375,True,True,False
1763,0.26249999999999996,-0.2375,True,True,False
1764,0.275,-0.2375,True,True,False
1765,0.2875,-0.2375,True,True,False
1766,0.30000000000000004,-0.2375,True,True,False
1767,0.3125,-0.2375,True,True,False
1768,0.32499999999999996,-0.2375,True,True,False
1769,0.3375,-0.2375,True,True,False
1770,0.35,-0.2375,True,True,False
1771,0.36250000000000004,-0.2375,True,True,False
1772,0.375,-0.2375,True,True,False
1773,0.38749999999999996,-0.2375,True,True,False
1774,0.4,-0.2375,True,True,False
1775,0.4125,-0.2375,True,True,False
1776,0.42500000000000004,-0.2375,True,True,False
1777,0.4375,-0.2375,True,True,False
1778,0.44999999999999996,-0.2375,True,True,False
1779,0.4625,-0.2375,True,True,False
1780,0.475,-0.2375,True,True,False
1781,0.48750000000000004,-0.2375,True,True,False
1782,0.5,-0.2375,True,True,False
1783,-0.5,-0.22499999999999998,True,True,False
1784,-0.4875,-0.22499999999999998,True,True,False
1785,-0.475,-0.22499999999999998,True,True,False
1786,-0.4625,-0.22499999999999998,True,True,False
1787,-0.45,-0.22499999999999998,True,True,False
1788,-0.4375,-0.22499999999999998,True,True,False
1789,-0.425,-0.22499999999999998,True,True,False
1790,-0.4125,-0.22499999999999998,True,True,False
1791,-0.4,-0.22499999999999998,True,True,False
1792,-0.3875,-0.22499999999999998,True,True,False
1793,-0.375,-0.22499999999999998,True,True,False
1794,-0.3625,-0.22499999999999998,True,True,False
1795,-0.35,-0.22499999999999998,True,True,False
1796,-0.3375,-0.22499999999999998,True,True,False
1797,-0.325,-0.22499999999999998,True,True,False
1798,-0.3125,-0.22499999999999998,True,True,False
1799,-0.3,-0.22499999999999998,True,True,False
1800,-0.2875,-0.22499999999999998,True,True,False
1801,-0.275,-0.22499999999999998,True,True,False
1802,-0.2625,-0.22499999999999998,True,True,False
1803,-0.25,-0.22499999999999998,True,True,False
1804,-0.2375,-0.22499999999999998,True,True,False
1805,-0.22499999999999998,-0.22499999999999998,True,True,False
1806,-0.21250000000000002,-0.22499999999999998,True,True,False
1807,-0.2,-0.22499999999999998,True,True,False
1808,-0.1875,-0.22499999999999998,True,True,False
1809,-0.175,-0.22499999999999998,True,True,False
1810,-0.16249999999999998,-0.22499999999999998,True,True,False
1811,-0.15000000000000002,-0.22499999999999998,True,True,False
1812,-0.1375,-0.22499999999999998,True,True,False
1813,-0.125,-0.22499999999999998,True,True,False
1814,-0.11249999999999999,-0.22499999999999998,True,True,False
1815,-0.09999999999999998,-0.22499999999999998,True,True,False
1816,-0.08750000000000002,-0.22499999999999998,True,True,False
1817,-0.07500000000000001,-0.22499999999999998,True,True,False
1818,-0.0625,-0.22499999999999998,True,True,False
1819,-0.04999999999999999,-0.22499999999999998,True,True,False
1820,-0.03749999999999998,-0.22499999999999998,True,True,False
1821,-0.025000000000000022,-0.22499999999999998,True,True,False
1822,-0.012500000000000011,-0.22499999999999998,True,True,False
1823,0.0,-0.22499999999999998,True,True,False
1824,0.012499999999999956,-0.22499999999999998,True,True,False
1825,0.025000000000000022,-0.22499999999999998,True,True,False
1826,0.03749999999999998,-0.22499999999999998,True,True,False
1827,0.050000000000000044,-0.22499999999999998,True,True,False
1828,0.0625,-0.22499999999999998,True,True,False
1829,0.07499999999999996,-0.22499999999999998,True,True,False
1830,0.08750000000000002,-0.22499999999999998,True,True,False
1831,0.09999999999999998,-0.22499999999999998,True,True,False
1832,0.11250000000000004,-0.22499999999999998,True,True,False
1833,0.125,-0.22499999999999998,True,True,False
1834,0.13749999999999996,-0.22499999999999998,True,True,False
1835,0.15000000000000002,-0.22499999999999998,True,True,False
1836,0.16249999999999998,-0.22499999999999998,True,True,False
1837,0.17500000000000004,-0.22499999999999998,True,True,False
1838,0.1875,-0.22499999999999998,True,True,False
1839,0.19999999999999996,-0.22499999999999998,True,True,False
1840,0.21250000000000002,-0.22499999999999998,True,True,False
1841,0.22499999999999998,-0.22499999999999998,True,True,False
1842,0.23750000000000004,-0.22499999999999998,True,True,False
1843,0.25,-0.22499999999999998,True,True,False
1844,0.26249999999999996,-0.22499999999999998,True,True,False
1845,0.275,-0.22499999999999998,True,True,False
1846,0.2875,-0.22499999999999998,True,True,False
1847,0.30000000000000004,-0.22499999999999998,True,True,False
1848,0.3125,-0.22499999999999998,True,True,False
1849,0.32499999999999996,-0.22499999999999998,True,True,False
1850,0.3375,-0.22499999999999998,True,True,False
1851,0.35,-0.22499999999999998,True,True,False
1852,0.36250000000000004,-0.22499999999999998,True,True,False
1853,0.375,-0.22499999999999998,True,True,False
1854,0.38749999999999996,-0.22499999999999998,True,True,False
1855,0.4,-0.22499999999999998,True,True,False
1856,0.4125,-0.22499999999999998,True,True,False
1857,0.42500000000000004,-0.22499999999999998,True,True,False
1858,0.4375,-0.22499999999999998,True,True,False
1859,0.44999999999999996,-0.22499999999999998,True,True,False
1860,0.4625,-0.22499999999999998,True,True,False
1861,0.475,-0.22499999999999998,True,True,False
1862,0.48750000000000004,-0.22499999999999998,True,True,False
1863,0.5,-0.22499999999999998,True,True,False
1864,-0.5,-0.21250000000000002,True,True,False
1865,-0.4875,-0.21250000000000002,True,True,False
