elem_label,vis_elem_label,x,y,sdv15,dist_from_notch_tip,component_id,ligament_spanning,crack_extension,mean_crack_direction_deg
84677,84677,0.0005,0.0005,0.998472,0.7064,1,False,0.7064,0.0
84679,84679,0.0025,0.0005,0.997024,0.704987,1,False,0.704987,0.0
84680,84680,0.0035,0.0005,0.997014,0.704282,1,False,0.704282,0.0
84681,84681,0.0045,0.0005,0.996881,0.703577,1,False,0.703577,0.0
84678,84678,0.0015,0.0005,0.99684,0.705693,1,False,0.705693,0.0
84676,84676,-0.0005,0.0005,0.996737,0.707107,1,False,0.707107,0.0
84682,84682,0.0055,0.0005,0.996455,0.702873,1,False,0.702873,0.0
84683,84683,0.0065,0.0005,0.995423,0.70217,1,False,0.70217,0.0
84684,84684,0.0075,0.0005,0.993178,0.701467,1,False,0.701467,0.0
84135,84135,0.0045,-0.0005,0.992032,0.704287,1,False,0.704287,0.0
84136,84136,0.0055,-0.0005,0.99197,0.703584,1,False,0.703584,0.0
84134,84134,0.0035,-0.0005,0.991812,0.704991,1,False,0.704991,0.0
84137,84137,0.0065,-0.0005,0.991322,0.702882,1,False,0.702882,0.0
84133,84133,0.0025,-0.0005,0.991202,0.705696,1,False,0.705696,0.0
84132,84132,0.0015,-0.0005,0.99006,0.706401,1,False,0.706401,0.0
85228,85228,0.0055,0.0015,0.989787,0.702163,1,False,0.702163,0.0
85227,85227,0.0045,0.0015,0.989714,0.702867,1,False,0.702867,0.0
84138,84138,0.0075,-0.0005,0.989493,0.70218,1,False,0.70218,0.0
85229,85229,0.0065,0.0015,0.989375,0.701459,1,False,0.701459,0.0
84685,84685,0.0085,0.0005,0.98909,0.700766,1,False,0.700766,0.0
85226,85226,0.0035,0.0015,0.989061,0.703573,1,False,0.703573,0.0
84131,84131,0.0005,-0.0005,0.988191,0.707107,1,False,0.707107,0.0
85225,85225,0.0025,0.0015,0.98775,0.704279,1,False,0.704279,0.0
85230,85230,0.0075,0.0015,0.98774,0.700756,1,False,0.700756,0.0
84139,84139,0.0085,-0.0005,0.985919,0.701479,1,False,0.701479,0.0
85224,85224,0.0015,0.0015,0.98547,0.704985,1,False,0.704985,0.0
85231,85231,0.0085,0.0015,0.984423,0.700053,1,False,0.700053,0.0
84686,84686,0.0095,0.0005,0.982897,0.700065,1,False,0.700065,0.0
85223,85223,0.0005,0.0015,0.981221,0.705693,1,False,0.705693,0.0
84140,84140,0.0095,-0.0005,0.980291,0.700778,1,False,0.700778,0.0
85232,85232,0.0095,0.0015,0.979158,0.699351,1,False,0.699351,0.0
84687,84687,0.0105,0.0005,0.974509,0.699364,1,False,0.699364,0.0
84141,84141,0.0105,-0.0005,0.972418,0.700079,1,False,0.700079,0.0
85233,85233,0.0105,0.0015,0.971679,0.69865,1,False,0.69865,0.0
84130,84130,-0.0005,-0.0005,0.97127,0.707814,1,False,0.707814,0.0
83591,83591,0.0065,-0.0015,0.969698,0.703594,1,False,0.703594,0.0
83592,83592,0.0075,-0.0015,0.969616,0.702893,1,False,0.702893,0.0
83590,83590,0.0055,-0.0015,0.969024,0.704296,1,False,0.704296,0.0
83593,83593,0.0085,-0.0015,0.968449,0.702193,1,False,0.702193,0.0
